symbol,date,period,has_trade,has_twosided_quote,usable,win_flag,pnl_bt
NBIG,2026-01-26,2025H2-2026-09,True,True,True,0,-1968.4214691945456
NBIL,2026-01-26,2025H2-2026-09,True,True,True,0,-1975.7915599007133
QBTX,2026-01-27,2025H2-2026-09,True,True,True,0,-2186.235478399992
CRWU,2026-01-27,2025H2-2026-09,True,True,True,1,-889.583099999985
KOLD,2026-01-27,2025H2-2026-09,True,True,True,0,-372.9370008000047
CRWG,2026-01-27,2025H2-2026-09,True,True,True,1,-1021.6996599999876
NBIG,2026-01-27,2025H2-2026-09,True,True,True,1,2136.791880000012
ROLR,2026-01-29,2025H2-2026-09,True,True,True,0,1024.4207791489057
SGML,2026-02-02,2025H2-2026-09,True,True,True,0,-199.38816000000725
TII,2026-02-03,2025H2-2026-09,True,True,True,1,2255.05254400001
OKLL,2026-02-03,2025H2-2026-09,True,True,True,0,-2121.5305996
IREZ,2026-02-04,2025H2-2026-09,True,True,True,1,-548.8891799999996
BMNZ,2026-02-04,2025H2-2026-09,True,True,True,0,-1644.592824599994
ANL,2026-02-04,2025H2-2026-09,True,True,True,1,-271.2463649999993
GDXD,2026-02-05,2025H2-2026-09,True,True,True,0,-793.2535439999999
QBTZ,2026-02-05,2025H2-2026-09,True,True,True,0,-1014.0991199999978
MSTZ,2026-02-05,2025H2-2026-09,True,True,True,0,-876.2895815999988
PDYN,2026-02-06,2025H2-2026-09,True,True,True,1,4719.4987396800025
CWVX,2026-02-06,2025H2-2026-09,True,True,True,1,10078.133930640004
FEED,2026-02-09,2025H2-2026-09,True,True,True,1,1558.8814645000027
MSTZ,2026-02-09,2025H2-2026-09,True,True,True,0,-1822.2711683999948
RGTZ,2026-02-09,2025H2-2026-09,True,True,True,0,0.0399200000126711
BMNZ,2026-02-10,2025H2-2026-09,True,True,True,0,-612.0167579999966
MSTZ,2026-02-10,2025H2-2026-09,True,True,True,0,-606.7751416999844
RGTZ,2026-02-12,2025H2-2026-09,True,True,True,1,3370.203689999995
MSTU,2026-02-13,2025H2-2026-09,True,True,True,0,-1768.636184999997
MST,2026-02-13,2025H2-2026-09,False,True,False,0,-1502.2819700000025
EVMN,2026-02-13,2025H2-2026-09,True,True,True,1,-1515.0614271375048
RGTU,2026-02-13,2025H2-2026-09,True,True,True,1,-278.5957149999928
QBTZ,2026-02-17,2025H2-2026-09,True,True,True,1,815.0613504
IONZ,2026-02-17,2025H2-2026-09,True,True,True,1,857.5665134399944
JFB,2026-02-18,2025H2-2026-09,True,True,True,1,5698.841090799986
CGTL,2026-02-18,2025H2-2026-09,True,True,True,1,-766.0933598999966
RBNE,2026-02-19,2025H2-2026-09,True,True,True,0,-1650.985443660717
SPAI,2026-02-23,2025H2-2026-09,True,True,True,1,-179.86831799999993
BNAI,2026-02-24,2025H2-2026-09,True,True,True,1,11150.10737187001
MST,2026-02-25,2025H2-2026-09,True,True,True,1,2720.087602000008
CRCD,2026-02-27,2025H2-2026-09,True,True,True,0,-1804.1478399999985
RGTZ,2026-02-27,2025H2-2026-09,True,True,True,1,532.8182999999907
IREZ,2026-02-27,2025H2-2026-09,True,True,True,1,-617.8480000000009
IONZ,2026-02-27,2025H2-2026-09,True,True,True,0,-594.2316017999923
UMAC,2026-03-03,2025H2-2026-09,True,True,True,0,-526.9352999999951
GDXD,2026-03-03,2025H2-2026-09,True,True,True,0,197.7164999999996
CORD,2026-03-03,2025H2-2026-09,True,True,True,1,1957.068110130004
IREZ,2026-03-05,2025H2-2026-09,True,True,True,1,-2429.9775049600003
DUOG,2026-03-05,2025H2-2026-09,True,True,True,0,-2079.4500434664287
CORD,2026-03-05,2025H2-2026-09,True,True,True,1,1257.4448100000027
RGTZ,2026-03-05,2025H2-2026-09,True,True,True,0,-2160.8081063392865
BMNZ,2026-03-06,2025H2-2026-09,True,True,True,0,-1670.885175000003
ANTX,2026-03-09,2025H2-2026-09,True,True,True,1,24238.75590996
IRE,2026-03-11,2025H2-2026-09,True,True,True,1,4180.500052400007
IREX,2026-03-11,2025H2-2026-09,True,True,True,1,4835.342569839998
IREZ,2026-03-12,2025H2-2026-09,True,True,True,1,564.3747847499974
NBIZ,2026-03-12,2025H2-2026-09,True,True,True,0,-2174.0909918999982
TURB,2026-03-12,2025H2-2026-09,True,True,True,1,1143.6160114824029
KLAR,2026-03-13,2025H2-2026-09,True,True,True,0,337.09689000000446
BEX,2026-03-16,2025H2-2026-09,True,True,True,0,-681.6585666000013
HOOG,2026-03-16,2025H2-2026-09,True,True,True,0,-460.7885100000003
NBIZ,2026-03-17,2025H2-2026-09,True,True,True,1,2413.028160000005
CRCD,2026-03-19,2025H2-2026-09,True,True,True,0,-1946.770560000005
ANNA,2026-03-20,2025H2-2026-09,True,True,True,1,28245.7251101
LUNL,2026-03-23,2025H2-2026-09,True,True,True,1,-798.473919999998
ASTN,2026-03-26,2025H2-2026-09,True,True,True,1,-384.7193699999973
ANNA,2026-03-27,2025H2-2026-09,True,True,True,0,-774.0876698999948
BATL,2026-03-27,2025H2-2026-09,True,True,True,0,-524.3072624999929
IREX,2026-03-31,2025H2-2026-09,True,True,True,0,-1852.7924999999937
LITX,2026-03-31,2025H2-2026-09,True,True,True,0,-145.0544884999992
PDYN,2026-03-31,2025H2-2026-09,True,True,True,1,3313.5037200000093
LUNL,2026-04-01,2025H2-2026-09,True,True,True,1,2683.1397153600137
FLZH,2026-04-01,2025H2-2026-09,False,False,False,0,-1417.786705000001
CCUP,2026-04-06,2025H2-2026-09,True,True,True,0,252.2829600000064
FLZH,2026-04-10,2025H2-2026-09,False,False,False,1,-244.15756799998545
UGRO,2026-04-10,2025H2-2026-09,True,True,True,1,-244.15756799998545
CCUP,2026-04-10,2025H2-2026-09,True,True,True,0,-392.4196649999996
APLX,2026-04-10,2025H2-2026-09,True,True,True,1,1084.837618849496
XNDU,2026-04-14,2025H2-2026-09,True,True,True,1,7012.407983000003
NBIG,2026-04-14,2025H2-2026-09,True,True,True,0,-236.89990159999675
NBIL,2026-04-14,2025H2-2026-09,True,True,True,0,-326.10903949999926
NOWL,2026-04-15,2025H2-2026-09,True,True,True,1,2884.9460550000013
ALMU,2026-04-15,2025H2-2026-09,True,True,True,1,-1278.578095521428
SMU,2026-04-15,2025H2-2026-09,True,True,True,1,1430.6367934599984
ROLR,2026-04-16,2025H2-2026-09,True,True,True,1,7468.734191600005
HOOG,2026-04-17,2025H2-2026-09,True,True,True,0,-1065.4401706928577
OKLL,2026-04-17,2025H2-2026-09,True,True,True,1,2443.21736805221
ANNA,2026-04-20,2025H2-2026-09,True,True,True,0,-1656.593820000001
SKYQ,2026-04-20,2025H2-2026-09,True,True,True,0,-932.6023631999924
LZM,2026-04-21,2025H2-2026-09,True,True,True,0,-983.2221396500051
EFOI,2026-04-21,2025H2-2026-09,True,True,True,0,-1765.6762051500057
ALMU,2026-04-22,2025H2-2026-09,True,True,True,0,-1556.182345178578
OKLL,2026-04-22,2025H2-2026-09,True,True,True,1,7205.270184750002
CRWG,2026-04-22,2025H2-2026-09,True,True,True,0,-650.4308999999903
RDTL,2026-04-22,2025H2-2026-09,True,True,True,0,-330.5588999999953
CRCD,2026-04-23,2025H2-2026-09,True,True,True,1,1362.8865599999958
INV,2026-04-27,2025H2-2026-09,True,True,True,0,-542.7812499999928
CRWU,2026-04-29,2025H2-2026-09,True,True,True,1,3713.1411600000015
IREX,2026-04-30,2025H2-2026-09,True,True,True,0,-1527.6956084999956
AGH,2026-05-04,2025H2-2026-09,True,True,True,0,-873.6442350129945
PUSA,2026-05-04,2025H2-2026-09,False,False,False,0,-873.6442350129945
ALMU,2026-05-05,2025H2-2026-09,True,True,True,0,-1543.1253379500056
RDWU,2026-05-05,2025H2-2026-09,True,True,True,0,-691.2172799999917
ASTX,2026-05-06,2025H2-2026-09,True,True,True,1,1680.8030588999964
OKLS,2026-05-07,2025H2-2026-09,False,True,False,1,6162.76608000001
CRCD,2026-05-07,2025H2-2026-09,True,True,True,1,2620.885380000001
REA,2026-05-08,2025H2-2026-09,True,True,True,0,-689.2512750000009
QCML,2026-05-08,2025H2-2026-09,True,True,True,1,1348.6810119199995
APT,2026-05-11,2025H2-2026-09,True,True,True,0,-601.0936242267837
HIMX,2026-05-11,2025H2-2026-09,True,True,True,1,2116.6991999999946
OKLS,2026-05-12,2025H2-2026-09,True,True,True,0,-2249.831513999988
CORD,2026-05-12,2025H2-2026-09,True,True,True,1,2683.677164374993
LWLG,2026-05-13,2025H2-2026-09,True,True,True,0,-52.57870999999336
HIMX,2026-05-13,2025H2-2026-09,True,True,True,0,-1082.4658852792888
LITZ,2026-05-14,2025H2-2026-09,True,True,True,0,-43.0652330999841
OKLS,2026-05-14,2025H2-2026-09,True,True,True,0,-435.3166000000009
ASTX,2026-05-14,2025H2-2026-09,True,True,True,0,-589.928460000009
QBTZ,2026-05-15,2025H2-2026-09,True,True,True,1,180.1583099999985
IONZ,2026-05-15,2025H2-2026-09,True,True,True,1,-324.193349999999
YSS,2026-05-18,2025H2-2026-09,True,True,True,0,-1993.4880182982104
CBRG,2026-05-18,2025H2-2026-09,True,True,True,0,-565.5095000000036
CORD,2026-05-19,2025H2-2026-09,True,True,True,0,-199.38799999999068
GLWG,2026-05-20,2025H2-2026-09,True,True,True,0,-227.82534500000293
NBIG,2026-05-21,2025H2-2026-09,True,True,True,1,929.8901500000024
WNW,2026-05-21,2025H2-2026-09,True,True,True,0,-761.4228399999963
TRT,2026-05-26,2025H2-2026-09,True,True,True,1,1477.9753631999984
HIMZ,2026-05-27,2025H2-2026-09,True,True,True,0,-374.5164735000001
ASTN,2026-05-28,2025H2-2026-09,True,True,True,0,-2564.1045999999974
ASTN,2026-05-29,2025H2-2026-09,True,True,True,0,-2404.991400000012
ATPC,2026-06-01,2025H2-2026-09,True,True,True,1,2209.18134699001
QBTZ,2026-06-01,2025H2-2026-09,True,True,True,0,-1001.2494267000044
FABC,2026-06-03,2025H2-2026-09,True,True,True,1,-1094.820369300004
ATPC,2026-06-03,2025H2-2026-09,True,True,True,1,629.0908805999965
OKLS,2026-06-03,2025H2-2026-09,True,True,True,1,2398.794163200012
ASTN,2026-06-03,2025H2-2026-09,True,True,True,1,703.6268948600081
RPGL,2026-06-04,2025H2-2026-09,True,True,True,1,3265.509182650001
BTQ,2026-06-04,2025H2-2026-09,True,True,True,0,-1378.930459361006
BMNZ,2026-06-05,2025H2-2026-09,True,True,True,1,3839.962815979999
NBIZ,2026-06-05,2025H2-2026-09,True,True,True,1,1206.8906349000056
RGTZ,2026-06-05,2025H2-2026-09,True,True,True,1,6667.169464140008
GLXU,2026-06-08,2025H2-2026-09,True,True,True,1,9389.67905195
HTCO,2026-06-09,2025H2-2026-09,True,True,True,0,-267.428700000007
FABC,2026-06-09,2025H2-2026-09,True,True,True,0,-2710.8653802685785
NBIG,2026-06-09,2025H2-2026-09,True,True,True,0,-611.7007999999896
AAOG,2026-06-10,2025H2-2026-09,True,True,True,0,-4064.70839999998
FABC,2026-06-11,2025H2-2026-09,True,True,True,1,2904.570089999999
LUNL,2026-06-11,2025H2-2026-09,True,True,True,1,8293.604370199992
CRWU,2026-06-12,2025H2-2026-09,True,True,True,0,-674.410098599991
CWVX,2026-06-12,2025H2-2026-09,True,True,True,0,-300.5304480000008
RGTZ,2026-06-16,2025H2-2026-09,True,True,True,0,-2208.584225100001
SHMD,2026-06-17,2025H2-2026-09,True,True,True,1,-237.3547649999908
SNDG,2026-06-18,2025H2-2026-09,True,True,True,1,3980.313180000004
MSTX,2026-06-22,2025H2-2026-09,True,True,True,0,-129.49595999999397
SSPC,2026-06-22,2025H2-2026-09,True,True,True,1,-467.0926222000033
SPCG,2026-06-22,2025H2-2026-09,True,True,True,1,-388.2222575999952
SNK,2026-06-22,2025H2-2026-09,True,True,True,1,-425.527161600001
STAK,2026-06-24,2025H2-2026-09,True,True,True,0,-323.8873799999912
QNRX,2026-06-24,2025H2-2026-09,True,True,True,1,3086.849003620004
QBTX,2026-06-25,2025H2-2026-09,True,True,True,0,-284.815354999998
SNDG,2026-06-25,2025H2-2026-09,True,True,True,0,-1934.586145035713
AIBZ,2026-06-25,2025H2-2026-09,True,True,True,0,-629.4234162999909
EHGO,2026-06-25,2025H2-2026-09,True,True,True,0,-3590.485512
MSTX,2026-06-29,2025H2-2026-09,True,True,True,0,-788.9468449999978
MSTZ,2026-06-30,2025H2-2026-09,True,True,True,0,-1648.207579700001
CAST,2026-06-30,2025H2-2026-09,True,True,True,1,2428.91006299999
ELTX,2026-07-06,2025H2-2026-09,True,True,True,0,-3091.298714999987
NUAI,2026-07-06,2025H2-2026-09,True,True,True,0,-2058.8679681782164
IREG,2026-07-06,2025H2-2026-09,True,True,True,1,1758.0078249999972
BEZ,2026-07-07,2025H2-2026-09,True,True,True,0,-2591.1954626999927
IREZ,2026-07-07,2025H2-2026-09,True,True,True,1,-1788.5265697714235
CORD,2026-07-07,2025H2-2026-09,True,True,True,1,877.2035937499961
PLTZ,2026-07-08,2025H2-2026-09,True,True,True,0,-1649.2201300357108
AAOG,2026-07-09,2025H2-2026-09,True,True,True,0,17.593200000009155
AAOX,2026-07-09,2025H2-2026-09,True,True,True,0,-128.17242399999685
CBRG,2026-07-09,2025H2-2026-09,True,True,True,0,-2982.045640000002
SKYQ,2026-07-13,2025H2-2026-09,True,True,True,1,1733.008729179994
LITZ,2026-07-13,2025H2-2026-09,True,True,True,0,-2178.3713145871448
IONL,2026-07-14,2025H2-2026-09,True,True,True,0,-2231.422405499997
RGTX,2026-07-14,2025H2-2026-09,True,True,True,0,-1361.34887999999
RKLX,2026-07-14,2025H2-2026-09,True,True,True,0,-1168.1613999999902
SKHZ,2026-07-15,2025H2-2026-09,True,True,True,1,-157.57360999998645
BEZ,2026-07-16,2025H2-2026-09,True,True,True,1,-548.560619100001
CRCD,2026-07-16,2025H2-2026-09,True,True,True,1,-460.6730849999963
NBIZ,2026-07-16,2025H2-2026-09,True,True,True,1,6715.15390928
RKLZ,2026-07-16,2025H2-2026-09,True,True,True,1,5906.74251519899
JLHL,2026-07-17,2025H2-2026-09,True,True,True,0,-4230.583699999992
NBIZ,2026-07-17,2025H2-2026-09,True,True,True,0,-661.5312878999987
KORU,2026-07-20,2025H2-2026-09,True,True,True,0,-186.7177899999938
MULL,2026-07-20,2025H2-2026-09,True,True,True,0,-352.8388199999835
RAM,2026-07-20,2025H2-2026-09,True,True,True,0,-237.4634099999936
SNDU,2026-07-20,2025H2-2026-09,True,True,True,0,-267.4024400000021
SNDG,2026-07-20,2025H2-2026-09,True,True,True,0,-384.6522957999845
COHH,2026-07-20,2025H2-2026-09,True,True,True,0,-2182.744413999989
MUU,2026-07-20,2025H2-2026-09,True,True,True,0,-265.1011199999989
DLLL,2026-07-21,2025H2-2026-09,True,True,True,1,-569.5836166999865
CRWU,2026-07-21,2025H2-2026-09,True,True,True,1,2461.984917599995
SNDG,2026-07-21,2025H2-2026-09,True,True,True,1,-151.02518999999873
SKHL,2026-07-21,2025H2-2026-09,True,True,True,1,4233.843909240004
SKHU,2026-07-21,2025H2-2026-09,True,True,True,1,4293.052831199999
SKYQ,2026-07-22,2025H2-2026-09,True,True,True,0,-2349.768085735722
NOWL,2026-07-24,2025H2-2026-09,True,True,True,1,1845.7964004999992
BMNG,2026-07-27,2025H2-2026-09,True,True,True,1,4230.656590000006
CWVX,2026-07-27,2025H2-2026-09,True,True,True,0,-2101.8312600000045
SMCZ,2026-07-28,2025H2-2026-09,True,True,True,0,-1667.2208090999886
RKLZ,2026-07-28,2025H2-2026-09,True,True,True,0,-1462.6670113339296
QBTZ,2026-07-28,2025H2-2026-09,True,True,True,1,-147.73547000000107
CRCD,2026-07-28,2025H2-2026-09,True,True,True,0,-1916.517749999997
MUZ,2026-07-28,2025H2-2026-09,True,True,True,1,765.8461269900001
RGTZ,2026-07-28,2025H2-2026-09,True,True,True,1,-526.1139200000005
NEBX,2026-07-30,2025H2-2026-09,True,True,True,1,6708.226304000002
RDWU,2026-07-30,2025H2-2026-09,True,True,True,1,3226.6131200000013
BMNU,2026-07-30,2025H2-2026-09,True,True,True,1,4867.636159999999
NBIL,2026-07-30,2025H2-2026-09,True,True,True,1,6813.224088765002
NBIG,2026-07-30,2025H2-2026-09,True,True,True,1,6945.463918970008
BIYA,2026-07-31,2025H2-2026-09,True,True,True,0,-3486.864919999992
CRCD,2026-08-03,2025H2-2026-09,True,True,True,0,-1642.9227047321417
LITZ,2026-08-03,2025H2-2026-09,True,True,True,0,-413.6246799999904
BIOA,2026-08-03,2025H2-2026-09,True,True,True,0,-1071.1031099999984
WOLF,2026-08-04,2025H2-2026-09,True,True,True,1,-424.88028000000014
LPTH,2026-08-04,2025H2-2026-09,True,True,True,0,-1269.148142562859
RAM,2026-08-04,2025H2-2026-09,True,True,True,1,-303.5445249999779
SKDD,2026-08-05,2025H2-2026-09,True,True,True,0,-576.2880199999987
INHD,2026-08-10,2025H2-2026-09,True,True,True,1,-2480.849465200005
MPG,2026-08-10,2025H2-2026-09,True,True,True,1,1467.1416299999937
APLX,2026-08-11,2025H2-2026-09,True,True,True,0,-1755.5504400000025
IREG,2026-08-11,2025H2-2026-09,True,True,True,0,-1817.433759999992
UMAC,2026-08-12,2025H2-2026-09,True,True,True,0,-724.928819999997
SMCX,2026-08-25,2025H2-2026-09,True,True,True,1,2100.074850000003
PSNYW,2026-08-26,2025H2-2026-09,True,True,True,0,-907.818278223216
XPON,2026-08-26,2025H2-2026-09,True,True,True,1,10516.139371093608
IREG,2026-08-27,2025H2-2026-09,True,True,True,0,-1178.1292813999917
YJ,2026-08-27,2025H2-2026-09,True,True,True,0,-426.45303999999794
AAOZ,2026-08-28,2025H2-2026-09,True,True,True,0,-1896.8735999999928
PFSA,2026-08-31,2025H2-2026-09,True,True,True,1,2321.377953750017
SMST,2026-09-01,2025H2-2026-09,True,True,True,0,-1608.7252499999963
BMNZ,2026-09-01,2025H2-2026-09,True,True,True,1,2974.0810769400005
IREZ,2026-09-01,2025H2-2026-09,True,True,True,0,-466.02188399999216
ALMS,2026-09-02,2025H2-2026-09,True,True,True,0,-388.3454799999904
BMNZ,2026-09-04,2025H2-2026-09,True,True,True,0,218.6895000000057
CONI,2026-09-04,2025H2-2026-09,True,True,True,0,-6.307629999998408
SMST,2026-09-15,2025H2-2026-09,True,True,True,1,-222.7412599999984
CONI,2026-09-15,2025H2-2026-09,True,True,True,1,3434.896079999997
FPSX,2026-09-15,2025H2-2026-09,True,True,True,1,1512.673352200001
OKLL,2026-09-17,2025H2-2026-09,True,True,True,1,5600.226905279998
COHH,2026-09-18,2025H2-2026-09,True,True,True,0,-1470.851275473567
GLWG,2026-09-18,2025H2-2026-09,True,True,True,0,-1372.4097402385723
CIFG,2026-09-18,2025H2-2026-09,True,True,True,0,-2009.449275688927
CIFU,2026-09-18,2025H2-2026-09,True,True,True,0,-2025.799139999984
ETRA,2026-09-21,2025H2-2026-09,True,True,True,0,-601.2537299999925
CRCA,2026-09-22,2025H2-2026-09,True,True,True,0,-1890.1917849000024
BIAF,2026-09-22,2025H2-2026-09,True,True,True,1,575.7583933504012
VNCE,2026-09-22,2025H2-2026-09,True,True,True,1,-48.17974999999525
GDXD,2026-09-23,2025H2-2026-09,True,True,True,1,1020.2779099999962
