symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_sized_pnl,month,source_book,period,limit,trigger,shares
MGRM,2023-05-30,5.356019999999999,-1318.4753999999982,-2.63703272205854,stop,0,1,2.2988505747126458,52773.0,1.091675979810314,116.57209918823528,2.0,0.0841666666666702,0.1934865900383226,0.0,-0.8382184104861834,8.75,19.78958333333333,0.4210969575744812,1364624.2857142857,63.24332374421451,-89.34476423759952,16.66438730058376,0.4741927919458731,0.1587564865056889,0.0876714925479242,0.4785486405409244,0.9779565630430092,1.0,30.0,3333.33375,-87.89837098729488,0.1933242817577727,Q2,3,-87.89837098729488,2023-05,research/orb_2023/book_1418_liveexit.csv,2023-24,5.36,5.34,0.066666675
RMTI,2023-06-02,4.2126,-317.97051000000107,-0.6359492949722283,tag_bb,0,1,3.6585365853658622,90325.0,1.1481064707474984,120.4308105352153,2.0,0.9733333333333304,2.341463414634149,0.0,2.452867926077759,10.5121293800539,11.590296495956878,0.2558139534883717,210319.4,9.44998459239367,1.736972704714625,7.490636934123454,6.947775621269365,0.2826855123674885,0.2591283863368722,0.6353420890427213,1.028757165704538,4.0,2.0,3333.33375,-21.19803664975432,0.5416958633796761,Q5,1,-21.19803664975432,2023-06,research/orb_2023/book_1418_liveexit.csv,2023-24,4.21,4.2,0.066666675
RMTI,2023-06-05,4.86455,-914.8700712214284,-1.829819011301882,stop,0,1,5.197505197505198,204600.0,2.515487498661213,91.02337216922209,3.0,0.7200000000000024,-0.6237006237006104,1.0,1.0922976201074028,13.981042654028434,13.033175355450233,0.3999999999999997,295236.05,9.461504951861684,5.71428571428571,7.939971494885152,6.204804596186679,0.3525566191921529,0.0723791734765356,0.0841278743690308,1.0968518638958762,0.0,5.0,3333.33375,-60.99134570534582,0.1698640495165105,Q2,3,-60.99134570534582,2023-06,research/orb_2023/book_1418_liveexit.csv,2023-24,4.86,4.85,0.06666667500000001
KC,2023-06-12,5.63686,2076.672251800003,4.153431875192932,scale_lock,1,1,2.9197080291970825,394727.0,1.3140738578247757,61.48047510190448,3.0,0.4468750000000017,0.939781021897808,0.0,-0.0561660692776121,6.201550387596905,15.60077519379846,0.0807453416149072,2844281.85,7.324409507379717,-7.118644067796609,8.091655600550766,2.83748356373332,0.1044277360066807,-0.020885547201344,0.2372644801116629,0.8098277957788086,0.0,12.0,3333.33375,138.44483409226893,0.3878753090711103,Q4,0,138.44483409226893,2023-06,research/orb_2023/book_1418_liveexit.csv,2023-24,5.64,5.62,0.066666675
KC,2023-06-13,6.399139999999999,2805.6092350000063,5.611613435555415,eod,1,1,4.50885668276973,372509.0,1.306805366773773,40.947432849693655,3.0,1.0,2.7375201288244755,1.0,1.853445320501584,9.523809523809526,12.345679012345682,0.2999999999999999,3073390.55,7.706222516113234,0.8116883116883088,8.2532829964243,2.0893673926341707,0.172287053202242,0.1125608747588002,0.350391885661591,0.8206116523100023,1.0,13.0,3333.33375,187.04063904674405,0.4688610585582776,Q5,1,187.04063904674405,2023-06,research/orb_2023/book_1418_liveexit.csv,2023-24,6.4,6.38,0.06666667500000001
VERA,2023-06-20,14.80428,-469.2679200000029,-0.9386474722174998,tag_bb,1,1,2.739726027397263,174251.0,1.3574418986577916,97.22988881437068,4.0,0.3750000000000005,-0.6164383561643826,1.0,-0.6009968187864868,13.442113442113444,11.34421134421135,0.2534246575342458,853033.0,9.801109050615612,-2.7962716378162447,8.635443874391985,1.2456247296411744,0.226306405157045,0.1303204864444806,-0.4573795112183114,1.3465859060880985,1.0,20.0,3333.33375,-31.28453191056619,0.2890041270104097,Q3,2,-31.28453191056619,2023-06,research/orb_2023/book_1418_liveexit.csv,2023-24,14.8,14.76,0.066666675
BDTX,2023-06-30,5.38611,-1502.8926292692847,-3.005829797121005,stop,0,1,4.135338345864657,448717.0,1.4085387018221938,73.05264312912378,1.0,0.340909090909088,-1.7857142857142978,0.0,-0.3771327990925272,5.7654075546719685,15.109343936381704,0.1052631578947369,11274026.0,12.917634479257885,-22.33576642335765,53.37676032220119,0.7551643042157256,0.1631252265313524,0.0600308082638606,0.7600830841569433,0.816679997962261,4.0,30.0,3333.33375,-100.19285447539087,0.2845500073352047,Q3,2,-100.19285447539087,2023-06,research/orb_2023/book_1418_liveexit.csv,2023-24,5.39,5.37,0.06666667499999998
MVIS,2023-06-30,4.443289999999999,1037.0968400000036,2.0743638160012137,eod,1,1,3.016241299303942,688564.0,1.4446693690995462,49.94087666706334,3.0,0.6153846153846164,1.6241299303944383,1.0,0.5899816530848399,10.512820512820506,13.076923076923071,0.6078431372549024,11531290.15,12.137947057303151,-47.4390243902439,11.339968798858234,0.6200859493592744,0.1631252265313524,0.0600308082638606,0.7600830841569433,0.816679997962261,4.0,30.0,3333.33375,69.13979797580724,0.2078570167481695,Q3,2,69.13979797580724,2023-06,research/orb_2023/book_1418_liveexit.csv,2023-24,4.44,4.43,0.06666667500000001
SOS,2023-07-12,8.23463,-923.5263286460684,-1.8473320208159176,stop,0,1,2.5578562728380128,82175.0,1.787054807069905,111.85429629865612,2.0,0.7142857142857131,-0.7308160779537209,1.0,0.2212187223310337,9.612817089452612,44.726301735647525,0.4,652945.4,8.26471341489901,-13.578947368421042,9.049216687660468,18.371571344250224,0.1388920002688242,0.0201617419745137,0.888215883921712,0.7667778202783561,2.0,12.0,3333.33375,-61.56842960579063,0.3520065063895347,Q4,0,-61.56842960579063,2023-07,research/orb_2023/book_1418_liveexit.csv,2023-24,8.23,8.21,0.066666675
PRST,2023-07-12,3.2096,-1699.6158808000012,-3.399289631106682,stop,0,1,3.050632911392406,18716.0,0.8078561055293352,83.52114084758529,1.0,0.0663900414937732,-1.5822784810126669,0.0,-1.3899127116958008,5.509181969949918,21.03505843071786,0.0555555555555557,712639.85,13.530479148385902,-44.947735191637626,9.246721543870692,1.154376926858637,0.1388920002688242,0.0201617419745137,0.888215883921712,0.7667778202783561,2.0,12.0,3333.33375,-113.3077395501324,0.3269893438372704,Q4,0,-113.3077395501324,2023-07,research/orb_2023/book_1418_liveexit.csv,2023-24,3.21,3.2,0.066666675
GREE,2023-07-12,6.730029699999999,-1715.358164625227,-3.4308953779845206,stop,0,1,6.149842271293374,92141.0,2.2283052228194937,48.05412430678636,3.0,0.7181328545780955,4.100946372239744,0.0,1.203627602866861,5.666666666666664,37.32500000000001,0.12926992632284,2635551.1,23.61078757661925,-20.25157232704403,16.021121160709722,1.3090514541721463,0.1388920002688242,0.0201617419745137,0.888215883921712,0.7667778202783561,2.0,12.0,3333.33375,-114.35722526966649,0.3157006321875905,Q4,0,-114.35722526966649,2023-07,research/orb_2023/book_1418_liveexit.csv,2023-24,6.73,6.7099,0.066666675
RMTI,2023-07-17,3.77128,-1126.532260000003,-2.253081181985963,tag_bb,1,1,7.736389684813741,321712.0,2.41782856800806,82.61655055521481,4.0,0.9659259259259264,7.472779369627498,1.0,4.433904794126587,9.404388714733551,47.64263322884011,0.3947229898670878,1972634.1,15.928745262013926,-44.07051282051282,11.610429059261731,2.992537744328763,0.1603099325362428,0.0534366441787476,-0.033386752136747,0.6222443860609179,0.0,17.0,3333.33375,-75.10216005443569,0.227029072404042,Q3,2,-75.10216005443569,2023-07,research/orb_2023/book_1418_liveexit.csv,2023-24,3.77,3.76,0.066666675
GREE,2023-07-17,8.36502,-755.2949612999937,-1.5106586714675991,tag_bb,0,1,5.333333333333328,37446.0,2.34315092433162,87.1929912475636,2.0,0.5252272727272725,-1.4412121212121214,1.0,0.0399700762932052,5.769230769230772,21.66666666666667,0.2958579881656804,1573206.45,22.64059096922793,-8.231368186874306,13.96703824650944,1.034777094894316,0.1603099325362428,0.0534366441787476,-0.033386752136747,0.6222443860609179,0.0,17.0,3333.33375,-50.353003714124256,0.1666861943914289,Q2,3,-50.353003714124256,2023-07,research/orb_2023/book_1418_liveexit.csv,2023-24,8.37,8.34,0.066666675
PRFX,2023-07-20,9.35799,1497.9207894300075,2.9958571231642845,lock,1,1,6.437291897891233,458876.0,3.341836115553445,47.20958986084138,4.0,0.8275862068965524,2.441731409544957,1.0,1.5571349810095323,26.722925457102665,15.18846694796061,0.185202333549403,3021443.85,30.366661974476568,-65.8841347974252,247.4221836181873,0.1996562007928758,0.2069755152369204,0.1387176325524034,-0.2262741652021029,0.7335941437376166,3.0,20.0,3333.33375,99.86139844467374,0.2274860713895306,Q3,2,99.86139844467374,2023-07,research/orb_2023/book_1418_liveexit.csv,2023-24,9.36,9.33,0.066666675
PACW,2023-07-26,9.83943,-1180.1837657442866,-2.3606440181421675,stop,0,1,3.064351378958128,3150996.0,1.4646125184273673,44.96322408854942,4.0,0.8666666666666639,-0.204290091930537,1.0,1.127298185511365,27.308192457737302,48.24447334200261,0.0512129380053909,12525629.6,8.688514898228203,-12.667261373773432,7.641800665678312,4.934162431244175,0.121020089334832,0.0264043831275876,-0.2129808536799513,0.5579856003229678,2.0,26.0,3333.33375,-78.67892755115048,0.3746884421639542,Q4,0,-78.67892755115048,2023-07,research/orb_2023/book_1418_liveexit.csv,2023-24,9.84,9.81,0.066666675
BBIG,2023-07-27,4.14239,1758.6908526999955,3.5174768672191576,scale_lock,1,1,2.4330900243308915,51708.0,0.7704078485499242,94.91063693298427,1.0,0.0999999999999982,-1.7031630170316372,1.0,-1.0068442132927786,5.927835051546403,15.46391752577321,0.1333333333333333,5226177.95,20.152818983508528,-29.982964224872227,19.65928600889522,0.4119475112782946,0.1699272362859946,0.0435710862271895,0.7705648613641832,0.6750930310955183,3.0,27.0,3333.33375,117.24607150242348,0.3180692647401689,Q4,0,117.24607150242348,2023-07,research/orb_2023/book_1418_liveexit.csv,2023-24,4.14,4.13,0.06666667500000001
AMSC,2023-08-04,10.41114,-1974.3422999999964,-3.9491352531999295,stop,0,1,3.641732283464576,339009.0,1.751042232542544,28.19358107535776,3.0,0.5640540540540534,0.5777559055118108,1.0,-0.0688712140339746,5.833333333333339,17.60416666666666,0.0059171597633134,4634509.75,12.280532617804065,-41.50834772596431,16.78664294804155,2.071457072670955,0.2773340433084842,0.1819311324103641,0.418857499331622,0.6913148303451718,4.0,4.0,3333.33375,-131.62283645285223,0.4367017411628591,Q5,1,-131.62283645285223,2023-08,research/orb_2023/book_1418_liveexit.csv,2023-24,10.41,10.38,0.06666667499999998
NCMI,2023-08-08,3.3098999999999994,-1134.8877612637489,-2.2698050572309025,stop,0,1,6.430868167202563,48990.0,1.5380847736566745,66.91084058619283,4.0,1.0,6.109324758842442,1.0,3.2405576902679907,5.782312925170065,20.4047619047619,0.3165527587931318,897355.65,9.176664645061852,-9.855072463768124,185.0399823591875,0.8761442578536168,0.1372522763792073,-0.0758793072665539,-0.5835237736016498,0.9608599264137844,1.0,8.0,3333.33375,-75.65919354164794,0.4020030917053098,Q4,0,-75.65919354164794,2023-08,research/orb_2023/book_1418_liveexit.csv,2023-24,3.31,3.3,0.06666667500000001
