symbol,date,period,delay_s,status,fill_price,t_star,pnl_replay
DPRO,2025-10-13,2025H2-2026-09,30,unfilled_no_tstar,,,0.0
DPRO,2025-10-13,2025H2-2026-09,45,unfilled_no_tstar,,,0.0
DPRO,2025-10-13,2025H2-2026-09,60,unfilled_no_tstar,,,0.0
DPRO,2025-10-13,2025H2-2026-09,90,unfilled_no_tstar,,,0.0
QCLS,2025-10-15,2025H2-2026-09,0,filled,4.8,8.733794588,-34.08610692742943
QCLS,2025-10-15,2025H2-2026-09,1,filled,4.8,8.733794588,-34.08610692742943
QCLS,2025-10-15,2025H2-2026-09,2,filled,4.8,8.733794588,-34.08610692742943
QCLS,2025-10-15,2025H2-2026-09,3,filled,4.8,8.733794588,-34.08610692742943
QCLS,2025-10-15,2025H2-2026-09,5,filled,4.8,8.733794588,-34.08610692742943
QCLS,2025-10-15,2025H2-2026-09,10,skipped_guard,,8.733794588,0.0
QCLS,2025-10-15,2025H2-2026-09,15,skipped_guard,,8.733794588,0.0
QCLS,2025-10-15,2025H2-2026-09,20,skipped_guard,,8.733794588,0.0
QCLS,2025-10-15,2025H2-2026-09,30,skipped_guard,,8.733794588,0.0
QCLS,2025-10-15,2025H2-2026-09,45,skipped_guard,,8.733794588,0.0
QCLS,2025-10-15,2025H2-2026-09,60,filled,4.76,8.733794588,-34.08344026042943
QCLS,2025-10-15,2025H2-2026-09,90,skipped_guard,,8.733794588,0.0
ARCX,2025-10-16,2025H2-2026-09,0,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,1,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,2,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,3,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,5,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,10,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,15,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,20,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,30,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,45,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,60,skipped_guard,,10.757273862,0.0
ARCX,2025-10-16,2025H2-2026-09,90,skipped_guard,,10.757273862,0.0
RGTZ,2025-10-16,2025H2-2026-09,0,filled,9.57,11.141117122,546.4255391011841
RGTZ,2025-10-16,2025H2-2026-09,1,filled,9.57,11.141117122,546.4255391011841
RGTZ,2025-10-16,2025H2-2026-09,2,filled,9.57,11.141117122,546.4255391011841
RGTZ,2025-10-16,2025H2-2026-09,3,filled,9.57,11.141117122,546.4255391011841
RGTZ,2025-10-16,2025H2-2026-09,5,filled,9.57,11.141117122,546.4255391011841
RGTZ,2025-10-16,2025H2-2026-09,10,filled,9.57,11.141117122,546.4255391011841
RGTZ,2025-10-16,2025H2-2026-09,15,filled,9.54,11.141117122,546.427539101434
RGTZ,2025-10-16,2025H2-2026-09,20,skipped_guard,,11.141117122,0.0
RGTZ,2025-10-16,2025H2-2026-09,30,skipped_guard,,11.141117122,0.0
RGTZ,2025-10-16,2025H2-2026-09,45,filled,9.58,11.141117122,546.4248724344341
RGTZ,2025-10-16,2025H2-2026-09,60,skipped_guard,,11.141117122,0.0
RGTZ,2025-10-16,2025H2-2026-09,90,filled,9.55,11.141117122,546.4268724346841
OLOX,2025-10-16,2025H2-2026-09,0,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,1,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,2,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,3,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,5,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,10,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,15,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,20,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,30,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,45,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,60,missing_tick_data,,,
OLOX,2025-10-16,2025H2-2026-09,90,missing_tick_data,,,
BTQ,2025-10-16,2025H2-2026-09,0,filled,12.04,9.795131647,105.58039207754705
BTQ,2025-10-16,2025H2-2026-09,1,filled,12.04,9.795131647,105.58039207754705
BTQ,2025-10-16,2025H2-2026-09,2,filled,12.04,9.795131647,105.58039207754705
BTQ,2025-10-16,2025H2-2026-09,3,filled,12.04,9.795131647,105.58039207754705
BTQ,2025-10-16,2025H2-2026-09,5,filled,12.04,9.795131647,105.58039207754705
BTQ,2025-10-16,2025H2-2026-09,10,skipped_guard,,9.795131647,0.0
BTQ,2025-10-16,2025H2-2026-09,15,skipped_guard,,9.795131647,0.0
BTQ,2025-10-16,2025H2-2026-09,20,skipped_guard,,9.795131647,0.0
BTQ,2025-10-16,2025H2-2026-09,30,filled,12.01,9.795131647,105.58239207779704
BTQ,2025-10-16,2025H2-2026-09,45,skipped_guard,,9.795131647,0.0
BTQ,2025-10-16,2025H2-2026-09,60,filled,12.05,9.795131647,105.57972541079704
BTQ,2025-10-16,2025H2-2026-09,90,filled,12.06,9.795131647,105.57905874404705
HIMZ,2025-10-20,2025H2-2026-09,0,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,1,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,2,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,3,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,5,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,10,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,15,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,20,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,30,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,45,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,60,unfilled_no_tstar,,,0.0
HIMZ,2025-10-20,2025H2-2026-09,90,unfilled_no_tstar,,,0.0
IRE,2025-10-23,2025H2-2026-09,0,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,1,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,2,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,3,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,5,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,10,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,15,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,20,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,30,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,45,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,60,skipped_guard,,36.657710886,0.0
IRE,2025-10-23,2025H2-2026-09,90,skipped_guard,,36.657710886,0.0
SOLT,2025-10-23,2025H2-2026-09,0,filled,18.39,4.253359158,-89.0902931362853
SOLT,2025-10-23,2025H2-2026-09,1,filled,18.39,4.253359158,-89.0902931362853
SOLT,2025-10-23,2025H2-2026-09,2,filled,18.39,4.253359158,-89.0902931362853
SOLT,2025-10-23,2025H2-2026-09,3,filled,18.39,4.253359158,-89.0902931362853
SOLT,2025-10-23,2025H2-2026-09,5,filled,18.42,4.253359158,-89.09229313653529
SOLT,2025-10-23,2025H2-2026-09,10,filled,18.35,4.253359158,-89.0876264692853
SOLT,2025-10-23,2025H2-2026-09,15,filled,18.32,4.253359158,-89.08562646903529
SOLT,2025-10-23,2025H2-2026-09,20,filled,18.31,4.253359158,-89.08495980228528
SOLT,2025-10-23,2025H2-2026-09,30,filled,18.3,4.253359158,-89.08429313553529
SOLT,2025-10-23,2025H2-2026-09,45,filled,18.35,4.253359158,-89.0876264692853
SOLT,2025-10-23,2025H2-2026-09,60,filled,18.42,4.253359158,-89.09229313653529
SOLT,2025-10-23,2025H2-2026-09,90,filled,18.34,4.253359158,-89.08695980253529
NKLR,2025-10-24,2025H2-2026-09,0,filled,10.27,5.239148844,-19.752893802443996
NKLR,2025-10-24,2025H2-2026-09,1,filled,10.27,5.239148844,-19.752893802443996
NKLR,2025-10-24,2025H2-2026-09,2,filled,10.27,5.239148844,-19.752893802443996
NKLR,2025-10-24,2025H2-2026-09,3,filled,10.27,5.239148844,-19.752893802443996
NKLR,2025-10-24,2025H2-2026-09,5,filled,10.27,5.239148844,-19.752893802443996
NKLR,2025-10-24,2025H2-2026-09,10,filled,10.27,5.239148844,-19.752893802443996
NKLR,2025-10-24,2025H2-2026-09,15,filled,10.28,5.239148844,-19.753560469193996
NKLR,2025-10-24,2025H2-2026-09,20,filled,10.27,5.239148844,-19.752893802443996
NKLR,2025-10-24,2025H2-2026-09,30,filled,10.27,5.239148844,-19.752893802443996
NKLR,2025-10-24,2025H2-2026-09,45,skipped_guard,,5.239148844,0.0
NKLR,2025-10-24,2025H2-2026-09,60,skipped_guard,,5.239148844,0.0
NKLR,2025-10-24,2025H2-2026-09,90,skipped_guard,,5.239148844,0.0
QUBX,2025-10-27,2025H2-2026-09,0,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,1,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,2,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,3,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,5,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,10,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,15,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,20,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,30,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,45,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,60,skipped_guard,,115.440614512,0.0
QUBX,2025-10-27,2025H2-2026-09,90,skipped_guard,,115.440614512,0.0
FRMM,2025-10-28,2025H2-2026-09,0,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,1,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,2,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,3,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,5,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,10,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,15,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,20,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,30,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,45,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,60,missing_tick_data,,,
FRMM,2025-10-28,2025H2-2026-09,90,missing_tick_data,,,
NEUP,2025-10-28,2025H2-2026-09,0,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,1,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,2,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,3,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,5,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,10,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,15,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,20,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,30,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,45,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,60,unfilled_no_tstar,,,0.0
NEUP,2025-10-28,2025H2-2026-09,90,unfilled_no_tstar,,,0.0
FRMI,2025-10-28,2025H2-2026-09,0,filled,27.5,21.322500599,-103.30982448855977
FRMI,2025-10-28,2025H2-2026-09,1,filled,27.5,21.322500599,-103.30982448855977
FRMI,2025-10-28,2025H2-2026-09,2,filled,27.5,21.322500599,-103.30982448855977
FRMI,2025-10-28,2025H2-2026-09,3,filled,27.5,21.322500599,-103.30982448855977
FRMI,2025-10-28,2025H2-2026-09,5,filled,27.5,21.322500599,-103.30982448855977
FRMI,2025-10-28,2025H2-2026-09,10,filled,27.5,21.322500599,-103.30982448855977
FRMI,2025-10-28,2025H2-2026-09,15,filled,27.5,21.322500599,-103.30982448855977
FRMI,2025-10-28,2025H2-2026-09,20,filled,27.5,21.322500599,-103.30982448855977
FRMI,2025-10-28,2025H2-2026-09,30,filled,27.5,21.322500599,-103.30982448855977
FRMI,2025-10-28,2025H2-2026-09,45,skipped_guard,,21.322500599,0.0
FRMI,2025-10-28,2025H2-2026-09,60,skipped_guard,,21.322500599,0.0
FRMI,2025-10-28,2025H2-2026-09,90,filled,27.23,21.322500599,-103.29182448630976
QBTZ,2025-10-30,2025H2-2026-09,0,filled,13.5,38.079649103,-158.36196779524286
QBTZ,2025-10-30,2025H2-2026-09,1,filled,13.5,38.079649103,-158.36196779524286
QBTZ,2025-10-30,2025H2-2026-09,2,filled,13.5,38.079649103,-158.36196779524286
QBTZ,2025-10-30,2025H2-2026-09,3,filled,13.5,38.079649103,-158.36196779524286
QBTZ,2025-10-30,2025H2-2026-09,5,filled,13.5,38.079649103,-158.36196779524286
QBTZ,2025-10-30,2025H2-2026-09,10,filled,13.5,38.079649103,-158.36196779524286
QBTZ,2025-10-30,2025H2-2026-09,15,filled,13.5,38.079649103,-158.36196779524286
QBTZ,2025-10-30,2025H2-2026-09,20,filled,13.5,38.079649103,-158.36196779524286
QBTZ,2025-10-30,2025H2-2026-09,30,filled,13.5,38.079649103,-158.36196779524286
QBTZ,2025-10-30,2025H2-2026-09,45,skipped_guard,,38.079649103,0.0
QBTZ,2025-10-30,2025H2-2026-09,60,skipped_guard,,38.079649103,0.0
QBTZ,2025-10-30,2025H2-2026-09,90,skipped_guard,,38.079649103,0.0
RGTZ,2025-10-30,2025H2-2026-09,0,filled,15.33,33.43334971,-139.06421938302535
RGTZ,2025-10-30,2025H2-2026-09,1,filled,15.33,33.43334971,-139.06421938302535
RGTZ,2025-10-30,2025H2-2026-09,2,filled,15.33,33.43334971,-139.06421938302535
RGTZ,2025-10-30,2025H2-2026-09,3,filled,15.33,33.43334971,-139.06421938302535
RGTZ,2025-10-30,2025H2-2026-09,5,filled,15.33,33.43334971,-139.06421938302535
RGTZ,2025-10-30,2025H2-2026-09,10,filled,15.33,33.43334971,-139.06421938302535
RGTZ,2025-10-30,2025H2-2026-09,15,filled,15.33,33.43334971,-139.06421938302535
RGTZ,2025-10-30,2025H2-2026-09,20,filled,15.33,33.43334971,-139.06421938302535
RGTZ,2025-10-30,2025H2-2026-09,30,filled,15.33,33.43334971,-139.06421938302535
RGTZ,2025-10-30,2025H2-2026-09,45,skipped_guard,,33.43334971,0.0
RGTZ,2025-10-30,2025H2-2026-09,60,skipped_guard,,33.43334971,0.0
RGTZ,2025-10-30,2025H2-2026-09,90,skipped_guard,,33.43334971,0.0
FRMI,2025-11-03,2025H2-2026-09,0,filled,29.06,6.054346226,-23.564007612166947
FRMI,2025-11-03,2025H2-2026-09,1,filled,29.06,6.054346226,-23.564007612166947
FRMI,2025-11-03,2025H2-2026-09,2,filled,29.06,6.054346226,-23.564007612166947
FRMI,2025-11-03,2025H2-2026-09,3,filled,29.06,6.054346226,-23.564007612166947
FRMI,2025-11-03,2025H2-2026-09,5,filled,29.06,6.054346226,-23.564007612166947
FRMI,2025-11-03,2025H2-2026-09,10,skipped_guard,,6.054346226,0.0
FRMI,2025-11-03,2025H2-2026-09,15,skipped_guard,,6.054346226,0.0
FRMI,2025-11-03,2025H2-2026-09,20,skipped_guard,,6.054346226,0.0
FRMI,2025-11-03,2025H2-2026-09,30,skipped_guard,,6.054346226,0.0
FRMI,2025-11-03,2025H2-2026-09,45,skipped_guard,,6.054346226,0.0
FRMI,2025-11-03,2025H2-2026-09,60,filled,29.0,6.054346226,-23.560007611666947
FRMI,2025-11-03,2025H2-2026-09,90,filled,28.99,6.054346226,-23.559340944916947
HIMZ,2025-11-05,2025H2-2026-09,0,filled,12.89,12.435481841,-150.29798434495973
HIMZ,2025-11-05,2025H2-2026-09,1,filled,12.89,12.435481841,-150.29798434495973
HIMZ,2025-11-05,2025H2-2026-09,2,filled,12.89,12.435481841,-150.29798434495973
HIMZ,2025-11-05,2025H2-2026-09,3,filled,12.89,12.435481841,-150.29798434495973
HIMZ,2025-11-05,2025H2-2026-09,5,filled,12.89,12.435481841,-150.29798434495973
HIMZ,2025-11-05,2025H2-2026-09,10,filled,12.89,12.435481841,-150.29798434495973
HIMZ,2025-11-05,2025H2-2026-09,15,skipped_guard,,12.435481841,0.0
HIMZ,2025-11-05,2025H2-2026-09,20,filled,12.87,12.435481841,-150.29665101145972
HIMZ,2025-11-05,2025H2-2026-09,30,skipped_guard,,12.435481841,0.0
HIMZ,2025-11-05,2025H2-2026-09,45,skipped_guard,,12.435481841,0.0
HIMZ,2025-11-05,2025H2-2026-09,60,skipped_guard,,12.435481841,0.0
HIMZ,2025-11-05,2025H2-2026-09,90,skipped_guard,,12.435481841,0.0
SLNH,2025-11-05,2025H2-2026-09,0,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,1,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,2,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,3,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,5,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,10,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,15,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,20,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,30,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,45,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,60,unfilled_no_tstar,,,0.0
SLNH,2025-11-05,2025H2-2026-09,90,unfilled_no_tstar,,,0.0
VELO,2025-11-05,2025H2-2026-09,0,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,1,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,2,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,3,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,5,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,10,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,15,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,20,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,30,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,45,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,60,filled,4.58,167.069414775,276.65771858221063
VELO,2025-11-05,2025H2-2026-09,90,filled,4.58,167.069414775,276.65771858221063
BW,2025-11-06,2025H2-2026-09,0,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,1,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,2,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,3,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,5,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,10,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,15,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,20,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,30,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,45,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,60,filled,5.16,185.217739162,-74.93666916555829
BW,2025-11-06,2025H2-2026-09,90,filled,5.16,185.217739162,-74.93666916555829
IONZ,2025-11-07,2025H2-2026-09,0,filled,4.36,14.627840047,-136.3446125962171
IONZ,2025-11-07,2025H2-2026-09,1,filled,4.36,14.627840047,-136.3446125962171
IONZ,2025-11-07,2025H2-2026-09,2,filled,4.36,14.627840047,-136.3446125962171
IONZ,2025-11-07,2025H2-2026-09,3,filled,4.36,14.627840047,-136.3446125962171
IONZ,2025-11-07,2025H2-2026-09,5,filled,4.36,14.627840047,-136.3446125962171
IONZ,2025-11-07,2025H2-2026-09,10,filled,4.36,14.627840047,-136.3446125962171
IONZ,2025-11-07,2025H2-2026-09,15,skipped_guard,,14.627840047,0.0
IONZ,2025-11-07,2025H2-2026-09,20,skipped_guard,,14.627840047,0.0
IONZ,2025-11-07,2025H2-2026-09,30,skipped_guard,,14.627840047,0.0
IONZ,2025-11-07,2025H2-2026-09,45,skipped_guard,,14.627840047,0.0
IONZ,2025-11-07,2025H2-2026-09,60,skipped_guard,,14.627840047,0.0
IONZ,2025-11-07,2025H2-2026-09,90,skipped_guard,,14.627840047,0.0
CRWU,2025-11-12,2025H2-2026-09,0,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,1,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,2,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,3,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,5,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,10,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,15,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,20,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,30,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,45,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,60,filled,10.13,241.439614476,-138.09188239481642
CRWU,2025-11-12,2025H2-2026-09,90,filled,10.13,241.439614476,-138.09188239481642
CRWG,2025-11-12,2025H2-2026-09,0,filled,5.45,32.808951173,-31.56480861226691
CRWG,2025-11-12,2025H2-2026-09,1,filled,5.45,32.808951173,-31.56480861226691
CRWG,2025-11-12,2025H2-2026-09,2,filled,5.45,32.808951173,-31.56480861226691
CRWG,2025-11-12,2025H2-2026-09,3,filled,5.45,32.808951173,-31.56480861226691
CRWG,2025-11-12,2025H2-2026-09,5,filled,5.45,32.808951173,-31.56480861226691
CRWG,2025-11-12,2025H2-2026-09,10,filled,5.45,32.808951173,-31.56480861226691
CRWG,2025-11-12,2025H2-2026-09,15,filled,5.45,32.808951173,-31.56480861226691
CRWG,2025-11-12,2025H2-2026-09,20,filled,5.45,32.808951173,-31.56480861226691
CRWG,2025-11-12,2025H2-2026-09,30,filled,5.45,32.808951173,-31.56480861226691
CRWG,2025-11-12,2025H2-2026-09,45,skipped_guard,,32.808951173,0.0
CRWG,2025-11-12,2025H2-2026-09,60,filled,5.42,32.808951173,-31.56280861201691
CRWG,2025-11-12,2025H2-2026-09,90,filled,5.38,32.808951173,-31.56014194501691
CWVX,2025-11-12,2025H2-2026-09,0,filled,8.33,37.920861591,-41.221081819300814
CWVX,2025-11-12,2025H2-2026-09,1,filled,8.33,37.920861591,-41.221081819300814
CWVX,2025-11-12,2025H2-2026-09,2,filled,8.33,37.920861591,-41.221081819300814
CWVX,2025-11-12,2025H2-2026-09,3,filled,8.33,37.920861591,-41.221081819300814
CWVX,2025-11-12,2025H2-2026-09,5,filled,8.33,37.920861591,-41.221081819300814
CWVX,2025-11-12,2025H2-2026-09,10,filled,8.33,37.920861591,-41.221081819300814
CWVX,2025-11-12,2025H2-2026-09,15,filled,8.33,37.920861591,-41.221081819300814
CWVX,2025-11-12,2025H2-2026-09,20,filled,8.33,37.920861591,-41.221081819300814
CWVX,2025-11-12,2025H2-2026-09,30,filled,8.33,37.920861591,-41.221081819300814
CWVX,2025-11-12,2025H2-2026-09,45,skipped_guard,,37.920861591,0.0
CWVX,2025-11-12,2025H2-2026-09,60,filled,8.26,37.920861591,-41.216415152050814
CWVX,2025-11-12,2025H2-2026-09,90,filled,8.18,37.920861591,-41.211081818050815
XRPT,2025-11-13,2025H2-2026-09,0,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,1,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,2,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,3,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,5,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,10,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,15,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,20,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,30,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,45,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,60,unfilled_no_tstar,,,0.0
XRPT,2025-11-13,2025H2-2026-09,90,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,0,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,1,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,2,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,3,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,5,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,10,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,15,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,20,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,30,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,45,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,60,unfilled_no_tstar,,,0.0
XXRP,2025-11-13,2025H2-2026-09,90,unfilled_no_tstar,,,0.0
SMCZ,2025-11-17,2025H2-2026-09,0,filled,5.79,24.30698626,-24.758329094790852
SMCZ,2025-11-17,2025H2-2026-09,1,filled,5.79,24.30698626,-24.758329094790852
SMCZ,2025-11-17,2025H2-2026-09,2,filled,5.79,24.30698626,-24.758329094790852
SMCZ,2025-11-17,2025H2-2026-09,3,filled,5.79,24.30698626,-24.758329094790852
SMCZ,2025-11-17,2025H2-2026-09,5,filled,5.79,24.30698626,-24.758329094790852
SMCZ,2025-11-17,2025H2-2026-09,10,filled,5.79,24.30698626,-24.758329094790852
SMCZ,2025-11-17,2025H2-2026-09,15,filled,5.79,24.30698626,-24.758329094790852
