symbol,date,period,delay_s,status,fill_price,t_star,pnl_replay
BKSY,2025-02-19,2025H1,15,filled,21.0,45.823005806,-69.98865293405697
BKSY,2025-02-19,2025H1,20,filled,21.0,45.823005806,-69.98865293405697
BKSY,2025-02-19,2025H1,30,filled,21.0,45.823005806,-69.98865293405697
BKSY,2025-02-19,2025H1,45,filled,21.0,45.823005806,-69.98865293405697
BKSY,2025-02-19,2025H1,60,skipped_guard,,45.823005806,0.0
BKSY,2025-02-19,2025H1,90,skipped_guard,,45.823005806,0.0
GRRR,2025-02-19,2025H1,0,filled,29.0,9.281209323,-91.10264812006761
GRRR,2025-02-19,2025H1,1,filled,29.0,9.281209323,-91.10264812006761
GRRR,2025-02-19,2025H1,2,filled,29.0,9.281209323,-91.10264812006761
GRRR,2025-02-19,2025H1,3,filled,29.0,9.281209323,-91.10264812006761
GRRR,2025-02-19,2025H1,5,filled,29.0,9.281209323,-91.10264812006761
GRRR,2025-02-19,2025H1,10,skipped_guard,,9.281209323,0.0
GRRR,2025-02-19,2025H1,15,skipped_guard,,9.281209323,0.0
GRRR,2025-02-19,2025H1,20,skipped_guard,,9.281209323,0.0
GRRR,2025-02-19,2025H1,30,skipped_guard,,9.281209323,0.0
GRRR,2025-02-19,2025H1,45,skipped_guard,,9.281209323,0.0
GRRR,2025-02-19,2025H1,60,skipped_guard,,9.281209323,0.0
GRRR,2025-02-19,2025H1,90,skipped_guard,,9.281209323,0.0
TUYA,2025-02-20,2025H1,0,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,1,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,2,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,3,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,5,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,10,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,15,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,20,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,30,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,45,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,60,unfilled_no_tstar,,,0.0
TUYA,2025-02-20,2025H1,90,unfilled_no_tstar,,,0.0
REBN,2025-02-20,2025H1,0,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,1,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,2,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,3,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,5,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,10,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,15,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,20,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,30,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,45,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,60,skipped_guard,,109.099130784,0.0
REBN,2025-02-20,2025H1,90,skipped_guard,,109.099130784,0.0
CRML,2025-02-24,2025H1,0,filled,3.09,22.556388699,39.783504346271
CRML,2025-02-24,2025H1,1,filled,3.09,22.556388699,39.783504346271
CRML,2025-02-24,2025H1,2,filled,3.09,22.556388699,39.783504346271
CRML,2025-02-24,2025H1,3,filled,3.09,22.556388699,39.783504346271
CRML,2025-02-24,2025H1,5,filled,3.09,22.556388699,39.783504346271
CRML,2025-02-24,2025H1,10,filled,3.09,22.556388699,39.783504346271
CRML,2025-02-24,2025H1,15,filled,3.09,22.556388699,39.783504346271
CRML,2025-02-24,2025H1,20,filled,3.09,22.556388699,39.783504346271
CRML,2025-02-24,2025H1,30,skipped_guard,,22.556388699,0.0
CRML,2025-02-24,2025H1,45,filled,3.07,22.556388699,39.784837679771
CRML,2025-02-24,2025H1,60,skipped_guard,,22.556388699,0.0
CRML,2025-02-24,2025H1,90,skipped_guard,,22.556388699,0.0
ROBN,2025-02-26,2025H1,0,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,1,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,2,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,3,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,5,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,10,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,15,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,20,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,30,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,45,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,60,skipped_guard,,13.283201914,0.0
ROBN,2025-02-26,2025H1,90,skipped_guard,,13.283201914,0.0
CADL,2025-02-26,2025H1,0,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,1,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,2,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,3,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,5,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,10,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,15,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,20,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,30,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,45,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,60,filled,9.1,272.111470429,-107.39080778024173
CADL,2025-02-26,2025H1,90,filled,9.1,272.111470429,-107.39080778024173
XNET,2025-03-05,2025H1,0,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,1,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,2,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,3,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,5,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,10,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,15,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,20,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,30,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,45,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,60,skipped_guard,,14.449905077,0.0
XNET,2025-03-05,2025H1,90,skipped_guard,,14.449905077,0.0
TSLZ,2025-03-10,2025H1,0,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,1,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,2,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,3,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,5,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,10,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,15,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,20,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,30,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,45,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,60,filled,5.54,148.226484523,-30.957749083051507
TSLZ,2025-03-10,2025H1,90,filled,5.54,148.226484523,-30.957749083051507
KAZR,2025-03-10,2025H1,0,missing_tick_data,,,
KAZR,2025-03-10,2025H1,1,missing_tick_data,,,
KAZR,2025-03-10,2025H1,2,missing_tick_data,,,
KAZR,2025-03-10,2025H1,3,missing_tick_data,,,
KAZR,2025-03-10,2025H1,5,missing_tick_data,,,
KAZR,2025-03-10,2025H1,10,missing_tick_data,,,
KAZR,2025-03-10,2025H1,15,missing_tick_data,,,
KAZR,2025-03-10,2025H1,20,missing_tick_data,,,
KAZR,2025-03-10,2025H1,30,missing_tick_data,,,
KAZR,2025-03-10,2025H1,45,missing_tick_data,,,
KAZR,2025-03-10,2025H1,60,missing_tick_data,,,
KAZR,2025-03-10,2025H1,90,missing_tick_data,,,
SKBL,2025-03-10,2025H1,0,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,1,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,2,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,3,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,5,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,10,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,15,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,20,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,30,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,45,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,60,skipped_guard,,77.296561726,0.0
SKBL,2025-03-10,2025H1,90,skipped_guard,,77.296561726,0.0
CONL,2025-03-11,2025H1,0,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,1,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,2,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,3,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,5,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,10,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,15,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,20,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,30,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,45,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,60,filled,17.2,130.973482162,-125.23267965408199
CONL,2025-03-11,2025H1,90,filled,17.2,130.973482162,-125.23267965408199
NVDX,2025-03-12,2025H1,0,filled,8.99,24.531303732,-105.61567853529145
NVDX,2025-03-12,2025H1,1,filled,8.99,24.531303732,-105.61567853529145
NVDX,2025-03-12,2025H1,2,filled,8.99,24.531303732,-105.61567853529145
NVDX,2025-03-12,2025H1,3,filled,8.99,24.531303732,-105.61567853529145
NVDX,2025-03-12,2025H1,5,filled,8.99,24.531303732,-105.61567853529145
NVDX,2025-03-12,2025H1,10,filled,8.99,24.531303732,-105.61567853529145
NVDX,2025-03-12,2025H1,15,filled,8.99,24.531303732,-105.61567853529145
NVDX,2025-03-12,2025H1,20,filled,8.99,24.531303732,-105.61567853529145
NVDX,2025-03-12,2025H1,30,filled,8.99,24.531303732,-105.61567853529145
NVDX,2025-03-12,2025H1,45,skipped_guard,,24.531303732,0.0
NVDX,2025-03-12,2025H1,60,skipped_guard,,24.531303732,0.0
NVDX,2025-03-12,2025H1,90,skipped_guard,,24.531303732,0.0
SMCL,2025-03-14,2025H1,0,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,1,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,2,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,3,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,5,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,10,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,15,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,20,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,30,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,45,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,60,skipped_guard,,151.781613259,0.0
SMCL,2025-03-14,2025H1,90,skipped_guard,,151.781613259,0.0
PLTU,2025-03-14,2025H1,0,filled,28.55,0.91951828,171.89529747357633
PLTU,2025-03-14,2025H1,1,filled,28.55,0.91951828,171.89529747357633
PLTU,2025-03-14,2025H1,2,skipped_guard,,0.91951828,0.0
PLTU,2025-03-14,2025H1,3,skipped_guard,,0.91951828,0.0
PLTU,2025-03-14,2025H1,5,skipped_guard,,0.91951828,0.0
PLTU,2025-03-14,2025H1,10,skipped_guard,,0.91951828,0.0
PLTU,2025-03-14,2025H1,15,skipped_guard,,0.91951828,0.0
PLTU,2025-03-14,2025H1,20,skipped_guard,,0.91951828,0.0
PLTU,2025-03-14,2025H1,30,skipped_guard,,0.91951828,0.0
PLTU,2025-03-14,2025H1,45,skipped_guard,,0.91951828,0.0
PLTU,2025-03-14,2025H1,60,skipped_guard,,0.91951828,0.0
PLTU,2025-03-14,2025H1,90,skipped_guard,,0.91951828,0.0
TSLG,2025-03-24,2025H1,0,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,1,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,2,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,3,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,5,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,10,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,15,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,20,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,30,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,45,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,60,filled,4.93,125.976271205,313.92855592106486
TSLG,2025-03-24,2025H1,90,filled,4.93,125.976271205,313.92855592106486
HMR,2025-03-27,2025H1,0,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,1,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,2,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,3,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,5,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,10,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,15,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,20,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,30,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,45,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,60,unfilled_no_tstar,,,0.0
HMR,2025-03-27,2025H1,90,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,0,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,1,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,2,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,3,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,5,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,10,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,15,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,20,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,30,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,45,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,60,unfilled_no_tstar,,,0.0
QNTM,2025-03-27,2025H1,90,unfilled_no_tstar,,,0.0
BIYA,2025-03-28,2025H1,0,filled,6.83,1.653618027,-58.23061907349321
BIYA,2025-03-28,2025H1,1,filled,6.83,1.653618027,-58.23061907349321
BIYA,2025-03-28,2025H1,2,skipped_guard,,1.653618027,0.0
BIYA,2025-03-28,2025H1,3,skipped_guard,,1.653618027,0.0
BIYA,2025-03-28,2025H1,5,skipped_guard,,1.653618027,0.0
BIYA,2025-03-28,2025H1,10,skipped_guard,,1.653618027,0.0
BIYA,2025-03-28,2025H1,15,skipped_guard,,1.653618027,0.0
BIYA,2025-03-28,2025H1,20,skipped_guard,,1.653618027,0.0
BIYA,2025-03-28,2025H1,30,skipped_guard,,1.653618027,0.0
BIYA,2025-03-28,2025H1,45,skipped_guard,,1.653618027,0.0
BIYA,2025-03-28,2025H1,60,skipped_guard,,1.653618027,0.0
BIYA,2025-03-28,2025H1,90,skipped_guard,,1.653618027,0.0
YINN,2025-04-09,2025H1,0,filled,24.96,205.652487725,-89.66500878812468
YINN,2025-04-09,2025H1,1,filled,24.96,205.652487725,-89.66500878812468
YINN,2025-04-09,2025H1,2,filled,24.96,205.652487725,-89.66500878812468
YINN,2025-04-09,2025H1,3,filled,24.96,205.652487725,-89.66500878812468
YINN,2025-04-09,2025H1,5,filled,24.96,205.652487725,-89.66500878812468
YINN,2025-04-09,2025H1,10,filled,24.96,205.652487725,-89.66500878812468
YINN,2025-04-09,2025H1,15,filled,24.96,205.652487725,-89.66500878812468
YINN,2025-04-09,2025H1,20,filled,24.96,205.652487725,-89.66500878812468
YINN,2025-04-09,2025H1,30,filled,24.96,205.652487725,-89.66500878812468
YINN,2025-04-09,2025H1,45,filled,24.96,205.652487725,-89.66500878812468
