day,symbol,entry_m,signal_m,exit_m,exit_price,why,split,half,wk,entry,stop,R,price,net_R,cost_R,date,pnl_R
2025-01-02,U,610,609,624,25.1904,stop,TRAIN,H1,2024-12-30,25.93,25.1904,0.7395999999999994,25.93,-1.1190022714981072,0.11900227149810719,2025-01-02,-1.1190022714981072
2025-01-02,UEC,627,626,955,7.615,eod,TRAIN,H1,2024-12-30,7.37,7.25,0.1200000000000001,7.37,1.8324416666666659,0.20922499999999983,2025-01-02,1.8324416666666659
2025-01-02,VSAT,638,637,670,9.48,stop,TRAIN,H1,2024-12-30,9.663,9.48,0.18299999999999983,9.663,-1.1793311475409838,0.17933114754098378,2025-01-02,-1.1793311475409838
2025-01-02,VUZI,613,612,646,3.96,stop,TRAIN,H1,2024-12-30,4.1215,3.96,0.1615000000000002,4.1215,-1.0865684210526314,0.08656842105263148,2025-01-02,-1.0865684210526314
2025-01-03,ATOM,631,630,955,16.69,eod,TRAIN,H1,2024-12-30,14.7001,14.27,0.43010000000000126,14.7001,4.509466821669367,0.11713164380376624,2025-01-03,4.509466821669367
2025-01-03,LFCR,801,799,955,7.59,eod,TRAIN,H1,2024-12-30,7.52,7.35,0.16999999999999993,7.52,0.2612823529411783,0.15048235294117654,2025-01-03,0.2612823529411783
2025-01-03,LTBR,785,784,794,6.26,stop,TRAIN,H1,2024-12-30,6.3899,6.26,0.12990000000000013,6.3899,-1.167049114703618,0.16704911470361802,2025-01-03,-1.167049114703618
2025-01-03,RCAT,616,615,618,13.01,stop,TRAIN,H1,2024-12-30,13.2828,13.01,0.27280000000000015,13.2828,-1.165348093841642,0.16534809384164212,2025-01-03,-1.165348093841642
2025-01-03,RIVN,629,628,955,16.495,eod,TRAIN,H1,2024-12-30,15.6466,15.27,0.3765999999999998,15.6466,2.111077748274036,0.1417103558151886,2025-01-03,2.111077748274036
2025-01-03,RZLV,719,718,724,4.1703,stop,TRAIN,H1,2024-12-30,4.2785,4.1703,0.10820000000000007,4.2785,-1.1342445471349352,0.13424454713493522,2025-01-03,-1.1342445471349352
2025-01-03,SIDU,670,669,767,3.29,stop,TRAIN,H1,2024-12-30,3.36,3.29,0.06999999999999984,3.36,-1.1630000000000003,0.16300000000000037,2025-01-03,-1.1630000000000003
2025-01-03,UAVS,708,707,749,3.47,stop,TRAIN,H1,2024-12-30,3.56,3.47,0.08999999999999986,3.56,-1.1342888888888891,0.1342888888888891,2025-01-03,-1.1342888888888891
2025-01-06,ALLT,621,620,657,6.925,stop,TRAIN,H1,2025-01-06,7.05,6.925,0.125,7.05,-1.19156,0.19155999999999998,2025-01-06,-1.19156
2025-01-06,AMDL,601,600,641,8.64,stop,TRAIN,H1,2025-01-06,8.8198,8.64,0.17980000000000018,8.8198,-1.166581535038932,0.166581535038932,2025-01-06,-1.166581535038932
2025-01-06,AMPX,674,673,903,3.77,stop,TRAIN,H1,2025-01-06,3.95,3.77,0.18000000000000016,3.95,-1.074411111111111,0.07441111111111105,2025-01-06,-1.074411111111111
2025-01-06,ASPN,653,652,748,13.875,stop,TRAIN,H1,2025-01-06,14.11,13.875,0.23499999999999943,14.11,-1.2039446808510643,0.20394468085106432,2025-01-06,-1.2039446808510643
2025-01-06,CIFR,638,637,955,5.86,eod,TRAIN,H1,2025-01-06,5.77,5.665,0.10499999999999954,5.77,0.6701333333333434,0.18700952380952462,2025-01-06,0.6701333333333434
2025-01-06,CMPS,606,605,955,4.785,eod,TRAIN,H1,2025-01-06,4.62,4.48,0.13999999999999968,4.62,1.0661357142857169,0.11243571428571454,2025-01-06,1.0661357142857169
2025-01-06,CONL,694,693,706,46.77,stop,TRAIN,H1,2025-01-06,48.09,46.77,1.3200000000000003,48.09,-1.1236681818181817,0.1236681818181818,2025-01-06,-1.1236681818181817
2025-01-06,CRNT,797,796,857,5.475,stop,TRAIN,H1,2025-01-06,5.58,5.475,0.10500000000000043,5.58,-1.1804857142857135,0.18048571428571356,2025-01-06,-1.1804857142857135
2025-01-06,GCT,625,624,955,21.4,eod,TRAIN,H1,2025-01-06,20.99,20.58,0.41000000000000014,20.99,0.8257365853658537,0.17426341463414627,2025-01-06,0.8257365853658537
2025-01-06,GDS,613,612,674,25.2,stop,TRAIN,H1,2025-01-06,25.895,25.2,0.6950000000000003,25.895,-1.1264805755395684,0.12648057553956832,2025-01-06,-1.1264805755395684
2025-01-06,GXAI,650,649,708,3.075,stop,TRAIN,H1,2025-01-06,3.1694,3.075,0.09439999999999982,3.1694,-1.113952118644068,0.11395211864406801,2025-01-06,-1.113952118644068
2025-01-06,IREN,691,690,704,11.71,stop,TRAIN,H1,2025-01-06,11.9299,11.71,0.2198999999999991,11.9299,-1.1842550250113697,0.1842550250113696,2025-01-06,-1.1842550250113697
2025-01-06,MOB,608,607,955,4.635,eod,TRAIN,H1,2025-01-06,4.54,4.41,0.1299999999999999,4.54,0.611884615384614,0.11888461538461548,2025-01-06,0.611884615384614
2025-01-06,MP,624,623,955,20.44,eod,TRAIN,H1,2025-01-06,19.83,19.5301,0.2998999999999974,19.83,1.8087895965322032,0.22522174058019534,2025-01-06,1.8087895965322032
2025-01-06,MSTU,618,617,955,12.79,eod,TRAIN,H1,2025-01-06,11.22,10.89,0.33000000000000007,11.22,4.641024242424237,0.11655151515151513,2025-01-06,4.641024242424237
2025-01-06,NNE,620,619,955,32.55,eod,TRAIN,H1,2025-01-06,28.67,27.8401,0.8299000000000021,28.67,4.556869502349664,0.11839257741896585,2025-01-06,4.556869502349664
2025-01-06,NNOX,609,608,639,10.46,stop,TRAIN,H1,2025-01-06,10.83,10.46,0.3699999999999992,10.83,-1.0993189189189192,0.09931891891891913,2025-01-06,-1.0993189189189192
2025-01-06,PBYI,630,629,955,3.52,eod,TRAIN,H1,2025-01-06,3.37,3.27,0.10000000000000009,3.37,1.385119999999998,0.11487999999999991,2025-01-06,1.385119999999998
2025-01-06,PPTA,646,645,679,12.6546,stop,TRAIN,H1,2025-01-06,13.045,12.6546,0.39039999999999964,13.045,-1.113409118852459,0.11340911885245913,2025-01-06,-1.113409118852459
2025-01-06,QS,616,615,638,6.58,stop,TRAIN,H1,2025-01-06,6.761,6.58,0.18100000000000005,6.761,-1.1268022099447514,0.12680220994475136,2025-01-06,-1.1268022099447514
2025-01-06,SKYT,622,621,650,16.1,stop,TRAIN,H1,2025-01-06,16.69,16.1,0.5899999999999999,16.69,-1.0959796610169492,0.09597966101694919,2025-01-06,-1.0959796610169492
2025-01-06,SMR,643,642,955,23.61,eod,TRAIN,H1,2025-01-06,22.3821,21.8101,0.5720000000000027,22.3821,2.013208531468519,0.13346979020978958,2025-01-06,2.013208531468519
2025-01-06,SYM,650,649,899,27.06,stop,TRAIN,H1,2025-01-06,27.5701,27.06,0.5101000000000013,27.5701,-1.183564634385414,0.18356463438541415,2025-01-06,-1.183564634385414
2025-01-06,VNET,609,608,955,5.165,eod,TRAIN,H1,2025-01-06,5.275,5.14,0.13500000000000068,5.275,-0.9475037037037013,0.13268888888888825,2025-01-06,-0.9475037037037013
2025-01-06,WOLF,672,671,761,7.68,stop,TRAIN,H1,2025-01-06,7.845,7.68,0.16500000000000004,7.845,-1.1614545454545455,0.16145454545454543,2025-01-06,-1.1614545454545455
2025-01-06,WULF,689,688,708,6.28,stop,TRAIN,H1,2025-01-06,6.4899,6.28,0.2098999999999993,6.4899,-1.1049246307765606,0.10492463077656061,2025-01-06,-1.1049246307765606
2025-01-07,AEHR,696,695,927,17.76,stop,TRAIN,H1,2025-01-06,18.4,17.76,0.639999999999997,18.4,-1.0975500000000005,0.09755000000000044,2025-01-07,-1.0975500000000005
2025-01-07,FRO,622,621,955,15.885,eod,TRAIN,H1,2025-01-06,15.82,15.54,0.28000000000000114,15.82,0.03999642857142663,0.1921464285714278,2025-01-07,0.03999642857142663
2025-01-07,GDS,624,623,734,26.81,stop,TRAIN,H1,2025-01-06,27.55,26.81,0.740000000000002,27.55,-1.1263810810810808,0.12638108108108076,2025-01-07,-1.1263810810810808
2025-01-07,MRNA,625,624,697,46.3,stop,TRAIN,H1,2025-01-06,47.265,46.3,0.9650000000000034,47.265,-1.1663295336787558,0.1663295336787559,2025-01-07,-1.1663295336787558
2025-01-07,MSTZ,758,757,955,17.82,eod,TRAIN,H1,2025-01-06,17.3582,16.96,0.3981999999999992,17.3582,1.0112751381215495,0.148443596182823,2025-01-07,1.0112751381215495
2025-01-07,MUU,673,672,731,22.88,stop,TRAIN,H1,2025-01-06,23.6945,22.88,0.8145000000000024,23.6945,-1.0987089011663596,0.09870890116635944,2025-01-07,-1.0987089011663596
2025-01-07,NBIS,689,688,713,32.25,stop,TRAIN,H1,2025-01-06,33.56,32.25,1.3100000000000023,33.56,-1.0869022900763357,0.08690229007633572,2025-01-07,-1.0869022900763357
2025-01-07,SEDG,613,612,645,17.59,stop,TRAIN,H1,2025-01-06,18.3451,17.59,0.7550999999999988,18.3451,-1.0824027546020396,0.0824027546020396,2025-01-07,-1.0824027546020396
2025-01-07,SMST,728,727,955,5.27,eod,TRAIN,H1,2025-01-06,5.085,4.87,0.21499999999999986,5.085,0.7798790697674406,0.08058604651162797,2025-01-07,0.7798790697674406
2025-01-08,ANGO,609,608,955,12.87,eod,TRAIN,H1,2025-01-06,12.11,11.6201,0.48989999999999867,12.11,1.46698101653399,0.08435599101857545,2025-01-08,1.46698101653399
2025-01-08,MSTZ,614,613,955,18.54,eod,TRAIN,H1,2025-01-06,18.4192,17.63,0.789200000000001,18.4192,0.07368291941206166,0.07938347693867197,2025-01-08,0.07368291941206166
2025-01-08,SMST,614,613,955,5.495,eod,TRAIN,H1,2025-01-06,5.455,5.22,0.23500000000000032,5.455,0.09125531914893618,0.07895744680851054,2025-01-08,0.09125531914893618
2025-01-08,VIR,663,662,684,12.9001,stop,TRAIN,H1,2025-01-06,13.45,12.9001,0.5498999999999992,13.45,-1.0829605746499364,0.08296057464993647,2025-01-08,-1.0829605746499364
2025-01-10,ARHS,754,753,843,10.965,stop,TRAIN,H1,2025-01-06,11.19,10.965,0.22499999999999964,11.19,-1.1688933333333336,0.16889333333333362,2025-01-10,-1.1688933333333336
2025-01-10,CDZI,634,633,674,5.26,stop,TRAIN,H1,2025-01-06,5.5181,5.26,0.2580999999999998,5.5181,-1.0724909724912826,0.0724909724912825,2025-01-10,-1.0724909724912826
2025-01-10,FRO,613,612,955,17.185,eod,TRAIN,H1,2025-01-06,17.21,16.85,0.35999999999999943,17.21,-0.23196944444445072,0.16252500000000025,2025-01-10,-0.23196944444445072
2025-01-10,IONQ,705,704,955,32.27,eod,TRAIN,H1,2025-01-06,32.77,31.56,1.2100000000000044,32.77,-0.505221487603304,0.09199834710743768,2025-01-10,-0.505221487603304
2025-01-10,KMDA,755,754,767,7.842,stop,TRAIN,H1,2025-01-06,7.98,7.842,0.1380000000000008,7.98,-1.196408695652173,0.1964086956521728,2025-01-10,-1.196408695652173
2025-01-10,LABD,654,653,955,7.37,eod,TRAIN,H1,2025-01-06,7.3942,7.2501,0.1440999999999999,7.3942,-0.34236946564885207,0.17443053435114514,2025-01-10,-0.34236946564885207
2025-01-10,UMAC,623,622,844,12.88,stop,TRAIN,H1,2025-01-06,13.45,12.88,0.5699999999999985,13.45,-1.0800280701754388,0.08002807017543881,2025-01-10,-1.0800280701754388
2025-01-10,UNG,774,773,955,18.4128,eod,TRAIN,H1,2025-01-06,18.5,18.2,0.3000000000000007,18.5,-0.5002751999999964,0.20960853333333285,2025-01-10,-0.5002751999999964
2025-01-10,UVXY,665,664,777,22.61,stop,TRAIN,H1,2025-01-06,23.47,22.61,0.8599999999999994,23.47,-1.0925883720930234,0.09258837209302331,2025-01-10,-1.0925883720930234
2025-01-13,ATEC,619,618,888,10.84,stop,TRAIN,H1,2025-01-13,11.155,10.84,0.3149999999999995,11.155,-1.1202031746031749,0.1202031746031748,2025-01-13,-1.1202031746031749
2025-01-13,MRVI,648,647,709,4.995,stop,TRAIN,H1,2025-01-13,5.195,4.995,0.20000000000000018,5.195,-1.088115,0.08811499999999993,2025-01-13,-1.088115
2025-01-13,NUS,658,657,677,6.88,stop,TRAIN,H1,2025-01-13,7.02,6.88,0.13999999999999968,7.02,-1.1702857142857146,0.17028571428571468,2025-01-13,-1.1702857142857146
2025-01-13,UVIX,626,625,639,4.02,stop,TRAIN,H1,2025-01-13,4.17,4.02,0.15000000000000036,4.17,-1.0943199999999997,0.09431999999999978,2025-01-13,-1.0943199999999997
2025-01-13,UVXY,626,625,640,23.6601,stop,TRAIN,H1,2025-01-13,24.3699,23.6601,0.7098000000000013,24.3699,-1.1165338123415045,0.11653381234150444,2025-01-13,-1.1165338123415045
2025-01-14,ACMR,620,619,671,17.28,stop,TRAIN,H1,2025-01-13,17.725,17.28,0.4450000000000003,17.725,-1.1352269662921348,0.13522696629213476,2025-01-14,-1.1352269662921348
2025-01-14,AISP,836,834,907,4.7,stop,TRAIN,H1,2025-01-13,4.85,4.7,0.14999999999999947,4.85,-1.1097333333333337,0.10973333333333371,2025-01-14,-1.1097333333333337
2025-01-14,BBAI,603,602,639,3.13,stop,TRAIN,H1,2025-01-13,3.21,3.13,0.08000000000000007,3.21,-1.1362249999999998,0.13622499999999987,2025-01-14,-1.1362249999999998
2025-01-14,BTBT,821,820,897,3.42,stop,TRAIN,H1,2025-01-13,3.475,3.42,0.05500000000000016,3.475,-1.2146181818181812,0.21461818181818118,2025-01-14,-1.2146181818181812
2025-01-14,BTDR,834,833,955,19.1,eod,TRAIN,H1,2025-01-13,18.86,18.48,0.379999999999999,18.86,0.46270526315790117,0.16887368421052673,2025-01-14,0.46270526315790117
2025-01-14,CIFR,605,604,625,5.065,stop,TRAIN,H1,2025-01-13,5.185,5.065,0.11999999999999922,5.185,-1.1467083333333343,0.1467083333333343,2025-01-14,-1.1467083333333343
2025-01-14,CLSK,604,603,627,10.61,stop,TRAIN,H1,2025-01-13,10.86,10.61,0.25,10.86,-1.147496,0.147496,2025-01-14,-1.147496
2025-01-14,CRNC,618,617,634,14.57,stop,TRAIN,H1,2025-01-13,15.15,14.57,0.5800000000000001,15.15,-1.0886103448275861,0.0886103448275862,2025-01-14,-1.0886103448275861
2025-01-14,HOOD,608,607,910,41.89,stop,TRAIN,H1,2025-01-13,42.575,41.89,0.6850000000000023,42.575,-1.211121167883211,0.211121167883211,2025-01-14,-1.211121167883211
2025-01-14,HUT,604,603,662,24.08,stop,TRAIN,H1,2025-01-13,24.58,24.08,0.5,24.58,-1.166944,0.166944,2025-01-14,-1.166944
2025-01-14,IREN,604,603,663,11.02,stop,TRAIN,H1,2025-01-13,11.3113,11.02,0.29129999999999967,11.3113,-1.1318234122897357,0.1318234122897358,2025-01-14,-1.1318234122897357
2025-01-14,MSTU,834,833,899,10.08,stop,TRAIN,H1,2025-01-13,10.3313,10.08,0.2513000000000005,10.3313,-1.1395788300835652,0.13957883008356517,2025-01-14,-1.1395788300835652
2025-01-14,MSTX,834,833,899,47.2586,stop,TRAIN,H1,2025-01-13,48.3263,47.2586,1.067700000000002,48.3263,-1.153690999344385,0.15369099934438485,2025-01-14,-1.153690999344385
2025-01-14,NVTS,834,833,902,3.071,stop,TRAIN,H1,2025-01-13,3.185,3.071,0.11399999999999988,3.185,-1.0947912280701755,0.09479122807017554,2025-01-14,-1.0947912280701755
2025-01-14,OPFI,612,611,663,10.5,stop,TRAIN,H1,2025-01-13,10.81,10.5,0.3100000000000005,10.81,-1.1183612903225804,0.11836129032258046,2025-01-14,-1.1183612903225804
2025-01-14,PDYN,825,824,955,9.08,eod,TRAIN,H1,2025-01-13,9.08,8.7648,0.3152000000000008,9.08,-0.09794416243654798,0.09794416243654798,2025-01-14,-0.09794416243654798
2025-01-14,PLTU,618,616,637,20.96,stop,TRAIN,H1,2025-01-13,21.8101,20.96,0.8500999999999976,21.8101,-1.087030137630867,0.0870301376308672,2025-01-14,-1.087030137630867
2025-01-14,POET,625,624,640,4.7516,stop,TRAIN,H1,2025-01-13,4.88,4.7516,0.12840000000000007,4.88,-1.129021183800623,0.12902118380062297,2025-01-14,-1.129021183800623
2025-01-14,QBTS,832,831,955,4.655,eod,TRAIN,H1,2025-01-13,4.618,4.47,0.14800000000000058,4.618,0.1438608108108097,0.10613918918918878,2025-01-14,0.1438608108108097
2025-01-14,RCAT,604,603,634,9.78,stop,TRAIN,H1,2025-01-13,10.04,9.78,0.2599999999999998,10.04,-1.1310923076923078,0.13109230769230779,2025-01-14,-1.1310923076923078
2025-01-14,RIOT,609,608,628,12.145,stop,TRAIN,H1,2025-01-13,12.475,12.145,0.33000000000000007,12.475,-1.1283303030303031,0.12833030303030302,2025-01-14,-1.1283303030303031
2025-01-14,SMR,604,603,657,19.34,stop,TRAIN,H1,2025-01-13,19.832,19.34,0.4920000000000009,19.832,-1.1368504065040648,0.1368504065040648,2025-01-14,-1.1368504065040648
2025-01-14,TGTX,620,619,955,29.6964,eod,TRAIN,H1,2025-01-13,29.86,28.555,1.3049999999999997,29.86,-0.2031350804597693,0.07777109578544063,2025-01-14,-0.2031350804597693
2025-01-14,TIGR,604,603,955,6.15,eod,TRAIN,H1,2025-01-13,6.1301,6.01,0.12009999999999987,6.1301,-0.007879433805156572,0.1735746877602,2025-01-14,-0.007879433805156572
2025-01-14,WGMI,604,603,637,23.24,stop,TRAIN,H1,2025-01-13,23.69,23.24,0.45000000000000284,23.69,-1.17879111111111,0.17879111111110998,2025-01-14,-1.17879111111111
2025-01-14,WULF,603,602,694,5.53,stop,TRAIN,H1,2025-01-13,5.7415,5.53,0.21150000000000002,5.7415,-1.0920983451536643,0.0920983451536643,2025-01-14,-1.0920983451536643
2025-01-15,ACHR,609,608,955,8.83,eod,TRAIN,H1,2025-01-13,8.9101,8.72,0.19009999999999927,8.9101,-0.580632930036824,0.15927574960547142,2025-01-15,-0.580632930036824
2025-01-15,AGNT,809,808,955,11.3,eod,TRAIN,H1,2025-01-13,11.2,10.92,0.27999999999999936,11.2,0.22107142857143414,0.1360714285714289,2025-01-15,0.22107142857143414
2025-01-15,AIOT,602,601,955,6.27,eod,TRAIN,H1,2025-01-13,6.0,5.83,0.16999999999999993,6.0,1.4679176470588216,0.12031764705882358,2025-01-15,1.4679176470588216
2025-01-15,AISP,604,603,955,5.12,eod,TRAIN,H1,2025-01-13,4.92,4.71,0.20999999999999996,4.92,0.8725333333333344,0.07984761904761906,2025-01-15,0.8725333333333344
2025-01-15,AMPX,644,643,648,3.66,stop,TRAIN,H1,2025-01-13,3.74,3.66,0.08000000000000007,3.74,-1.15875,0.15874999999999986,2025-01-15,-1.15875
2025-01-15,ASAN,601,600,775,19.84,stop,TRAIN,H1,2025-01-13,20.35,19.84,0.5100000000000016,20.35,-1.1354666666666662,0.13546666666666626,2025-01-15,-1.1354666666666662
2025-01-15,ATOM,667,666,778,10.85,stop,TRAIN,H1,2025-01-13,11.0,10.85,0.15000000000000036,11.0,-1.2491333333333328,0.24913333333333276,2025-01-15,-1.2491333333333328
2025-01-15,ATYR,607,606,625,3.38,stop,TRAIN,H1,2025-01-13,3.465,3.38,0.08499999999999996,3.465,-1.1384,0.13840000000000005,2025-01-15,-1.1384
2025-01-15,BEAM,624,623,638,24.345,stop,TRAIN,H1,2025-01-13,24.94,24.345,0.5950000000000024,24.94,-1.1423142857142852,0.14231428571428514,2025-01-15,-1.1423142857142852
2025-01-15,BFLY,728,727,955,3.94,eod,TRAIN,H1,2025-01-13,3.66,3.575,0.08499999999999996,3.66,3.147058823529411,0.14705882352941183,2025-01-15,3.147058823529411
2025-01-15,BTBT,614,613,955,3.72,eod,TRAIN,H1,2025-01-13,3.585,3.52,0.06499999999999995,3.585,1.8889846153846204,0.1879384615384617,2025-01-15,1.8889846153846204
2025-01-15,CERT,727,726,955,12.0,eod,TRAIN,H1,2025-01-13,12.0771,11.78,0.29710000000000036,12.0771,-0.3976665095927283,0.13815792662403215,2025-01-15,-0.3976665095927283
2025-01-15,CIFR,631,629,645,5.24,stop,TRAIN,H1,2025-01-13,5.32,5.24,0.08000000000000007,5.32,-1.2258999999999998,0.22589999999999982,2025-01-15,-1.2258999999999998
2025-01-15,CLSK,601,600,955,11.235,eod,TRAIN,H1,2025-01-13,11.1,10.81,0.28999999999999915,11.1,0.335286206896552,0.130231034482759,2025-01-15,0.335286206896552
2025-01-15,COMP,603,602,955,6.64,eod,TRAIN,H1,2025-01-13,6.42,6.13,0.29000000000000004,6.42,0.6831999999999991,0.0754206896551724,2025-01-15,0.6831999999999991
2025-01-15,CONL,623,622,680,40.5631,stop,TRAIN,H1,2025-01-13,41.3291,40.5631,0.7659999999999982,41.3291,-1.1832450913838124,0.18324509138381243,2025-01-15,-1.1832450913838124
2025-01-15,DBI,797,796,851,6.005,stop,TRAIN,H1,2025-01-13,6.095,6.005,0.08999999999999986,6.095,-1.230055555555556,0.2300555555555559,2025-01-15,-1.230055555555556
2025-01-15,DNA,665,664,677,9.66,stop,TRAIN,H1,2025-01-13,9.9,9.66,0.2400000000000002,9.9,-1.1400499999999998,0.14004999999999987,2025-01-15,-1.1400499999999998
2025-01-15,ETHT,820,814,955,22.38,eod,TRAIN,H1,2025-01-13,21.3,20.96,0.33999999999999986,21.3,2.9628352941176432,0.21363529411764715,2025-01-15,2.9628352941176432
2025-01-15,FUBO,621,620,657,4.02,stop,TRAIN,H1,2025-01-13,4.15,4.02,0.13000000000000078,4.15,-1.1083384615384608,0.1083384615384609,2025-01-15,-1.1083384615384608
2025-01-15,HIMX,624,623,955,8.24,eod,TRAIN,H1,2025-01-13,8.365,8.2038,0.1612000000000009,8.365,-0.9517121588089277,0.17627791563275336,2025-01-15,-0.9517121588089277
2025-01-15,HIVE,601,600,778,3.04,stop,TRAIN,H1,2025-01-13,3.105,3.04,0.06499999999999995,3.105,-1.1622153846153847,0.16221538461538476,2025-01-15,-1.1622153846153847
2025-01-15,INDI,604,603,955,4.39,eod,TRAIN,H1,2025-01-13,4.29,4.14,0.15000000000000036,4.29,0.5692933333333297,0.09737333333333312,2025-01-15,0.5692933333333297
2025-01-15,IONQ,715,714,955,39.58,eod,TRAIN,H1,2025-01-13,37.7123,36.2454,1.4669000000000025,37.7123,1.1855645510941417,0.0876647078873814,2025-01-15,1.1855645510941417
2025-01-15,IREN,631,630,659,11.665,stop,TRAIN,H1,2025-01-13,11.875,11.665,0.21000000000000085,11.875,-1.192061904761904,0.19206190476190402,2025-01-15,-1.192061904761904
2025-01-15,LUMN,601,600,703,5.64,stop,TRAIN,H1,2025-01-13,5.82,5.64,0.1800000000000006,5.82,-1.109733333333333,0.10973333333333296,2025-01-15,-1.109733333333333
2025-01-15,LUNR,601,600,955,19.2,eod,TRAIN,H1,2025-01-13,18.1652,17.72,0.4451999999999998,18.1652,2.1851557951482503,0.13919281221922736,2025-01-15,2.1851557951482503
2025-01-15,MSTU,630,629,778,10.78,stop,TRAIN,H1,2025-01-13,11.1,10.78,0.3200000000000003,11.1,-1.1177374999999998,0.11773749999999988,2025-01-15,-1.1177374999999998
2025-01-15,NNE,611,610,955,22.86,eod,TRAIN,H1,2025-01-13,23.0141,22.3,0.7140999999999984,23.0141,-0.3253285534238905,0.10953244643607363,2025-01-15,-0.3253285534238905
2025-01-15,NRIX,625,624,638,19.65,stop,TRAIN,H1,2025-01-13,19.93,19.65,0.28000000000000114,19.93,-1.2418071428571418,0.2418071428571419,2025-01-15,-1.2418071428571418
2025-01-15,OKLO,630,629,932,25.1,stop,TRAIN,H1,2025-01-13,25.62,25.1,0.5199999999999996,25.62,-1.1673153846153848,0.16731538461538475,2025-01-15,-1.1673153846153848
2025-01-15,OLMA,623,622,637,5.27,stop,TRAIN,H1,2025-01-13,5.43,5.27,0.16000000000000014,5.43,-1.1151874999999998,0.11518749999999989,2025-01-15,-1.1151874999999998
2025-01-15,PHUN,609,608,955,5.65,eod,TRAIN,H1,2025-01-13,5.595,5.43,0.16500000000000004,5.595,0.21797575757576118,0.11535757575757574,2025-01-15,0.21797575757576118
2025-01-15,PL,602,601,712,3.87,stop,TRAIN,H1,2025-01-13,3.98,3.87,0.10999999999999988,3.98,-1.122818181818182,0.12281818181818197,2025-01-15,-1.122818181818182
2025-01-15,PRCH,622,621,734,4.8194,stop,TRAIN,H1,2025-01-13,4.97,4.8194,0.15059999999999985,4.97,-1.1120045152722444,0.11200451527224448,2025-01-15,-1.1120045152722444
2025-01-15,PSQH,735,734,955,4.18,eod,TRAIN,H1,2025-01-13,4.04,3.92,0.1200000000000001,4.04,1.0519666666666632,0.1146999999999999,2025-01-15,1.0519666666666632
2025-01-15,RCAT,604,603,955,10.875,eod,TRAIN,H1,2025-01-13,10.4,10.14,0.2599999999999998,10.4,1.6905576923076924,0.13636538461538472,2025-01-15,1.6905576923076924
2025-01-15,RDW,625,624,646,14.41,stop,TRAIN,H1,2025-01-13,14.6796,14.41,0.2696000000000005,14.6796,-1.1849284866468839,0.18492848664688394,2025-01-15,-1.1849284866468839
2025-01-15,RIOT,665,664,955,13.53,eod,TRAIN,H1,2025-01-13,13.345,13.07,0.27500000000000036,13.345,0.5075999999999946,0.16512727272727254,2025-01-15,0.5075999999999946
2025-01-15,RUM,654,653,658,11.0,stop,TRAIN,H1,2025-01-13,11.21,11.0,0.21000000000000085,11.21,-1.1812952380952373,0.18129523809523737,2025-01-15,-1.1812952380952373
2025-01-15,SERV,647,646,656,18.9,stop,TRAIN,H1,2025-01-13,19.46,18.9,0.5600000000000023,19.46,-1.1179499999999996,0.11794999999999953,2025-01-15,-1.1179499999999996
2025-01-15,SFIX,630,629,652,5.13,stop,TRAIN,H1,2025-01-13,5.215,5.13,0.08499999999999996,5.215,-1.2084000000000001,0.20840000000000009,2025-01-15,-1.2084000000000001
