day,symbol,entry_m,signal_m,exit_m,exit_price,why,split,half,wk,entry,stop,R,price,net_R,cost_R,date,pnl_R
2026-01-02,MNTS,684,683,833,5.57,stop,VAL,,2025-12-29,5.8,5.57,0.22999999999999954,5.8,-1.0855391304347828,0.08553913043478278,2026-01-02,-1.0855391304347828
2026-01-02,MRAL,722,721,955,5.4535,eod,VAL,,2025-12-29,5.45,5.3019,0.14810000000000034,5.45,-0.10149020931802923,0.12512288993922996,2026-01-02,-0.10149020931802923
2026-01-02,MSTU,738,737,754,9.07,stop,VAL,,2025-12-29,9.2199,9.07,0.1499000000000006,9.2199,-1.2089238158772506,0.2089238158772507,2026-01-02,-1.2089238158772506
2026-01-02,MSTX,738,737,754,4.18,stop,VAL,,2025-12-29,4.25,4.18,0.07000000000000028,4.25,-1.2062285714285705,0.2062285714285706,2026-01-02,-1.2062285714285705
2026-01-02,NNE,719,718,955,27.42,eod,VAL,,2025-12-29,26.71,26.2,0.5100000000000016,26.71,1.2138117647058804,0.17834509803921514,2026-01-02,1.2138117647058804
2026-01-02,NVTS,635,634,955,8.38,eod,VAL,,2025-12-29,7.945,7.81,0.13500000000000068,7.945,3.0214814814814703,0.20074074074073975,2026-01-02,3.0214814814814703
2026-01-02,OKLL,675,674,955,19.53,eod,VAL,,2025-12-29,18.6,18.13,0.4700000000000024,18.6,1.8437744680850963,0.13494893617021209,2026-01-02,1.8437744680850963
2026-01-02,ONDL,698,697,955,32.21,eod,VAL,,2025-12-29,30.4601,29.5,0.9601000000000006,30.4601,1.71438983439225,0.10823280908238718,2026-01-02,1.71438983439225
2026-01-02,ONDS,638,637,955,10.845,eod,VAL,,2025-12-29,10.33,9.91,0.41999999999999993,10.33,1.1423214285714303,0.08386904761904763,2026-01-02,1.1423214285714303
2026-01-02,POET,627,626,955,7.1,eod,VAL,,2025-12-29,6.885,6.745,0.13999999999999968,6.885,1.368200000000002,0.16751428571428612,2026-01-02,1.368200000000002
2026-01-02,QBTS,776,775,955,28.03,eod,VAL,,2025-12-29,27.47,26.92,0.5499999999999972,27.47,0.8481636363636449,0.17001818181818268,2026-01-02,0.8481636363636449
2026-01-02,QBTX,776,775,819,35.47,stop,VAL,,2025-12-29,36.49,35.47,1.0200000000000031,36.49,-1.121433333333333,0.12143333333333298,2026-01-02,-1.121433333333333
2026-01-02,QMCO,689,688,955,7.01,eod,VAL,,2025-12-29,6.88,6.74,0.13999999999999968,6.88,0.761300000000001,0.16727142857142893,2026-01-02,0.761300000000001
2026-01-02,RCAT,634,633,955,9.045,eod,VAL,,2025-12-29,8.42,8.175,0.24499999999999922,8.42,2.4336612244898035,0.11735918367346976,2026-01-02,2.4336612244898035
2026-01-02,RDW,636,635,955,9.04,eod,VAL,,2025-12-29,8.2868,7.945,0.3417999999999992,8.2868,2.120755529549448,0.08287232299590422,2026-01-02,2.120755529549448
2026-01-02,RGTX,739,738,955,13.685,eod,VAL,,2025-12-29,12.75,12.42,0.33000000000000007,12.75,2.701403030303031,0.131930303030303,2026-01-02,2.701403030303031
2026-01-02,RIOX,620,619,955,8.67,eod,VAL,,2025-12-29,8.01,7.83,0.17999999999999972,8.01,3.5146333333333395,0.15203333333333358,2026-01-02,3.5146333333333395
2026-01-02,RKLX,657,656,955,46.52,eod,VAL,,2025-12-29,41.7829,40.16,1.6229000000000013,41.7829,2.8307910037587045,0.08811958839115157,2026-01-02,2.8307910037587045
2026-01-02,RR,674,673,955,3.4816,eod,VAL,,2025-12-29,3.4,3.34,0.06000000000000005,3.4,1.1670613333333304,0.19293866666666654,2026-01-02,1.1670613333333304
2026-01-02,SERV,636,635,955,11.86,eod,VAL,,2025-12-29,11.08,10.8201,0.2599,11.08,2.8556060023085776,0.14554828780300116,2026-01-02,2.8556060023085776
2026-01-02,SIDU,837,836,898,4.1901,stop,VAL,,2025-12-29,4.365,4.1901,0.17490000000000006,4.365,-1.0846542024013721,0.08465420240137218,2026-01-02,-1.0846542024013721
2026-01-02,SKYT,636,635,955,22.44,eod,VAL,,2025-12-29,20.89,20.37,0.5199999999999996,20.89,2.8435846153846187,0.13718461538461552,2026-01-02,2.8435846153846187
2026-01-02,SMCL,683,682,955,5.02,eod,VAL,,2025-12-29,5.1161,4.895,0.22110000000000074,5.1161,-0.5132316598824078,0.07858670284938915,2026-01-02,-0.5132316598824078
2026-01-02,SMCX,683,682,955,12.69,eod,VAL,,2025-12-29,12.9,12.35,0.5500000000000007,12.9,-0.4614872727272737,0.07966909090909081,2026-01-02,-0.4614872727272737
2026-01-02,SMU,675,674,955,13.13,eod,VAL,,2025-12-29,12.35,11.985,0.3650000000000002,12.35,2.02151780821918,0.11546849315068486,2026-01-02,2.02151780821918
2026-01-02,SOC,681,680,955,11.815,eod,VAL,,2025-12-29,10.855,10.4,0.45500000000000007,10.855,2.028353846153844,0.08153626373626373,2026-01-02,2.028353846153844
2026-01-02,SOLT,636,635,955,7.085,eod,VAL,,2025-12-29,6.895,6.73,0.16499999999999915,6.895,1.0092060606060682,0.14230909090909163,2026-01-02,1.0092060606060682
2026-01-02,SOXL,643,642,659,46.1,stop,VAL,,2025-12-29,47.49,46.1,1.3900000000000006,47.49,-1.1159625899280574,0.11596258992805751,2026-01-02,-1.1159625899280574
2026-01-02,TE,734,733,955,7.885,eod,VAL,,2025-12-29,7.98,7.81,0.17000000000000082,7.98,-0.7183117647058828,0.1594882352941169,2026-01-02,-0.7183117647058828
2026-01-02,TNXP,685,684,859,16.45,stop,VAL,,2025-12-29,16.74,16.45,0.28999999999999915,16.74,-1.1960620689655177,0.1960620689655178,2026-01-02,-1.1960620689655177
2026-01-02,TROX,603,602,955,4.275,eod,VAL,,2025-12-29,4.33,4.24,0.08999999999999986,4.33,-0.7745666666666647,0.16345555555555583,2026-01-02,-0.7745666666666647
2026-01-02,UAMY,624,623,955,5.915,eod,VAL,,2025-12-29,5.4901,5.4,0.09009999999999962,5.4901,4.507754495005568,0.20811675915649366,2026-01-02,4.507754495005568
2026-01-02,USAR,836,835,955,14.145,eod,VAL,,2025-12-29,14.122,13.85,0.27200000000000024,14.122,-0.0919830882352952,0.17654191176470574,2026-01-02,-0.0919830882352952
2026-01-02,XRPT,636,635,955,5.76,eod,VAL,,2025-12-29,5.414,5.3024,0.11160000000000014,5.414,2.934795698924728,0.1655627240143367,2026-01-02,2.934795698924728
2026-01-02,XXRP,636,635,955,11.14,eod,VAL,,2025-12-29,10.4575,10.265,0.192499999999999,10.4575,3.360041558441581,0.18541298701298795,2026-01-02,3.360041558441581
2026-01-05,ABAT,618,617,690,4.11,stop,VAL,,2026-01-05,4.1993,4.11,0.08929999999999971,4.1993,-1.1596837625979848,0.15968376259798484,2026-01-05,-1.1596837625979848
2026-01-05,AMKR,613,612,955,48.06,eod,VAL,,2026-01-05,46.66,45.452,1.2079999999999984,46.66,1.0273807947019926,0.1315596026490068,2026-01-05,1.0273807947019926
2026-01-05,ASPI,617,616,955,6.51,eod,VAL,,2026-01-05,6.26,6.12,0.13999999999999968,6.26,1.6333285714285752,0.1523857142857146,2026-01-05,1.6333285714285752
2026-01-05,BKKT,668,667,955,14.9,eod,VAL,,2026-01-05,13.5,13.15,0.34999999999999964,13.5,3.868057142857148,0.13194285714285728,2026-01-05,3.868057142857148
2026-01-05,BKSY,795,794,955,22.68,eod,VAL,,2026-01-05,22.59,22.11,0.4800000000000004,22.59,0.027449999999999697,0.16004999999999983,2026-01-05,0.027449999999999697
2026-01-05,BMNG,687,686,691,4.425,stop,VAL,,2026-01-05,4.52,4.435,0.08499999999999996,4.52,-1.2982235294117623,0.18057647058823537,2026-01-05,-1.2982235294117623
2026-01-05,BMNU,687,686,690,6.6,stop,VAL,,2026-01-05,6.725,6.6,0.125,6.725,-1.18272,0.18272,2026-01-05,-1.18272
2026-01-05,BTQ,617,616,797,5.5,stop,VAL,,2026-01-05,5.64,5.5,0.13999999999999968,5.64,-1.136771428571429,0.13677142857142888,2026-01-05,-1.136771428571429
2026-01-05,CANF,608,607,617,4.411,stop,VAL,,2026-01-05,4.56,4.47,0.08999999999999986,4.56,-1.8274911111111143,0.17193555555555584,2026-01-05,-1.8274911111111143
2026-01-05,CIFR,617,616,955,17.93,eod,VAL,,2026-01-05,17.28,17.01,0.2699999999999996,17.28,2.189325925925924,0.21808148148148182,2026-01-05,2.189325925925924
2026-01-05,CLSK,643,642,691,12.1645,stop,VAL,,2026-01-05,12.4299,12.1645,0.26539999999999964,12.4299,-1.1590376036171819,0.15903760361718186,2026-01-05,-1.1590376036171819
2026-01-05,CLSX,642,641,693,22.83,stop,VAL,,2026-01-05,23.85,22.95,0.9000000000000021,23.85,-1.2232066666666672,0.08987333333333312,2026-01-05,-1.2232066666666672
2026-01-05,CONL,630,629,955,18.51,eod,VAL,,2026-01-05,18.365,18.03,0.3349999999999973,18.365,0.24635820895523516,0.18647761194030002,2026-01-05,0.24635820895523516
2026-01-05,DFDV,706,705,955,6.615,eod,VAL,,2026-01-05,6.315,6.2201,0.09489999999999998,6.315,2.9343414120126434,0.22688092729188622,2026-01-05,2.9343414120126434
2026-01-05,DJTU,731,730,739,4.56,stop,VAL,,2026-01-05,4.64,4.56,0.08000000000000007,4.64,-1.1969999999999998,0.19699999999999984,2026-01-05,-1.1969999999999998
2026-01-05,DPRO,777,776,955,8.055,eod,VAL,,2026-01-05,7.9977,7.8719,0.1257999999999999,7.9977,0.23923974562797856,0.21624515103338648,2026-01-05,0.23923974562797856
2026-01-05,HAL,719,718,920,32.17,stop,VAL,,2026-01-05,32.695,32.17,0.5249999999999986,32.695,-1.2115390476190482,0.2115390476190482,2026-01-05,-1.2115390476190482
2026-01-05,HLX,631,630,955,6.795,eod,VAL,,2026-01-05,6.9,6.71,0.1900000000000004,6.9,-0.6759947368421061,0.1233631578947366,2026-01-05,-0.6759947368421061
2026-01-05,HTLD,631,630,659,9.83,stop,VAL,,2026-01-05,9.99,9.83,0.16000000000000014,9.99,-1.2120874999999998,0.21208749999999982,2026-01-05,-1.2120874999999998
2026-01-05,IONX,707,706,723,26.25,stop,VAL,,2026-01-05,26.76,26.25,0.5100000000000016,26.76,-1.1781999999999995,0.17819999999999947,2026-01-05,-1.1781999999999995
2026-01-05,IRE,619,618,955,9.33,eod,VAL,,2026-01-05,8.42,8.2,0.22000000000000064,8.42,4.0054090909090805,0.13095454545454507,2026-01-05,4.0054090909090805
2026-01-05,IREX,618,617,955,15.98,eod,VAL,,2026-01-05,14.4004,13.99,0.4103999999999992,14.4004,3.7288565302144345,0.12007134502924001,2026-01-05,3.7288565302144345
2026-01-05,KULR,631,630,955,3.535,eod,VAL,,2026-01-05,3.575,3.4901,0.0849000000000002,3.575,-0.6142167255594807,0.14307420494699613,2026-01-05,-0.6142167255594807
2026-01-05,LFMD,672,671,955,3.885,eod,VAL,,2026-01-05,3.929,3.81,0.11899999999999977,3.929,-0.481931092436976,0.11218319327731113,2026-01-05,-0.481931092436976
2026-01-05,LTBR,620,619,955,15.625,eod,VAL,,2026-01-05,15.45,15.15,0.29999999999999893,15.45,0.40811666666667057,0.17521666666666727,2026-01-05,0.40811666666667057
2026-01-05,MRAL,663,662,678,6.07,stop,VAL,,2026-01-05,6.2334,6.07,0.16339999999999932,6.2334,-1.129503549571604,0.12950354957160395,2026-01-05,-1.129503549571604
2026-01-05,MSTU,643,642,678,9.74,stop,VAL,,2026-01-05,9.96,9.74,0.22000000000000064,9.96,-1.1537272727272723,0.15372727272727232,2026-01-05,-1.1537272727272723
2026-01-05,MSTX,646,645,678,4.49,stop,VAL,,2026-01-05,4.6,4.49,0.10999999999999943,4.6,-1.1419818181818189,0.1419818181818189,2026-01-05,-1.1419818181818189
2026-01-05,NNE,638,637,955,30.8,eod,VAL,,2026-01-05,30.1899,29.49,0.6999000000000031,30.1899,0.724864009144159,0.14683194742105954,2026-01-05,0.724864009144159
2026-01-05,NVTS,609,608,955,9.03,eod,VAL,,2026-01-05,8.8392,8.68,0.15920000000000023,8.8392,1.0094758793969798,0.18901658291457257,2026-01-05,1.0094758793969798
2026-01-05,OKLL,618,617,955,25.49,eod,VAL,,2026-01-05,24.2,23.39,0.8099999999999987,24.2,1.4906938271604953,0.10189876543209893,2026-01-05,1.4906938271604953
2026-01-05,PDYN,642,641,955,5.63,eod,VAL,,2026-01-05,5.47,5.3822,0.08779999999999966,5.47,1.6101366742596892,0.21218678815489833,2026-01-05,1.6101366742596892
2026-01-05,QBTX,707,706,723,44.95,stop,VAL,,2026-01-05,45.96,44.95,1.009999999999998,45.96,-1.1545168316831687,0.1545168316831686,2026-01-05,-1.1545168316831687
2026-01-05,RCAT,734,733,955,10.675,eod,VAL,,2026-01-05,10.415,10.24,0.17499999999999893,10.415,1.2830685714285883,0.2026457142857155,2026-01-05,1.2830685714285883
2026-01-05,RES,640,639,955,5.78,eod,VAL,,2026-01-05,5.8,5.565,0.23499999999999943,5.8,-0.16900425531914753,0.08389787234042573,2026-01-05,-0.16900425531914753
2026-01-05,RIOX,838,837,955,9.44,eod,VAL,,2026-01-05,9.375,9.12,0.2550000000000008,9.375,0.1298509803921545,0.12505098039215648,2026-01-05,0.1298509803921545
2026-01-05,SKYT,614,613,955,24.94,eod,VAL,,2026-01-05,24.2,23.33,0.870000000000001,24.2,0.7558298850574727,0.09474482758620678,2026-01-05,0.7558298850574727
2026-01-05,SLB,618,617,955,43.775,eod,VAL,,2026-01-05,43.43,42.52,0.9099999999999966,43.43,0.21677912087912043,0.16234175824175884,2026-01-05,0.21677912087912043
2026-01-05,SLDP,620,619,650,4.97,stop,VAL,,2026-01-05,5.085,4.9737,0.11129999999999995,5.085,-1.188373764600182,0.155130278526505,2026-01-05,-1.188373764600182
2026-01-05,SLS,660,659,699,4.75,stop,VAL,,2026-01-05,4.865,4.75,0.11500000000000021,4.865,-1.1436347826086954,0.1436347826086954,2026-01-05,-1.1436347826086954
2026-01-05,SMR,618,617,955,18.7,eod,VAL,,2026-01-05,18.73,18.14,0.5899999999999999,18.73,-0.15877288135593418,0.10792542372881359,2026-01-05,-0.15877288135593418
2026-01-05,SMU,624,623,955,17.2965,eod,VAL,,2026-01-05,17.39,16.71,0.6799999999999997,17.39,-0.22442249999999833,0.08692250000000004,2026-01-05,-0.22442249999999833
2026-01-05,SOLT,618,617,955,7.85,eod,VAL,,2026-01-05,7.5356,7.4101,0.12549999999999972,7.5356,2.300526533864547,0.2046527490039845,2026-01-05,2.300526533864547
2026-01-05,SPIR,637,636,955,8.251,eod,VAL,,2026-01-05,8.2202,8.07,0.1501999999999999,8.2202,0.018942476697731525,0.1861174434087884,2026-01-05,0.018942476697731525
2026-01-05,STI,835,834,955,9.18,eod,VAL,,2026-01-05,8.74,8.43,0.3100000000000005,8.74,1.3232129032258027,0.09614193548387082,2026-01-05,1.3232129032258027
2026-01-05,UAMY,618,617,955,6.87,eod,VAL,,2026-01-05,6.7092,6.5101,0.1990999999999996,6.7092,0.6929008538422919,0.11473350075339048,2026-01-05,0.6929008538422919
2026-01-05,UMAC,616,615,955,15.5,eod,VAL,,2026-01-05,14.97,14.4,0.5700000000000003,14.97,0.8403438596491213,0.08948070175438592,2026-01-05,0.8403438596491213
2026-01-05,UUUU,697,696,955,18.39,eod,VAL,,2026-01-05,17.6686,17.38,0.2886000000000024,17.6686,2.2909995841995623,0.20865391545391374,2026-01-05,2.2909995841995623
2026-01-05,UXRP,765,763,955,14.1,eod,VAL,,2026-01-05,12.85,12.62,0.23000000000000043,12.85,5.243739130434772,0.1910434782608692,2026-01-05,5.243739130434772
2026-01-05,XRPT,761,760,955,7.685,eod,VAL,,2026-01-05,7.0,6.861,0.13900000000000023,7.0,4.755848920863299,0.1722086330935249,2026-01-05,4.755848920863299
2026-01-05,XXRP,761,760,955,14.845,eod,VAL,,2026-01-05,13.5,13.2502,0.24980000000000047,13.5,5.199483586869489,0.18482385908726948,2026-01-05,5.199483586869489
2026-01-06,AEVA,814,813,955,17.88,eod,VAL,,2026-01-05,17.78,16.8549,0.9251000000000005,17.78,0.04272835369149047,0.06536806831693869,2026-01-06,0.04272835369149047
2026-01-06,AIRO,620,619,691,10.45,stop,VAL,,2026-01-05,10.7641,10.45,0.3140999999999998,10.7641,-1.116316841770137,0.11631684177013696,2026-01-06,-1.116316841770137
2026-01-06,CRML,828,827,955,11.84,eod,VAL,,2026-01-05,10.5407,10.12,0.4207000000000001,10.5407,3.0026188733063948,0.0858051818397908,2026-01-06,3.0026188733063948
2026-01-06,HSAI,691,690,955,26.86,eod,VAL,,2026-01-05,26.21,25.58,0.6300000000000026,26.21,0.8900888888888829,0.1416571428571423,2026-01-06,0.8900888888888829
2026-01-06,IMSR,610,609,689,8.52,stop,VAL,,2026-01-05,8.9,8.52,0.3800000000000008,8.9,-1.0794315789473683,0.07943157894736827,2026-01-06,-1.0794315789473683
2026-01-06,OS,756,755,955,23.61,eod,VAL,,2026-01-05,23.59,22.6,0.9899999999999984,23.59,-0.06081818181818234,0.08102020202020215,2026-01-06,-0.06081818181818234
2026-01-06,TEMT,667,666,700,14.99,stop,VAL,,2026-01-05,15.32,14.99,0.33000000000000007,15.32,-1.1576424242424241,0.1576424242424242,2026-01-06,-1.1576424242424241
2026-01-06,ULY,677,675,955,3.39,eod,VAL,,2026-01-05,3.23,3.1504,0.07960000000000012,3.23,1.8716834170854262,0.13836683417085407,2026-01-06,1.8716834170854262
2026-01-06,USAR,653,652,689,16.66,stop,VAL,,2026-01-05,17.11,16.66,0.4499999999999993,17.11,-1.1290755555555558,0.12907555555555575,2026-01-06,-1.1290755555555558
2026-01-07,ALMS,633,632,681,17.32,stop,VAL,,2026-01-05,17.795,17.32,0.4750000000000014,17.795,-1.1271747368421048,0.1271747368421049,2026-01-07,-1.1271747368421048
2026-01-07,AXTI,604,603,955,24.43,eod,VAL,,2026-01-05,23.46,22.4029,1.057100000000002,23.46,0.8419657553684583,0.07563901239239415,2026-01-07,0.8419657553684583
2026-01-07,BIOA,614,613,653,15.45,stop,VAL,,2026-01-05,16.1396,15.45,0.6896000000000022,16.1396,-1.0793745939675172,0.07937459396751716,2026-01-07,-1.0793745939675172
2026-01-07,COMP,654,653,955,11.84,eod,VAL,,2026-01-05,11.915,11.53,0.3849999999999998,11.915,-0.2999896103896087,0.10518441558441564,2026-01-07,-0.2999896103896087
2026-01-07,FRO,637,636,955,23.73,eod,VAL,,2026-01-05,23.32,22.91,0.41000000000000014,23.32,0.8064146341463415,0.1935853658536585,2026-01-07,0.8064146341463415
2026-01-07,GDXD,610,609,623,7.5,stop,VAL,,2026-01-05,7.6,7.5,0.09999999999999964,7.6,-1.2582000000000009,0.25820000000000093,2026-01-07,-1.2582000000000009
2026-01-07,HUYA,617,616,944,3.12,stop,VAL,,2026-01-05,3.165,3.12,0.04499999999999993,3.165,-1.2389333333333337,0.23893333333333372,2026-01-07,-1.2389333333333337
2026-01-07,OSS,733,732,955,7.93,eod,VAL,,2026-01-05,7.76,7.55,0.20999999999999996,7.76,0.6837238095238093,0.12580000000000002,2026-01-07,0.6837238095238093
2026-01-07,RCKT,613,612,638,3.8,stop,VAL,,2026-01-05,3.876,3.8,0.07600000000000007,3.876,-1.1731999999999998,0.17319999999999985,2026-01-07,-1.1731999999999998
2026-01-07,RKLZ,601,600,621,3.29,stop,VAL,,2026-01-05,3.38,3.29,0.08999999999999986,3.38,-1.1274888888888892,0.1274888888888891,2026-01-07,-1.1274888888888892
2026-01-08,ADUR,774,773,955,13.285,eod,VAL,,2026-01-05,12.85,12.5281,0.3218999999999994,12.85,1.215355700528118,0.13599565082323728,2026-01-08,1.215355700528118
2026-01-08,ARDX,626,625,955,6.99,eod,VAL,,2026-01-05,6.675,6.49,0.1849999999999996,6.675,1.579686486486492,0.12301621621621649,2026-01-08,1.579686486486492
2026-01-08,BMNZ,601,600,621,17.6902,stop,VAL,,2026-01-05,18.2758,17.6902,0.5855999999999995,18.2758,-1.1059094945355192,0.10590949453551923,2026-01-08,-1.1059094945355192
2026-01-08,BW,771,770,955,7.695,eod,VAL,,2026-01-05,7.32,7.0039,0.3161000000000005,7.32,1.10736159443214,0.07897184435305271,2026-01-08,1.10736159443214
2026-01-08,HUYA,601,600,816,3.58,stop,VAL,,2026-01-05,3.695,3.58,0.11499999999999977,3.695,-1.1090434782608698,0.10904347826086978,2026-01-08,-1.1090434782608698
2026-01-08,INV,625,624,955,4.13,eod,VAL,,2026-01-05,3.903,3.81,0.09299999999999997,3.903,2.2976817204301065,0.14317849462365598,2026-01-08,2.2976817204301065
2026-01-08,OKLS,645,644,688,10.18,stop,VAL,,2026-01-05,10.63,10.18,0.45000000000000107,10.63,-1.0801155555555555,0.08011555555555538,2026-01-08,-1.0801155555555555
2026-01-08,OMCL,601,600,955,50.43,eod,VAL,,2026-01-05,50.74,49.6839,1.0561000000000007,50.74,-0.45682605813843574,0.16329324874538387,2026-01-08,-0.45682605813843574
2026-01-08,PBF,714,713,955,32.14,eod,VAL,,2026-01-05,30.8,30.02,0.7800000000000011,30.8,1.5833487179487153,0.1345999999999998,2026-01-08,1.5833487179487153
2026-01-08,PDYN,635,634,955,6.44,eod,VAL,,2026-01-05,6.475,6.2,0.27499999999999947,6.475,-0.20730181818181587,0.08002909090909105,2026-01-08,-0.20730181818181587
2026-01-08,SERV,609,608,955,15.355,eod,VAL,,2026-01-05,15.64,15.02,0.620000000000001,15.64,-0.545353225806451,0.08567580645161278,2026-01-08,-0.545353225806451
2026-01-08,ZENA,623,622,955,4.16,eod,VAL,,2026-01-05,3.76,3.655,0.10499999999999998,3.76,3.687009523809528,0.12251428571428573,2026-01-08,3.687009523809528
2026-01-09,AEHR,670,669,955,26.19,eod,VAL,,2026-01-05,24.0,23.06,0.9400000000000013,24.0,2.242512765957445,0.08727446808510628,2026-01-09,2.242512765957445
2026-01-09,APLD,608,607,955,37.49,eod,VAL,,2026-01-05,35.3,34.1,1.1999999999999957,35.3,1.7246183333333436,0.10038166666666702,2026-01-09,1.7246183333333436
2026-01-09,ARDX,602,601,955,7.75,eod,VAL,,2026-01-05,7.66,7.45,0.20999999999999996,7.66,0.30446666666666605,0.12410476190476193,2026-01-09,0.30446666666666605
2026-01-09,ASPI,635,634,648,7.69,stop,VAL,,2026-01-05,8.03,7.69,0.33999999999999897,8.03,-1.0801000000000003,0.08010000000000024,2026-01-09,-1.0801000000000003
2026-01-09,CGON,654,653,955,54.715,eod,VAL,,2026-01-05,50.33,48.9,1.4299999999999997,50.33,2.94615454545455,0.12027902097902099,2026-01-09,2.94615454545455
2026-01-09,CRML,623,622,854,15.299,stop,VAL,,2026-01-05,15.73,15.299,0.43100000000000094,15.73,-1.123888167053364,0.123888167053364,2026-01-09,-1.123888167053364
2026-01-09,CRWU,691,690,955,6.23,eod,VAL,,2026-01-05,6.1,5.82,0.27999999999999936,6.1,0.3901214285714323,0.07416428571428588,2026-01-09,0.3901214285714323
2026-01-09,CWVX,690,689,955,27.11,eod,VAL,,2026-01-05,26.2,25.2957,0.9042999999999992,26.2,0.9075948247263086,0.09870839323233449,2026-01-09,0.9075948247263086
