day,symbol,trig_min,R_pct,final_r,pnl,reason,vol_trig,pre_vol,bar_date,open,entry,era3,min_dollar,pos0,pos,part,slip_extra,pnl_real,pnl_hard,anchor,uc,v20,dayrel,news,date
2025-01-03,NRXP,576,11.10027454667655,-1.008008786186279,-2797.293568032469,stop,91999,66620.0,2025-01-03,3.13,3.453329,25H1,317702.81467099994,25000.0,25000.0,0.0786898914505651,0.0006295191316045,-2813.0315463225825,-2828.7695246126955,NRXP,1.0,,,True,2025-01-03
2025-01-03,ACHR,577,10.58383962572951,0.6994351485785524,1850.6773602884225,eod,753878,532687.1428571428,2025-01-03,9.65,10.646845,25H1,8026422.214910001,25000.0,25000.0,0.0031147127986314,2.491770238905163e-05,1850.0544177286963,1849.4314751689697,ACHR,1.0,,,True,2025-01-03
2025-01-03,KULR,578,12.286600608730994,-0.0464745496513814,-139.42364895414448,eod,621155,476078.875,2025-01-03,3.1,3.42023,25H1,2124492.96565,24416.843157318606,24416.843157318606,0.0114930214183355,9.194417134668418e-05,-141.66863536514578,-143.9136217761474,KULR,1.0,,,True,2025-01-03
2025-01-03,SERV,579,11.779812078914764,1.2518594511413192,3686.6672709145296,eod,210597,156987.88888888888,2025-01-03,15.0,16.5495,25H1,3485275.0515,25000.0,25000.0,0.007173035020361,5.7384280162888025e-05,3685.2326639104576,3683.7980569063857,SERV,1.0,,,True,2025-01-03
2025-01-06,QSI,577,10.039217489999457,-1.0089609357103393,-2532.294568127364,stop,1049557,683591.2857142857,2025-01-06,4.02,4.435266,25H1,4655064.477162,25000.0,25000.0,0.0053704948927456,4.296395914196482e-05,-2533.368667105913,-2534.442766084462,QSI,1.0,,,True,2025-01-06
2025-01-06,NNOX,578,12.371523678681038,-0.6276063753788531,-1882.81912613656,eod,232332,113274.75,2025-01-06,9.64,10.635812,25H1,2471039.473584,24249.236213076045,24249.236213076045,0.0098133746839361,7.850699747148891e-05,-1884.7228608626249,-1886.6265955886904,NNOX,1.0,,,True,2025-01-06
2025-01-06,SMCI,580,9.49241339334998,-0.6791722151670452,-1611.7458579107083,eod,962723,912668.6,2025-01-06,34.95,38.560335,25H1,37122921.392205,25000.0,25000.0,0.0006734383788353,5.387507030683086e-06,-1611.8805455864754,-1612.0152332622424,SMCI,1.0,,,True,2025-01-06
2025-01-06,VSAT,620,5.375562738238647,-0.5024929625368137,-675.295611410011,eod,34516,25466.9,2025-01-06,9.32,10.282756,25H1,354919.60609599994,25000.0,25000.0,0.0704384868308399,0.0005635078946467,-689.383308776179,-703.471006142347,VSAT,1.0,,,True,2025-01-06
2025-01-07,DNLI,578,9.652859603009135,0.2569640062597826,620.1093688631106,eod,2371,12650.375,2025-01-07,18.75,20.686875,25H1,49048.580625,25000.0,7357.287093749999,0.15,0.0012,173.66416173750082,164.83541722500084,DNLI,1.0,863883.0,1.070388003931088,True,2025-01-07
2025-01-07,NVAX,578,10.000469127109293,-0.0800074692462879,-200.0280565339121,eod,176974,160824.625,2025-01-07,9.95,10.977835,25H1,1942791.37129,25000.0,25000.0,0.0128680826821874,0.0001029446614574,-202.6016730703496,-205.1752896067871,NVAX,1.0,4326229.6,15.953813454560988,True,2025-01-07
2025-01-07,CRNC,583,9.458429468020944,-1.0095725797647594,-2387.242759638232,stop,359516,176308.38461538462,2025-01-07,18.96,20.918568,25H1,7520559.893088,25000.0,25000.0,0.0033242205840255,2.659376467220428e-05,-2387.9076037550367,-2388.572447871842,CRNC,1.0,46701996.0,3.002253693824992,True,2025-01-07
2025-01-07,NUVB,584,9.362820629022025,0.1610109625598491,376.879190438512,eod,20051,46124.42857142857,2025-01-07,2.96,3.265768,25H1,65481.914168,25000.0,9822.2871252,0.15,0.0012,136.2858802497598,124.4991356995198,NUVB,1.0,1772378.6,4.4120878011052485,True,2025-01-07
2025-01-08,FUBO,611,9.95010256879078,0.4894498523448738,1217.5190582777493,lock,979536,542781.3666666667,2025-01-08,4.63,5.108279,25H1,5003743.178544,25000.0,25000.0,0.0049962596216368,3.9970076973094455e-05,1216.5198063534217,1215.5205544290943,FUBO,1.0,187234717.16666663,2.0403216122571246,True,2025-01-08
2025-01-10,AREB,616,11.140020224531405,0.4905233556147598,1366.1100255383585,lock,11183,2514.85,2025-01-10,2.04,2.250732,25H1,25169.935956,25000.0,3775.4903934,0.15,0.0012,201.77882263782004,197.2482341657401,AREB,1.0,893377.7142857143,4.881888063983175,True,2025-01-10
2025-01-13,LAES,575,10.34127883329121,-1.0086699839170827,-2607.734388614478,stop,520838,456453.6,2025-01-13,4.539,5.007878699999999,25H1,2608293.5263506,25000.0,25000.0,0.0095848108149771,7.667848651981685e-05,-2609.651350777473,-2611.568312940469,LAES,1.0,64567397.75,3.1459657207572698,True,2025-01-13
2025-01-13,IONQ,576,10.594722489313952,-1.0084386615695555,-2671.0319417061582,stop,724093,575279.1666666666,2025-01-13,29.55,32.602515,25H1,23607252.893895,25000.0,25000.0,0.0010589965767031,8.471972613625087e-06,-2671.2437410214984,-2671.455540336839,IONQ,1.0,41580974.375,6.791477935394102,True,2025-01-13
2025-01-13,LXU,578,9.830625425775462,0.5406120810159717,1328.6387172792488,eod,8029,6456.625,2025-01-13,7.75,8.550575,25H1,68652.56667500001,25000.0,10297.88500125,0.15,0.0012,534.9292867485007,522.5718247470007,LXU,1.0,292517.375,10.70469745600582,True,2025-01-13
2025-01-13,NRXP,581,13.591330011440864,-0.648301227293448,-1944.903681880344,eod,111359,28294.636363636364,2025-01-13,4.93,5.439269,25H1,605711.5565709999,22072.8949813938,22072.8949813938,0.0364412643971181,0.0002915301151769,-1951.3385954965584,-1957.773509112773,NRXP,1.0,5451727.5,7.96628408151361,True,2025-01-13
2025-01-14,NNBR,588,9.362820629022025,0.4888194578896403,1144.1822260491217,lock,5091,2387.1,2025-01-14,2.45,2.703085,25H1,13761.405735,25000.0,2064.21086025,0.1499999999999999,0.0011999999999999,91.99628205232472,89.51922902002471,NNBR,1.0,177006.22222222222,11.217063304742585,True,2025-01-14
2025-01-14,ORIC,589,10.378932505378277,-0.0895171112042261,-232.27301381627603,eod,9419,5635.1578947368425,2025-01-14,8.92,9.841436,25H1,92696.485684,25000.0,13904.4728526,0.15,0.0012,-145.87072002311982,-162.5560874462398,ORIC,1.0,655656.3333333334,5.602645491616797,True,2025-01-14
2025-01-14,PTLO,589,9.627326016291406,0.181400903359575,436.6014090731,eod,66234,23636.052631578947,2025-01-14,10.28,11.341924,25H1,751220.994216,25000.0,25000.0,0.0332791551254379,0.0002662332410035,429.9455780480123,423.2897470229247,PTLO,1.0,1654674.6666666667,15.611080848924177,True,2025-01-14
2025-01-16,KULR,576,10.90558112895356,-0.3457233293840953,-942.5784541925464,eod,648625,339131.5,2025-01-16,2.35,2.592755,25H1,1681725.711875,25000.0,25000.0,0.0148656822117126,0.0001189254576937,-945.5515906348888,-948.5247270772314,KULR,1.0,36751738.45454545,6.8830417454364925,True,2025-01-16
2025-01-16,PDYN,592,14.138546447896433,-0.4825489638042998,-1447.646891412899,eod,58566,37213.181818181816,2025-01-16,8.92,9.841436,25H1,576373.540776,21218.58856605693,21218.58856605693,0.0368139532177158,0.0002945116257417,-1453.8960124274336,-1460.1451334419678,PDYN,1.0,9684777.0,2.358416719352444,True,2025-01-16
2025-01-16,QSI,594,11.324664338350564,0.0740654764173324,209.69166487157727,eod,440892,211984.75,2025-01-16,2.31,2.548623,25H1,1123667.491716,25000.0,25000.0,0.0222485745866167,0.0001779885966929,205.2419499542539,200.7922350369305,QSI,1.0,65509221.45454545,2.624788940886873,True,2025-01-16
2025-01-16,QMCO,596,16.203880934162658,0.0541813625860983,162.54408775829512,eod,34738,27597.73076923077,2025-01-16,31.995,35.3000835,25H1,1226254.300623,18514.083213701582,18514.083213701582,0.0150980781101403,0.0001207846248811,160.30787116231005,158.0716545663252,QMCO,1.0,2244689.5454545454,6.035498328681614,True,2025-01-16
2025-01-17,CABA,606,11.952454325335692,0.0987820542581663,295.1719979208913,eod,25491,10726.413793103447,2025-01-17,2.45,2.703085,25H1,68904.339735,25000.0,10335.65096025,0.15,0.0012,109.6290085976988,97.2262274453988,CABA,1.0,1471984.5833333333,6.7538003540005365,True,2025-01-17
2025-01-21,CYD,576,9.362820629022012,0.3730939710612438,873.3029822039889,eod,2588,1954.5,2025-01-21,10.54,11.628781999999998,25H1,30095.287816,25000.0,4514.293172399999,0.15,0.0012,152.27667579312103,146.85952398624102,CYD,1.0,34374.84615384616,29.362167774736893,True,2025-01-21
2025-01-21,TSDD,580,9.362820629022028,-0.5048381635351259,-1181.6772929660683,eod,10635,10578.8,2025-01-21,27.56,30.406948,25H1,323377.89198,25000.0,25000.0,0.0773089336655895,0.0006184714693247,-1197.139079699186,-1212.600866432304,TSLA,2.0,16097419.923076924,0.2576593031566516,False,2025-01-21
2025-01-21,TSLQ,580,9.528141521627544,-0.4843341781727779,-1153.7011483478498,eod,84583,87535.7,2025-01-21,21.93,24.195369,25H1,2046516.896127,25000.0,25000.0,0.0122158776442608,9.77270211540871e-05,-1156.144323876702,-1158.587499405554,TSLA,2.0,9988275.923076924,3.30260900420121,False,2025-01-21
2025-01-21,BTSG,582,10.574711004881156,0.5110220826872898,1350.977710382643,eod,14266,6075.5,2025-01-21,17.8,19.63874,25H1,280166.26484,25000.0,25000.0,0.0892327276243527,0.0007138618209948,1333.131164857772,1315.2846193329017,BTSG,1.0,1031065.5384615384,5.396107029531511,True,2025-01-21
