day,symbol,trig_min,R_pct,final_r,pnl,reason,vol_trig,pre_vol,bar_date,open,entry,era3,min_dollar,pos0,pos,part,slip_extra,pnl_real,pnl_hard,anchor,uc,v20,dayrel,news,date
2025-01-22,GRAL,582,9.36282062902202,0.997899116393072,2335.7876081619747,eod,19475,10095.916666666666,2025-01-22,18.805,20.7475565,25H1,404058.6628375,25000.0,25000.0,0.0618722039627553,0.000494977631702,2323.413167369424,2311.038726576873,GRAL,1.0,709509.5714285715,10.704929582143963,True,2025-01-22
2025-01-22,SDGR,582,10.184114772950489,0.2262119026507692,575.9419949007341,eod,33424,22652.666666666668,2025-01-22,21.52,23.743016,25H1,793586.5667839999,25000.0,25000.0,0.031502549370653,0.0002520203949652,569.6414850266035,563.3409751524729,SDGR,1.0,593085.2142857143,21.978898960917803,True,2025-01-22
2025-01-22,RXRX,591,9.362820629022018,-0.7367216580864924,-1724.4481845448793,eod,438496,360291.4761904762,2025-01-22,7.17,7.910660999999999,25H1,3468793.205856,25000.0,25000.0,0.0072071174372098,5.765693949767918e-05,-1725.8896080323211,-1727.331031519763,RXRX,1.0,14554340.42857143,11.749995875064585,True,2025-01-22
2025-01-22,MRNA,602,8.539753232422603,-0.4450808166774827,-950.2200857277064,eod,323370,107837.16666666669,2025-01-22,36.35,40.104955,25H1,12968739.29835,25000.0,25000.0,0.0019277124340976,1.5421699472781122e-05,-950.605628214526,-950.9911707013456,MRNA,1.0,11326303.785714284,11.134638659353838,True,2025-01-22
2025-01-23,RCAT,575,10.705208245423425,-1.0083412475224611,-2698.6257592944985,stop,213134,166816.4,2025-01-23,8.71,9.609743,25H1,2048162.964562,25000.0,25000.0,0.0122060599828032,9.76484798624264e-05,-2701.0669712910585,-2703.5081832876194,RCAT,1.0,11475124.266666668,7.243691490248727,True,2025-01-23
2025-01-23,RGTI,575,10.192451561479482,-0.69815426419845,-1778.9758800707623,eod,2218666,1838283.6,2025-01-23,13.11,14.464263,25H1,32091368.533158,25000.0,25000.0,0.0007790256739649,6.232205391719351e-06,-1779.1316852055554,-1779.2874903403483,RGTI,1.0,207561429.13333333,4.168788698425089,True,2025-01-23
2025-01-23,NNE,576,9.592669773665255,0.960801540527091,2304.16297407631,eod,148508,120690.0,2025-01-23,35.49,39.156117,25H1,5814996.623436,25000.0,25000.0,0.0042992286357043,3.439382908563458e-05,2303.3031283491687,2302.443282622028,NNE,1.0,5154972.0,11.23538983334924,True,2025-01-23
2025-01-23,OKLO,576,9.72943025311124,1.027499795655846,2499.246899229902,eod,285423,283245.3333333333,2025-01-23,32.14,35.460062,25H1,10121117.276226,25000.0,25000.0,0.0024700830271697,1.97606642173577e-05,2498.752882624467,2498.258866019033,OKLO,1.0,15229031.6,7.309392542070765,True,2025-01-23
2025-01-24,BKSY,586,10.64300677832962,0.8296266307967564,2207.4304637631603,eod,56736,29328.6875,2025-01-24,12.39,13.669887,25H1,775574.7088319999,25000.0,25000.0,0.032234160958716,0.0002578732876697,2200.9836315714174,2194.5367993796744,BKSY,1.0,1106829.9375,19.99136384942605,True,2025-01-24
2025-01-24,HIMX,590,10.797909302395835,-0.2410464465584779,-650.6994169008125,eod,138010,140826.45,2025-01-24,12.0,13.2396,25H1,1827197.196,25000.0,25000.0,0.0136821575989327,0.0001094572607914,-653.4358484205987,-656.1722799403854,HIMX,1.0,3366564.3125,15.987783093925374,True,2025-01-24
2025-01-24,SMX,597,11.397071537597594,0.4907258162397147,1398.2093082575,lock,68032,6539.0,2025-01-24,4.01,4.424233,25H1,300989.41945600003,25000.0,25000.0,0.0830593980518794,0.000664475184415,1381.597428647124,1364.985549036748,SMX,1.0,34076913.875,0.7786057181505848,True,2025-01-24
2025-01-24,SKBL,607,10.98134168921806,-0.494668755369145,-1358.0316564222005,eod,15726,5892.2962962962965,2025-01-24,3.92,4.324936,25H1,68013.943536,25000.0,10202.0915304,0.15,0.0012,-566.4330402364807,-578.6755500729606,,1.0,,,True,2025-01-24
2025-01-27,SGMT,576,9.468458367216623,-0.1632396682412622,-386.4070006551613,eod,42428,47495.0,2025-01-27,4.29,4.733156999999999,25H1,200818.385196,25000.0,25000.0,0.1244905937053514,0.0009959247496428,-411.3051193962315,-436.2032381373018,SGMT,1.0,1451950.2352941176,11.396341002450498,True,2025-01-27
2025-01-27,TKNO,586,10.49014873065109,0.311077964003389,815.8135273059193,eod,4858,2320.076923076923,2025-01-27,8.04,8.870531999999999,25H1,43093.044456,25000.0,6463.956668399999,0.15,0.0012,203.1785835979208,195.4218355958408,TKNO,1.0,293864.64705882355,6.44725392782872,True,2025-01-27
2025-01-27,DGNX,598,17.509376632008735,0.5794468546637738,1738.340563991321,eod,2918,5133.857142857143,2025-01-27,7.6,8.385079999999999,25H1,24467.66344,17133.67678958785,3670.149516,0.15,0.0012,367.9601331522281,363.5559537330281,DGNX,1.0,,,True,2025-01-27
2025-01-27,MSTU,606,10.68504600900115,-1.0083588740671554,-2693.590240748038,stop,262230,209974.76666666663,2025-01-27,9.38,10.348954,25H1,2713806.2074200003,25000.0,25000.0,0.0092121537387768,7.369722991021486e-05,-2695.4326714957933,-2697.2751022435486,MSTR,2.0,52842236.70588236,1.935377954745345,True,2025-01-27
2025-01-28,DWTX,581,10.364627730853666,-1.0086481998771952,-2613.5657757807026,stop,44594,17018.727272727272,2025-01-28,17.19,18.965727,25H1,845757.629838,25000.0,25000.0,0.0295592958526293,0.000236474366821,-2619.477634951228,-2625.3894941217536,DWTX,1.0,8452906.944444444,2.0574768081920536,True,2025-01-28
2025-01-28,KSCP,581,10.070232760697944,-0.0253111759927991,-63.72235842361926,eod,24964,15746.6,2025-01-28,10.25,11.308825,25H1,282313.5073,25000.0,25000.0,0.0885540342688378,0.0007084322741507,-81.43316527738676,-99.14397213115431,KSCP,1.0,266188.6111111111,36.57541905854141,True,2025-01-28
2025-01-28,EVAX,589,9.36282062902202,-1.009680542110358,-2363.3644520982493,stop,20676,3835.5,2025-01-28,5.42,5.979886,25H1,123640.122936,25000.0,18546.0184404,0.15,0.0012,-1775.4952505284784,-1797.7504726569584,EVAX,1.0,3757162.055555556,2.1462050028096717,True,2025-01-28
2025-01-28,LTBR,601,11.333194093608515,0.0121055272138401,34.298572379977514,eod,99348,21835.4,2025-01-28,6.44,7.105252000000001,25H1,705892.5756960001,25000.0,25000.0,0.0354161537615696,0.0002833292300925,27.21534162766351,20.13211087534957,LTBR,1.0,2319189.9444444445,16.70657467828985,True,2025-01-28
2025-01-29,RNAZ,575,9.4645458583946,0.4889342526840524,1156.8851640670266,lock,13661,7431.6,2025-01-29,8.91,9.830403,25H1,134293.135383,25000.0,20143.97030745,0.15,0.0012,907.997651394884,883.824887025944,RNAZ,1.0,3320096.263157895,1.6047094956615793,True,2025-01-29
2025-01-29,NNE,579,9.464601509974162,-0.4432815889443827,-1048.8708990166876,eod,154782,79999.11111111111,2025-01-29,34.76,38.350708,25H1,5935999.285656,25000.0,25000.0,0.0042115908033228,3.369272642658305e-05,-1049.713217177352,-1050.5555353380166,NNE,1.0,6683388.894736842,9.03209149590821,True,2025-01-29
2025-01-29,IBRX,580,10.505136826173707,-1.0085191525493362,-2648.657922336883,stop,125757,97080.5,2025-01-29,3.15,3.475395,25H1,437055.249015,25000.0,25000.0,0.0572010061802094,0.0004576080494416,-2660.098123572925,-2671.538324808967,IBRX,1.0,6460048.842105263,7.592083465427279,True,2025-01-29
2025-01-29,USEG,592,9.362820629022014,-1.009680542110359,-2363.36445209825,stop,67379,20647.81818181818,2025-01-29,2.33,2.570689,25H1,173210.45413099998,25000.0,25000.0,0.1443330896245579,0.0011546647169964,-2392.231070023161,-2421.097687948073,,1.0,8532133.52631579,3.079863895583789,True,2025-01-29
2025-01-30,BFLY,576,10.695720325654053,0.7820647026568976,2091.186334045993,eod,378368,193228.8333333333,2025-01-30,3.4,3.75122,25H1,1419341.60896,25000.0,25000.0,0.0176138005411666,0.0001409104043293,2087.66357393776,2084.140813829527,BFLY,1.0,4014081.45,36.76146631254829,True,2025-01-30
2025-01-30,LEVI,578,10.589088349923491,-0.0055888424550621,-14.795186632614188,eod,86331,87502.25,2025-01-30,17.0,18.7561,25H1,1619232.8691,25000.0,25000.0,0.0154394099064302,0.0001235152792514,-17.88306861390002,-20.970950595186068,LEVI,1.0,1730421.55,19.45716059765899,True,2025-01-30
2025-01-30,EVTL,592,9.36282062902203,-0.8991610196837694,-2104.67083597692,eod,18913,4346.666666666667,2025-01-30,4.8,5.29584,25H1,100160.22192,25000.0,15024.033288,0.15,0.0012,-1282.8546279456014,-1300.8834678912012,EVTL,1.0,695472.95,10.60583305216975,True,2025-01-30
2025-01-30,TSDD,592,10.617521200406689,-0.3556777173096479,-944.103926011861,eod,13793,15099.727272727272,2025-01-30,30.34,33.474122,25H1,461708.564746,25000.0,25000.0,0.0541467105202028,0.0004331736841616,-954.9332681159016,-965.7626102199422,TSLA,2.0,10673833.35,0.5039679582406071,False,2025-01-30
2025-01-31,JBLU,585,10.138099768276112,-0.6802086707942915,-1724.0058419397524,eod,661920,607880.7333333333,2025-01-31,6.43,7.094219,25H1,4695805.44048,25000.0,25000.0,0.005323900301424,4.259120241139212e-05,-1725.0706220000372,-1726.135402060322,JBLU,1.0,25123669.0,10.27512343041934,True,2025-01-31
2025-01-31,OTLK,587,11.148774902341785,-0.8197830187545798,-2284.894086214261,eod,56990,18700.8,2025-01-31,2.03,2.239699,25H1,127640.44601,25000.0,19146.0669015,0.15,0.0012,-1772.8446817817978,-1795.8199620635978,OTLK,1.0,964338.35,23.04803080785909,True,2025-01-31
2025-01-31,RGTI,595,9.657336240300594,-0.2147133741936513,-518.3898124693928,eod,1744789,1122897.88,2025-01-31,12.3,13.57059,25H1,23677816.15551,25000.0,25000.0,0.001055840616204,8.446724929632438e-06,-518.6009805926335,-518.8121487158744,RGTI,1.0,186562243.55,3.647403124296315,True,2025-01-31
2025-01-31,RDW,597,10.099708266184455,-0.807996633028957,-2040.1325684129413,eod,13661,32989.148148148146,2025-01-31,23.37,25.784121000000003,25H1,352236.876981,25000.0,25000.0,0.0709749649561778,0.0005677997196494,-2054.327561404177,-2068.522554395412,RDW,1.0,2047335.55,2.602304248563456,True,2025-01-31
2025-02-03,ZSPC,576,11.238983817167608,0.4906023984350577,1378.468104168807,lock,3618,2011.3333333333333,2025-02-03,17.15,18.921595,25H1,68458.33070999998,25000.0,10268.749606499996,0.15,0.0012,553.8832525624493,541.5607530346493,ZSPC,1.0,113766.8,12.402739639332385,True,2025-02-03
2025-02-03,VERI,579,9.67428859936904,0.3522084461515162,851.8415388012743,eod,13275,15307.714285714286,2025-02-03,2.91,3.2106030000000003,25H1,42620.754825,25000.0,6393.1132237500005,0.15,0.0012,210.16504038149907,202.4933045129991,VERI,1.0,946416.7,5.470370503817188,True,2025-02-03
2025-02-03,JVA,593,9.362820629022032,1.7930990492056682,4197.116191945655,eod,6685,5327.136363636364,2025-02-03,3.87,4.269771,25H1,28543.419135000004,25000.0,4281.512870250001,0.15,0.0012,713.6624643056997,708.5246488613998,JVA,1.0,99604.1,26.17512732909589,True,2025-02-03
2025-02-03,MSTU,623,6.24587030027197,1.7503609421790975,2733.131855878122,eod,266502,146556.16666666666,2025-02-03,7.86,8.671937999999999,25H1,2311088.8208759995,25000.0,25000.0,0.0108174120242267,8.653929619381379e-05,2730.9683734732766,2728.804891068431,MSTR,3.0,48938556.2,2.123801519097533,False,2025-02-03
2025-02-04,HIMX,593,9.552835680114212,-0.3286801752791184,-784.9569264381389,eod,46885,44935.434782608696,2025-02-04,9.54,10.525481999999998,25H1,493487.2235699999,25000.0,25000.0,0.0506598728517108,0.0004052789828136,-795.0889010084811,-805.2208755788232,HIMX,1.0,5354092.3,3.4151727268504506,True,2025-02-04
2025-02-04,BKSY,615,5.041349090631607,0.2350524812711933,296.2454031768083,eod,29450,11616.133333333331,2025-02-04,15.94,17.586602,25H1,517925.4289,25000.0,25000.0,0.0482694971225808,0.0003861559769806,286.59150375229217,276.937604327776,BKSY,1.0,1746907.65,6.574760835239345,True,2025-02-04
2025-02-05,SSRM,588,10.0056375039935,-0.2665308945753264,-666.7028786839561,eod,72301,61339.944444444445,2025-02-05,8.44,9.311852,25H1,673256.211452,25000.0,25000.0,0.0371329659864302,0.0002970637278914,-674.1294718812418,-681.5560650785278,SSRM,1.0,2425962.25,11.623177565932858,True,2025-02-05
2025-02-05,ACRV,593,9.362820629022012,0.4888194578896417,1144.1822260491238,lock,2165,2040.1818181818185,2025-02-05,5.83,6.432238999999999,25H1,13925.797435,25000.0,2088.86961525,0.15,0.0012,93.09525591382486,90.58861237552486,ACRV,1.0,33434.75,25.253665722040697,True,2025-02-05
2025-02-06,ARAY,576,10.408634237148704,-0.5813517315292388,-1512.769384155229,eod,31053,31265.0,2025-02-06,2.6,2.86858,25H1,89078.01474,25000.0,13361.702211,0.15,0.0012,-824.5610036532013,-840.5950463064013,ARAY,1.0,674457.45,17.956166100619097,True,2025-02-06
2025-02-06,OMCL,577,9.901429966857638,-1.0090995513107426,-2497.882134222696,stop,5566,3831.0,2025-02-06,42.07,46.415831,25H1,258350.515346,25000.0,25000.0,0.0967677574264497,0.0007741420594115,-2517.235685707986,-2536.5892371932755,OMCL,1.0,335268.7,6.474627664318202,True,2025-02-06
2025-02-06,MTRX,583,11.324991040050682,0.452720285372907,1281.76329387434,eod,7182,4319.090909090909,2025-02-06,12.01,13.250633,25H1,95166.04620599998,25000.0,14274.906930899995,0.15,0.0012,714.7521807829208,697.6222924658409,MTRX,1.0,191498.15,14.626668717165153,True,2025-02-06
2025-02-06,SMCX,596,10.054707494449325,-0.0687411260892383,-172.7929789165877,eod,29227,14926.26923076923,2025-02-06,39.3,43.35968999999999,25H1,1267273.65963,25000.0,25000.0,0.0197273886425597,0.0001578191091404,-176.73845664509952,-180.68393437361144,SMCI,2.0,1559211.3,7.310445992791356,False,2025-02-06
2025-02-07,VSAT,575,9.654258504812946,0.9823121407059242,2370.8738346977952,eod,58299,50321.6,2025-02-07,9.33,10.293789,25H1,600117.604911,25000.0,25000.0,0.0416585012594449,0.0003332680100755,2362.542134445906,2354.2104341940167,VSAT,1.0,4215909.55,5.393049763128813,True,2025-02-07
2025-02-07,AOSL,598,12.018481409645652,-1.0073205187570329,-3021.9615562710983,stop,27461,13526.53846153846,2025-02-07,42.28,46.647524,25H1,1280987.6565639998,24961.55627109674,24961.55627109674,0.0194861801698005,0.0001558894413584,-3025.8527993336365,-3029.744042396174,AOSL,1.0,689829.1,15.52528010198468,True,2025-02-07
2025-02-07,ALMS,609,16.45734806496424,-0.1659338967481547,-497.80169024446417,eod,19492,12568.566666666668,2025-02-07,5.33,5.880589,25H1,114624.440788,18228.939365915507,17193.6661182,0.15,0.0012,-490.1625175418396,-510.79491688367966,ALMS,1.0,173994.9,43.69024609341999,True,2025-02-07
2025-02-07,APPS,624,9.167481880377666,-1.0099081208236735,-2314.5785996243217,stop,393873,111963.56666666668,2025-02-07,4.64,5.119312,25H1,2016358.775376,25000.0,25000.0,0.0123985871489254,9.918869719140388e-05,-2317.0583170541067,-2319.538034483892,APPS,1.0,8902324.6,17.255096494684096,True,2025-02-07
2025-02-10,CDT,594,18.17476862342265,-1.0045021333185573,-3013.506399955672,stop,229669,77845.25,2025-02-10,2.9,3.19957,25H1,734842.0423299999,16506.39995567131,16506.39995567131,0.0224625143974256,0.0001797001151794,-3016.4726019289023,-3019.4388039021337,CDT,1.0,81022260.35,1.1055098884315435,True,2025-02-10
2025-02-10,ORN,612,7.191870224926737,0.1168884092641353,210.1615675564464,eod,6674,3811.551724137931,2025-02-10,8.35,9.212555,25H1,61484.59207,25000.0,9222.6888105,0.15,0.0012,66.46296292739908,55.39573635479909,ORN,1.0,446058.75,5.835240313075351,True,2025-02-10
2025-02-11,HLIT,576,10.110123639147863,0.1288076138020775,325.5652253006532,eod,66204,159635.83333333334,2025-02-11,8.49,9.367017,25H1,620133.993468,25000.0,25000.0,0.0403138680725942,0.0003225109445807,317.50245168613424,309.4396780716154,HLIT,1.0,1079588.3,23.916116912345192,True,2025-02-11
2025-02-11,HSAI,584,10.00525781298643,-0.4301366227381367,-1075.9069513255847,eod,77151,101558.21428571428,2025-02-11,16.93,18.678869,25H1,1441093.4222189998,25000.0,25000.0,0.0173479384573867,0.000138783507659,-1079.376539017062,-1082.8461267085395,HSAI,1.0,2807627.4,10.716838708726094,True,2025-02-11
2025-02-11,SSSS,585,10.510404271057796,-1.008514381884945,-2649.973466696684,stop,25287,14371.933333333332,2025-02-11,6.2,6.84046,25H1,172974.71202,25000.0,25000.0,0.1445297969168429,0.0011562383753347,-2678.879426080053,-2707.785385463422,,1.0,308302.0,31.987888498939352,True,2025-02-11
2025-02-11,CSAI,612,18.415759119613853,0.7451857156027257,2235.557146808177,eod,17075,5353.241379310345,2025-02-11,10.09,11.132297,25H1,190083.971275,16290.39552762626,16290.39552762626,0.0857010479019215,0.0006856083832153,2224.3883150685424,2213.219483328908,CSAI,1.0,1374594.0,4.844521364126426,True,2025-02-11
2025-02-12,CSAI,576,9.362820629022025,3.6287835317458734,8493.912327321415,eod,4780,1825.6,2025-02-12,12.13,13.383029,25H1,63970.87862,25000.0,9595.631793,0.15,0.0012,3248.6634488484005,3237.1486906968003,CSAI,1.0,1491964.0,1.2494939556182325,True,2025-02-12
2025-02-12,LTBR,576,9.362820629022025,2.3607724903593628,5525.872343291085,eod,57680,32657.0,2025-02-12,10.31,11.375023,25H1,656111.32664,25000.0,25000.0,0.0381032897694771,0.0003048263181558,5518.251685337189,5510.631027383294,LTBR,1.0,4049553.2,5.554983201603574,True,2025-02-12
2025-02-12,SOPA,577,9.946883487468623,-1.009053400155534,-2509.234150995288,stop,53226,32172.42857142857,2025-02-12,4.64,5.119312,25H1,272480.500512,25000.0,25000.0,0.0917496846674318,0.0007339974773394,-2527.584087928774,-2545.93402486226,SOPA,1.0,9940517.55,2.088235335392572,True,2025-02-12
2025-02-12,EH,578,9.362820629022025,0.8001198543308908,1872.8446694548404,eod,161902,83818.875,2025-02-12,21.0,23.1693,25H1,3751156.0086,25000.0,25000.0,0.0066646121736031,5.331689738882485e-05,1871.5117470201203,1870.1788245853995,EH,1.0,1920198.55,32.88294327688144,True,2025-02-12
