symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,vol_open5,n_prior,rvol_open5,ratr,ratr_tier,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_rvol_key,_sized_pnl,month,_anchor
MUU,2026-07-20,30.34075,-265.1011199999989,-0.5305076506019111,tag_bb,0,1,3.782505910165488,1578700.0,1.6415517693722004,34.808640092543705,3.0,0.8392857142857146,1.553529213103684,0.0,1.312443815482068,8.700440528634365,23.78781204111601,0.4537022747615663,10346831.05,13.930930120649052,-97.63649425287358,24.41394299631435,6.784876612052151,0.0,0.0,0.5072044558651377,0.8256839081936249,0.0,20.0,2195855.0,14.0,4.553828236873365,0.0076348860814112,narrow,3333.3333333333335,-17.673407999999927,0.25167638433858636,Q3,2,-4.553828236873365,-17.673407999999927,2026-07,MU
IREX,2026-07-20,14.874489999999998,4501.320080000008,9.003871729383679,eod,1,1,8.752735229759294,79678.0,2.251716052083637,53.80375096448006,5.0,0.9333333333333332,7.585703865791387,1.0,3.3409574320468485,16.482582837723037,16.227697536108753,0.5078534031413606,843775.8,17.609541370452913,-68.35012015873419,10.972840599824982,0.8989959181100002,0.0,0.0,0.5072044558651377,0.8256839081936249,0.0,20.0,158566.0,14.0,3.697014308934424,0.3722210841927802,normal,3333.3333333333335,300.08800533333385,0.12277003879877084,Q2,3,-3.697014308934424,300.08800533333385,2026-07,IREN
SNDU,2026-07-21,26.228449999999995,3361.288180000005,6.723729385457407,eod,1,1,3.4562211981566766,449388.0,1.7307609514990496,34.76066386898323,1.0,0.2333333333333346,-2.2273425499231885,0.0,-0.6373628042952968,17.88139429606156,11.144409234947942,0.1713380453326838,5583312.7,19.68609862058946,-67.0379746835443,19.185112940003805,1.4035896646089694,0.0,0.0,0.5659690873074602,0.9123923193810656,1.0,21.0,588064.0,14.0,2.807553789392953,0.0940342896606605,narrow,3333.3333333333335,224.085878666667,0.1569571267941113,Q2,3,-2.807553789392953,224.085878666667,2026-07,SNDK
CRCD,2026-07-22,5.26,0.0,0.0,no_fill,0,0,2.4952015355086354,52903.0,0.7161718472918797,65.36543861773845,1.0,0.4230769230769212,-0.4798464491362832,0.0,0.0266499922311123,6.981519507186855,15.913757700205329,0.3806451612903228,1989275.35,14.94381269510149,-29.68960863697706,12.750293687845287,1.3829337401682475,0.0,0.0,-0.2218420911958048,0.8318406509250134,2.0,22.0,81383.0,14.0,0.8544082909014555,0.1230443557362836,narrow,3333.3333333333335,0.0,0.28063232014842987,Q3,2,-0.8544082909014555,0.0,2026-07,CRCL
RGTX,2026-07-27,11.06309,-1765.8999623707152,-3.532216464193744,stop,0,1,7.615311004784687,80164.0,3.699730798808946,45.4903786084499,3.0,1.0,5.550239234449761,1.0,3.780524435813239,12.972972972972965,11.008648648648649,0.0392811548659522,765843.4,12.515076402388209,-46.11179867986799,8.503894866793795,0.7095902373775108,0.0,0.0,0.8092782807573138,0.7847407894679208,0.0,27.0,237579.0,14.0,7.445500271978188,0.552481242827743,normal,3333.3333333333335,-117.72666415804768,0.2770358546609571,Q3,2,-7.445500271978188,-117.72666415804768,2026-07,RGTI
ARMG,2026-07-31,19.53,0.0,0.0,no_fill,0,0,2.9595015576324,77977.0,1.9079822657408936,118.89691034036372,3.0,0.4210526315789444,-0.3115264797507906,0.0,-0.5591195322697123,15.053763440860235,27.240143369175623,0.2368421052631575,861235.45,15.6269019448859,-51.72932330827067,10.891291414229444,2.067680795071777,0.0,0.0,0.4031333845676624,1.280202843790082,4.0,31.0,90641.0,14.0,1.6039187482857689,0.14975092132549,narrow,3333.3333333333335,0.0,0.2330956200329204,Q3,2,-1.6039187482857689,0.0,2026-07,ARM
SMU,2026-07-31,6.19,0.0,0.0,no_fill,0,0,3.50584307178631,45695.0,1.6451357454600326,17.46416456085804,4.0,0.9047619047619024,3.005008347245404,1.0,1.596270800701818,5.087719298245615,17.982456140350866,0.9463414634146344,1643244.1,15.26205317836438,-39.16929013912866,11.792776212259682,1.5666053509639863,0.0,0.0,0.4031333845676624,1.280202843790082,4.0,31.0,77089.0,14.0,1.34125475048903,0.2387919887173336,narrow,3333.3333333333335,0.0,0.12475321208916743,Q2,3,-1.34125475048903,0.0,2026-07,SMR
BIOA,2026-08-03,9.73913,-1071.1031099999984,-2.142593845651508,tag_bb,0,1,4.302203567681009,119681.0,2.5440416574786617,113.19945241381777,2.0,0.5121951219512171,-0.2098635886673617,1.0,0.0477661500355958,5.420353982300888,23.89380530973452,0.180555555555555,1057360.3,7.830941052105852,-63.28260450780196,14.9445803379161,9.439006741599812,0.0,0.0,0.3226108723880007,1.4742238069491285,0.0,3.0,123869.0,14.0,4.223574740861975,0.1633069978528544,narrow,3333.3333333333335,-71.4068739999999,0.20319601249043065,Q3,2,-4.223574740861975,-71.4068739999999,2026-08,BIOA
CBRZ,2026-08-05,10.78,0.0,0.0,no_fill,0,0,6.15234374999999,148046.0,1.890157007501804,130.39271183505022,2.0,0.4761904761904753,2.050781249999991,0.0,-1.192622418230888,6.224066390041489,15.871369294605802,0.248366013071896,411069.4,24.58887708131989,-62.07407407407407,16.928776149290158,1.3447753590999476,0.0,0.0,0.58600080380641,1.4877390935815862,2.0,5.0,148046.0,14.0,6.597961379538668,0.1491121601860064,narrow,3333.3333333333335,0.0,0.14564541742038095,Q2,3,-6.597961379538668,0.0,2026-08,CBRS
CIFU,2026-08-11,12.878519999999998,-625.9724999999893,-1.2520848668946218,tag_bb,0,1,5.491803278688525,59310.0,2.4127561020642463,107.8017520306742,4.0,1.0,5.245901639344267,1.0,1.0771734099556451,8.734402852049898,16.04278074866311,0.1222222222222225,414042.5,23.04075990838274,-65.32120523024446,21.628781355574382,2.150752640127523,0.0,0.0,0.1940416283973455,0.522579010923855,1.0,11.0,65292.0,14.0,3.5858259747290298,0.12502790152561,narrow,3333.3333333333335,-41.731499999999286,0.4402492646533624,Q5,1,-3.5858259747290298,-41.731499999999286,2026-08,CIFR
CRCD,2026-08-18,4.28,0.0,0.0,no_fill,0,0,3.597122302158282,18453.0,0.7735757639176237,54.20934954458188,3.0,0.9199999999999972,2.3501199040767355,1.0,1.564176759608415,5.303030303030303,14.3939393939394,0.2280701754385962,1134128.4,12.83424994383672,-39.03508771929825,8.336492345514461,0.9561712765503448,0.0,0.0,-0.5138027877360211,0.5540418841828245,1.0,18.0,101967.0,14.0,1.901171036913033,0.2067290848429453,narrow,3333.3333333333335,0.0,0.555880842192909,Q5,1,-1.901171036913033,0.0,2026-08,CRCL
SNK,2026-08-18,18.0,0.0,0.0,no_fill,0,0,3.165630299604288,223239.0,1.401255388323724,82.11543432493923,3.0,0.8214285714285685,1.1871113623515956,1.0,1.2011774903588064,7.537993920972656,15.62310030395136,0.346303501945525,3062712.95,16.750082158330084,-56.450024618414574,13.504237559808129,1.5739960220561968,0.0,0.0,-0.5138027877360211,0.5540418841828245,1.0,18.0,223239.0,14.0,1.3291522478473303,0.1168862924783267,narrow,3333.3333333333335,0.0,0.405061551028703,Q5,1,-1.3291522478473303,0.0,2026-08,
SPCQ,2026-08-18,13.63,0.0,0.0,no_fill,0,0,3.1416853094705472,68189.0,1.2304488998684202,67.04600528946102,3.0,0.8338476145264652,1.118568232662195,1.0,0.6350185961300735,8.582995951417008,15.86963562753036,0.280575539568345,1683331.85,16.862971992359206,-57.42857142857143,14.00201778249435,1.517631238308715,0.0,0.0,-0.5138027877360211,0.5540418841828245,1.0,18.0,68189.0,14.0,0.976034827203334,0.1126091147337655,narrow,3333.3333333333335,0.0,0.46953740436911673,Q5,1,-0.976034827203334,0.0,2026-08,SPCX
GDXD,2026-08-26,15.24,0.0,0.0,no_fill,0,0,2.103879026955952,148862.0,0.9617138654417934,71.85372929440533,2.0,0.3437499999999979,-1.1834319526627315,1.0,-0.3632177991067072,6.363636363636364,12.027972027972032,0.0290697674418608,1998720.95,9.569456229413827,-71.54349859681946,9.975723387796052,2.217971948510371,0.0,0.0,-0.1540650990325169,0.4596209459501499,2.0,26.0,523663.0,14.0,3.521781508067696,0.1116204320681193,narrow,3333.3333333333335,0.0,0.4186704910792787,Q5,1,-3.521781508067696,0.0,2026-08,
SMST,2026-08-26,30.3165,0.0,0.0,no_fill,0,0,3.177240684793556,27345.0,1.2092616687470903,53.34997243449814,2.0,0.010565240359216,-1.3763007720711653,0.0,-1.6883617610060182,5.397229740487174,17.760795343982732,0.1562749003984066,356499.9,11.913908826099014,-53.75659733002174,8.787964624895524,2.770014802248191,0.0,0.0,-0.1540650990325169,0.4596209459501499,2.0,26.0,47555.0,14.0,2.397218841592073,0.1473695153074294,narrow,3333.3333333333335,0.0,0.13634990352515053,Q2,3,-2.397218841592073,0.0,2026-08,MSTR
SHMD,2026-08-31,3.355,0.0,0.0,no_fill,0,0,5.076923076923078,96604.0,1.7617273884847204,143.97734838244148,3.0,1.0,3.23076923076923,1.0,2.9283637836294414,8.153078202995012,15.307820299500833,0.0326086956521732,725003.55,10.100402736364252,-43.86776973695574,8.632830497322502,1.0097385040390492,0.0,0.0,-0.2625593033079849,0.6763375247037948,0.0,31.0,142082.0,14.0,4.121715202174877,0.34482483529726,normal,3333.3333333333335,0.0,0.5437793957796729,Q5,1,-4.121715202174877,0.0,2026-08,SHMD
PFSA,2026-08-31,3.15945,2321.377953750017,4.642914114798496,scale_lock,1,1,3.2258064516129057,42343.0,1.8012477585272284,35.18379395686213,3.0,0.3000000000000022,-0.6451612903225812,1.0,-0.6554926524734206,5.802047781569963,47.440273037542646,0.1366906474820143,3220365.2,25.781410751622868,-89.05367231638418,144.8134473393062,0.2002005859459666,0.0,0.0,-0.2625593033079849,0.6763375247037948,0.0,31.0,363621.0,14.0,2.808141285964408,0.0236031093805018,narrow,3333.3333333333335,154.75853025000112,0.24616198918687712,Q3,2,-2.808141285964408,154.75853025000112,2026-08,PFSA
ALMS,2026-09-02,10.571619999999998,-388.3454799999904,-0.7767967444913645,tag_bb,0,1,5.808961102904957,945826.0,3.1423205806109737,46.769601722111176,2.0,0.8643837938633692,3.003446578040389,1.0,2.020191289673345,7.233368532206956,24.39281942977825,0.3116883116883119,2213957.7,7.028711365033276,-64.43979101592593,12.829979508103811,12.821445504582131,0.0,0.0,0.0879519021239823,0.6725941561710829,2.0,2.0,1045520.0,14.0,7.851472317344251,0.2631132360318789,narrow,3333.3333333333335,-25.88969866666603,0.1485834973988671,Q2,3,-7.851472317344251,-25.88969866666603,2026-09,ALMS
MSTZ,2026-09-04,4.0,0.0,0.0,no_fill,0,0,4.497499999999999,2130621.0,2.012022194491656,48.06956315653351,2.0,0.5275152862701501,-2.124999999999999,1.0,0.8668817634462337,10.19283746556474,42.97245179063362,0.0128213347009423,22192427.85,14.80234033112435,-66.87370600414079,13.070112051649357,3.111979566489837,0.0,0.0,-0.1500316877271451,0.7155304972793932,4.0,4.0,4137311.0,14.0,3.9262868251519696,0.1440839807434785,narrow,3333.3333333333335,0.0,0.2039177413635946,Q3,2,-3.9262868251519696,0.0,2026-09,MSTR
