symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,vol_open5,n_prior,rvol_open5,ratr,ratr_tier,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_sized_pnl,month,_anchor
MSTZ,2025-01-07,16.07809,-2062.8836800000004,-4.126858351955986,stop,0,1,3.821656050955424,724838.0,2.023656391167438,27.85015029458969,2.0,0.5834999999999977,0.5101910828025468,1.0,0.5583956257571597,6.73011556764105,36.16519374575119,0.0732908513317921,250048374.0,17.742965727385336,-45.69503438161517,423.61183517065416,0.095972813644451,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0,1089767.0,14.0,1.7831303644137306,0.1149982838479826,narrow,3333.3333333333335,-137.5255786666667,0.304790333514907,Q4,0,-137.5255786666667,2025-01,MSTR
GDS,2025-01-14,23.5,0.0,0.0,no_fill,0,0,2.354452054794524,157532.0,0.7684617387884938,70.00636839734847,1.0,0.090909090909092,-1.5410958904109566,0.0,-1.0720142710010336,6.715395157606208,21.37962539972592,0.0662393162393166,1788590.3333333333,7.495082104747214,-19.917723688721296,8.14866312791569,2.174714873221388,0.2156352683461101,-0.0616100766703199,0.5108446997712426,1.0963599200950664,1.0,14.0,186382.0,14.0,2.577202552561896,,unknown,3333.3333333333335,0.0,0.26110959337352135,Q3,2,0.0,2025-01,GDS
NTRB,2025-01-23,8.49541,-918.38276702858,-1.836931304248849,stop,1,1,6.500000000000005,123163.0,2.366486125007297,55.66966199688503,5.0,1.0,5.875000000000008,1.0,3.891165454198969,8.99182561307902,26.839237057220704,0.5736040609137056,319032.93333333335,9.903021011227516,-2.200488997555009,13.364142806332044,13.617625473984504,0.0660283922086459,0.0165070980521661,-0.1055339357562331,0.5870477597970133,3.0,23.0,123163.0,10.0,3.4018417447410285,0.93182697422506,wide,3333.3333333333335,-61.22551780190534,0.15506691641180417,Q2,3,-61.22551780190534,2025-01,NTRB
KC,2025-02-04,16.31,0.0,0.0,no_fill,0,0,2.4927176944530447,617314.0,1.6877490839404583,67.72234056441734,3.0,0.7120835405270998,0.3669042454291727,0.0,0.5780827230472392,6.571994715984155,11.690885072655217,0.322033898305085,2715816.5,6.615333101022936,-1.2545899632802833,7.334032500121578,4.16844437022899,0.1505352960856477,0.0301104048176754,0.0100373053181088,1.364199540683512,1.0,4.0,617314.0,14.0,3.3687103170504207,0.3689517614190833,normal,3333.3333333333335,0.0,0.30774370874139445,Q4,0,0.0,2025-02,KC
CRML,2025-02-07,6.46,0.0,0.0,no_fill,0,0,7.528641571194762,31158.0,2.8319958432308923,67.30950382261493,4.0,0.9565217391304356,5.400981996726678,1.0,3.5037982855855034,6.260869565217398,62.782608695652165,0.0969529085872575,166106.45,15.184568887903987,-38.22042467138524,10.3465071623442,5.697202005099741,0.1499448005404738,0.0502562243569779,0.094009763821074,0.8076316014152966,4.0,7.0,31158.0,14.0,4.468698458228756,0.4481030940636977,normal,3333.3333333333335,0.0,0.31023978713218014,Q4,0,0.0,2025-02,CRML
BZAI,2025-02-12,3.74,0.0,0.0,no_fill,0,0,6.12299465240642,42322.0,2.168971458614428,129.3385841783524,1.0,0.4755458515283831,-3.2112299465240723,0.0,-0.9869858322050556,16.510903426791284,21.49532710280374,0.0,479970.9,24.48353831236813,-80.57142857142857,14.069277503393316,1.601405418536832,0.1985881881748334,0.0684211404635896,-1.0094001420759446,0.789295802300032,2.0,12.0,42322.0,14.0,1.5302455074664645,0.2798003105504171,narrow,3333.3333333333335,0.0,0.25601609961645466,Q3,2,0.0,2025-02,BZAI
BKSY,2025-02-19,21.01285,-1049.842512782147,-2.100123104943616,stop,0,1,4.197169350902877,304616.0,2.0755089421233186,72.64108826185517,3.0,0.988372093023258,2.1961932650073344,1.0,2.1511668272739866,8.700265251989373,17.931034482758616,0.5118343195266275,2098334.6,10.66184776103057,-0.0487804878048856,8.75515310675867,1.961672366266085,0.0735477314450614,0.012686860739577,-0.2305843104547855,0.6429700152781618,2.0,19.0,304616.0,14.0,2.9916059290228896,0.522521698608544,normal,3333.3333333333335,-69.98950085214314,0.273383789739213,Q3,2,-69.98950085214314,2025-02,BKSY
CYD,2025-02-21,23.0,0.0,0.0,no_fill,0,0,4.444444444444445,249949.0,1.8171288886436272,161.9142435893605,3.0,0.4200000000000017,-0.3555555555555479,0.0,-0.3599820412542559,18.54583772391992,29.08324552160168,0.2318840579710147,131074.6,6.732199786247728,-3.100775193798445,7.229567276409632,11.711849587944574,0.12558795089893,-0.0877624268646371,-0.0360431206789258,0.6238237461169069,4.0,21.0,249949.0,13.0,9.220776235623296,0.7565058848263868,wide,3333.3333333333335,0.0,0.1547491636986009,Q2,3,0.0,2025-02,CYD
SMCZ,2025-05-07,17.91,0.0,0.0,no_fill,0,0,2.3661971830986013,31189.0,0.7006151786774687,81.56481284402479,1.0,0.5238095238095274,-0.2253521126760515,0.0,-0.3329641148520201,11.84625078764966,11.405166981726532,0.2872928176795577,385972.1,14.291440867222748,-21.28603104212861,12.549455907838864,1.8881546101389195,0.2196018923502823,0.0178523609747429,0.2415891195418795,1.0267214158535585,2.0,7.0,31189.0,14.0,2.413702370883844,0.1654922879682442,narrow,3333.3333333333335,0.0,0.37643113459750516,Q4,0,0.0,2025-05,SMCI
SHLS,2025-05-16,4.9424831,-1287.0124993038853,-2.574119775659208,stop,0,1,4.221544715447155,673569.0,1.928627209691313,91.5971090331418,2.0,0.5536831969186337,-1.7276422764227637,1.0,0.5030127686388157,7.423580786026197,13.75545851528384,0.3174603174603178,8746450.6,7.632764892186786,-23.78001549186677,8.160876385849903,2.826621006697277,0.1894291754756878,-0.1353234672304512,0.1337939911255569,0.8814268467209063,4.0,16.0,718690.0,14.0,1.6364648302683684,0.4248691883238146,normal,3333.3333333333335,-85.80083328692568,0.1595212082381409,Q2,3,-85.80083328692568,2025-05,SHLS
CONI,2025-05-19,5.6,0.0,0.0,no_fill,0,0,3.214285714285709,185010.0,1.2564762946462826,61.20348441537297,3.0,0.4444444444444455,-1.7857142857142794,0.0,0.1306528738898637,5.26315789473683,20.11278195488722,0.1308411214953276,1654345.45,9.060932816438918,-61.24567474048443,12.3601816613589,6.8130045027778205,0.2482570991327873,0.1887434109845287,-1.0265903736115822,0.819816810036342,0.0,19.0,258523.0,14.0,3.925729080458897,0.1415910627046975,narrow,3333.3333333333335,0.0,0.34471480796805454,Q4,0,0.0,2025-05,COIN
LTBR,2025-06-03,16.4434,0.0,0.0,no_fill,0,0,6.63529411764706,495409.0,2.754774008687872,40.85417365564225,3.0,0.8721487444891683,3.720190779014304,0.0,2.226875504137586,10.661505981703016,18.015482054890924,0.2031250000000005,2519704.05,10.672173151635022,-11.15819209039548,10.815933783832422,0.9304620516842048,0.1941621366107222,0.0269946314616593,-0.0624251320207191,1.284018278628749,1.0,3.0,495409.0,14.0,3.1666974095611007,0.6460989750382843,wide,3333.3333333333335,0.0,0.21239450679273222,Q3,2,0.0,2025-06,LTBR
ALAR,2025-06-10,12.36699,-894.4663126146453,-1.788941907333271,stop,0,1,4.09356725146199,115112.0,1.4813447025501116,46.4920003680348,3.0,0.836734693877551,2.339181286549702,1.0,2.2245726588022383,5.648720211827013,18.270079435127982,0.8454106280193235,206121.55,8.571894115367998,2.7467811158798305,9.983070976130646,7.534297117404755,0.1266202392456084,0.0258238645829816,0.0900480256136735,0.8211298870771674,1.0,10.0,115112.0,14.0,7.126322725001437,0.6035201596680775,wide,3333.3333333333335,-59.63108750764302,0.10891303139011929,Q2,3,-59.63108750764302,2025-06,ALAR
UMAC,2025-06-13,9.11727,-495.238104,-0.990493864939834,tag_bb,0,1,6.704545454545452,468270.0,2.341643126094407,42.1195912342598,4.0,0.966101694915255,3.068181818181813,1.0,3.2740396756739973,6.796116504854374,11.650485436893192,0.1041666666666664,4022651.7,11.331646666960712,-12.870424459648108,9.207104307575092,1.5103537301029566,0.3692564745196385,0.2172096908938938,-0.8695652173913043,0.7965701787192377,4.0,13.0,468270.0,14.0,1.915554408859532,0.5848903216719937,normal,3333.3333333333335,-33.015873600000006,0.3433380769196397,Q4,0,-33.015873600000006,2025-06,UMAC
SBET,2025-06-16,10.95276,793.6811256000003,1.587382906226377,lock,1,1,3.40073529411764,1574131.0,2.174779232653495,27.929142356207016,3.0,0.8108108108108096,-0.2757352941176574,1.0,0.8231083456266282,18.132464712269268,28.013029315960907,0.062015503875969,9191941.8,34.52681328899192,-91.2342893973574,106.9324343354306,4.560091535827609,0.22151898734176,0.1882078614257154,0.5695142378559426,0.9101468021546336,0.0,16.0,1574131.0,14.0,3.3260693933960166,0.0150524460455803,narrow,3333.3333333333335,52.912075040000026,0.3875178029192193,Q4,0,52.912075040000026,2025-06,SBET
USAR,2025-06-16,14.9,0.0,0.0,no_fill,0,0,6.2455642299503245,241729.0,2.111133802300031,54.786778719877496,4.0,0.8295454545454543,4.6841731724627405,1.0,1.741002314859477,6.419939577039273,13.639728096676745,0.0406999280137332,2177397.15,10.438809641764788,-6.251039622076587,7.435672643430487,1.6340629452922726,0.22151898734176,0.1882078614257154,0.5695142378559426,0.9101468021546336,0.0,16.0,271071.0,14.0,2.011138385617715,0.6637172860293638,wide,3333.3333333333335,0.0,0.35677832331559733,Q4,0,0.0,2025-06,USAR
XTIA,2025-06-17,3.39014,-632.5505688000032,-1.2651571911484547,tag_bb,1,1,6.441717791411042,577171.0,3.0130278326131403,54.24927164952873,3.0,0.7380952380952394,1.9938650306748589,1.0,1.5218561637004655,17.68953068592057,40.7942238267148,0.2212389380530973,5787361.3,20.96589264099533,-56.12382234185733,20.43673751800552,1.2638258820993258,0.154943187497909,0.0349871713704846,-0.4098360655737562,0.8231625986803217,1.0,17.0,577171.0,14.0,2.8648129488904,0.2543681611295286,narrow,3333.3333333333335,-42.17003792000022,0.13988395120489808,Q2,3,-42.17003792000022,2025-06,XTIA
ETHD,2025-06-23,18.9799,0.0,0.0,no_fill,0,0,1.2801494130202893,121809.0,0.3702146976383585,120.01714625928908,3.0,0.541892455189668,0.693703308431177,0.0,0.2861288596588741,13.232628398791526,14.440483383685804,0.7699066906565125,1099919.5,6.40167033006659,9.59128415955647,7.598258247965937,1.343723790695592,0.2487227749395029,-0.171417047593436,0.1278858450562009,0.9135836778117084,0.0,23.0,121809.0,14.0,3.2758129858753966,0.1653722405952221,narrow,3333.3333333333335,0.0,0.19877786226469213,Q3,2,0.0,2025-06,
OKLL,2025-06-30,21.11,0.0,0.0,no_fill,0,0,5.726660250240605,28869.0,2.0023467365395184,43.44060601497565,2.0,0.7731092436974789,0.2887391722810333,0.0,1.611520872129904,5.375253549695752,28.75253549695741,0.1446208112874779,0.0,0.0,0.0,0.0,0.0,0.1669528314111741,-0.1133860308410077,0.4016847994015428,0.6845970298556153,0.0,30.0,28869.0,3.0,,,unknown,3333.3333333333335,0.0,0.3183940282233223,Q4,0,0.0,2025-06,OKLO
ALM,2025-07-15,5.15,0.0,0.0,no_fill,0,0,3.7328094302554105,307202.0,2.1839124916818364,48.320236491660246,3.0,0.5526315789473695,-0.491159135559911,1.0,0.6284809110899893,6.708595387840677,16.771488469601675,0.0874999999999992,0.0,0.0,0.0,0.0,0.0,0.1593600101990406,-0.0957594301286073,0.4337318544837689,0.5627537225842169,1.0,15.0,310646.0,0.0,,,unknown,3333.3333333333335,0.0,0.27513967919677196,Q3,2,0.0,2025-07,ALM
QVCGA,2025-09-03,11.3,0.0,0.0,no_fill,0,0,4.1474654377880285,35048.0,1.509523331718813,45.4569633813128,3.0,0.9555555555555528,3.963133640552993,1.0,1.83117511102467,5.03388189738625,35.39883833494675,0.7183252659501738,263702.7,15.744345562288526,-4.489436619718308,10.194037163407383,2.7052282741132343,0.1135921574729663,0.0342332529370617,0.3748418635887949,0.7455180966918891,2.0,3.0,35048.0,14.0,2.635626769225811,0.4920321113334782,normal,3333.3333333333335,0.0,0.23163518132184663,Q3,2,0.0,2025-09,
ZONE,2025-09-12,4.55362,-418.7772000000031,-0.8375753795881142,tag_bb,0,1,2.941176470588233,167219.0,1.3376272767976043,44.69587959705439,4.0,1.0,2.714932126696835,1.0,1.466264435494346,11.055276381909549,12.814070351758788,0.7647058823529418,2077944.65,17.652942726842703,-43.47826086956522,15.880493352925008,1.6924445027926995,0.0517039492693063,0.0106449307319053,-0.0045618356826745,0.6271730946410605,4.0,12.0,167219.0,14.0,1.794235156973906,0.1110101998043872,narrow,3333.3333333333335,-27.91848000000021,0.2994333124835822,Q4,0,-27.91848000000021,2025-09,ZONE
CCUP,2025-09-15,15.546499999999998,-396.3356591999941,-0.7927102563277789,tag_bb,0,1,4.084321475625819,19869.0,1.2270440605188215,61.9792362018703,2.0,0.7541935483870963,1.104084321475627,0.0,1.2537692920065135,7.279151943462893,18.02049469964664,0.0783952311855365,289014.95,14.327835749131404,-31.343283582089555,11.18739023078304,3.435659643212228,0.0977806076041449,0.0272876114244229,0.3392099298763356,0.5526570452335635,0.0,15.0,19869.0,14.0,1.647971183639132,0.3091732777790267,normal,3333.3333333333335,-26.422377279999605,0.48585724111298073,Q5,1,-26.422377279999605,2025-09,CRCL
CRCA,2025-09-15,14.794249999999998,-604.4355199999923,-1.2091184074893808,tag_bb,0,1,4.391424619640386,183788.0,1.7883795930736732,19.758774593238275,2.0,0.7461417322834659,0.8907330567081605,0.0,0.985412131739264,7.190511489992592,17.93921423276501,0.0785123966942146,2175192.8,14.578198609460893,-31.56649313771888,11.214931513590434,1.646745980402289,0.0977806076041449,0.0272876114244229,0.3392099298763356,0.5526570452335635,0.0,15.0,183788.0,14.0,2.018374589348637,0.3274992989962763,normal,3333.3333333333335,-40.29570133333282,0.4095494519244531,Q5,1,-40.29570133333282,2025-09,CRCL
HERE,2025-09-16,10.53,0.0,0.0,no_fill,0,0,3.732809430255393,117187.0,1.2939880387605476,41.22300804513867,3.0,0.3947368421052651,1.1787819253438212,0.0,-0.441371088510658,6.041666666666668,43.02083333333334,0.0242130750605325,735589.3,9.547492614501156,-25.31181217901688,8.134553245615114,4.316233256791527,0.0861730112175998,-0.0045354216430451,0.084731657865679,0.4380529434836936,1.0,16.0,117187.0,14.0,2.0635769952555605,0.3931331511232764,normal,3333.3333333333335,0.0,0.3364535720377019,Q4,0,0.0,2025-09,HERE
