symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,vol_open5,n_prior,rvol_open5,ratr,ratr_tier,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_sized_pnl,month,_anchor
SMST,2025-01-07,4.76425,-2191.252139999997,-4.382851445663005,stop,0,1,4.077253218884128,879413.0,1.958415098978716,50.45808244133554,2.0,0.6315789473684204,0.429184549356214,1.0,0.6042332236919158,7.126436781609208,36.09195402298852,0.0636942675159233,24044255.95,17.6686483218455,-45.65597667638484,14.897888249364168,1.1739609684199857,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0,879413.0,14.0,0.8770081184523296,0.1504680120845049,narrow,3333.3333333333335,-146.0834759999998,0.3193928246432969,Q4,0,-146.0834759999998,2025-01,MSTR
NVNI,2025-01-07,3.25,0.0,0.0,no_fill,0,0,4.273846153846154,27442.0,1.96209136923478,135.95813647952133,2.0,0.6328293736501069,-1.569230769230774,1.0,-0.291867745817124,9.797297297297298,13.513513513513512,0.475,651821.1428571428,24.16761145016254,-37.4458666153402,16.816910656167252,1.2478990731024375,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0,74121.0,13.0,0.2524111493621175,,unknown,3333.3333333333335,0.0,0.16547911439258187,Q2,3,0.0,2025-01,NVNI
AMPX,2025-01-10,3.35002,5043.700053599998,10.087592074077168,scale_eod,1,1,4.338509316770184,307181.0,1.9660449738727968,81.31286791055618,4.0,0.6256263421617766,2.1024844720496856,1.0,0.6662893177460977,6.270627062706284,23.43234323432344,0.2253521126760559,4680764.5,14.559644873187915,-23.424494649227107,10.653273095800936,0.980000809696792,0.3174711545026308,-0.1194783914794916,-0.6123937641011745,1.2672413975357937,4.0,10.0,307181.0,14.0,0.9802021472878552,0.306106007864583,normal,3333.3333333333335,336.2466702399999,0.25457703392627334,Q3,2,336.2466702399999,2025-01,AMPX
MSTZ,2025-01-13,21.87,0.0,0.0,no_fill,0,0,3.7476280834914735,790421.0,1.694255254219004,28.54767534899682,3.0,0.5316455696202536,1.992409867172684,1.0,-0.0820391822741441,10.656167979002612,11.337532808398954,0.467543291045468,190643373.8,17.748964627077306,-27.08607164104764,423.1375770722825,0.1155165876528355,0.1702068534310607,0.1181027146256428,-0.8131061689262565,1.3506397080078154,0.0,13.0,1278852.0,14.0,1.3683362030244908,0.1928805062793249,narrow,3333.3333333333335,0.0,0.10841427286436063,Q2,3,0.0,2025-01,MSTR
ARQQ,2025-01-16,23.86137,9002.197091939994,18.00815063007697,scale_eod,1,1,7.428825622775792,109456.0,2.367766447603143,58.52490520314221,4.0,0.8862275449101809,4.982206405693955,1.0,3.333897672508748,9.179213210296265,25.88635259834872,0.0956848030018764,1294414.1,24.12943322500364,-57.416177306308015,18.30061229943164,1.0320507170000697,0.1582012184859707,-0.0858325759870731,0.2353318263099264,1.0145048394102745,3.0,16.0,109456.0,14.0,1.213110341628232,0.2186016235283359,narrow,3333.3333333333335,600.1464727959996,0.3274901844733177,Q4,0,600.1464727959996,2025-01,ARQQ
PDYN,2025-01-23,10.320869999999998,-2468.1723955799957,-4.936908163472921,stop,0,1,6.599999999999984,614192.0,2.958620841944104,43.00096187001729,3.0,0.8610606060606065,1.982999999999997,1.0,2.5504180506301166,5.152471083070455,25.657202944269187,0.0368852459016392,15734920.2,23.77533164655521,-33.11036789297658,20.947669532721765,1.958326614201704,0.0660283922086459,0.0165070980521661,-0.1055339357562331,0.5870477597970133,3.0,23.0,614192.0,14.0,0.9481637000787316,0.339766579235128,normal,3333.3333333333335,-164.5448263719997,0.273952277594467,Q3,2,-164.5448263719997,2025-01,PDYN
LAES,2025-01-24,4.45,0.0,0.0,no_fill,0,0,3.409090909090917,1043018.0,1.9157996418985888,45.74568340393124,3.0,0.9319999999999988,0.9045454545454458,1.0,1.6308521322759066,8.10810810810811,15.970515970515956,0.1846153846153849,77679745.0,27.95571267071567,-60.0,23.04294784712256,0.325923997304574,0.080352896803924,0.0065594201472716,0.009840098400975,0.6091130582638482,4.0,24.0,1043018.0,14.0,0.1628799298144848,0.0988170530531382,narrow,3333.3333333333335,0.0,0.4291587045946619,Q5,1,0.0,2025-01,LAES
NVTS,2025-01-28,3.19,0.0,0.0,no_fill,0,0,3.662420382165597,222353.0,1.2452858652282044,84.05344553179425,1.0,0.0434782608695643,-1.9108280254777088,0.0,-1.4167944676246225,5.0167224080267525,13.37792642140468,0.05,5023384.5,10.276936663988572,-30.989010989010985,7.873843360254712,1.1566482716980953,0.2320602044553864,-0.1714894608904087,0.2085523132622587,0.7303052824008065,1.0,28.0,248864.0,14.0,0.7857943837548029,0.3048120950559826,normal,3333.3333333333335,0.0,0.15869841299513632,Q2,3,0.0,2025-01,NVTS
JG,2025-01-30,9.6921,0.0,0.0,no_fill,0,0,8.890011223344551,43246.0,2.816728456647215,43.4631870215275,4.0,0.9720994823885872,8.529741863075193,1.0,3.838271835784449,5.568720379146928,31.149289099526083,0.0718904526435907,2100013.7,12.239901601542408,-57.44985673352436,33.33397501788606,0.4920291710477888,0.1007814828305571,-0.0430477830391719,0.3572556122364352,1.000545971940559,3.0,30.0,43246.0,10.0,0.2060351735762724,0.4391975693568623,normal,3333.3333333333335,0.0,0.29280332005933446,Q4,0,0.0,2025-01,JG
LAES,2025-01-30,3.49,0.0,0.0,no_fill,0,0,3.15186246418339,1031628.0,1.393398596055779,29.832218256468003,1.0,0.1363636363636371,-2.722063037249289,0.0,-1.5671829281981706,6.402439024390256,16.463414634146343,0.0,54651744.6,23.40065353398713,-63.26315789473684,18.382649053704657,0.3845780249803773,0.1007814828305571,-0.0430477830391719,0.3572556122364352,1.000545971940559,3.0,30.0,1031628.0,14.0,0.2164197381239999,0.0938235237153367,narrow,3333.3333333333335,0.0,0.19570948377168576,Q3,2,0.0,2025-01,LAES
GHRS,2025-02-04,19.19,0.0,0.0,no_fill,0,0,4.9504950495049656,25545.0,2.169796012932918,110.219081927965,1.0,0.4578947368421063,-2.683689421573739,0.0,0.4346890587194769,6.670372429127309,16.620344635908832,0.1605351170568552,606164.3,8.777687800781067,-6.390243902439018,15.70580170597001,17.003248129261323,0.1505352960856477,0.0301104048176754,0.0100373053181088,1.364199540683512,1.0,4.0,25545.0,14.0,0.6193789065138439,0.7176258850829432,wide,3333.3333333333335,0.0,0.17483939165687548,Q2,3,0.0,2025-02,GHRS
