day,symbol,entry_m,ctrl,dist
2025-05-06,PONY,0,FRGT,2.1048084061376553
2025-05-06,PONY,0,ANET,2.1537528155369348
2025-05-06,PONY,0,EGO,2.2150011153062166
2025-05-06,PONY,0,ORLA,2.233389797537771
2025-05-06,PONY,0,CRBG,2.3339929225939597
2025-05-06,PONY,0,CCJ,2.600888479532186
2025-05-06,PONY,0,CE,2.7466215747758107
2025-05-06,PONY,0,EXEL,2.941554605860412
2025-05-06,PONY,0,GTLB,2.9588579310564103
2025-05-06,PONY,0,MWA,3.004129334550588
2025-05-06,PONY,0,TTI,3.129427981203174
2025-05-06,PONY,0,COHR,3.144138800212846
2025-05-06,PONY,0,LMND,3.1782257896582444
2025-05-06,PONY,0,ABBV,3.1889260165549587
2025-05-06,PONY,0,VST,3.1924432653770403
2025-05-06,PONY,0,BAM,3.2008702212951032
2025-05-06,PONY,0,ALAB,3.222205777756659
2025-05-06,PONY,0,CPRX,3.262212922988112
2025-05-06,PONY,0,PERI,3.3242081188658026
2025-05-06,PONY,0,GLMD,3.328809952395787
2025-05-06,PONY,0,ADEA,3.345413135420731
2025-05-13,SMCX,0,TSLR,0.3073450422412183
2025-05-13,SMCX,0,ETHE,0.4181964064999497
2025-05-13,SMCX,0,GGLL,0.4877073805381711
2025-05-13,SMCX,0,ROBN,0.6848184284821315
2025-05-13,SMCX,0,ETH,0.8922185223982568
2025-05-13,SMCX,0,PLTU,1.0039307523883232
2025-05-13,SMCX,0,TSLT,1.102750250391915
2025-05-13,SMCX,0,METU,1.2130776393375782
2025-05-13,SMCX,0,GUSH,1.3296551296870005
2025-05-13,SMCX,0,BOIL,1.3638809661497757
2025-05-13,SMCX,0,FBL,1.4329490787056205
2025-05-13,SMCX,0,ETHA,1.4562373241655888
2025-05-13,SMCX,0,MSTX,1.5105592191717587
2025-05-13,SMCX,0,TSLG,1.5116450014032867
2025-05-13,SMCX,0,HIMZ,1.5512038933840442
2025-05-13,SMCX,0,ETHU,1.6701103567392734
2025-05-13,SMCX,0,AVL,1.7542611922024776
2025-05-13,SMCX,0,AVGX,1.9956779100781397
2025-05-13,SMCX,0,LABD,2.2181899983159714
2025-05-13,SMCX,0,MST,2.3543790596927323
2025-05-13,SMCX,0,DRN,2.721759870456399
2025-05-13,SMCX,0,XXRP,2.810542781240531
2025-05-13,SMCX,0,OILU,2.829321033519864
2025-05-13,SMCX,0,ETHW,2.846103661001279
2025-05-13,SMCX,0,TSL,2.9075765850101254
2025-05-13,SMCL,0,DRN,0.7283656247604986
2025-05-13,SMCL,0,GUSH,0.9601631746919725
2025-05-13,SMCL,0,RIOX,0.9820206359350356
2025-05-13,SMCL,0,LAZR,0.990642035569651
2025-05-13,SMCL,0,ETH,1.1011757232976436
2025-05-13,SMCL,0,TSL,1.2893526866479288
2025-05-13,SMCL,0,ROBN,1.308575817213769
2025-05-13,SMCL,0,METU,1.3372946103071173
2025-05-13,SMCL,0,FBL,1.4311213859092353
2025-05-13,SMCL,0,GGLL,1.5064414397752444
2025-05-13,SMCL,0,TSLG,1.513472694199672
2025-05-13,SMCL,0,HIMZ,1.549376200587659
2025-05-13,SMCL,0,SOFX,1.5976137743151781
2025-05-13,SMCL,0,AVL,1.7019913912505418
2025-05-13,SMCL,0,AVGX,1.7797720722949437
2025-05-13,SMCL,0,TSLR,1.7853474222953798
2025-05-13,SMCL,0,ETHE,1.894244707258458
2025-05-13,SMCL,0,ETHU,1.9049955967372711
2025-05-13,SMCL,0,MST,1.9666637439951922
2025-05-13,SMCL,0,ETHW,2.032590892572168
2025-05-13,SMCL,0,LABD,2.2200176911123566
2025-05-13,SMCL,0,TSLT,2.2719629299272124
2025-05-13,SMCL,0,RDTL,2.3488662899329333
2025-05-13,SMCL,0,BOIL,2.41196220870192
2025-05-13,SMCL,0,OILU,2.4324313898085115
2025-05-13,OMER,0,UPC,0.23710252044994595
2025-05-13,OMER,0,RILY,0.359860186257309
2025-05-13,OMER,0,NNOX,0.41538931969420445
2025-05-13,OMER,0,COGT,0.6597145768967647
2025-05-13,OMER,0,BDTX,0.8322079000341605
2025-05-13,OMER,0,RETO,0.915849594070973
2025-05-13,OMER,0,CDZI,0.9843753309610344
2025-05-13,OMER,0,VET,0.9866847338588114
2025-05-13,OMER,0,VIV,1.008073331813101
2025-05-13,OMER,0,CRSR,1.0093647488743822
2025-05-13,OMER,0,CMRE,1.1025284621003566
2025-05-13,OMER,0,ASPN,1.1525537583981698
2025-05-13,OMER,0,PRTH,1.2117917528179218
2025-05-13,OMER,0,HITI,1.2241351399331397
2025-05-13,OMER,0,MBI,1.2263888115546286
2025-05-13,OMER,0,ZEO,1.2341556959609736
2025-05-13,OMER,0,IHRT,1.3065054194770938
2025-05-13,OMER,0,EGHT,1.3123596458398668
2025-05-13,OMER,0,ALT,1.3284447338492922
2025-05-13,OMER,0,THRY,1.4423898162098219
2025-05-13,OMER,0,LXEH,1.44709187090526
2025-05-13,OMER,0,MRTN,1.5235599198241974
2025-05-13,OMER,0,GTE,1.5776061505646854
2025-05-13,OMER,0,NVCR,1.607195910699811
2025-05-13,OMER,0,MXL,1.6598569999185924
2025-05-16,SMCL,0,ROBN,0.599413506029526
2025-05-16,SMCL,0,TSDD,0.7833917687737162
2025-05-16,SMCL,0,SMCZ,0.9189421240491058
2025-05-16,SMCL,0,WGMI,0.9242527857720662
2025-05-16,SMCL,0,TSLR,1.1600688845965514
2025-05-16,SMCL,0,LABU,1.19700518362786
2025-05-16,SMCL,0,HIMZ,1.2081419322403462
2025-05-16,SMCL,0,LLYX,1.288767697268407
2025-05-16,SMCL,0,LAZR,1.4168910323990134
2025-05-16,SMCL,0,CONI,1.455809161164907
2025-05-16,SMCL,0,BOIL,1.5044845616464704
2025-05-16,SMCL,0,RIOX,1.6551091320731142
2025-05-16,SMCL,0,AVL,1.6771098027965285
2025-05-16,SMCL,0,KOLD,1.6804560990114457
2025-05-16,SMCL,0,CONY,1.6973255275245318
2025-05-16,SMCL,0,TSLT,1.7027573358573846
2025-05-16,SMCL,0,AVGX,1.7236985934093658
2025-05-16,SMCL,0,TSLG,1.7305536164903463
2025-05-16,SMCL,0,CONL,1.7397247707848553
2025-05-16,SMCL,0,MST,1.7478595089561861
2025-05-16,SMCL,0,DAPP,1.7883136206531236
2025-05-16,SMCL,0,SOFX,1.919388201273914
2025-05-16,SMCL,0,FIAT,1.9528137403269086
2025-05-16,SMCL,0,SMCX,1.9769817778942516
2025-05-16,SMCL,0,GDXU,2.081813402444702
2025-05-16,SHLS,0,QS,0.21567669334691741
2025-05-16,SHLS,0,ZKIN,0.5702499477259872
2025-05-16,SHLS,0,FLNC,0.577883286030062
2025-05-16,SHLS,0,TMC,0.6248689904844664
2025-05-16,SHLS,0,NFE,0.755052752290622
2025-05-16,SHLS,0,RXRX,0.8165481197253073
2025-05-16,SHLS,0,CTMX,0.9718707312299745
2025-05-16,SHLS,0,RCAT,1.0316475628088515
2025-05-16,SHLS,0,SERV,1.2485072674129767
2025-05-16,SHLS,0,WRD,1.309834619345093
2025-05-16,SHLS,0,STI,1.3184119259287275
2025-05-16,SHLS,0,HNST,1.3319336222041358
2025-05-16,SHLS,0,CGC,1.3932253244743926
2025-05-16,SHLS,0,RKT,1.4427577731846495
2025-05-16,SHLS,0,UNIT,1.4504623376445815
2025-05-16,SHLS,0,KIDZ,1.465387065035074
2025-05-16,SHLS,0,APLD,1.5634532352940487
2025-05-16,SHLS,0,ADGM,1.671520132326888
2025-05-16,SHLS,0,PCT,1.7105486391781746
2025-05-16,SHLS,0,ASTS,1.797898558075699
2025-05-16,SHLS,0,ZENA,1.8790056152339447
2025-05-16,SHLS,0,UMAC,2.02589818203741
2025-05-16,SHLS,0,MSGM,2.0488761157185804
2025-05-16,SHLS,0,TOI,2.0505945538510586
2025-05-16,SHLS,0,VIPS,2.0543886830953606
2025-05-22,ASST,0,APLD,0.19535266206122093
2025-05-22,ASST,0,RIOT,0.25551238886952765
2025-05-22,ASST,0,SOUN,0.28948878754482754
2025-05-22,ASST,0,ACHR,0.40007310656683437
2025-05-22,ASST,0,GPUS,0.49417647227680295
2025-05-22,ASST,0,AUR,0.5422328276480057
2025-05-22,ASST,0,GRAB,0.6315619884834378
2025-05-22,ASST,0,RGTI,0.6684496673683418
2025-05-22,ASST,0,WRD,0.7456581552536083
2025-05-22,ASST,0,WULF,0.7825130398868283
2025-05-22,ASST,0,NU,0.7881203637188112
2025-05-22,ASST,0,QUBT,0.8534194433735713
2025-05-22,ASST,0,AIFU,1.006435738629022
2025-05-22,ASST,0,RUN,1.1147716130587688
2025-05-22,ASST,0,PTON,1.1335867214306483
2025-05-22,ASST,0,CNEY,1.1455717499473284
2025-05-22,ASST,0,HTZ,1.208362694016703
2025-05-22,ASST,0,PTEN,1.218000971786284
2025-05-22,ASST,0,PONY,1.293781161916045
2025-05-22,ASST,0,RXRX,1.3268005558902851
2025-05-22,ASST,0,STI,1.3864714189909635
2025-05-22,ASST,0,RKT,1.394533307303654
2025-05-22,ASST,0,KSS,1.3961907724673925
2025-05-22,ASST,0,CORZ,1.4265849915456137
2025-05-22,ASST,0,RNAZ,1.4284842420028063
2025-05-23,CONI,0,LAZR,0.29479444723033255
2025-05-23,CONI,0,SMCL,1.038287718811953
2025-05-23,CONI,0,TSLG,1.307961619590892
2025-05-23,CONI,0,TOPW,1.3101501338602608
2025-05-23,CONI,0,GDXD,1.5217614643720516
2025-05-23,CONI,0,URA,1.5950354463634207
2025-05-23,CONI,0,ROBN,1.6896778814859212
2025-05-23,CONI,0,RIOX,1.7835351409720421
2025-05-23,CONI,0,TSDD,1.8981357266115704
2025-05-23,CONI,0,NVD,1.9496273835526994
2025-05-23,CONI,0,HIMZ,2.0591956871104915
2025-05-23,CONI,0,LABD,2.1333285707021714
2025-05-23,CONI,0,TSLR,2.15035933831043
2025-05-23,CONI,0,RDTL,2.2856481205460257
2025-05-23,CONI,0,LABU,2.305657343012013
2025-05-23,CONI,0,DAPP,2.330461400985641
2025-05-23,CONI,0,URTY,2.455133234049797
2025-05-23,CONI,0,SOFX,2.5683766237887884
2025-05-23,CONI,0,AMDL,2.610450425918697
2025-05-23,CONI,0,TSLT,2.689509279592738
2025-05-23,CONI,0,PILL,2.7527831369901223
2025-05-23,CONI,0,MUU,2.7806592895735953
2025-05-23,CONI,0,HIBS,2.7869928215259043
2025-05-23,CONI,0,UVIX,2.8984239709267015
2025-05-23,CONI,0,SMCX,2.9696416867356517
2025-05-27,BKKT,0,DOMO,0.1271617403530354
2025-05-27,BKKT,0,TIC,0.15610023176951948
2025-05-27,BKKT,0,FTK,0.33534169581118833
2025-05-27,BKKT,0,SYRE,0.358487643725657
2025-05-27,BKKT,0,UPXI,0.36446167664408646
2025-05-27,BKKT,0,HPK,0.39906313810282246
2025-05-27,BKKT,0,AXGN,0.40207901234833443
2025-05-27,BKKT,0,PRTH,0.448395859342241
2025-05-27,BKKT,0,EFXT,0.45673389512514695
2025-05-27,BKKT,0,AMRC,0.46772209720075164
2025-05-27,BKKT,0,LASR,0.46789467805281504
2025-05-27,BKKT,0,AEHR,0.46917832800136505
2025-05-27,BKKT,0,KINS,0.47186065586401504
2025-05-27,BKKT,0,ZYBT,0.47378501089865077
2025-05-27,BKKT,0,LIND,0.4815040405525832
2025-05-27,BKKT,0,THRY,0.49093214809495533
2025-05-27,BKKT,0,SHEN,0.5026726644532848
2025-05-27,BKKT,0,ATOM,0.5193501227556236
2025-05-27,BKKT,0,CVRX,0.5305131392004439
2025-05-27,BKKT,0,STRZ,0.5470105999096351
2025-05-27,BKKT,0,UPB,0.5481270790466888
2025-05-27,BKKT,0,BKSY,0.5724051210091048
2025-05-27,BKKT,0,ESOA,0.5800695415437849
2025-05-27,BKKT,0,SKYT,0.5803552822609284
2025-05-27,BKKT,0,OMSE,0.603227204815858
2025-05-28,EDBL,0,RR,0.288007012376585
2025-05-28,EDBL,0,LUMN,0.3365731016718674
2025-05-28,EDBL,0,QS,0.3641434009795508
2025-05-28,EDBL,0,TMC,0.42099921410381036
2025-05-28,EDBL,0,BB,0.4789175677223956
2025-05-28,EDBL,0,SHLS,0.4874235041818169
2025-05-28,EDBL,0,BTBT,0.6467008306657548
2025-05-28,EDBL,0,CIFR,0.6491220217274714
2025-05-28,EDBL,0,HIVE,0.7718312581773946
2025-05-28,EDBL,0,PTIX,0.7929625839307162
2025-05-28,EDBL,0,PTEN,0.8162729133988051
2025-05-28,EDBL,0,EVGO,0.8178789240142892
2025-05-28,EDBL,0,KIDZ,0.8846260162932529
2025-05-28,EDBL,0,ASM,0.895804420582514
2025-05-28,EDBL,0,UEC,0.9213986089848392
2025-05-28,EDBL,0,RXRX,0.9307180745445458
2025-05-28,EDBL,0,RCKT,0.9802665718680268
2025-05-28,EDBL,0,KSS,0.9843263730635601
2025-05-28,EDBL,0,AGL,1.0423091489123553
2025-05-28,EDBL,0,XRX,1.1635841093505648
2025-05-28,EDBL,0,TSHA,1.1635906170371086
2025-05-28,EDBL,0,KULR,1.1851609141072608
2025-05-28,EDBL,0,CYH,1.2121318755397754
2025-05-28,EDBL,0,BLDP,1.225776148234678
2025-05-28,EDBL,0,BORR,1.2437664531298809
2025-06-03,ALZN,0,KIDZ,0.14150756820241028
2025-06-03,ALZN,0,NG,0.2679053527910644
2025-06-03,ALZN,0,TSHA,0.3499508812819836
2025-06-03,ALZN,0,VZLA,0.4481716588928455
2025-06-03,ALZN,0,REAL,0.4545000900810703
2025-06-03,ALZN,0,AMST,0.5004493002386201
2025-06-03,ALZN,0,ZEO,0.54019046178159
2025-06-03,ALZN,0,UROY,0.6739399897325427
2025-06-03,ALZN,0,ASPI,0.8369673142405565
2025-06-03,ALZN,0,VUZI,0.931942765837604
2025-06-03,ALZN,0,BTM,0.9487706390275048
2025-06-03,ALZN,0,LVWR,0.9850115944408933
2025-06-03,ALZN,0,BDN,1.0081962603363162
2025-06-03,ALZN,0,MQ,1.1210393095601345
2025-06-03,ALZN,0,NAK,1.1431179720867672
2025-06-03,ALZN,0,EU,1.1630821838560936
2025-06-03,ALZN,0,SLS,1.2062096186525708
2025-06-03,ALZN,0,NTCL,1.2179009567314445
2025-06-03,ALZN,0,IBRX,1.2297822392809477
2025-06-03,ALZN,0,AUTL,1.2721122247383927
2025-06-03,ALZN,0,UMAC,1.3079380971993106
2025-06-03,ALZN,0,RR,1.3741579796451107
2025-06-03,ALZN,0,LAES,1.4058993932395072
2025-06-03,ALZN,0,ONDS,1.56571875524564
2025-06-03,ALZN,0,NPWR,1.5677158258763095
2025-06-05,SXTP,0,DPRO,0.3037321832898169
2025-06-05,SXTP,0,MAIA,0.5807585251006718
2025-06-05,SXTP,0,CSTE,0.692602898310616
2025-06-05,SXTP,0,VFS,0.9129726681526714
2025-06-05,SXTP,0,QTTB,1.1526900765187635
2025-06-05,SXTP,0,PHIO,1.3970011972143541
2025-06-05,SXTP,0,HKD,1.7541490482072801
2025-06-05,SXTP,0,PLG,1.9798359148227624
2025-06-05,SXTP,0,MFI,2.1084447116334033
2025-06-05,SXTP,0,NOAH,2.1845338243998413
2025-06-05,SXTP,0,CTGO,2.7652678201083454
2025-06-05,SXTP,0,SA,2.8133154661896493
2025-06-05,SXTP,0,ARLO,3.072626474655879
2025-06-05,SXTP,0,GEF,3.7649782133331504
2025-06-05,SXTP,0,CNXC,3.8498978694411643
2025-06-05,SXTP,0,MGNI,4.139368320133288
2025-06-05,SXTP,0,ONDS,4.15565018598641
2025-06-05,SXTP,0,EDU,4.155982896866504
2025-06-05,SXTP,0,CBRL,4.446149796727987
2025-06-05,SXTP,0,SMG,4.631863639996497
2025-06-05,SXTP,0,TTC,4.639955903025654
2025-06-05,SXTP,0,TGTX,4.72613979116122
2025-06-05,SXTP,0,AGX,4.936134554908191
2025-06-05,SXTP,0,CIEN,5.271986787801725
2025-06-05,SXTP,0,FSM,5.338543727390215
2025-06-06,CONL,0,MSTX,0.5102290125800475
2025-06-06,CONL,0,ARKK,0.9980976225527942
2025-06-06,CONL,0,PLTU,1.3967956440215121
2025-06-06,CONL,0,DUST,1.5278895589806059
2025-06-06,CONL,0,HIMZ,1.8480366841967122
2025-06-06,CONL,0,BOIL,2.0121807550639352
2025-06-06,CONL,0,ROBN,2.030574929075745
2025-06-06,CONL,0,JDST,2.174895626722446
2025-06-06,CONL,0,GDXD,2.1756394689127276
2025-06-06,CONL,0,TEMT,2.4056898406573777
2025-06-06,CONL,0,RGTX,2.4080642605103946
2025-06-06,CONL,0,WGMI,2.6713450324337087
2025-06-06,CONL,0,RDTL,2.9488198511515917
2025-06-06,CONL,0,MSTU,3.0074394162293108
2025-06-06,CONL,0,IONX,3.0431833743090575
2025-06-06,CONL,0,DAPP,3.139886880112052
2025-06-06,CONL,0,MST,3.157496669602536
2025-06-06,CONL,0,MRAL,3.6651067568320737
2025-06-06,CONL,0,NAIL,3.706053341728733
2025-06-06,CONL,0,TSL,3.8033076940824397
2025-06-06,CONL,0,CRWL,3.942904789101776
2025-06-06,CONL,0,MVLL,4.0530224750048625
2025-06-06,CONL,0,QBTX,4.2909744793832285
2025-06-06,CONL,0,SOFX,4.32433754120294
2025-06-06,CONL,0,HOOG,4.428098955011951
2025-06-06,RIOX,0,DAPP,0.5309711964238693
2025-06-06,RIOX,0,WGMI,0.6240471706499879
2025-06-06,RIOX,0,RDTL,0.6673795648472183
2025-06-06,RIOX,0,TSL,0.7279172814273998
2025-06-06,RIOX,0,TEMT,0.889702362426319
2025-06-06,RIOX,0,MST,0.9700373956964943
2025-06-06,RIOX,0,RGTX,1.231293585345946
2025-06-06,RIOX,0,JDST,1.2804134784167376
2025-06-06,RIOX,0,SOFX,1.3939254640931544
2025-06-06,RIOX,0,MRAL,1.6004683821738865
2025-06-06,RIOX,0,ARMG,1.7560081873926867
2025-06-06,RIOX,0,DUST,1.7867215093523234
2025-06-06,RIOX,0,MVLL,1.810184110774582
2025-06-06,RIOX,0,IONX,1.8464515192726174
2025-06-06,RIOX,0,ROBN,1.8954558575985243
2025-06-06,RIOX,0,NAIL,2.168663975230103
2025-06-06,RIOX,0,DJTU,2.2074832607425057
2025-06-06,RIOX,0,HIMZ,2.2170005140115037
2025-06-06,RIOX,0,CRWL,2.4055154226031457
2025-06-06,RIOX,0,BITQ,2.411347784097615
2025-06-06,RIOX,0,QBTX,2.7535851128845987
2025-06-06,RIOX,0,MSOX,2.7726240515197564
2025-06-06,RIOX,0,HOOG,2.89070958851332
2025-06-06,RIOX,0,BOIL,2.9414953507258383
2025-06-06,RIOX,0,TARK,3.019173629454198
2025-06-06,SKYA,0,ASPN,0.05418988128220836
2025-06-06,SKYA,0,VSTM,0.11380108881759199
2025-06-06,SKYA,0,ALT,0.1268427618704544
2025-06-06,SKYA,0,LION,0.157143345683872
2025-06-06,SKYA,0,OST,0.16491693576033328
2025-06-06,SKYA,0,RRGB,0.18737757995166904
2025-06-06,SKYA,0,URGN,0.20943542182751074
2025-06-06,SKYA,0,UMAC,0.23291618688793592
2025-06-06,SKYA,0,CODI,0.23896638201461284
2025-06-06,SKYA,0,PRTA,0.2592707077934946
2025-06-06,SKYA,0,ARVN,0.3465775856917084
2025-06-06,SKYA,0,VVPR,0.35186849203793646
2025-06-06,SKYA,0,PDYN,0.3712872112823944
2025-06-06,SKYA,0,BTM,0.42336198468821973
2025-06-06,SKYA,0,FTRE,0.514035407951805
2025-06-06,SKYA,0,APPS,0.5225619659720444
2025-06-06,SKYA,0,FIP,0.5303005372088496
2025-06-06,SKYA,0,PHAT,0.5705599266438697
2025-06-06,SKYA,0,VIR,0.5758695729072227
2025-06-06,SKYA,0,SGML,0.5794338977259237
2025-06-06,SKYA,0,SEPN,0.6136524683422859
2025-06-06,SKYA,0,COGT,0.6333386162897188
2025-06-06,SKYA,0,AGEN,0.6364997988837771
2025-06-06,SKYA,0,PRCH,0.6404143072535207
2025-06-06,SKYA,0,SLDB,0.642810257089721
2025-06-10,ALAR,0,FVR,0.17626029979396352
2025-06-10,ALAR,0,ACOG,0.28559776079120347
2025-06-10,ALAR,0,AMBR,0.288654545295425
2025-06-10,ALAR,0,KRRO,0.30759220175290247
2025-06-10,ALAR,0,DMRC,0.3167553674581143
2025-06-10,ALAR,0,ZUMZ,0.3422776438395281
2025-06-10,ALAR,0,AZ,0.3582798665743989
2025-06-10,ALAR,0,ORKA,0.40978577466291055
2025-06-10,ALAR,0,ZBIO,0.4198065808646665
2025-06-10,ALAR,0,JFIN,0.4475529107123326
2025-06-10,ALAR,0,VEL,0.47101482258987337
2025-06-10,ALAR,0,ALTS,0.48077895130495163
2025-06-10,ALAR,0,YSG,0.5074076224935087
2025-06-10,ALAR,0,IMXI,0.5224086345418355
2025-06-10,ALAR,0,EGBN,0.5520190816513288
2025-06-10,ALAR,0,CMBT,0.5640293586570788
2025-06-10,ALAR,0,CRVO,0.5878147419866782
2025-06-10,ALAR,0,KRO,0.591698681471716
2025-06-10,ALAR,0,KSCP,0.5918421999849468
2025-06-10,ALAR,0,CEPU,0.6147213836257817
2025-06-10,ALAR,0,CLB,0.6176293481946118
2025-06-10,ALAR,0,CLPT,0.62140885020762
2025-06-10,ALAR,0,SSTK,0.6351850341548206
2025-06-10,ALAR,0,MAX,0.6541684655211544
2025-06-10,ALAR,0,ALTG,0.6848173253790493
2025-06-11,RGTIW,0,RYAM,0.05536326264863445
2025-06-11,RGTIW,0,FUFU,0.1253697380276131
2025-06-11,RGTIW,0,JTAI,0.13567372908702313
2025-06-11,RGTIW,0,NRXP,0.13984417850391573
2025-06-11,RGTIW,0,BULLW,0.14523931782172594
2025-06-11,RGTIW,0,KYTX,0.15394943654780957
2025-06-11,RGTIW,0,FDMT,0.16763174352190235
2025-06-11,RGTIW,0,LODE,0.18911846718580172
2025-06-11,RGTIW,0,HCAT,0.19061935607027092
2025-06-11,RGTIW,0,WHLR,0.19265239012307767
2025-06-11,RGTIW,0,BOSC,0.25919603714274575
2025-06-11,RGTIW,0,PAYS,0.2736992096831401
2025-06-11,RGTIW,0,CDZI,0.3010103231078387
2025-06-11,RGTIW,0,MDCX,0.3210842428621983
2025-06-11,RGTIW,0,KOD,0.32803352902788396
2025-06-11,RGTIW,0,HYMC,0.3846453942500623
2025-06-11,RGTIW,0,LUNG,0.38686061296386454
2025-06-11,RGTIW,0,ZONE,0.4273758050369718
2025-06-11,RGTIW,0,ENGS,0.43926196886655977
2025-06-11,RGTIW,0,ACHV,0.4517979250452404
2025-06-11,RGTIW,0,TGEN,0.45331608887886565
2025-06-11,RGTIW,0,CRVS,0.4614907771027812
2025-06-11,RGTIW,0,VYGR,0.4722893160005843
2025-06-11,RGTIW,0,TERN,0.4759143844546241
2025-06-11,RGTIW,0,OLMA,0.4921696647831688
2025-06-11,FMST,0,LICN,0.3350597649518494
2025-06-11,FMST,0,MFI,0.5085727940069003
2025-06-11,FMST,0,EGHT,0.6645737165227255
2025-06-11,FMST,0,VLRS,0.6779417966838199
2025-06-11,FMST,0,CMTG,0.6858516946759889
2025-06-11,FMST,0,KODK,0.8041560589395824
2025-06-11,FMST,0,MYGN,0.8098230890041485
2025-06-11,FMST,0,AMPY,0.818246516443436
2025-06-11,FMST,0,POET,0.8639518440888758
2025-06-11,FMST,0,WBUY,0.9081542675853496
2025-06-11,FMST,0,TV,0.9158707574845734
2025-06-11,FMST,0,JBI,1.0530306190065466
2025-06-11,FMST,0,EVH,1.084205787330089
2025-06-11,FMST,0,NTCL,1.0943769393139418
2025-06-11,FMST,0,HOVR,1.1628272820027918
2025-06-11,FMST,0,NCMI,1.2176100017959088
2025-06-11,FMST,0,OMEX,1.2272145317126157
2025-06-11,FMST,0,TALO,1.3343445459865109
2025-06-11,FMST,0,GWH,1.3398065887653716
2025-06-11,FMST,0,EOLS,1.4249560146358413
2025-06-11,FMST,0,ONL,1.4493494323579466
2025-06-11,FMST,0,GETY,1.6212197475272396
2025-06-11,FMST,0,NRDY,1.6443346384623219
2025-06-11,FMST,0,CAL,1.6512439948095814
2025-06-11,FMST,0,WTTR,1.6526905920714832
2025-06-12,ARAI,0,UMAC,0.3865482302036849
2025-06-12,ARAI,0,PHAT,0.5355746127480403
2025-06-12,ARAI,0,TAC,0.6924329691114077
2025-06-12,ARAI,0,BZ,0.8524648594396993
2025-06-12,ARAI,0,MFI,0.8849456454435782
2025-06-12,ARAI,0,PGY,0.9794967466664528
2025-06-12,ARAI,0,ARRY,1.0474204376398872
2025-06-12,ARAI,0,NN,1.2272885803364821
2025-06-12,ARAI,0,IMNM,1.252102219846139
2025-06-12,ARAI,0,EVGO,1.282129386558291
2025-06-12,ARAI,0,TALK,1.2978163543112993
2025-06-12,ARAI,0,KWM,1.300146531340109
2025-06-12,ARAI,0,SAIL,1.3689311389769006
2025-06-12,ARAI,0,MNTN,1.3900746755402555
2025-06-12,ARAI,0,CRK,1.5342743259470333
2025-06-12,ARAI,0,CATX,1.5716742635401246
2025-06-12,ARAI,0,CDNA,1.6173754674235052
2025-06-12,ARAI,0,MASS,1.653722680030081
2025-06-12,ARAI,0,LILAK,1.6621247500832736
2025-06-12,ARAI,0,OEC,1.681920348347914
2025-06-12,ARAI,0,BSLK,1.8308473686643099
2025-06-12,ARAI,0,NRXS,1.8416923947116015
2025-06-12,ARAI,0,RKT,1.8454809501228158
2025-06-12,ARAI,0,GAMB,1.8882500202600592
2025-06-12,ARAI,0,CPRX,1.9022587523834678
2025-06-12,ZENA,0,KWM,0.5627916374537558
2025-06-12,ZENA,0,EXK,0.5843139745371189
2025-06-12,ZENA,0,EOSE,0.7529430922780305
2025-06-12,ZENA,0,ARRY,0.8155177311539776
2025-06-12,ZENA,0,EVLV,0.8717768693619854
2025-06-12,ZENA,0,INAB,0.8831595257925904
2025-06-12,ZENA,0,EVGO,0.8836080751463107
2025-06-12,ZENA,0,ASM,0.9851629468525276
2025-06-12,ZENA,0,ZEO,1.0207842811807937
2025-06-12,ZENA,0,BLDP,1.1068369994161147
2025-06-12,ZENA,0,RKT,1.1088456668644118
2025-06-12,ZENA,0,CGC,1.1415658391984023
2025-06-12,ZENA,0,YMM,1.2625465307458135
2025-06-12,ZENA,0,URGN,1.2713406975284332
2025-06-12,ZENA,0,REAL,1.280527329042877
2025-06-12,ZENA,0,PONY,1.3926541269476647
2025-06-12,ZENA,0,NRXS,1.3992927008344298
2025-06-12,ZENA,0,FFAI,1.3998346977586342
2025-06-12,ZENA,0,AMPX,1.427111067231789
2025-06-12,ZENA,0,PHAT,1.4505495778614534
2025-06-12,ZENA,0,BTM,1.4647834600859457
2025-06-12,ZENA,0,UMAC,1.47638993859018
2025-06-12,ZENA,0,MFI,1.6215809287019822
2025-06-12,ZENA,0,SLDP,1.6468363808252087
2025-06-12,ZENA,0,ONDS,1.7350936023744632
2025-06-13,UMAC,0,NEXT,0.807003787440574
2025-06-13,UMAC,0,NG,0.8659471486044428
2025-06-13,UMAC,0,HLF,0.9560916943551092
2025-06-13,UMAC,0,ASM,1.107406242408523
2025-06-13,UMAC,0,PTEN,1.4278032922641195
2025-06-13,UMAC,0,UUUU,1.4503824842962398
2025-06-13,UMAC,0,ACDC,1.4596717857935975
2025-06-13,UMAC,0,XPRO,1.4613953162298734
2025-06-13,UMAC,0,EQX,1.537390008804343
2025-06-13,UMAC,0,AR,1.613240189879205
2025-06-13,UMAC,0,GPRE,1.6353767721296597
2025-06-13,UMAC,0,ZGN,1.6527047134013966
2025-06-13,UMAC,0,BORR,1.7478076351460992
2025-06-13,UMAC,0,TTI,1.7853979274132714
2025-06-13,UMAC,0,CIVI,1.9932481749223916
2025-06-13,UMAC,0,UAVS,2.045122282706192
2025-06-13,UMAC,0,MP,2.088821145474891
2025-06-13,UMAC,0,EGY,2.1517375982883364
2025-06-13,UMAC,0,SEI,2.161593790788188
