day,symbol,entry_m,ctrl
2025-03-04,MAXN,604,HP
2025-03-04,MAXN,604,TPET
2025-03-04,MAXN,604,BC
2025-03-04,MAXN,604,CNMD
2025-03-04,MAXN,604,MASI
2025-03-04,MAXN,604,CRCT
2025-03-04,MAXN,604,GIFT
2025-03-04,MAXN,604,BPOP
2025-03-04,MAXN,604,ONTO
2025-03-04,MAXN,604,CCSI
2025-03-04,MAXN,604,HGV
2025-03-04,MAXN,604,CELZ
2025-03-04,MAXN,604,ATYR
2025-03-04,MAXN,604,DAPP
2025-03-04,MAXN,604,RRC
2025-03-04,MAXN,604,RVPH
2025-03-11,EWCZ,596,GERN
2025-03-11,EWCZ,596,KTTA
2025-03-11,EWCZ,596,CBUS
2025-03-11,EWCZ,596,ICU
2025-03-11,EWCZ,596,BARK
2025-03-11,EWCZ,596,HPP
2025-03-11,EWCZ,596,BYRN
2025-03-11,EWCZ,596,PRAX
2025-03-11,EWCZ,596,URTY
2025-03-11,EWCZ,596,VAL
2025-03-11,EWCZ,596,ADPT
2025-03-11,EWCZ,596,CODI
2025-03-11,EWCZ,596,MUU
2025-03-11,EWCZ,596,SVIX
2025-03-11,EWCZ,596,IE
2025-03-11,EWCZ,596,ARQQ
2025-03-11,EWCZ,596,VIR
2025-03-11,EWCZ,596,CLDT
2025-03-11,EWCZ,596,BHVN
2025-03-11,EWCZ,596,AFRM
2025-03-11,EWCZ,596,BA
2025-03-11,EWCZ,596,RH
2025-03-11,EWCZ,596,EME
2025-03-11,EWCZ,596,CRK
2025-03-11,EWCZ,596,CHTR
2025-03-19,KBSX,607,CYN
2025-03-19,KBSX,607,RADX
2025-03-19,KBSX,607,IHS
2025-03-19,KBSX,607,ALBT
2025-03-19,KBSX,607,OUST
2025-03-19,KBSX,607,NVDX
2025-03-19,KBSX,607,MSTZ
2025-03-19,KBSX,607,CELH
2025-03-19,KBSX,607,CLIK
2025-03-19,KBSX,607,MIRA
2025-03-19,KBSX,607,REPL
2025-03-19,KBSX,607,DOMO
2025-03-19,KBSX,607,DSY
2025-03-19,KBSX,607,UBRL
2025-03-19,KBSX,607,PHUN
2025-03-19,KBSX,607,APH
2025-03-19,KBSX,607,ECG
2025-03-19,KBSX,607,TEAM
2025-03-19,KBSX,607,CSIQ
2025-03-19,KBSX,607,EYPT
2025-03-19,KBSX,607,GLMD
2025-03-19,KBSX,607,CABO
2025-03-19,KBSX,607,GTBP
2025-03-19,KBSX,607,WEST
2025-03-19,KBSX,607,ZYXI
2025-03-20,OM,626,GYRE
2025-03-20,OM,626,SSP
2025-03-20,OM,626,OSRH
2025-03-20,OM,626,BNRG
2025-03-20,OM,626,SLN
2025-03-20,OM,626,DNA
2025-03-20,OM,626,JSPR
2025-03-20,OM,626,ARVN
2025-03-20,OM,626,FENC
2025-03-20,OM,626,BAOS
2025-03-20,OM,626,GOGO
2025-03-20,OM,626,UAMY
2025-03-20,OM,626,MRVI
2025-03-20,OM,626,SACH
2025-03-20,OM,626,RETL
2025-03-20,OM,626,NVD
2025-03-20,OM,626,BZFD
2025-03-20,OM,626,TSLZ
2025-03-20,OM,626,IT
2025-03-20,OM,626,RKT
2025-03-20,OM,626,ALAR
2025-03-20,OM,626,GDC
2025-03-20,OM,626,BNED
2025-03-20,OM,626,CRML
2025-03-20,OM,626,GTEC
2025-03-20,TITN,584,BMGL
2025-03-20,TITN,584,TMDX
2025-03-20,TITN,584,TBI
2025-03-20,TITN,584,CLSK
2025-03-20,TITN,584,CGC
2025-03-20,TITN,584,AGEN
2025-03-20,TITN,584,CRTO
2025-03-20,TITN,584,CAL
2025-03-20,TITN,584,XNCR
2025-03-20,TITN,584,RUN
2025-03-20,TITN,584,TSDD
2025-03-20,TITN,584,SOPA
2025-03-20,TITN,584,BZAI
2025-03-20,TITN,584,EDIT
2025-03-20,TITN,584,CLPR
2025-03-20,TITN,584,KRMN
2025-03-20,TITN,584,ZYXI
2025-03-20,TITN,584,BOF
2025-03-20,TITN,584,GSUN
2025-03-20,TITN,584,SWIN
2025-03-20,TITN,584,VIOT
2025-03-20,TITN,584,EHTH
2025-03-20,TITN,584,SINT
2025-03-20,TITN,584,PYXS
2025-03-20,TITN,584,XBP
2025-03-31,WHLR,644,QNCX
2025-03-31,WHLR,644,CRVO
2025-03-31,WHLR,644,SPXS
2025-03-31,WHLR,644,STRW
2025-03-31,WHLR,644,HIMZ
2025-03-31,WHLR,644,PCT
2025-03-31,WHLR,644,ICU
2025-03-31,WHLR,644,BYRN
2025-03-31,WHLR,644,HTCO
2025-03-31,WHLR,644,LYV
2025-03-31,WHLR,644,MEXX
2025-03-31,WHLR,644,KAI
2025-03-31,WHLR,644,NVDQ
2025-03-31,WHLR,644,SAIL
2025-03-31,WHLR,644,SBIT
2025-03-31,WHLR,644,ETON
2025-03-31,WHLR,644,CZR
2025-03-31,WHLR,644,KROS
2025-03-31,WHLR,644,EVTL
2025-03-31,WHLR,644,PERF
2025-03-31,WHLR,644,GDXD
2025-03-31,WHLR,644,GCL
2025-03-31,WHLR,644,BLUE
2025-03-31,WHLR,644,NDLS
2025-03-31,WHLR,644,SATL
2025-04-07,TNXP,596,BKV
2025-04-07,TNXP,596,UVXY
2025-04-07,TNXP,596,GMRE
2025-04-07,TNXP,596,ALIT
2025-04-07,TNXP,596,RDN
2025-04-07,TNXP,596,BCPC
2025-04-07,TNXP,596,SCSC
2025-04-07,TNXP,596,DSGN
2025-04-07,TNXP,596,CUZ
2025-04-07,TNXP,596,MYPS
2025-04-07,TNXP,596,NIO
2025-04-07,TNXP,596,OMER
2025-04-07,TNXP,596,GPK
2025-04-07,TNXP,596,DNP
2025-04-07,TNXP,596,FICO
2025-04-07,TNXP,596,RDDT
2025-04-07,TNXP,596,BDX
2025-04-07,TNXP,596,MREO
2025-04-07,TNXP,596,TIC
2025-04-07,TNXP,596,CNO
2025-04-07,TNXP,596,MODV
2025-04-07,TNXP,596,URBN
2025-04-07,TNXP,596,MSGS
2025-04-07,TNXP,596,NTGR
2025-04-07,TNXP,596,GEL
2025-04-16,FATN,605,MAGX
2025-04-16,FATN,605,SOC
2025-04-16,FATN,605,PROF
2025-04-16,FATN,605,CSIQ
2025-04-16,FATN,605,BDTX
2025-04-16,FATN,605,URTY
2025-04-16,FATN,605,CONL
2025-04-16,FATN,605,BCAL
2025-04-16,FATN,605,TZA
2025-04-16,FATN,605,PLCE
2025-04-16,FATN,605,VMAR
2025-04-16,FATN,605,SUPV
2025-04-16,FATN,605,VRA
2025-04-16,FATN,605,GTN
2025-04-16,FATN,605,MUU
2025-04-16,FATN,605,BAER
2025-04-16,FATN,605,MULL
2025-04-16,FATN,605,TVTX
2025-04-16,FATN,605,GRO
2025-04-16,FATN,605,ORGO
2025-04-16,FATN,605,EOS
2025-04-16,FATN,605,EPIX
2025-04-16,FATN,605,LZM
2025-04-16,FATN,605,FORM
2025-04-16,FATN,605,AVGX
2025-05-02,CPS,592,NX
2025-05-02,CPS,592,UAMY
2025-05-02,CPS,592,SOLT
2025-05-02,CPS,592,ABOS
2025-05-02,CPS,592,CRK
2025-05-02,CPS,592,SEM
2025-05-02,CPS,592,ZVZZT
2025-05-02,CPS,592,ONTO
2025-05-02,CPS,592,BKKT
2025-05-02,CPS,592,ICCM
2025-05-02,CPS,592,RGA
2025-05-02,CPS,592,INMB
2025-05-02,CPS,592,EVLV
2025-05-02,CPS,592,NFGC
2025-05-02,CPS,592,LBTYA
2025-05-02,CPS,592,PGEN
2025-05-02,CPS,592,OMH
2025-05-02,CPS,592,MTRN
2025-05-02,CPS,592,MPWR
2025-05-02,CPS,592,MSTU
2025-05-02,CPS,592,BLIV
2025-05-02,CPS,592,RMBL
2025-05-02,CPS,592,OMEX
2025-05-02,CPS,592,HYLN
2025-05-02,CPS,592,LGCB
2025-05-16,TSSI,597,NVRI
2025-05-16,TSSI,597,LODE
2025-05-16,TSSI,597,RZLV
2025-05-16,TSSI,597,VERV
2025-05-16,TSSI,597,GMED
2025-05-16,TSSI,597,SUNE
2025-05-16,TSSI,597,CHRO
2025-05-16,TSSI,597,THAR
2025-05-16,TSSI,597,IMRX
2025-05-16,TSSI,597,MAMA
2025-05-16,TSSI,597,LRMR
2025-05-16,TSSI,597,SIDU
2025-05-16,TSSI,597,QUIK
2025-05-16,TSSI,597,KRRO
2025-05-16,TSSI,597,HRTX
2025-05-16,TSSI,597,IMCR
2025-05-16,TSSI,597,HCC
2025-05-16,TSSI,597,ASST
2025-05-16,TSSI,597,DOUG
2025-05-16,TSSI,597,POWL
2025-05-16,TSSI,597,PAL
2025-05-16,TSSI,597,EU
2025-05-16,TSSI,597,MYNZ
2025-05-16,TSSI,597,MSOS
2025-05-16,TSSI,597,SGMT
2025-05-23,RYET,614,OSTX
2025-05-23,RYET,614,NEGG
2025-05-23,RYET,614,MIND
2025-05-23,RYET,614,CRDL
2025-05-23,RYET,614,ARTV
2025-05-23,RYET,614,GDXD
2025-05-23,RYET,614,WIMI
2025-05-23,RYET,614,SOFX
2025-05-23,RYET,614,BTU
2025-05-23,RYET,614,BAER
2025-05-23,RYET,614,PSIX
2025-05-23,RYET,614,SOL
2025-05-23,RYET,614,AEHR
2025-05-23,RYET,614,QBTS
2025-05-23,RYET,614,GME
2025-05-23,RYET,614,VTYX
2025-05-23,RYET,614,GPRK
2025-05-23,RYET,614,TYRA
2025-05-23,RYET,614,CBUS
2025-05-23,RYET,614,DPRO
2025-05-23,RYET,614,TGEN
2025-05-23,RYET,614,FNKO
2025-05-23,RYET,614,BON
2025-05-23,RYET,614,GNLX
2025-05-23,RYET,614,TPET
2025-05-28,FMST,582,NUVB
2025-05-28,FMST,582,SIEB
2025-05-28,FMST,582,KRMD
2025-05-28,FMST,582,KC
2025-05-28,FMST,582,FOSL
2025-05-28,FMST,582,QMCO
2025-05-28,FMST,582,DTSS
2025-05-28,FMST,582,RSI
2025-05-28,FMST,582,RGTIW
2025-05-28,FMST,582,XRX
2025-05-28,FMST,582,ICU
2025-05-28,FMST,582,BTDR
2025-05-28,FMST,582,OMER
2025-05-28,FMST,582,SVRE
2025-05-28,FMST,582,MNDR
2025-05-28,FMST,582,KLXE
2025-05-28,FMST,582,AIP
2025-05-28,FMST,582,DEFT
2025-05-28,FMST,582,KRO
2025-05-28,FMST,582,CNTY
2025-05-28,FMST,582,RDZN
2025-05-28,FMST,582,RMBL
2025-05-28,FMST,582,AVL
2025-05-28,FMST,582,SPCE
2025-05-28,FMST,582,SAGT
2025-06-09,NEGG,625,FULC
2025-06-09,NEGG,625,ALMU
2025-06-09,NEGG,625,UP
2025-06-09,NEGG,625,BOIL
2025-06-09,NEGG,625,ABOS
2025-06-09,NEGG,625,YMAB
2025-06-09,NEGG,625,IHRT
2025-06-09,NEGG,625,GRPN
2025-06-09,NEGG,625,CSTL
2025-06-09,NEGG,625,AMBC
2025-06-09,NEGG,625,IMMX
2025-06-09,NEGG,625,TSLR
2025-06-09,NEGG,625,PLTU
2025-06-09,NEGG,625,ROLR
2025-06-09,NEGG,625,NEO
2025-06-09,NEGG,625,ARQT
2025-06-09,NEGG,625,AEVA
2025-06-09,NEGG,625,DJTU
2025-06-09,NEGG,625,ARKO
2025-06-09,NEGG,625,ESPR
2025-06-09,NEGG,625,QIPT
2025-06-09,NEGG,625,XNET
2025-06-09,NEGG,625,WLDS
2025-06-09,NEGG,625,ABTS
2025-06-09,NEGG,625,BEAM
2025-06-16,AGIG,592,ECOR
2025-06-16,AGIG,592,SANA
2025-06-16,AGIG,592,BOIL
2025-06-16,AGIG,592,PTLO
2025-06-16,AGIG,592,SHLS
2025-06-16,AGIG,592,ZURA
2025-06-16,AGIG,592,ROBN
2025-06-16,AGIG,592,SKYT
2025-06-16,AGIG,592,BLMN
2025-06-16,AGIG,592,ASST
2025-06-16,AGIG,592,OP
2025-06-16,AGIG,592,TZUP
2025-06-16,AGIG,592,MULN
2025-06-16,AGIG,592,ALMU
2025-06-16,AGIG,592,ZJK
2025-06-16,AGIG,592,HUSA
2025-06-16,AGIG,592,SYM
2025-06-16,AGIG,592,INUV
2025-06-16,AGIG,592,SEER
2025-06-16,AGIG,592,GYRE
2025-06-16,AGIG,592,QBTS
2025-06-16,AGIG,592,IOVA
2025-06-16,AGIG,592,PAL
2025-06-16,AGIG,592,STRZ
2025-06-16,AGIG,592,TIL
2025-07-09,EGG,597,STRZ
2025-07-09,EGG,597,FUFU
2025-07-09,EGG,597,DTI
2025-07-09,EGG,597,CGEM
2025-07-09,EGG,597,SNBR
2025-07-09,EGG,597,SEI
2025-07-09,EGG,597,XCUR
2025-07-09,EGG,597,SOLT
2025-07-09,EGG,597,ETH
2025-07-09,EGG,597,ONCO
2025-07-09,EGG,597,ALTG
2025-07-09,EGG,597,GSIW
2025-07-09,EGG,597,GTBP
2025-07-09,EGG,597,AHCO
2025-07-09,EGG,597,LIVE
2025-07-09,EGG,597,RGNX
2025-07-09,EGG,597,SHCO
2025-07-09,EGG,597,NXDT
2025-07-09,EGG,597,RGTX
2025-07-09,EGG,597,NVCT
2025-07-09,EGG,597,NEON
2025-07-09,EGG,597,CTEV
2025-07-09,EGG,597,FDMT
2025-07-09,EGG,597,YMAB
2025-07-09,EGG,597,RCON
2025-08-07,SDM,618,ACIW
2025-08-07,SDM,618,NEO
2025-08-07,SDM,618,PNTG
2025-08-07,SDM,618,VECO
2025-08-07,SDM,618,VREX
2025-08-07,SDM,618,ZURA
2025-08-07,SDM,618,HYPR
2025-08-07,SDM,618,NBR
2025-08-07,SDM,618,DAVE
2025-08-07,SDM,618,HLF
2025-08-07,SDM,618,HYPD
2025-08-07,SDM,618,USD
2025-08-07,SDM,618,ALTO
2025-08-07,SDM,618,RNAZ
2025-08-07,SDM,618,S
2025-08-07,SDM,618,EGY
2025-08-07,SDM,618,INBS
2025-08-07,SDM,618,ZBIO
2025-08-07,SDM,618,TBHC
2025-08-07,SDM,618,SVC
2025-08-07,SDM,618,KLTR
2025-08-07,SDM,618,OOMA
2025-08-07,SDM,618,AVAH
2025-08-07,SDM,618,ZG
2025-08-07,SDM,618,OSTX
2025-09-11,FABC,593,CTRN
2025-09-11,FABC,593,SISI
2025-09-11,FABC,593,LBTYK
2025-09-11,FABC,593,DOCN
2025-09-11,FABC,593,KITT
2025-09-11,FABC,593,RRGB
2025-09-11,FABC,593,OPAD
2025-09-11,FABC,593,MRM
2025-09-11,FABC,593,TNYA
2025-09-11,FABC,593,CTOR
2025-09-11,FABC,593,UPSX
2025-09-11,FABC,593,BZAI
2025-09-11,FABC,593,FLNC
2025-09-11,FABC,593,UPC
2025-09-11,FABC,593,DOW
2025-09-11,FABC,593,IMAB
2025-09-11,FABC,593,VIOT
2025-09-11,FABC,593,MTRX
2025-09-11,FABC,593,TNON
2025-09-11,FABC,593,MOGO
2025-09-11,FABC,593,QH
2025-09-11,FABC,593,BMRA
2025-09-11,FABC,593,SYTA
2025-09-11,FABC,593,GMEU
2025-09-11,FABC,593,TE
2025-09-11,SBLX,593,SPCE
2025-09-11,SBLX,593,USAS
2025-09-11,SBLX,593,OMDA
2025-09-11,SBLX,593,OPRT
2025-09-11,SBLX,593,RMNI
2025-09-11,SBLX,593,TUYA
2025-09-11,SBLX,593,GRI
2025-09-11,SBLX,593,CHSN
2025-09-11,SBLX,593,VOR
2025-09-11,SBLX,593,CMPS
2025-09-11,SBLX,593,OFAL
2025-09-11,SBLX,593,AGL
2025-09-11,SBLX,593,UNCY
2025-09-11,SBLX,593,HIVE
2025-09-11,SBLX,593,AMN
2025-09-11,SBLX,593,DNA
2025-09-11,SBLX,593,FGNX
2025-09-11,SBLX,593,KR
2025-09-11,SBLX,593,FCEL
2025-09-11,SBLX,593,LRCX
2025-09-11,SBLX,593,METC
2025-09-11,SBLX,593,ULCC
2025-09-11,SBLX,593,EPSM
2025-09-11,SBLX,593,EMPG
2025-09-11,SBLX,593,YSXT
2025-10-13,AQMS,579,PYXS
2025-10-13,AQMS,579,PLXS
2025-10-13,AQMS,579,ZENA
2025-10-13,AQMS,579,HOVR
2025-10-13,AQMS,579,NTSK
2025-10-13,AQMS,579,XTIA
2025-10-13,AQMS,579,AMBO
2025-10-13,AQMS,579,CRMLW
2025-10-13,AQMS,579,FFAI
2025-10-13,AQMS,579,MSTU
2025-10-13,AQMS,579,VSH
2025-10-13,AQMS,579,SBET
2025-10-13,AQMS,579,BLDP
2025-10-13,AQMS,579,QTRX
2025-10-13,AQMS,579,TGHL
2025-10-13,AQMS,579,LAC
2025-10-13,AQMS,579,CCJ
2025-10-13,AQMS,579,ATLX
2025-10-13,AQMS,579,TRDA
2025-10-13,AQMS,579,CVGI
2025-10-13,AQMS,579,KALV
2025-10-13,AQMS,579,AAP
2025-10-13,AQMS,579,NAMS
2025-10-13,AQMS,579,LZM
2025-10-13,AQMS,579,TALK
2025-10-13,IPDN,597,CRSP
2025-10-13,IPDN,597,ESTA
2025-10-13,IPDN,597,W
2025-10-13,IPDN,597,GV
2025-10-13,IPDN,597,CRCD
2025-10-13,IPDN,597,OTLK
2025-10-13,IPDN,597,QH
2025-10-13,IPDN,597,CCCC
2025-10-13,IPDN,597,SPRB
2025-10-13,IPDN,597,ALM
2025-10-13,IPDN,597,CHNR
2025-10-13,IPDN,597,FIGR
2025-10-13,IPDN,597,JOBY+
2025-10-13,IPDN,597,TELA
2025-10-13,IPDN,597,MYO
2025-10-13,IPDN,597,AMBO
2025-10-13,IPDN,597,LZM
2025-10-13,IPDN,597,AREB
2025-10-13,IPDN,597,SNTG
2025-10-13,IPDN,597,MDAI
2025-10-13,IPDN,597,HUT
2025-10-13,IPDN,597,NEOV
2025-10-13,IPDN,597,DVLT
2025-10-13,IPDN,597,MGTX
2025-10-13,IPDN,597,WOOF
2025-10-16,DFNS,578,LHSW
2025-10-16,DFNS,578,DCOM
2025-10-16,DFNS,578,NNE
2025-10-16,DFNS,578,NIXX
2025-10-16,DFNS,578,FLOC
2025-10-16,DFNS,578,VELO
2025-10-16,DFNS,578,NFGC
2025-10-16,DFNS,578,PROP
2025-10-16,DFNS,578,WASH
2025-10-16,DFNS,578,INDO
2025-10-16,DFNS,578,URNM
2025-10-16,DFNS,578,MNMD
2025-10-16,DFNS,578,CRBU
2025-10-16,DFNS,578,ETSY
2025-10-16,DFNS,578,BOW
2025-10-16,DFNS,578,NCT
2025-10-16,DFNS,578,DLLL
2025-10-16,DFNS,578,RDW
2025-10-16,DFNS,578,IRD
2025-10-16,DFNS,578,WSBC
2025-10-16,DFNS,578,OUST
2025-10-16,DFNS,578,RGTI
2025-10-16,DFNS,578,TSE
2025-10-16,DFNS,578,JFBR
2025-10-16,DFNS,578,GEVX
2025-11-05,DTCK,585,SPIR
2025-11-05,DTCK,585,OMI
2025-11-05,DTCK,585,JRVR
2025-11-05,DTCK,585,CLS
2025-11-05,DTCK,585,CWD
2025-11-05,DTCK,585,SINT
2025-11-05,DTCK,585,ALK
2025-11-05,DTCK,585,SWK
2025-11-05,DTCK,585,ERAS
2025-11-05,DTCK,585,UAVS
2025-11-05,DTCK,585,FRMI
2025-11-05,DTCK,585,SFIX
2025-11-05,DTCK,585,NCNA
2025-11-05,DTCK,585,TARS
2025-11-05,DTCK,585,NUS
2025-11-05,DTCK,585,MDAI
2025-11-05,DTCK,585,COCO
2025-11-05,DTCK,585,ETHD
2025-11-05,DTCK,585,LTH
2025-11-05,DTCK,585,DH
2025-11-05,DTCK,585,PRCT
2025-11-05,DTCK,585,CVU
2025-11-05,DTCK,585,BALY
2025-11-05,DTCK,585,CDNA
2025-11-05,DTCK,585,PRKS
2025-11-14,AREN,586,VERO
2025-11-14,AREN,586,TNDM
2025-11-14,AREN,586,WKEY
2025-11-14,AREN,586,BITX
2025-11-14,AREN,586,HYPR
2025-11-14,AREN,586,MXCT
2025-11-14,AREN,586,CING
2025-11-14,AREN,586,CCSI
2025-11-14,AREN,586,BCG
2025-11-14,AREN,586,GHM
2025-11-14,AREN,586,XPON
2025-11-14,AREN,586,FHTX
2025-11-14,AREN,586,TZUP
2025-11-14,AREN,586,SKYX
2025-11-14,AREN,586,TBBB
2025-11-14,AREN,586,PLAY
2025-11-14,AREN,586,HAIN
2025-11-14,AREN,586,GXAI
2025-11-14,AREN,586,BZAI
2025-11-14,AREN,586,REFR
2025-11-14,AREN,586,FRMI
2025-11-14,AREN,586,ELWS
2025-11-14,AREN,586,OABI
2025-11-14,AREN,586,AARD
2025-11-14,AREN,586,COHR
2025-11-14,PAAI,586,TSLZ
2025-11-14,PAAI,586,NVT
2025-11-14,PAAI,586,RNAC
2025-11-14,PAAI,586,AGI
2025-11-14,PAAI,586,CDZI
2025-11-14,PAAI,586,LIF
2025-11-14,PAAI,586,CIA
2025-11-14,PAAI,586,ONDS
2025-11-14,PAAI,586,CGON
2025-11-14,PAAI,586,ROBN
2025-11-14,PAAI,586,LFS
2025-11-14,PAAI,586,DDS
2025-11-14,PAAI,586,ALLT
2025-11-14,PAAI,586,METCB
2025-11-14,PAAI,586,POET
2025-11-14,PAAI,586,SPXU
2025-11-14,PAAI,586,FRHC
2025-11-14,PAAI,586,NUTX
2025-11-14,PAAI,586,ATOM
2025-11-14,PAAI,586,SOFI
2025-11-14,PAAI,586,HUT
2025-11-14,PAAI,586,NBIL
2025-11-14,PAAI,586,VTLE
2025-11-14,PAAI,586,AMUU
2025-11-14,PAAI,586,MOVE
2025-11-20,VELO,586,CEPU
2025-11-20,VELO,586,GUSH
2025-11-20,VELO,586,LPSN
2025-11-20,VELO,586,CHRS
2025-11-20,VELO,586,ELVA
2025-11-20,VELO,586,YMM
2025-11-20,VELO,586,DFDVW
2025-11-20,VELO,586,AMAT
2025-11-20,VELO,586,AVNS
2025-11-20,VELO,586,DLO
2025-11-20,VELO,586,IBIT
2025-11-20,VELO,586,EZET
2025-11-20,VELO,586,SMST
2025-11-20,VELO,586,TWM
2025-11-20,VELO,586,LOMA
2025-11-20,VELO,586,TRFK
2025-11-20,VELO,586,MNRO
2025-11-20,VELO,586,RH
2025-11-20,VELO,586,TXG
2025-11-20,VELO,586,OSIS
2025-11-20,VELO,586,YBIT
2025-11-20,VELO,586,BDMD
2025-11-20,VELO,586,AXGN
2025-11-20,VELO,586,IMDX
2025-11-20,VELO,586,TDOC
2025-12-08,PHGE,538,TSHA
2025-12-08,PHGE,538,AMKR
2025-12-08,PHGE,538,ERIE
2025-12-08,PHGE,538,AVD
2025-12-08,PHGE,538,SPCE
2025-12-08,PHGE,538,NXTT
2025-12-08,PHGE,538,CMCT
2025-12-08,PHGE,538,CBRL
2025-12-08,PHGE,538,IREX
2025-12-08,PHGE,538,NUAI
2025-12-08,PHGE,538,CYCN
2025-12-08,PHGE,538,XZO
2025-12-08,PHGE,538,TNXP
2025-12-08,PHGE,538,USAS
2025-12-08,PHGE,538,NBIG
2025-12-08,PHGE,538,FUFU
2025-12-08,PHGE,538,CGEM
2025-12-08,PHGE,538,LESL
2025-12-08,PHGE,538,ELVN
2025-12-08,PHGE,538,ACHR+
2025-12-08,PHGE,538,TECX
2025-12-08,PHGE,538,MODG
2025-12-08,PHGE,538,FLX
2025-12-08,PHGE,538,KYMR
2025-12-08,PHGE,538,VRTL
2025-12-23,KZIA,636,CIFU
2025-12-23,KZIA,636,WLAC
2025-12-23,KZIA,636,OMER
2025-12-23,KZIA,636,OLPX
2025-12-23,KZIA,636,BKKT
2025-12-23,KZIA,636,RZLV
2025-12-23,KZIA,636,HTOO
2025-12-23,KZIA,636,SEAT
2025-12-23,KZIA,636,TRAW
2025-12-23,KZIA,636,AQMS
2025-12-23,KZIA,636,JBIO
2025-12-23,KZIA,636,PLAG
2025-12-23,KZIA,636,AIV
2025-12-23,KZIA,636,PROF
2025-12-23,KZIA,636,NGNE
2025-12-23,KZIA,636,ANGX
2025-12-23,KZIA,636,WKSP
2025-12-23,KZIA,636,NBIL
2025-12-23,KZIA,636,AXTI
