day,symbol,split,entry_price,r_pct,book_r,entry_m,gap_pct,prev_close,adv20,advd
2025-01-02,ICG,TRAIN,3.8916399999999993,6.723684210526318,1.4483026918328918,0,15.151515151515152,3.3,290654.1,1305036.909
2025-01-02,TSLQ,TRAIN,29.8088591,5.067250437828371,-0.5135856321684339,0,6.64923421740755,26.77,11144268.45,334773824.238
2025-01-06,ONDS,TRAIN,3.0881367,6.193442622950815,-0.6858445977512998,0,8.928571428571429,2.8,10065817.85,27077050.0165
2025-01-06,DFNS,TRAIN,24.6224464,3.828711256117457,3.315203604149688,0,8.977777777777776,22.5,12806206.2,360494704.53
2025-01-07,SMST,TRAIN,4.76425,4.077253218884128,-1.074951986146819,0,7.126436781609208,4.35,24044255.95,125511016.05899999
2025-01-07,MUU,TRAIN,23.003805,2.776563183209436,0.4605788370817064,0,8.749405611031857,21.03,519366.15,11524734.868500002
2025-01-10,KITT,TRAIN,3.2898399999999994,5.414012738853501,-0.4500131349137637,0,7.534246575342472,2.92,34669196.0,106781123.68
2025-01-10,AMPX,TRAIN,3.35002,4.338509316770184,2.325128595456585,0,6.270627062706284,3.03,5323205.2,19110306.668
2025-01-13,GRRR,TRAIN,13.78122,7.875185735512632,-0.9978544429682507,0,15.536480686695285,11.65,5165260.333333333,62344692.22333333
2025-01-14,SERV,TRAIN,16.368859699999998,3.684889434889434,-1.101803591409245,0,10.148849797023017,14.78,16934262.14285714,277891241.7642857
2025-01-14,ARBE,TRAIN,3.12936,5.144694533762062,-1.0399585583051667,0,11.071428571428571,2.8,44428254.14285714,133284762.42857143
2025-01-15,BFLY,TRAIN,3.638884,2.7528089887640537,2.5677556355077975,0,5.637982195845695,3.37,5455409.0,21494311.46
2025-01-15,ATOM,TRAIN,10.36099,7.373737373737378,0.4637141763321485,0,6.4516129032258025,9.3,1368816.375,15289678.90875
2025-01-16,ARQQ,TRAIN,23.86137,7.428825622775792,0.0,0,9.179213210296265,20.59,985667.6666666666,27874681.613333333
2025-01-21,RGTIW,TRAIN,4.814399999999999,8.170786516853932,0.0,0,7.228915662650598,4.15,2091996.4545454544,13702576.777272725
