,book_net,bench_gross,excess,exec_net,exec_dollar
2019-10-31,0.007819092391446292,0.016109437193685627,-0.008290344802239336,0.011542250067931192,-301.4343502997927
2019-11-30,0.01812021823671084,0.03936073786090466,-0.02124051962419382,0.018911615313615515,-1349.6420881210836
2019-12-31,0.015914061258017975,0.038578810647196704,-0.02266474938917873,-0.01186453147461497,-3329.2605800395704
2020-01-31,0.0023127230487682837,-0.034382614715318005,0.03669533776408629,-0.029942125672782982,293.07227680731154
2020-02-29,-0.08189523324705017,-0.08621224831128116,0.004317015064230989,-0.09835732713557666,-801.5752024035028
2020-03-31,-0.17609625343459112,-0.21823802734878828,0.042141773914197156,-0.1830528548465592,2322.2213851471192
2020-04-30,0.1219664488589225,0.1866024973230136,-0.0646360484640911,0.1075100506265334,-5220.101481967693
2020-05-31,0.06564237742621759,0.0710696041083616,-0.005427226682144015,0.04468893398371132,-1741.1242282269188
2020-06-30,0.0314039748303645,0.03719516866396755,-0.005791193833603048,0.03262764926215578,-301.45628051957686
2020-07-31,0.06773269751109945,0.0328901105893078,0.03484258692179165,-0.007372430398979168,-2657.3277052269395
2020-08-31,0.029826795940780526,0.05548830149108297,-0.025661505550302444,0.004422786975283977,-3370.3239580427335
2020-09-30,-0.021331990642827425,-0.034300815698680265,0.01296882505585284,-0.05030753814413236,-1056.4436813998382
2020-10-31,-0.01055744641851597,0.014359106188743365,-0.024916552607259335,-0.011023615884642513,-1675.2596568434678
2020-11-30,0.11816530139958026,0.19182096906097468,-0.07365566766139442,0.15150218087214729,-2661.040020462608
2020-12-31,0.0670799166932845,0.07048654693139178,-0.0034066302381072777,0.0727731204774591,150.91385404044289
2021-01-31,0.03259140929923032,0.038073484330432006,-0.005482075031201683,0.02696936356954427,-732.8719702185906
2021-02-28,0.04322262518993836,0.07498980879498007,-0.031767183605041716,0.02379249950562068,-3379.02241309772
2021-03-31,0.01917915744375276,0.03225965433939182,-0.01308049689563906,0.004776782425725212,-1813.869546301996
2021-04-30,0.040633206420091605,0.030778218229699617,0.009854988190391989,0.05670626310173654,1711.250961554437
2021-05-31,0.012985638052142479,0.016146600320700477,-0.0031609622685579986,0.06799554877960179,3422.0305982874866
2021-06-30,0.003584978333699418,0.015625371994893777,-0.01204039366119436,0.02267052575985895,464.9801484877014
2021-07-31,-0.0029003372766892577,-0.024901703102370276,0.02200136582568102,-0.04919545287301952,-1603.38748486285
2021-08-31,0.022287464697968273,0.025760522467437097,-0.0034730577694688236,0.03477748271184189,595.1193761307163
2021-09-30,-0.034596277193516545,-0.028343733862702614,-0.006252543330813931,0.005938026198579083,2262.596164044592
2021-10-31,0.04610112942108868,0.035293099865394195,0.010808029555694487,0.0,-2329.344591116017
2021-11-30,-0.03130412768021029,-0.041504849985094294,0.010200722304884002,0.0,2739.3200990162236
2021-12-31,-0.016112118079301907,-0.020726475154652313,0.004614357075350406,0.0,1367.9473602070527
