,book_net,bench_gross,excess,exec_net,exec_dollar
2017-02-28,0.021808555731449575,0.02314283863869271,-0.001334282907243134,0.03183763355949254,573.8564647727889
2017-03-31,0.011886179232255323,0.005944486791350734,0.005941692440904589,0.00627945182847256,22.107692450040517
2017-04-30,0.019444211111421472,0.010062505813408285,0.009381705298013188,0.009090815029213717,-64.13159175684146
2017-05-31,0.014913842126683674,-0.012440016100297435,0.02735385822698111,-0.02527899894870267,-847.3728679947454
2017-06-30,0.010349389747050575,0.0301676233978303,-0.019818233650779726,0.04243617472084815,809.7243873191782
2017-07-31,0.022358993670714034,0.013534346671340458,0.008824646999373575,0.015263748866086724,114.14054485325353
2017-08-31,0.006713333014413125,-0.011562926057386846,0.018276259071799972,0.004452247004304688,1057.0014220716412
2017-09-30,0.03344654253314783,0.05656310035151835,-0.02311655781837052,0.04260870474925471,-920.9901097494
2017-10-31,0.026547928121279707,0.006877390977230169,0.019670537144049538,0.023692777126730125,1109.815485866997
2017-11-30,0.030041244349531926,0.03412945324274341,-0.004088208893211487,0.015295035757439956,-1243.0715540300282
2017-12-31,0.002827889510550019,0.007861173364231977,-0.005033283853681958,0.008935337208205274,70.8948137022376
2018-01-31,0.03802635987328107,0.0342438821999802,0.003782477673300866,0.043755209287217545,627.7475877576646
2018-02-28,-0.03708458938220416,-0.039729073389533576,0.0026444840073294174,-0.029077534591175902,703.0015606916064
2018-03-31,0.007154100471394864,0.005729426984607766,0.001424673486787098,-0.004807736725997991,-695.4528048999799
2018-04-30,0.0052640399998911125,0.010560089673991913,-0.0052960496741008,0.03472685277444154,1595.0063646296755
2018-05-31,0.04470322496412393,0.04378474810988564,0.0009184768542382926,0.031206223106537534,-830.182650220975
2018-06-30,0.011034587362728665,0.008340881431910141,0.002693705930818524,0.02694438947003297,1227.8315305161068
2018-07-31,0.01936432641150665,0.02266179811382618,-0.003297471702319532,0.039323959936948594,1099.7026803260792
2018-08-31,0.04786973672905792,0.029662940882915878,0.018206795846142043,0.05596159034352355,1735.7108644001062
2018-09-30,-0.0059345675188263725,-0.014789898408275604,0.008855330889449231,-0.016601650672909307,-119.57564946582444
2018-10-31,-0.0884472085542457,-0.09002074175976071,0.0015735332055150097,-0.00647072585244135,5514.301049883078
2018-11-30,0.01303252938608046,0.01900396944766647,-0.005971440061586009,-0.0235491552703182,-2808.506231386988
2018-12-31,-0.08598573789814101,-0.10875778791222579,0.022772050014084777,-0.09671171394363676,795.0408819268762
2019-01-31,0.08737253151917956,0.11830198095802413,-0.03092944943884457,0.12057381911941345,149.9413186516949
2019-02-28,0.04187421936220259,0.049307272357811405,-0.007433052995608813,0.026736028641724863,-1489.7020852617118
2019-03-31,0.014792707968030117,-0.011446287940197308,0.026238995908227425,0.03928123907659442,3348.016783108254
2019-04-30,0.018393366636500375,0.0365346565556266,-0.018141289919126224,0.00860178486811658,-1843.5695313756612
2019-05-31,-0.02035413139401554,-0.08054388913641264,0.0601897577423971,-0.0036548944594687605,5074.673648678296
2019-06-30,0.050984409579929446,0.07529587240919233,-0.024311462829262886,0.0470170785549755,-1866.400394378311
2019-07-31,0.010441056298670537,0.006969127784851148,0.003471928513819389,0.016498373488167406,628.930216418873
2019-08-31,-0.0012341409280619553,-0.055199293737697275,0.05396515280963532,0.039725536335832645,6265.0387848529745
2019-09-30,-0.0036958834133843377,0.03354088270635591,-0.03723676611974025,-0.04727955568161624,-5334.148933606162
