cell,split,n_trades,n_bench_trades,mean_cost_bps,n_months,bps,t,pct_pos,ex_jan_bps,jan_bps,mde_bps,ex1_bps,ex1_t,ex1_ndrop,ex5_bps,ex5_t,ex5_ndrop,exec_trades,exec_trades_per_week,exec_dollar_alpha,exec_t,exec_mde_dollars,mean_impact_bps,exec_mean_cost_bps,exec_mean_impact_bps,dark_trades,excess_alt_bps,excess_alt_t,mean_open_positions
F5-LO,TRAIN,10379,93629,0.41192866372047166,59,-5.478582634454189,-0.17650601332472265,49.152542372881356,-6.616350638294658,10.165727418352255,62.07814148943583,-23.961831649402782,-0.7386630535966425,104,-57.3268778309429,-1.6726162927547101,519,160,0.5111821086261981,-76.85853113011903,-0.25894979242534705,593.6172445650959,0.011928663720471647,1.1293753918519873,0.7293753918519872,14,-4.027970707240358,-0.13110257745303508,1291.5273147702092
F5-LO,VAL,4234,38185,0.40958838980316303,24,47.781781837711684,0.8113620474250536,66.66666666666666,82.48966790305224,-334.0049648810345,117.78165367569856,36.08867460743949,0.6121047814063038,43,5.84427219887898,0.09896067514559298,212,40,0.3840877914951989,19.422372741719112,0.024300932744212363,1598.4878396361016,0.00958838980316301,1.74025187056631,1.3402518705663102,3,39.81440593918357,0.700864328046845,1654.351440717997
A4-LO,TRAIN,21399,46022,0.42132582606713065,60,-2.681433566958454,-0.39820639842566397,43.333333333333336,-3.3238289088128465,4.3849151934398645,13.467556410744198,-33.13029116940663,-2.4279358190797993,214,-96.36106836991388,-4.127963570368404,1070,600,1.9169329073482428,-320.62982823541813,-0.8504689158116229,754.0071653987104,0.02132582606713063,0.40884514231064817,0.008845142310648148,1,-2.245044794842314,-0.34329179112028524,739.5688583578672
A4-LO,VAL,9322,19812,0.4183084102727555,24,-1.8401304665202158,-0.1583188167358105,54.166666666666664,1.725317693193214,-41.06006022336794,23.24588453172784,-27.0661032984848,-2.0098724031354336,94,-88.40165380029407,-3.717747709971359,467,240,2.3045267489711936,456.91137112564,0.8339395871670052,1095.7900983638967,0.018308410272755506,0.4069849578286739,0.006984957828673885,0,-2.308128555456035,-0.19557262963095992,828.1646642351427
