cell,split,conv,n_trades,raw_bps,mean_bps,t,nw_t,pct_pos,ex_jan_bps,jan_bps,mde_bps,mdd_pct,worst_bps,n_months,ex_top_1_bps,ex_top_1_t,ex_top_5_bps,ex_top_5_t,sym_top_1_bps,sym_top_5_bps,ex_taint_bps,ex_taint_t,taint_share,lls,honest_cost_bps,gross_excess_bps,rt_per_month,breakeven_bps_per_rt,breakeven_x_honest,ends_mid_hold,haircut_bps,mean_hold_sessions,book_n,book_usd_mo,book_raw_usd_mo,book_t,book_mde_usd,book_pct_pos,book_worst,book_mdd_usd,tr_wk,book_empty_months,book_usd_mo_held,boot_p
F5-LO,TRAIN,sealed,10371,128.66360002412728,-4.110147087287899,-0.13365729819438968,-0.16174043521775913,49.152542372881356,-5.662078177499944,17.228905403127715,61.50277078487921,-20.46870597904824,-687.7661121354539,59,-21.726424289800384,-0.6806828876171337,-53.828480079037746,-1.611949450960127,-6.381793540752536,-5.844672348561468,-4.495991751749584,-0.14623811190550037,0.0025069906469964323,,0.41189411958663324,-4.037764086185992,0.16671655101408117,-24.219335522631795,-58.79990602181386,0,-4.110147087287899,125.96229871757787,180,156.31954710656925,1042.2392368213943,0.59988524456569,521.1648345167843,52.54237288135594,-4675.123508085016,-15886.824395368032,0.5750798722044729,4,101.39206228590552,0.8748250349930013
F5-LO,VAL,sealed,4234,20.530398032733938,40.23825950391788,0.7089012635254965,0.7925387197240867,62.5,70.52192154466901,-292.8820229443446,113.52288837462527,-9.376143798597603,-805.1341508683885,24,28.615704409241985,0.5041271392720992,-1.1343896402762437,-0.019984158420753472,43.63864422148561,46.77911199887715,37.117657854742006,0.6476511277042074,0.004959848842701937,,0.40956604095084626,40.31457586031341,0.16717745847544627,241.1483954114215,588.7900150402429,0,40.23825950391788,125.61502125649504,60,-298.779749194904,-481.68752942545524,-0.4576289251454767,1305.7730085567657,58.333333333333336,-7335.832847774287,-15667.011365891978,0.5761316872427984,5,-514.7165290309582,
F5-LO,VAL,complete,5622,27.265598616514204,14.187075372202411,0.24171617478033208,0.2727221644535486,58.333333333333336,42.102447946433955,-292.8820229443446,117.38623106290181,-9.53769562550172,-805.1341508683885,24,3.6694566689364954,0.06211396133336644,-20.710613563558653,-0.35147952064035165,17.524836331025462,25.478091327717454,11.484820122007928,0.19415705646614537,0.004446816079686944,,0.40903720479840244,14.259182422599233,0.16737456335344553,85.19324643427485,208.27750002903304,0,14.187075372202411,125.46709356101032,80,-254.46783539843105,-208.41518355832872,-0.4770534053145261,1066.8316484635839,58.333333333333336,-7335.832847774287,-13833.154867070569,0.7681755829903978,0,-254.46783539843105,
F5-LS,TRAIN,sealed,19827,-38.64799127433559,-38.64799127433559,-0.45896469997429523,-0.48452963321192166,50.847457627118644,-34.746874651036364,-92.28834484469984,168.41378553296195,-56.04897126768185,-2181.085180682699,59,-66.49063963807126,-0.7784527932313655,-151.29971625928056,-1.8904129495737665,-66.49063963807126,-151.29971625928056,-38.950937814493976,-0.4630529176193074,0.0025069906469964323,,7.565287049834488,-35.894646620162916,0.16671655101408117,-215.3034380919456,-28.45938781617757,0,-38.64799127433559,125.96229871757787,180,156.31954710656925,1042.2392368213943,0.59988524456569,521.1648345167843,52.54237288135594,-4675.123508085016,-15886.824395368032,0.5750798722044729,4,101.39206228590552,0.6244751049790042
F5-LS,VAL,sealed,8033,103.28321772528903,103.28321772528903,0.6532664411371183,0.6979104472494719,58.333333333333336,121.21003826083509,-93.91180816571753,316.20549050555087,-30.16346655870127,-1647.1754062654043,24,65.43875576973723,0.4205314767275883,-48.19554507616332,-0.3251890641183035,65.43875576973723,-48.19554507616332,97.37717866356333,0.6166030641469475,0.004959848842701937,0.4458071999310457,7.482486203901047,106.27466170232728,0.16717745847544627,635.6997089887934,84.95835363617067,0,103.28321772528903,125.61502125649504,60,-298.779749194904,-481.68752942545524,-0.4576289251454767,1305.7730085567657,58.333333333333336,-7335.832847774287,-15667.011365891978,0.5761316872427984,5,-514.7165290309582,
F5-LS,VAL,complete,10678,43.67717891904863,43.67717891904863,0.2618839617307752,0.28477333552946593,58.333333333333336,56.18526865402737,-93.91180816571753,333.56131189087563,-30.491242164572917,-1647.1754062654043,24,9.25369153012894,0.05600049307963424,-112.64424785712949,-0.7214770058601487,9.25369153012894,-112.64424785712949,38.76095702673355,0.2326988962047722,0.004446816079686944,0.39038599014043646,7.482452974191669,46.49867815704968,0.16737456335344553,277.8120953711362,37.128478632523354,0,43.67717891904863,125.46709356101032,80,-254.46783539843105,-208.41518355832872,-0.4770534053145261,1066.8316484635839,58.333333333333336,-7335.832847774287,-13833.154867070569,0.7681755829903978,0,-254.46783539843105,
A2-LO,TRAIN,sealed,15492,68.87753274028223,-65.70474075843991,-2.0502550101516537,-2.115221952546714,37.5,-62.72201957759091,-98.51467374777879,64.09421309359935,-32.525975802669585,-737.2445363593849,48,-126.55143173284374,-3.692837299297405,-235.38563272586327,-5.755596075051025,-59.55590961369592,-36.14323766563998,-65.36789713514852,-2.0490576347402363,0.005357603924606248,,0.5024450949052245,-64.72227799679438,1.998341533528664,-32.38799620128398,-64.46076701653,0,-65.70474075843991,10.508714175058094,1880,-553.3150033747953,330.9657401988866,-1.3294947836231261,832.3688218872235,54.166666666666664,-8884.56568482618,-31771.55775808156,6.006389776357827,0,-553.3150033747953,0.03739252149570086
A2-LO,VAL,sealed,9085,44.67876159209585,19.558570689145967,0.35630065157215735,0.35381892421091155,58.333333333333336,24.549929613658044,-35.34637748048686,109.7868926303942,-8.049211356834396,-620.6672735717544,24,-35.69494448466492,-0.6631028614878581,-136.55474071241565,-2.253030739484932,30.978401537911697,61.90582568372539,18.78420887670586,0.33786804925225034,0.003632361034672537,,0.48682560472893877,20.51558923400439,2.01082431307244,10.2025766749645,20.957354288390864,0,19.558570689145967,10.443478260869565,940,328.9749670483976,467.9373096274273,0.6509056566815205,1010.822271004969,54.166666666666664,-4596.072866368045,-7930.275151459842,9.026063100137174,0,328.9749670483976,
A2-LO,VAL,complete,9289,42.37070988447403,22.11161395860232,0.41219194563093176,0.40902620617350677,58.333333333333336,27.335067725792246,-35.34637748048686,107.28794772909322,-8.049211356834396,-559.394235104802,24,-33.85592594160977,-0.6423410973008843,-136.10015821203038,-2.2822015968447777,33.702753772100145,64.80480779854507,21.322440222702603,0.3921779460663145,0.0036602432985251374,,0.4872234974363889,23.07869201197956,2.016946699064261,11.442390630692744,23.484890796316005,0,22.11161395860232,10.411777371084078,960,353.7159989370552,456.32200367525996,0.712460628435308,992.9418828767543,54.166666666666664,-4596.072866368045,-7930.275151459842,9.218106995884774,0,353.7159989370552,
A2-LS,TRAIN,sealed,29505,-129.23660718116926,-129.23660718116926,-1.6985532025330496,-1.716703334766521,39.58333333333333,-98.36259379487426,-468.8507544304143,152.1725748577541,-56.05306519953457,-1771.6240577150722,48,-269.7824232063161,-3.7351383044354396,-573.6990609271874,-7.240723948034397,-269.7824232063161,-573.6990609271874,-130.0153548266136,-1.7046340223068601,0.005357603924606248,,1.0619573448990696,-125.00933149579548,1.998341533528664,-62.556539709733435,-58.90682898914262,0,-129.23660718116926,10.508714175058094,1880,-553.3150033747953,330.9657401988866,-1.3294947836231261,832.3688218872235,54.166666666666664,-8884.56568482618,-31771.55775808156,6.006389776357827,0,-553.3150033747953,0.11397720455908818
