year,n_symbols,overnight_bps_per_day,intraday_bps_per_day,overnight_ann_pct,intraday_ann_pct
2016,1969,2.171555280685425,8.37529182434082,5.47231912612915,21.105735778808594
2017,2104,6.7879109382629395,1.7678968906402588,17.10553550720215,4.4551005363464355
2018,2247,6.1193013191223145,-7.969277858734131,15.420639038085938,-20.082578659057617
2019,2322,6.430273532867432,4.73302698135376,16.20429039001465,11.927227973937988
2020,2627,18.949058532714844,-1.7103736400604248,47.751625061035156,-4.310141563415527
2021,3154,14.057912826538086,-5.022919654846191,35.425941467285156,-12.657756805419922
2022,2910,-2.3551695346832275,-4.1061787605285645,-5.935027122497559,-10.347570419311523
2023,2811,6.475788593292236,2.5723812580108643,16.318986892700195,6.482400894165039
