id,block,split,n,tr_per_mo,wk_total,wk_green_pct,wk_flat_pct,wk_red_pct,red_wk_streak,worst_wk,pnl_ex5tr,pnl_ex5pct,pnl_ex1pct,mo_green_pct,worst_mo,mdd,pnl,top1_share,top5_share,top10_share,wr,medR,p25R,p75R,iqrR,streak_tr,streak_wk,Rpick,totR,ex1,ex5,mdd_R,worst_mo_R,red_mo,months_traded,t,mde80,wk_green,n_weeks,full_market,desc,wk_traded_pct,sd,k_conv,k_vol,k_price,k_pole,k_macd,k_conc,k_mtd
F4,frontier,TRAIN,96,8.0,53,49.056603773584904,24.528301886792452,26.41509433962264,3,-7243.15,90084.45999999999,90084.45999999999,159935.4,91.66666666666666,-7637.11,-14721.75,179804.64,11.050460099361173,49.89870116811224,81.0932854680502,58.333333333333336,0.6480384301732901,-1.0645398778304627,1.3447415450817684,2.409281422912231,4,4,0.5255453822279575,50.45235669388393,0.4564875793678531,0.2831304984317467,-6.6429361420088355,-0.500849360790436,1,12,3.1213781571678982,0.47143505084735804,65.0,40,False,P1 + vol off + conv 1.5 + price 30 [vol r4 + conv r2 + px r3],75.47169811320755,1.6496790306272422,1.5,0,30.0,5.0,True,8,8
F4,frontier,VAL,30,6.0,22,45.45454545454545,31.818181818181817,22.727272727272727,2,-11334.55,-24294.120000000003,-4388.96,5372.31,60.0,-4105.529999999999,-18945.260000000002,15768.850000000002,65.9308700380814,254.06399325252,330.81264645170694,60.0,0.45878789334196435,-1.0731493849036648,0.9526116647920331,2.025761049695698,4,3,0.5073781933597296,15.221345800791886,0.3488873931458731,0.2509230668771497,-5.121702209382867,0.6497397763189832,2,5,1.709303516124235,0.8311332235649523,66.66666666666666,15,False,P1 + vol off + conv 1.5 + price 30 [vol r4 + conv r2 + px r3],68.18181818181817,1.625822910137531,1.5,0,30.0,5.0,True,8,8
F5,frontier,TRAIN,138,11.5,53,45.28301886792453,11.320754716981133,43.39622641509434,6,-18444.84,33262.43999999997,5860.229999999981,103113.38,66.66666666666666,-34551.159999999996,-49352.42000000003,122982.61999999997,16.15613653376388,72.95354416746044,122.8892261361809,48.55072463768116,-0.5837059367685526,-1.0725458887380472,1.2089693901859655,2.2815152789240125,6,6,0.25267537049519895,34.86920112833745,0.20279682098101856,0.023308800340467364,-8.060697035819903,-4.857345243839916,4,12,1.8495133357096074,0.38252821632946604,51.06382978723404,47,False,P1 + vol off + conv 1.2 + price 30 + pole 4 [vol r4 + conv r3 + px r3 + pole r2],88.67924528301887,1.604888951581913,1.2,0,30.0,4.0,True,8,8
F5,frontier,VAL,51,10.2,22,45.45454545454545,22.727272727272727,31.818181818181817,2,-10429.1,-25878.759999999995,-11156.249999999996,6699.230000000004,60.0,-3858.8,-18540.13,17095.77,60.813522877296556,251.37522322773412,354.1402931836355,50.98039215686274,0.10944094612589414,-1.0724189512132218,0.8167313988095244,1.8891503500227462,7,3,0.18193763762954684,9.27881951910689,0.08350416239090645,-0.03925387417850398,-8.025600310665794,0.06858508177491324,2,5,0.9024971180444777,0.5644620632878576,58.82352941176471,17,False,P1 + vol off + conv 1.2 + price 30 + pole 4 [vol r4 + conv r3 + px r3 + pole r2],77.27272727272727,1.4396662234278073,1.2,0,30.0,4.0,True,8,8
F6,frontier,TRAIN,221,18.416666666666668,53,50.943396226415096,5.660377358490567,43.39622641509434,3,-16200.42,29677.409999999974,-42019.570000000036,79762.72999999992,66.66666666666666,-34460.07,-62963.79999999999,119397.59000000001,16.641240413646543,75.14404603979024,126.57909594322629,47.963800904977376,-1.022704861111113,-1.0774285714285705,1.1537992460640096,2.23122781749258,9,3,0.19808477977260155,43.77673632974494,0.14282362044941307,-0.020177860598951047,-10.504845015160406,-6.04661865056709,4,12,1.8990496554710838,0.29206049550384156,54.0,50,False,all gates off except VWAP + two-tier [every ladder at its last rung],94.33962264150944,1.5506397873342914,,0,30.0,3.0,True,8,8
F6,frontier,VAL,82,16.4,22,40.909090909090914,9.090909090909092,50.0,4,-10429.1,-38930.509999999995,-31714.129999999994,-6352.519999999993,40.0,-6008.46,-19961.989999999998,4044.020000000004,257.08428741697594,1062.6685822523123,1524.8920628483522,42.68292682926829,-1.0425652023942094,-1.0747969252193332,0.7207012073982788,1.795498132617612,7,4,-0.07346363664640355,-6.024018205005091,-0.13737814326625505,-0.2537212626139301,-10.214995814225558,-6.002957997401554,3,5,-0.5052514719885156,0.4071204024411144,45.0,20,False,all gates off except VWAP + two-tier [every ladder at its last rung],90.9090909090909,1.3166543006063542,,0,30.0,3.0,True,8,8
F7,frontier,TRAIN,149,12.416666666666666,53,52.83018867924528,9.433962264150944,37.735849056603776,3,-13098.109999999999,84331.28,60995.850000000006,150084.97999999995,75.0,-4106.69,-19091.079999999994,169954.21999999997,11.690936535732979,50.38000233239281,83.34688011865785,53.02013422818792,0.5502199723884029,-1.0632541923586682,1.2728830268010347,2.3361372191597027,6,3,0.38755141185921294,57.74516036702273,0.3422913764397623,0.16074101380021974,-6.955927753551059,-2.5349574145182405,3,12,2.885392751278137,0.37608188789034425,58.333333333333336,48,False,P1 + vol off + conv off [vol ladder r4 + conv ladder r5],90.56603773584906,1.639523028787005,,0,20.0,5.0,True,8,8
F7,frontier,VAL,51,10.2,22,54.54545454545454,13.636363636363635,31.818181818181817,2,-9702.380000000001,-4007.3700000000044,10715.14,28570.62,100.0,159.40000000000146,-15446.239999999998,38967.16000000001,26.680261019792045,110.28396732017418,158.25361663513578,56.86274509803921,0.43281249999999966,-1.0592123551977886,0.8451232664995825,1.904335621697371,4,2,0.2995853987590835,15.27885533671326,0.20350487874303383,0.08574687202162873,-4.7606831293721745,0.4026453665292442,0,5,1.4920064405326252,0.562222181980649,63.1578947368421,19,False,P1 + vol off + conv off [vol ladder r4 + conv ladder r5],86.36363636363636,1.4339533834121423,,0,20.0,5.0,True,8,8
F8,frontier,TRAIN,156,13.0,53,52.83018867924528,9.433962264150944,37.735849056603776,3,-12783.96,92490.23000000001,53486.42000000001,142575.55000000002,83.33333333333334,-13483.77,-22737.27000000002,182210.41,10.904558087542858,49.23987603123225,82.94388339283138,52.56410256410257,0.4893026140338491,-1.0637158100475985,1.2664898743473176,2.330205684394916,6,3,0.379404329324836,59.187075374674414,0.3031734540477331,0.13643848194339744,-6.4112198029414,-2.5349574145182405,2,12,2.876534563036093,0.3693097019450662,58.333333333333336,48,False,P1 + vol off + conv off + price 30 [vol r4 + conv r5 + px r3],90.56603773584906,1.6473845353114627,,0,30.0,5.0,True,8,8
F8,frontier,VAL,52,10.4,22,50.0,13.636363636363635,36.36363636363637,3,-9702.380000000001,-10610.500000000002,4112.010000000001,21967.49,80.0,-2508.2500000000005,-16299.120000000003,32364.030000000006,32.12374973079681,132.78485404938752,190.54159818786468,55.769230769230774,0.38276494565217345,-1.0625953717653935,0.8399822681704271,1.9025776399358207,4,3,0.2727716165925155,14.184124062810806,0.17804926790684783,0.061655481288484214,-5.487081669801093,0.4026453665292442,1,5,1.3726998442455323,0.5563929577618797,57.89473684210527,19,False,P1 + vol off + conv off + price 30 [vol r4 + conv r5 + px r3],86.36363636363636,1.4329309560839478,,0,30.0,5.0,True,8,8
F3_L,live_rails,TRAIN,82,6.833333333333333,53,45.28301886792453,30.18867924528302,24.528301886792452,3,-7607.150000000001,87465.36,103787.11,157316.3,91.66666666666666,-8396.49,-15226.000000000015,177185.54,11.213804467339717,50.63628781445709,82.29198048554073,58.536585365853654,0.7215682551123774,-1.057968879976233,1.3909674382816766,2.4489363182579096,4,4,0.6024502226149342,49.4009182544246,0.5224059456850213,0.36140212730994004,-5.1718307661804745,-1.1736732339507654,1,12,3.170173078362718,0.5321036364970392,64.86486486486487,37,False,F3 at the LIVE rails (max_conc 3 / max_trades_day 5),69.81132075471697,1.7208583435300584,1.5,50000,25.0,5.0,True,3,5
F3_L,live_rails,VAL,26,5.2,22,40.909090909090914,36.36363636363637,22.727272727272727,2,-11334.55,-17822.670000000006,11843.760000000002,11843.760000000002,80.0,-4105.529999999999,-15565.759999999998,22240.3,46.74640180213397,180.136823693925,234.55326591817558,61.53846153846154,0.45878789334196435,-1.068749598694442,1.81257628375061,2.881325882445052,4,3,0.6168290180375167,16.037554468975433,0.43735772277655455,0.43735772277655455,-4.827878271891992,0.6497397763189832,1,5,1.8633904203173777,0.9268703067663504,64.28571428571429,14,False,F3 at the LIVE rails (max_conc 3 / max_trades_day 5),63.63636363636363,1.6879034931326256,1.5,50000,25.0,5.0,True,3,5
F4_L,live_rails,TRAIN,96,8.0,53,49.056603773584904,24.528301886792452,26.41509433962264,3,-7243.15,90084.45999999999,90084.45999999999,159935.4,91.66666666666666,-7637.11,-14721.75,179804.64,11.050460099361173,49.89870116811224,81.0932854680502,58.333333333333336,0.6480384301732901,-1.0645398778304627,1.3447415450817684,2.409281422912231,4,4,0.5255453822279575,50.45235669388393,0.4564875793678531,0.2831304984317467,-6.6429361420088355,-0.500849360790436,1,12,3.1213781571678982,0.47143505084735804,65.0,40,False,F4 at the LIVE rails (max_conc 3 / max_trades_day 5),75.47169811320755,1.6496790306272422,1.5,0,30.0,5.0,True,3,5
F4_L,live_rails,VAL,30,6.0,22,45.45454545454545,31.818181818181817,22.727272727272727,2,-11334.55,-24294.120000000003,-4388.96,5372.31,60.0,-4105.529999999999,-18945.260000000002,15768.850000000002,65.9308700380814,254.06399325252,330.81264645170694,60.0,0.45878789334196435,-1.0731493849036648,0.9526116647920331,2.025761049695698,4,3,0.5073781933597296,15.221345800791886,0.3488873931458731,0.2509230668771497,-5.121702209382867,0.6497397763189832,2,5,1.709303516124235,0.8311332235649523,66.66666666666666,15,False,F4 at the LIVE rails (max_conc 3 / max_trades_day 5),68.18181818181817,1.625822910137531,1.5,0,30.0,5.0,True,3,5
F7_L,live_rails,TRAIN,149,12.416666666666666,53,52.83018867924528,9.433962264150944,37.735849056603776,3,-13098.109999999999,84331.28,60995.850000000006,150084.97999999995,75.0,-4106.69,-19091.079999999994,169954.21999999997,11.690936535732979,50.38000233239281,83.34688011865785,53.02013422818792,0.5502199723884029,-1.0632541923586682,1.2728830268010347,2.3361372191597027,6,3,0.38755141185921294,57.74516036702273,0.3422913764397623,0.16074101380021974,-6.955927753551059,-2.5349574145182405,3,12,2.885392751278137,0.37608188789034425,58.333333333333336,48,False,F7 at the LIVE rails (max_conc 3 / max_trades_day 5),90.56603773584906,1.639523028787005,,0,20.0,5.0,True,3,5
F7_L,live_rails,VAL,51,10.2,22,54.54545454545454,13.636363636363635,31.818181818181817,2,-9702.380000000001,-4007.3700000000044,10715.14,28570.62,100.0,159.40000000000146,-15446.239999999998,38967.16000000001,26.680261019792045,110.28396732017418,158.25361663513578,56.86274509803921,0.43281249999999966,-1.0592123551977886,0.8451232664995825,1.904335621697371,4,2,0.2995853987590835,15.27885533671326,0.20350487874303383,0.08574687202162873,-4.7606831293721745,0.4026453665292442,0,5,1.4920064405326252,0.562222181980649,63.1578947368421,19,False,F7 at the LIVE rails (max_conc 3 / max_trades_day 5),86.36363636363636,1.4339533834121423,,0,20.0,5.0,True,3,5
F8_L,live_rails,TRAIN,156,13.0,53,52.83018867924528,9.433962264150944,37.735849056603776,3,-12783.96,92490.23000000001,53486.42000000001,142575.55000000002,83.33333333333334,-13483.77,-22737.27000000002,182210.41,10.904558087542858,49.23987603123225,82.94388339283138,52.56410256410257,0.4893026140338491,-1.0637158100475985,1.2664898743473176,2.330205684394916,6,3,0.379404329324836,59.187075374674414,0.3031734540477331,0.13643848194339744,-6.4112198029414,-2.5349574145182405,2,12,2.876534563036093,0.3693097019450662,58.333333333333336,48,False,F8 at the LIVE rails (max_conc 3 / max_trades_day 5),90.56603773584906,1.6473845353114627,,0,30.0,5.0,True,3,5
F8_L,live_rails,VAL,52,10.4,22,50.0,13.636363636363635,36.36363636363637,3,-9702.380000000001,-10610.500000000002,4112.010000000001,21967.49,80.0,-2508.2500000000005,-16299.120000000003,32364.030000000006,32.12374973079681,132.78485404938752,190.54159818786468,55.769230769230774,0.38276494565217345,-1.0625953717653935,0.8399822681704271,1.9025776399358207,4,3,0.2727716165925155,14.184124062810806,0.17804926790684783,0.061655481288484214,-5.487081669801093,0.4026453665292442,1,5,1.3726998442455323,0.5563929577618797,57.89473684210527,19,False,F8 at the LIVE rails (max_conc 3 / max_trades_day 5),86.36363636363636,1.4329309560839478,,0,30.0,5.0,True,3,5
F6_L,live_rails,TRAIN,219,18.25,53,50.943396226415096,5.660377358490567,43.39622641509434,3,-16200.42,35399.59999999992,-36297.38000000006,85484.91999999993,66.66666666666666,-30440.16,-58943.889999999985,125119.78,15.880174981126089,71.7074310712503,120.79016603130215,48.401826484018265,-1.0182580804342467,-1.0774397309134778,1.1551813287009716,2.2326210596144493,9,3,0.20938532084259645,45.85538526452862,0.15371899453089924,-0.010378373995173308,-10.504845015160406,-6.04661865056709,4,12,1.9950169797906334,0.2938716333235404,54.0,50,False,F6 at the LIVE rails (max_conc 3 / max_trades_day 5),94.33962264150944,1.5531796540099037,,0,30.0,3.0,True,3,5
F6_L,live_rails,VAL,82,16.4,22,40.909090909090914,9.090909090909092,50.0,4,-10429.1,-38930.509999999995,-31714.129999999994,-6352.519999999993,40.0,-6008.46,-19961.989999999998,4044.020000000004,257.08428741697594,1062.6685822523123,1524.8920628483522,42.68292682926829,-1.0425652023942094,-1.0747969252193332,0.7207012073982788,1.795498132617612,7,4,-0.07346363664640355,-6.024018205005091,-0.13737814326625505,-0.2537212626139301,-10.214995814225558,-6.002957997401554,3,5,-0.5052514719885156,0.4071204024411144,45.0,20,False,F6 at the LIVE rails (max_conc 3 / max_trades_day 5),90.9090909090909,1.3166543006063542,,0,30.0,3.0,True,3,5
F4b,bend_diag,TRAIN,109,9.083333333333334,53,47.16981132075472,18.867924528301888,33.9622641509434,3,-14424.93,57479.89999999999,57479.89999999999,127330.84,91.66666666666666,-23559.07,-30643.71000000002,147200.08000000005,13.498117664066484,60.951176113491236,99.05530621994222,53.21100917431193,0.4434592133455757,-1.072562499999999,1.3056449275362296,2.3782074275362284,3,4,0.38416075678698663,41.87352248978154,0.3221063503318857,0.16525039570371705,-5.995806816960052,-1.442969998843978,1,12,2.452759842333998,0.43854685666249127,58.139534883720934,43,False,F4 + pole 4 (which F4→F5 leg bends the curve?),81.13207547169812,1.6352012864555965,1.5,0,30.0,4.0,True,8,8
F4b,bend_diag,VAL,32,6.4,22,45.45454545454545,31.818181818181817,22.727272727272727,2,-11334.55,-24402.190000000002,-4497.03,5264.240000000001,60.0,-4213.5999999999985,-18945.260000000002,15660.779999999999,66.38583774243685,255.8172070612064,333.09547800301135,59.375,0.45878789334196435,-1.0716885175227788,0.9194984911404525,1.9911870086632313,5,3,0.4703729774588143,15.051935278682057,0.3209136735200158,0.22854784501501207,-6.182463482858815,0.48032925420915396,2,5,1.6645054514849293,0.7912526424648988,66.66666666666666,15,False,F4 + pole 4 (which F4→F5 leg bends the curve?),68.18181818181817,1.5985717403391566,1.5,0,30.0,4.0,True,8,8
F4c,bend_diag,TRAIN,118,9.833333333333334,53,49.056603773584904,15.09433962264151,35.84905660377358,3,-12783.96,81061.39,65393.01,150912.33,83.33333333333334,-18629.2,-27882.70000000001,170781.57000000004,11.634299883763804,52.535048131950056,88.49455476958079,53.38983050847458,0.4893026140338491,-1.0656169394026158,1.3052644214712665,2.3708813608738826,5,4,0.3940161942013884,46.49391091576383,0.33681943813526455,0.1575885604916048,-7.099579783599918,-3.8962279916199316,2,12,2.6099178371986196,0.4227126724219282,57.77777777777777,45,False,F4 + conv 1.2 (which F4→F5 leg bends the curve?),84.90566037735849,1.6399410612028678,1.2,0,30.0,5.0,True,8,8
F4c,bend_diag,VAL,42,8.4,22,50.0,27.27272727272727,22.727272727272727,2,-9702.380000000001,-11406.979999999998,11409.740000000002,21171.010000000002,80.0,-1951.8900000000003,-18540.130000000005,31567.550000000003,32.934263191156745,136.13514510945575,191.7887514235346,59.523809523809526,0.5088354476897906,-1.0565423145473554,0.8502642648287377,1.906806579376093,4,3,0.3834719180886115,16.105820559721682,0.26834656488195396,0.19775801578724966,-4.803803485735216,1.203171022923908,1,5,1.6775420031611878,0.6400563256388059,68.75,16,False,F4 + conv 1.2 (which F4→F5 leg bends the curve?),72.72727272727273,1.4814425281574302,1.2,0,30.0,5.0,True,8,8
P1_FM,pit_bracket,TRAIN,38,3.1666666666666665,53,30.18867924528302,54.71698113207547,15.09433962264151,2,-20348.57,16671.11,60102.79,76664.51000000001,81.81818181818183,-20348.57,-26847.72,96533.75,20.582687402074406,82.73027827055304,122.06194206689372,57.89473684210527,0.7540000732941943,-1.0570746695099886,1.805858468620349,2.8629331381303373,5,10,0.6971598463742955,26.49207416222323,0.5697229017523677,0.4889949542358867,-6.829570567118708,-4.706757744517751,2,11,2.5077480907052823,0.7784065620797785,66.66666666666666,24,True,shipped P1 (baseline = BT_STATUS run A) + --full-market (no universe snapshot),45.28301886792453,1.7137215397455454,1.8,200000,20.0,5.0,True,3,5
P1_FM,pit_bracket,VAL,15,3.0,22,40.909090909090914,45.45454545454545,13.636363636363635,2,-11670.75,-12301.86,16384.42,16384.42,80.0,-4756.9299999999985,-15153.47,26780.960000000003,38.820639738082576,145.93509717351435,173.38000579516194,66.66666666666666,0.7771341463414627,-1.063619378794776,1.543031425988224,2.6066508047830004,4,4,0.5553248433185978,8.329872649778967,0.38302622130968433,0.38302622130968433,-4.317527207049126,-1.9989928300280952,1,5,1.501255163294814,1.0357396925646565,75.0,12,True,shipped P1 (baseline = BT_STATUS run A) + --full-market (no universe snapshot),54.54545454545454,1.4326437786817516,1.8,200000,20.0,5.0,True,3,5
F1_FM,pit_bracket,TRAIN,54,4.5,53,41.509433962264154,41.509433962264154,16.9811320754717,2,-20348.57,22402.89,49512.82,82396.29000000001,75.0,-14260.34,-28419.550000000003,102265.53,19.429068621655805,78.0934103602651,115.51701731756536,57.407407407407405,0.7215682551123774,-1.0620060602136911,1.4762972367177436,2.538303296931435,5,5,0.526086503096519,28.408671167212027,0.43389328999672466,0.3244835140087961,-8.29132261967834,-3.995836405501897,3,12,2.443618378128159,0.6028118882452591,70.96774193548387,31,True,P1 + vol 100K [vol ladder rung 2] + --full-market (no universe snapshot),58.490566037735846,1.5820516468762735,1.8,100000,20.0,5.0,True,8,8
F1_FM,pit_bracket,VAL,20,4.0,22,45.45454545454545,40.909090909090914,13.636363636363635,2,-11670.75,-7758.209999999999,21908.22,21908.22,80.0,-4441.729999999999,-15901.96,32304.760000000002,32.18268762869621,124.01568685234001,158.92456715357116,65.0,0.554925768822905,-1.034350473025834,2.141224450390005,3.175574923415839,6,3,0.6519613731779459,13.039227463558918,0.523544154467831,0.523544154467831,-5.412736667271574,0.06488138093940155,1,5,1.9547974144207296,0.9338521891994631,76.92307692307693,13,True,P1 + vol 100K [vol ladder rung 2] + --full-market (no universe snapshot),59.09090909090909,1.4915406971335676,1.8,100000,20.0,5.0,True,8,8
F2_FM,pit_bracket,TRAIN,74,6.166666666666667,53,43.39622641509434,30.18867924528302,26.41509433962264,3,-20348.57,62113.19,77781.57,127866.89000000001,75.0,-3259.5699999999993,-31335.940000000002,147736.13000000006,13.449140707828203,57.95666909644916,90.49452561130438,58.108108108108105,0.7215682551123774,-1.057968879976233,1.4762972367177436,2.534266116693977,5,4,0.5776646898542286,42.74718704921292,0.4885089095243157,0.3400162634644516,-7.874948327161277,-2.5952921779153773,3,12,2.9242673606269616,0.5531167065534859,62.16216216216216,37,True,P1 + vol 100K + conv 1.5 [vol r2 + conv r2] + --full-market (no universe snapshot),69.81132075471697,1.6993177930030194,1.5,100000,20.0,5.0,True,8,8
F2_FM,pit_bracket,VAL,24,4.8,22,36.36363636363637,40.909090909090914,22.727272727272727,2,-11334.55,-19764.140000000003,9902.289999999997,9902.289999999997,80.0,-4105.529999999999,-15565.759999999998,20298.83,51.21743469943835,197.3659072961348,252.92196643845975,58.333333333333336,0.3042218420070061,-1.0741382590073094,1.273486568225838,2.3476248272331475,4,5,0.43071126887876865,10.337070453090448,0.31500790975740534,0.31500790975740534,-4.827878271891992,0.6497397763189832,1,5,1.4273608968281766,0.8449100402991686,61.53846153846154,13,True,P1 + vol 100K + conv 1.5 [vol r2 + conv r2] + --full-market (no universe snapshot),59.09090909090909,1.4782846266338108,1.5,100000,20.0,5.0,True,8,8
F3_FM,pit_bracket,TRAIN,90,7.5,53,47.16981132075472,28.30188679245283,24.528301886792452,3,-12902.339999999998,78343.19,94664.94,148194.13,91.66666666666666,-8396.49,-26732.770000000004,168063.37000000005,11.82246910793232,53.384732199526866,86.75863753059335,55.55555555555556,0.6380738552115113,-1.0691256113791465,1.3909674382816766,2.460093049660823,5,4,0.5297456645055463,47.677109805499164,0.456079473613048,0.30773904047964956,-7.323044513649858,-1.5747262882626978,1,12,2.9177491785065057,0.5083671590217953,65.78947368421053,38,True,P1 + vol 50K + conv 1.5 + price 25 [vol r3 + conv r2 + px r2] + --full-market (no universe snapshot),71.69811320754717,1.7224265465763102,1.5,50000,25.0,5.0,True,8,8
F3_FM,pit_bracket,VAL,27,5.4,22,40.909090909090914,31.818181818181817,27.27272727272727,2,-11334.55,-17968.99,11697.439999999999,11697.439999999999,80.0,-4105.529999999999,-15565.759999999998,22093.98,47.05598538606444,181.32980114945337,236.10662270899132,59.25925925925925,0.33271739130434724,-1.0743966994205114,1.543031425988224,2.6174281254087353,4,3,0.5524375063696535,14.915812671980644,0.3773923566315029,0.3773923566315029,-4.827878271891992,0.6497397763189832,1,5,1.6999523330317652,0.9099225829916997,60.0,15,True,P1 + vol 50K + conv 1.5 + price 25 [vol r3 + conv r2 + px r2] + --full-market (no universe snapshot),68.18181818181817,1.6886058693170702,1.5,50000,25.0,5.0,True,8,8
F4_FM,pit_bracket,TRAIN,107,8.916666666666666,53,49.056603773584904,20.754716981132077,30.18867924528302,3,-8232.34,76433.84,76433.84,146284.78,91.66666666666666,-7637.11,-20433.440000000002,166154.02,11.958326376936293,53.998199983364835,87.75561975569414,55.140186915887845,0.5502199723884029,-1.070913547599538,1.3465195766500204,2.417433124249558,5,4,0.45121962925459613,48.280500330241786,0.38862701581418785,0.23130410778085114,-7.060983222811553,-0.9273906842663348,1,12,2.8300734978194777,0.44642478822062687,61.904761904761905,42,True,P1 + vol off + conv 1.5 + price 30 [vol r4 + conv r2 + px r3] + --full-market (no universe snapshot),79.24528301886792,1.6492335416231365,1.5,0,30.0,5.0,True,8,8
F4_FM,pit_bracket,VAL,31,6.2,22,45.45454545454545,27.27272727272727,27.27272727272727,2,-11334.55,-24440.440000000002,-4535.28,5225.990000000001,60.0,-4105.529999999999,-18945.260000000002,15622.530000000002,66.5483759672729,256.4435465958459,333.91102465477735,58.06451612903226,0.33271739130434724,-1.0743966994205114,0.9012816191206144,1.9756783185411257,4,3,0.4548259356063579,14.099604003797095,0.2998664201411842,0.2035897957091517,-5.121702209382867,0.6497397763189832,2,5,1.558324786747961,0.8172318315974886,62.5,16,True,P1 + vol off + conv 1.5 + price 30 [vol r4 + conv r2 + px r3] + --full-market (no universe snapshot),72.72727272727273,1.625055095763858,1.5,0,30.0,5.0,True,8,8
F5_FM,pit_bracket,TRAIN,152,12.666666666666666,53,43.39622641509434,7.547169811320755,49.056603773584904,6,-18444.84,13701.880000000005,-25301.929999999993,63787.19999999995,58.333333333333336,-34551.159999999996,-60660.510000000024,103422.06,19.21180065452187,86.75149189640973,146.1316763560888,46.71052631578947,-1.0334477019692718,-1.0747124198436566,1.1930238730372427,2.2677362928808993,6,6,0.20830764030195625,31.66276132589735,0.1277626524971591,-0.019506757423263563,-8.251825247076184,-4.857345243839916,5,12,1.6106333363490077,0.36213170290366486,46.93877551020408,49,True,P1 + vol off + conv 1.2 + price 30 + pole 4 [vol r4 + conv r3 + px r3 + pole r2] + --full-market (no universe snapshot),92.45283018867924,1.5945212430702522,1.2,0,30.0,4.0,True,8,8
F5_FM,pit_bracket,VAL,52,10.4,22,45.45454545454545,18.181818181818183,36.36363636363637,2,-10429.1,-26025.079999999994,-11302.569999999996,6552.910000000004,60.0,-3858.8,-18540.13,16949.45,61.338509509158115,253.54527728038371,357.19749018404724,50.0,0.021122901803038156,-1.0740216039797277,0.8076764632936507,1.8816980672733785,7,3,0.1568668792713865,8.1570777221121,0.0598718886774614,-0.061345464440060844,-8.025600310665794,0.06858508177491324,2,5,0.787238324098617,0.5579342983114989,55.55555555555556,18,True,P1 + vol off + conv 1.2 + price 30 + pole 4 [vol r4 + conv r3 + px r3 + pole r2] + --full-market (no universe snapshot),81.81818181818183,1.4369005149300933,1.2,0,30.0,4.0,True,8,8
F6_FM,pit_bracket,TRAIN,235,19.583333333333332,53,52.83018867924528,3.7735849056603774,43.39622641509434,3,-16200.42,8759.919999999984,-70813.93000000002,58845.23999999999,58.333333333333336,-34460.07,-75870.26999999999,98480.09999999999,20.175893403845045,91.10488311851837,153.46490306163375,46.808510638297875,-1.0334477019692718,-1.079898758019821,1.1551813287009716,2.2350800867207923,9,3,0.168531557134816,39.604915926681755,0.11633713508737462,-0.04961953919261892,-11.616728556296877,-6.04661865056709,5,12,1.6685394317917233,0.2828152280888909,54.90196078431373,51,True,all gates off except VWAP + two-tier [every ladder at its last rung] + --full-market (no universe snapshot),96.22641509433963,1.5483840536002877,,0,30.0,3.0,True,8,8
F6_FM,pit_bracket,VAL,83,16.6,22,40.909090909090914,9.090909090909092,50.0,4,-10429.1,-39076.82999999999,-31860.449999999986,-6498.839999999993,40.0,-6008.46,-19961.989999999998,3897.699999999996,266.73525412422737,1102.5612540729157,1582.1366446878942,42.168674698795186,-1.046316538715746,-1.0783023258377429,0.7173570071598161,1.795659332997559,7,4,-0.08609349399999855,-7.1457600019998795,-0.1493825780678225,-0.2647088643149537,-11.336737611220347,-6.002957997401554,3,5,-0.5970760219800136,0.4037371696833359,45.0,20,True,all gates off except VWAP + two-tier [every ladder at its last rung] + --full-market (no universe snapshot),90.9090909090909,1.3136502385113369,,0,30.0,3.0,True,8,8
F7_FM,pit_bracket,TRAIN,157,13.083333333333334,53,54.71698113207547,9.433962264150944,35.84905660377358,3,-20590.02,75209.10999999999,40432.130000000005,123760.96000000002,75.0,-4106.69,-31738.75,160832.05,12.354030182417002,53.237485936416284,88.07419914127813,51.59235668789809,0.424665450121656,-1.0661568267564001,1.2728830268010347,2.339039853557435,6,3,0.3568238975674985,56.02135191809727,0.2807934739791855,0.12167556622599748,-9.107141501020443,-2.5349574145182405,3,12,2.725214670194638,0.3666158575014711,60.416666666666664,48,True,P1 + vol off + conv off [vol ladder r4 + conv ladder r5] + --full-market (no universe snapshot),90.56603773584906,1.6406012599655229,,0,20.0,5.0,True,8,8
F7_FM,pit_bracket,VAL,52,10.4,22,54.54545454545454,13.636363636363635,31.818181818181817,2,-9702.380000000001,-4153.690000000004,10568.82,28424.3,100.0,159.40000000000146,-15446.239999999998,38820.840000000004,26.78082184723463,110.69963967806981,158.85009185787837,55.769230769230774,0.38276494565217345,-1.0625953717653935,0.8399822681704271,1.9025776399358207,4,2,0.2722521834561244,14.15711353971847,0.17751964980699805,0.061104246123334476,-4.7606831293721745,0.4026453665292442,0,5,1.3695981526849668,0.5565910790568166,63.1578947368421,19,True,P1 + vol off + conv off [vol ladder r4 + conv ladder r5] + --full-market (no universe snapshot),86.36363636363636,1.4334411964322737,,0,20.0,5.0,True,8,8
