symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,partial_taken,partial_price,partial_shares,partial_pnl
SPCB,2025-01-02,09:49:00,6.114608499999999,5.86416,6.725458499999999,8185,09:51:00,6.4102628455,trail_stop,2419.9308179175073,4.835213006687197,False,,0,0.0
TVRD,2025-01-02,10:32:00,5.5169114,5.3118,6.0124113999999995,15000,12:46:00,5.2958646,stop,-3315.701999999998,-4.006712886489348,False,,0,0.0
WKEY,2025-01-02,09:54:00,9.39939,9.13,10.049389999999999,7692,11:26:00,10.703099085,exhaust+trail_stop,8727.801200909998,12.07162956851455,True,10.365,3846,3713.7360599999993
ATRA,2025-01-03,09:43:00,16.28627,15.4944,17.90027,4645,10:08:00,17.854305910000004,trail_stop,7283.526801950028,9.62796214234448,False,,0,0.0
BDMD,2025-01-03,10:08:00,6.506499999999999,6.2401,7.156249999999999,7695,10:11:00,7.132139200000001,trail_stop,4814.293644000015,9.615602858679813,False,,0,0.0
SYNX,2025-01-03,09:42:00,4.622517899999999,4.4350000000000005,5.079767899999997,10000,09:50:00,4.798044653700002,trail_stop,1755.2675370000247,3.797210903174707,False,,0,0.0
VNCE,2025-01-06,09:41:00,4.9049,4.704000000000001,5.3949,10000,09:53:00,4.689888000000001,stop,-2150.1199999999885,-4.383616383616361,False,,0,0.0
TIL,2025-01-07,10:53:00,27.389061699999996,26.49,28.639061699999996,4000,11:11:00,26.410529999999998,stop,-3914.126799999991,-3.572709831092892,False,,0,0.0
PTLE,2025-01-10,09:38:00,13.002989999999999,12.74,13.627989999999999,8000,09:49:00,13.67486197,trail_stop,5374.975760000012,5.167057499851969,False,,0,0.0
CTEV,2025-01-13,09:36:00,14.764749999999998,14.450000000000001,15.164749999999993,15000,09:38:00,14.40665,stop,-5371.499999999951,-2.4253712389305395,False,,0,0.0
MYSE,2025-01-13,10:41:00,5.795789999999999,5.52,6.3707899999999995,13042,10:50:00,6.28529737,trail_stop,6384.155119540013,8.445912809125263,False,,0,0.0
ROLR,2025-01-13,11:01:00,4.189184999999999,3.99,4.589185,15000,11:08:00,3.9780300000000004,stop,-3167.324999999983,-5.040479234027595,False,,0,0.0
ARQQ,2025-01-15,08:46:00,22.172149999999995,21.72,22.847149999999996,7407,09:29:00,24.270893225000002,exhaust+trail_stop,16615.95345540004,10.117544291912715,True,24.56,3703,8842.208550000014
STFS,2025-01-15,10:27:00,16.486469999999997,15.8899,17.936719999999994,3447,10:39:00,17.261489710000003,trail_stop,2671.49294037002,4.700943925534125,False,,0,0.0
ARQQ,2025-01-16,09:40:00,25.30528,24.096,27.815279999999998,2988,09:54:00,27.188907840000002,trail_stop,5628.279985920008,7.4436158777931025,False,,0,0.0
ARQQ,2025-01-17,08:43:00,33.55352,33.160000000000004,34.45352,8332,08:51:00,33.060520000000004,stop,-4107.675999999959,-1.4692944287216216,False,,0,0.0
SPCB,2025-01-17,09:49:00,12.112099999999998,11.6476,13.243099999999997,4420,10:08:00,11.612657200000001,stop,-2207.537175999987,-4.1235029433376305,False,,0,0.0
BTCT,2025-01-21,10:12:00,7.777669899999999,7.62,8.152419899999998,15000,10:21:00,8.018203109700002,trail_stop,3607.998145500035,3.092612733538645,False,,0,0.0
VATE,2025-01-21,10:38:00,7.317309999999999,7.09,7.7173099999999994,10000,10:41:00,7.0687299999999995,stop,-2485.7999999999956,-3.397150045576853,False,,0,0.0
IDAI,2025-01-22,09:36:00,5.19519,5.04,5.570190000000001,10000,09:39:00,5.0248800000000005,stop,-1703.0999999999974,-3.278224665507897,False,,0,0.0
BDMD,2025-01-23,10:34:00,8.99899,8.7232,9.41599,10000,10:38:00,8.697030400000001,stop,-3019.5959999999823,-3.355483226450949,False,,0,0.0
THCH,2025-01-23,10:39:00,3.3034000999999997,3.1679999999999997,3.6334001,10000,10:59:00,3.1584959999999995,stop,-1449.041000000002,-4.3865137619872385,False,,0,0.0
TIL,2025-01-23,10:47:00,22.011989999999997,21.419999999999998,23.21199,4166,11:02:00,21.355739999999997,stop,-2733.9375,-2.9813297207567335,False,,0,0.0
XCUR,2025-01-23,09:46:00,13.113099999999998,12.69,14.138099999999998,7317,09:51:00,12.65193,stop,-3374.3808899999813,-3.516864814574719,False,,0,0.0
ELAB,2025-01-24,09:51:00,3.3030997999999996,3.167808,3.6330797999999995,10000,09:54:00,3.4941940754000007,trail_stop,1910.9427540000113,5.785301291835056,False,,0,0.0
RNAZ,2025-01-24,10:19:00,8.27827,7.9392,9.105269999999999,9067,10:23:00,8.82437721,trail_stop,4951.554073070006,6.59687603810942,False,,0,0.0
VATE,2025-01-27,10:47:00,11.921909999999999,11.620000000000001,12.646909999999997,6896,11:02:00,11.58514,stop,-2322.3659199999847,-2.824799046461497,False,,0,0.0
JL,2025-01-28,10:00:00,5.805799999999999,5.568,6.385799999999999,8620,10:12:00,7.229346700000001,exhaust+trail_stop,12877.188277000014,25.730706362602945,True,7.37,4310,6741.702000000006
RNAZ,2025-01-29,09:48:00,11.011,10.56,12.110999999999999,6817,09:58:00,10.52832,stop,-3290.4295599999896,-4.38361638361637,False,,0,0.0
WHLR,2025-01-29,11:00:00,7.159152,6.98,7.584152,10000,11:04:00,6.95906,stop,-2000.9199999999971,-2.794912023099939,False,,0,0.0
ACON,2025-01-30,10:02:00,8.5085,8.10144,9.3524,8886,10:14:00,9.035751180000002,trail_stop,4685.153985480019,6.196758300523031,False,,0,0.0
AENT,2025-01-30,10:04:00,7.0072002,6.865,7.3452002,10000,10:41:00,6.844405,stop,-1627.951999999997,-2.3232560131505835,False,,0,0.0
BNGO,2025-01-30,10:21:00,5.680674999999999,5.49,6.1431749999999985,10000,10:59:00,5.47353,stop,-2071.449999999988,-3.6464856729173705,False,,0,0.0
ALGS,2025-01-31,09:54:00,26.266239999999996,25.3053,28.002989999999997,2878,15:00:00,26.62,eod,1018.1212800000136,1.3468239077995359,False,,0,0.0
PLCE,2025-02-05,09:55:00,10.772361599999998,10.47,11.501361599999996,6858,15:00:00,11.23,eod,3138.4841472000153,4.248264373152886,False,,0,0.0
DOMH,2025-02-10,10:08:00,4.1540498999999995,4.01,4.503799899999999,10000,10:14:00,3.9979699999999996,stop,-1560.7989999999993,-3.7572947787651745,False,,0,0.0
MNTS,2025-02-10,10:00:00,5.185179999999999,4.972799999999999,5.703179999999999,9652,10:06:00,5.461187140000001,trail_stop,2664.0209152800167,5.3230001658573425,False,,0,0.0
QNTM,2025-02-10,09:49:00,12.482269799999997,11.971008,13.729249799999998,6013,10:14:00,14.1969500927,exhaust+trail_stop,10620.140621348917,14.149643500124753,True,14.3,3006,5464.09698120001
DOMH,2025-02-11,10:47:00,8.41841,8.21,8.918409999999998,15000,10:54:00,8.18537,stop,-3495.5999999999854,-2.768218701631294,False,,0,0.0
DOMH,2025-02-13,10:03:00,8.27827,8.02,8.60327,10000,10:18:00,8.565954810000001,trail_stop,2876.848100000018,3.4751803214923145,False,,0,0.0
MNTS,2025-02-13,10:45:00,3.8538499999999996,3.696,4.238849999999999,15000,11:22:00,3.684912,stop,-2534.0699999999906,-4.383616383616368,False,,0,0.0
JZXN,2025-02-19,09:59:00,5.255249999999999,5.04,5.78025,14284,10:24:00,5.617845750000001,trail_stop,5179.317693000021,6.899686028257484,False,,0,0.0
REBN,2025-02-19,10:35:00,6.28628,6.140000000000001,6.636279999999998,10000,10:42:00,6.121580000000001,stop,-1646.9999999999895,-2.619991473494642,False,,0,0.0
WOK,2025-02-20,09:43:00,5.935929999999999,5.6928,6.528929999999999,12646,09:47:00,5.6757216,stop,-3290.595426399986,-4.383616383616365,False,,0,0.0
FOXX,2025-02-25,10:03:00,5.805799999999999,5.529599999999999,6.381799999999998,13020,11:00:00,5.513011199999999,stop,-3812.1101759999924,-5.043039718901779,False,,0,0.0
LE,2025-02-25,09:02:00,12.992879899999998,12.49,14.1928799,6249,15:00:00,12.97,eod,-142.97649509998584,-0.17609567837225784,False,,0,0.0
KPLT,2025-02-27,11:06:00,11.19118,10.7328,12.30918,4472,11:41:00,10.700601599999999,stop,-2193.866604800002,-4.3836163836163875,False,,0,0.0
IQST,2025-06-02,10:17:00,12.199186999999998,11.9,12.699186999999997,10000,11:24:00,13.151140861000002,trail_stop,9519.538610000034,7.80342051482614,False,,0,0.0
PTNM,2025-06-04,10:15:00,5.004999999999999,4.86,5.354999999999999,15000,10:25:00,5.239235000000002,trail_stop,3513.5250000000397,4.680019980020034,False,,0,0.0
BHM,2025-06-05,11:15:00,11.85184,11.4856,12.737839999999998,5643,14:27:00,12.47,eod,3488.2768800000076,5.215730215730228,False,,0,0.0
HYPD,2025-06-06,09:40:00,4.604599999999999,4.4159999999999995,5.064599999999999,15000,09:41:00,4.4027519999999996,stop,-3027.719999999987,-4.383616383616366,False,,0,0.0
NA,2025-06-09,09:53:00,8.938229299999998,8.68,9.561479299999998,8022,10:06:00,9.366486687900002,trail_stop,3435.480765733832,4.791300083339819,False,,0,0.0
TAOX,2025-06-09,09:39:00,3.5835799999999995,3.3984,3.9375799999999996,15000,09:42:00,3.3882048,stop,-2930.627999999993,-5.451955865363674,False,,0,0.0
VVPR,2025-06-09,10:52:00,7.062054999999999,6.835,7.378304999999999,10000,11:19:00,6.814495,stop,-2475.5999999999913,-3.5054952135037056,False,,0,0.0
ARQQ,2025-06-16,09:43:00,27.527499999999996,26.4,30.277499999999996,2727,15:45:00,28.835,force_close,3565.5525000000125,4.749795658886585,False,,0,0.0
TCRT,2025-06-16,11:04:00,3.6035999999999997,3.456,3.9635999999999996,10000,11:52:00,4.183611399999999,exhaust+trail_stop,5682.057000000001,15.767723942723944,True,4.16,5000,2782.0000000000023
APVO,2025-06-18,10:24:00,9.5095,9.12,10.459499999999998,7894,10:25:00,9.09264,stop,-3290.6928399999983,-4.383616383616381,False,,0,0.0
AIFU,2025-06-20,09:49:00,4.39439,4.220000000000001,4.719389999999997,10000,10:24:00,4.681423470000001,trail_stop,2870.3347000000167,6.5318160199709565,False,,0,0.0
