symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,partial_taken,partial_price,partial_shares,partial_pnl
ORKT,2025-01-06,10:57:00,3.43,3.35,3.63,10000,15:43:00,3.34,stop,-934.80,-2.72,False,,0,0.00
VNCE,2025-01-06,09:41:00,4.90,4.70,5.39,10000,09:53:00,4.69,stop,-2150.12,-4.38,False,,0,0.00
MYSE,2025-01-07,10:48:00,2.86,2.74,3.15,5000,10:55:00,2.73,stop,-668.33,-4.67,False,,0,0.00
TIL,2025-01-07,10:53:00,27.39,26.49,28.64,2000,11:11:00,26.41,stop,-1957.06,-3.57,False,,0,0.00
YSXT,2025-01-07,11:23:00,5.00,4.79,5.45,5000,12:03:00,4.78,stop,-1146.85,-4.58,False,,0,0.00
COEP,2025-01-08,14:42:00,7.32,7.18,7.60,10000,14:57:00,7.15,stop,-1660.43,-2.27,False,,0,0.00
JXG,2025-01-08,14:14:00,3.76,3.56,4.13,10000,14:41:00,3.55,stop,-2068.39,-5.50,False,,0,0.00
MSW,2025-01-10,11:12:00,7.45,7.20,8.05,10000,11:14:00,7.74,trail_stop,2918.32,3.92,False,,0,0.00
PTLE,2025-01-10,09:38:00,13.00,12.74,13.63,8000,09:49:00,13.67,trail_stop,5374.98,5.17,False,,0,0.00
CTEV,2025-01-13,09:36:00,14.76,14.45,15.16,10000,09:38:00,14.41,stop,-3581.00,-2.43,False,,0,0.00
FGL,2025-01-13,14:06:00,2.23,2.19,2.32,10000,14:12:00,2.27,trail_stop,433.05,1.94,False,,0,0.00
GRNQ,2025-01-13,10:03:00,2.05,1.97,2.26,10000,10:06:00,1.96,stop,-899.54,-4.38,False,,0,0.00
LSE,2025-01-13,14:25:00,6.19,5.96,6.66,10000,14:28:00,6.57,trail_stop,3743.57,6.04,False,,0,0.00
MYSE,2025-01-13,10:41:00,5.80,5.52,6.37,10000,10:50:00,6.29,trail_stop,4895.07,8.45,False,,0,0.00
ROLR,2025-01-13,11:01:00,4.19,3.99,4.59,10000,11:08:00,3.98,stop,-2111.55,-5.04,False,,0,0.00
CPIX,2025-01-14,10:02:00,2.67,2.55,2.92,10000,10:59:00,3.28,exhaust+trail_stop,6088.80,22.78,True,3.28,5000,3058.65
FGL,2025-01-14,10:09:00,2.50,2.45,2.64,10000,10:23:00,2.44,stop,-648.35,-2.59,False,,0,0.00
ARQQ,2025-01-15,08:46:00,22.17,21.72,22.85,7407,09:29:00,24.27,exhaust+trail_stop,16615.95,10.12,True,24.56,3703,8842.21
MGIH,2025-01-15,10:16:00,2.05,2.00,2.13,10000,10:25:00,2.11,trail_stop,593.46,2.89,False,,0,0.00
STFS,2025-01-15,10:27:00,16.49,15.89,17.94,3447,10:39:00,17.26,trail_stop,2671.49,4.70,False,,0,0.00
VMAR,2025-01-15,08:46:00,2.04,2.01,2.12,10000,08:54:00,2.14,exhaust+trail_stop,1017.34,4.98,True,2.15,5000,539.80
ARQQ,2025-01-16,09:40:00,25.31,24.10,27.82,2988,09:54:00,27.19,trail_stop,5628.28,7.44,False,,0,0.00
WHLR,2025-01-16,10:54:00,3.23,3.17,3.38,10000,10:57:00,3.16,stop,-727.40,-2.25,False,,0,0.00
ARQQ,2025-01-17,08:43:00,33.55,33.16,34.45,4166,08:51:00,33.06,stop,-2053.84,-1.47,False,,0,0.00
DCOY,2025-01-17,09:46:00,2.93,2.89,3.03,5000,09:52:00,2.99,trail_stop,275.74,1.88,False,,0,0.00
SPCB,2025-01-17,09:49:00,12.11,11.65,13.24,2210,10:08:00,11.61,stop,-1103.77,-4.12,False,,0,0.00
BTCT,2025-01-21,10:12:00,7.78,7.62,8.15,5000,10:21:00,8.02,trail_stop,1202.67,3.09,False,,0,0.00
VATE,2025-01-21,10:38:00,7.32,7.09,7.72,5000,10:41:00,7.07,stop,-1242.90,-3.40,False,,0,0.00
IDAI,2025-01-22,09:36:00,5.20,5.04,5.57,5000,09:39:00,5.02,stop,-851.55,-3.28,False,,0,0.00
BDMD,2025-01-23,10:34:00,9.00,8.72,9.42,5000,10:38:00,8.70,stop,-1509.80,-3.36,False,,0,0.00
SPHL,2025-01-23,10:40:00,2.79,2.75,2.89,5000,10:41:00,2.74,stop,-255.20,-1.83,False,,0,0.00
THCH,2025-01-23,10:39:00,3.30,3.17,3.63,5000,10:59:00,3.16,stop,-724.52,-4.39,False,,0,0.00
TIL,2025-01-23,10:47:00,22.01,21.42,23.21,2083,11:02:00,21.36,stop,-1366.97,-2.98,False,,0,0.00
XCUR,2025-01-23,09:46:00,13.11,12.69,14.14,3658,09:51:00,12.65,stop,-1686.96,-3.52,False,,0,0.00
ELAB,2025-01-24,09:51:00,3.30,3.17,3.63,5000,09:54:00,3.49,trail_stop,955.47,5.79,False,,0,0.00
RNAZ,2025-01-24,10:19:00,8.28,7.94,9.11,4533,10:23:00,8.82,trail_stop,2475.50,6.60,False,,0,0.00
VATE,2025-01-27,10:47:00,11.92,11.62,12.65,3448,11:02:00,11.59,stop,-1161.18,-2.82,False,,0,0.00
JL,2025-01-28,10:00:00,5.81,5.57,6.39,4310,10:12:00,7.23,exhaust+trail_stop,6438.59,25.73,True,7.37,2155,3370.85
JYD,2025-01-28,10:58:00,4.20,4.08,4.37,5000,12:05:00,4.64,trail_stop,2176.70,10.35,False,,0,0.00
NVNI,2025-01-28,14:03:00,5.12,5.00,5.41,5000,15:16:00,5.28,trail_stop,803.30,3.14,False,,0,0.00
RNAZ,2025-01-29,09:48:00,11.01,10.56,12.11,3408,09:58:00,10.53,stop,-1644.97,-4.38,False,,0,0.00
SLXN,2025-01-29,14:33:00,2.95,2.87,3.15,5000,14:39:00,3.05,trail_stop,474.64,3.21,False,,0,0.00
WHLR,2025-01-29,10:58:00,7.08,6.99,7.28,5000,11:03:00,6.97,stop,-540.20,-1.53,False,,0,0.00
ACON,2025-01-30,10:02:00,8.51,8.10,9.35,4443,10:14:00,9.04,trail_stop,2342.58,6.20,False,,0,0.00
AENT,2025-01-30,10:04:00,7.01,6.87,7.35,5000,10:41:00,6.84,stop,-813.98,-2.32,False,,0,0.00
BNGO,2025-01-30,10:21:00,5.68,5.49,6.14,5000,10:59:00,5.47,stop,-1035.72,-3.65,False,,0,0.00
ALGS,2025-01-31,09:54:00,26.27,25.31,28.00,1439,15:00:00,26.62,eod,509.06,1.35,False,,0,0.00
CYCN,2025-01-31,14:02:00,3.59,3.52,3.77,5000,14:17:00,3.68,trail_stop,408.80,2.28,False,,0,0.00
DOMH,2025-01-31,10:23:00,3.60,3.49,3.79,5000,10:36:00,3.81,trail_stop,1031.68,5.73,False,,0,0.00
IMDX,2025-01-31,10:53:00,2.18,2.09,2.40,5000,14:44:00,2.09,stop,-478.29,-4.38,False,,0,0.00
JL,2025-01-31,11:15:00,7.77,7.45,8.54,4832,11:21:00,8.11,trail_stop,1641.36,4.37,False,,0,0.00
REBN,2025-01-31,10:34:00,2.92,2.80,3.21,5000,10:36:00,2.79,stop,-640.65,-4.38,False,,0,0.00
CPIX,2025-02-04,09:10:00,2.41,2.34,2.59,10000,09:32:00,2.33,stop,-794.30,-3.29,False,,0,0.00
PLCE,2025-02-05,09:55:00,10.77,10.47,11.50,6858,15:00:00,11.23,eod,3138.48,4.25,False,,0,0.00
REBN,2025-02-06,11:05:00,4.70,4.59,4.93,10000,11:11:00,4.58,stop,-1250.67,-2.66,False,,0,0.00
DOMH,2025-02-10,10:08:00,4.15,4.01,4.50,10000,10:14:00,4.00,stop,-1560.80,-3.76,False,,0,0.00
MNTS,2025-02-10,10:00:00,5.19,4.97,5.70,9652,10:06:00,5.46,trail_stop,2664.02,5.32,False,,0,0.00
QNTM,2025-02-10,09:49:00,12.48,11.97,13.73,6013,10:14:00,14.20,exhaust+trail_stop,10620.14,14.15,True,14.30,3006,5464.10
DOMH,2025-02-11,10:47:00,8.42,8.21,8.92,10000,10:54:00,8.19,stop,-2330.40,-2.77,False,,0,0.00
DOMH,2025-02-13,10:03:00,8.28,8.02,8.60,10000,10:18:00,8.57,trail_stop,2876.85,3.48,False,,0,0.00
LGCY,2025-02-13,14:08:00,9.82,9.69,10.09,10000,14:10:00,9.66,stop,-1578.83,-1.61,False,,0,0.00
MNTS,2025-02-13,10:45:00,3.85,3.70,4.24,10000,11:22:00,3.68,stop,-1689.38,-4.38,False,,0,0.00
MYSE,2025-02-18,11:20:00,3.09,3.02,3.26,10000,11:24:00,3.01,stop,-791.59,-2.56,False,,0,0.00
AGH,2025-02-19,14:49:00,3.71,3.62,3.93,5000,14:51:00,3.61,stop,-497.92,-2.68,False,,0,0.00
JZXN,2025-02-19,09:59:00,5.26,5.04,5.78,5000,10:24:00,5.62,trail_stop,1812.98,6.90,False,,0,0.00
MRDN,2025-02-19,14:29:00,2.34,2.30,2.43,5000,14:38:00,2.38,trail_stop,203.75,1.74,False,,0,0.00
REBN,2025-02-19,10:35:00,6.29,6.14,6.64,5000,10:42:00,6.12,stop,-823.50,-2.62,False,,0,0.00
AGH,2025-02-20,10:28:00,4.55,4.39,4.78,5000,10:32:00,4.38,stop,-888.60,-3.90,False,,0,0.00
RIME,2025-02-20,11:19:00,3.02,2.96,3.17,5000,12:48:00,2.95,stop,-359.50,-2.38,False,,0,0.00
WOK,2025-02-20,09:43:00,5.94,5.69,6.53,5000,09:47:00,5.68,stop,-1301.04,-4.38,False,,0,0.00
YSXT,2025-02-20,10:56:00,2.72,2.64,2.92,5000,11:12:00,2.63,stop,-452.70,-3.33,False,,0,0.00
CJMB,2025-02-21,14:48:00,5.76,5.60,6.04,10000,14:49:00,5.58,stop,-1725.50,-3.00,False,,0,0.00
NVNI,2025-02-21,09:58:00,2.65,2.58,2.77,10000,10:05:00,2.76,trail_stop,1065.98,4.02,False,,0,0.00
NVNI,2025-02-24,11:01:00,2.59,2.51,2.79,10000,11:08:00,2.50,stop,-902.20,-3.48,False,,0,0.00
SXTP,2025-02-24,14:11:00,2.26,2.20,2.34,10000,14:15:00,2.19,stop,-688.60,-3.04,False,,0,0.00
DOMH,2025-02-25,11:29:00,8.69,8.45,9.26,8695,12:03:00,9.13,trail_stop,3870.63,5.12,False,,0,0.00
FOXX,2025-02-25,10:03:00,5.81,5.53,6.38,10000,11:00:00,5.51,stop,-2927.89,-5.04,False,,0,0.00
LE,2025-02-25,09:02:00,12.99,12.49,14.19,6249,15:00:00,12.97,eod,-142.98,-0.18,False,,0,0.00
MSW,2025-02-25,11:03:00,5.21,5.11,5.43,10000,11:26:00,5.09,stop,-1105.30,-2.12,False,,0,0.00
AGH,2025-02-26,14:28:00,4.83,4.74,5.06,10000,15:00:00,4.92,eod,855.70,1.77,False,,0,0.00
HWH,2025-02-26,10:10:00,2.04,1.97,2.21,10000,10:13:00,1.96,stop,-773.49,-3.79,False,,0,0.00
STAK,2025-02-26,14:19:00,4.37,4.17,4.72,10000,15:43:00,4.16,stop,-2168.80,-4.96,False,,0,0.00
BCG,2025-02-27,11:03:00,2.19,2.10,2.41,10000,11:11:00,3.04,exhaust+trail_stop,6196.90,28.25,True,2.59,5000,1976.04
KPLT,2025-02-27,11:06:00,11.19,10.73,12.31,4472,11:41:00,10.70,stop,-2193.87,-4.38,False,,0,0.00
NTRP,2025-02-27,09:49:00,4.41,4.33,4.59,10000,09:51:00,4.32,stop,-890.92,-2.02,False,,0,0.00
DOMH,2025-03-24,10:05:00,4.64,4.55,4.85,10000,10:37:00,4.93,exhaust+trail_stop,3067.86,6.61,True,4.97,5000,1651.80
MTEN,2025-03-24,10:52:00,6.13,6.04,6.32,10000,11:08:00,6.02,stop,-1028.49,-1.68,False,,0,0.00
GDHG,2025-03-25,10:47:00,2.37,2.29,2.57,10000,11:03:00,2.28,stop,-892.40,-3.76,False,,0,0.00
BIYA,2025-03-27,09:54:00,5.50,5.28,6.05,9094,09:57:00,5.26,stop,-2193.95,-4.38,False,,0,0.00
QNTM,2025-03-27,14:08:00,8.16,7.94,8.51,10000,14:14:00,7.92,stop,-2419.70,-2.97,False,,0,0.00
MYSE,2025-03-28,10:43:00,3.31,3.21,3.46,10000,10:58:00,3.20,stop,-1106.42,-3.34,False,,0,0.00
BIYA,2025-03-31,10:39:00,7.87,7.74,8.17,10000,10:41:00,7.72,stop,-1510.80,-1.92,False,,0,0.00
NWTG,2025-03-31,11:19:00,2.07,2.00,2.25,10000,11:20:00,1.99,stop,-776.70,-3.75,False,,0,0.00
ELAB,2025-05-02,10:29:00,2.85,2.81,2.95,5000,10:31:00,2.80,stop,-256.40,-1.80,False,,0,0.00
RYM,2025-05-02,09:41:00,18.42,17.82,19.37,3945,09:49:00,17.77,stop,-2571.59,-3.54,False,,0,0.00
ULY,2025-05-02,10:48:00,9.87,9.47,10.86,3802,12:10:00,10.50,trail_stop,2388.76,6.37,False,,0,0.00
GDEV,2025-05-05,10:04:00,14.19,13.88,14.90,3518,10:08:00,14.85,trail_stop,2296.43,4.60,False,,0,0.00
AIRS,2025-05-08,09:52:00,2.88,2.80,3.03,5000,09:57:00,2.79,stop,-456.40,-3.17,False,,0,0.00
NDRA,2025-05-09,10:53:00,3.34,3.16,3.67,5000,15:45:00,3.30,force_close,-216.70,-1.30,False,,0,0.00
NTHI,2025-05-09,14:25:00,7.98,7.72,8.35,5000,14:27:00,7.70,stop,-1405.65,-3.52,False,,0,0.00
CPIX,2025-05-12,09:40:00,5.28,5.14,5.54,5000,11:56:00,5.12,stop,-754.45,-2.86,False,,0,0.00
RNAC,2025-05-12,10:23:00,10.67,10.47,11.15,5000,10:30:00,10.44,stop,-1160.35,-2.17,False,,0,0.00
BQ,2025-05-13,14:59:00,2.55,2.50,2.65,5000,15:04:00,2.49,stop,-300.25,-2.35,False,,0,0.00
CDIO,2025-05-13,09:38:00,4.97,4.79,5.39,5000,11:49:00,4.78,stop,-951.15,-3.83,False,,0,0.00
PLAG,2025-05-14,10:35:00,2.38,2.34,2.46,5000,10:40:00,2.53,trail_stop,738.26,6.21,False,,0,0.00
SORA,2025-05-14,09:52:00,6.89,6.60,7.57,3633,10:03:00,6.58,stop,-1096.77,-4.38,False,,0,0.00
SORA,2025-05-15,09:38:00,7.45,7.14,8.19,5000,09:49:00,7.12,stop,-1632.31,-4.38,False,,0,0.00
ARQQ,2025-05-19,10:40:00,22.44,22.10,23.23,3174,10:42:00,22.04,stop,-1281.45,-1.80,False,,0,0.00
BTM,2025-05-19,11:15:00,3.06,3.01,3.16,5000,11:44:00,3.10,trail_stop,223.77,1.46,False,,0,0.00
TIL,2025-05-19,10:36:00,16.47,15.71,18.10,2292,15:46:00,16.39,force_close,-163.76,-0.43,False,,0,0.00
NRXS,2025-05-20,14:40:00,3.79,3.70,4.02,5000,15:02:00,4.04,exhaust+trail_stop,1329.16,7.01,True,4.08,2500,711.28
AIRS,2025-05-21,10:21:00,4.23,4.12,4.47,5000,11:29:00,4.11,stop,-608.02,-2.87,False,,0,0.00
ARQQ,2025-05-21,11:04:00,30.47,29.79,32.10,1538,11:06:00,29.70,stop,-1183.97,-2.53,False,,0,0.00
EDBL,2025-05-21,11:23:00,5.36,5.22,5.68,5000,11:24:00,5.20,stop,-755.05,-2.82,False,,0,0.00
KIDZ,2025-05-21,10:31:00,3.17,3.04,3.49,5000,10:40:00,3.31,trail_stop,674.91,4.25,False,,0,0.00
AIRS,2025-05-22,10:57:00,4.48,4.41,4.66,5000,11:06:00,4.40,stop,-438.55,-1.96,False,,0,0.00
BON,2025-05-22,10:38:00,2.06,1.99,2.24,5000,11:05:00,2.16,trail_stop,496.88,4.82,False,,0,0.00
BTM,2025-05-22,10:56:00,3.60,3.46,3.95,5000,11:15:00,3.45,stop,-769.90,-4.27,False,,0,0.00
RAY,2025-05-22,11:13:00,2.20,2.15,2.33,5000,12:05:00,2.31,trail_stop,515.32,4.68,False,,0,0.00
TIL,2025-05-22,10:25:00,20.52,20.02,21.72,3124,10:45:00,21.91,trail_stop,4327.01,6.75,False,,0,0.00
EDBL,2025-05-23,10:30:00,4.53,4.44,4.76,5000,10:39:00,4.43,stop,-539.25,-2.38,False,,0,0.00
CREX,2025-05-27,14:54:00,3.43,3.40,3.52,5000,15:46:00,3.46,force_close,123.35,0.72,False,,0,0.00
IMNN,2025-05-27,14:26:00,2.02,1.94,2.22,5000,14:31:00,1.93,stop,-443.19,-4.38,False,,0,0.00
TIL,2025-05-27,10:41:00,24.17,23.73,25.05,2857,10:50:00,23.66,stop,-1460.89,-2.12,False,,0,0.00
VATE,2025-05-27,10:53:00,7.91,7.80,8.16,5000,10:56:00,7.78,stop,-656.50,-1.66,False,,0,0.00
ELPW,2025-05-28,09:52:00,5.71,5.47,6.28,5000,09:55:00,5.46,stop,-1250.58,-4.38,False,,0,0.00
FBRX,2025-05-28,10:22:00,11.58,11.29,12.15,5000,10:31:00,11.26,stop,-1643.72,-2.84,False,,0,0.00
NCEL,2025-05-28,10:33:00,2.30,2.21,2.48,5000,15:45:00,2.29,force_close,-50.99,-0.44,False,,0,0.00
TIL,2025-05-28,10:33:00,26.68,25.87,28.63,1280,10:36:00,27.55,trail_stop,1116.42,3.27,False,,0,0.00
VVPR,2025-05-28,11:01:00,6.89,6.70,7.35,5000,11:56:00,7.27,trail_stop,1899.25,5.51,False,,0,0.00
YSXT,2025-05-28,10:22:00,7.84,7.58,8.48,3913,10:35:00,9.14,exhaust+trail_stop,5379.05,17.53,True,9.30,1956,2844.54
ALZN,2025-05-29,09:48:00,7.99,7.61,8.78,3152,09:49:00,7.59,stop,-1254.87,-4.98,False,,0,0.00
QVCGA,2025-05-29,14:44:00,4.95,4.89,5.10,5000,14:56:00,4.88,stop,-398.10,-1.61,False,,0,0.00
IMNN,2025-05-30,09:42:00,2.58,2.48,2.84,5000,09:44:00,2.47,stop,-566.05,-4.38,False,,0,0.00
SAIH,2025-05-30,10:55:00,6.50,6.24,7.15,5000,12:03:00,6.22,stop,-1425.42,-4.38,False,,0,0.00
IQST,2025-06-02,10:17:00,12.20,11.90,12.70,10000,11:24:00,13.15,trail_stop,9519.54,7.80,False,,0,0.00
RAY,2025-06-02,11:22:00,2.98,2.90,3.08,10000,12:47:00,2.89,stop,-916.80,-3.07,False,,0,0.00
NIVF,2025-06-03,10:47:00,3.76,3.66,4.01,10000,10:54:00,4.04,exhaust+trail_stop,2968.28,7.89,True,4.09,5000,1607.20
BAOS,2025-06-04,10:34:00,3.65,3.53,3.93,10000,10:43:00,3.52,stop,-1341.40,-3.67,False,,0,0.00
NA,2025-06-04,14:41:00,6.21,6.02,6.65,10000,14:42:00,6.00,stop,-2036.62,-3.28,False,,0,0.00
PTNM,2025-06-04,10:15:00,5.00,4.86,5.35,10000,10:25:00,5.24,trail_stop,2342.35,4.68,False,,0,0.00
SXTP,2025-06-04,09:45:00,3.20,3.05,3.48,10000,10:38:00,3.51,trail_stop,3048.49,9.52,False,,0,0.00
TOPS,2025-06-04,09:54:00,6.11,6.03,6.26,10000,09:59:00,6.25,trail_stop,1390.08,2.28,False,,0,0.00
VVPR,2025-06-04,10:18:00,5.66,5.59,5.81,10000,10:23:00,5.93,exhaust+trail_stop,2590.17,4.58,True,5.90,5000,1221.75
WHLR,2025-06-04,14:44:00,5.50,5.38,5.76,10000,14:50:00,5.37,stop,-1278.46,-2.33,False,,0,0.00
BHM,2025-06-05,11:15:00,11.85,11.49,12.74,5643,14:27:00,12.47,eod,3488.28,5.22,False,,0,0.00
HYPD,2025-06-05,09:50:00,2.47,2.34,2.70,10000,09:56:00,2.92,exhaust+trail_stop,4282.61,17.31,True,2.88,5000,2030.64
MFI,2025-06-05,09:49:00,2.16,2.10,2.31,10000,10:02:00,2.34,trail_stop,1786.36,8.26,False,,0,0.00
HYPD,2025-06-06,09:40:00,4.60,4.42,5.06,10000,09:41:00,4.40,stop,-2018.48,-4.38,False,,0,0.00
DUO,2025-06-09,09:53:00,3.07,2.99,3.26,10000,10:25:00,2.99,stop,-871.55,-2.84,False,,0,0.00
MNTS,2025-06-09,11:13:00,2.22,2.15,2.40,10000,11:16:00,2.14,stop,-786.70,-3.54,False,,0,0.00
NA,2025-06-09,09:53:00,8.94,8.68,9.56,8022,10:06:00,9.37,trail_stop,3435.48,4.79,False,,0,0.00
TAOX,2025-06-09,09:39:00,3.58,3.40,3.94,10000,09:42:00,3.39,stop,-1953.75,-5.45,False,,0,0.00
TWAV,2025-06-09,09:58:00,3.92,3.81,4.20,10000,10:32:00,4.11,trail_stop,1813.08,4.62,False,,0,0.00
VVPR,2025-06-09,10:52:00,7.06,6.83,7.38,10000,11:19:00,6.81,stop,-2475.60,-3.51,False,,0,0.00
ASPS,2025-06-10,11:24:00,7.91,7.67,8.48,5000,11:52:00,7.65,stop,-1304.55,-3.30,False,,0,0.00
INDO,2025-06-11,14:30:00,3.14,3.06,3.29,5000,14:32:00,3.05,stop,-461.60,-2.94,False,,0,0.00
TAOX,2025-06-11,10:15:00,4.09,3.96,4.29,5000,12:40:00,4.34,trail_stop,1243.76,6.08,False,,0,0.00
CGTL,2025-06-13,10:05:00,2.10,2.04,2.25,10000,10:08:00,2.23,trail_stop,1290.86,6.14,False,,0,0.00
HYPD,2025-06-13,09:45:00,3.09,2.97,3.39,10000,09:52:00,2.96,stop,-1310.03,-4.24,False,,0,0.00
ARQQ,2025-06-16,09:43:00,27.53,26.40,30.28,2727,15:45:00,28.84,force_close,3565.55,4.75,False,,0,0.00
JVA,2025-06-16,14:03:00,4.67,4.55,4.80,10000,15:46:00,4.67,force_close,-46.70,-0.10,False,,0,0.00
LSE,2025-06-16,11:09:00,7.21,6.91,7.93,10000,11:37:00,7.53,trail_stop,3249.36,4.51,False,,0,0.00
TCRT,2025-06-16,11:04:00,3.60,3.46,3.96,10000,11:52:00,4.18,exhaust+trail_stop,5682.06,15.77,True,4.16,5000,2782.00
AGIG,2025-06-17,10:30:00,14.42,14.04,15.19,3225,10:40:00,14.88,trail_stop,1468.76,3.16,False,,0,0.00
BGSF,2025-06-17,10:02:00,5.31,5.24,5.46,5000,10:06:00,5.22,stop,-405.10,-1.53,False,,0,0.00
HYPD,2025-06-17,09:47:00,3.29,3.18,3.47,5000,10:08:00,4.03,exhaust+trail_stop,3387.86,20.58,True,3.91,2500,1542.28
IMDX,2025-06-17,10:33:00,3.09,2.99,3.34,5000,15:49:00,3.15,force_close,285.05,1.84,False,,0,0.00
INDO,2025-06-17,11:22:00,5.31,5.09,5.71,5000,11:27:00,5.07,stop,-1189.89,-4.48,False,,0,0.00
QNTM,2025-06-17,09:49:00,25.02,24.00,27.52,1500,09:56:00,23.93,stop,-1645.50,-4.38,False,,0,0.00
RCON,2025-06-17,14:44:00,2.42,2.36,2.58,5000,14:56:00,2.35,stop,-360.46,-2.98,False,,0,0.00
WTF,2025-06-17,10:23:00,5.71,5.57,6.03,5000,10:36:00,6.88,trail_stop,5889.44,20.64,False,,0,0.00
APVO,2025-06-18,10:24:00,9.51,9.12,10.46,7894,10:25:00,9.09,stop,-3290.69,-4.38,False,,0,0.00
BATL,2025-06-18,10:18:00,2.75,2.69,2.89,10000,10:37:00,2.69,stop,-676.30,-2.46,False,,0,0.00
SST,2025-06-18,11:13:00,5.90,5.66,6.49,8477,11:37:00,6.32,trail_stop,3518.51,7.03,False,,0,0.00
AIFU,2025-06-20,09:49:00,4.39,4.22,4.72,10000,10:24:00,4.68,trail_stop,2870.33,6.53,False,,0,0.00
KYNB,2025-06-20,09:55:00,5.71,5.49,6.11,10000,10:01:00,5.47,stop,-2371.75,-4.15,False,,0,0.00
MFI,2025-06-20,09:50:00,3.89,3.83,4.04,10000,09:54:00,4.02,trail_stop,1301.12,3.34,False,,0,0.00
NCI,2025-06-20,14:23:00,2.15,2.13,2.21,10000,14:38:00,2.12,stop,-305.34,-1.42,False,,0,0.00
PXLW,2025-06-20,10:25:00,7.67,7.48,8.05,10000,10:48:00,7.46,stop,-2101.00,-2.74,False,,0,0.00
TAOP,2025-06-20,10:33:00,4.48,4.34,4.80,10000,10:38:00,5.14,exhaust+trail_stop,6448.94,14.38,True,5.12,5000,3177.60
AGIG,2025-06-23,14:19:00,18.52,18.07,19.59,4651,14:20:00,18.02,stop,-2338.10,-2.71,False,,0,0.00
CIGL,2025-06-23,10:51:00,7.35,7.13,7.76,10000,12:18:00,8.10,exhaust+trail_stop,7673.89,10.44,True,8.13,5000,3913.30
EPSM,2025-06-23,10:11:00,27.04,25.99,29.56,2970,10:34:00,25.91,stop,-3341.19,-4.16,False,,0,0.00
HHS,2025-06-23,14:52:00,3.54,3.45,3.74,10000,15:32:00,3.69,trail_stop,1418.31,4.00,False,,0,0.00
IQST,2025-06-23,10:17:00,10.45,10.23,10.98,9460,10:24:00,10.75,trail_stop,2794.35,2.83,False,,0,0.00
LGL,2025-06-23,09:53:00,8.31,7.85,9.13,9168,09:56:00,8.97,trail_stop,6040.03,7.93,False,,0,0.00
MFI,2025-06-23,10:25:00,4.39,4.24,4.73,10000,10:45:00,4.23,stop,-1666.09,-3.79,False,,0,0.00
MIND,2025-06-23,09:43:00,8.25,7.82,9.07,9201,10:26:00,7.80,stop,-4163.61,-5.48,False,,0,0.00
TPET,2025-06-23,10:59:00,2.03,1.98,2.13,10000,11:05:00,1.97,stop,-594.71,-2.92,False,,0,0.00
WKEY,2025-06-23,10:44:00,5.77,5.54,6.35,10000,15:45:00,5.88,force_close,1064.32,1.84,False,,0,0.00
APVO,2025-06-24,10:24:00,3.56,3.48,3.78,10000,11:50:00,3.78,trail_stop,2164.06,6.07,False,,0,0.00
BAOS,2025-06-24,14:57:00,2.94,2.89,3.05,10000,15:46:00,2.91,force_close,-317.40,-1.08,False,,0,0.00
HYPD,2025-06-24,09:50:00,7.01,6.72,7.71,7142,10:22:00,6.70,stop,-2193.74,-4.38,False,,0,0.00
