Universe: 610 stocks, Volume profiles: 896 stocks
2026-03-14 22:18:41,932 [WARNING] trading.trade_planner: MKZR: fixed_risk shares 33613 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:42,123 [WARNING] trading.trade_planner: PCLA: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:42,135 [WARNING] trading.trade_planner: PCLA: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:42,680 [WARNING] trading.trade_planner: BAOS: fixed_risk shares 75471 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:42,682 [WARNING] trading.trade_planner: BAOS: fixed_risk shares 36968 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:42,850 [WARNING] trading.trade_planner: CYN: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:42,850 [WARNING] trading.trade_planner: CYN: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:43,023 [WARNING] trading.trade_planner: EFOI: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:43,023 [WARNING] trading.trade_planner: EFOI: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:43,042 [WARNING] trading.trade_planner: EFOI: fixed_risk shares 41152 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:43,044 [WARNING] trading.trade_planner: EFOI: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:43,056 [WARNING] trading.trade_planner: EFOI: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:43,296 [WARNING] trading.trade_planner: JL: fixed_risk shares 18148 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:43,332 [WARNING] trading.trade_planner: JYD: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:43,332 [WARNING] trading.trade_planner: JYD: fixed_risk shares 17391 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:43,599 [WARNING] trading.trade_planner: PCLA: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:43,718 [WARNING] trading.trade_planner: PRFX: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:44,175 [WARNING] trading.trade_planner: ARQQ: fixed_risk shares 13596 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:44,342 [WARNING] trading.trade_planner: CPIX: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:44,561 [WARNING] trading.trade_planner: EFOI: fixed_risk shares 99009 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:44,668 [WARNING] backtest: LIVE: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:18:44,668 [WARNING] backtest: MDBH: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:18:44,779 [WARNING] trading.trade_planner: MRDN: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:44,779 [WARNING] trading.trade_planner: MRDN: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:44,779 [WARNING] trading.trade_planner: MRDN: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:45,596 [WARNING] trading.trade_planner: EFOI: fixed_risk shares 61538 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:45,811 [WARNING] trading.trade_planner: LTRN: fixed_risk shares 20020 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:46,139 [WARNING] backtest: SCOR: Only 2 bars, need at least 6 for setup detection
2026-03-14 22:18:46,169 [WARNING] trading.trade_planner: SINT: fixed_risk shares 30075 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:46,178 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 11117 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:46,259 [WARNING] trading.trade_planner: TNMG: fixed_risk shares 36630 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:46,259 [WARNING] trading.trade_planner: TNMG: fixed_risk shares 37105 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:46,261 [WARNING] trading.trade_planner: TNMG: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:46,719 [WARNING] trading.trade_planner: COEP: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:46,719 [WARNING] trading.trade_planner: COEP: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:46,922 [WARNING] backtest: FGBI: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:18:47,622 [WARNING] trading.trade_planner: XOS: fixed_risk shares 14925 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:47,637 [WARNING] trading.trade_planner: XOS: fixed_risk shares 22471 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:47,653 [WARNING] trading.trade_planner: XOS: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:47,860 [WARNING] trading.trade_planner: BDMD: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:48,572 [WARNING] trading.trade_planner: PCLA: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:48,875 [WARNING] trading.trade_planner: SXTP: fixed_risk shares 51020 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:49,340 [WARNING] backtest: ANNA: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:18:49,623 [WARNING] trading.trade_planner: DOMH: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:49,631 [WARNING] trading.trade_planner: DOMH: fixed_risk shares 21810 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:49,644 [WARNING] trading.trade_planner: DOMH: fixed_risk shares 22321 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:49,646 [WARNING] trading.trade_planner: DOMH: fixed_risk shares 28612 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:49,653 [WARNING] trading.trade_planner: DOMH: fixed_risk shares 17286 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:49,728 [WARNING] trading.trade_planner: FOXX: fixed_risk shares 70671 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,058 [WARNING] trading.trade_planner: MIND: fixed_risk shares 25000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,060 [WARNING] trading.trade_planner: MIND: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,266 [WARNING] trading.trade_planner: PCLA: fixed_risk shares 31695 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,426 [WARNING] trading.trade_planner: SINT: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,678 [WARNING] trading.trade_planner: WCT: fixed_risk shares 69930 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,678 [WARNING] trading.trade_planner: WCT: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,797 [WARNING] trading.trade_planner: ACON: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,799 [WARNING] trading.trade_planner: ACON: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,801 [WARNING] trading.trade_planner: ACON: fixed_risk shares 11142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,806 [WARNING] trading.trade_planner: ACON: fixed_risk shares 40241 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:50,883 [WARNING] backtest: ANNA: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:18:51,449 [WARNING] backtest: PLAG: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:18:51,543 [WARNING] trading.trade_planner: RNAZ: fixed_risk shares 13793 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:51,742 [WARNING] trading.trade_planner: TZOO: fixed_risk shares 12570 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:51,901 [WARNING] trading.trade_planner: AGH: fixed_risk shares 11198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:52,286 [WARNING] trading.trade_planner: LNSR: fixed_risk shares 19047 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:52,286 [WARNING] trading.trade_planner: LNSR: fixed_risk shares 19047 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:52,318 [WARNING] backtest: LSE: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:18:52,550 [WARNING] trading.trade_planner: RNAZ: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:52,932 [WARNING] trading.trade_planner: ARQQ: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:53,218 [WARNING] data_sources.alpaca_client: No historical 1-min bars returned for FEDU (2025-02-28 13:30:00+00:00 to 2025-02-28 20:00:00+00:00)
2026-03-14 22:18:53,218 [WARNING] batch_backtest: [1096/1130] FEDU 2025-02-28 — no bars, skipping
2026-03-14 22:18:53,544 [WARNING] trading.trade_planner: PCLA: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:53,759 [WARNING] trading.trade_planner: TRAW: fixed_risk shares 80000 exceeds max_shares 10000, capping (risk budget distorted)

2025-02:  no_rvol: 33 trades $+28,241  cumulative: 30 trades $+28,177  bucket_fixed: 11 trades $+10,724
2026-03-14 22:18:54,156 [WARNING] trading.trade_planner: ACON: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:54,394 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 15444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:55,288 [WARNING] backtest: RAIN: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:18:55,350 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 23923 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:55,816 [WARNING] backtest: BRFH: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:18:56,118 [WARNING] trading.trade_planner: EXOZ: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:56,308 [WARNING] trading.trade_planner: MAXN: fixed_risk shares 33222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:56,781 [WARNING] trading.trade_planner: WCT: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:56,831 [WARNING] trading.trade_planner: XCUR: fixed_risk shares 24968 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:56,831 [WARNING] trading.trade_planner: XCUR: fixed_risk shares 24968 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:56,874 [WARNING] trading.trade_planner: ACON: fixed_risk shares 22346 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,084 [WARNING] trading.trade_planner: CPIX: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,084 [WARNING] trading.trade_planner: CPIX: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,191 [WARNING] trading.trade_planner: EDSA: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,191 [WARNING] trading.trade_planner: EDSA: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,193 [WARNING] trading.trade_planner: EDSA: fixed_risk shares 49261 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,216 [WARNING] trading.trade_planner: FCUV: fixed_risk shares 13477 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,339 [WARNING] trading.trade_planner: JVA: fixed_risk shares 10793 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,456 [WARNING] trading.trade_planner: MNTS: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,481 [WARNING] backtest: MTEX: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:18:57,497 [WARNING] backtest: PLAG: Only 1 bars, need at least 6 for setup detection
2026-03-14 22:18:57,592 [WARNING] trading.trade_planner: SCOR: fixed_risk shares 12307 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,788 [WARNING] backtest: ANNA: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:18:57,809 [WARNING] trading.trade_planner: ARTV: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,809 [WARNING] trading.trade_planner: ARTV: fixed_risk shares 19999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,809 [WARNING] trading.trade_planner: ARTV: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,849 [WARNING] trading.trade_planner: BCTX: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:57,849 [WARNING] trading.trade_planner: BCTX: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:58,025 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 32051 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:58,025 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 17035 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:58,038 [WARNING] trading.trade_planner: FCUV: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:58,109 [WARNING] backtest: INKT: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:18:58,515 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:58,577 [WARNING] trading.trade_planner: SVCO: fixed_risk shares 20429 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:59,032 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 11350 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:59,233 [WARNING] trading.trade_planner: JVA: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:18:59,681 [WARNING] backtest: MTEX: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:19:00,357 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:00,357 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:00,357 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 28169 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:00,575 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:01,781 [WARNING] trading.trade_planner: BDMD: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:01,799 [WARNING] trading.trade_planner: CING: fixed_risk shares 23837 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:02,035 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 25510 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:02,363 [WARNING] trading.trade_planner: MOVE: fixed_risk shares 19999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:02,855 [WARNING] backtest: APLM: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:19:03,047 [WARNING] trading.trade_planner: CRVO: fixed_risk shares 10526 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:04,365 [WARNING] trading.trade_planner: IMDX: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:04,764 [WARNING] trading.trade_planner: RCMT: fixed_risk shares 17391 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:05,053 [WARNING] trading.trade_planner: SNOA: fixed_risk shares 84745 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:05,565 [WARNING] trading.trade_planner: CNSP: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:05,613 [WARNING] trading.trade_planner: CRVO: fixed_risk shares 25773 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:06,408 [WARNING] trading.trade_planner: SINT: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:06,705 [WARNING] trading.trade_planner: XOS: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:07,447 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 21482 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:07,457 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:07,503 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:07,609 [WARNING] trading.trade_planner: QNTM: fixed_risk shares 17953 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:08,347 [WARNING] trading.trade_planner: ECOR: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:08,729 [WARNING] trading.trade_planner: QNTM: fixed_risk shares 17094 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:08,890 [WARNING] trading.trade_planner: THCH: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:09,109 [WARNING] trading.trade_planner: AEYE: fixed_risk shares 16260 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:09,427 [WARNING] trading.trade_planner: CNSP: fixed_risk shares 36363 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:09,554 [WARNING] trading.trade_planner: DWTX: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:09,591 [WARNING] trading.trade_planner: EHLD: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:09,591 [WARNING] trading.trade_planner: EHLD: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:09,591 [WARNING] trading.trade_planner: EHLD: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:09,665 [WARNING] trading.trade_planner: HPAI: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:09,991 [WARNING] trading.trade_planner: LSE: fixed_risk shares 14285 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:10,003 [WARNING] trading.trade_planner: LSE: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:10,023 [WARNING] trading.trade_planner: LSE: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:10,300 [WARNING] trading.trade_planner: ULY: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:10,300 [WARNING] trading.trade_planner: ULY: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:10,691 [WARNING] trading.trade_planner: CRVO: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,030 [WARNING] trading.trade_planner: JYD: fixed_risk shares 84388 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,030 [WARNING] trading.trade_planner: JYD: fixed_risk shares 31397 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,030 [WARNING] trading.trade_planner: JYD: fixed_risk shares 54945 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,030 [WARNING] trading.trade_planner: JYD: fixed_risk shares 21344 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,395 [WARNING] trading.trade_planner: RAIN: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,427 [WARNING] trading.trade_planner: SCOR: fixed_risk shares 13793 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,522 [WARNING] trading.trade_planner: ULY: fixed_risk shares 73800 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,563 [WARNING] trading.trade_planner: WKHS: fixed_risk shares 74074 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,617 [WARNING] trading.trade_planner: ANNA: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,773 [WARNING] trading.trade_planner: CLIK: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:11,992 [WARNING] trading.trade_planner: ELAB: fixed_risk shares 10526 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:12,113 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 15267 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:12,113 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 12903 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:12,205 [WARNING] trading.trade_planner: JVA: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:13,315 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 16680 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:13,347 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 19704 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:13,347 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:13,617 [WARNING] trading.trade_planner: MVO: fixed_risk shares 11534 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:14,253 [WARNING] trading.trade_planner: CRVO: fixed_risk shares 29112 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:14,522 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 18198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:14,522 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 11771 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:14,824 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 25031 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:15,078 [WARNING] trading.trade_planner: WKHS: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:15,096 [WARNING] trading.trade_planner: WKHS: fixed_risk shares 95238 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:15,316 [WARNING] trading.trade_planner: BDMD: fixed_risk shares 24479 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:15,522 [WARNING] trading.trade_planner: EDBL: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:15,554 [WARNING] trading.trade_planner: EHLD: fixed_risk shares 30769 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:15,554 [WARNING] trading.trade_planner: EHLD: fixed_risk shares 25906 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:16,141 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:16,141 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:16,333 [WARNING] trading.trade_planner: VVPR: fixed_risk shares 11198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:16,781 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:16,790 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:16,866 [WARNING] backtest: JWEL: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:19:17,315 [WARNING] trading.trade_planner: VVPR: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:17,315 [WARNING] backtest: ABTS: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:19:17,934 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:17,958 [WARNING] backtest: MTEX: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:19:18,077 [WARNING] trading.trade_planner: QNTM: fixed_risk shares 26315 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:18,085 [WARNING] trading.trade_planner: QNTM: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:18,699 [WARNING] trading.trade_planner: DOMH: fixed_risk shares 33557 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:18,699 [WARNING] trading.trade_planner: DOMH: fixed_risk shares 50632 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:18,888 [WARNING] trading.trade_planner: INDO: fixed_risk shares 49019 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:19,480 [WARNING] trading.trade_planner: SNOA: fixed_risk shares 19175 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:20,131 [WARNING] trading.trade_planner: ACON: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:20,362 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 15444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:21,332 [WARNING] backtest: RAIN: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:19:21,401 [WARNING] trading.trade_planner: SPCB: fixed_risk shares 23923 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:21,943 [WARNING] backtest: BRFH: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:19:22,221 [WARNING] trading.trade_planner: EXOZ: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:22,435 [WARNING] trading.trade_planner: MAXN: fixed_risk shares 33222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:22,936 [WARNING] trading.trade_planner: WCT: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:22,983 [WARNING] trading.trade_planner: XCUR: fixed_risk shares 24968 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:22,983 [WARNING] trading.trade_planner: XCUR: fixed_risk shares 24968 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:19:23,031 [WARNING] trading.trade_planner: ACON: fixed_risk shares 22346 exceeds max_shares 10000, capping (risk budget distorted)
