Universe: 610 stocks, Volume profiles: 896 stocks
2026-03-14 22:39:52,240 [WARNING] trading.trade_planner: TNMG: fixed_risk shares 25000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:52,461 [WARNING] trading.trade_planner: WATT: fixed_risk shares 16694 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:52,778 [WARNING] trading.trade_planner: BAOS: fixed_risk shares 17559 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:52,778 [WARNING] trading.trade_planner: BAOS: fixed_risk shares 21276 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:52,953 [WARNING] trading.trade_planner: BNKK: fixed_risk shares 55096 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:52,953 [WARNING] trading.trade_planner: BNKK: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:52,953 [WARNING] trading.trade_planner: BNKK: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,176 [WARNING] trading.trade_planner: DBGI: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,176 [WARNING] trading.trade_planner: DBGI: fixed_risk shares 16000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,192 [WARNING] trading.trade_planner: DBGI: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,207 [WARNING] trading.trade_planner: DBGI: fixed_risk shares 16000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,351 [WARNING] backtest: GDEV: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:39:53,414 [WARNING] trading.trade_planner: GNPX: fixed_risk shares 33222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,462 [WARNING] trading.trade_planner: GWAV: fixed_risk shares 23529 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,748 [WARNING] trading.trade_planner: LSF: fixed_risk shares 25031 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,748 [WARNING] trading.trade_planner: LSF: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,748 [WARNING] trading.trade_planner: LSF: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,748 [WARNING] trading.trade_planner: LSF: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,780 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 67567 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,780 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 67567 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,780 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 67567 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,780 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 67567 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,843 [WARNING] trading.trade_planner: MNTS: fixed_risk shares 25673 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,843 [WARNING] trading.trade_planner: MNTS: fixed_risk shares 31055 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:53,916 [WARNING] trading.trade_planner: MOB: fixed_risk shares 33388 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:54,270 [WARNING] trading.trade_planner: RAY: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:54,333 [WARNING] trading.trade_planner: RGNT: fixed_risk shares 12570 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:54,333 [WARNING] trading.trade_planner: RGNT: fixed_risk shares 28943 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:54,333 [WARNING] trading.trade_planner: RGNT: fixed_risk shares 13324 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:54,607 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:54,907 [WARNING] trading.trade_planner: TWG: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:54,986 [WARNING] trading.trade_planner: VELO: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:55,018 [WARNING] trading.trade_planner: VELO: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:55,034 [WARNING] trading.trade_planner: VMAR: fixed_risk shares 11764 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:55,050 [WARNING] trading.trade_planner: VMAR: fixed_risk shares 11764 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:55,129 [WARNING] backtest: VRM: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:39:55,177 [WARNING] backtest: ZSTK: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:39:55,334 [WARNING] trading.trade_planner: AQMS: fixed_risk shares 10531 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:55,536 [WARNING] trading.trade_planner: ATRA: fixed_risk shares 36363 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:55,538 [WARNING] trading.trade_planner: ATRA: fixed_risk shares 18198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:55,611 [WARNING] trading.trade_planner: BDSX: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:55,834 [WARNING] trading.trade_planner: DBGI: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,009 [WARNING] trading.trade_planner: FIEE: fixed_risk shares 95693 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,232 [WARNING] trading.trade_planner: LFVN: fixed_risk shares 33388 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,232 [WARNING] trading.trade_planner: LFVN: fixed_risk shares 29112 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,232 [WARNING] trading.trade_planner: LFVN: fixed_risk shares 69686 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,232 [WARNING] trading.trade_planner: LFVN: fixed_risk shares 41067 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,326 [WARNING] trading.trade_planner: LSF: fixed_risk shares 34246 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,326 [WARNING] trading.trade_planner: LSF: fixed_risk shares 17857 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,326 [WARNING] trading.trade_planner: LSF: fixed_risk shares 40080 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,502 [WARNING] trading.trade_planner: MOB: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,502 [WARNING] trading.trade_planner: MOB: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,710 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 23529 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,724 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,724 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 72727 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,724 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:56,916 [WARNING] trading.trade_planner: POCI: fixed_risk shares 35273 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:57,711 [WARNING] backtest: VRM: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:39:57,775 [WARNING] backtest: WVVI: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:39:57,886 [WARNING] trading.trade_planner: AQMS: fixed_risk shares 12500 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:57,886 [WARNING] trading.trade_planner: AQMS: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:57,934 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 33388 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:58,236 [WARNING] backtest: CVR: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:39:58,443 [WARNING] trading.trade_planner: GLXG: fixed_risk shares 80000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:58,512 [WARNING] backtest: HHS: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:39:58,769 [WARNING] trading.trade_planner: LSF: fixed_risk shares 39603 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:58,967 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 14825 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:58,967 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:58,967 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:58,967 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:58,983 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 15396 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:59,095 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 26178 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:59,397 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 15396 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:59,715 [WARNING] trading.trade_planner: TNMG: fixed_risk shares 12539 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:59,715 [WARNING] trading.trade_planner: TNMG: fixed_risk shares 10025 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:59,813 [WARNING] trading.trade_planner: VELO: fixed_risk shares 13131 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:59,826 [WARNING] trading.trade_planner: VELO: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:59,921 [WARNING] trading.trade_planner: XBIO: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:59,937 [WARNING] trading.trade_planner: XBIO: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:39:59,937 [WARNING] trading.trade_planner: XBIO: fixed_risk shares 50000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:00,101 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:00,101 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:00,117 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 15396 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:00,584 [WARNING] trading.trade_planner: GITS: fixed_risk shares 80000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:00,632 [WARNING] backtest: HUHU: Only 2 bars, need at least 6 for setup detection
2026-03-14 22:40:01,143 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 51813 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:01,157 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 40567 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:01,363 [WARNING] trading.trade_planner: PLAG: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:01,363 [WARNING] trading.trade_planner: PLAG: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:01,442 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:01,474 [WARNING] trading.trade_planner: REED: fixed_risk shares 93457 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:01,585 [WARNING] trading.trade_planner: RVYL: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:02,180 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 15243 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:02,216 [WARNING] trading.trade_planner: BATL: fixed_risk shares 11764 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:02,604 [WARNING] trading.trade_planner: EMAT: fixed_risk shares 17406 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:02,620 [WARNING] trading.trade_planner: GCDT: fixed_risk shares 21929 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:02,636 [WARNING] trading.trade_planner: GCDT: fixed_risk shares 23201 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:02,636 [WARNING] trading.trade_planner: GCDT: fixed_risk shares 28089 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:02,636 [WARNING] trading.trade_planner: GCDT: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:02,636 [WARNING] trading.trade_planner: GCDT: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:02,636 [WARNING] trading.trade_planner: GCDT: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:02,906 [WARNING] trading.trade_planner: LE: fixed_risk shares 14814 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:03,033 [WARNING] backtest: LUD: Only 2 bars, need at least 6 for setup detection
2026-03-14 22:40:03,144 [WARNING] trading.trade_planner: MIGI: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:03,318 [WARNING] backtest: NAII: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:40:03,351 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:03,355 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 18198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:03,367 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 20429 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:03,676 [WARNING] trading.trade_planner: QCLS: fixed_risk shares 55555 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:03,986 [WARNING] trading.trade_planner: SCWO: fixed_risk shares 16583 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,209 [WARNING] trading.trade_planner: SXTP: fixed_risk shares 18348 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,216 [WARNING] trading.trade_planner: SXTP: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,416 [WARNING] trading.trade_planner: VELO: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,575 [WARNING] trading.trade_planner: XOS: fixed_risk shares 74626 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,591 [WARNING] trading.trade_planner: XOS: fixed_risk shares 77220 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,702 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 18198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,702 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 26666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,716 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,718 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 20408 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,734 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 28612 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:04,734 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:05,073 [WARNING] backtest: CLIK: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:40:05,237 [WARNING] backtest: EGG: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:40:05,363 [WARNING] trading.trade_planner: GLXG: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:05,491 [WARNING] trading.trade_planner: HIND: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:05,539 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:05,539 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 67114 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:05,539 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 25000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:05,953 [WARNING] trading.trade_planner: MOB: fixed_risk shares 19665 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:05,953 [WARNING] trading.trade_planner: MOB: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,096 [WARNING] backtest: NSRX: Only 1 bars, need at least 6 for setup detection
2026-03-14 22:40:06,143 [WARNING] trading.trade_planner: OESX: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,143 [WARNING] trading.trade_planner: OESX: fixed_risk shares 11764 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,271 [WARNING] trading.trade_planner: PHGE: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,318 [WARNING] trading.trade_planner: PHGE: fixed_risk shares 29368 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,398 [WARNING] backtest: PULM: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:40:06,605 [WARNING] trading.trade_planner: SDOT: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,605 [WARNING] trading.trade_planner: SDOT: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,605 [WARNING] trading.trade_planner: SDOT: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,605 [WARNING] trading.trade_planner: SDOT: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,765 [WARNING] trading.trade_planner: STI: fixed_risk shares 20898 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,765 [WARNING] trading.trade_planner: STI: fixed_risk shares 36363 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,765 [WARNING] trading.trade_planner: STI: fixed_risk shares 28985 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:06,971 [WARNING] trading.trade_planner: VELO: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:07,003 [WARNING] trading.trade_planner: VELO: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:07,098 [WARNING] trading.trade_planner: ZSTK: fixed_risk shares 15384 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:07,383 [WARNING] trading.trade_planner: BBGI: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:07,509 [WARNING] backtest: BLIV: Only 1 bars, need at least 6 for setup detection
2026-03-14 22:40:07,748 [WARNING] trading.trade_planner: GITS: fixed_risk shares 27173 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:07,844 [WARNING] trading.trade_planner: GOAI: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:07,862 [WARNING] trading.trade_planner: GOAI: fixed_risk shares 22346 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:08,226 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:08,402 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 29154 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:08,418 [WARNING] trading.trade_planner: NAMM: fixed_risk shares 50125 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:08,619 [WARNING] trading.trade_planner: PCLA: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:08,625 [WARNING] trading.trade_planner: PCLA: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:08,673 [WARNING] trading.trade_planner: PHGE: fixed_risk shares 33898 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:08,673 [WARNING] trading.trade_planner: PHGE: fixed_risk shares 30120 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:08,801 [WARNING] backtest: RDGT: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:40:08,848 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:08,848 [WARNING] trading.trade_planner: ROLR: fixed_risk shares 13802 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:09,120 [WARNING] trading.trade_planner: SXTP: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:09,231 [WARNING] trading.trade_planner: UONE: fixed_risk shares 22197 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:09,278 [WARNING] trading.trade_planner: VELO: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:09,278 [WARNING] trading.trade_planner: VELO: fixed_risk shares 19999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:09,294 [WARNING] trading.trade_planner: VELO: fixed_risk shares 18867 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:09,644 [WARNING] trading.trade_planner: BATL: fixed_risk shares 23529 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:09,770 [WARNING] backtest: BLIV: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:40:09,929 [WARNING] trading.trade_planner: DBGI: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:10,422 [WARNING] trading.trade_planner: INDO: fixed_risk shares 33955 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:10,422 [WARNING] trading.trade_planner: INDO: fixed_risk shares 40899 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:10,486 [WARNING] trading.trade_planner: JXG: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:10,486 [WARNING] trading.trade_planner: JXG: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:10,486 [WARNING] trading.trade_planner: JXG: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:11,041 [WARNING] backtest: NYC: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:40:11,073 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 29368 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:11,073 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 29368 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:11,137 [WARNING] trading.trade_planner: PHGE: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:11,153 [WARNING] trading.trade_planner: PHGE: fixed_risk shares 44247 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:11,153 [WARNING] trading.trade_planner: PHGE: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:11,153 [WARNING] trading.trade_planner: PHGE: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:11,727 [WARNING] trading.trade_planner: UONE: fixed_risk shares 23474 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:11,759 [WARNING] trading.trade_planner: VELO: fixed_risk shares 15479 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:12,024 [WARNING] backtest: ABTS: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:40:12,268 [WARNING] trading.trade_planner: BDSX: fixed_risk shares 21052 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:12,300 [WARNING] trading.trade_planner: BNKK: fixed_risk shares 19417 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:12,300 [WARNING] trading.trade_planner: BNKK: fixed_risk shares 19417 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:12,300 [WARNING] trading.trade_planner: BNKK: fixed_risk shares 86956 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:12,300 [WARNING] trading.trade_planner: BNKK: fixed_risk shares 86956 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:12,792 [WARNING] trading.trade_planner: GOAI: fixed_risk shares 17777 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:12,792 [WARNING] trading.trade_planner: GOAI: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:13,015 [WARNING] trading.trade_planner: LICN: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:13,141 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:13,141 [WARNING] trading.trade_planner: MCRP: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:13,269 [WARNING] trading.trade_planner: MOB: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:13,269 [WARNING] trading.trade_planner: MOB: fixed_risk shares 12987 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:13,333 [WARNING] backtest: MXC: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:40:13,539 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:14,016 [WARNING] backtest: RYOJ: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:40:14,175 [WARNING] trading.trade_planner: SMX: fixed_risk shares 15396 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:14,255 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:14,271 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 48426 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:40:14,271 [WARNING] trading.trade_planner: SPHL: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)

2026-01:  no_rvol: 73 trades $+11,197  cumulative: 63 trades $+10,681  bucket_fixed: 22 trades $-6,570
