day,symbol,pb,price,clock_m,sp_mean,sp_med,n_q,err
2025-03-11,AVGX,$10-20,19.985,600,0.06638111888111935,0.06999999999999673,1144,
2025-03-11,AVGX,$10-20,19.985,660,0.0545969884853855,0.05999999999999872,1129,
2025-03-11,AVGX,$10-20,19.985,720,0.048930921052630916,0.05000000000000071,608,
2025-03-11,AVGX,$10-20,19.985,780,0.045880149812734604,0.05000000000000071,267,
2025-03-11,AVGX,$10-20,19.985,840,0.062256410256410426,0.060000000000002274,195,
2025-03-11,AVGX,$10-20,19.985,900,0.046993865030674604,0.04999999999999716,489,
2025-03-11,AVGX,$10-20,19.985,945,0.03480662983425425,0.03999999999999915,362,
2025-03-11,AVGX,$10-20,19.985,955,0.032829861111111636,0.030000000000001137,576,
2025-04-07,HZO,$10-20,19.975,570,0.4296969696969697,0.4499999999999993,33,
2025-04-07,HZO,$10-20,19.975,571,0.4239999999999978,0.509999999999998,15,
2025-04-07,HZO,$10-20,19.975,575,0.47624999999999984,0.5,8,
2025-04-07,HZO,$10-20,19.975,577,0.5,0.5,2,
2025-04-07,HZO,$10-20,19.975,580,0.2860000000000021,0.2900000000000027,5,
2025-04-07,HZO,$10-20,19.975,585,0.1850000000000005,0.1850000000000005,8,
2025-04-07,HZO,$10-20,19.975,600,0.14518518518518617,0.14999999999999858,27,
2025-04-07,HZO,$10-20,19.975,660,0.2245454545454539,0.23000000000000043,33,
2025-04-07,HZO,$10-20,19.975,720,0.1960000000000001,0.1999999999999993,5,
2025-04-07,HZO,$10-20,19.975,780,0.2439772727272724,0.2500000000000018,88,
2025-04-07,HZO,$10-20,19.975,840,0.20600000000000057,0.19000000000000128,20,
2025-04-07,HZO,$10-20,19.975,900,0.16350877192982494,0.120000000000001,57,
2025-04-07,HZO,$10-20,19.975,945,0.1164285714285711,0.129999999999999,56,
2025-04-07,HZO,$10-20,19.975,955,0.05438095238095195,0.05000000000000071,105,
2025-12-10,MPLT,$10-20,19.945,570,0.888000000000001,0.9100000000000001,5,
2025-12-10,MPLT,$10-20,19.945,571,,,0,
2025-12-10,MPLT,$10-20,19.945,575,0.13000000000000256,0.13000000000000256,1,
2025-12-10,MPLT,$10-20,19.945,577,0.22370370370370513,0.19000000000000128,27,
2025-12-10,MPLT,$10-20,19.945,580,0.7718181818181814,0.7600000000000016,22,
2025-12-10,MPLT,$10-20,19.945,585,0.5374999999999988,0.48999999999999844,4,
2025-12-10,MPLT,$10-20,19.945,600,1.0559999999999996,1.0599999999999987,5,
2025-12-10,MPLT,$10-20,19.945,660,0.17333333333333273,0.16000000000000014,15,
2025-12-10,MPLT,$10-20,19.945,720,0.615000000000002,0.615000000000002,8,
2025-12-10,MPLT,$10-20,19.945,780,0.0906521739130439,0.10000000000000142,46,
2025-12-10,MPLT,$10-20,19.945,840,,,0,
2025-12-10,MPLT,$10-20,19.945,900,0.4200000000000017,0.4200000000000017,1,
2025-12-10,MPLT,$10-20,19.945,945,0.4449999999999985,0.4449999999999985,2,
2025-12-10,MPLT,$10-20,19.945,955,0.13000000000000256,0.13000000000000256,4,
2025-05-30,STRZ,$10-20,19.905,570,0.7487500000000007,0.8600000000000012,16,
2025-05-30,STRZ,$10-20,19.905,571,0.28535714285714203,0.28000000000000114,56,
2025-05-30,STRZ,$10-20,19.905,575,0.42031746031745926,0.4499999999999993,63,
2025-05-30,STRZ,$10-20,19.905,577,0.11499999999999844,0.11499999999999844,2,
2025-05-30,STRZ,$10-20,19.905,580,0.21142857142857183,0.1999999999999993,21,
2025-05-30,STRZ,$10-20,19.905,585,0.3687096774193554,0.379999999999999,31,
2025-05-30,STRZ,$10-20,19.905,600,0.3416666666666668,0.35999999999999943,6,
2025-05-30,STRZ,$10-20,19.905,660,0.21499999999999897,0.23499999999999943,4,
2025-05-30,STRZ,$10-20,19.905,720,0.24956521739130413,0.28000000000000114,23,
2025-05-30,STRZ,$10-20,19.905,780,,,0,
2025-05-30,STRZ,$10-20,19.905,840,,,0,
2025-05-30,STRZ,$10-20,19.905,900,0.16000000000000014,0.16000000000000014,1,
2025-05-30,STRZ,$10-20,19.905,945,0.18583333333333218,0.2049999999999983,12,
2025-05-30,STRZ,$10-20,19.905,955,0.2364957264957266,0.1999999999999993,117,
2026-04-27,RDTL,$10-20,19.955,570,0.3758064516129025,0.35999999999999943,31,
2026-04-27,RDTL,$10-20,19.955,571,0.24779816513761463,0.23999999999999844,109,
2026-04-27,RDTL,$10-20,19.955,575,0.21421686746987983,0.22000000000000242,83,
2026-04-27,RDTL,$10-20,19.955,577,0.16904761904761878,0.18999999999999773,105,
2026-04-27,RDTL,$10-20,19.955,580,0.18452173913043474,0.1999999999999993,230,
2026-04-27,RDTL,$10-20,19.955,585,0.20156756756756714,0.21999999999999886,185,
2026-04-27,RDTL,$10-20,19.955,600,0.19227272727272682,0.17999999999999972,110,
2026-04-27,RDTL,$10-20,19.955,660,0.11260869565217484,0.11000000000000298,23,
2026-04-27,RDTL,$10-20,19.955,720,0.15034482758620638,0.129999999999999,29,
2026-04-27,RDTL,$10-20,19.955,780,0.1294117647058819,0.129999999999999,17,
2026-04-27,RDTL,$10-20,19.955,840,0.16340425531914932,0.17999999999999972,47,
2026-04-27,RDTL,$10-20,19.955,900,0.12067567567567548,0.120000000000001,74,
2026-04-27,RDTL,$10-20,19.955,945,0.11000000000000017,0.10999999999999943,39,
2026-04-27,RDTL,$10-20,19.955,955,0.12391304347825985,0.10999999999999943,46,
2026-07-23,FTRE,$10-20,19.99,570,0.17267857142857196,0.14000000000000057,112,
2026-07-23,FTRE,$10-20,19.99,571,0.17847682119205285,0.14999999999999858,151,
2026-07-23,FTRE,$10-20,19.99,575,0.07552380952381063,0.060000000000002274,105,
2026-07-23,FTRE,$10-20,19.99,577,0.29200000000000087,0.3200000000000003,15,
2026-07-23,FTRE,$10-20,19.99,580,0.07137096774193498,0.0799999999999983,124,
2026-07-23,FTRE,$10-20,19.99,585,0.3105172413793106,0.3299999999999983,58,
2026-07-23,FTRE,$10-20,19.99,600,0.08227848101265804,0.07000000000000028,79,
2026-07-23,FTRE,$10-20,19.99,660,0.04428571428571258,0.03999999999999915,35,
2026-07-23,FTRE,$10-20,19.99,720,0.03999999999999915,0.03999999999999915,15,
2026-07-23,FTRE,$10-20,19.99,780,0.027586206896551505,0.029999999999997584,29,
2026-07-23,FTRE,$10-20,19.99,840,0.017500000000000352,0.019999999999999574,88,
2026-07-23,FTRE,$10-20,19.99,900,0.021649484536083185,0.019999999999999574,97,
2026-07-23,FTRE,$10-20,19.99,945,0.027605633802817563,0.030000000000001137,71,
2026-07-23,FTRE,$10-20,19.99,955,0.03786764705882407,0.03999999999999915,136,
2026-07-29,CHRN,$10-20,19.945,570,0.7075000000000005,0.6400000000000006,4,
2026-07-29,CHRN,$10-20,19.945,571,0.9268181818181805,0.8699999999999974,22,
2026-07-29,CHRN,$10-20,19.945,575,0.7640000000000008,1.0700000000000003,5,
2026-07-29,CHRN,$10-20,19.945,577,0.8653846153846143,0.879999999999999,13,
2026-07-29,CHRN,$10-20,19.945,580,0.3100000000000023,0.3100000000000023,2,
2026-07-29,CHRN,$10-20,19.945,585,0.48999999999999844,0.48999999999999844,1,
2026-07-29,CHRN,$10-20,19.945,600,0.19312499999999821,0.18999999999999773,16,
2026-07-29,CHRN,$10-20,19.945,660,0.16299999999999953,0.1850000000000005,10,
2026-07-29,CHRN,$10-20,19.945,720,,,0,
2026-07-29,CHRN,$10-20,19.945,780,0.5299999999999976,0.5299999999999976,6,
2026-07-29,CHRN,$10-20,19.945,840,0.22874999999999948,0.23999999999999844,24,
2026-07-29,CHRN,$10-20,19.945,900,,,0,
2026-07-29,CHRN,$10-20,19.945,945,0.6600000000000001,0.6600000000000001,1,
2026-07-29,CHRN,$10-20,19.945,955,0.759999999999998,0.759999999999998,3,
2025-07-02,AAOI,$20-30,26.34,570,0.11888888888888892,0.05999999999999872,54,
2025-07-02,AAOI,$20-30,26.34,571,0.15574999999999878,0.16999999999999815,40,
2025-07-02,AAOI,$20-30,26.34,575,0.14090909090909107,0.129999999999999,132,
2025-07-02,AAOI,$20-30,26.34,577,0.1277272727272722,0.14000000000000057,88,
2025-07-02,AAOI,$20-30,26.34,580,0.08468750000000043,0.08000000000000185,96,
2025-07-02,AAOI,$20-30,26.34,585,0.0962499999999996,0.09999999999999787,152,
2025-07-02,AAOI,$20-30,26.34,600,0.05856353591160184,0.05999999999999872,181,
2025-07-02,AAOI,$20-30,26.34,660,0.04553846153846139,0.0400000000000027,195,
2025-07-02,AAOI,$20-30,26.34,720,0.0333707865168536,0.030000000000001137,89,
2025-07-02,AAOI,$20-30,26.34,780,0.03515151515151607,0.030000000000001137,66,
2025-07-02,AAOI,$20-30,26.34,840,0.05574999999999806,0.05999999999999872,40,
2025-07-02,AAOI,$20-30,26.34,900,0.04283018867924594,0.0400000000000027,53,
2025-07-02,AAOI,$20-30,26.34,945,0.03647887323943637,0.03999999999999915,213,
2025-07-02,AAOI,$20-30,26.34,955,0.020873015873015977,0.019999999999999574,252,
2025-12-01,APLD,$20-30,27.165,570,0.045532530120481765,0.03999999999999915,2075,
2025-12-01,APLD,$20-30,27.165,571,0.055738142952572234,0.05000000000000071,1497,
2025-12-01,APLD,$20-30,27.165,575,0.032116060961313,0.030000000000001137,1706,
2025-12-01,APLD,$20-30,27.165,577,0.030097656250000087,0.030000000000001137,1024,
2025-12-01,APLD,$20-30,27.165,580,0.03993233082706771,0.03999999999999915,1330,
2025-12-01,APLD,$20-30,27.165,585,0.047917647058823135,0.05000000000000071,850,
2025-12-01,APLD,$20-30,27.165,600,0.028675400291120753,0.029999999999997584,687,
2025-12-01,APLD,$20-30,27.165,660,0.01730158730158734,0.019999999999999574,1386,
2025-12-01,APLD,$20-30,27.165,720,0.018438871473353977,0.019999999999999574,1595,
2025-12-01,APLD,$20-30,27.165,780,0.014026845637583933,0.010000000000001563,596,
2025-12-01,APLD,$20-30,27.165,840,0.01327232796486114,0.010000000000001563,1366,
2025-12-01,APLD,$20-30,27.165,900,0.01750406063887357,0.019999999999999574,1847,
2025-12-01,APLD,$20-30,27.165,945,0.0163532401524779,0.019999999999999574,787,
2025-12-01,APLD,$20-30,27.165,955,0.014846326836581656,0.010000000000001563,2668,
2026-06-23,USAR,$20-30,23.505000000000003,570,0.07269726247987114,0.07000000000000028,2484,
2026-06-23,USAR,$20-30,23.505000000000003,571,0.05316841103710756,0.05999999999999872,1051,
2026-06-23,USAR,$20-30,23.505000000000003,575,0.042090643274854025,0.03999999999999915,1368,
2026-06-23,USAR,$20-30,23.505000000000003,577,0.035049088359046306,0.030000000000001137,1426,
2026-06-23,USAR,$20-30,23.505000000000003,580,0.04383349467570191,0.0400000000000027,2066,
2026-06-23,USAR,$20-30,23.505000000000003,585,0.03517894736842096,0.03999999999999915,1425,
2026-06-23,USAR,$20-30,23.505000000000003,600,0.02794196668457813,0.029999999999997584,1861,
2026-06-23,USAR,$20-30,23.505000000000003,660,0.024545908183632406,0.019999999999999574,2004,
2026-06-23,USAR,$20-30,23.505000000000003,720,0.01691983122362846,0.019999999999999574,711,
2026-06-23,USAR,$20-30,23.505000000000003,780,0.01847402597402674,0.019999999999999574,308,
2026-06-23,USAR,$20-30,23.505000000000003,840,0.016203271028037116,0.019999999999999574,856,
2026-06-23,USAR,$20-30,23.505000000000003,900,0.01920924574209224,0.019999999999999574,822,
2026-06-23,USAR,$20-30,23.505000000000003,945,0.01760563380281731,0.019999999999999574,639,
2026-06-23,USAR,$20-30,23.505000000000003,955,0.01839402985074628,0.019999999999999574,1675,
2025-05-22,HSAI,$20-30,22.5,570,0.08233995584988953,0.0799999999999983,453,
2025-05-22,HSAI,$20-30,22.5,571,0.13187969924812007,0.14000000000000057,266,
2025-05-22,HSAI,$20-30,22.5,575,0.059007936507936266,0.060000000000002274,504,
2025-05-22,HSAI,$20-30,22.5,577,0.0500526315789468,0.04999999999999716,190,
2025-05-22,HSAI,$20-30,22.5,580,0.03776119402985007,0.03999999999999915,134,
2025-05-22,HSAI,$20-30,22.5,585,0.055461538461538916,0.05999999999999872,390,
2025-05-22,HSAI,$20-30,22.5,600,0.05516483516483426,0.05999999999999872,91,
2025-05-22,HSAI,$20-30,22.5,660,0.029714285714286526,0.030000000000001137,140,
2025-05-22,HSAI,$20-30,22.5,720,0.09431372549019759,0.09000000000000341,51,
2025-05-22,HSAI,$20-30,22.5,780,0.019999999999999574,0.019999999999999574,2,
2025-05-22,HSAI,$20-30,22.5,840,0.04390977443609095,0.05000000000000071,133,
2025-05-22,HSAI,$20-30,22.5,900,0.03108108108108191,0.030000000000001137,37,
2025-05-22,HSAI,$20-30,22.5,945,0.0325490196078423,0.030000000000001137,51,
2025-05-22,HSAI,$20-30,22.5,955,0.026130952380952616,0.029999999999997584,168,
2026-05-11,WULF,$20-30,24.29,570,0.02586471289827903,0.019999999999999574,5869,
2026-05-11,WULF,$20-30,24.29,571,0.027038502109704415,0.019999999999999574,3792,
2026-05-11,WULF,$20-30,24.29,575,0.02272185430463574,0.019999999999999574,3020,
2026-05-11,WULF,$20-30,24.29,577,0.02000000000000012,0.019999999999999574,1706,
2026-05-11,WULF,$20-30,24.29,580,0.01983360171766001,0.019999999999999574,3726,
2026-05-11,WULF,$20-30,24.29,585,0.021409913921044528,0.019999999999999574,3369,
2026-05-11,WULF,$20-30,24.29,600,0.014164110429447782,0.010000000000001563,2608,
2026-05-11,WULF,$20-30,24.29,660,0.010810611643331285,0.010000000000001563,2714,
2026-05-11,WULF,$20-30,24.29,720,0.010601336302895592,0.010000000000001563,898,
2026-05-11,WULF,$20-30,24.29,780,0.013592677345537691,0.010000000000001563,874,
2026-05-11,WULF,$20-30,24.29,840,0.010967903711133499,0.010000000000001563,1994,
2026-05-11,WULF,$20-30,24.29,900,0.010791420118342882,0.010000000000001563,2704,
2026-05-11,WULF,$20-30,24.29,945,0.01011342155009493,0.010000000000001563,1058,
2026-05-11,WULF,$20-30,24.29,955,0.010218613366645715,0.010000000000001563,1601,
2025-11-19,PPTA,$20-30,24.85,570,0.16235988200589946,0.14999999999999858,339,
2025-11-19,PPTA,$20-30,24.85,571,0.10931506849315076,0.08999999999999986,146,
2025-11-19,PPTA,$20-30,24.85,575,0.12346491228070207,0.10999999999999943,228,
2025-11-19,PPTA,$20-30,24.85,577,0.08328798185940987,0.07000000000000028,441,
2025-11-19,PPTA,$20-30,24.85,580,0.056437956204378976,0.04999999999999716,685,
2025-11-19,PPTA,$20-30,24.85,585,0.05728139904610504,0.05999999999999872,629,
2025-11-19,PPTA,$20-30,24.85,600,0.06207852193995416,0.05999999999999872,433,
2025-11-19,PPTA,$20-30,24.85,660,0.03229591836734731,0.030000000000001137,196,
2025-11-19,PPTA,$20-30,24.85,720,0.04191646191646188,0.03999999999999915,407,
2025-11-19,PPTA,$20-30,24.85,780,0.036119402985074336,0.030000000000001137,67,
2025-11-19,PPTA,$20-30,24.85,840,0.034849187935034706,0.03999999999999915,431,
2025-11-19,PPTA,$20-30,24.85,900,0.0380459770114945,0.03999999999999915,174,
2025-11-19,PPTA,$20-30,24.85,945,0.02957983193277251,0.029999999999997584,119,
2025-11-19,PPTA,$20-30,24.85,955,0.014382022471910125,0.010000000000001563,267,
2025-07-18,RDTL,$20-30,26.575000000000003,570,0.18243626062322976,0.17999999999999972,353,
2025-07-18,RDTL,$20-30,26.575000000000003,571,0.17190058479532175,0.16000000000000014,342,
2025-07-18,RDTL,$20-30,26.575000000000003,575,0.08934306569343027,0.08000000000000185,411,
2025-07-18,RDTL,$20-30,26.575000000000003,577,0.10750000000000025,0.10999999999999943,216,
2025-07-18,RDTL,$20-30,26.575000000000003,580,0.0941921397379909,0.08999999999999986,229,
2025-07-18,RDTL,$20-30,26.575000000000003,585,0.07754838709677457,0.08000000000000185,310,
2025-07-18,RDTL,$20-30,26.575000000000003,600,0.09866043613707125,0.08999999999999986,321,
2025-07-18,RDTL,$20-30,26.575000000000003,660,0.09298245614035108,0.08999999999999986,171,
2025-07-18,RDTL,$20-30,26.575000000000003,720,0.07763837638376346,0.08000000000000185,271,
2025-07-18,RDTL,$20-30,26.575000000000003,780,0.07958333333333531,0.08000000000000185,72,
2025-07-18,RDTL,$20-30,26.575000000000003,840,0.09187500000000048,0.08999999999999986,32,
2025-07-18,RDTL,$20-30,26.575000000000003,900,0.08567999999999981,0.08999999999999986,125,
2025-07-18,RDTL,$20-30,26.575000000000003,945,0.04928571428571427,0.05000000000000071,70,
2025-07-18,RDTL,$20-30,26.575000000000003,955,0.08436363636363588,0.0799999999999983,165,
2026-06-08,IREG,$20-30,22.315,570,0.14871929824561422,0.14000000000000057,1140,
2026-06-08,IREG,$20-30,22.315,571,0.13454545454545427,0.14000000000000057,616,
2026-06-08,IREG,$20-30,22.315,575,0.11774473358116493,0.120000000000001,807,
2026-06-08,IREG,$20-30,22.315,577,0.11032822757111634,0.10999999999999943,457,
2026-06-08,IREG,$20-30,22.315,580,0.1057337367624808,0.10000000000000142,661,
2026-06-08,IREG,$20-30,22.315,585,0.11256290773532159,0.10999999999999943,1073,
2026-06-08,IREG,$20-30,22.315,600,0.1027018121911038,0.10000000000000142,607,
2026-06-08,IREG,$20-30,22.315,660,0.09109034267912729,0.08999999999999986,321,
2026-06-08,IREG,$20-30,22.315,720,0.11010638297872236,0.10000000000000142,188,
2026-06-08,IREG,$20-30,22.315,780,0.14783333333333282,0.14999999999999858,60,
2026-06-08,IREG,$20-30,22.315,840,0.09439252336448709,0.10000000000000142,107,
2026-06-08,IREG,$20-30,22.315,900,0.10360995850622338,0.10999999999999943,241,
2026-06-08,IREG,$20-30,22.315,945,0.10347517730496429,0.10999999999999943,141,
2026-06-08,IREG,$20-30,22.315,955,0.1329411764705886,0.120000000000001,187,
2025-03-28,SOXS,$20-30,28.244999999999997,570,0.01723737147966002,0.019999999999999574,2237,
2025-03-28,SOXS,$20-30,28.244999999999997,571,0.013586776859503933,0.010000000000001563,3025,
2025-03-28,SOXS,$20-30,28.244999999999997,575,0.0108073678774316,0.010000000000001563,5809,
2025-03-28,SOXS,$20-30,28.244999999999997,577,0.010365853658536631,0.010000000000001563,5166,
2025-03-28,SOXS,$20-30,28.244999999999997,580,0.010247503256621826,0.010000000000001563,4606,
2025-03-28,SOXS,$20-30,28.244999999999997,585,0.01047725706409365,0.010000000000001563,5804,
2025-03-28,SOXS,$20-30,28.244999999999997,600,0.0169844444444444,0.019999999999999574,4500,
2025-03-28,SOXS,$20-30,28.244999999999997,660,0.010115127791848989,0.010000000000001563,4343,
2025-03-28,SOXS,$20-30,28.244999999999997,720,0.010040747028862254,0.00999999999999801,2945,
2025-03-28,SOXS,$20-30,28.244999999999997,780,0.010117609663064023,0.010000000000001563,3146,
2025-03-28,SOXS,$20-30,28.244999999999997,840,0.010053126277073771,0.010000000000001563,2447,
2025-03-28,SOXS,$20-30,28.244999999999997,900,0.010054923499411431,0.010000000000001563,2549,
2025-03-28,SOXS,$20-30,28.244999999999997,945,0.0100515962592716,0.010000000000001563,3101,
2025-03-28,SOXS,$20-30,28.244999999999997,955,0.010071339397181796,0.00999999999999801,5607,
2025-04-07,IRDM,$20-30,24.545,570,0.5901612903225812,0.5,62,
2025-04-07,IRDM,$20-30,24.545,571,0.22333333333333324,0.21000000000000085,60,
2025-04-07,IRDM,$20-30,24.545,575,0.120000000000001,0.120000000000001,1,
2025-04-07,IRDM,$20-30,24.545,577,0.23090909090909018,0.18999999999999773,11,
2025-04-07,IRDM,$20-30,24.545,580,0.21423728813559384,0.20000000000000284,59,
2025-04-07,IRDM,$20-30,24.545,585,0.2182142857142857,0.23000000000000043,28,
2025-04-07,IRDM,$20-30,24.545,600,0.0896666666666673,0.08000000000000185,30,
2025-04-07,IRDM,$20-30,24.545,660,0.10399999999999991,0.10999999999999943,55,
2025-04-07,IRDM,$20-30,24.545,720,0.04198581560283679,0.03999999999999915,141,
2025-04-07,IRDM,$20-30,24.545,780,0.0777948717948719,0.07000000000000028,390,
2025-04-07,IRDM,$20-30,24.545,840,0.040416666666666656,0.03999999999999915,96,
2025-04-07,IRDM,$20-30,24.545,900,0.03799126637554585,0.03999999999999915,229,
2025-04-07,IRDM,$20-30,24.545,945,0.055250000000000216,0.05999999999999872,240,
2025-04-07,IRDM,$20-30,24.545,955,0.02741258741258776,0.020000000000003126,286,
2026-05-07,SMST,$20-30,26.655,570,0.2062352941176466,0.2099999999999973,340,
2026-05-07,SMST,$20-30,26.655,571,0.15642361111111105,0.15000000000000213,288,
2026-05-07,SMST,$20-30,26.655,575,0.1737238493723844,0.1700000000000017,239,
2026-05-07,SMST,$20-30,26.655,577,0.17861878453038588,0.17999999999999972,181,
2026-05-07,SMST,$20-30,26.655,580,0.1996506550218336,0.17999999999999972,229,
2026-05-07,SMST,$20-30,26.655,585,0.240576923076924,0.19000000000000128,156,
2026-05-07,SMST,$20-30,26.655,600,0.2610344827586197,0.25,58,
2026-05-07,SMST,$20-30,26.655,660,0.1501162790697676,0.14499999999999957,86,
2026-05-07,SMST,$20-30,26.655,720,0.1342629482071718,0.14000000000000057,251,
2026-05-07,SMST,$20-30,26.655,780,0.20045454545454675,0.20000000000000284,44,
2026-05-07,SMST,$20-30,26.655,840,0.416458333333332,0.41999999999999815,48,
2026-05-07,SMST,$20-30,26.655,900,0.19363636363636452,0.19000000000000128,22,
2026-05-07,SMST,$20-30,26.655,945,0.2381250000000017,0.240000000000002,16,
2026-05-07,SMST,$20-30,26.655,955,0.25302083333333325,0.23999999999999844,96,
2025-12-22,RGC,$20-30,20.675,570,0.39499999999999974,0.34999999999999787,22,
2025-12-22,RGC,$20-30,20.675,571,0.3693548387096777,0.3200000000000003,31,
2025-12-22,RGC,$20-30,20.675,575,0.7198113207547173,0.7600000000000016,53,
2025-12-22,RGC,$20-30,20.675,577,0.8070588235294122,0.8200000000000003,17,
2025-12-22,RGC,$20-30,20.675,580,0.6774999999999993,0.6999999999999993,4,
2025-12-22,RGC,$20-30,20.675,585,0.4521428571428568,0.41999999999999993,14,
2025-12-22,RGC,$20-30,20.675,600,0.28500000000000014,0.3000000000000007,4,
2025-12-22,RGC,$20-30,20.675,660,0.21102564102564103,0.23000000000000043,78,
2025-12-22,RGC,$20-30,20.675,720,0.21625000000000183,0.20500000000000185,8,
2025-12-22,RGC,$20-30,20.675,780,0.2699999999999996,0.2699999999999996,1,
2025-12-22,RGC,$20-30,20.675,840,,,0,
2025-12-22,RGC,$20-30,20.675,900,,,0,
2025-12-22,RGC,$20-30,20.675,945,0.11612903225806445,0.129999999999999,31,
2025-12-22,RGC,$20-30,20.675,955,0.36999999999999983,0.3999999999999986,3,
2025-11-26,BRCB,$20-30,21.825,570,0.22000000000000053,0.1700000000000017,17,
2025-11-26,BRCB,$20-30,21.825,571,0.3607692307692311,0.35999999999999943,13,
2025-11-26,BRCB,$20-30,21.825,575,0.4150000000000006,0.41000000000000014,22,
2025-11-26,BRCB,$20-30,21.825,577,0.4399999999999997,0.4800000000000004,9,
2025-11-26,BRCB,$20-30,21.825,580,0.3799999999999995,0.41000000000000014,30,
2025-11-26,BRCB,$20-30,21.825,585,0.4759999999999982,0.48999999999999844,20,
2025-11-26,BRCB,$20-30,21.825,600,0.28000000000000114,0.28000000000000114,5,
2025-11-26,BRCB,$20-30,21.825,660,,,0,
2025-11-26,BRCB,$20-30,21.825,720,0.13411764705882298,0.14999999999999858,17,
2025-11-26,BRCB,$20-30,21.825,780,,,0,
