pop,leg,day,symbol,clock_m,px,sp_mean,sp_med,n_q,err
raw,entry,2025-09-12,ADXN,578,11.42,0.2739999999999998,0.23000000000000043,25,
raw,entry,2025-09-12,GDC,637,8.18,0.07272727272727271,0.0600000000000005,22,
raw,entry,2025-09-12,HUIZ,626,3.78,0.04942857142857149,0.050000000000000266,35,
raw,entry,2025-09-16,APLM,598,11.87,0.5074999999999998,0.5499999999999989,12,
raw,entry,2025-09-16,BGL,622,10.89,0.23800000000000038,0.2549999999999999,30,
raw,entry,2025-09-16,GDC,616,7.23,0.24333333333333318,0.2599999999999998,3,
raw,entry,2025-09-16,GDC,642,7.54,0.08769230769230739,0.08000000000000007,13,
raw,entry,2025-09-16,WBTN,617,19.76,0.0835384615384614,0.0799999999999983,195,
raw,entry,2025-09-18,PESI,577,10.05,0.17411764705882368,0.17999999999999972,51,
raw,entry,2025-09-18,RGTIW,603,12.91,0.040446601941747595,0.03999999999999915,515,
raw,entry,2025-09-22,RGTIW,596,16.15,0.1396747967479675,0.14000000000000057,492,
raw,entry,2025-09-23,PDFS,577,26.32,0.5063829787234048,0.5300000000000011,47,
raw,entry,2025-09-24,QUBX,600,27.55,0.14143678160919526,0.13000000000000256,522,
raw,entry,2025-09-25,QUBX,599,26.02,0.19861671469740672,0.2099999999999973,347,
raw,entry,2025-09-26,PLTS,605,13.06,0.28666666666666646,0.28999999999999915,15,
raw,entry,2025-10-01,SCLX,618,19.92,0.25,0.25,2,
raw,entry,2025-10-02,DBGI,652,7.59,0.20923076923076914,0.22999999999999954,13,
raw,entry,2025-10-02,ZGM,627,4.13,0.07700000000000004,0.08499999999999996,20,
raw,entry,2025-10-02,ZTG,627,4.13,0.07700000000000004,0.08499999999999996,20,
raw,entry,2025-10-03,EPSM,588,18.49,0.24866666666666706,0.23999999999999844,30,
raw,entry,2025-10-06,CRMLW,642,5.76,0.0652941176470587,0.06000000000000005,68,
raw,entry,2025-10-07,CHAI,638,11.31,0.16699999999999993,0.16999999999999993,30,
raw,entry,2025-10-08,ARCX,599,19.69,0.12863414634146336,0.129999999999999,205,
raw,entry,2025-10-08,ATON,624,10.41,0.1298611111111111,0.129999999999999,216,
raw,entry,2025-10-08,BDRX,611,7.87,0.16000000000000014,0.16000000000000014,1,
raw,entry,2025-10-08,FEAM,601,5.24,0.08348484848484848,0.08000000000000007,66,
raw,entry,2025-10-08,INDP,590,3.96,0.08838709677419355,0.08000000000000007,62,
raw,entry,2025-10-09,AMBO,592,4.82,0.051428571428571476,0.04999999999999982,21,
raw,entry,2025-10-09,INDP,636,4.8,0.07263157894736819,0.0699999999999994,19,
raw,entry,2025-10-09,RELL,605,12.56,0.19687500000000036,0.22000000000000064,16,
raw,entry,2025-10-09,SION,594,26.43,0.4247222222222228,0.47000000000000064,36,
raw,entry,2025-10-09,TCRT,626,4.02,0.02297435897435899,0.020000000000000018,195,
raw,entry,2025-10-10,AEC,619,10.88,0.1306557377049178,0.15000000000000036,61,
raw,entry,2025-10-10,BAIG,630,30.77,0.12790575916230412,0.129999999999999,573,
raw,entry,2025-10-10,CCHH,599,4.87,0.07555555555555582,0.050000000000000266,18,
raw,entry,2025-10-10,DPU,641,3.86,0.03106382978723408,0.03000000000000025,47,
raw,entry,2025-10-10,GWH,639,3.36,0.010125313283208036,0.010000000000000231,399,
raw,entry,2025-10-10,WAI,641,3.86,0.03106382978723408,0.03000000000000025,47,
raw,entry,2025-10-13,AQMS,579,6.83,0.09194444444444468,0.09000000000000075,36,
raw,entry,2025-10-13,IPDN,597,3.62,0.06672131147540981,0.050000000000000044,122,
raw,entry,2025-10-13,PMAX,618,4.36,0.018209876543210032,0.010000000000000675,162,
raw,entry,2025-10-13,SMU,576,27.65,0.1166181506849313,0.11999999999999744,2336,
raw,entry,2025-10-14,LABX,620,20.03,0.20768267223382028,0.1999999999999993,479,
raw,entry,2025-10-15,CRMLW,602,14.4,0.16909090909090932,0.1899999999999995,165,
raw,entry,2025-10-15,LOCL,642,3.99,0.040909090909091124,0.050000000000000266,11,
raw,entry,2025-10-15,PFAI,640,3.28,0.014883720930232438,0.010000000000000231,129,
raw,entry,2025-10-16,DFNS,578,15.28,0.18294871794871784,0.17999999999999972,78,
raw,entry,2025-10-16,ELAB,598,7.35,0.26466666666666666,0.2999999999999998,30,
raw,entry,2025-10-17,SMUP,603,16.98,0.2255555555555552,0.23999999999999844,162,
raw,entry,2025-10-20,CCM,616,5.1,0.15285714285714253,0.14999999999999947,7,
raw,entry,2025-10-20,DFNS,626,9.64,0.07849999999999953,0.08000000000000007,40,
raw,entry,2025-10-20,RMCO,631,3.92,0.14958333333333337,0.16000000000000014,24,
raw,entry,2025-10-21,AMCI,610,13.81,0.289591836734694,0.2599999999999998,49,
raw,entry,2025-10-22,AGH,609,5.98,0.14799999999999994,0.15000000000000036,25,
raw,entry,2025-10-22,IMSRW,593,6.95,0.32166666666666704,0.3100000000000005,6,
raw,entry,2025-10-22,PUSA,609,5.98,0.14799999999999994,0.15000000000000036,25,
raw,entry,2025-10-23,FUSE,636,3.37,0.0866666666666667,0.10999999999999988,21,
raw,entry,2025-10-24,DZZ,627,3.67,0.0688888888888888,0.06999999999999984,9,
raw,entry,2025-10-24,EAF,640,17.39,0.41128205128205136,0.39000000000000057,39,
raw,entry,2025-10-24,PMI,645,3.92,0.03971014492753627,0.029999999999999805,276,
raw,entry,2025-10-27,DZZ,598,6.03,0.11700000000000013,0.11000000000000032,240,
raw,entry,2025-10-28,NRC,581,12.81,0.5,0.5,4,
raw,entry,2025-10-28,WKEY,637,14.65,0.07448979591836709,0.07000000000000028,245,
raw,entry,2025-10-29,FMFC,628,3.42,0.20352941176470593,0.18999999999999995,51,
raw,entry,2025-10-30,AHMA,579,7.05,0.16722222222222197,0.13999999999999968,18,
raw,entry,2025-10-30,CVU,577,4.4,0.013628821995733603,0.010000000000000675,4219,
raw,entry,2025-10-30,HCHL,621,3.29,0.09333333333333316,0.09999999999999987,12,
raw,entry,2025-10-30,OWLS,636,8.73,,,0,
raw,entry,2025-11-03,DTIL,610,6.65,0.17350000000000027,0.17000000000000082,20,
raw,entry,2025-11-03,PHIO,639,3.22,0.010459317585301796,0.009999999999999787,762,
raw,entry,2025-11-04,ANRO,593,11.07,0.1532432432432432,0.16000000000000014,37,
raw,entry,2025-11-05,DTCK,585,4.49,0.011964285714285459,0.009999999999999787,56,
raw,entry,2025-11-05,FLYE,651,5.85,,,0,
raw,entry,2025-11-06,FWRD,629,22.49,0.14968421052631586,0.14999999999999858,95,
raw,entry,2025-11-07,EVCM,577,8.96,0.16999999999999993,0.16999999999999993,2,
raw,entry,2025-11-07,MPL,600,8.33,0.05003787878787844,0.049999999999998934,528,
raw,entry,2025-11-07,MSGM,528,4.77,0.01047904191616769,0.009999999999999787,501,
raw,entry,2025-11-07,NHTC,600,3.06,0.0883333333333332,0.08499999999999974,12,
raw,entry,2025-11-07,OPEX,599,19.11,0.2889690721649487,0.28999999999999915,97,
raw,entry,2025-11-10,COHN,619,11.23,0.1800000000000015,0.1800000000000015,3,
raw,entry,2025-11-10,NEPH,595,4.39,0.13529411764705881,0.1299999999999999,17,
raw,entry,2025-11-11,BODI,604,5.7,0.04809523809523847,0.05000000000000071,21,
raw,entry,2025-11-11,CORZW,603,11.57,0.10352040816326527,0.10000000000000142,196,
raw,entry,2025-11-12,MH,594,13.84,0.15736842105263088,0.14999999999999858,38,
raw,entry,2025-11-12,SPRU,580,3.53,0.07631578947368392,0.07999999999999963,19,
raw,entry,2025-11-13,APLM,605,19.22,0.7838461538461559,0.9100000000000001,13,
raw,entry,2025-11-13,LVLU,622,5.9,0.0930769230769233,0.0950000000000002,26,
raw,entry,2025-11-13,NBIG,594,8.01,0.03487730061349683,0.040000000000000036,326,
raw,entry,2025-11-13,NBIL,592,11.05,0.046723223753976625,0.049999999999998934,943,
raw,entry,2025-11-13,SLND,645,4.38,0.1200000000000001,0.1200000000000001,2,
raw,entry,2025-11-13,SSTI,585,7.64,0.24777777777777793,0.27000000000000046,9,
raw,entry,2025-11-14,AREN,586,3.86,0.15857142857142867,0.16000000000000014,14,
raw,entry,2025-11-14,CRDU,582,15.96,0.18626315789473696,0.16999999999999993,190,
raw,entry,2025-11-14,GLXU,588,18.13,0.15272237196765487,0.15000000000000213,371,
raw,entry,2025-11-14,IREX,586,19.4,0.09357003257329016,0.08999999999999986,1535,
raw,entry,2025-11-14,MSOX,597,4.49,0.03577777777777773,0.03000000000000025,90,
raw,entry,2025-11-14,NBIG,592,7.98,0.03805907172995787,0.040000000000000036,711,
raw,entry,2025-11-14,PAAI,586,3.86,0.15857142857142867,0.16000000000000014,14,
raw,entry,2025-11-14,QPUX,593,21.0,0.213061630218688,0.21000000000000085,1509,
raw,entry,2025-11-14,RGTIW,593,15.23,0.33947761194029835,0.33999999999999986,804,
raw,entry,2025-11-14,RGTU,582,25.35,0.14765368852459027,0.14000000000000057,2928,
raw,entry,2025-11-14,SHMD,600,5.57,0.1607692307692305,0.17999999999999972,13,
raw,entry,2025-11-14,SMUP,593,3.36,0.030637681159420286,0.029999999999999805,345,
raw,entry,2025-11-14,TSSI,626,8.89,0.04115384615384531,0.04499999999999904,52,
raw,entry,2025-11-17,ARMP,630,6.45,0.1951351351351351,0.20999999999999996,37,
raw,entry,2025-11-17,PACS,596,14.28,0.08387500000000025,0.08000000000000007,80,
raw,entry,2025-11-18,ELTK,599,9.86,,,0,
raw,entry,2025-11-19,GDHG,630,4.82,0.7000000000000002,0.7000000000000002,3,
raw,entry,2025-11-20,IREX,601,21.42,0.06281864530225799,0.060000000000002274,1373,
raw,entry,2025-11-20,VELO,586,4.92,0.10000000000000053,0.10000000000000053,2,
raw,entry,2025-11-21,MCRB,641,17.99,0.16243902439024374,0.120000000000001,41,
raw,entry,2025-11-24,BAIG,581,12.22,0.06613300492610849,0.07000000000000028,406,
raw,entry,2025-11-25,CRWU,642,5.58,0.020037174721189568,0.020000000000000462,269,
raw,entry,2025-11-26,LGHL,634,6.03,0.37823529411764706,0.3700000000000001,17,
raw,entry,2025-11-28,PMN,615,6.73,,,0,
raw,entry,2025-11-28,QNTM,585,11.22,0.3980000000000004,0.39000000000000057,5,
raw,entry,2025-11-28,RIOX,589,20.22,0.09458844133099815,0.09999999999999787,571,
raw,entry,2025-12-01,QTTB,589,6.03,0.013025570954518884,0.009999999999999787,5123,
raw,entry,2025-12-01,VRCA,626,7.88,0.1774193548387097,0.17999999999999972,31,
raw,entry,2025-12-02,NXTT,620,6.44,0.10285714285714308,0.11000000000000032,7,
raw,entry,2025-12-03,AARD,588,11.49,0.29864077669902916,0.33000000000000007,103,
raw,entry,2025-12-03,LESL,593,3.13,0.08822222222222241,0.08000000000000007,45,
raw,entry,2025-12-04,CBIO,611,13.04,0.10105263157894788,0.09999999999999964,38,
raw,entry,2025-12-04,IMSRW,632,4.42,0.4443617021276594,0.17999999999999972,94,
raw,entry,2025-12-08,BEX,601,17.6,0.11128491620111762,0.10999999999999943,358,
raw,entry,2025-12-08,KZIA,600,17.34,0.41076923076923105,0.4200000000000017,13,
raw,entry,2025-12-08,PHGE,538,3.2,0.1690000000000001,0.17500000000000004,10,
raw,entry,2025-12-09,KLRS,579,7.11,0.1604545454545456,0.14500000000000046,22,
raw,entry,2025-12-10,KZIA,594,12.41,0.47714285714285687,0.4800000000000004,7,
raw,entry,2025-12-10,SVRE,612,3.78,0.061999999999999805,0.05999999999999961,15,
raw,entry,2025-12-11,VELO,643,11.71,0.04243654822335001,0.03999999999999915,197,
raw,entry,2025-12-15,ARBB,631,6.28,0.16387096774193557,0.16000000000000014,31,
raw,entry,2025-12-18,DJTU,627,4.74,0.010045961917268448,0.009999999999999787,1523,
raw,entry,2025-12-18,LONA,610,7.63,0.02056310679611647,0.019999999999999574,1545,
raw,entry,2025-12-19,BENF,602,6.16,0.08722222222222228,0.10499999999999998,18,
raw,entry,2025-12-19,DJTU,640,6.22,0.010730935251798678,0.009999999999999787,3475,
raw,entry,2025-12-19,MENS,633,3.08,0.03000000000000025,0.03000000000000025,3,
raw,entry,2025-12-22,LHAI,625,13.95,0.216754385964912,0.20999999999999908,114,
raw,entry,2025-12-22,QNTM,615,11.44,0.366666666666667,0.3850000000000007,12,
raw,entry,2025-12-23,JFB,618,15.2,0.41709090909090946,0.41999999999999993,55,
raw,entry,2025-12-23,KZIA,636,8.12,0.15499999999999986,0.14500000000000046,42,
raw,entry,2025-12-23,MENS,594,4.37,0.08666666666666667,0.08999999999999986,33,
raw,entry,2025-12-23,RDAC,627,10.55,0.3000000000000007,0.3000000000000007,1,
raw,entry,2025-12-24,AIRI,621,3.28,0.024117647058823327,0.020000000000000018,17,
raw,entry,2025-12-29,GVH,585,3.53,0.051299999999999964,0.04999999999999982,300,
raw,entry,2025-12-29,KXIN,615,5.2,0.19749999999999956,0.1999999999999993,4,
raw,entry,2025-12-29,KXIN,619,5.2,0.1850000000000001,0.20000000000000018,20,
raw,entry,2025-12-30,CHRN,614,8.63,0.021485335856196743,0.019999999999999574,2114,
raw,entry,2025-12-30,EKSO,614,8.63,0.021485335856196743,0.019999999999999574,2114,
raw,entry,2025-12-31,INBS,586,7.4,0.034712286158631415,0.03000000000000025,1286,
raw,entry,2026-01-02,CLSX,638,19.71,0.09275735294117696,0.09999999999999787,272,
raw,entry,2026-01-02,STI,593,8.08,0.29399999999999943,0.3099999999999996,5,
raw,entry,2026-01-05,AVXX,582,10.41,0.09734693877551058,0.09999999999999964,245,
raw,entry,2026-01-05,PASG,619,15.52,0.568235294117648,0.5100000000000016,17,
raw,entry,2026-01-05,PLRZ,632,13.38,0.2399999999999995,0.25,10,
raw,entry,2026-01-05,SMX,596,17.68,0.17694444444444407,0.19500000000000028,36,
raw,entry,2026-01-06,RNAZ,593,7.9,0.2773333333333339,0.3000000000000007,15,
raw,entry,2026-01-06,VELO,589,17.1,0.33942857142857097,0.33999999999999986,35,
raw,entry,2026-01-08,AVXX,588,17.59,0.09612546125461245,0.10000000000000142,271,
raw,entry,2026-01-08,BEX,582,19.4,0.09370266479663428,0.08999999999999986,713,
raw,entry,2026-01-08,ELWT,615,4.76,0.1131034482758618,0.08999999999999986,29,
raw,entry,2026-01-12,BDSX,534,6.89,0.024722222222222156,0.020000000000000462,108,
raw,entry,2026-01-13,ELAB,620,4.32,0.07714285714285703,0.08999999999999986,7,
raw,entry,2026-01-14,CVRX,604,5.82,0.03842105263157911,0.03000000000000025,19,
raw,entry,2026-01-14,LFS,645,3.16,0.04128205128205131,0.040000000000000036,39,
raw,entry,2026-01-16,EOSU,597,28.82,0.22886554621848734,0.23000000000000043,714,
raw,entry,2026-01-20,LSF,630,3.41,0.1888888888888889,0.18999999999999995,9,
raw,entry,2026-01-20,MENS,596,3.8,0.04392156862745075,0.03999999999999959,51,
raw,entry,2026-01-21,AQMS,579,7.47,0.04469107551487415,0.040000000000000036,437,
raw,entry,2026-01-21,ARMU,586,15.37,0.08154929577464816,0.08000000000000007,142,
raw,entry,2026-01-21,CRMX,616,30.67,0.1788541666666664,0.17999999999999972,192,
raw,entry,2026-01-21,LCDL,612,3.42,0.0147488584474886,0.010000000000000231,219,
raw,entry,2026-01-21,POCI,597,4.93,,,0,
raw,entry,2026-01-22,GLSI,636,24.37,0.3804761904761896,0.4399999999999977,21,
raw,entry,2026-01-22,PLUL,611,17.98,0.5138759689922475,0.29999999999999716,129,
raw,entry,2026-01-23,MOVE,624,17.85,0.08567873303167438,0.0799999999999983,442,
raw,entry,2026-01-23,RVYL,525,7.48,0.028571428571428786,0.03000000000000025,14,
raw,entry,2026-01-26,CORD,590,14.87,0.07240757042253514,0.06999999999999851,2272,
raw,entry,2026-01-27,BNRG,600,3.19,0.1355102040816326,0.10000000000000009,49,
raw,entry,2026-01-27,BRNX,600,3.19,0.1355102040816326,0.10000000000000009,49,
raw,entry,2026-01-28,BUUU,631,11.04,,,0,
raw,entry,2026-01-28,KRRO,576,12.29,0.1303361344537813,0.10999999999999943,119,
raw,entry,2026-01-28,PHGE,632,5.66,0.0945945945945947,0.11000000000000032,37,
raw,entry,2026-01-29,PHGE,640,7.03,0.09999999999999964,0.09999999999999964,4,
raw,entry,2026-01-30,CRMX,577,20.87,0.2159550561797752,0.22500000000000142,356,
raw,entry,2026-01-30,OPTX,625,6.04,0.08230769230769219,0.08000000000000007,13,
raw,entry,2026-02-03,PMN,599,15.82,0.2467567567567564,0.3200000000000003,37,
raw,entry,2026-02-04,APPX,597,10.79,0.06900662251655626,0.06999999999999851,453,
raw,entry,2026-02-04,PAVM,581,11.36,0.2744067796610167,0.2699999999999996,59,
raw,entry,2026-02-05,ARMU,598,13.27,0.09476868327402158,0.09999999999999964,281,
raw,entry,2026-02-05,LUNL,627,10.74,0.01829787234042556,0.009999999999999787,47,
raw,entry,2026-02-05,PSNY,615,15.73,0.13343750000000004,0.13000000000000078,32,
raw,entry,2026-02-05,RIOX,653,6.94,0.03562659846547308,0.040000000000000036,391,
raw,entry,2026-02-06,CLSX,645,12.06,0.060954773869347174,0.0600000000000005,199,
raw,entry,2026-02-06,CRWU,614,6.13,0.035521235521235546,0.040000000000000036,259,
raw,entry,2026-02-06,MST,579,3.26,0.01897810218978099,0.020000000000000018,685,
raw,entry,2026-02-06,QBTX,590,15.65,0.06109890109890102,0.0600000000000005,728,
raw,entry,2026-02-06,QPUX,612,8.65,0.06548117154811708,0.07000000000000028,239,
raw,entry,2026-02-06,QUBX,593,14.42,0.11538461538461554,0.11999999999999922,208,
raw,entry,2026-02-06,RLYB,627,4.82,0.16700000000000012,0.1299999999999999,30,
raw,entry,2026-02-09,EAF,620,7.44,0.07888888888888898,0.08000000000000007,9,
raw,entry,2026-02-12,KPTI,586,7.81,0.07333333333333328,0.0600000000000005,75,
raw,entry,2026-02-13,AMWL,620,5.41,0.10000000000000053,0.10000000000000053,2,
raw,entry,2026-02-13,DBGI,584,3.86,0.07926829268292682,0.07000000000000028,41,
raw,entry,2026-02-13,DKNX,595,3.73,0.024425287356321757,0.020000000000000018,174,
raw,entry,2026-02-13,NXTT,611,3.07,,,0,
raw,entry,2026-02-17,DBGI,623,5.66,0.09999999999999964,0.09999999999999964,1,
raw,entry,2026-02-17,EEIQ,632,3.67,0.0873333333333333,0.09999999999999964,15,
raw,entry,2026-02-17,LFS,644,3.23,0.012183908045977083,0.010000000000000231,87,
raw,entry,2026-02-17,OBAI,641,3.89,0.01430379746835445,0.010000000000000231,79,
raw,entry,2026-02-17,PLYX,527,3.87,0.012043189368770711,0.010000000000000231,602,
raw,entry,2026-02-18,FTH,604,24.62,0.534074074074074,0.5100000000000016,378,
raw,entry,2026-02-18,SNSE,604,24.62,0.534074074074074,0.5100000000000016,378,
raw,entry,2026-02-19,AGIG,585,4.62,0.023608247422680476,0.020000000000000462,97,
raw,entry,2026-02-20,BESS,626,3.72,0.07411764705882368,0.06000000000000005,17,
raw,entry,2026-02-20,SPAI,557,4.39,0.022641509433962384,0.020000000000000462,53,
raw,entry,2026-02-23,RCAX,594,16.08,0.1588867562380033,0.1399999999999988,521,
raw,entry,2026-02-24,ADVB,642,4.88,0.1250000000000003,0.11000000000000032,32,
raw,entry,2026-02-24,AIDX,607,8.11,0.44333333333333363,0.4500000000000002,3,
raw,entry,2026-02-24,CLSX,617,14.1,0.06747727272727266,0.07000000000000028,440,
raw,entry,2026-02-24,CVKD,602,7.76,0.18999999999999995,0.20999999999999996,6,
raw,entry,2026-02-24,EOSU,620,8.74,0.057058823529411544,0.05000000000000071,408,
raw,entry,2026-02-25,LAW,602,3.1,0.038809523809523856,0.03000000000000025,126,
raw,entry,2026-02-26,JOBX,594,10.75,0.059880952380952236,0.05999999999999872,336,
raw,entry,2026-02-26,RGTZ,621,18.64,0.04992957746478812,0.04999999999999716,1562,
raw,entry,2026-02-26,RRGB,587,4.74,0.017641921397379925,0.019999999999999574,229,
raw,entry,2026-02-27,ANPA,614,11.04,0.5400000000000005,0.5500000000000007,4,
raw,entry,2026-02-27,DLLL,577,27.98,0.13384943181818176,0.129999999999999,704,
raw,entry,2026-02-27,STRZ,582,11.07,0.5719999999999998,0.5700000000000003,5,
raw,entry,2026-03-02,ALMU,579,18.08,0.17689655172413876,0.15000000000000213,58,
raw,entry,2026-03-02,BUUU,617,15.07,0.5,0.5,2,
raw,entry,2026-03-02,CLSX,610,13.52,0.06121472392638003,0.0600000000000005,815,
raw,entry,2026-03-02,CRMX,585,8.08,0.0802760736196321,0.08000000000000007,326,
raw,entry,2026-03-02,JFB,607,17.72,0.4175000000000003,0.3100000000000023,36,
raw,entry,2026-03-02,RBNE,590,4.07,0.015542857142857112,0.019999999999999574,175,
raw,entry,2026-03-02,RDWU,580,12.38,0.11870404411764704,0.120000000000001,1088,
raw,entry,2026-03-02,XTND,607,17.72,0.4175000000000003,0.3100000000000023,36,
raw,entry,2026-03-03,ASTN,620,18.09,0.15791001451378828,0.16000000000000014,689,
raw,entry,2026-03-03,MXC,631,15.37,0.3125000000000006,0.370000000000001,12,
raw,entry,2026-03-03,RCAX,581,23.4,0.37258663366336586,0.38000000000000256,808,
raw,entry,2026-03-05,MG,596,14.94,0.4379999999999998,0.4800000000000004,35,
raw,entry,2026-03-06,IBG,599,4.69,0.05640624999999991,0.04999999999999982,64,
raw,entry,2026-03-06,MRVU,588,28.03,0.07616040955631401,0.05000000000000071,1172,
raw,entry,2026-03-06,MVLL,588,21.48,0.05594867094408819,0.05999999999999872,1091,
raw,entry,2026-03-06,PLU,631,26.55,0.1195471014492753,0.11999999999999744,552,
raw,entry,2026-03-06,QCLS,620,3.97,0.030917030567685636,0.03000000000000025,229,
raw,entry,2026-03-10,NIOG,604,17.38,0.1987962962962953,0.17999999999999972,108,
raw,entry,2026-03-10,PIII,644,3.37,0.18531645569620253,0.17999999999999972,79,
raw,entry,2026-03-10,XGN,606,3.33,0.07250000000000008,0.07000000000000028,12,
raw,entry,2026-03-11,VRCA,587,6.12,0.22000000000000006,0.20999999999999996,6,
raw,entry,2026-03-12,SEAT,597,6.04,0.2199999999999997,0.21999999999999975,17,
raw,entry,2026-03-13,CIFU,585,17.34,0.10007339449541283,0.10000000000000142,545,
raw,entry,2026-03-13,EDHL,613,3.64,0.09500000000000014,0.10000000000000009,8,
raw,entry,2026-03-13,RPID,632,3.21,0.01874999999999999,0.020000000000000018,16,
raw,entry,2026-03-16,HBIO,588,4.9,0.08175000000000007,0.08000000000000007,40,
raw,entry,2026-03-16,SMX,602,12.56,0.43058823529411777,0.41000000000000014,17,
raw,entry,2026-03-17,CMTL,645,3.61,0.03693877551020422,0.040000000000000036,49,
raw,entry,2026-03-17,OKLS,597,15.08,0.04707093821510274,0.049999999999998934,437,
raw,entry,2026-03-18,NNAVW,593,8.54,0.10960526315789518,0.11000000000000121,76,
raw,entry,2026-03-18,SMX,609,9.1,0.04700000000000033,0.040000000000000924,40,
raw,entry,2026-03-19,CHNR,642,4.38,0.035639097744360915,0.03000000000000025,133,
raw,entry,2026-03-20,AIRG,592,4.76,0.172857142857143,0.16000000000000014,7,
raw,entry,2026-03-20,SLNG,612,4.38,0.07888888888888888,0.08000000000000007,18,
raw,entry,2026-03-23,CIFG,602,7.37,0.03546284224250302,0.03999999999999915,767,
raw,entry,2026-03-23,SMX,606,9.4,0.196111111111111,0.20000000000000107,18,
raw,entry,2026-03-24,EUDA,677,8.22,0.3600000000000006,0.35000000000000053,3,
raw,entry,2026-03-25,FLYT,592,13.57,0.153779761904762,0.15000000000000036,336,
raw,entry,2026-03-25,MKDW,599,3.66,0.08306451612903225,0.07000000000000006,62,
raw,entry,2026-03-25,QNTM,622,4.87,0.12181818181818213,0.1200000000000001,11,
raw,entry,2026-03-26,FCHL,643,3.13,0.024086021505376316,0.020000000000000018,186,
raw,entry,2026-03-26,LMRI,648,9.96,0.18645161290322618,0.20999999999999908,31,
raw,entry,2026-03-26,MKDW,591,6.13,0.09880000000000039,0.10000000000000053,25,
raw,entry,2026-03-30,VATE,586,5.31,0.15222222222222204,0.17999999999999972,9,
raw,entry,2026-03-31,FLYT,637,13.46,0.20478787878787907,0.21000000000000085,165,
raw,entry,2026-04-01,GLND,587,8.22,0.08679012345679009,0.08999999999999986,81,
raw,entry,2026-04-02,AAOX,587,20.75,0.1922238586156112,0.19000000000000128,1358,
raw,entry,2026-04-02,CRMX,606,14.38,0.1302000000000003,0.13000000000000078,300,
raw,entry,2026-04-02,SNDU,601,25.58,0.21939446366782003,0.17999999999999972,578,
raw,entry,2026-04-02,USAX,603,13.73,0.09719211822660072,0.09999999999999964,203,
raw,entry,2026-04-02,USGG,608,8.56,0.05325637910085062,0.05000000000000071,823,
raw,entry,2026-04-06,AAOX,616,28.7,0.14040948275862106,0.16999999999999815,464,
raw,entry,2026-04-06,MNTS,598,3.82,0.015620915032679684,0.010000000000000231,153,
raw,entry,2026-04-07,SMX,619,8.95,0.07999999999999964,0.08999999999999986,62,
raw,entry,2026-04-08,APLX,606,14.85,0.06372943327239457,0.06999999999999851,547,
raw,entry,2026-04-09,RUBI,642,3.78,0.06199999999999965,0.05999999999999961,5,
raw,entry,2026-04-09,TMCR,597,11.56,0.8999999999999986,0.8999999999999986,1,
raw,entry,2026-04-09,VWAV,601,6.9,0.1234042553191491,0.08999999999999986,47,
raw,entry,2026-04-13,AGCC,607,14.07,0.7815151515151522,0.8000000000000007,33,
raw,entry,2026-04-13,HUTG,617,13.37,0.15385542168674715,0.15000000000000036,83,
raw,entry,2026-04-13,IREG,604,13.57,0.10828947368421032,0.09999999999999964,76,
raw,entry,2026-04-13,MVO,622,3.31,0.050833333333333286,0.040000000000000036,12,
raw,entry,2026-04-13,NBIZ,614,4.65,0.018802228412256226,0.019999999999999574,359,
raw,entry,2026-04-14,IONL,598,14.03,0.03862068965517226,0.03999999999999915,551,
raw,entry,2026-04-14,LUNL,626,17.93,0.11073954983922797,0.11000000000000298,311,
raw,entry,2026-04-14,MNTS,616,4.78,0.050769230769230594,0.04999999999999982,91,
raw,entry,2026-04-14,RGTX,620,20.58,0.06255384615384652,0.060000000000002274,650,
raw,entry,2026-04-16,NPT,624,5.08,0.06647058823529411,0.040000000000000036,17,
raw,entry,2026-04-16,QVCGP,633,3.76,,,0,
raw,entry,2026-04-17,CRMX,620,29.95,0.1780753968253968,0.17999999999999972,504,
raw,entry,2026-04-20,KMRK,631,3.51,0.09111111111111089,0.09999999999999964,9,
raw,entry,2026-04-20,NPT,584,4.33,0.11677419354838721,0.11000000000000032,31,
raw,entry,2026-04-21,KITT,582,3.07,0.0439999999999998,0.040000000000000036,15,
raw,entry,2026-04-21,QNTM,622,3.77,0.05240740740740727,0.054999999999999716,54,
raw,entry,2026-04-21,VACH,654,12.11,0.55,0.5899999999999999,16,
raw,entry,2026-04-21,VRXA,654,12.11,0.55,0.5899999999999999,16,
raw,entry,2026-04-22,CCUP,582,5.22,0.011752988047808902,0.009999999999999787,1255,
raw,entry,2026-04-22,IPWR,612,3.78,0.05899999999999983,0.04999999999999982,70,
raw,entry,2026-04-23,CPIX,616,4.7,0.01621345029239768,0.019999999999999574,684,
raw,entry,2026-04-23,GNLN,631,4.13,0.13000000000000014,0.14000000000000057,7,
raw,entry,2026-04-23,IONL,627,23.82,0.08292792792792772,0.0799999999999983,666,
raw,entry,2026-04-24,QSU,624,14.44,0.08829383886255927,0.08999999999999986,844,
raw,entry,2026-04-27,OCC,606,11.66,0.12166666666666733,0.120000000000001,6,
raw,entry,2026-04-28,CRMX,587,27.89,0.22095238095238126,0.21999999999999886,315,
raw,entry,2026-04-30,DFSC,591,3.1,0.0625,0.07000000000000006,8,
raw,entry,2026-05-01,EAF,636,7.17,0.16249999999999987,0.16999999999999993,4,
raw,entry,2026-05-01,EUDA,622,17.34,0.7177049180327878,0.75,61,
