day,symbol,pb_status,rr_pb_p1be,rr_pb_v0,pb_entry_m,pb_r_pct
2025-01-02,BNRG,entered,-0.12126666481156255,-0.12126666481156255,589.0,12.924980516964396
2025-01-02,IVDA,entered,0.49035028982796214,-1.018299420344077,580.0,5.181502771439306
2025-01-02,XPON,rmin_reject,,,,
2025-01-02,ELBM,stop_above_entry,,,,
2025-01-02,VSTM,rmin_reject,,,,
2025-01-02,CTXR,rmin_reject,,,,
2025-01-02,PGEN,faded_to_stop,,,,
2025-01-02,ALCE,faded_to_stop,,,,
2025-01-02,MGIH,rmin_reject,,,,
2025-01-02,WATT,entered,0.4922131571778806,-1.0145736856442373,588.0,6.421087614349917
2025-01-02,LICY,rmin_reject,,,,
2025-01-02,LNZA,rmin_reject,,,,
2025-01-02,NINE,rmin_reject,,,,
2025-01-02,CYCN,rmin_reject,,,,
2025-01-02,FLL,rmin_reject,,,,
2025-01-02,SAVA,rmin_reject,,,,
2025-01-02,SPCB,entered,3.100039099592255,0.4826367368597459,590.0,5.930050380420188
2025-01-02,EOSE,rmin_reject,,,,
2025-01-02,ATAI,rmin_reject,,,,
2025-01-02,ELAB,rmin_reject,,,,
2025-01-02,CAN,rmin_reject,,,,
2025-01-02,HCWC,rmin_reject,,,,
2025-01-02,INTZ,entered,-1.011346194360008,-1.011346194360008,591.0,8.099661894512039
2025-01-02,NNOX,rmin_reject,,,,
2025-01-02,OPTX,rmin_reject,,,,
2025-01-02,SLN,rmin_reject,,,,
2025-01-02,VLN,rmin_reject,,,,
2025-01-02,AVXL,rmin_reject,,,,
2025-01-02,BFLY,entered,-0.20419125936733007,-0.20419125936733007,598.0,7.789584614033536
2025-01-02,CENN,rmin_reject,,,,
2025-01-02,DNA,rmin_reject,,,,
2025-01-02,LPTH,rmin_reject,,,,
2025-01-02,VNET,rmin_reject,,,,
2025-01-02,CLYM,rmin_reject,,,,
2025-01-02,ICG,entered,0.41691394169886375,0.4911229361153576,593.0,11.937356737047859
2025-01-02,SJT,rmin_reject,,,,
2025-01-02,SRFM,rmin_reject,,,,
2025-01-02,DTIL,entered,0.01682412687604682,0.01682412687604682,604.0,7.49287319278836
2025-01-02,GRRRW,rmin_reject,,,,
2025-01-02,HTCR,rmin_reject,,,,
2025-01-02,NKLA,rmin_reject,,,,
2025-01-02,APM,entered,0.4962265417527291,-1.0065469164945415,603.0,13.25044474419877
2025-01-02,AVTX,rmin_reject,,,,
2025-01-02,GANX,entered,-1.0162579596260681,-1.0162579596260681,603.0,5.79442774040084
2025-01-02,LUNRW,entered,-1.5989604206895744,-1.5989604206895744,610.0,8.668924588431107
2025-01-02,LAES,rmin_reject,,,,
2025-01-02,NNAVW,rmin_reject,,,,
2025-01-02,VTGN,rmin_reject,,,,
2025-01-02,BTDR,rmin_reject,,,,
2025-01-02,PSNL,rmin_reject,,,,
2025-01-02,ASNS,rmin_reject,,,,
2025-01-02,LUNR,rmin_reject,,,,
2025-01-02,SGN,rmin_reject,,,,
2025-01-02,FGL,rmin_reject,,,,
2025-01-02,FOSL,rmin_reject,,,,
2025-01-02,MCHX,rmin_reject,,,,
2025-01-02,WNW,entered,1.7763626295388038,0.3201487224112019,612.0,5.317801868655633
2025-01-02,INNV,entered,-1.0132366493959906,-1.0132366493959906,612.0,7.024124653105594
2025-01-02,VSAT,rmin_reject,,,,
2025-01-02,BEEM,rmin_reject,,,,
2025-01-02,CMMB,rmin_reject,,,,
2025-01-02,HSAI,rmin_reject,,,,
2025-01-02,QSI,rmin_reject,,,,
2025-01-02,ASPI,rmin_reject,,,,
2025-01-02,YHC,rmin_reject,,,,
2025-01-02,LAZR,rmin_reject,,,,
2025-01-02,CNTX,rmin_reject,,,,
2025-01-02,RAY,rmin_reject,,,,
2025-01-02,OTLK,rmin_reject,,,,
2025-01-02,SGLY,rmin_reject,,,,
2025-01-02,GLMD,rmin_reject,,,,
2025-01-02,BCG,rmin_reject,,,,
2025-01-02,BDMD,entered,0.4940044350173547,0.4875088700347081,632.0,8.33949763612389
2025-01-02,MDIA,rmin_reject,,,,
2025-01-02,NXTT,rmin_reject,,,,
2025-01-02,MGX,rmin_reject,,,,
2025-01-02,SOBR,rmin_reject,,,,
2025-01-02,FFIE,rmin_reject,,,,
2025-01-02,GDHG,stop_above_entry,,,,
2025-01-02,LIDR,rmin_reject,,,,
2025-01-02,MVST,rmin_reject,,,,
2025-01-02,REKR,rmin_reject,,,,
2025-01-03,MFI,faded_to_stop,,,,
2025-01-03,PRSO,rmin_reject,,,,
2025-01-03,SPCB,rmin_reject,,,,
2025-01-03,NMRA,rmin_reject,,,,
2025-01-03,CHEK,entered,-1.015414643911717,-1.015414643911717,581.0,6.092121189946961
2025-01-03,LIDR,rmin_reject,,,,
2025-01-03,NRXP,rmin_reject,,,,
2025-01-03,RDZN,rmin_reject,,,,
2025-01-03,SFHG,rmin_reject,,,,
2025-01-03,ACHR,rmin_reject,,,,
2025-01-03,LAES,rmin_reject,,,,
2025-01-03,NEON,rmin_reject,,,,
2025-01-03,RR,rmin_reject,,,,
2025-01-03,SPHL,rmin_reject,,,,
2025-01-03,KULR,rmin_reject,,,,
2025-01-03,ARQQ,rmin_reject,,,,
2025-01-03,LUNRW,rmin_reject,,,,
2025-01-03,PDYN,rmin_reject,,,,
2025-01-03,SERV,rmin_reject,,,,
2025-01-03,ATRA,rmin_reject,,,,
2025-01-03,QSI,rmin_reject,,,,
2025-01-03,INLF,timeout,,,,
2025-01-03,VRAX,rmin_reject,,,,
2025-01-03,WKEY,rmin_reject,,,,
2025-01-03,CRNC,entered,0.4943596747797625,5.223406107455007,592.0,8.864737058175303
2025-01-03,SYNX,rmin_reject,,,,
2025-01-03,SGMO,rmin_reject,,,,
2025-01-03,SPPL,entered,0.4930273712703178,0.48555474254063524,596.0,7.170896650090277
2025-01-03,CLRO,entered,1.0826779993240323,0.48842638731063814,592.0,9.030476575730297
2025-01-03,CUE,rmin_reject,,,,
2025-01-03,FFIE,rmin_reject,,,,
2025-01-03,SOUNW,rmin_reject,,,,
2025-01-03,JYD,rmin_reject,,,,
2025-01-03,LUNR,rmin_reject,,,,
2025-01-03,OCC,rmin_reject,,,,
2025-01-03,GSIT,rmin_reject,,,,
2025-01-03,INTZ,rmin_reject,,,,
2025-01-03,LNZA,rmin_reject,,,,
2025-01-03,EXOD,rmin_reject,,,,
2025-01-03,LIXT,rmin_reject,,,,
2025-01-03,RIVN,rmin_reject,,,,
2025-01-03,OUST,rmin_reject,,,,
2025-01-03,AMPX,rmin_reject,,,,
2025-01-03,IONQ,rmin_reject,,,,
2025-01-03,VOR,rmin_reject,,,,
2025-01-03,ABSI,rmin_reject,,,,
2025-01-03,ACRV,rmin_reject,,,,
2025-01-03,BFLY,rmin_reject,,,,
2025-01-03,JL,rmin_reject,,,,
2025-01-03,KITT,rmin_reject,,,,
2025-01-03,ARBE,rmin_reject,,,,
2025-01-03,QSIAW,rmin_reject,,,,
2025-01-03,UCL,rmin_reject,,,,
2025-01-03,ZBAI,rmin_reject,,,,
2025-01-03,ATOM,rmin_reject,,,,
2025-01-03,CCM,entered,-1.3028041212972712,-1.3028041212972712,603.0,8.778818184621382
2025-01-03,OKLO,rmin_reject,,,,
2025-01-03,JOBY,rmin_reject,,,,
2025-01-03,LPSN,rmin_reject,,,,
2025-01-03,MIST,stop_above_entry,,,,
2025-01-03,UCAR,rmin_reject,,,,
2025-01-03,LTBR,rmin_reject,,,,
2025-01-03,TPIC,rmin_reject,,,,
2025-01-03,VNCE,rmin_reject,,,,
2025-01-03,FTCI,rmin_reject,,,,
2025-01-03,ATLN,entered,-1.0107857979919554,-1.0107857979919554,614.0,8.484788222932266
2025-01-03,SRZN,stop_above_entry,,,,
2025-01-03,LSTA,rmin_reject,,,,
2025-01-03,PTN,rmin_reject,,,,
2025-01-03,PRFX,entered,-1.0161318346912727,-1.0161318346912727,624.0,5.837086441823936
2025-01-03,GETY,rmin_reject,,,,
2025-01-03,RIOT,rmin_reject,,,,
2025-01-03,SBFM,rmin_reject,,,,
2025-01-03,RANI,rmin_reject,,,,
2025-01-03,RVYL,timeout,,,,
2025-01-06,SFHG,rmin_reject,,,,
2025-01-06,STEM,entered,0.4939300529587026,0.48736010591740625,586.0,8.237304157651213
2025-01-06,SERV,rmin_reject,,,,
2025-01-06,CRNC,faded_to_stop,,,,
2025-01-06,GFAI,entered,-1.0077416106702974,-1.0077416106702974,581.0,11.439539436339645
2025-01-06,IDAI,rmin_reject,,,,
2025-01-06,NVNI,rmin_reject,,,,
2025-01-06,DHAI,entered,3.4802784222737864,0.26047634831194794,587.0,5.644995308979222
2025-01-06,FEBO,rmin_reject,,,,
2025-01-06,GRRR,rmin_reject,,,,
2025-01-06,RGTIW,rmin_reject,,,,
2025-01-06,SMCL,rmin_reject,,,,
2025-01-06,SMCX,entered,-1.0145896989067495,-1.0145896989067495,586.0,6.414492069292366
2025-01-06,ULCC,rmin_reject,,,,
2025-01-06,CRNT,rmin_reject,,,,
2025-01-06,JL,rmin_reject,,,,
2025-01-06,LUNA,rmin_reject,,,,
2025-01-06,QSI,rmin_reject,,,,
2025-01-06,QUBT,rmin_reject,,,,
2025-01-06,VNCE,rmin_reject,,,,
2025-01-06,BDMD,entered,-1.012118693833971,-1.012118693833971,594.0,7.622710100989531
2025-01-06,NNOX,rmin_reject,,,,
2025-01-06,RGTI,rmin_reject,,,,
2025-01-06,ATCH,rmin_reject,,,,
2025-01-06,MDCX,entered,-0.06325765924619739,-0.06325765924619739,614.0,15.598033485749635
2025-01-06,NEHC,rmin_reject,,,,
2025-01-06,SPPL,entered,-1.0163295406658233,-1.0163295406658233,589.0,5.770493397855196
2025-01-06,VUZI,rmin_reject,,,,
2025-01-06,CUE,rmin_reject,,,,
2025-01-06,SMCI,rmin_reject,,,,
2025-01-06,YSXT,entered,-1.0115185933840278,-1.0115185933840278,584.0,7.988117908485338
2025-01-06,BLIN,rmin_reject,,,,
2025-01-06,HOVR,rmin_reject,,,,
2025-01-06,SYPR,rmin_reject,,,,
2025-01-06,AENT,stop_above_entry,,,,
2025-01-06,LUCY,rmin_reject,,,,
2025-01-06,SOUNW,rmin_reject,,,,
2025-01-06,SKYT,rmin_reject,,,,
2025-01-06,DTSS,rmin_reject,,,,
2025-01-06,LNZA,entered,0.3555441756785253,0.3555441756785253,603.0,8.295164631419029
2025-01-06,QBTS,rmin_reject,,,,
2025-01-06,QMCO,rmin_reject,,,,
2025-01-06,WNW,rmin_reject,,,,
2025-01-06,LFWD,rmin_reject,,,,
2025-01-06,SMSI,rmin_reject,,,,
2025-01-06,MTVA,rmin_reject,,,,
2025-01-06,GDC,rmin_reject,,,,
2025-01-06,HCTI,stop_above_entry,,,,
2025-01-06,EXOD,rmin_reject,,,,
2025-01-06,NUKK,stop_above_entry,,,,
2025-01-06,REKR,rmin_reject,,,,
2025-01-06,ZBIO,rmin_reject,,,,
2025-01-06,ARQQW,entered,-1.0111448327649324,-1.0111448327649324,604.0,8.233954467347312
2025-01-06,NCPL,rmin_reject,,,,
2025-01-06,AHT,rmin_reject,,,,
2025-01-06,NOTE,rmin_reject,,,,
2025-01-06,LTRN,entered,-1.0081386346944046,-1.0081386346944046,610.0,10.942553602808122
2025-01-06,NRDY,rmin_reject,,,,
2025-01-06,IRBT,rmin_reject,,,,
2025-01-06,PHUN,rmin_reject,,,,
2025-01-06,POWW,rmin_reject,,,,
2025-01-06,NMG,rmin_reject,,,,
2025-01-06,PTLE,rmin_reject,,,,
2025-01-06,ABAT,entered,0.4910627651935502,0.4816255303870996,617.0,5.594571596565612
2025-01-06,BYON,rmin_reject,,,,
2025-01-06,AMPX,rmin_reject,,,,
2025-01-06,SDST,rmin_reject,,,,
2025-01-06,MATH,rmin_reject,,,,
2025-01-06,VSAT,rmin_reject,,,,
2025-01-06,CTSO,rmin_reject,,,,
2025-01-06,PALI,rmin_reject,,,,
2025-01-06,PDEX,rmin_reject,,,,
2025-01-07,ASUR,rmin_reject,,,,
2025-01-07,AUROW,rmin_reject,,,,
2025-01-07,DATS,entered,-1.0154655511187172,-1.0154655511187172,579.0,6.0732859337046685
2025-01-07,ENVX,rmin_reject,,,,
2025-01-07,GFAI,rmin_reject,,,,
2025-01-07,HOLO,faded_to_stop,,,,
2025-01-07,MAIA,rmin_reject,,,,
2025-01-07,CING,rmin_reject,,,,
2025-01-07,NRXP,rmin_reject,,,,
2025-01-07,BLIN,entered,-1.010308475078113,-1.010308475078113,582.0,8.842925267046118
2025-01-07,FUBO,rmin_reject,,,,
2025-01-07,HOTH,rmin_reject,,,,
2025-01-07,POAI,entered,-1.1086942634470407,-1.1086942634470407,583.0,7.15925617642486
2025-01-07,DNLI,rmin_reject,,,,
2025-01-07,NVAX,rmin_reject,,,,
2025-01-07,OSTX,entered,-1.014788732394365,-1.014788732394365,599.0,6.333630686886704
2025-01-07,ALTS,rmin_reject,,,,
2025-01-07,NMG,rmin_reject,,,,
2025-01-07,CRNC,rmin_reject,,,,
2025-01-07,NUVB,rmin_reject,,,,
2025-01-07,LFWD,rmin_reject,,,,
2025-01-07,NMRA,rmin_reject,,,,
2025-01-07,SEDG,rmin_reject,,,,
2025-01-07,TIL,rmin_reject,,,,
2025-01-07,FFIE,rmin_reject,,,,
2025-01-07,LAZR,rmin_reject,,,,
2025-01-07,MIRA,rmin_reject,,,,
2025-01-07,SGMO,rmin_reject,,,,
2025-01-07,MNMD,rmin_reject,,,,
2025-01-07,TNGX,rmin_reject,,,,
2025-01-07,MVIS,rmin_reject,,,,
2025-01-07,GOEV,rmin_reject,,,,
2025-01-07,NMTC,rmin_reject,,,,
2025-01-07,PALI,rmin_reject,,,,
2025-01-07,ZSPC,rmin_reject,,,,
2025-01-07,NVDQ,rmin_reject,,,,
2025-01-07,NVD,rmin_reject,,,,
2025-01-07,HURA,rmin_reject,,,,
2025-01-07,HCWC,entered,-1.006809259035887,-1.006809259035887,605.0,12.805312199334024
2025-01-07,DOGZ,rmin_reject,,,,
2025-01-07,PRT,rmin_reject,,,,
2025-01-07,STAI,entered,0.49575388316988495,-1.0379180118170186,611.0,11.775464971990484
2025-01-07,JCSE,rmin_reject,,,,
2025-01-07,SFHG,rmin_reject,,,,
2025-01-07,SLRN,rmin_reject,,,,
2025-01-07,INO,rmin_reject,,,,
2025-01-07,MCVT,rmin_reject,,,,
2025-01-08,BOXL,faded_to_stop,,,,
2025-01-08,SANA,rmin_reject,,,,
2025-01-08,GRRR,rmin_reject,,,,
2025-01-08,OST,rmin_reject,,,,
2025-01-08,GELS,timeout,,,,
2025-01-08,CURR,entered,0.4974424824856382,1.874368379243073,587.0,19.5502082465622
2025-01-08,BDMD,rmin_reject,,,,
2025-01-08,CELZ,rmin_reject,,,,
2025-01-08,OKYO,rmin_reject,,,,
2025-01-08,INDO,rmin_reject,,,,
2025-01-08,GROV,rmin_reject,,,,
2025-01-08,XHG,entered,0.4969088178713044,0.49331763574260956,593.0,16.175041753719718
2025-01-08,GOEV,rmin_reject,,,,
2025-01-08,UNF,rmin_reject,,,,
2025-01-08,IMAB,rmin_reject,,,,
2025-01-08,MLSS,rmin_reject,,,,
2025-01-08,BCG,rmin_reject,,,,
2025-01-08,QSIAW,stop_above_entry,,,,
2025-01-08,AREB,rmin_reject,,,,
2025-01-08,FUBO,rmin_reject,,,,
2025-01-08,DRTS,rmin_reject,,,,
2025-01-08,ZYBT,rmin_reject,,,,
2025-01-08,GBR,rmin_reject,,,,
2025-01-08,BAER,rmin_reject,,,,
2025-01-10,TPET,rmin_reject,,,,
2025-01-10,STFS,rmin_reject,,,,
2025-01-10,MVST,rmin_reject,,,,
2025-01-10,ITCI,rmin_reject,,,,
2025-01-10,BDMD,entered,1.2330884353741531,0.48175986394557824,585.0,5.636935347802731
2025-01-10,STIM,rmin_reject,,,,
2025-01-10,HOTH,entered,-1.0075700794483582,-1.0075700794483582,591.0,11.668503262143384
2025-01-10,CLYM,rmin_reject,,,,
2025-01-10,WKEY,rmin_reject,,,,
2025-01-10,AMPX,rmin_reject,,,,
2025-01-10,SILO,rmin_reject,,,,
2025-01-10,KITT,entered,-1.0081411940132234,-1.0081411940132234,589.0,10.939489945771511
2025-01-10,JXG,entered,-1.0075847598471,-1.0075847598471,588.0,11.64854949713964
2025-01-10,LCFY,entered,-1.070618204094134,-1.070618204094134,586.0,5.864987619723405
2025-01-10,ILLR,faded_to_stop,,,,
2025-01-10,AMPG,rmin_reject,,,,
2025-01-10,NRXP,rmin_reject,,,,
2025-01-10,LAES,entered,-1.0185291051551943,-1.0185291051551943,591.0,5.120562319948616
2025-01-10,RR,rmin_reject,,,,
2025-01-10,OPTT,rmin_reject,,,,
2025-01-10,PTLE,rmin_reject,,,,
2025-01-10,CDZI,rmin_reject,,,,
2025-01-10,BNRG,rmin_reject,,,,
2025-01-10,LPSN,rmin_reject,,,,
2025-01-10,YSXT,rmin_reject,,,,
2025-01-10,WAVE,rmin_reject,,,,
2025-01-10,HCWC,entered,2.2443487621098033,3.4886975242196065,594.0,5.145674088844559
2025-01-10,ENTX,timeout,,,,
2025-01-10,UBX,faded_to_stop,,,,
2025-01-10,PPIH,rmin_reject,,,,
2025-01-10,MSW,rmin_reject,,,,
2025-01-10,GFAI,rmin_reject,,,,
2025-01-10,CRML,rmin_reject,,,,
2025-01-10,AXGN,rmin_reject,,,,
2025-01-10,SPPL,rmin_reject,,,,
2025-01-10,DATS,entered,2.804619373085095,0.4803524628800391,618.0,5.222603793557575
2025-01-10,ECX,rmin_reject,,,,
2025-01-10,AREB,entered,-1.013344426020481,-1.013344426020481,620.0,6.971349000456099
2025-01-10,AGL,rmin_reject,,,,
2025-01-10,ZYBT,entered,0.47838218515932807,0.042567691313779035,631.0,6.125294718147147
2025-01-10,GRCE,stop_above_entry,,,,
2025-01-10,RGTIW,rmin_reject,,,,
2025-01-10,ATPC,rmin_reject,,,,
2025-01-10,CING,rmin_reject,,,,
2025-01-10,HURA,entered,0.49228461538461504,0.061538461538463096,630.0,6.480558325024911
2025-01-10,NMTC,rmin_reject,,,,
2025-01-13,STIM,entered,-1.0113580736707064,-1.0113580736707064,585.0,8.091876020859775
2025-01-13,CRML,faded_to_stop,,,,
2025-01-13,MSW,rmin_reject,,,,
2025-01-13,RGTI,rmin_reject,,,,
2025-01-13,RGTIW,rmin_reject,,,,
2025-01-13,RZLV,rmin_reject,,,,
2025-01-13,LAES,rmin_reject,,,,
2025-01-13,IONQ,rmin_reject,,,,
2025-01-13,BDTX,rmin_reject,,,,
2025-01-13,NTRP,entered,-1.1118902361845937,-1.1118902361845937,590.0,5.3150938547380715
2025-01-13,LXU,rmin_reject,,,,
2025-01-13,FFIE,rmin_reject,,,,
2025-01-13,DRCT,entered,0.4904819639278553,0.48046392785571174,583.0,5.253184545741655
2025-01-13,SLRX,rmin_reject,,,,
2025-01-13,SLGL,rmin_reject,,,,
2025-01-13,NRXP,entered,-1.0186983168932013,-1.0186983168932013,589.0,5.0765758588500365
2025-01-13,VRME,entered,-1.0113697228390335,-1.0113697228390335,587.0,8.084255508493948
2025-01-13,ZBAI,entered,0.4107503140583968,-0.17849937188320641,590.0,6.191590712496073
2025-01-13,ATCH,rmin_reject,,,,
2025-01-13,HCWC,entered,-1.015619278202316,-1.015619278202316,590.0,6.017108491875966
2025-01-13,PDX,rmin_reject,,,,
2025-01-13,MIMI,entered,-1.016418599865587,-1.016418599865587,593.0,5.740989561254464
2025-01-13,AGL,rmin_reject,,,,
2025-01-13,ATOM,rmin_reject,,,,
2025-01-13,GLXG,rmin_reject,,,,
2025-01-13,HTCR,entered,-1.0102297604190111,-1.0102297604190111,598.0,8.904909478808547
2025-01-13,RHE,timeout,,,,
2025-01-13,PBPB,rmin_reject,,,,
2025-01-13,EWCZ,rmin_reject,,,,
2025-01-13,SIBN,rmin_reject,,,,
2025-01-13,INMB,rmin_reject,,,,
2025-01-13,ATPC,entered,0.49278745583810885,-1.0134250883237836,606.0,6.932366565487796
2025-01-13,CMPX,rmin_reject,,,,
2025-01-13,YHC,timeout,,,,
2025-01-13,DJTWW,rmin_reject,,,,
2025-01-13,RADX,rmin_reject,,,,
2025-01-13,VVPR,entered,-1.0152759737289847,-1.0152759737289847,609.0,6.14402564572348
2025-01-13,ALHC,rmin_reject,,,,
2025-01-13,AIRS,rmin_reject,,,,
2025-01-13,DJT,rmin_reject,,,,
2025-01-13,AKBA,rmin_reject,,,,
2025-01-13,ARDX,rmin_reject,,,,
2025-01-13,LAB,rmin_reject,,,,
2025-01-13,BDMD,rmin_reject,,,,
2025-01-13,USEG,rmin_reject,,,,
2025-01-13,ROLR,rmin_reject,,,,
2025-01-13,TPET,rmin_reject,,,,
2025-01-13,ATRA,stop_above_entry,,,,
2025-01-13,RIOX,stop_above_entry,,,,
2025-01-13,MSTU,rmin_reject,,,,
2025-01-13,MSTX,rmin_reject,,,,
2025-01-13,CGEN,rmin_reject,,,,
2025-01-14,SVCO,rmin_reject,,,,
2025-01-14,RR,entered,0.661053158784191,0.4795238857948999,579.0,5.005978588892619
2025-01-14,RGTI,rmin_reject,,,,
2025-01-14,QUBT,rmin_reject,,,,
2025-01-14,NMHI,entered,-1.0048295501856876,-1.0048295501856876,587.0,17.15398217953589
2025-01-14,LAES,rmin_reject,,,,
2025-01-14,FGL,rmin_reject,,,,
2025-01-14,DRCT,rmin_reject,,,,
2025-01-14,DATS,stop_above_entry,,,,
2025-01-14,ARQQ,entered,-1.0175198304286384,-1.0175198304286384,579.0,5.399617474108282
2025-01-14,AIFF,rmin_reject,,,,
2025-01-14,SRFM,rmin_reject,,,,
2025-01-14,CBUS,entered,-1.0163484945547734,-1.0163484945547734,582.0,5.764188914737266
2025-01-14,RGTIW,rmin_reject,,,,
2025-01-14,HCWC,stop_above_entry,,,,
2025-01-14,USIO,rmin_reject,,,,
2025-01-14,TDUP,entered,-1.0107154317606544,-1.0107154317606544,588.0,8.53575028586227
2025-01-14,SLRX,stop_above_entry,,,,
2025-01-14,GFAI,rmin_reject,,,,
2025-01-14,EVAX,rmin_reject,,,,
2025-01-14,WKEY,rmin_reject,,,,
2025-01-14,QBTS,rmin_reject,,,,
2025-01-14,ONDS,rmin_reject,,,,
2025-01-14,XXII,entered,0.49602967408356474,0.49155934816712976,602.0,12.59342458336285
2025-01-14,LFVN,rmin_reject,,,,
2025-01-14,SLGL,rmin_reject,,,,
2025-01-14,GRNQ,rmin_reject,,,,
2025-01-14,NNBR,rmin_reject,,,,
2025-01-14,MTEK,rmin_reject,,,,
2025-01-14,PTLO,rmin_reject,,,,
2025-01-14,ORIC,rmin_reject,,,,
2025-01-14,CPIX,rmin_reject,,,,
2025-01-14,YXT,rmin_reject,,,,
2025-01-14,QSI,rmin_reject,,,,
2025-01-14,BANL,rmin_reject,,,,
2025-01-14,PDYN,rmin_reject,,,,
2025-01-14,NMTC,rmin_reject,,,,
2025-01-14,GTBP,rmin_reject,,,,
2025-01-14,WHLR,rmin_reject,,,,
2025-01-14,VRAR,timeout,,,,
2025-01-14,OPTX,rmin_reject,,,,
2025-01-14,ILLR,rmin_reject,,,,
2025-01-14,MGIH,rmin_reject,,,,
2025-01-14,HTCO,rmin_reject,,,,
2025-01-14,APRE,stop_above_entry,,,,
2025-01-14,ADD,entered,-1.0120134550696784,-1.0120134550696784,611.0,7.684354344374284
2025-01-14,GRRR,rmin_reject,,,,
2025-01-14,NRXP,rmin_reject,,,,
2025-01-14,EVTL,rmin_reject,,,,
2025-01-14,STFS,rmin_reject,,,,
2025-01-14,AISP,rmin_reject,,,,
2025-01-14,SPCB,rmin_reject,,,,
2025-01-14,KITT,rmin_reject,,,,
2025-01-14,CMTL,rmin_reject,,,,
2025-01-14,SIDU,rmin_reject,,,,
2025-01-14,AREB,rmin_reject,,,,
2025-01-15,BKYI,entered,1.596718060078798,0.4890907685745357,584.0,9.60685721285509
2025-01-15,BOWN,entered,0.35629826254826236,0.48788223938223924,584.0,8.607510800930541
2025-01-15,QMCO,rmin_reject,,,,
2025-01-15,QUBT,rmin_reject,,,,
2025-01-15,SERV,rmin_reject,,,,
2025-01-15,CORZW,rmin_reject,,,,
2025-01-15,EVTL,rmin_reject,,,,
2025-01-15,FFIE,rmin_reject,,,,
2025-01-15,XCH,rmin_reject,,,,
2025-01-15,RGTI,rmin_reject,,,,
2025-01-15,TMC,rmin_reject,,,,
2025-01-15,ADPT,rmin_reject,,,,
2025-01-15,JXG,faded_to_stop,,,,
2025-01-15,XXII,rmin_reject,,,,
2025-01-15,ZJK,entered,-0.13814682081098137,-0.13814682081098137,594.0,7.084582868711994
2025-01-15,DYAI,timeout,,,,
2025-01-15,AEHR,rmin_reject,,,,
2025-01-15,AENT,rmin_reject,,,,
2025-01-15,IONQ,rmin_reject,,,,
2025-01-15,KORE,rmin_reject,,,,
2025-01-15,IVDA,rmin_reject,,,,
2025-01-15,NNOX,rmin_reject,,,,
2025-01-15,XCUR,rmin_reject,,,,
2025-01-15,SLDP,rmin_reject,,,,
2025-01-15,MODV,rmin_reject,,,,
2025-01-15,WHLR,rmin_reject,,,,
2025-01-15,GRNQ,entered,-1.0776689618758895,-1.0776689618758895,613.0,6.68220997320884
2025-01-15,REKR,rmin_reject,,,,
2025-01-15,ROLR,rmin_reject,,,,
2025-01-15,VRAR,rmin_reject,,,,
2025-01-15,MVST,rmin_reject,,,,
2025-01-15,MPU,rmin_reject,,,,
2025-01-15,KITT,rmin_reject,,,,
2025-01-15,STAF,timeout,,,,
2025-01-15,IDAI,rmin_reject,,,,
2025-01-15,ZSPC,rmin_reject,,,,
2025-01-15,PROP,rmin_reject,,,,
2025-01-15,HTLM,rmin_reject,,,,
2025-01-15,TEM,rmin_reject,,,,
2025-01-15,AIRE,rmin_reject,,,,
2025-01-15,MGIH,rmin_reject,,,,
2025-01-15,ACTU,timeout,,,,
2025-01-16,WHLR,entered,0.25944855413584367,-0.48110289172831266,579.0,5.112249458520983
2025-01-16,VRME,rmin_reject,,,,
2025-01-16,TSSI,rmin_reject,,,,
2025-01-16,MBIO,rmin_reject,,,,
2025-01-16,INTZ,faded_to_stop,,,,
2025-01-16,GLE,entered,-1.332070707070709,-1.332070707070709,579.0,5.640222190571119
2025-01-16,FSI,entered,-1.0048498024541674,-1.0048498024541674,583.0,17.094594353141293
2025-01-16,ATRA,rmin_reject,,,,
2025-01-16,ARQQ,entered,1.4308472976162405,1.8616945952324813,580.0,5.347249391067294
2025-01-16,KULR,rmin_reject,,,,
2025-01-16,JYNT,rmin_reject,,,,
2025-01-16,ABAT,rmin_reject,,,,
2025-01-16,GTEC,stop_above_entry,,,,
2025-01-16,AIFF,rmin_reject,,,,
2025-01-16,DATS,entered,0.49745699760713874,-0.041127840982714166,593.0,19.661798250903153
2025-01-16,IVDA,entered,-1.015676959619953,-1.015676959619953,588.0,5.9962968238142516
2025-01-16,RNXT,rmin_reject,,,,
2025-01-16,TMC,rmin_reject,,,,
2025-01-16,SMX,rmin_reject,,,,
2025-01-16,EVAX,entered,-1.018320770519262,-1.018320770519262,595.0,5.175777016775751
2025-01-16,PDYN,rmin_reject,,,,
2025-01-16,MOBX,entered,-1.0169456997884863,-1.0169456997884863,597.0,5.572365590566778
2025-01-16,GLXG,entered,0.46107972379158935,0.7184557438794751,599.0,5.123339658444023
2025-01-16,ARQQW,rmin_reject,,,,
2025-01-16,FRSX,rmin_reject,,,,
2025-01-16,QSI,rmin_reject,,,,
2025-01-16,RGTIW,rmin_reject,,,,
2025-01-16,DOGZ,rmin_reject,,,,
2025-01-16,QMCO,entered,-1.0165624611817312,-1.0165624611817312,602.0,5.693962763261183
2025-01-16,RGTI,rmin_reject,,,,
2025-01-16,JL,timeout,,,,
2025-01-16,CURI,rmin_reject,,,,
2025-01-16,HKPD,rmin_reject,,,,
