symbol,date,has_bars,underlying,daily_close,r,prior_close,close_1500,entry_open,entry_low,entry_high,qualifies,side,sho_gate,F,eff_entry,stopped_2pct,stop_exit
MSTR,2025-01-02,False,MSTR,300.01,,,,,,,,,,,,,
MSTR,2025-01-03,True,MSTR,339.66,0.13194360187993737,300.01,339.5944,339.53,338.43,339.53,True,1.0,True,,339.92577020213696,False,
MSTR,2025-01-06,True,MSTR,379.09,0.0922981805334746,339.66,371.01,370.93,370.26,371.5174,True,1.0,True,,371.362371340025,False,
MSTR,2025-01-07,True,MSTR,341.425,-0.11366693924925475,379.09,336.0,335.92,335.92,336.39,True,-1.0,False,,335.5284377630788,False,
MSTR,2025-01-14,False,MSTR,342.17,,,,,,,,,,,,,
MSTR,2025-01-15,False,MSTR,360.62,,,,,,,,,,,,,
MSTR,2025-01-17,False,MSTR,396.5,,,,,,,,,,,,,
MSTR,2025-01-22,False,MSTR,377.31,,,,,,,,,,,,,
MSTR,2025-01-24,False,MSTR,353.67,,,,,,,,,,,,,
MSTR,2025-01-28,False,MSTR,335.93,,,,,,,,,,,,,
MSTR,2025-02-03,True,MSTR,347.09,0.040315720302279034,334.79,348.2873,348.39,347.6201,348.55,False,,,,,,
MSTR,2025-02-05,False,MSTR,336.7,,,,,,,,,,,,,
MSTR,2025-02-06,False,MSTR,325.46,,,,,,,,,,,,,
MSTR,2025-02-11,False,MSTR,319.46,,,,,,,,,,,,,
MSTR,2025-02-14,False,MSTR,337.73,,,,,,,,,,,,,
MSTR,2025-02-19,False,MSTR,318.67,,,,,,,,,,,,,
MSTR,2025-02-21,True,MSTR,299.69,-0.05881050876759708,323.92,304.8701,305.1,304.8,305.45,True,-1.0,True,0.028160044246561874,304.744362828993,False,
MSTR,2025-02-24,True,MSTR,282.76,-0.03567019253228332,299.69,289.0,289.09,288.74,289.29,False,,,,,,
MSTR,2025-02-25,True,MSTR,250.51,-0.10535436412505306,282.76,252.97,252.895,252.68,253.3174,True,-1.0,True,0.05075418963087785,252.6002151348351,True,257.6522194375318
MSTR,2025-02-26,False,MSTR,263.27,,,,,,,,,,,,,
MSTR,2025-02-27,True,MSTR,240.05,-0.06110684848254633,263.27,247.1824,247.12,246.0754,247.15,True,-1.0,True,0.02986502944392059,246.83194671353903,False,
MSTR,2025-02-28,True,MSTR,255.43,0.06334097063111854,240.05,255.255,255.07,254.5401,255.29,True,1.0,True,0.031122780203563374,255.36732013506636,False,
MSTR,2025-03-04,True,MSTR,275.15,0.13514586322333821,250.92,284.8308,284.96,284.75,285.82,True,1.0,True,0.06854201171298972,285.29216115454,True,279.5863179314492
MSTR,2025-03-05,True,MSTR,308.55,0.09165909503906966,275.15,300.37,300.37,300.25,301.1,True,1.0,True,0.04660495462116957,300.7201236874971,False,
MSTR,2025-03-07,True,MSTR,287.18,-0.01971326164874554,304.11,298.115,298.84,298.095,299.7,False,,,,,,
MSTR,2025-03-10,True,MSTR,239.27,-0.179225921025141,287.18,235.7099,235.62,235.3,236.499,True,-1.0,True,0.09415853112665484,235.34535158888016,True,240.05225862065777
MSTR,2025-03-11,True,MSTR,260.59,0.07824089940234868,239.27,257.9907,257.89,256.16,257.9884,True,1.0,True,0.04208780844255657,258.1906072436283,False,
MSTR,2025-03-14,True,MSTR,297.49,0.11714654713970996,263.26,294.1,293.98,293.3251,294.192,True,1.0,True,0.06570426506184186,294.3226752393728,False,
MSTR,2025-03-18,False,MSTR,283.19,,,,,,,,,,,,,
MSTR,2025-03-19,False,MSTR,304.23,,,,,,,,,,,,,
MSTR,2025-03-24,False,MSTR,335.72,,,,,,,,,,,,,
MSTR,2025-03-26,False,MSTR,329.31,,,,,,,,,,,,,
MSTR,2025-03-28,True,MSTR,289.41,-0.09547429064358104,324.59,293.6,293.6,293.26,294.0865,True,-1.0,True,0.05273550546147841,293.2577677043342,False,
MSTR,2025-04-01,False,MSTR,306.02,,,,,,,,,,,,,
MSTR,2025-04-03,False,MSTR,282.28,,,,,,,,,,,,,
MSTR,2025-04-04,True,MSTR,293.61,0.03002338104010205,282.28,290.755,290.8,288.1001,290.8,False,,,,,,
MSTR,2025-04-07,True,MSTR,268.14,-0.06924151084772334,293.61,273.28,273.385,272.1141,274.1178,True,-1.0,True,0.03812492097122182,273.0663311439012,False,
MSTR,2025-04-08,True,MSTR,237.95,-0.05722831356753921,268.14,252.7948,252.107,252.08,252.51,True,-1.0,True,0.030846287177928665,251.8131336602063,False,
MSTR,2025-04-09,True,MSTR,296.86,0.21437276738810662,237.95,288.96,289.0,288.65,291.3046,True,1.0,True,0.11457721860072427,289.3368703455294,False,
MSTR,2025-04-10,True,MSTR,272.34,-0.07314895910530228,296.86,275.145,275.06,275.0,275.7,True,-1.0,True,0.037691427569078055,274.73937869466675,False,
MSTR,2025-04-11,True,MSTR,299.98,0.10062054784460606,272.34,299.743,299.82,299.15,299.9518,True,1.0,True,0.051475660702247523,300.1694825847634,False,
MSTR,2025-04-14,False,MSTR,311.45,,,,,,,,,,,,,
MSTR,2025-04-22,False,MSTR,343.03,,,,,,,,,,,,,
MSTR,2025-04-25,False,MSTR,368.71,,,,,,,,,,,,,
MSTR,2025-04-29,False,MSTR,381.45,,,,,,,,,,,,,
MSTR,2025-05-02,False,MSTR,394.37,,,,,,,,,,,,,
MSTR,2025-05-08,False,MSTR,414.38,,,,,,,,,,,,,
MSTR,2025-05-13,False,MSTR,421.61,,,,,,,,,,,,,
MSTR,2025-05-15,False,MSTR,397.03,,,,,,,,,,,,,
MSTR,2025-05-19,False,MSTR,413.42,,,,,,,,,,,,,
MSTR,2025-05-21,False,MSTR,402.69,,,,,,,,,,,,,
MSTR,2025-05-23,False,MSTR,369.51,,,,,,,,,,,,,
MSTR,2025-06-03,False,MSTR,387.43,,,,,,,,,,,,,
MSTR,2025-06-09,False,MSTR,392.12,,,,,,,,,,,,,
MSTR,2025-06-25,False,MSTR,388.67,,,,,,,,,,,,,
MSTR,2025-06-30,False,MSTR,404.23,,,,,,,,,,,,,
MSTR,2025-07-01,False,MSTR,373.3,,,,,,,,,,,,,
MSTR,2025-07-02,False,MSTR,402.28,,,,,,,,,,,,,
MSTR,2025-07-09,False,MSTR,415.41,,,,,,,,,,,,,
MSTR,2025-07-11,False,MSTR,434.58,,,,,,,,,,,,,
MSTR,2025-07-14,False,MSTR,451.02,,,,,,,,,,,,,
MSTR,2025-07-16,False,MSTR,455.9,,,,,,,,,,,,,
MSTR,2025-07-18,False,MSTR,423.22,,,,,,,,,,,,,
MSTR,2025-07-23,False,MSTR,412.67,,,,,,,,,,,,,
MSTR,2025-08-01,False,MSTR,366.63,,,,,,,,,,,,,
MSTR,2025-08-04,False,MSTR,389.24,,,,,,,,,,,,,
MSTR,2025-08-05,False,MSTR,375.46,,,,,,,,,,,,,
MSTR,2025-08-07,False,MSTR,402.01,,,,,,,,,,,,,
MSTR,2025-08-14,False,MSTR,372.94,,,,,,,,,,,,,
MSTR,2025-08-19,False,MSTR,336.57,,,,,,,,,,,,,
MSTR,2025-08-22,False,MSTR,358.13,,,,,,,,,,,,,
MSTR,2025-08-25,False,MSTR,343.2,,,,,,,,,,,,,
MSTR,2025-09-03,False,MSTR,330.26,,,,,,,,,,,,,
MSTR,2025-09-18,False,MSTR,349.12,,,,,,,,,,,,,
MSTR,2025-09-25,False,MSTR,300.7,,,,,,,,,,,,,
MSTR,2025-09-29,False,MSTR,326.42,,,,,,,,,,,,,
MSTR,2025-10-01,False,MSTR,338.41,,,,,,,,,,,,,
MSTR,2025-10-02,False,MSTR,352.33,,,,,,,,,,,,,
MSTR,2025-10-07,False,MSTR,328.4,,,,,,,,,,,,,
MSTR,2025-10-09,False,MSTR,320.29,,,,,,,,,,,,,
MSTR,2025-10-10,False,MSTR,304.79,,,,,,,,,,,,,
MSTR,2025-10-13,False,MSTR,315.47,,,,,,,,,,,,,
MSTR,2025-10-14,False,MSTR,300.67,,,,,,,,,,,,,
MSTR,2025-10-16,False,MSTR,283.84,,,,,,,,,,,,,
