symbol,date,has_bars,r,prior_close,close_1500,entry_open,entry_low,entry_high,qualifies,side,sho_gate,F,eff_entry,stopped_2pct,stop_exit,underlying,moc_close,split,pnl_frac_moc,pnl_R_moc
ACB,2025-02-06,True,0.2029981378026069,5.37,6.4601,6.47,6.47,6.48,True,1.0,True,,6.477541699431056,True,6.347990865442434,ACB,6.25,TRAIN,-0.035127786124640736,-1.7563893062320368
ACB,2025-02-10,True,0.08540630182421216,6.03,6.545,6.5467,6.53,6.5467,True,1.0,True,,6.554331104121375,False,,ACB,6.61,TRAIN,0.00849345188613082,0.42467259430654103
ACB,2025-02-14,True,-0.05664652567975825,6.62,6.245,6.241,6.241,6.2482,True,-1.0,True,,6.233725232434432,True,6.358399737083121,ACB,6.31,TRAIN,-0.012235824442294208,-0.6117912221147104
ACB,2025-02-27,True,-0.06623306233062332,5.535,5.1684,5.16,5.145,5.16,True,-1.0,True,,5.153985290716499,False,,ACB,5.14,TRAIN,0.0027134906150567684,0.13567453075283842
ACB,2025-06-18,True,-0.2159863945578231,5.88,4.61,4.615,4.6116,4.6181,True,-1.0,True,,4.609620565243536,True,4.701812976548407,ACB,4.68,TRAIN,-0.015267945324420662,-0.7633972662210331
ACB,2025-08-19,True,-0.0654296875,5.12,4.785,4.78,4.77,4.78,True,-1.0,True,,4.774428234423424,False,,ACB,4.76,TRAIN,0.003021981631098236,0.1510990815549118
ACB,2025-08-28,True,0.0696810506566603,5.33,5.7014,5.7,5.6703,5.7,True,1.0,True,,5.706644155603867,True,5.59251127249179,ACB,5.62,TRAIN,-0.015183031084702092,-0.7591515542351046
ACB,2025-10-07,True,0.06110154905335641,5.81,6.165,6.17,6.165,6.17,True,1.0,True,,6.177192007030852,False,,ACB,6.17,TRAIN,-0.0011642841962280492,-0.05821420981140246
ACB,2025-10-10,True,-0.129185667752443,6.14,5.3468,5.345,5.34,5.345,True,-1.0,True,,5.338769647069707,False,,ACB,5.3,TRAIN,0.007261906699980392,0.3630953349990196
ACB,2025-10-16,True,-0.05683836589698055,5.63,5.31,5.3016,5.3016,5.31,True,-1.0,True,,5.295420235903603,False,,ACB,5.29,TRAIN,0.0010235704933960754,0.05117852466980377
ACB,2025-12-16,True,0.0947265625,5.12,5.605,5.6,5.6,5.6,True,1.0,True,,5.606527591470465,False,,ACB,5.53,TRAIN,-0.01364973064377506,-0.682486532188753
ACB,2025-12-19,True,-0.07527881040892193,5.38,4.975,4.98,4.9606,4.98,True,-1.0,True,,4.974195106156622,False,,ACB,4.96,TRAIN,0.0028537493712404993,0.14268746856202497
ALAR,2025-01-28,True,0.05972631578947363,9.5,10.0674,10.115,10.1123,10.115,True,1.0,True,,10.12679046209353,True,9.924254652851658,ALAR,10.04,TRAIN,-0.008570381940695149,-0.42851909703475743
ALAR,2025-02-18,True,-0.058064516129032406,9.3,8.76,8.8092,8.8092,8.8147,True,-1.0,True,,8.798931632360425,False,,ALAR,8.81,TRAIN,-0.0012579217684642874,-0.06289608842321437
ALAR,2025-02-25,True,-0.061197041022192256,7.435,6.98,6.975,6.975,6.975,True,-1.0,True,,6.9668696516952675,False,,ALAR,6.91,TRAIN,0.008162870060505423,0.40814350302527114
ALAR,2025-03-03,True,-0.059815950920245387,6.52,6.13,6.13,6.09,6.16,True,-1.0,True,,6.122854618622508,False,,ALAR,6.07,TRAIN,0.008632349110781035,0.43161745553905173
ALAR,2025-03-04,True,0.07742998352553543,6.07,6.54,6.58,6.58,6.58,True,1.0,True,,6.587669919977797,False,,ALAR,6.56,TRAIN,-0.0042002590163003894,-0.21001295081501947
ALAR,2025-03-05,True,0.14067073170731725,6.56,7.4828,7.455,7.455,7.5,True,1.0,True,,7.4636898561450575,False,,ALAR,7.46,TRAIN,-0.000494374259404684,-0.024718712970234202
ALAR,2025-03-12,True,0.052592592592592746,6.75,7.105,7.2,7.13,7.2,True,1.0,True,,7.2083926176048845,True,7.064224765252787,ALAR,7.075,TRAIN,-0.01850518204004359,-0.9252591020021794
ALAR,2025-03-14,True,0.09131075110456566,6.79,7.41,7.36,7.36,7.4529,True,1.0,True,,7.368579120218327,False,,ALAR,7.44,TRAIN,0.009692625758160656,0.4846312879080328
ALAR,2025-03-17,True,0.0981182795698925,7.44,8.17,8.16,8.15,8.16,True,1.0,True,,8.169511633285536,False,,ALAR,8.26,TRAIN,0.011076349575876998,0.5538174787938499
ALAR,2025-03-21,True,0.09228441754916794,6.61,7.22,7.2,7.2,7.2,True,1.0,True,,7.2083926176048845,True,7.064224765252787,ALAR,6.94,TRAIN,-0.037233351711364215,-1.8616675855682108
ALAR,2025-04-02,True,0.10062893081761004,6.36,7.0,7.025,7.025,7.025,True,1.0,True,,7.033188630371433,False,,ALAR,7.0,TRAIN,-0.00471885969730923,-0.2359429848654615
ALAR,2025-04-04,True,-0.08555729984301408,6.37,5.825,5.85,5.82,5.85,True,-1.0,True,,5.843180998196031,True,5.960044618159952,ALAR,5.955,TRAIN,-0.019136665771348094,-0.9568332885674047
ALAR,2025-04-08,True,-0.057595993322203776,5.99,5.645,5.625,5.625,5.64,True,-1.0,True,,5.6184432674961835,False,,ALAR,5.7,TRAIN,-0.01451589499455097,-0.7257947497275485
ALAR,2025-04-09,True,0.11842105263157898,5.7,6.375,6.33,6.33,6.3725,True,1.0,True,,6.337378509644294,False,,ALAR,6.48,TRAIN,0.02250480859533055,1.1252404297665275
ALAR,2025-04-16,True,0.06857142857142873,7.0,7.48,7.395,7.395,7.395,True,1.0,True,,7.403619917665017,False,,ALAR,7.52,TRAIN,0.015719348592882376,0.7859674296441188
ALAR,2025-04-17,True,0.06515957446808507,7.52,8.01,8.01,8.01,8.01,True,1.0,True,,8.019336787085434,False,,ALAR,8.23,TRAIN,0.026269405875785745,1.3134702937892873
ALAR,2025-05-12,True,0.08944281524926678,6.82,7.43,7.39,7.39,7.4,True,1.0,True,,7.398614089458347,False,,ALAR,7.36,TRAIN,-0.00521909765686579,-0.2609548828432895
