symbol,date,has_bars,underlying,daily_close,r,prior_close,close_1500,entry_open,entry_low,entry_high,qualifies,side,sho_gate,F,eff_entry,stopped_2pct,stop_exit,moc_close,split
MSTR,2025-01-03,True,MSTR,339.66,0.13194360187993737,300.01,339.5944,339.53,338.43,339.53,True,1.0,True,,339.92577020213696,False,,339.66,TRAIN
MSTR,2025-01-06,True,MSTR,379.09,0.0922981805334746,339.66,371.01,370.93,370.26,371.5174,True,1.0,True,,371.362371340025,False,,379.09,TRAIN
MSTR,2025-01-07,True,MSTR,341.425,-0.11366693924925475,379.09,336.0,335.92,335.92,336.39,True,-1.0,False,,335.5284377630788,False,,341.425,TRAIN
MSTR,2025-02-21,True,MSTR,299.69,-0.05881050876759708,323.92,304.8701,305.1,304.8,305.45,True,-1.0,True,0.028160044246561874,304.744362828993,False,,299.69,TRAIN
MSTR,2025-02-25,True,MSTR,250.51,-0.10535436412505306,282.76,252.97,252.895,252.68,253.3174,True,-1.0,True,0.05075418963087785,252.6002151348351,True,257.6522194375318,250.51,TRAIN
MSTR,2025-02-27,True,MSTR,240.05,-0.06110684848254633,263.27,247.1824,247.12,246.0754,247.15,True,-1.0,True,0.02986502944392059,246.83194671353903,False,,240.05,TRAIN
MSTR,2025-02-28,True,MSTR,255.43,0.06334097063111854,240.05,255.255,255.07,254.5401,255.29,True,1.0,True,0.031122780203563374,255.36732013506636,False,,255.43,TRAIN
MSTR,2025-03-04,True,MSTR,275.15,0.13514586322333821,250.92,284.8308,284.96,284.75,285.82,True,1.0,True,0.06854201171298972,285.29216115454,True,279.5863179314492,275.15,TRAIN
MSTR,2025-03-05,True,MSTR,308.55,0.09165909503906966,275.15,300.37,300.37,300.25,301.1,True,1.0,True,0.04660495462116957,300.7201236874971,False,,308.55,TRAIN
MSTR,2025-03-10,True,MSTR,239.27,-0.179225921025141,287.18,235.7099,235.62,235.3,236.499,True,-1.0,True,0.09415853112665484,235.34535158888016,True,240.05225862065777,239.27,TRAIN
MSTR,2025-03-11,True,MSTR,260.59,0.07824089940234868,239.27,257.9907,257.89,256.16,257.9884,True,1.0,True,0.04208780844255657,258.1906072436283,False,,260.59,TRAIN
MSTR,2025-03-14,True,MSTR,297.49,0.11714654713970996,263.26,294.1,293.98,293.3251,294.192,True,1.0,True,0.06570426506184186,294.3226752393728,False,,297.49,TRAIN
MSTR,2025-03-28,True,MSTR,289.41,-0.09547429064358104,324.59,293.6,293.6,293.26,294.0865,True,-1.0,True,0.05273550546147841,293.2577677043342,False,,289.41,TRAIN
MSTR,2025-04-07,True,MSTR,268.14,-0.06924151084772334,293.61,273.28,273.385,272.1141,274.1178,True,-1.0,True,0.03812492097122182,273.0663311439012,False,,268.14,TRAIN
MSTR,2025-04-08,True,MSTR,237.95,-0.05722831356753921,268.14,252.7948,252.107,252.08,252.51,True,-1.0,True,0.030846287177928665,251.8131336602063,False,,237.95,TRAIN
