symbol,bar_date
FCAP,2025-05-02
FCAP,2025-05-05
FCAP,2025-05-06
FCAP,2025-05-07
FCAP,2025-05-08
FCAP,2025-06-03
FCAP,2025-06-04
FCAP,2025-06-09
FCAP,2025-06-12
FCAP,2025-06-26
FCAP,2025-06-27
FCAP,2025-07-01
FCAP,2025-07-14
FCAP,2025-07-15
FCAP,2025-07-31
FCAP,2025-08-07
FCAP,2025-08-12
FCAP,2025-08-22
FCAP,2025-08-26
FCAP,2025-08-29
FCAP,2025-10-14
FCAP,2025-11-21
FCAP,2025-12-04
FCAP,2025-12-08
FCAP,2025-12-09
FCAP,2025-12-11
FCAP,2025-12-12
FCAP,2025-12-15
FCAP,2025-12-17
FCAP,2025-12-19
FCAP,2025-12-22
FCAP,2026-01-07
FCAP,2026-01-12
FCAP,2026-01-14
FCAP,2026-01-28
FCAP,2026-01-29
FCAP,2026-01-30
FCAP,2026-02-03
FCAP,2026-02-05
FCAP,2026-02-06
FCAP,2026-02-09
FCAP,2026-02-10
FCAP,2026-02-23
FCAP,2026-04-28
FCAP,2026-04-29
FCAP,2026-05-27
FCAP,2026-05-28
FDMT,2025-01-02
FDMT,2025-01-08
FDMT,2025-01-16
FDMT,2025-02-04
FDMT,2025-08-06
FDMT,2025-08-07
FDMT,2025-08-15
FDMT,2025-08-20
FDMT,2025-08-22
FDMT,2025-08-25
FDMT,2025-09-03
FDMT,2025-09-12
FDMT,2025-09-17
FDMT,2025-09-18
FDMT,2025-10-16
FDMT,2025-10-22
FDMT,2025-10-28
FDMT,2025-10-29
FDMT,2025-11-04
FDMT,2025-11-07
FDMT,2025-11-10
FDMT,2025-11-11
FDMT,2025-11-12
FDMT,2025-11-17
FDMT,2025-11-18
FDMT,2025-11-19
FDMT,2025-11-21
FDMT,2025-12-02
FDMT,2025-12-03
FDMT,2025-12-04
FDMT,2025-12-08
FDMT,2025-12-09
FDMT,2025-12-12
FDMT,2026-01-08
FDMT,2026-01-22
FDMT,2026-01-27
FDMT,2026-01-29
FDMT,2026-02-02
FDMT,2026-02-06
FDMT,2026-02-23
FDMT,2026-02-24
FDMT,2026-03-05
FDMT,2026-03-10
FDMT,2026-03-11
FDMT,2026-03-13
FDMT,2026-03-23
FDMT,2026-04-01
FDMT,2026-04-02
FDMT,2026-04-06
FDMT,2026-04-08
FDMT,2026-04-17
FDMT,2026-04-29
FDMT,2026-05-04
FDMT,2026-05-06
FDMT,2026-05-12
FDMT,2026-05-14
FDMT,2026-05-27
FENC,2025-01-27
FENC,2025-02-12
FENC,2025-03-11
FENC,2025-03-19
FENC,2025-04-02
FENC,2025-04-14
FENC,2025-04-22
FENC,2025-04-23
FENC,2025-04-28
FENC,2025-05-02
FENC,2025-05-06
FENC,2025-05-08
FENC,2025-05-20
FENC,2025-05-23
FENC,2025-05-27
FENC,2025-06-11
FENC,2025-06-13
FENC,2025-06-17
FENC,2025-08-04
FENC,2025-08-22
FENC,2025-09-16
FENC,2025-10-09
FENC,2025-10-10
FENC,2025-10-15
FENC,2025-10-20
FENC,2025-10-29
FENC,2025-11-11
FENC,2025-11-19
FENC,2025-11-20
FENC,2025-11-25
FENC,2025-12-01
FENC,2025-12-15
FENC,2025-12-16
FENC,2025-12-26
FENC,2025-12-29
FENC,2025-12-30
FENC,2026-01-07
FENC,2026-01-09
FENC,2026-02-17
FENC,2026-02-18
FENC,2026-02-19
FENC,2026-02-26
FENC,2026-03-05
FENC,2026-03-06
FENC,2026-03-12
FENC,2026-03-16
FENC,2026-03-18
FENC,2026-03-31
FENC,2026-04-01
FENC,2026-04-13
FENC,2026-04-14
FENC,2026-04-24
FENC,2026-04-29
FENC,2026-05-04
FENC,2026-05-06
FENC,2026-05-07
FENC,2026-05-08
FENC,2026-05-11
FENC,2026-05-18
FHN,2025-03-04
FHN,2025-03-10
FHN,2025-04-03
FHN,2025-04-10
FHN,2025-04-23
FHN,2025-05-12
FHN,2025-10-10
FHN,2025-10-16
FHN,2026-02-27
FHN,2026-03-06
FIGS,2025-01-02
FIGS,2025-01-10
FIGS,2025-01-15
FIGS,2025-01-23
FIGS,2025-02-19
FIGS,2025-06-16
FIGS,2025-06-24
FIGS,2025-07-02
FIGS,2025-07-10
FIGS,2025-07-21
FIGS,2025-07-22
FIGS,2025-08-01
FIGS,2025-08-12
FIGS,2025-08-13
FIGS,2025-09-02
FIGS,2025-09-11
FIGS,2025-09-22
FIGS,2025-10-02
FIGS,2025-10-15
FIGS,2025-10-17
FIGS,2025-10-31
FIGS,2025-11-11
FIGS,2025-11-12
FIGS,2025-11-13
FIGS,2025-11-21
FIGS,2025-12-03
FIGS,2025-12-10
FIGS,2026-01-09
FIGS,2026-01-16
FIGS,2026-01-23
FIGS,2026-01-26
FIGS,2026-02-05
FIGS,2026-02-18
FIGS,2026-03-03
FIGS,2026-03-09
FIGS,2026-03-10
FIGS,2026-03-11
FIGS,2026-03-17
FIGS,2026-03-20
FIGS,2026-03-23
FIGS,2026-03-27
FIGS,2026-03-31
FIGS,2026-04-14
FIGS,2026-04-15
FIGS,2026-04-16
FIGS,2026-04-23
FIGS,2026-04-24
FIGS,2026-04-27
FIGS,2026-05-01
FIGS,2026-05-04
FIGS,2026-05-13
FIGS,2026-05-20
FLYW,2025-01-06
FLYW,2025-01-10
FLYW,2025-01-13
FLYW,2025-01-15
FLYW,2025-01-23
FLYW,2025-01-24
FLYW,2025-02-03
FLYW,2025-02-11
FLYW,2025-02-21
FLYW,2025-02-28
FLYW,2025-03-03
FLYW,2025-03-06
FLYW,2025-03-10
FLYW,2025-03-24
FLYW,2025-04-03
FLYW,2025-04-09
FLYW,2025-04-16
FLYW,2025-05-22
FLYW,2025-05-27
FLYW,2025-05-30
FLYW,2025-06-03
FLYW,2025-06-11
FLYW,2025-07-11
FLYW,2025-07-18
FLYW,2025-08-01
FLYW,2025-08-08
FLYW,2025-09-11
FLYW,2025-10-07
FLYW,2025-10-24
FLYW,2025-12-10
FLYW,2025-12-11
FLYW,2026-02-06
FLYW,2026-02-12
FLYW,2026-02-23
FLYW,2026-02-27
FLYW,2026-03-12
FLYW,2026-03-23
FLYW,2026-03-27
FLYW,2026-04-08
FLYW,2026-04-15
FLYW,2026-04-16
FLYW,2026-04-23
FLYW,2026-05-13
FVR,2025-01-07
FVR,2025-01-10
FVR,2025-01-14
FVR,2025-01-21
FVR,2025-03-10
FVR,2025-04-03
FVR,2025-04-07
FVR,2025-04-11
FVR,2025-04-14
FVR,2025-04-17
FVR,2025-04-21
FVR,2025-05-02
FVR,2025-05-06
FVR,2025-06-27
FVR,2025-06-30
FVR,2025-07-07
FVR,2025-07-30
FVR,2025-08-14
FVR,2025-08-18
FVR,2025-11-13
FVR,2025-11-20
FVR,2025-11-21
FVR,2025-11-25
FVR,2026-03-09
FVR,2026-03-20
FVR,2026-05-07
GAP,2025-01-13
GAP,2025-01-21
GAP,2025-02-03
GAP,2025-03-04
GAP,2025-03-05
GAP,2025-03-10
GAP,2025-03-11
GAP,2025-03-24
GAP,2025-03-28
GAP,2025-04-10
GAP,2025-04-11
GAP,2025-04-17
GAP,2025-05-02
GAP,2025-05-22
GAP,2025-05-30
GAP,2025-07-01
GAP,2025-07-14
GAP,2025-09-04
GAP,2025-09-12
GAP,2025-09-16
GAP,2025-10-23
GAP,2025-11-05
GAP,2025-11-26
GAP,2025-12-08
GAP,2026-01-06
GAP,2026-01-08
GAP,2026-02-09
GAP,2026-02-23
GAP,2026-03-03
GAP,2026-03-05
GAP,2026-03-06
GAP,2026-03-09
GAP,2026-03-23
GAP,2026-03-30
GAP,2026-04-13
GAP,2026-04-17
GAP,2026-05-11
GAP,2026-05-20
GAP,2026-05-27
GAP,2026-05-28
GAP,2026-05-29
GFL,2025-01-07
GFL,2025-02-28
GFL,2025-03-05
GFL,2025-04-04
GFL,2025-04-07
GFL,2026-01-21
GFL,2026-02-13
GFL,2026-04-13
GFL,2026-04-14
GGG,2025-01-28
GGG,2025-04-03
GGG,2025-04-04
GGG,2025-07-24
GGG,2026-04-23
GPC,2025-02-18
GPC,2025-04-07
GPC,2025-04-08
GPC,2025-04-22
GPC,2025-09-04
GPC,2026-02-17
GPC,2026-02-18
GPC,2026-03-11
GYRO,2025-02-26
GYRO,2025-03-03
GYRO,2025-03-12
GYRO,2025-04-08
GYRO,2025-05-28
GYRO,2025-06-20
GYRO,2025-06-27
GYRO,2025-06-30
GYRO,2025-07-07
GYRO,2025-07-09
GYRO,2025-07-14
GYRO,2025-07-29
GYRO,2025-08-05
GYRO,2025-08-14
GYRO,2025-08-19
GYRO,2025-08-20
GYRO,2025-09-02
GYRO,2025-09-05
GYRO,2025-09-08
GYRO,2025-09-09
GYRO,2025-09-16
GYRO,2025-09-19
GYRO,2025-09-26
GYRO,2025-09-29
GYRO,2025-09-30
GYRO,2025-10-02
GYRO,2026-03-18
GYRO,2026-04-13
GYRO,2026-04-14
GYRO,2026-05-26
GYRO,2026-05-29
HIT,2025-01-08
HIT,2025-01-13
HIT,2025-01-27
HIT,2025-02-03
HIT,2025-02-04
HIT,2025-02-07
HIT,2025-02-12
HIT,2025-02-13
HIT,2025-02-14
HIT,2025-02-18
HIT,2025-02-19
HIT,2025-03-06
HRL,2025-07-11
HRL,2025-08-28
HRL,2025-10-29
HSAI,2025-01-15
HSAI,2025-01-17
HSAI,2025-01-21
HSAI,2025-01-22
HSAI,2025-01-23
HSAI,2025-02-03
HSAI,2025-02-12
HSAI,2025-02-19
HSAI,2025-02-20
HSAI,2025-02-26
HSAI,2025-03-06
HSAI,2025-03-07
HSAI,2025-03-19
HSAI,2025-03-20
HSAI,2025-03-21
HSAI,2025-03-26
HSAI,2025-04-02
HSAI,2025-04-03
HSAI,2025-04-16
HSAI,2025-04-24
HSAI,2025-05-05
HSAI,2025-05-06
HSAI,2025-05-07
HSAI,2025-05-22
HSAI,2025-05-30
HSAI,2025-06-03
HSAI,2025-06-10
HSAI,2025-06-11
HSAI,2025-06-12
HSAI,2025-06-13
HSAI,2025-06-16
HSAI,2025-06-17
HSAI,2025-07-01
HSAI,2025-07-14
HSAI,2025-07-18
HSAI,2025-07-30
HSAI,2025-07-31
HSAI,2025-08-01
HSAI,2025-08-04
HSAI,2025-08-07
HSAI,2025-08-27
HSAI,2025-08-29
HSAI,2025-09-03
HSAI,2025-09-11
HSAI,2025-09-17
HSAI,2025-09-22
HSAI,2025-10-22
HSAI,2025-10-23
HSAI,2025-10-27
HSAI,2025-11-04
HSAI,2025-11-13
HSAI,2025-11-17
HSAI,2025-11-26
HSAI,2025-12-04
HSAI,2025-12-19
HSAI,2026-01-02
HSAI,2026-01-15
HSAI,2026-01-27
HSAI,2026-02-02
HSAI,2026-02-03
HSAI,2026-02-12
HSAI,2026-02-17
HSAI,2026-03-02
HSAI,2026-03-03
HSAI,2026-03-05
HSAI,2026-03-09
HSAI,2026-03-10
HSAI,2026-03-12
HSAI,2026-03-19
HSAI,2026-03-20
HSAI,2026-03-27
HSAI,2026-03-31
HSAI,2026-04-01
HSAI,2026-04-10
HSAI,2026-04-14
HSAI,2026-04-17
HSAI,2026-04-20
HSAI,2026-04-22
HSAI,2026-04-23
HSAI,2026-04-24
HSAI,2026-04-27
HSAI,2026-04-28
HSAI,2026-05-06
HSAI,2026-05-14
HSAI,2026-05-15
HSAI,2026-05-26
HSAI,2026-05-29
HYT,2025-04-04
HYT,2025-04-07
HYT,2025-04-10
INBK,2025-01-10
INBK,2025-01-15
INBK,2025-01-24
INBK,2025-02-04
INBK,2025-02-13
INBK,2025-02-18
INBK,2025-03-10
INBK,2025-03-24
INBK,2025-04-03
INBK,2025-04-04
INBK,2025-04-07
INBK,2025-04-15
INBK,2025-04-22
INBK,2025-04-29
INBK,2025-05-02
INBK,2025-05-08
INBK,2025-05-12
INBK,2025-05-27
INBK,2025-06-23
INBK,2025-06-24
INBK,2025-06-26
INBK,2025-08-07
INBK,2025-08-13
INBK,2025-08-22
INBK,2025-10-14
INBK,2025-10-16
INBK,2025-10-24
INBK,2025-10-29
INBK,2025-11-03
INBK,2025-12-10
INBK,2025-12-19
INBK,2026-02-03
INBK,2026-04-06
INBK,2026-04-17
INBK,2026-05-18
IVR,2025-03-26
IVR,2025-04-04
IVR,2025-04-11
IVR,2025-04-22
IVR,2025-07-07
IVR,2025-10-31
IVR,2025-12-19
IVR,2026-03-20
JATT,2026-04-22
JATT,2026-04-29
JATT,2026-04-30
JHI,2025-04-07
KGEI,2025-01-10
KGEI,2025-01-15
KGEI,2025-01-16
KGEI,2025-01-22
KGEI,2025-01-28
KGEI,2025-02-03
KGEI,2025-02-06
KGEI,2025-02-26
KGEI,2025-03-06
KGEI,2025-03-07
KGEI,2025-03-10
KGEI,2025-03-11
KGEI,2025-03-13
KGEI,2025-04-01
KGEI,2025-04-11
KGEI,2025-04-14
KGEI,2025-04-15
KGEI,2025-04-16
KGEI,2025-04-21
KGEI,2025-04-22
KGEI,2025-05-01
KGEI,2025-05-05
KGEI,2025-05-06
KGEI,2025-05-07
KGEI,2025-05-12
KGEI,2025-05-15
KGEI,2025-05-22
KGEI,2025-06-02
KGEI,2025-06-11
KGEI,2025-06-13
KGEI,2025-06-17
KGEI,2025-07-17
KGEI,2025-07-21
KGEI,2025-07-23
KGEI,2025-08-01
KGEI,2025-08-07
KGEI,2025-08-11
KGEI,2025-08-13
KGEI,2025-08-22
KGEI,2025-09-16
KGEI,2025-09-17
KGEI,2025-10-10
KGEI,2026-03-13
KGEI,2026-03-27
KGEI,2026-03-31
KGEI,2026-04-01
KGEI,2026-04-02
KGEI,2026-04-14
KGEI,2026-04-17
KGEI,2026-04-22
KGEI,2026-04-23
KGEI,2026-04-24
KGEI,2026-04-27
KGEI,2026-05-06
KGEI,2026-05-11
KGEI,2026-05-18
KGEI,2026-05-26
KGEI,2026-05-27
KODK,2025-01-02
KODK,2025-01-08
KODK,2025-01-14
KODK,2025-01-15
KODK,2025-01-21
KODK,2025-01-28
KODK,2025-02-04
KODK,2025-02-06
KODK,2025-02-07
KODK,2025-02-13
KODK,2025-02-20
KODK,2025-03-03
KODK,2025-03-04
KODK,2025-03-07
KODK,2025-03-21
KODK,2025-03-24
KODK,2025-03-28
KODK,2025-04-03
KODK,2025-04-16
KODK,2025-05-05
KODK,2025-05-06
KODK,2025-05-13
KODK,2025-05-21
KODK,2025-05-22
KODK,2025-06-11
KODK,2025-07-01
KODK,2025-07-08
KODK,2025-07-23
KODK,2025-08-06
KODK,2025-08-18
KODK,2025-08-19
KODK,2025-09-11
KODK,2025-10-01
KODK,2025-10-16
KODK,2025-11-13
KODK,2025-11-14
KODK,2025-11-17
KODK,2025-11-21
KODK,2025-12-08
KODK,2025-12-10
KODK,2025-12-22
KODK,2026-01-07
KODK,2026-01-26
KODK,2026-02-06
KODK,2026-03-03
KODK,2026-03-04
KODK,2026-03-16
KODK,2026-03-17
KODK,2026-03-18
KODK,2026-03-23
KODK,2026-04-06
KODK,2026-04-09
KODK,2026-04-13
KODK,2026-04-14
KODK,2026-04-23
KODK,2026-05-01
KODK,2026-05-04
KODK,2026-05-15
KODK,2026-05-27
MAIR,2026-04-30
MAIR,2026-05-01
MAIR,2026-05-04
MAIR,2026-05-07
MAIR,2026-05-11
MAIR,2026-05-12
MAIR,2026-05-18
MAIR,2026-05-22
MAIR,2026-05-26
MCI,2025-02-14
MCI,2025-02-20
MCI,2025-02-21
MCI,2025-02-24
MCI,2025-03-27
MCI,2025-04-07
MCI,2025-05-12
MCI,2025-06-02
MCI,2025-06-12
MCI,2025-06-26
MCI,2025-11-13
MCI,2025-12-30
MCI,2026-01-20
MCI,2026-03-27
MEGI,2025-04-04
MEGI,2025-04-07
MEGI,2025-04-09
MEGI,2025-04-10
MIAX,2025-08-21
MIAX,2025-08-27
MIAX,2025-08-28
MIAX,2025-08-29
MIAX,2025-09-02
MIAX,2025-09-08
MIAX,2025-09-24
MIAX,2025-10-02
MIAX,2025-10-21
MIAX,2025-11-06
MIAX,2025-11-13
MIAX,2025-11-19
MIAX,2025-11-26
MIAX,2025-12-10
MIAX,2025-12-22
