day,symbol,entry_m,exit_m,entry,stop,target,exit_price,why,R,raw_rr,cost_R,net_R,split,half,wk
2025-04-17,VIST,642,690,47.41,46.7799,48.670199999999994,48.670199999999994,target,0.6300999999999988,2.0,0.35329137778583664,1.6467086222141634,TRAIN,H1,2025-04-12/2025-04-18
2025-04-17,VKTX,604,607,23.07,22.69,23.83,22.69,stop,0.379999999999999,-1.0,0.1623646943445557,-1.1623646943445558,TRAIN,H1,2025-04-12/2025-04-18
2025-04-17,SOXS,626,646,26.53,26.24,27.110000000000007,26.24,stop,0.2900000000000027,-1.0,0.07271436085680173,-1.0727143608568017,TRAIN,H1,2025-04-12/2025-04-18
2025-04-17,NAIL,676,722,48.32,47.82,49.32,47.69,stop,0.5,-1.2600000000000051,0.3888727500000012,-1.6488727500000064,TRAIN,H1,2025-04-12/2025-04-18
2025-04-21,BHVN,621,647,21.005,20.65,21.715,21.715,target,0.3550000000000004,2.0,0.5204887554837211,1.4795112445162788,TRAIN,H1,2025-04-19/2025-04-25
2025-04-21,GPCR,588,598,22.84,22.22,24.080000000000002,22.22,stop,0.620000000000001,-1.0,0.19433453199365275,-1.1943345319936527,TRAIN,H1,2025-04-19/2025-04-25
2025-04-21,NVD,617,641,36.3713,35.9613,37.19129999999999,35.9613,stop,0.4099999999999966,-1.0,0.11649500723007364,-1.1164950072300737,TRAIN,H1,2025-04-19/2025-04-25
2025-04-21,PRAX,640,955,35.455,34.685,36.99499999999999,35.625,eod,0.769999999999996,0.22077922077922413,0.5509298701298685,-0.33015064935064437,TRAIN,H1,2025-04-19/2025-04-25
2025-04-21,TGTX,596,675,39.8,38.64,42.11999999999999,38.64,stop,1.1599999999999966,-1.0,0.11664084880636655,-1.1166408488063666,TRAIN,H1,2025-04-19/2025-04-25
2025-04-21,LABU,628,686,47.93,47.16,49.470000000000006,47.16,stop,0.7700000000000031,-1.0,0.13271263858093155,-1.1327126385809316,TRAIN,H1,2025-04-19/2025-04-25
2025-04-21,HIBS,692,761,27.0,26.7,27.6,26.7,stop,0.3000000000000007,-1.0,0.1951750000000012,-1.1951750000000012,TRAIN,H1,2025-04-19/2025-04-25
2025-04-21,UVIX,709,734,63.6,62.46,65.88,62.46,stop,1.1400000000000006,-1.0,0.10305016962295276,-1.1030501696229527,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,AZZ,672,955,78.83,77.37,81.74999999999999,80.19,eod,1.4599999999999937,0.9315068493150721,0.7348733637747393,0.19663348554033278,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,CRTO,743,955,31.99,30.94,34.08999999999999,31.63,eod,1.0499999999999972,-0.34285714285714325,0.13842195011337866,-0.4812790929705219,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,CVNA,600,603,214.5,212.17,219.16000000000003,212.17,stop,2.3300000000000125,-1.0,0.24414146995708033,-1.2441414699570803,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,DJT,740,761,24.103,23.85,24.609,23.85,stop,0.2530000000000001,-1.0,0.1324547610492272,-1.1324547610492273,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,GRAL,688,693,28.888,28.4,29.864000000000008,28.4,stop,0.4880000000000031,-1.0,0.39600916351407983,-1.3960091635140799,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,SPYU,722,795,24.5588,23.9861,25.704200000000004,23.9861,stop,0.5727000000000011,-1.0,0.06103919598265607,-1.0610391959826562,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,MCB,604,627,58.98,58.03,60.87999999999999,57.895,stop,0.9499999999999957,-1.1421052631578932,1.1186842105263237,-2.260789473684217,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,MSTR,640,696,346.47,341.999,355.41200000000003,341.999,stop,4.471000000000004,-1.0,0.09086920335453345,-1.0908692033545335,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,NMAX,586,589,23.21,22.7801,24.0698,22.7801,stop,0.42989999999999995,-1.0,0.38582155540048335,-1.3858215554004834,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,PLTU,734,768,33.6294,33.11,34.66819999999999,33.11,stop,0.5193999999999974,-1.0,0.06955267188636403,-1.069552671886364,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,SMMT,624,877,26.99,26.68,27.609999999999996,26.68,stop,0.3099999999999987,-1.0,0.21073740191804863,-1.2107374019180486,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,TEM,586,703,44.34,43.0601,46.89980000000001,43.0601,stop,1.279900000000005,-1.0,0.09731949989904791,-1.0973194998990479,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,UPST,677,685,42.38,41.9,43.34000000000001,41.9,stop,0.480000000000004,-1.0,0.16246125401928907,-1.1624612540192891,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,VEON,638,880,44.99,44.0,46.970000000000006,44.0,stop,0.990000000000002,-1.0,0.3753752822341048,-1.3753752822341048,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,WTFC,722,955,105.835,104.49,108.52499999999999,106.7,eod,1.3449999999999989,0.6431226765799329,0.2992617100371745,0.34386096654275844,TRAIN,H1,2025-04-19/2025-04-25
2025-04-22,XXRP,671,691,32.41,31.7199,33.79019999999999,31.7199,stop,0.6900999999999975,-1.0,0.24130390048778338,-1.2413039004877833,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,AR,588,616,35.2,34.115,37.370000000000005,34.115,stop,1.0850000000000009,-1.0,0.09492276970341457,-1.0949227697034145,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,AS,590,597,24.5275,24.245,25.092499999999998,25.092499999999998,target,0.28249999999999886,2.0,0.4353745378077656,1.5646254621922344,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,ASTS,627,646,23.86,23.43,24.72,23.43,stop,0.4299999999999997,-1.0,0.07735949851660495,-1.0773594985166048,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,ATI,582,713,51.42,49.85,54.56,49.85,stop,1.5700000000000003,-1.0,0.2574753508821365,-1.2574753508821366,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,BABX,589,595,29.55,28.78,31.09,28.78,stop,0.7699999999999996,-1.0,0.06890659965832381,-1.0689065996583238,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,BLFS,586,600,24.035,23.7,24.705000000000002,24.705000000000002,target,0.33500000000000085,2.0,1.8531034825870605,0.14689651741293952,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,CRL,584,596,115.23,113.34,119.01,113.34,stop,1.8900000000000006,-1.0,0.5664654287710913,-1.5664654287710913,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,DJT,782,845,26.36,25.99,27.1,25.99,stop,0.370000000000001,-1.0,0.10061851231762703,-1.100618512317627,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,FHB,581,703,24.14,23.75,24.92,23.75,stop,0.39000000000000057,-1.0,0.294203308519436,-1.294203308519436,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,FND,587,592,75.51,74.655,77.22000000000001,74.655,stop,0.855000000000004,-1.0,0.41253750545518136,-1.4125375054551814,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,GLBE,580,692,36.33,35.17,38.64999999999999,35.17,stop,1.1599999999999966,-1.0,0.29586561171469,-1.29586561171469,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,GRAL,637,659,35.615,35.13,36.585,35.13,stop,0.48499999999999943,-1.0,0.43033859255939183,-1.4303385925593919,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,GTLS,590,677,136.05,133.66,140.83000000000004,133.66,stop,2.390000000000015,-1.0,0.36661090565528237,-1.3666109056552824,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,HIMS,590,600,28.54,28.03,29.559999999999995,28.03,stop,0.509999999999998,-1.0,0.06979824514280596,-1.0697982451428059,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,HROW,586,610,25.09,24.6,26.069999999999997,24.6,stop,0.48999999999999844,-1.0,0.6561311531841678,-1.6561311531841678,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,ICLR,586,678,145.57,144.09,148.52999999999997,144.09,stop,1.4799999999999898,-1.0,1.0185173541963042,-2.0185173541963044,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,INOD,587,589,36.125,35.72,36.935,35.72,stop,0.40500000000000114,-1.0,0.5449440329218086,-1.5449440329218085,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,KVYO,627,703,27.05,26.65,27.850000000000005,26.65,stop,0.40000000000000213,-1.0,0.3526436507936469,-1.352643650793647,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,LITE,582,616,59.16,57.85,61.77999999999999,57.85,stop,1.3099999999999952,-1.0,0.361499360429132,-1.361499360429132,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,NBHC,588,890,35.565,34.3,38.095,34.3,stop,1.2650000000000006,-1.0,0.33515652173913324,-1.3351565217391332,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,OKLO,605,955,23.33,22.495,24.999999999999993,23.27,eod,0.8349999999999973,-0.07185628742514841,0.04706906464367644,-0.11892535206882485,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,PB,583,592,68.61,67.86,70.11,67.86,stop,0.75,-1.0,0.5709656434108512,-1.5709656434108512,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,PCOR,590,614,63.195,62.135,65.315,62.135,stop,1.0600000000000023,-1.0,0.4384842195540298,-1.4384842195540297,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,PKG,586,590,191.38,188.59,196.95999999999998,188.59,stop,2.789999999999992,-1.0,0.897077366255147,-1.897077366255147,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,PLTU,613,708,37.93,37.0077,39.7746,37.0077,stop,0.9222999999999999,-1.0,0.052602171859217506,-1.0526021718592176,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,PTIR,613,708,179.5,175.4844,187.5312,175.4844,stop,4.015600000000006,-1.0,0.07772772460295319,-1.077727724602953,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,PRCT,579,736,57.16,55.8,59.879999999999995,55.8,stop,1.3599999999999994,-1.0,0.6550622668579633,-1.6550622668579633,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,PSIX,588,697,24.63,23.67,26.549999999999994,23.5,stop,0.9599999999999973,-1.1770833333333357,0.32877708333333516,-1.505860416666671,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,RBRK,591,597,67.64,66.9525,69.015,66.9525,stop,0.6875,-1.0,0.3901423241106732,-1.3901423241106732,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,RNST,582,955,31.09,30.002,33.266000000000005,31.005,eod,1.088000000000001,-0.07812500000000071,0.28696959702998853,-0.36509459702998925,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,ROOT,648,660,148.72,147.0,152.16,147.0,stop,1.7199999999999989,-1.0,0.4919441860465097,-1.4919441860465097,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,RRC,591,617,34.8,33.87,36.66,33.87,stop,0.9299999999999997,-1.0,0.0957663652937453,-1.0957663652937453,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,SEI,594,615,20.34,19.99,21.040000000000003,19.99,stop,0.3500000000000014,-1.0,0.4320682706766899,-1.4320682706766898,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,SF,581,622,87.3,85.3,91.3,85.3,stop,2.0,-1.0,0.3118600000000008,-1.3118600000000007,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,SMMT,631,640,32.265,31.91,32.975,31.91,stop,0.3550000000000004,-1.0,0.21269595711923553,-1.2126959571192355,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,SMTC,589,620,28.465,27.8748,29.6454,27.8748,stop,0.5901999999999994,-1.0,0.3242285718726986,-1.3242285718726987,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,TSDD,588,611,47.5,46.04,50.42,46.04,stop,1.4600000000000009,-1.0,0.04157293678272148,-1.0415729367827216,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,TSLQ,588,611,37.76,36.62,40.04,36.62,stop,1.1400000000000006,-1.0,0.046024166048924973,-1.046024166048925,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,WAL,590,595,71.74,70.74,73.74,70.74,stop,1.0,-1.0,0.4632328421052582,-1.4632328421052583,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,WFRD,581,680,45.56,43.66,49.360000000000014,43.66,stop,1.9000000000000057,-1.0,0.15900646983311792,-1.159006469833118,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,NUGT,649,672,68.695,67.88,70.32499999999999,67.88,stop,0.8149999999999977,-1.0,0.10222699386502986,-1.1022269938650298,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,AGQ,650,675,42.53,41.865,43.86,41.86,stop,0.6649999999999991,-1.007518796992485,0.083711331710058,-1.091230128702543,TRAIN,H1,2025-04-19/2025-04-25
2025-04-23,ETHD,678,716,44.7901,44.26,45.85030000000001,44.2,stop,0.5301000000000045,-1.1131861912846532,0.40881822043027005,-1.5220044117149234,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,APP,625,654,266.88,263.6,273.43999999999994,263.6,stop,3.2799999999999727,-1.0,0.18547827050998078,-1.185478270509981,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,ASTS,586,588,24.115,23.83,24.685,23.83,stop,0.28500000000000014,-1.0,0.15962639513356341,-1.1596263951335635,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,CRWL,585,696,27.495,26.96,28.565,28.565,target,0.5350000000000001,2.0,0.24624854850715303,1.753751451492847,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,DAR,587,595,30.805,30.22,31.975,30.22,stop,0.5850000000000009,-1.0,0.4564849738075532,-1.4564849738075532,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,DXYZ,642,678,33.89,33.37,34.93000000000001,34.93000000000001,target,0.5200000000000031,2.0,0.2974482517482569,1.7025517482517432,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,FAF,585,955,62.25,61.1581,64.4338,62.28,eod,1.0919000000000025,0.027475043502153188,0.21151994832763896,-0.18404490482548577,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,HOOD,603,955,47.39,46.67,48.83,48.24,eod,0.7199999999999989,1.1805555555555594,0.048719249939218,1.1318363056163414,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,INOD,609,612,36.49,35.96,37.550000000000004,35.96,stop,0.5300000000000011,-1.0,0.21244926058133484,-1.2124492605813348,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,IONQ,582,955,28.39,27.6059,29.958200000000005,28.39,eod,0.7841000000000022,0.0,0.04401633476433542,-0.04401633476433542,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,IPI,632,955,32.0,31.05,33.9,32.82,eod,0.9499999999999993,0.863157894736843,0.4156200000000001,0.4475378947368429,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,KALU,658,755,57.0,55.68,59.64,59.64,target,1.3200000000000003,2.0,0.531877272727273,1.468122727272727,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,LOB,610,638,26.69,26.365,27.340000000000007,26.33,stop,0.32500000000000284,-1.107692307692307,0.5150892307692237,-1.6227815384615307,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,LSCC,597,955,48.29,47.74,49.38999999999999,48.92,eod,0.5499999999999972,1.145454545454556,0.21894592885375985,0.9265086166007961,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,LUV,577,586,25.9799,25.005,27.929700000000004,25.005,stop,0.9749000000000017,-1.0,0.0506571538058081,-1.050657153805808,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,MP,698,701,24.52,24.2586,25.042799999999996,25.042799999999996,target,0.2613999999999983,2.0,0.15876566582528184,1.8412343341747182,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,MRVL,606,617,57.635,56.93,59.044999999999995,56.93,stop,0.7049999999999983,-1.0,0.07154143144332542,-1.0715414314433254,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,MTH,757,955,68.96,68.2,70.47999999999998,68.84,eod,0.7599999999999909,-0.15789473684209443,0.3500058479532264,-0.5079005847953209,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,NNE,582,622,21.295,21.03,21.825000000000003,21.825000000000003,target,0.26500000000000057,2.0,0.3679731656184422,1.6320268343815578,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,OBK,770,896,32.92,31.6,35.56,31.6,stop,1.3200000000000003,-1.0,0.3027347593582885,-1.3027347593582885,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,PINS,598,844,25.98,25.71,26.52,25.71,stop,0.2699999999999996,-1.0,0.10471793997623757,-1.1047179399762377,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,PLTU,587,647,40.05,39.49,41.16999999999999,39.49,stop,0.5599999999999952,-1.0,0.09483911261203957,-1.0948391126120396,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,PTIR,587,647,190.0133,187.102,195.83589999999995,187.102,stop,2.911299999999983,-1.0,0.11754834322900244,-1.1175483432290025,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,RKLB,586,955,21.7002,20.976,23.1486,21.93,eod,0.7241999999999997,0.3173156586578307,0.03658899182282617,0.2807266668350045,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,SEZL,625,648,45.92,45.04,47.68000000000001,45.02,stop,0.8800000000000026,-1.022727272727268,0.368808677685952,-1.39153595041322,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,SMCX,607,611,29.75,29.435,30.380000000000003,29.435,stop,0.3150000000000013,-1.0,0.3101635797753435,-1.3101635797753435,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,SMMT,684,797,34.67,34.12,35.77000000000001,34.12,stop,0.5500000000000043,-1.0,0.10743878787878662,-1.1074387878787866,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,STC,609,647,65.43,64.41,67.47000000000003,64.41,stop,1.0200000000000102,-1.0,0.9318409842368169,-1.931840984236817,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,TECX,722,873,21.12,20.66,22.040000000000003,22.040000000000003,target,0.46000000000000085,2.0,0.5100695652173914,1.4899304347826086,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,UBRL,610,781,23.1399,22.81,23.799700000000005,23.799700000000005,target,0.3299000000000021,2.0,0.16202237144780832,1.8379776285521916,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,VRT,757,775,84.4588,83.3,86.7764,83.3,stop,1.1587999999999994,-1.0,0.1141168697677485,-1.1141168697677486,TRAIN,H1,2025-04-19/2025-04-25
2025-04-24,VTMX,584,589,25.68,25.41,26.22,26.22,target,0.2699999999999996,2.0,0.6281880341880262,1.3718119658119738,TRAIN,H1,2025-04-19/2025-04-25
2025-04-25,CRWV,609,613,44.145,43.08,46.27500000000001,43.08,stop,1.0650000000000048,-1.0,0.1260046948356796,-1.1260046948356797,TRAIN,H1,2025-04-19/2025-04-25
2025-04-25,FIX,601,605,410.6,405.8825,420.0350000000001,405.8825,stop,4.71750000000003,-1.0,1.0734390405750964,-2.0734390405750966,TRAIN,H1,2025-04-19/2025-04-25
2025-04-25,LBRDA,586,614,83.86,81.75,88.08,81.61,stop,2.1099999999999994,-1.0663507109004742,0.32147610816838706,-1.3878268190688612,TRAIN,H1,2025-04-19/2025-04-25
2025-04-25,MSTX,605,656,35.77,35.24,36.830000000000005,36.830000000000005,target,0.5300000000000011,2.0,0.1369128427292933,1.8630871572707066,TRAIN,H1,2025-04-19/2025-04-25
2025-04-25,VRSN,591,649,267.7,264.485,274.12999999999994,274.12999999999994,target,3.214999999999975,2.0,0.31135995334370714,1.688640046656293,TRAIN,H1,2025-04-19/2025-04-25
2025-04-25,BOIL,640,660,49.43,48.81,50.669999999999995,48.81,stop,0.6199999999999974,-1.0,0.13680225630178106,-1.136802256301781,TRAIN,H1,2025-04-19/2025-04-25
2025-04-28,DNTH,584,637,22.02,21.61,22.84,21.45,stop,0.41000000000000014,-1.3902439024390245,0.6936787456445995,-2.083922648083624,TRAIN,H1,2025-04-26/2025-05-02
2025-04-28,GRAL,579,623,39.0,37.8,41.400000000000006,37.8,stop,1.2000000000000028,-1.0,0.33779999999999977,-1.3377999999999997,TRAIN,H1,2025-04-26/2025-05-02
2025-04-28,SMCX,613,616,35.0969,33.8,37.6907,33.8,stop,1.2969000000000008,-1.0,0.08769828185606471,-1.0876982818560648,TRAIN,H1,2025-04-26/2025-05-02
2025-04-28,TSDD,658,674,34.6439,34.1701,35.59150000000001,35.59150000000001,target,0.4738000000000042,2.0,0.0881827094425655,1.9118172905574344,TRAIN,H1,2025-04-26/2025-05-02
2025-04-28,TSLQ,658,674,27.5775,27.1802,28.372100000000003,28.372100000000003,target,0.3973000000000013,2.0,0.06470771316536575,1.9352922868346343,TRAIN,H1,2025-04-26/2025-05-02
2025-04-28,VKTX,589,591,26.36,26.07,26.939999999999998,26.07,stop,0.28999999999999915,-1.0,0.23263850574712724,-1.2326385057471272,TRAIN,H1,2025-04-26/2025-05-02
2025-04-28,BOIL,797,955,54.105,53.35,55.61499999999999,53.84,eod,0.7549999999999955,-0.3509933774834372,0.11116678195325456,-0.46216015943669175,TRAIN,H1,2025-04-26/2025-05-02
2025-04-29,CRWV,646,653,44.7602,44.2805,45.719599999999986,45.719599999999986,target,0.479699999999994,2.0,0.2780975679918642,1.7219024320081358,TRAIN,H1,2025-04-26/2025-05-02
2025-04-29,GPCR,660,955,25.61,25.09,26.65,25.82,eod,0.5199999999999996,0.4038461538461558,0.2538944816053517,0.14995167224080408,TRAIN,H1,2025-04-26/2025-05-02
2025-04-29,KNSA,601,627,25.185,24.7,26.154999999999998,24.7,stop,0.48499999999999943,-1.0,0.3095386674873053,-1.3095386674873053,TRAIN,H1,2025-04-26/2025-05-02
2025-04-29,MSTX,660,695,38.73,38.2,39.789999999999985,38.2,stop,0.529999999999994,-1.0,0.15841643895033822,-1.1584164389503382,TRAIN,H1,2025-04-26/2025-05-02
2025-04-29,VPG,587,594,24.0875,23.44,25.382499999999993,25.382499999999993,target,0.6474999999999973,2.0,0.95836163905842,1.04163836094158,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,APP,586,955,262.8001,255.51,277.3803,268.84,eod,7.290099999999995,0.8285071535369875,0.11512387044574196,0.7133832830912454,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,CECO,753,782,23.95,23.64,24.569999999999997,23.625,stop,0.3099999999999987,-1.0483870967741955,0.2795414746543744,-1.3279285714285698,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,CLW,616,714,27.43,27.15,27.990000000000002,27.990000000000002,target,0.28000000000000114,2.0,0.5157761904761865,1.4842238095238134,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,FICO,583,955,2006.785,1948.835,2122.6850000000004,1986.97,eod,57.950000000000045,-0.34193270060396963,0.8148878515962041,-1.1568205522001738,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,GDS,608,638,25.75,25.34,26.57,25.34,stop,0.41000000000000014,-1.0,0.14654357284113362,-1.1465435728411335,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,GIL,586,955,45.69,45.07,46.92999999999999,46.31,eod,0.6199999999999974,1.0000000000000115,0.3390747537183717,0.6609252462816398,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,GPCR,593,617,26.64,26.165,27.590000000000003,26.12,stop,0.4750000000000014,-1.094736842105259,0.9570653769559001,-2.051802219061159,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,MLTX,716,727,42.47,42.0,43.41,41.95,stop,0.46999999999999886,-1.1063829787233985,0.37026990881458816,-1.4766528875379867,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,MSTX,761,789,39.73,39.13,40.929999999999986,39.13,stop,0.5999999999999943,-1.0,0.1165418870843001,-1.1165418870843,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,NUTX,747,780,109.81,108.2875,112.85500000000002,112.85500000000002,target,1.522500000000008,2.0,0.9800854245146267,1.0199145754853733,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,PLTU,645,720,47.47,46.72,48.97,48.97,target,0.75,2.0,0.06834751197263454,1.9316524880273656,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,SMCX,674,914,22.1441,21.56,23.312300000000008,23.312300000000008,target,0.584100000000003,2.0,0.10498235860751548,1.8950176413924846,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,SMCI,693,756,30.68,30.25,31.54,30.25,stop,0.4299999999999997,-1.0,0.05586275924256027,-1.0558627592425602,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,TSDD,599,601,36.963,36.46,37.969,36.46,stop,0.5030000000000001,-1.0,0.07588041589836957,-1.0758804158983695,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,TSLQ,599,601,29.39,28.99,30.190000000000005,28.99,stop,0.40000000000000213,-1.0,0.07429333489901235,-1.0742933348990125,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,WING,596,599,242.52,238.9,249.76000000000002,238.76,stop,3.6200000000000045,-1.0386740331491753,0.45303684357386004,-1.4917108767230354,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,UVIX,580,672,48.11,46.37,51.59,46.37,stop,1.740000000000002,-1.0,0.052846418712041376,-1.0528464187120414,TRAIN,H1,2025-04-26/2025-05-02
2025-04-30,UVXY,583,624,32.41,31.53,34.16999999999999,31.53,stop,0.8799999999999955,-1.0,0.0637525509208051,-1.063752550920805,TRAIN,H1,2025-04-26/2025-05-02
2025-05-01,AGCO,582,632,94.06,92.59,97.0,92.59,stop,1.4699999999999989,-1.0,0.632102357221959,-1.6321023572219588,TRAIN,H1,2025-04-26/2025-05-02
2025-05-01,ALKS,586,955,30.18,29.58,31.380000000000003,30.75,eod,0.6000000000000014,0.9499999999999982,0.12262660231660172,0.8273733976833965,TRAIN,H1,2025-04-26/2025-05-02
2025-05-01,APTV,589,618,58.54,57.43,60.76,57.43,stop,1.1099999999999994,-1.0,0.42932156862745036,-1.4293215686274503,TRAIN,H1,2025-04-26/2025-05-02
2025-05-01,CHA,629,632,35.3,34.93,36.03999999999999,34.93,stop,0.36999999999999744,-1.0,0.27415487661574106,-1.2741548766157411,TRAIN,H1,2025-04-26/2025-05-02
2025-05-01,CVNA,665,690,261.07,257.61,267.98999999999995,257.61,stop,3.4599999999999795,-1.0,0.20794646094329838,-1.2079464609432984,TRAIN,H1,2025-04-26/2025-05-02
2025-05-01,DRS,631,735,39.578,39.085,40.56400000000001,39.085,stop,0.4930000000000021,-1.0,0.2930681541582152,-1.2930681541582152,TRAIN,H1,2025-04-26/2025-05-02
2025-05-01,ECG,625,955,43.08,42.215,44.80999999999999,42.92,eod,0.8649999999999949,-0.1849710982658931,0.4591907514450923,-0.6441618497109854,TRAIN,H1,2025-04-26/2025-05-02
2025-05-01,GL,577,581,118.225,115.5,123.67499999999998,115.5,stop,2.7249999999999943,-1.0,0.3682412215659162,-1.368241221565916,TRAIN,H1,2025-04-26/2025-05-02
2025-05-01,HGV,601,604,35.865,35.37,36.85500000000001,36.85500000000001,target,0.49500000000000455,2.0,0.46813296602387283,1.5318670339761271,TRAIN,H1,2025-04-26/2025-05-02
2025-05-01,MATW,617,955,20.2513,19.75,21.2539,20.03,eod,0.5013000000000005,-0.441452224217034,0.7899844862616463,-1.2314367104786803,TRAIN,H1,2025-04-26/2025-05-02
