feat,cov,q1,q2,n0,n1,n2,mu0,mu1,mu2,best,worst,spread,t,half_consistent,val_best,val_worst,val_spread,nv_best,mu_best,mu_worst,wspread,selectable
ofi_5m,1.0,9.036469094620497,29.825263528789943,1444,1442,1444,0.05074075998291929,0.016295490085682023,-0.07361778163966338,0,2,0.12435854162258267,2.7192871840790285,True,-0.047973563611534965,0.12450007984923206,-0.17247364346076702,965,0.05074075998291929,-0.07361778163966338,0.12425194813658233,False
