day,symbol,break_m,n_upd,ofi_5m,ofi_1m
2025-01-16,CNXC,578,85,12.801348693453217,1.275358246698511
2025-01-16,CONL,687,182,-3.937460655969373,1.4216009969295598
2025-01-16,HUT,669,256,11.435444625078363,3.0465504234271568
2025-01-16,IONQ,603,258,2.822432450229373,0.8924866656423539
2025-01-16,NVD,698,295,17.304227178979144,-9.373743011828772
2025-01-16,PNC,631,127,5.871983817367433,3.3335741463179693
2025-01-16,TSLQ,702,296,31.49944939433377,11.49166522198809
2025-01-17,CECO,632,78,1.9149871747893001,0.3988473966487891
2025-01-17,HUT,653,254,31.76496047189403,6.6490986195703385
2025-01-17,MARA,640,293,48.759617856770106,3.9351384925554362
2025-01-17,MSTX,698,174,2.045624515986282,4.5618025592801565
2025-01-17,NNE,649,157,13.174711236106644,1.7922560425077056
2025-01-17,OKLO,696,191,33.074980194790065,19.481839787501748
2025-01-17,SMR,647,223,35.17768693897505,3.6903402294546552
2025-01-17,TSLL,618,300,74.41960671663229,19.36646384456689
2025-01-17,TSLR,618,296,-0.3020318831149626,5.252728401999349
2025-01-17,TSLT,619,300,50.93751411918854,-10.220033434238468
2025-01-21,ASAN,642,163,37.9396357088441,9.089798462497402
2025-01-21,ASTS,590,225,25.798563128992814,18.57079809285399
2025-01-21,BE,769,160,21.151761932461806,4.408658114686342
2025-01-21,GH,576,189,-2.590963614554178,-2.666533386645342
2025-01-21,IONQ,577,297,43.47510987532514,-0.13852363440667326
2025-01-21,MRNA,586,235,-1.739260569368389,-0.20781606067820824
2025-01-21,MUU,710,120,36.74641148325359,4.5933014354066986
2025-01-21,NNE,627,192,51.037897056709845,39.83684941788971
2025-01-21,OKLO,669,239,42.336741858475996,14.858744079762042
2025-01-21,RKLB,576,297,65.02486672552723,-0.13277155023078557
2025-01-21,SMR,774,142,22.092883328675466,-0.46688257245721615
2025-01-21,TSLQ,576,300,9.605920466910675,13.721683648234247
2025-01-22,ARM,576,264,41.344126458027915,8.598635986997259
2025-01-22,CONL,616,129,12.53451731954514,1.456452912193934
2025-01-22,FTAI,797,176,30.93018036510934,6.377754057530723
2025-01-22,GH,620,102,-0.337620578778135,0.7427652733118971
2025-01-22,LUNR,613,285,21.759382246336028,15.672572547783606
2025-01-22,MRNA,587,240,39.47252873398287,6.660257422048758
2025-01-22,OKLO,633,281,6.558397061350747,0.6156985736380821
2025-01-22,SMCX,603,231,5.803741204736571,4.122876265659859
2025-01-23,ARLP,696,70,5.320394223944334,0.31928881441919454
2025-01-23,BE,675,176,43.58109454846166,4.582769661372745
2025-01-23,BITU,578,292,37.81331369278427,0.9171847583562593
2025-01-23,BITX,578,300,10.72356799693966,-4.219219388156932
2025-01-23,CONL,576,206,1.8754943418441246,0.02281331145649063
2025-01-23,FTAI,633,164,6.174153166421207,4.113586156111929
2025-01-23,MSTX,576,285,37.779760265360615,12.265624064472092
2025-01-23,NNE,576,163,18.367902916228097,7.993065444864095
2025-01-23,PLTU,577,230,9.956381379531285,15.91956430666108
2025-01-23,SMR,577,202,22.17629576795055,-0.8724837533682042
2025-01-23,TEM,660,155,-0.202039011219217,0.7456201604518722
2025-01-23,TIL,601,1,0.0,
2025-01-24,BE,658,192,27.306284947439053,0.7844330127488258
2025-01-24,BTDR,744,156,26.57467798789545,-1.9713126565721506
2025-01-24,CONL,661,200,35.02291018731749,-0.9496450701550296
2025-01-24,EWTX,771,71,-7.6198508739762865,4.009534286762009
2025-01-24,IONQ,628,280,76.9304978183942,-11.786030851685162
2025-01-24,LFVN,594,7,0.055865921787709494,
2025-01-24,LUNR,585,281,40.75869329803874,16.29671519672723
2025-01-24,NBIS,601,122,28.20013250558241,10.836993595563516
2025-01-24,NEE,607,245,3.855817291509212,5.414949222942719
2025-01-24,NNE,800,67,5.526149335008902,5.47843753272594
2025-01-24,NVD,716,277,18.7765000538619,11.231771113864053
2025-01-24,NVDS,774,258,23.331126507474163,2.070112126408578
2025-01-24,OKLO,613,283,-2.866189181993362,-3.064629140975724
2025-01-24,RIOX,624,131,7.200871338524286,8.50018539117538
2025-01-27,ASAN,587,167,23.511887533595207,4.6264213355385575
2025-01-27,AVGX,579,271,-11.451446998971393,-1.8834616774624
2025-01-27,AVL,579,272,30.88569265707797,5.765329295987888
2025-01-27,DDOG,623,158,38.04588298061533,18.309229948426108
2025-01-27,FBL,611,283,44.44715524635471,7.416849328123511
2025-01-27,GTLB,631,142,18.298969072164947,2.535399329275866
2025-01-27,HIMS,600,217,9.788596962583783,1.8411154161599592
2025-01-27,IONQ,588,271,67.91741235246195,9.210872536543654
2025-01-27,LUNR,645,289,24.03919357112646,-2.38461938011531
2025-01-27,METU,611,199,59.00576663531144,20.753752402764714
2025-01-27,MSTX,589,268,18.98717876812976,2.344838416583473
2025-01-27,OKLO,588,259,1.7760509993108202,6.599948311509304
2025-01-27,PTIR,596,264,27.847519582245432,3.170757180156658
2025-01-27,RDDT,645,131,9.412078663217967,0.5163197438108141
2025-01-27,SG,626,165,23.06175923951129,1.0054538252947807
2025-01-27,SMCX,600,209,-7.721554505915915,0.9945166721227143
2025-01-27,SNOW,625,118,17.72180711037839,-0.23219081553966017
2025-01-27,SOXS,688,300,50.53465965110944,8.100040023819053
2025-01-27,TEM,590,219,17.819688675494664,4.893605309030858
2025-01-27,TREE,585,64,19.867286492230043,1.805498738212246
2025-01-27,TSLL,593,300,39.84466019417476,13.20388349514563
2025-01-27,TSLR,588,289,25.926121372031663,9.91292875989446
2025-01-27,TSLT,594,300,22.961040002405557,5.412502881656627
2025-01-28,AESI,576,108,-4.912108174554395,-2.1374308543331284
2025-01-28,AI,628,186,16.04703322160018,4.093364454818272
2025-01-28,APP,628,187,7.043508789527798,-2.0352082654161547
2025-01-28,CRWD,602,230,24.334368982504223,3.803943342508476
2025-01-28,DDOG,619,186,5.702698328285047,4.928576383268977
2025-01-28,ETSY,602,131,7.439149974701628,1.4036132027738921
2025-01-28,HIMS,614,248,25.7517750639023,20.694120988355582
2025-01-28,MDB,624,125,30.036043251902285,9.044186356961688
2025-01-28,NCLH,609,273,28.144498294740618,7.01842876802489
2025-01-28,SNOW,660,126,20.486149271099332,11.737789701651744
2025-01-28,SOXS,577,300,151.258565358966,7.45860933966624
2025-01-28,U,627,219,8.245281746452278,-2.177362016975115
2025-01-28,ZS,627,111,15.703018183509277,-2.0132074594242666
2025-01-29,BE,606,199,-8.805661413522824,-5.301942054550598
2025-01-29,CAVA,602,130,9.496465335483071,0.8142130720575469
2025-01-29,DPST,606,227,30.496967098917587,7.093902046940307
2025-01-29,MANH,577,112,11.068920676202861,1.0336004027014556
2025-01-29,NBIS,594,248,58.33420531435254,1.74342127498496
2025-01-29,NNE,576,134,-6.6018612931941405,4.940551913894958
2025-01-29,NVD,642,298,25.94197741627574,6.6678990310253985
2025-01-29,NVDS,781,283,7.26179087643078,16.28759150240686
2025-01-29,OKLO,585,278,2.285375570887183,0.4322223301914294
2025-01-29,RIOX,609,145,35.35072605747516,10.406016921880829
2025-01-29,TEM,576,223,3.6028935462324663,16.423798661608842
2025-01-29,VST,596,206,15.072128154050466,6.4375
2025-01-30,BABX,626,270,24.625800856111688,-3.9280418543491034
2025-01-30,CHKP,579,85,9.332220367278799,-0.5676126878130218
2025-01-30,CHRW,576,110,9.387659798026968,1.1686416438036307
2025-01-30,CONL,589,214,-4.989910416172526,5.895747048842343
2025-01-30,CWEB,635,259,55.26619577669278,10.154560546934825
2025-01-30,DGX,577,50,15.604681404421326,14.629388816644992
2025-01-30,DPZ,576,181,7.020252484555466,5.892344883158743
2025-01-30,ETD,577,19,0.21382301273605622,0.0
2025-01-30,FUTU,700,113,39.41341884558461,4.827725703009373
2025-01-30,GCT,689,53,27.239696255564287,2.4092170725320767
2025-01-30,LUNR,641,279,33.031133932885716,-9.984191433660996
2025-01-30,MSTX,595,253,21.057390362750407,15.399747338025627
2025-01-30,NBIS,612,208,33.338219362171955,2.231249666996217
2025-01-30,NNE,590,155,2.367619344508523,-6.949116517648393
2025-01-30,NTCT,583,24,0.18614958448753463,0.11966759002770083
2025-01-30,NVD,630,292,50.34311156558232,1.0886005837114674
2025-01-30,NVDS,652,297,39.2463727981772,15.824730523179388
2025-01-30,RKLB,577,293,69.96845024382402,-11.567855420395476
2025-01-30,SIRI,576,162,59.378420482254135,0.6473855323760499
2025-01-30,SMR,611,259,5.649510948293408,23.89414454859989
2025-01-30,TECX,580,136,15.140327668667956,0.5535768800244225
2025-01-30,TEM,587,217,13.253593564552288,3.4667018330476065
2025-01-30,TER,576,185,43.51379788607777,15.501458701994357
2025-01-30,TSDD,578,201,24.28148845461046,-7.441277369950306
2025-01-30,TSLQ,577,300,-15.619102989214785,12.251986815330874
2025-01-30,UBER,589,273,64.39625167336011,20.273761713520752
2025-01-30,VST,610,181,1.0929664732599962,-0.7793326157158235
2025-01-31,ALGS,587,13,0.013289036544850499,0.0
2025-01-31,ASTS,583,279,43.06252852578731,-2.24554997717937
2025-01-31,BEN,724,206,28.040437276761555,3.7547786556986686
2025-01-31,CLS,581,197,8.913061147083525,5.966947522418791
2025-01-31,CRDO,592,168,50.03651987110634,11.961331901181525
2025-01-31,HIMS,620,219,7.6309015570065295,2.413014816675038
2025-01-31,HUT,655,195,33.129318656596496,7.117045637152499
2025-01-31,IONQ,593,282,14.273883071345084,4.529256016983517
2025-01-31,LUNR,649,287,19.057990100358747,-0.7521910903228736
2025-01-31,NVDL,635,300,40.12002071235714,10.50227466065022
2025-01-31,NVDU,635,295,-0.26318599315222885,-5.133060150132122
2025-01-31,OKLO,672,268,28.03951096711559,4.2053215628280824
2025-01-31,RDW,577,128,1.2438063555983543,0.6331086404622254
2025-01-31,RKLB,626,250,54.18553933903708,1.3490465805513616
2025-01-31,SKYW,577,49,0.3552085874603562,0.0
2025-01-31,SMCI,654,291,33.52967469580333,-2.240129128383412
2025-01-31,SMR,628,213,33.63339584635688,6.475168437869001
2025-01-31,YANG,810,193,4.765131030299967,3.901847312425766
2025-02-03,AFRM,629,180,35.26145413381526,11.439238972851667
2025-02-03,APTV,628,170,27.943462141736777,8.45394267788393
2025-02-03,BABX,576,296,113.32957147453983,1.5184230039219708
2025-02-03,BITU,616,286,0.8580512829483978,17.86898050758136
2025-02-03,BITX,616,299,12.125507326693942,28.26685791592639
2025-02-03,BYRN,577,39,10.139070875521144,5.644431209053008
2025-02-03,CLS,577,231,12.391004240729044,2.449021023188667
2025-02-03,CONL,623,165,30.234141668388528,1.4938858312827545
2025-02-03,CWEB,624,256,61.08894007524044,33.98307352470499
2025-02-03,DV,644,177,15.120050673158131,1.4157186149336778
2025-02-03,ETHA,625,300,36.81477804466632,3.4477242197039026
2025-02-03,ETHE,625,300,32.64487178918711,5.241057611727199
2025-02-03,ETHV,643,300,41.17193523515806,12.027756360832692
2025-02-03,GDS,576,84,8.002265219443133,-2.9070316186880603
2025-02-03,GM,629,300,35.827146964112806,-4.728913175652853
2025-02-03,HOOD,625,300,57.507487954160695,-8.825723046324688
2025-02-03,LUNR,642,278,40.295095122794876,14.06635766170875
2025-02-03,MP,579,219,52.283295125969104,-2.9819945396108607
2025-02-03,MSTR,625,267,32.400691856074445,0.034690248239908406
2025-02-03,MSTX,578,276,2.682198642925452,0.25137756728448474
2025-02-03,NBIS,624,198,18.75016185527648,6.116934212055313
2025-02-03,NVDL,646,300,45.3247718890492,28.600903087930433
2025-02-03,NVDU,643,274,1.2665444292075623,0.0
2025-02-03,PLTU,671,286,33.556162767433364,-4.029640873520939
2025-02-03,QFIN,643,78,0.49259581881533104,-3.414198606271777
2025-02-03,SOXL,641,300,-45.854414986717,30.345108571381058
2025-02-03,SVIX,636,286,86.98173793727808,12.136986688922525
2025-02-03,TEM,581,231,36.58266426167484,-0.4547744220320714
2025-02-03,TLN,576,76,-36.491369084997416,0.4242195894559105
2025-02-03,TNA,641,300,15.487651438734812,15.735727600968067
2025-02-03,TSLQ,617,300,63.74224511295798,8.07678801357837
2025-02-03,TSMX,642,252,26.67592190889371,-1.9678958785249459
2025-02-03,TWST,587,62,-0.021422401382090412,0.6855168442268932
2025-02-03,USD,643,299,23.724029066050903,-7.801390682686913
2025-02-03,VST,634,186,2.3886724109543933,-0.3470720597113221
2025-02-03,WGMI,625,284,76.49215496689204,2.6547522226139404
2025-02-03,YINN,623,299,52.79950559030731,2.8385319979885235
2025-02-04,AAOI,605,86,1.0046883406348475,3.066943355622166
2025-02-04,ASTS,596,259,28.160385890865243,2.338257461561652
2025-02-04,ATKR,576,74,3.7297780668238354,-1.203154215104463
2025-02-04,BOIL,635,206,20.878092959671907,-4.92118933697881
2025-02-04,DAVE,576,115,1.5166066426570628,-0.9243697478991596
2025-02-04,GPCR,617,89,8.040212385817458,3.202647273459322
2025-02-04,GUSH,609,260,28.44642021525503,0.11230697239120263
2025-02-04,HIMS,665,202,7.295243279457331,3.015367222175697
2025-02-04,HIPO,580,1,0.0,
2025-02-04,IONQ,577,292,4.524639346355164,1.0531086429209753
2025-02-04,KD,588,113,1.6328342618384402,1.08199860724234
2025-02-04,LABU,606,264,31.43315012250844,6.118800079464936
2025-02-04,MP,653,176,22.966418648529388,1.9709986153588654
2025-02-04,NVDU,603,267,7.6000314355634915,-2.7061546081429078
2025-02-04,OILU,586,286,80.24791666666667,7.222222222222222
2025-02-04,PBF,716,109,29.891587269410095,7.839691871072369
2025-02-04,PJT,592,43,0.10222882615156018,-0.025557206537890044
2025-02-04,PLTU,587,299,106.89749702026222,11.31108462455304
2025-02-04,PTIR,587,252,71.59323748893293,0.4173869050128589
2025-02-04,SMCX,597,200,-16.08757921170862,-1.5695199230935237
2025-02-04,UBRL,577,247,35.31231029354846,-1.4189329585039419
2025-02-04,USD,609,297,13.767540751240254,-6.197732104890148
2025-02-04,VKTX,617,206,1.4481274860530857,-3.5610537112550973
2025-02-05,AMTM,777,109,21.035302715161055,-0.6127382090055653
2025-02-05,AVNW,643,47,0.41111584162247944,1.1060107597631306
2025-02-05,DUOL,576,139,5.846427814288743,-1.2376510493958026
2025-02-05,HIMS,616,245,28.528082186506072,2.3697930705192873
2025-02-05,LABU,622,214,10.498460723625408,9.910490251249627
2025-02-05,MWA,585,101,9.620145132581808,3.2727853589521243
2025-02-05,NUGT,617,147,21.782032745887225,7.390879606111523
2025-02-05,OKLO,645,274,58.03247225759505,-0.6438360317749076
2025-02-05,SMCI,623,299,58.25338474268913,29.263560978186234
2025-02-05,SMCX,618,215,18.440796019900496,2.0323383084577116
2025-02-05,SMR,648,250,54.91711514857228,15.885701182913177
2025-02-05,TEM,576,282,7.1300729062386985,1.676099227959097
2025-02-05,WGS,591,166,-0.6294320343786172,-2.0451019783670157
2025-02-06,ACMR,614,97,5.8650688531483235,-0.6281089036055924
2025-02-06,ALGT,665,17,12.151649235720031,3.405470635559131
2025-02-06,AMSC,576,148,28.543132655720612,1.1808905194362582
2025-02-06,CPRI,587,154,11.96393063583815,3.601387283236994
2025-02-06,ENTG,578,59,0.01858414048350264,-2.7876210725253956
2025-02-06,LLYX,576,146,32.18833911684165,5.587556403064335
2025-02-06,PLTR,609,300,36.309933935881325,4.31037976735703
2025-02-06,PSFE,668,34,5.432961345625102,0.12097687206857513
2025-02-06,VKTX,639,186,8.61061752954465,-2.8283965810813085
2025-02-07,AMSC,576,109,11.792836336865017,4.905540795749176
2025-02-07,AOSL,596,121,10.956686939620038,1.5143018371057746
2025-02-07,ARWR,578,86,4.493863166848949,0.013934459432089765
2025-02-07,BYRN,624,65,0.08639787328311918,1.8834736375719983
2025-02-07,CLFD,583,21,1.1353114805033402,0.6524778623582415
2025-02-07,CONL,589,208,14.635058861473956,6.347363328495404
2025-02-07,DGNX,578,40,68.97686375321337,69.03170522707798
2025-02-07,ELF,589,236,23.883062827869864,10.436125409452504
2025-02-07,LEU,582,87,21.308665552637862,-2.0353306278348056
2025-02-07,NBIS,765,200,18.4426847030855,4.14525120958966
2025-02-07,PLTU,638,297,67.35429275769978,5.475577187465432
2025-02-07,PTIR,638,230,11.824294237146953,-2.4457731766916044
2025-02-07,RKLB,586,293,17.23228852475957,-4.519075883716875
2025-02-07,SITM,588,57,0.7619422056221741,0.0
2025-02-07,SMCI,587,299,9.531984445669622,21.800730877882895
2025-02-07,SOXS,614,300,11.754993379921691,-5.360918172999993
2025-02-07,TSLL,589,300,44.94949725672571,2.641629244537435
2025-02-10,AAOI,633,79,11.643848670626728,6.444267971157206
2025-02-10,AFRM,636,179,19.106943759024695,-1.8648900586719308
2025-02-10,BYRN,576,161,0.1897774817279623,0.07166076783998576
2025-02-10,CENX,588,102,0.45443023389791454,8.281599262587855
2025-02-10,CLS,576,76,2.745334136062613,0.03050371262291792
2025-02-10,GRRR,579,75,9.058864998237574,0.08812125484666901
2025-02-10,LEU,589,83,3.3325361862806795,-2.632599118942731
2025-02-10,PAHC,699,57,1.400133762996291,-0.020794065787073632
2025-02-10,PLTU,641,274,-7.19862726907004,-1.3497426129506327
2025-02-10,RKLB,708,237,20.597512863399,2.859504870855304
2025-02-10,SMCI,694,298,61.85888532439818,32.95062077144032
2025-02-10,SMCX,611,215,6.950528101200813,-4.9106992019353575
2025-02-10,SMR,605,218,24.18670047060383,3.9934877709286143
2025-02-10,SYM,623,150,12.70304800146012,-1.564414778504941
2025-02-11,ALAB,577,210,23.10339755846448,-4.085894984556552
2025-02-11,CENX,576,169,12.519916109121937,1.0377110230380937
2025-02-11,EDU,642,118,48.42223448096829,13.493591199662523
2025-02-11,GDS,577,205,57.234553370204175,2.634972012492393
2025-02-11,IIIN,579,14,4.0548078679739366,-0.08525668351501127
2025-02-11,INTC,606,299,30.927714575674255,2.0841818859290506
2025-02-11,PDD,664,251,74.47734574461587,-1.8213068494154725
2025-02-11,TEM,576,269,21.221770603491656,-0.02082607517516355
2025-02-11,TSLQ,678,298,46.51613038202435,15.503818151387087
2025-02-12,ATEX,581,40,6.454906409529211,2.2688598979013044
2025-02-12,CONL,715,86,7.8491733539592,1.6712752586290245
2025-02-12,CRSP,586,150,1.215854745886358,-0.2431709491772716
2025-02-12,EH,576,225,32.642870113362214,1.90666424550572
2025-02-12,EXEL,588,89,15.820204081632655,7.646734693877551
2025-02-12,GDS,644,103,92.22042524996989,88.12883989880737
2025-02-12,GDXU,716,183,36.37773205713093,20.00775263142201
2025-02-12,GFS,618,153,7.599864260111561,2.180661307768988
2025-02-12,LEU,583,40,3.6700409218177903,1.1027353004522937
2025-02-12,MT,742,184,16.44189886060211,1.440166323556389
2025-02-12,OKLO,592,176,37.50846587993843,8.6198050282196
2025-02-12,PLTU,581,220,73.47044746311313,14.696210595182755
2025-02-12,SEZL,584,11,1.894170403587444,0.019730941704035877
2025-02-12,SMCX,586,250,15.39101909754913,2.522224314440601
2025-02-12,SMR,622,254,19.753183275738614,5.108309205815511
2025-02-12,ST,578,113,32.65449693087803,-1.2062983720309581
2025-02-12,TDC,576,92,8.394896249516691,0.9960046397731667
2025-02-12,TSLR,624,293,31.136475450162354,4.382170618911739
2025-02-12,TSLT,624,300,95.68387418602457,11.972011378803607
2025-02-13,ARM,827,258,-0.9379605089708188,6.39388346954917
2025-02-13,ASND,604,23,2.732761978963771,1.8546941955590184
2025-02-13,BABX,593,296,77.06330240636919,-8.78235123223657
2025-02-13,CONL,615,240,2.741596943463752,9.96121294191614
2025-02-13,CSAI,589,17,1.7349275850454697,1.2825867295385651
2025-02-13,GRRR,589,104,26.13968866235019,16.092850254856042
2025-02-13,INOD,582,146,15.322620741295395,-0.9235552227630102
2025-02-13,ROBN,576,169,20.573125897791737,6.99486280524919
2025-02-13,ROOT,576,68,5.62101192394457,-2.114727682887528
2025-02-13,SERV,602,273,22.690710256325666,5.273034671593045
2025-02-13,SHOP,643,180,10.482877741063383,4.5216281165515175
2025-02-13,SMCI,636,300,64.8700495570158,14.68789176545817
2025-02-13,SMCX,630,238,32.9679190524747,-5.077731586791121
2025-02-13,SMMT,819,100,6.893026336630812,-0.06263769493282646
2025-02-13,TECX,582,6,-0.11740473738414005,0.0
2025-02-13,TEM,614,237,45.63715249218621,-4.1098453693041614
2025-02-13,TSLL,621,300,30.928957126767838,2.5202658487617913
2025-02-13,TSLT,638,299,85.34054778102858,13.965878247382706
2025-02-13,TYL,576,67,-9.076307516433266,0.0
2025-02-13,W,621,76,3.2655179871674718,2.7395285127243887
2025-02-13,WMB,586,224,43.97637182480448,-12.654495349638307
2025-02-13,ZETA,586,220,94.43405187944624,7.541726595139615
2025-02-14,APP,621,215,42.016134728811764,39.65455433771677
2025-02-14,CAE,577,199,9.772604266157275,5.385227634511302
2025-02-14,CYTK,831,51,7.2563384131756985,3.980181780906171
2025-02-14,DELL,790,187,6.9623433184618655,-12.107127682175483
2025-02-14,HIMS,598,253,26.906369719568882,5.4949992337947595
2025-02-14,MRNA,581,83,28.88963024742841,8.10694096932629
2025-02-14,NBIS,613,282,29.73726897643136,-2.171621545243882
2025-02-14,WST,577,70,8.101894998446722,-0.8449829139484313
2025-02-18,CSAI,576,37,16.011729008898747,1.903822127030266
2025-02-18,LMND,586,101,7.896911588736917,11.176837672861666
2025-02-18,LUNR,579,278,22.57420197871943,17.332835542281128
2025-02-18,MUU,665,228,61.16639640763378,-2.488462018211301
2025-02-18,NBIS,604,268,4.61053037608486,5.918225650916105
2025-02-18,NE,769,104,13.46732538056794,7.769610796481504
2025-02-18,SOFX,609,96,7.124855044453035,-5.714727483571705
2025-02-18,UNG,791,288,39.13931698985011,6.834225399918976
2025-02-18,UPST,609,205,57.227696325755325,2.4093310381670325
2025-02-18,ZETA,579,270,37.95536395646178,9.965994135996679
2025-02-19,ASTS,578,254,18.787088559841553,-14.373290578138262
2025-02-19,CRSP,620,92,3.157814410191321,-0.4212329567133613
2025-02-19,CVI,589,69,9.784073855109373,-0.17258629314657328
2025-02-19,GIL,634,138,14.827875013422098,4.949210780629228
2025-02-19,IONQ,665,289,51.161534723846884,7.484136267928807
2025-02-19,NGVT,580,8,0.0,0.0
2025-02-19,OSW,764,59,5.302311648110241,1.1782914773578312
2025-02-19,PSN,576,124,3.4464922711058263,-1.6956004756242569
2025-02-19,SMCI,737,299,83.26391825372026,-0.38585185515844833
2025-02-19,SMCL,706,256,10.786122640770616,1.5036416320776882
2025-02-19,SMCX,706,282,5.815642324029855,0.338381050661163
2025-02-19,TSLL,589,300,65.83021987558348,15.752116999022572
2025-02-19,TSLT,589,296,88.27809269362399,8.520578551965055
2025-02-20,DINO,594,64,13.340650725205801,0.35123480987847905
2025-02-20,ESAB,581,17,0.0,0.0
2025-02-20,GME,773,195,20.27221850477523,-0.014827544254516697
2025-02-20,HAS,578,108,4.46216936641378,0.0
2025-02-20,LKQ,585,192,42.050446545345835,8.932401629236574
2025-02-20,NBIS,576,258,41.56557251908397,-16.051145038167938
2025-02-20,SMCI,720,297,45.033537325028284,14.237735283294034
2025-02-20,SMCL,580,217,16.227846980014395,0.4901511376847699
2025-02-20,TPC,576,52,1.129461433769408,1.2074549343110297
2025-02-20,U,630,290,18.916877276962303,-8.070251783911047
2025-02-21,BILI,607,292,66.91624241578911,-4.264469997497569
2025-02-21,MRNA,771,282,51.10111933818538,-6.232929697983928
2025-02-21,SEI,580,72,-7.490314248816186,3.564356435643564
2025-02-21,TSDD,698,251,52.611955572195185,4.698614751029577
2025-02-21,TSLQ,697,292,65.20827991714067,21.444451545717367
2025-02-21,U,593,295,44.20387436969077,7.484733659251727
2025-02-21,UVIX,759,290,56.482575541766266,15.485535697329253
2025-02-21,VIXY,792,284,27.20911928348487,11.333674332181593
2025-02-21,VKTX,745,171,13.782468373000121,-7.614297302428333
2025-02-24,HIMS,760,225,42.574658669608915,-1.155372652781627
2025-02-24,MSTZ,587,298,-43.175251870802924,6.644885241423102
2025-02-24,NVD,604,299,20.852417970204165,20.47416339956485
2025-02-24,NVDS,636,300,11.753351790069418,25.408079300676683
2025-02-24,PLTU,576,265,27.022887230308296,6.528734302293575
2025-02-24,PTIR,576,249,15.638523861433729,13.76740796124618
2025-02-24,RIGL,582,34,1.8830985430372336,0.0140529742017704
2025-02-24,SMCL,585,232,4.603113715427044,8.28560468776868
2025-02-24,SMCX,585,249,22.264082785819035,11.651921754476085
2025-02-24,SRTY,607,300,52.207270346463034,21.731392714354175
2025-02-24,TECS,607,300,117.29213953590869,29.088344829105978
2025-02-24,TSDD,598,300,58.01984088007072,3.4377762498772224
2025-02-24,TSLQ,598,300,79.44939320806098,13.218234738408228
2025-02-24,UVIX,598,297,3.2838692549154342,12.435103774616215
2025-02-25,AS,576,138,5.995561840530838,1.5131513107799412
2025-02-25,DFH,597,66,13.574792243767313,-1.9653739612188366
2025-02-25,IART,576,32,0.9178453501552413,0.33433541964417723
2025-02-25,NVD,592,300,-8.391226004474646,0.9407219177180546
