n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split
842,15.88679245283019,-0.00951377508438822,-0.01594841771798704,0.04881614157250707,-0.20131493676998777,35.84905660377358,1.8867924528301887,5,-1382.3950598694223,2405.3546631326426,-801.0598621054876,-5355.0921620184245,-15.114337020858256,50.0,-0.11695136505871195,10.926365795724466,R1 entry_m T2,TRAIN
470,20.434782608695652,-0.07302564220704189,-0.08158367843889246,-0.01013084078373654,-1.1891195054274803,43.47826086956522,4.3478260869565215,3,-1189.1521444435461,1086.5508732981864,-3432.205183730969,-4877.083671096554,-149.2263123361291,20.0,-0.18383700370897502,13.191489361702127,R1 entry_m T2,VAL
816,15.39622641509434,-0.08447981955926007,-0.09340990851760969,-0.020476333027490926,-1.8030457367406036,35.84905660377358,1.8867924528301887,8,-1489.782253861812,1388.1614197281776,-6893.553276035623,-7633.68767792456,-130.06704294406836,25.0,-0.19389976373302084,14.460784313725492,R2 rv_profile T0,TRAIN
510,22.17391304347826,-0.06830244157017451,-0.07919749313627633,1.29081918720354e-05,-1.1564730489880646,34.78260869565217,4.3478260869565215,4,-1500.481769155471,968.2320379386053,-3483.4245200789,-4406.118497217645,-151.45324000343044,40.0,-0.17856367251713595,17.647058823529413,R2 rv_profile T0,VAL
612,11.547169811320755,-0.03482139187378754,-0.06567078249046908,0.03334429721255216,-0.666284749547768,45.28301886792453,3.7735849056603774,5,-1947.35791854169,1591.064370019631,-2131.069182675797,-6705.750954852945,-40.208852503316926,33.33333333333333,-0.1424996252080739,45.09803921568628,R3 spy_dist_hod_pct T2,TRAIN
351,15.26086956521739,0.02723145977163318,-0.008976933124628782,0.09738603406992517,0.3950711116255669,43.47826086956522,4.3478260869565215,4,-840.0567282376668,1279.8158214967561,955.8242379843242,-2244.1134596026923,41.55757556453584,40.0,-0.07853256134713457,51.566951566951566,R3 spy_dist_hod_pct T2,VAL
523,9.867924528301886,-0.030972061315557315,-0.033856692645556304,0.028133139985413627,-0.5245431366857867,43.39622641509434,1.8867924528301887,4,-786.7004484240915,1307.6585135289897,-1619.8388068036463,-3854.203136746572,-30.56299635478578,41.66666666666667,-0.1407095670536905,5.927342256214149,R-AND2,TRAIN
314,13.652173913043478,-0.09262476562281595,-0.0958795909216164,-0.029025780294216,-1.2402435795624134,47.82608695652174,4.3478260869565215,3,-1064.0446833900476,808.6682771635078,-2908.4176405564203,-4124.220760903313,-126.4529408937574,20.0,-0.20422183368613991,6.369426751592357,R-AND2,VAL
96,1.8113207547169812,-0.11289650274932234,-0.11360811629768451,-0.0547252567901352,-0.8377983193557607,20.754716981132077,32.075471698113205,4,-390.5506560837071,867.6640815296232,-1083.8064263934946,-2039.4817501174598,-20.44917785648103,25.0,-0.22825349297927858,4.166666666666666,R-AND3,TRAIN
64,2.782608695652174,-0.31628355450567747,-0.3211799950382776,-0.25102043053217815,-2.014828453506998,26.08695652173913,13.043478260869565,5,-352.8048567669034,339.16451838375406,-2024.2147488363362,-2308.03359694299,-88.00933690592765,20.0,-0.46886020072388374,7.8125,R-AND3,VAL
1609,30.358490566037737,-0.09706968684302016,-0.13026618123613662,-0.029004464676145106,-3.0831871467917633,35.84905660377358,1.8867924528301887,4,-2333.4288703861453,1814.8908985813755,-15618.512613041943,-16694.658895389035,-294.68891722720645,25.0,-0.20729335993384476,49.47172156619018,V1 veto entry_m d5,TRAIN
703,30.565217391304348,0.02140568121734885,-0.017198192601859234,0.09142926949243117,0.4514874885560684,56.52173913043478,4.3478260869565215,3,-1275.2064143983055,1411.8824998190353,1504.8193895796248,-3088.1178344890463,65.42692998172282,40.0,-0.08428753054463765,56.899004267425326,V1 veto entry_m d5,VAL
1309,24.69811320754717,-0.1225742724449696,-0.1563598586828561,-0.053983199304944884,-3.5582051186424057,28.30188679245283,1.8867924528301887,7,-2116.461912350345,1657.9380470322442,-16044.972263046522,-17867.96946668595,-302.7353257178589,25.0,-0.2342927657660369,50.114591291061885,V2 veto dow d0,TRAIN
597,25.956521739130434,-0.00966673105366054,-0.047192468144666315,0.05981978083205558,-0.1884982061744397,43.47826086956522,4.3478260869565215,4,-1036.8139729031498,1283.482651879546,-577.1038439035342,-3339.363719044852,-25.091471474066704,60.0,-0.11492342403059652,56.11390284757118,V2 veto dow d0,VAL
1595,30.09433962264151,-0.1117260334537321,-0.14480590940682264,-0.04318510215167924,-3.546237841376211,33.9622641509434,1.8867924528301887,5,-2479.3873634379033,1892.2577839918458,-17820.30233587027,-17841.52704967579,-336.2321195447221,25.0,-0.2222427325940326,48.96551724137931,V3 veto gap_pct d1,TRAIN
706,30.695652173913043,0.0012817696447006192,-0.037226875709393745,0.07148736561984495,0.02714402454342215,43.47826086956522,4.3478260869565215,4,-1088.5240411423017,1360.2139763728285,90.4929369158638,-3911.823082514991,3.9344755180810345,60.0,-0.10500899526607431,56.94050991501416,V3 veto gap_pct d1,VAL
531,10.018867924528301,-0.10677209611823431,-0.1457144766428415,-0.033419774958692555,-2.00506013006096,32.075471698113205,28.30188679245283,4,-1916.4942459835956,738.08186782368,-5669.598303878241,-7537.86847348527,-106.97355290336303,41.66666666666667,-0.21838663336716008,58.568738229755176,D-a breadth TOP tercile,TRAIN
450,19.565217391304348,0.016766303235271403,-0.024024804329112488,0.08727158071426937,0.28720999452422025,43.47826086956522,4.3478260869565215,4,-715.1189418194767,1410.7525100988917,754.483645587213,-2058.5821912574393,32.803636764661434,40.0,-0.08882861857542285,60.22222222222222,D-a breadth TOP tercile,VAL
547,10.320754716981131,-0.19415215475995937,-0.2226407453841743,-0.12963863013310864,-3.5656598827462678,30.18867924528302,20.754716981132077,7,-1592.021749182523,644.6478468668316,-10620.122865369776,-11007.520690166073,-200.3796767050901,25.0,-0.31165299854084355,42.77879341864717,D-b breadth BOT tercile,TRAIN
74,3.217391304347826,-0.15370501582843213,-0.19190661484911237,-0.08059559645158072,-1.0234361528941847,13.043478260869565,60.86956521739131,2,-1052.420720219684,1001.261857440745,-1137.417117130398,-2138.6789745711426,-49.452918136104266,25.0,-0.2754586479580825,55.4054054054054,D-b breadth BOT tercile,VAL
875,16.50943396226415,-0.035167700807493506,-0.06904718728249237,0.03427261745144418,-0.8201357552402723,37.735849056603776,3.7735849056603774,7,-1616.869106963357,1676.5503284015215,-3077.1738206556815,-6400.0842566585325,-58.05988340859776,33.33333333333333,-0.1420302803974071,51.542857142857144,D-c SPY 0930-1000 up,TRAIN
372,16.17391304347826,0.13741381236148761,0.09853023507751862,0.20693430734997662,2.0831668266438608,73.91304347826086,4.3478260869565215,3,-827.1165139148632,1461.960586481741,5111.79381984734,-1509.796006020953,222.25190521075393,80.0,0.038392447558080245,57.795698924731184,D-c SPY 0930-1000 up,VAL
531,10.018867924528301,-0.12710528667503826,-0.16241176740790697,-0.05715871656601713,-2.3831195807193555,13.20754716981132,64.15094339622641,4,-2135.883654663359,1814.8908985813755,-6749.290722444532,-7507.381841817474,-127.34510797065154,28.57142857142857,-0.23999873248937706,51.78907721280602,D-d spy_vol20 BOT tercile,TRAIN
293,12.73913043478261,0.00796374001951924,-0.030437948556959162,0.07579144947037743,0.11013344924771944,13.043478260869565,56.52173913043478,5,-764.5510477706638,1371.2578112641454,233.33758257191474,-1090.127529149786,10.145112285735424,33.33333333333333,-0.09846568111719664,58.02047781569966,D-d spy_vol20 BOT tercile,VAL
527,9.943396226415095,-0.15385916832375474,-0.18421891776530874,-0.0877717040546075,-2.77361865282669,16.9811320754717,58.490566037735846,4,-2231.432721493132,466.78071773442434,-8108.378170661876,-9581.242691930738,-152.98826737097878,42.857142857142854,-0.269213009378657,45.35104364326376,D-e spy_vol20 TOP tercile,TRAIN
135,5.869565217391305,0.035537397233740345,-0.005214216804789676,0.10475410602479286,0.31855146366103193,13.043478260869565,78.26086956521739,1,-466.8589154730327,822.3412588142697,479.7548626554947,-466.8589154730327,20.85890707197803,100.0,-0.07100169377406855,60.0,D-e spy_vol20 TOP tercile,VAL
1309,24.69811320754717,-0.1225742724449696,-0.1563598586828561,-0.053983199304944884,-3.5582051186424057,28.30188679245283,1.8867924528301887,7,-2116.461912350345,1657.9380470322442,-16044.972263046522,-17867.96946668595,-302.7353257178589,25.0,-0.2342927657660369,50.114591291061885,D-f skip weekday 0,TRAIN
597,25.956521739130434,-0.00966673105366054,-0.047192468144666315,0.05981978083205558,-0.1884982061744397,43.47826086956522,4.3478260869565215,4,-1036.8139729031498,1283.482651879546,-577.1038439035342,-3339.363719044852,-25.091471474066704,60.0,-0.11492342403059652,56.11390284757118,D-f skip weekday 0,VAL
677,12.773584905660377,-0.032692635956272136,-0.06869898506402697,0.0380056339009496,-0.682353148739527,41.509433962264154,11.320754716981133,4,-1616.869106963357,1676.5503284015215,-2213.2914542396234,-5322.702960954631,-41.760216117728746,41.66666666666667,-0.13918286817463513,53.91432791728212,D-g SPY up AND breadth>=mid,TRAIN
358,15.565217391304348,0.13519833031497488,0.09657849426789285,0.20433174768017323,2.0114840591743732,78.26086956521739,4.3478260869565215,3,-893.4908273026268,1461.960586481741,4840.100225276103,-1990.0453323652018,210.43914022939578,80.0,0.03766152273908615,57.262569832402235,D-g SPY up AND breadth>=mid,VAL
677,12.773584905660377,-0.032692635956272136,-0.06869898506402697,0.0380056339009496,-0.682353148739527,41.509433962264154,11.320754716981133,4,-1616.869106963357,1676.5503284015215,-2213.2914542396234,-5322.702960954631,-41.760216117728746,41.66666666666667,-0.13918286817463513,53.91432791728212,"D-h AND(D-g SPY up AND breadth>=mid , D-c SPY 0930-1000 up)",TRAIN
358,15.565217391304348,0.13519833031497488,0.09657849426789285,0.20433174768017323,2.0114840591743732,78.26086956521739,4.3478260869565215,3,-893.4908273026268,1461.960586481741,4840.100225276103,-1990.0453323652018,210.43914022939578,80.0,0.03766152273908615,57.262569832402235,"D-h AND(D-g SPY up AND breadth>=mid , D-c SPY 0930-1000 up)",VAL
