feat,cov,q1,q2,n0,n1,n2,mu0,mu1,mu2,best,worst,spread,t,half_consistent,val_best,val_worst,val_spread,nv_best,mu_best,mu_worst,wspread,selectable
ofi_1m,1.0,0.04916603836147758,5.2178146986408365,1441,1440,1441,-0.036136623013562165,0.009110412774252789,0.019809258806237028,2,0,0.05594588181979919,1.2126419696103685,True,0.05073867057376908,0.03154082134871314,0.019197849225055942,682,0.019809258806237028,-0.036136623013562165,0.05635571997654437,False
