cell,symbol,si,S,signal_date,value,n_owners,a,b,entry_date,exit_date,gross,cost_bps,net,hold,split
I2,CPF,1093,898,2019-07-30,255790.55,,898,918,2019-07-30,2019-08-27,-0.0697352025507606,1.8898059,-0.06992418313700532,20,TRAIN
I2,CNC,1029,898,2019-07-30,151021.5,,898,918,2019-07-30,2019-08-27,-0.163011225091946,0.4254521,-0.16305377030458246,20,TRAIN
I2,F,1592,899,2019-07-31,93120.0,,899,919,2019-07-31,2019-08-28,-0.055703406375857245,0.4168129,-0.05574508766675246,20,TRAIN
I2,NSC,3077,899,2019-07-31,100548.0,,899,919,2019-07-31,2019-08-28,-0.09306122166565545,0.4179405,-0.09310301571570379,20,TRAIN
I2,TRN,4365,900,2019-08-01,4702500.0,,900,920,2019-08-01,2019-08-29,-0.1160775930051493,0.66573465,-0.11614416646754011,20,TRAIN
I2,LGND,2553,900,2019-08-01,176582.5,,900,920,2019-08-01,2019-08-29,-0.03922377050102044,0.55721146,-0.039279491647075004,20,TRAIN
I2,TSLA,4389,900,2019-08-01,232720.0,,900,920,2019-08-01,2019-08-29,-0.051956424413085234,0.40399495,-0.05199682390944149,20,TRAIN
I2,ABBV,18,900,2019-08-01,663500.0,,900,920,2019-08-01,2019-08-29,0.006477529547905814,0.4093088,0.006436598670175098,20,TRAIN
I2,FIX,1669,901,2019-08-02,230395.0,,901,921,2019-08-02,2019-08-30,-0.06218545409356213,0.78650296,-0.062264104386851815,20,TRAIN
I2,BMY,667,901,2019-08-02,491920.0,,901,921,2019-08-02,2019-08-30,0.04544151330237356,0.41020617,0.04540049268661961,20,TRAIN
I2,MA,2670,901,2019-08-02,138645.0,,901,921,2019-08-02,2019-08-30,0.044218623485211994,0.40688768,0.04417793471860887,20,TRAIN
I2,LXU,2657,901,2019-08-02,103727.2,,901,921,2019-08-02,2019-08-30,-0.07159455309488416,6.9796004,-0.07229251312424034,20,TRAIN
I2,FAST,1599,902,2019-08-05,76225.0,,902,922,2019-08-05,2019-09-03,0.040066634921215094,0.44191992,0.04002244293017787,20,TRAIN
I2,GABC,1789,902,2019-08-05,63829.0,,902,922,2019-08-05,2019-09-03,0.012484931185421155,3.337449,0.012151186269287573,20,TRAIN
I2,AGYS,139,902,2019-08-05,270490.0,,902,922,2019-08-05,2019-09-03,0.03391179254641763,2.4846385,0.033663328692922434,20,TRAIN
I2,TPB,4340,902,2019-08-05,92575.0,,902,922,2019-08-05,2019-09-03,-0.09818483111505272,1.015312,-0.09828636230870258,20,TRAIN
I2,SBH,3831,903,2019-08-06,72875.0,,903,923,2019-08-06,2019-09-04,-0.1416123516473088,0.6134505,-0.1416736967011455,20,TRAIN
I2,EPD,1509,903,2019-08-06,150000.0,,903,923,2019-08-06,2019-09-04,-0.01751304368891715,0.45870334,-0.01755891402145926,20,TRAIN
I2,EGHT,1440,903,2019-08-06,98868.0,,903,923,2019-08-06,2019-09-04,-0.0020939448651250414,0.609081,-0.002154852961327225,20,TRAIN
I2,SCHW,3845,903,2019-08-06,100374.6,,903,923,2019-08-06,2019-09-04,-0.014325628035419036,0.4159998,-0.014367228013849931,20,TRAIN
I2,SSNC,4114,903,2019-08-06,96220.0,,903,923,2019-08-06,2019-09-04,0.08956005161081171,0.45996416,0.08951405519683808,20,TRAIN
I2,MSTR,2890,903,2019-08-06,260261.99999999997,,903,923,2019-08-06,2019-09-04,0.023134220507014858,0.7651839,0.023057702112961875,20,TRAIN
I2,BCPC,544,903,2019-08-06,254219.99999999997,,903,923,2019-08-06,2019-09-04,0.06274036998764543,0.9770638,0.06264266361211823,20,TRAIN
I2,AAL,7,903,2019-08-06,112720.0,,903,923,2019-08-06,2019-09-04,-0.047940363609676795,0.43015617,-0.047983379227524936,20,TRAIN
I2,MTDR,2897,903,2019-08-06,120400.0,,903,923,2019-08-06,2019-09-04,0.0021504159381340315,0.542204,0.002096195534734946,20,TRAIN
I2,APO,309,903,2019-08-06,83912.0,,903,923,2019-08-06,2019-09-04,0.18687785570623516,0.49247706,0.1868286080014978,20,TRAIN
I2,UVE,4527,904,2019-08-07,266100.0,,904,924,2019-08-07,2019-09-05,-0.023267368628579366,1.2079196,-0.023388160591706342,20,TRAIN
I2,ADM,80,904,2019-08-07,199999.05,,904,924,2019-08-07,2019-09-05,0.04602643561720399,0.43945897,0.04598248972088115,20,TRAIN
I2,OI,3192,904,2019-08-07,122100.00000000001,,904,924,2019-08-07,2019-09-05,-0.15080036373740824,0.6805085,-0.15086841459026856,20,TRAIN
I2,OXY,3296,904,2019-08-07,753300.0,,904,924,2019-08-07,2019-09-05,-0.019819326718867436,0.4135147,-0.019860678190603998,20,TRAIN
I2,CC,851,904,2019-08-07,73350.0,,904,924,2019-08-07,2019-09-05,0.042333010637870094,0.5041395,0.04228259668807666,20,TRAIN
I2,MTG,2899,904,2019-08-07,61449.99999999999,,904,924,2019-08-07,2019-09-05,0.02730678563867528,0.53266865,0.027253518774987384,20,TRAIN
I2,HUBB,2121,904,2019-08-07,62004.61,,904,924,2019-08-07,2019-09-05,0.05213860269430404,0.5977705,0.052078825642075,20,TRAIN
I2,ALGN,192,904,2019-08-07,998150.8500000001,,904,924,2019-08-07,2019-09-05,-0.036921994779052114,0.42309162,-0.036964303941433685,20,TRAIN
I2,HASI,1996,904,2019-08-07,50066.45,,904,924,2019-08-07,2019-09-05,0.01557001985145745,1.2078499,0.015449234865973827,20,TRAIN
I2,DOW,1337,904,2019-08-07,690000.0,,904,924,2019-08-07,2019-09-05,-0.0178866759354549,0.42917448,-0.01792959338244493,20,TRAIN
I2,POOL,3466,904,2019-08-07,56379.0,,904,924,2019-08-07,2019-09-05,0.04542892155925449,0.5402967,0.04537489189144628,20,TRAIN
I2,MHK,2779,905,2019-08-08,117000.0,,905,925,2019-08-08,2019-09-06,0.007205528104383685,0.46305782,0.007159222323968262,20,TRAIN
I2,WMB,4726,905,2019-08-08,239300.0,,905,925,2019-08-08,2019-09-06,0.003660949827485993,0.4291289,0.0036180369388834066,20,TRAIN
I2,VAC,4537,905,2019-08-08,301320.0,,905,925,2019-08-08,2019-09-06,0.12291512661965043,0.5632223,0.12285880439218544,20,TRAIN
I2,GAIA,1790,905,2019-08-08,94200.0,,905,925,2019-08-08,2019-09-06,-0.0661157242351853,7.4984975,-0.06686557400773174,20,TRAIN
I2,CARS,821,905,2019-08-08,203800.0,,905,925,2019-08-08,2019-09-06,0.03478289944568913,0.6882908,0.03471407037095431,20,TRAIN
I2,CHE,921,905,2019-08-08,206430.0,,905,925,2019-08-08,2019-09-06,0.030656688776281582,0.5159212,0.03060509665977551,20,TRAIN
I2,PNFP,3452,905,2019-08-08,219350.0,,905,925,2019-08-08,2019-09-06,-0.05625354815761585,0.64978975,-0.0563185271302753,20,TRAIN
I2,EBAY,1401,905,2019-08-08,232740.0,,905,925,2019-08-08,2019-09-06,-0.018003406599335192,0.41934556,-0.018045341155401018,20,TRAIN
I2,LHX,2559,905,2019-08-08,1992732.0,,905,925,2019-08-08,2019-09-06,0.004769917326102657,0.4213741,0.004727779916338548,20,TRAIN
I2,TWLO,4425,905,2019-08-08,1043630.0,,905,925,2019-08-08,2019-09-06,-0.06060135610650652,0.41407204,-0.06064276330844043,20,TRAIN
I2,GVA,1974,905,2019-08-08,151050.0,,905,925,2019-08-08,2019-09-06,-0.02798213717752851,0.7148431,-0.02805362148930335,20,TRAIN
I2,APA,298,905,2019-08-08,109149.99999999999,,905,925,2019-08-08,2019-09-06,-0.004287100158920754,0.4503578,-0.004332135939124515,20,TRAIN
I2,RM,3713,905,2019-08-08,129949.99999999999,,905,925,2019-08-08,2019-09-06,0.05218163021013544,4.095483,0.05177208192285554,20,TRAIN
I2,V,4536,905,2019-08-08,171130.0,,905,925,2019-08-08,2019-09-06,0.033943992792135225,0.40505806,0.033903486986762266,20,TRAIN
I2,CLF,979,906,2019-08-09,52199.99999999999,,906,926,2019-08-09,2019-09-09,-0.10299914235372232,0.4680603,-0.10304594838532755,20,TRAIN
I2,GNE,1899,906,2019-08-09,210600.0,,906,926,2019-08-09,2019-09-09,-0.05426614772079086,3.55017,-0.05462116471391676,20,TRAIN
I2,ENR,1492,906,2019-08-09,350000.0,,906,926,2019-08-09,2019-09-09,0.19426527669955096,0.55737007,0.1942095396919088,20,TRAIN
I2,SFNC,3901,906,2019-08-09,112148.0,,906,926,2019-08-09,2019-09-09,-0.02609585965584571,0.9266803,-0.0261885276853836,20,TRAIN
I2,JPM,2366,906,2019-08-09,2000362.0,,906,926,2019-08-09,2019-09-09,0.05166508206243603,0.40474075,0.051624607987514226,20,TRAIN
I2,CENT,893,906,2019-08-09,65700.0,,906,926,2019-08-09,2019-09-09,0.15135129045673823,2.091045,0.15114218596871654,20,TRAIN
I2,IDXX,2183,906,2019-08-09,99903.75000000001,,906,926,2019-08-09,2019-09-09,-0.04181319157278929,0.45375434,-0.041858567005608416,20,TRAIN
I2,CRC,1111,906,2019-08-09,51000.0,,906,926,2019-08-09,2019-09-09,0.1543201226045987,0.6032746,0.15425979514800403,20,TRAIN
I2,MAC,2672,907,2019-08-12,154500.0,,907,927,2019-08-12,2019-09-10,0.13624163276149992,0.49927026,0.13619170573697992,20,TRAIN
I2,OLN,3204,907,2019-08-12,178500.0,,907,927,2019-08-12,2019-09-10,0.10911689358098475,0.529566,0.10906393698231942,20,TRAIN
I2,MPLX,2852,907,2019-08-12,488700.0,,907,927,2019-08-12,2019-09-10,0.06227097963996253,0.47601813,0.0622233778259591,20,TRAIN
I2,RGR,3681,907,2019-08-12,666450.0,,907,927,2019-08-12,2019-09-10,0.04290850502598009,1.0624143,0.04280226359564954,20,TRAIN
I2,TECH,4242,907,2019-08-12,95530.0,,907,927,2019-08-12,2019-09-10,-0.010860197120853288,0.5794405,-0.010918141166546436,20,TRAIN
I2,PENN,3371,907,2019-08-12,530400.0,,907,927,2019-08-12,2019-09-10,0.09842307497443525,0.59243685,0.0983638312899171,20,TRAIN
I2,CVX,1204,907,2019-08-12,502095.0,,907,927,2019-08-12,2019-09-10,0.013312360944769619,0.40855026,0.01327150591889703,20,TRAIN
I2,VICI,4576,907,2019-08-12,225249.3,,907,927,2019-08-12,2019-09-10,0.02664814978779284,0.4695152,0.02660119826613916,20,TRAIN
I2,MWA,2922,907,2019-08-12,101000.0,,907,927,2019-08-12,2019-09-10,0.06055575251171996,1.163033,0.060439449210536456,20,TRAIN
I2,PFLT,3384,908,2019-08-13,104940.0,,908,928,2019-08-13,2019-09-11,0.0005699476189049424,3.8930779,0.0001806398233468176,20,TRAIN
I2,EPC,1508,908,2019-08-13,60300.0,,908,928,2019-08-13,2019-09-11,0.16101695658702053,0.6578618,0.16095117040507145,20,TRAIN
I2,PNNT,3454,908,2019-08-13,95850.0,,908,928,2019-08-13,2019-09-11,-0.009642426883122779,3.3248353,-0.009974910410140536,20,TRAIN
I2,AXGN,474,908,2019-08-13,1012500.0,,908,928,2019-08-13,2019-09-11,-0.023560104567748152,1.1028677,-0.023670391343200703,20,TRAIN
I2,RRR,3752,908,2019-08-13,2617919.6999999997,,908,928,2019-08-13,2019-09-11,0.13711275315763394,0.7292907,0.13703982408805948,20,TRAIN
I2,CNR,1042,908,2019-08-13,404353.95,,908,928,2019-08-13,2019-09-11,0.0634823104982285,1.3005555,0.06335225495321417,20,TRAIN
I2,SRPT,4100,908,2019-08-13,961610.72,,908,928,2019-08-13,2019-09-11,-0.2938565391466825,0.43100274,-0.2938996394202975,20,TRAIN
I2,FANG,1597,908,2019-08-13,399972.3,,908,928,2019-08-13,2019-09-11,-0.010328303501388136,0.43674073,-0.010371977575210467,20,TRAIN
I2,MD,2724,908,2019-08-13,1392766.56,,908,928,2019-08-13,2019-09-11,0.08432615457995674,0.75935805,0.08425021877182992,20,TRAIN
I2,LMT,2588,908,2019-08-13,509537.27999999997,,908,928,2019-08-13,2019-09-11,0.017286628016882855,0.4149049,0.017245137527062138,20,TRAIN
I2,RHP,3687,908,2019-08-13,1077290.5,,908,928,2019-08-13,2019-09-11,0.003924590734236455,0.6637975,0.0038582109869411685,20,TRAIN
I2,KRO,2466,908,2019-08-13,53750.0,,908,928,2019-08-13,2019-09-11,0.19036001882640208,2.085442,0.1901514746162205,20,TRAIN
I2,SPB,4064,908,2019-08-13,1008600.0,,908,928,2019-08-13,2019-09-11,0.21534754844545811,0.7517364,0.2152723748084433,20,TRAIN
I2,FRPT,1734,908,2019-08-13,247104.0,,908,928,2019-08-13,2019-09-11,0.2050181767198318,0.7299249,0.20494518422573482,20,TRAIN
I2,MGY,2775,908,2019-08-13,255500.00000000003,,908,928,2019-08-13,2019-09-11,0.07993802013223839,0.789065,0.07985911363065323,20,TRAIN
I2,UFI,4460,909,2019-08-14,113691.6,,909,929,2019-08-14,2019-09-12,0.16312072058332117,3.9402432,0.16272669625010305,20,TRAIN
I2,MIDD,2786,909,2019-08-14,51232.5,,909,929,2019-08-14,2019-09-12,0.09746176587961064,0.52800506,0.097408965372064,20,TRAIN
I2,KDP,2395,909,2019-08-14,57460.0,,909,929,2019-08-14,2019-09-12,0.00867308493227692,0.48517355,0.008624567577250941,20,TRAIN
I2,LILA,2565,909,2019-08-14,249996.00000000003,,909,929,2019-08-14,2019-09-12,0.18602473837917133,2.1063855,0.18581409982824626,20,TRAIN
I2,GE,1823,909,2019-08-14,498336.95999999996,,909,929,2019-08-14,2019-09-12,0.025356986168577622,0.4087789,0.02531610827800823,20,TRAIN
I2,PRGO,3490,909,2019-08-14,187880.0,,909,929,2019-08-14,2019-09-12,0.20112475323341616,0.4903204,0.20107572119170047,20,TRAIN
I2,FOX,1716,909,2019-08-14,104729.99999999999,,909,929,2019-08-14,2019-09-12,0.008234530892185177,0.5188079,0.008182650102060762,20,TRAIN
I2,EVH,1558,909,2019-08-14,105450.0,,909,929,2019-08-14,2019-09-12,-0.011267600111815601,1.046309,-0.011372231008928257,20,TRAIN
I2,BHF,598,909,2019-08-14,425500.0,,909,929,2019-08-14,2019-09-12,0.15400365959115048,0.5650207,0.15394715752384114,20,TRAIN
I2,APLE,306,909,2019-08-14,76950.0,,909,929,2019-08-14,2019-09-12,0.05941492148969174,0.71769834,0.059343151654788207,20,TRAIN
I2,ATI,410,910,2019-08-15,91800.0,,910,930,2019-08-15,2019-09-13,0.26956520063060796,0.5598248,0.2695092181467078,20,TRAIN
I2,CAKE,805,910,2019-08-15,97600.0,,910,930,2019-08-15,2019-09-13,0.1746282755631292,0.57676345,0.17457059921810658,20,TRAIN
I2,AROC,352,910,2019-08-15,98689.5,,910,930,2019-08-15,2019-09-13,0.29735027718148865,1.110425,0.29723923468142255,20,TRAIN
I2,ARLP,348,910,2019-08-15,66865.0,,910,930,2019-08-15,2019-09-13,0.09879431454581833,1.2590121,0.09866841333977105,20,TRAIN
I2,RYN,3787,910,2019-08-15,261400.0,,910,930,2019-08-15,2019-09-13,0.03995565477244312,0.79840887,0.039875813885105194,20,TRAIN
I2,AES,108,910,2019-08-15,3050000.0,,910,930,2019-08-15,2019-09-13,0.06860142725799645,0.47506052,0.06855392120650916,20,TRAIN
I2,FG,1643,910,2019-08-15,736000.0,,910,930,2019-08-15,2019-09-13,0.12198435189770818,1.6243283,0.12182191906890649,20,TRAIN
I2,ASIX,380,910,2019-08-15,92829.0,,910,930,2019-08-15,2019-09-13,0.24107588571853267,2.1349566,0.24086239005912358,20,TRAIN
I2,CWH,1208,910,2019-08-15,180400.0,,910,930,2019-08-15,2019-09-13,0.27409636040045937,1.1218328,0.27398417711755085,20,TRAIN
I2,LYB,2658,910,2019-08-15,99932.8,,910,930,2019-08-15,2019-09-13,0.2045159933380727,0.42578417,0.20447341492160365,20,TRAIN
I2,KRP,2468,910,2019-08-15,73000.0,,910,930,2019-08-15,2019-09-13,-0.007688780685276453,9.238761,-0.008612656753831271,20,TRAIN
I2,ESI,1534,910,2019-08-15,65100.00000000001,,910,930,2019-08-15,2019-09-13,0.18650774382252489,0.69284475,0.186438459345603,20,TRAIN
I2,AMRC,255,910,2019-08-15,56600.0,,910,930,2019-08-15,2019-09-13,0.06223768316556977,4.714586,0.06176622459896186,20,TRAIN
I2,CPRI,1099,911,2019-08-16,1420037.4000000001,,911,931,2019-08-16,2019-09-16,0.14235127339307851,0.45825365,0.14230544802959244,20,TRAIN
I2,SXC,4186,911,2019-08-16,94406.34,,911,931,2019-08-16,2019-09-16,0.1463417411461534,1.2860527,0.14621313587411455,20,TRAIN
I2,ATEX,406,911,2019-08-16,140750.0,,911,931,2019-08-16,2019-09-16,-0.04348868590934141,1.5953206,-0.043648217973913384,20,TRAIN
I2,BJRI,623,911,2019-08-16,474048.0,,911,931,2019-08-16,2019-09-16,0.10427203740211222,0.7478075,0.10419725665225665,20,TRAIN
I2,KTB,2479,911,2019-08-16,251664.0,,911,931,2019-08-16,2019-09-16,0.08042781573754332,0.6733304,0.08036048269428142,20,TRAIN
I2,RILY,3692,911,2019-08-16,240837.43000000002,,911,931,2019-08-16,2019-09-16,0.17433413563107014,6.3581753,0.17369831810050518,20,TRAIN
I2,LKFN,2578,911,2019-08-16,425100.0,,911,931,2019-08-16,2019-09-16,0.03661871016345275,2.1279166,0.03640591851115049,20,TRAIN
I2,GPRE,1928,911,2019-08-16,107250.0,,911,931,2019-08-16,2019-09-16,0.4799997134539138,1.0677983,0.4798929336318236,20,TRAIN
I2,CLB,974,911,2019-08-16,76000.0,,911,931,2019-08-16,2019-09-16,0.3365332772109002,0.60704374,0.33647257283787324,20,TRAIN
I2,CFR,907,912,2019-08-19,2552400.0,,912,932,2019-08-19,2019-09-17,0.05009444639325755,0.58628213,0.050035818178356006,20,TRAIN
I2,UAL,4445,912,2019-08-19,820000.0,,912,932,2019-08-19,2019-09-17,0.07259504140355633,0.42763388,0.07255227801405484,20,TRAIN
I2,TH,4273,912,2019-08-19,381150.0,,912,932,2019-08-19,2019-09-17,-0.0014367988967677325,4.1443086,-0.00185122975906038,20,TRAIN
I2,WSBC,4747,912,2019-08-19,50640.0,,912,932,2019-08-19,2019-09-17,0.093874263351726,1.1795721,0.09375630613806529,20,TRAIN
I2,CRMD,1126,912,2019-08-19,50343.93,,912,932,2019-08-19,2019-09-17,0.007194158442871856,3.9314518,0.00680101324906035,20,TRAIN
I2,WH,4701,912,2019-08-19,499500.0,,912,932,2019-08-19,2019-09-17,0.051523176808664806,0.5208752,0.0514710892867567,20,TRAIN
I2,BANF,505,913,2019-08-20,106000.0,,913,933,2019-08-20,2019-09-18,0.06983715609423125,2.5075026,0.06958640584381537,20,TRAIN
I2,NWL,3130,913,2019-08-20,78800.0,,913,933,2019-08-20,2019-09-18,0.1594711655775325,0.4673959,0.15942442598633422,20,TRAIN
I2,NGL,3002,913,2019-08-20,763200.0,,913,933,2019-08-20,2019-09-18,0.08679919930106217,0.89418125,0.0867097811725801,20,TRAIN
I2,MKTX,2803,913,2019-08-20,358490.0,,913,933,2019-08-20,2019-09-18,-0.08347476311066315,0.4453463,-0.08351929774109634,20,TRAIN
I2,CMP,1015,913,2019-08-20,98920.0,,913,933,2019-08-20,2019-09-18,0.14197117162725847,0.77380687,0.14189379093764076,20,TRAIN
I2,BRX,730,913,2019-08-20,138750.0,,913,933,2019-08-20,2019-09-18,0.07421273170152354,0.51571095,0.07416116060525901,20,TRAIN
I2,TRV,4380,913,2019-08-20,103243.0,,913,933,2019-08-20,2019-09-18,0.0051556148251552525,0.43096763,0.005112518062189819,20,TRAIN
I2,VCTR,4549,913,2019-08-20,50433.600000000006,,913,933,2019-08-20,2019-09-18,0.06240611071909963,3.0442455,0.06210168616592138,20,TRAIN
I2,INGN,2240,913,2019-08-20,86020.0,,913,933,2019-08-20,2019-09-18,0.1587756673887104,0.57523614,0.15871814377331406,20,TRAIN
I2,ALB,186,914,2019-08-21,189195.16,,914,934,2019-08-21,2019-09-19,0.04155547044261798,0.45888197,0.04150958224396195,20,TRAIN
I2,TDS,4235,914,2019-08-21,124400.0,,914,934,2019-08-21,2019-09-19,0.05210409714300268,0.70574224,0.05203352292255814,20,TRAIN
I2,MTB,2894,914,2019-08-21,153247.75,,914,934,2019-08-21,2019-09-19,0.0723190244879044,0.45586532,0.07227343795408903,20,TRAIN
I2,BHC,596,914,2019-08-21,650289.54,,914,934,2019-08-21,2019-09-19,0.03348228230556427,0.49547,0.033432735307948436,20,TRAIN
I2,SKT,3960,914,2019-08-21,102340.0,,914,934,2019-08-21,2019-09-19,0.1029124006979476,0.53565,0.10285883569825849,20,TRAIN
I2,FORR,1713,915,2019-08-22,99195.20000000001,,915,935,2019-08-22,2019-09-20,0.049567053768487135,2.6183999,0.049305213794514025,20,TRAIN
I2,BHVN,604,915,2019-08-22,188250.0,,915,935,2019-08-22,2019-09-20,0.21319509311343432,0.5931106,0.21313578204991068,20,TRAIN
I2,EAT,1400,915,2019-08-22,60800.0,,915,935,2019-08-22,2019-09-20,0.08550275711253086,0.5261896,0.08545013815104063,20,TRAIN
I2,MGPI,2767,915,2019-08-22,119375.0,,915,935,2019-08-22,2019-09-20,0.10255227881017892,0.95167756,0.1024571110526431,20,TRAIN
I2,IHRT,2197,915,2019-08-22,264800.0,,915,935,2019-08-22,2019-09-20,0.13878175310001817,1.6410435,0.13861764875092186,20,TRAIN
I2,KLXE,2433,915,2019-08-22,896280.0,,915,935,2019-08-22,2019-09-20,-0.1200733435721607,1.9690155,-0.1202702451151102,20,TRAIN
I2,ARCT,335,915,2019-08-22,51584.619999999995,,915,935,2019-08-22,2019-09-20,0.21284420129027382,5.460216,0.21229817967046216,20,TRAIN
I2,CDXS,883,916,2019-08-23,133000.0,,916,936,2019-08-23,2019-09-23,0.1300623144327122,1.183459,0.1299439685301198,20,TRAIN
I2,BCSF,547,916,2019-08-23,264550.88,,916,936,2019-08-23,2019-09-23,0.03461645230379973,2.6535678,0.03435109551026572,20,TRAIN
I2,CFG,906,916,2019-08-23,486750.00000000006,,916,936,2019-08-23,2019-09-23,0.12882649375705002,0.44041622,0.12878245213459083,20,TRAIN
I2,CNOB,1039,916,2019-08-23,214935.0,,916,936,2019-08-23,2019-09-23,0.10754600300010586,2.5064464,0.10729535836749071,20,TRAIN
I2,MOS,2843,916,2019-08-23,249691.58000000002,,916,936,2019-08-23,2019-09-23,0.1630154690240413,0.44990575,0.1629704784493622,20,TRAIN
I2,FOSL,1714,917,2019-08-26,986000.0,,917,937,2019-08-26,2019-09-24,0.011314217951187588,0.7341454,0.01124080340789324,20,TRAIN
I2,PTEN,3539,917,2019-08-26,202000.0,,917,937,2019-08-26,2019-09-24,0.12289935942307295,0.5464391,0.122844715511647,20,TRAIN
I2,NCMI,2965,917,2019-08-26,1291500.0,,917,937,2019-08-26,2019-09-24,0.06834891132180743,2.1209862,0.06813681270446792,20,TRAIN
I2,DFIN,1272,917,2019-08-26,2371406.3400000003,,917,937,2019-08-26,2019-09-24,0.08668457741597924,2.963831,0.08638819430936384,20,TRAIN
I2,ASTE,394,917,2019-08-26,56000.0,,917,937,2019-08-26,2019-09-24,0.16954588862391273,1.9890913,0.16934697949873834,20,TRAIN
I2,ELAN,1456,918,2019-08-27,404400.0,,918,938,2019-08-27,2019-09-25,0.053083602840371835,0.44508457,0.05303909438155818,20,TRAIN
I2,KMI,2435,918,2019-08-27,7980000.0,,918,938,2019-08-27,2019-09-25,0.023099887326390345,0.42213368,0.023057673959266722,20,TRAIN
I2,JCI,2347,918,2019-08-27,257508.0,,918,938,2019-08-27,2019-09-25,0.047087736658812274,0.42989668,0.047044746990666964,20,TRAIN
I2,MGM,2764,918,2019-08-27,250126.55000000002,,918,938,2019-08-27,2019-09-25,0.018599605051438317,0.4406706,0.018555537992231308,20,TRAIN
I2,PFE,3378,918,2019-08-27,104160.0,,918,938,2019-08-27,2019-09-25,0.045174460785296855,0.406403,0.0451338204838474,20,TRAIN
I2,VFC,4566,918,2019-08-27,157860.0,,918,938,2019-08-27,2019-09-25,0.09919955196875097,0.44318637,0.09915523333239551,20,TRAIN
I2,DHR,1286,918,2019-08-27,348800.0,,918,938,2019-08-27,2019-09-25,0.041209655117149246,0.41894224,0.041167760891716476,20,TRAIN
I2,SUPN,4166,919,2019-08-28,190008.0,,919,939,2019-08-28,2019-09-26,0.027456040656734793,0.7458827,0.027381452385061955,20,TRAIN
I2,W,4660,919,2019-08-28,875760.0,,919,939,2019-08-28,2019-09-26,0.03071379006812891,0.42358136,0.030671431931276638,20,TRAIN
I2,PNC,3451,919,2019-08-28,124380.0,,919,939,2019-08-28,2019-09-26,0.10701940393303722,0.42048708,0.10697735522447238,20,TRAIN
I2,BUSE,761,919,2019-08-28,180450.0,,919,939,2019-08-28,2019-09-26,0.04050346795921689,2.3553798,0.040267929975390526,20,TRAIN
I2,PH,3396,919,2019-08-28,411813.99999999994,,919,939,2019-08-28,2019-09-26,0.130828327360327,0.44666734,0.13078366062760738,20,TRAIN
I2,SRCE,4093,919,2019-08-28,88680.0,,919,939,2019-08-28,2019-09-26,0.06044706712127712,3.285877,0.0601184794330043,20,TRAIN
I2,TKR,4297,920,2019-08-29,190200.0,,920,940,2019-08-29,2019-09-27,0.0851189155840355,0.643882,0.08505452738275454,20,TRAIN
I2,TRC,4355,920,2019-08-29,174962.11,,920,940,2019-08-29,2019-09-27,0.026849634331216343,5.5080395,0.02629883036998404,20,TRAIN
I2,BG,586,921,2019-08-30,5238000.0,,921,941,2019-08-30,2019-09-30,0.060014000325552264,0.5073143,0.05996326889298631,20,TRAIN
I2,EWBC,1569,921,2019-08-30,97975.0,,921,941,2019-08-30,2019-09-30,0.07674424286191894,0.5446088,0.07668978198448273,20,TRAIN
I2,INTC,2257,921,2019-08-30,498952.60000000003,,921,941,2019-08-30,2019-09-30,0.08704027142289394,0.40560266,0.08699971115697824,20,TRAIN
I2,RLI,3710,921,2019-08-30,90790.0,,921,941,2019-08-30,2019-09-30,0.014827723229256629,0.90279293,0.014737443932983263,20,TRAIN
I2,QCOM,3570,921,2019-08-30,199737.2,,921,941,2019-08-30,2019-09-30,-0.011363659249422065,0.40984938,-0.011404644187517854,20,TRAIN
I2,UNH,4483,921,2019-08-30,455100.0,,921,941,2019-08-30,2019-09-30,-0.0668897958250122,0.40651467,-0.06693044729141862,20,TRAIN
I2,DBD,1243,921,2019-08-30,99996.0,,921,941,2019-08-30,2019-09-30,-0.000891980087461608,0.8210572,-0.0009740858057818436,20,TRAIN
I2,NSP,3081,921,2019-08-30,243375.0,,921,941,2019-08-30,2019-09-30,-0.001528746659221647,0.5428771,-0.0015830343652286638,20,TRAIN
I2,SJM,3955,921,2019-08-30,103420.0,,921,941,2019-08-30,2019-09-30,0.046307091730362515,0.46048346,0.04626104338424142,20,TRAIN
I2,CNNE,1037,922,2019-09-03,569800.0,,922,942,2019-09-03,2019-10-01,-0.011019379348329528,1.3310311,-0.011152482457294388,20,TRAIN
I2,MTX,2911,923,2019-09-04,71985.0,,923,943,2019-09-04,2019-10-02,0.0374524694305538,1.04072,0.03734839742884932,20,TRAIN
I2,PVH,3551,923,2019-09-04,9985293.45,,923,943,2019-09-04,2019-10-02,0.022438135698559236,0.4513943,0.022392996268701282,20,TRAIN
I2,MOV,2844,923,2019-09-04,63792.5,,923,943,2019-09-04,2019-10-02,0.07501642289076904,1.3793671,0.07487848617398618,20,TRAIN
I2,STT,4151,923,2019-09-04,353010.0,,923,943,2019-09-04,2019-10-02,0.10218065586558822,0.43646967,0.10213700889834598,20,TRAIN
I2,CTVA,1174,924,2019-09-05,551790.0,,924,944,2019-09-05,2019-10-03,-0.05551310590463121,0.44563296,-0.0555576692023374,20,TRAIN
I2,PAHC,3309,924,2019-09-05,106050.0,,924,944,2019-09-05,2019-10-03,0.0027731174805516456,1.3015108,0.002642966402213842,20,TRAIN
