symbol,si,S,value,n_owners,cell,signal_date
TRN,4365,401,3124770.0,2.0,I1,2017-08-07
PLSE,3433,401,6646366.8,2.0,I1,2017-08-07
IART,2153,401,372341.5,2.0,I1,2017-08-07
WMS,4729,402,120841.51999999999,4.0,I1,2017-08-08
RRC,3750,402,197649.99999999997,2.0,I1,2017-08-08
RNST,3730,403,253240.0,2.0,I1,2017-08-09
MNRO,2828,404,272415.49,2.0,I1,2017-08-10
PAGP,3307,404,1501500.0,2.0,I1,2017-08-10
VIRT,4586,405,10441269.12,2.0,I1,2017-08-11
INN,2246,405,167640.0,2.0,I1,2017-08-11
JCAP,2346,405,119050.0,2.0,I1,2017-08-11
CAPL,813,406,1339045.0,2.0,I1,2017-08-14
APLE,306,406,651940.0,2.0,I1,2017-08-14
UFI,4460,406,172176.02,2.0,I1,2017-08-14
MSBI,2878,406,119676.19,2.0,I1,2017-08-14
BAH,499,407,370125.0,2.0,I1,2017-08-15
HRTG,2097,407,320574.0,2.0,I1,2017-08-15
PRK,3497,407,294890.0,2.0,I1,2017-08-15
HRI,2093,407,3351085.82,2.0,I1,2017-08-15
APA,298,407,150491.0,2.0,I1,2017-08-15
XNCR,4799,407,865260.0,2.0,I1,2017-08-15
NGVC,3006,407,119762.04,4.0,I1,2017-08-15
UNIT,4484,408,148816.0,2.0,I1,2017-08-16
OXY,3296,408,1233500.0,2.0,I1,2017-08-16
CYH,1221,408,5840000.0,2.0,I1,2017-08-16
MX,2926,408,519511.0,2.0,I1,2017-08-16
TISI,4288,409,111953.0,2.0,I1,2017-08-17
LNG,2592,410,251900.0,2.0,I1,2017-08-18
NLY,3025,410,380873.0,2.0,I1,2017-08-18
DIN,1290,410,2692410.26,2.0,I1,2017-08-18
TBBK,4219,410,3334500.0,2.0,I1,2017-08-18
SND,4020,411,528060.0,2.0,I1,2017-08-21
GABC,1789,411,104927.357,5.0,I1,2017-08-21
LYTS,2663,412,152867.0,4.0,I1,2017-08-22
SBH,3831,412,255755.0,2.0,I1,2017-08-22
METC,2748,412,103691.4,3.0,I1,2017-08-22
ENR,1492,412,531618.0,2.0,I1,2017-08-22
RIG,3690,412,121260.0,2.0,I1,2017-08-22
CRMT,1127,412,599127.6,2.0,I1,2017-08-22
KMT,2438,413,1062782.1,2.0,I1,2017-08-23
FOSL,1714,414,379396.51,2.0,I1,2017-08-24
LE,2529,414,6261593.600000001,6.0,I1,2017-08-24
OPK,3237,414,2661104.38,2.0,I1,2017-08-24
MATX,2689,414,194047.0,2.0,I1,2017-08-24
DBD,1243,415,203500.80000000002,2.0,I1,2017-08-25
MG,2760,415,181255.0,2.0,I1,2017-08-25
M,2669,415,405144.0,2.0,I1,2017-08-25
BRX,730,415,487344.0,2.0,I1,2017-08-25
SAFE,3797,416,3672940.23,3.0,I1,2017-08-28
BBW,528,416,170200.0,2.0,I1,2017-08-28
COTY,1084,417,42382000.0,2.0,I1,2017-08-29
PII,3407,418,384476.27,2.0,I1,2017-08-30
ULTA,4474,419,516580.0,2.0,I1,2017-08-31
FSP,1748,421,1008000.1000000001,2.0,I1,2017-09-05
JILL,2353,421,343200.0,2.0,I1,2017-09-05
PSEC,3520,423,320549.71,2.0,I1,2017-09-07
CAC,798,424,123092.0,2.0,I1,2017-09-08
GCO,1814,424,713000.0,2.0,I1,2017-09-08
INCY,2230,425,22546128.0,2.0,I1,2017-09-11
APO,309,426,4068546.6599999997,2.0,I1,2017-09-12
TRN,4365,426,43197469.41,6.0,I1,2017-09-12
GEL,1834,427,944759.13,2.0,I1,2017-09-13
NWL,3130,428,305250.0,2.0,I1,2017-09-14
SJM,3955,428,1161300.0,2.0,I1,2017-09-14
BCBP,534,429,275625.0,2.0,I1,2017-09-15
PLSE,3433,431,703278.5,2.0,I1,2017-09-19
LXRX,2656,431,356855.21,2.0,I1,2017-09-19
LKFN,2578,431,425404.68999999994,2.0,I1,2017-09-19
SYY,4200,432,7506329.6,2.0,I1,2017-09-20
MNR,2827,432,156999.9728,3.0,I1,2017-09-20
ALDX,188,434,2900000.0,2.0,I1,2017-09-22
INBK,2226,435,213205.0,2.0,I1,2017-09-25
SAFE,3797,436,5224525.59,3.0,I1,2017-09-26
TYG,4436,437,2000000000000.0,2.0,I1,2017-09-27
APPN,314,438,1171383.12,2.0,I1,2017-09-28
HOS,2076,442,112139.28,6.0,I1,2017-10-04
LB,2517,444,1365340.0,2.0,I1,2017-10-06
PAG,3306,456,99999957.67999999,2.0,I1,2017-10-24
APPN,314,458,1802886.3599999999,2.0,I1,2017-10-26
BCO,543,459,332313.0,2.0,I1,2017-10-27
XNCR,4799,460,1487306.53,2.0,I1,2017-10-30
TRN,4365,461,14784056.0,2.0,I1,2017-10-31
ARR,356,461,113747.0,2.0,I1,2017-10-31
ARI,342,462,61589600.00000001,2.0,I1,2017-11-01
LE,2529,464,1321182.9200000002,2.0,I1,2017-11-03
FNB,1700,465,114570.0,2.0,I1,2017-11-06
OHI,3191,465,3097800.0,2.0,I1,2017-11-06
TRC,4355,465,107262.0,2.0,I1,2017-11-06
XPER,4804,466,118387.0,2.0,I1,2017-11-07
ARCC,331,467,135905.25,2.0,I1,2017-11-08
WMK,4728,467,156115.0,2.0,I1,2017-11-08
CHD,919,467,269184.36,2.0,I1,2017-11-08
BBW,528,468,154000.0,2.0,I1,2017-11-09
CAKE,805,469,1101993.99,2.0,I1,2017-11-10
GEL,1834,469,330875.0,2.0,I1,2017-11-10
HAIN,1991,469,206660.0,2.0,I1,2017-11-10
QSR,3593,471,25322862.4,2.0,I1,2017-11-14
JOE,2364,471,667128.0,2.0,I1,2017-11-14
UFI,4460,471,413157.78,2.0,I1,2017-11-14
NLY,3025,471,3370019.9999999995,2.0,I1,2017-11-14
CRBP,1109,471,101212.0,3.0,I1,2017-11-14
NEWT,2990,471,111706.76000000001,5.0,I1,2017-11-14
LXRX,2656,472,4074619.0200000005,2.0,I1,2017-11-15
AES,108,472,300327.44,2.0,I1,2017-11-15
WD,4677,472,101553.79000000001,2.0,I1,2017-11-15
BXC,781,472,140520.0,2.0,I1,2017-11-15
XRAY,4810,472,8377580.0,2.0,I1,2017-11-15
PSEC,3520,472,568495.0,2.0,I1,2017-11-15
WVE,4767,473,18640000.0,2.0,I1,2017-11-16
MMLP,2818,473,139385.0,3.0,I1,2017-11-16
COTY,1084,473,60534000.0,2.0,I1,2017-11-16
CODI,1059,473,995900.0,2.0,I1,2017-11-16
APO,309,474,7529616.640000001,2.0,I1,2017-11-17
UMH,4478,474,131045.659,3.0,I1,2017-11-17
SCM,3852,474,1217865.57,2.0,I1,2017-11-17
WMB,4726,474,327180.0,2.0,I1,2017-11-17
GE,1823,475,1196520.0,2.0,I1,2017-11-20
PNR,3455,476,44901966.22,2.0,I1,2017-11-21
GPRE,1928,476,1452985.8,2.0,I1,2017-11-21
SYF,4192,477,134400.0,2.0,I1,2017-11-22
FOSL,1714,478,739775.0,2.0,I1,2017-11-24
SD,3860,478,6404278.8,2.0,I1,2017-11-24
FISI,1662,478,113577.4,5.0,I1,2017-11-24
JCI,2347,480,1724640.0,2.0,I1,2017-11-28
XNCR,4799,481,504370.65,2.0,I1,2017-11-29
WLKP,4721,481,114238.0,2.0,I1,2017-11-29
APPN,314,482,45394178.68,5.0,I1,2017-11-30
GLAD,1874,483,138592.12,2.0,I1,2017-12-01
TYG,4436,483,138500.2,3.0,I1,2017-12-01
WSC,4750,484,830762899.1999999,2.0,I1,2017-12-04
PNNT,3454,486,156600.0,2.0,I1,2017-12-06
NCMI,2965,487,796800.0,2.0,I1,2017-12-07
IMMR,2213,488,3538099.33,2.0,I1,2017-12-08
ITRI,2314,489,3398851.2300000004,2.0,I1,2017-12-11
NMFC,3028,489,111088.0,2.0,I1,2017-12-11
ADC,72,490,213966.6,2.0,I1,2017-12-12
HCI,2009,491,212940.0,2.0,I1,2017-12-13
JOE,2364,491,20902022.0,3.0,I1,2017-12-13
PSEC,3520,492,11561088.0,2.0,I1,2017-12-14
PLSE,3433,492,485256.64,2.0,I1,2017-12-14
VST,4635,493,253559.99999999997,2.0,I1,2017-12-15
JILL,2353,494,273000.0,2.0,I1,2017-12-18
FRME,1728,495,137749.9272,3.0,I1,2017-12-19
GAM,1796,495,268808.0,2.0,I1,2017-12-19
SCM,3852,497,252009.8,2.0,I1,2017-12-21
BBW,528,498,5548750.0,3.0,I1,2017-12-22
HTH,2116,500,501599.99999999994,2.0,I1,2017-12-27
CQP,1103,500,2295515.88,2.0,I1,2017-12-27
SYBT,4191,501,142559.77000000002,8.0,I1,2017-12-28
FBNC,1609,502,117040.0,2.0,I1,2017-12-29
RM,3713,505,123307.8,2.0,I1,2018-01-04
GABC,1789,505,111430.1221,3.0,I1,2018-01-04
CODI,1059,507,163193.84,2.0,I1,2018-01-08
TPB,4340,507,6240000.0,2.0,I1,2018-01-08
SKY,3962,509,312752.16000000003,2.0,I1,2018-01-10
PLAY,3420,509,677133.6,2.0,I1,2018-01-10
CYH,1221,511,10304422.98,5.0,I1,2018-01-12
KALA,2380,512,2754641.54,2.0,I1,2018-01-16
AGIO,129,518,114054636.0,2.0,I1,2018-01-24
OPK,3237,519,1355650.0,2.0,I1,2018-01-25
LPG,2612,522,16060000.0,2.0,I1,2018-01-30
TCPC,4226,523,175531.0,2.0,I1,2018-01-31
PBH,3335,528,517605.0,2.0,I1,2018-02-07
MATW,2688,529,308071.0,2.0,I1,2018-02-08
POST,3468,529,299693.3,2.0,I1,2018-02-08
HOS,2076,530,111785.04000000001,6.0,I1,2018-02-09
KKR,2423,530,15217999.999999998,2.0,I1,2018-02-09
BCO,543,531,981730.0,2.0,I1,2018-02-12
GLAD,1874,531,133193.58,4.0,I1,2018-02-12
GAM,1796,531,140065.25,2.0,I1,2018-02-12
T,4203,532,120961.0,2.0,I1,2018-02-13
EPC,1508,532,250548.22,2.0,I1,2018-02-13
MAA,2671,532,416276.0,2.0,I1,2018-02-13
FNB,1700,532,100412.5,2.0,I1,2018-02-13
KALA,2380,532,14483373.199999997,2.0,I1,2018-02-13
TRV,4380,532,368619.2,2.0,I1,2018-02-13
BW,768,532,3390000.0,2.0,I1,2018-02-13
GLPI,1888,533,4138200.0,2.0,I1,2018-02-14
CNX,1050,533,467485.0,2.0,I1,2018-02-14
MRAM,2859,533,199997.0,2.0,I1,2018-02-14
SMPL,4007,533,279000.0,2.0,I1,2018-02-14
MPAA,2847,533,124968.0,3.0,I1,2018-02-14
NBN,2958,533,219025.0,2.0,I1,2018-02-14
OLN,3204,534,233089.0,2.0,I1,2018-02-15
COTY,1084,534,15814251.000000002,2.0,I1,2018-02-15
MX,2926,534,266486.0,3.0,I1,2018-02-15
BZH,790,535,569395.2,2.0,I1,2018-02-16
TMUS,4315,536,33412800.0,2.0,I1,2018-02-20
IDXX,2183,536,357630.0,2.0,I1,2018-02-20
ARR,356,537,137360.0,2.0,I1,2018-02-21
AFL,121,538,227121.5,2.0,I1,2018-02-22
HCA,2006,539,5791311.0,2.0,I1,2018-02-23
CMG,1012,540,1098540.0,2.0,I1,2018-02-26
NHI,3009,540,163420.0,2.0,I1,2018-02-26
PI,3405,541,508661.14999999997,2.0,I1,2018-02-27
MLI,2808,541,377192.0,2.0,I1,2018-02-27
PFLT,3384,542,668765.0,2.0,I1,2018-02-28
FSP,1748,542,100833.51999999999,4.0,I1,2018-02-28
PRIM,3496,542,176581.07,2.0,I1,2018-02-28
BKD,625,543,203000.0,2.0,I1,2018-03-01
ANGI,278,543,142759.4,2.0,I1,2018-03-01
GPOR,1927,544,121700.0,2.0,I1,2018-03-02
FTAI,1753,544,444480.0,2.0,I1,2018-03-02
CRC,1111,544,545615.3999999999,3.0,I1,2018-03-02
ATRC,427,545,211470.0,2.0,I1,2018-03-05
TRN,4365,545,22995000.0,2.0,I1,2018-03-05
W,4660,545,631730.0,2.0,I1,2018-03-05
WLKP,4721,545,104990.0,2.0,I1,2018-03-05
APLE,306,545,109167.90000000001,2.0,I1,2018-03-05
LIND,2570,546,277800.0,2.0,I1,2018-03-06
TSLX,4390,546,203665.1912,2.0,I1,2018-03-06
RIG,3690,546,27860000.0,2.0,I1,2018-03-06
BSM,738,547,507232.4,2.0,I1,2018-03-07
NMFC,3028,547,266799.0,2.0,I1,2018-03-07
EARN,1399,549,267851.65,2.0,I1,2018-03-09
JOE,2364,549,488203.0,2.0,I1,2018-03-09
FOR,1711,549,120090.0,2.0,I1,2018-03-09
ERIE,1522,550,206750.16,2.0,I1,2018-03-12
MDLZ,2733,550,91072244.0,2.0,I1,2018-03-12
ECL,1413,550,53057713.120000005,2.0,I1,2018-03-12
BGS,591,550,293701.0,2.0,I1,2018-03-12
FDUS,1628,551,116515.0,3.0,I1,2018-03-13
SCM,3852,551,442040.0,2.0,I1,2018-03-13
BRX,730,552,128265.0,2.0,I1,2018-03-14
CRVS,1137,552,1927851.0,2.0,I1,2018-03-14
WTTR,4764,553,443006.47000000003,2.0,I1,2018-03-15
UMBF,4476,553,114369.1758,2.0,I1,2018-03-15
CASY,826,553,694932.0,2.0,I1,2018-03-15
CVNA,1197,554,2953260.0,2.0,I1,2018-03-16
BXC,781,554,100298.5,3.0,I1,2018-03-16
VERI,4562,554,148838.52000000002,2.0,I1,2018-03-16
APPN,314,556,1054435.9,2.0,I1,2018-03-20
WPC,4738,556,375045.8,2.0,I1,2018-03-20
RBBN,3617,556,941500.0,2.0,I1,2018-03-20
UMH,4478,556,250999.9275,2.0,I1,2018-03-20
CAC,798,556,115504.65,5.0,I1,2018-03-20
MNR,2827,556,155999.97420000003,2.0,I1,2018-03-20
KINS,2420,557,124451.19999999998,2.0,I1,2018-03-21
KTOS,2482,557,108080.0,2.0,I1,2018-03-21
GNL,1901,557,200280.0,2.0,I1,2018-03-21
NCMI,2965,557,102677.76,2.0,I1,2018-03-21
PSEC,3520,558,574409.0,2.0,I1,2018-03-22
SYBT,4191,559,126479.99999999999,2.0,I1,2018-03-23
SLB,3970,561,970750.0000000002,2.0,I1,2018-03-27
APO,309,561,6068000.0,2.0,I1,2018-03-27
OXSQ,3293,562,105115.03000000001,2.0,I1,2018-03-28
FENC,1636,564,107006.0,4.0,I1,2018-04-02
ANGI,278,564,112470426.82000001,7.0,I1,2018-04-02
HRTX,2098,565,10000016.0,2.0,I1,2018-04-03
INSW,2255,567,126439.57999999999,2.0,I1,2018-04-05
ACRS,61,570,188237.5,2.0,I1,2018-04-10
TEX,4256,571,376932.39,2.0,I1,2018-04-11
AVGO,453,576,49260915.0,2.0,I1,2018-04-18
APPN,314,577,529823.7000000001,2.0,I1,2018-04-19
SMPL,4007,582,151123.8,2.0,I1,2018-04-26
APO,309,583,7207000.0,4.0,I1,2018-04-27
RDN,3640,585,359422.0,2.0,I1,2018-05-01
CFR,907,586,3158626.33,2.0,I1,2018-05-02
PM,3444,586,737640.0,2.0,I1,2018-05-02
FAST,1599,586,107678.25,3.0,I1,2018-05-02
ANGI,278,588,595811.5800000001,2.0,I1,2018-05-04
CLBK,975,588,5244063.0,14.0,I1,2018-05-04
KN,2441,588,103648.0,2.0,I1,2018-05-04
JOE,2364,589,251282.52,4.0,I1,2018-05-07
KMPR,2437,589,206000.0,2.0,I1,2018-05-07
SAFE,3797,589,624644.8400000001,3.0,I1,2018-05-07
AIG,151,590,196174.3,2.0,I1,2018-05-08
CVS,1200,590,2131846.0,2.0,I1,2018-05-08
MDB,2727,590,34515000.0,2.0,I1,2018-05-08
DBD,1243,591,157440.0,2.0,I1,2018-05-09
GTES,1963,591,164588.0,2.0,I1,2018-05-09
SBH,3831,591,350470.0,2.0,I1,2018-05-09
XRAY,4810,592,3237200.0,2.0,I1,2018-05-10
AYI,484,592,713970.3,2.0,I1,2018-05-10
BAND,504,592,126000.0,4.0,I1,2018-05-10
CODI,1059,592,1246560.0,2.0,I1,2018-05-10
PBI,3337,592,188322.0,2.0,I1,2018-05-10
BRX,730,592,314875.0,2.0,I1,2018-05-10
MTSI,2906,592,221800.0,2.0,I1,2018-05-10
GOGO,1912,593,1987807.4,2.0,I1,2018-05-11
AMH,239,593,419037.4,2.0,I1,2018-05-11
AMP,247,593,1506695.3599999999,2.0,I1,2018-05-11
IFF,2189,593,102462302.1,2.0,I1,2018-05-11
EARN,1399,593,190225.0,2.0,I1,2018-05-11
HII,2040,595,420123.2,2.0,I1,2018-05-15
CWH,1208,595,425800.0,2.0,I1,2018-05-15
LCII,2522,595,955961.0,2.0,I1,2018-05-15
EFC,1429,596,692706.34,2.0,I1,2018-05-16
EXTR,1585,597,557025.6299999999,2.0,I1,2018-05-17
KTOS,2482,597,184292.8,2.0,I1,2018-05-17
SND,4020,597,198000.0,2.0,I1,2018-05-17
LADR,2503,598,399400.0,2.0,I1,2018-05-18
HGV,2034,598,1106975.0,2.0,I1,2018-05-18
AMPH,250,598,481799.99999999994,2.0,I1,2018-05-18
FNB,1700,599,150252.8,3.0,I1,2018-05-21
COTY,1084,599,571300.0,2.0,I1,2018-05-21
FLR,1684,599,2244579.73,2.0,I1,2018-05-21
FOR,1711,599,111375.0,2.0,I1,2018-05-21
ADT,86,600,990921.0,2.0,I1,2018-05-22
NWL,3130,601,132790.0,2.0,I1,2018-05-23
MAA,2671,601,104279.2,2.0,I1,2018-05-23
ITRI,2314,601,8976000.0,2.0,I1,2018-05-23
EDIT,1420,601,630076.0,2.0,I1,2018-05-23
ECC,1408,603,8019975000.0,2.0,I1,2018-05-25
FIX,1669,605,428502.28,2.0,I1,2018-05-30
LXRX,2656,606,1527824.58,2.0,I1,2018-05-31
RUN,3764,606,5196767.48,2.0,I1,2018-05-31
VKTX,4592,607,248090.0,2.0,I1,2018-06-01
CLBK,975,608,381896.74,2.0,I1,2018-06-04
HASI,1996,609,225790.0,2.0,I1,2018-06-05
DLTR,1308,610,447327.5,2.0,I1,2018-06-06
EOLS,1502,610,384634.98,2.0,I1,2018-06-06
RM,3713,610,355703.92,2.0,I1,2018-06-06
USNA,4518,610,1408221.4200000002,2.0,I1,2018-06-06
HWKN,2138,612,264474.0,2.0,I1,2018-06-08
AXON,477,612,49999999.0,2.0,I1,2018-06-08
NCMI,2965,614,3277976.0,2.0,I1,2018-06-12
AMH,239,614,2967050.0,2.0,I1,2018-06-12
TPB,4340,614,2816000.0,2.0,I1,2018-06-12
UMBF,4476,616,157064.59999999998,2.0,I1,2018-06-14
IFF,2189,616,131599306.12,2.0,I1,2018-06-14
LKQ,2579,617,173293.6,2.0,I1,2018-06-15
MNR,2827,620,163999.954,2.0,I1,2018-06-20
GABC,1789,620,1015819.0700000001,2.0,I1,2018-06-20
CPF,1093,620,143040.0,2.0,I1,2018-06-20
FOR,1711,621,113625.0,2.0,I1,2018-06-21
JCAP,2346,624,1874964.2,2.0,I1,2018-06-26
GRBK,1933,627,112347.5,3.0,I1,2018-06-29
LXRX,2656,628,49323955.59999998,10.0,I1,2018-07-02
OFG,3177,628,865405.6,2.0,I1,2018-07-02
ABBV,18,628,596172.1900000001,2.0,I1,2018-07-02
RUN,3764,630,1694621.04,2.0,I1,2018-07-05
EVER,1555,631,108000.0,2.0,I1,2018-07-06
OPK,3237,631,718655.4,2.0,I1,2018-07-06
GABC,1789,640,105001.51000000001,6.0,I1,2018-07-19
HAFC,1989,647,247950.0,2.0,I1,2018-07-30
T,4203,647,1544593.0,2.0,I1,2018-07-30
INBK,2226,648,170225.0,2.0,I1,2018-07-31
WAL,4664,648,130431.84000000001,2.0,I1,2018-07-31
SYF,4192,649,590400.0,2.0,I1,2018-08-01
PII,3407,649,628410.0,2.0,I1,2018-08-01
LAD,2502,649,202561.5,2.0,I1,2018-08-01
FHN,1649,650,154075.0,2.0,I1,2018-08-02
MLM,2810,650,1209389.0,2.0,I1,2018-08-02
ABCB,19,651,101571.0,2.0,I1,2018-08-03
RUN,3764,652,13830000.0,2.0,I1,2018-08-06
MX,2926,652,2536866.0,2.0,I1,2018-08-06
CZR,1228,653,1050400.0,2.0,I1,2018-08-07
CDE,873,653,132100.0,2.0,I1,2018-08-07
GHC,1854,653,1074604.5,2.0,I1,2018-08-07
MGPI,2767,654,452650.0,2.0,I1,2018-08-08
APPN,314,654,12834061.68,2.0,I1,2018-08-08
MTSI,2906,654,1050000.0,2.0,I1,2018-08-08
KTOS,2482,655,253900.0,2.0,I1,2018-08-09
TWI,4423,655,864200.0,2.0,I1,2018-08-09
NWL,3130,655,1548250.0,2.0,I1,2018-08-09
VECO,4553,656,221240.0,2.0,I1,2018-08-10
OCFC,3167,657,136334.25,2.0,I1,2018-08-13
CNOB,1039,657,173670.0,2.0,I1,2018-08-13
OPK,3237,657,109100.0,2.0,I1,2018-08-13
NCMI,2965,658,1479200.0,2.0,I1,2018-08-14
APLE,306,658,101640.42999999998,2.0,I1,2018-08-14
VREX,4620,658,481160.0,2.0,I1,2018-08-14
HRTG,2097,658,131968.12,2.0,I1,2018-08-14
FPI,1720,659,122811.12,2.0,I1,2018-08-15
OCSL,3169,659,115472.79999999999,2.0,I1,2018-08-15
OCUL,3170,660,183912.0,2.0,I1,2018-08-16
KOP,2453,660,215130.0,2.0,I1,2018-08-16
BKD,625,660,128040.0,2.0,I1,2018-08-16
CLBK,975,660,121916.84000000001,2.0,I1,2018-08-16
KDP,2395,660,737060.48,2.0,I1,2018-08-16
SBH,3831,661,278680.0,2.0,I1,2018-08-17
HGV,2034,662,1310060.0,2.0,I1,2018-08-20
EARN,1399,665,7589624.91,9.0,I1,2018-08-23
LILA,2565,668,1054556.1600000001,2.0,I1,2018-08-28
PCB,3344,669,107229.68,2.0,I1,2018-08-29
DDS,1260,669,839520.0,2.0,I1,2018-08-29
BNED,671,669,198242.8,2.0,I1,2018-08-29
COTY,1084,669,12629400.0,2.0,I1,2018-08-29
WMS,4729,670,1254035.2,2.0,I1,2018-08-30
APA,298,670,444270.0,2.0,I1,2018-08-30
ARCC,331,671,160432.0,2.0,I1,2018-08-31
AXP,478,672,146074.54,2.0,I1,2018-09-04
MGY,2775,672,270333.5,2.0,I1,2018-09-04
HY,2142,675,103571.24000000002,19.0,I1,2018-09-07
ADC,72,675,877020.0,2.0,I1,2018-09-07
AMH,239,675,9968980.0,2.0,I1,2018-09-07
NMFC,3028,676,198603.2,2.0,I1,2018-09-10
BCO,543,676,278960.0,2.0,I1,2018-09-10
TPB,4340,676,10593066.8,2.0,I1,2018-09-10
CLMT,985,676,109257.19,2.0,I1,2018-09-10
BLDR,640,676,2535800.0,2.0,I1,2018-09-10
VYGR,4656,679,150370.0,2.0,I1,2018-09-13
KDP,2395,680,1611437.04,4.0,I1,2018-09-14
FG,1643,681,656500.0,2.0,I1,2018-09-17
CWH,1208,682,986999.9999999999,2.0,I1,2018-09-18
NNBR,3040,682,103386.5,3.0,I1,2018-09-18
ANGI,278,682,2372838.24,2.0,I1,2018-09-18
BHC,596,682,3221100.0,2.0,I1,2018-09-18
MNR,2827,683,154999.90219999998,2.0,I1,2018-09-19
SSP,4115,683,105444.15,2.0,I1,2018-09-19
FBNC,1609,685,248737.5,2.0,I1,2018-09-21
ASB,372,686,150000.0,2.0,I1,2018-09-24
ACAD,34,687,161394.90000000002,2.0,I1,2018-09-25
RGLD,3677,690,193415.0,2.0,I1,2018-09-28
FATE,1600,690,100000008.0,2.0,I1,2018-09-28
NEOG,2981,691,353079.0,2.0,I1,2018-10-01
BBDC,519,691,852391.58,2.0,I1,2018-10-01
RUN,3764,692,324048.0,2.0,I1,2018-10-02
VSTM,4636,693,101556.0,2.0,I1,2018-10-03
HY,2142,695,2691597.66,59.0,I1,2018-10-05
APPN,314,696,2907910.62,2.0,I1,2018-10-08
IIPR,2202,696,1450000.0,2.0,I1,2018-10-08
KALA,2380,696,39999993.0,2.0,I1,2018-10-08
CAG,802,701,599955.0,2.0,I1,2018-10-15
FAST,1599,702,182005.0,2.0,I1,2018-10-16
SSP,4115,703,1760207.85,5.0,I1,2018-10-17
FPI,1720,704,148936.0,2.0,I1,2018-10-18
RPM,3748,704,320440.80000000005,2.0,I1,2018-10-18
PLAG,3419,705,10000003.5,2.0,I1,2018-10-19
AZZ,491,707,274330.0,2.0,I1,2018-10-23
FHN,1649,707,256444.0,2.0,I1,2018-10-23
KRYS,2475,707,1000000.0,2.0,I1,2018-10-23
SNX,4036,708,9596094.54,2.0,I1,2018-10-24
APO,309,708,5081010.0,2.0,I1,2018-10-24
CCI,859,709,676184.22,2.0,I1,2018-10-25
FFBC,1641,709,134417.24000000002,11.0,I1,2018-10-25
VFC,4566,710,889890.0,2.0,I1,2018-10-26
SXT,4188,710,192669.99999999997,2.0,I1,2018-10-26
URI,4503,711,108508.25,2.0,I1,2018-10-29
MLI,2808,711,278660.0,2.0,I1,2018-10-29
FNB,1700,712,168430.0,4.0,I1,2018-10-30
KLXE,2433,712,2807048.55,2.0,I1,2018-10-30
HUBB,2121,713,201763.08,2.0,I1,2018-10-31
HSY,2111,713,10000040.0,2.0,I1,2018-10-31
SYBT,4191,713,184799.6806,9.0,I1,2018-10-31
CLBK,975,713,110424.62,2.0,I1,2018-10-31
CENX,895,714,117350.0,2.0,I1,2018-11-01
VC,4546,714,200721.00000000003,2.0,I1,2018-11-01
ACCO,35,715,131142.84,2.0,I1,2018-11-02
BAND,504,715,126000.0,4.0,I1,2018-11-02
LKFN,2578,715,551270.0,2.0,I1,2018-11-02
MHK,2779,715,29918877.42,2.0,I1,2018-11-02
EQT,1519,716,886328.0,2.0,I1,2018-11-05
ZION,4854,716,334651.0,2.0,I1,2018-11-05
WMB,4726,716,257200.0,2.0,I1,2018-11-05
IBM,2161,716,149248.0,2.0,I1,2018-11-05
HY,2142,716,7364287.2700000005,59.0,I1,2018-11-05
UFI,4460,716,114066.34,2.0,I1,2018-11-05
HUN,2126,716,188683.1,2.0,I1,2018-11-05
INSM,2253,716,297540.0,2.0,I1,2018-11-05
LYB,2658,717,80148954.05,2.0,I1,2018-11-06
BDC,549,717,571093.15,2.0,I1,2018-11-06
RBB,3616,718,983378.7299999999,2.0,I1,2018-11-07
ARAY,329,718,235750.0,2.0,I1,2018-11-07
KEY,2404,718,275350.0,2.0,I1,2018-11-07
OLN,3204,718,871050.0,2.0,I1,2018-11-07
BG,586,718,388706.0,2.0,I1,2018-11-07
CHDN,920,718,1112915.0,2.0,I1,2018-11-07
FUN,1773,718,1787600.0,2.0,I1,2018-11-07
HRTG,2097,719,162650.0,2.0,I1,2018-11-08
SNDR,4023,719,493540.0,2.0,I1,2018-11-08
CSV,1153,719,530910.0,2.0,I1,2018-11-08
GE,1823,719,2284050.0,2.0,I1,2018-11-08
HPP,2086,719,308754.16000000003,2.0,I1,2018-11-08
SF,3892,719,409469.35,2.0,I1,2018-11-08
BWA,769,719,168477.9,2.0,I1,2018-11-08
CODI,1059,719,817249.5,2.0,I1,2018-11-08
AMH,239,720,28354998.0,2.0,I1,2018-11-09
CFR,907,720,5410063.83,2.0,I1,2018-11-09
NBR,2959,720,1110664.0,2.0,I1,2018-11-09
CPS,1101,720,1377024.0,2.0,I1,2018-11-09
BATRA,512,720,414240.0,2.0,I1,2018-11-09
PRGO,3490,721,390577.63,2.0,I1,2018-11-12
CWEN,1207,721,1171243.8,2.0,I1,2018-11-12
DLX,1309,721,200314.0,2.0,I1,2018-11-12
GABC,1789,721,276123.41,2.0,I1,2018-11-12
CWH,1208,721,200526.0,2.0,I1,2018-11-12
ECPG,1416,723,784050.0,2.0,I1,2018-11-14
KOP,2453,723,1448190.0,2.0,I1,2018-11-14
APLE,306,723,129650.0,2.0,I1,2018-11-14
GLPI,1888,723,840580.0,2.0,I1,2018-11-14
VAC,4537,723,651653.1,2.0,I1,2018-11-14
FULT,1772,723,133473.34000000003,2.0,I1,2018-11-14
BXC,781,723,159718.38,3.0,I1,2018-11-14
NCMI,2965,723,734000.0,2.0,I1,2018-11-14
