w,split,n,net,net_t,ex5,half1,half2,green,null50,null95,per_wk,wk_mean,worst
5,TRAIN,99,0.12146116413296092,1.2746649477335221,0.028243037502301487,0.23567333259242843,-0.2559355664287576,20.754716981132077,30.18867924528302,35.84905660377358,1.8679245283018868,22.688028772005907,-308.52164794582495
5,VAL,27,0.3899688971891706,1.521349664733628,0.2315213946029213,,,43.47826086956522,47.82608695652174,56.52173913043478,1.173913043478261,45.77895749612003,-229.1930830257556
10,TRAIN,145,0.11789919958440999,1.7368114025306693,0.0038434839495195506,0.16268187549281946,0.02151909273805057,35.84905660377358,39.62264150943396,47.16981132075472,2.7358490566037736,32.25544139573481,-222.9239290642725
10,VAL,50,0.151495461533081,0.8617712992455236,0.019775917462400545,,,34.78260869565217,43.47826086956522,52.17391304347826,2.1739130434782608,32.9337959854524,-213.6045702471971
