symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl,_composite,_quintile,_q_rank,_sized_pnl,month
VTAK,2023-01-12,3.70107,4928.893740000014,9.85823018748635,target,1,1,5.149051490514904,56716.0,1.991539548937776,68.58038632417049,2.0,0.2999999999999997,-3.6043360433604335,1.0,-0.4226993281350906,17.142857142857146,58.0920634920635,0.032788676976884,387079.3,17.792396949365504,-49.1013421245017,14.00959975127434,2.291347018556663,0.5029369501096498,-0.4285678271611134,0.290756472491918,1.247681234855052,3.0,12.0,3333.33375,328.5929570741154,0.2545437158417414,Q3,2,328.5929570741154,2023-01
NRGV,2023-01-18,4.33296,7178.181120000015,14.356929212362942,target,1,1,7.881773399014786,407490.0,3.1631234076758186,78.35535492233787,3.0,0.9828124999999984,6.268472906403947,1.0,2.1076219889361623,14.044943820224706,16.292134831460675,0.0172413793103452,1267855.95,12.27385470434427,-3.5629453681710297,7.65770062509004,0.4299518411377885,0.2230408741197369,0.0075182317119087,0.311737939009983,1.2567416775010616,2.0,18.0,3333.33375,478.545467818177,0.3011293061775949,Q4,0,478.545467818177,2023-01
ALBT,2023-01-19,3.55,0.0,0.0,no_fill,0,0,4.249291784702548,22868.0,0.8327339927622305,110.96692003731616,2.0,0.0,-3.682719546742207,0.0,-2.3101237746474284,7.294832826747713,28.875379939209733,0.168421052631579,305544.8,14.275535968977463,-32.15583017816302,203.57458026137087,1.6733912670089623,0.2603826890972142,0.0975985617054052,-0.5440751998773904,1.5001343599609327,3.0,19.0,3333.33375,0.0,0.19016927739815798,Q2,3,0.0,2023-01
FNGD,2023-02-03,25.49,0.0,0.0,no_fill,0,0,3.5304040800313805,349185.0,1.1581614854082345,35.85961703900645,1.0,0.1054561617957542,-3.1581012161632005,0.0,-1.166725928832822,10.060449050086348,14.982728842832463,0.3198847262247838,1754044.4,9.68729634866916,-62.98823871061421,7.109686081596631,4.014429737354425,0.303700284263466,0.2089457955732679,-1.2452612889294108,1.8251627821787184,4.0,3.0,3333.33375,0.0,0.16012142901092905,Q2,3,0.0,2023-02
BBAI,2023-02-08,5.616799999999999,-3222.6960599999884,-6.44601908560032,stop,0,1,6.433301797540206,925639.0,2.545486382678283,27.486396780080867,4.0,0.999705882352942,5.958372753074735,1.0,2.02706952861163,7.418699186991875,25.813008130081293,0.0472440944881886,17617940.25,21.59482076013775,-21.935007385524365,60.650629741047,0.7043826249779681,0.171713504223856,0.0314670926826895,-0.4961583853175659,1.4509195267203323,2.0,8.0,3333.33375,-214.84643085579972,0.3813182951259601,Q4,0,-214.84643085579972,2023-02
XPON,2023-02-22,3.08,0.0,0.0,no_fill,0,0,6.266233766233769,15403.0,1.2903930491216151,159.55714305198933,1.0,0.5854922279792744,-2.5974025974026,0.0,0.6520649497878197,6.94444444444445,22.569444444444457,0.0615384615384615,4868039.15,15.31565500954804,-38.4,15.042152595175413,0.1086049194982336,0.1652023729068029,0.025055693224199,0.1077451201483391,1.1186466775617203,2.0,22.0,3333.33375,0.0,0.38916064946690593,Q4,0,0.0,2023-02
TCBP,2023-02-22,5.616799999999999,-3286.719172799992,-6.574077766699885,stop,0,1,6.526315789473683,31913.0,2.3275504327904883,74.29653952656665,5.0,1.0,5.26315789473683,1.0,3.446960028267653,5.976095617529896,67.33067729083666,0.2248520710059171,1089585.25,17.263669098161074,-31.531531531531527,13.458708782114398,1.320993469762921,0.1652023729068029,0.025055693224199,0.1077451201483391,1.1186466775617203,2.0,22.0,3333.33375,-219.1146389093259,0.385032151155369,Q4,0,-219.1146389093259,2023-02
GOTU,2023-02-22,3.78,0.0,0.0,no_fill,0,0,5.277777777777777,228746.0,1.6992056813310543,27.588077333213,3.0,0.6321052631578966,3.058333333333336,0.0,0.4273221816752975,5.263157894736847,11.403508771929816,0.0769230769230764,4570129.75,10.29034711714971,-20.08879023307436,7.475227689428861,0.55615992084251,0.1652023729068029,0.025055693224199,0.1077451201483391,1.1186466775617203,2.0,22.0,3333.33375,0.0,0.37256214058213705,Q4,0,0.0,2023-02
GNS,2023-02-27,4.894639999999999,-1526.0188499999854,-3.0521141493551847,stop,0,1,2.674897119341561,122165.0,1.256360277678519,61.83944447892375,2.0,0.6923076923076917,-0.4115226337448655,1.0,0.6709887913073237,9.213483146067418,16.62921348314607,0.3378378378378377,15249329.5,16.737200799352543,-39.17396745932415,11.75757141274537,0.1485179397559742,0.1925673985895017,-0.1429750412644478,0.8804682375498283,1.1423519997094391,0.0,27.0,3333.33375,-101.73460271682278,0.4315125904848237,Q5,1,-101.73460271682278,2023-02
CARM,2023-03-09,4.1,0.0,0.0,no_fill,0,0,4.749999999999988,44188.0,1.865568203500932,112.43802394423696,3.0,0.7368421052631582,1.2499999999999956,0.0,1.1990007084756626,8.99182561307902,64.30517711171662,0.0635593220338982,1386484.25,8.960749773474312,-31.97278911564625,107.9375967386688,0.3607527456586686,0.2276365819491757,0.1313287972783755,0.2055549984959373,1.1338359688898343,3.0,9.0,3333.33375,0.0,0.44918826309260934,Q5,1,0.0,2023-03
