day,symbol,entry_m,price,r_pct,pb,hb,lb,n_q,spread
2025-02-24,EXAS,575,49.4,1.0526315789473604,$20-50,09:30-09:35,>$50M/d,16,0.21999999999999886
2025-03-17,NVD,575,27.86,1.040918880114857,$20-50,09:30-09:35,>$50M/d,600,0.03999999999999915
2025-01-17,YINN,575,26.66,1.500375093773438,$20-50,09:30-09:35,>$50M/d,600,0.010000000000001563
2025-04-24,CFLT,575,22.4,1.3392857142857018,$20-50,09:30-09:35,>$50M/d,600,0.060000000000002274
2025-04-10,FR,575,45.69,1.3131976362442424,$20-50,09:30-09:35,>$50M/d,2,0.3299999999999983
2025-05-02,DUST,575,31.13,1.5097976228718242,$20-50,09:30-09:35,>$50M/d,600,0.030000000000001137
2025-05-05,MAN,575,42.2,2.239336492890996,$20-50,09:30-09:35,>$50M/d,24,0.29999999999999716
2025-04-09,CART,572,37.31,1.4205306888233749,$20-50,09:30-09:35,>$50M/d,196,0.20000000000000284
2025-05-21,SMR,575,23.44,1.1945392491467623,$20-50,09:30-09:35,>$50M/d,600,0.03999999999999915
2025-03-12,WEBS,585,40.66,1.1411706837186393,$20-50,09:35-10:00,<$5M/d,534,0.14000000000000057
2025-04-02,CRWL,579,24.0359,5.849167287266142,$20-50,09:35-10:00,<$5M/d,132,0.17999999999999972
2025-01-27,MLNK,587,20.99,2.38208670795617,$20-50,09:35-10:00,<$5M/d,20,0.25
2025-01-27,MAXI,589,29.95,1.669449081803005,$20-50,09:35-10:00,<$5M/d,28,0.21000000000000085
2025-07-17,SMC,596,25.0999,2.6545922493715244,$20-50,09:35-10:00,<$5M/d,3,0.41000000000000014
2025-05-08,PAHC,585,21.285,1.6208597603946389,$20-50,09:35-10:00,<$5M/d,23,0.40000000000000213
2025-04-09,CBL,586,22.04,4.2649727767695,$20-50,09:35-10:00,<$5M/d,19,0.4200000000000017
2025-03-07,CBLL,580,22.24,1.9334532374100704,$20-50,09:35-10:00,<$5M/d,23,0.4499999999999993
2025-07-21,CMCL,593,21.37,1.2634534394010273,$20-50,09:35-10:00,<$5M/d,8,0.23999999999999844
2025-04-14,UTSL,593,32.14,1.3067828251400178,$20-50,09:35-10:00,<$5M/d,600,0.05999999999999872
2025-04-07,FCTE,595,22.3,3.363228699551569,$20-50,09:35-10:00,<$5M/d,293,0.07000000000000028
2025-07-14,ETU,594,21.161,2.131279240111528,$20-50,09:35-10:00,<$5M/d,600,0.05000000000000071
2025-06-26,CYD,580,22.17,1.3531799729364036,$20-50,09:35-10:00,<$5M/d,18,0.23000000000000043
2025-04-11,MIDU,587,30.25,2.570909090909089,$20-50,09:35-10:00,<$5M/d,600,0.11999999999999744
2025-02-27,UTSL,578,36.11,1.160897258377171,$20-50,09:35-10:00,<$5M/d,600,0.07000000000000028
2025-06-03,GCO,596,21.73,1.242521859180854,$20-50,09:35-10:00,<$5M/d,23,0.10999999999999943
2025-07-23,CMCL,578,23.89,2.6333193804939348,$20-50,09:35-10:00,<$5M/d,4,1.1999999999999993
2025-01-31,CLFD,581,35.8261,1.3149631134843032,$20-50,09:35-10:00,<$5M/d,3,0.269999999999996
2025-03-13,DRV,591,28.15,2.095914742451154,$20-50,09:35-10:00,<$5M/d,458,0.05000000000000071
2025-08-06,TATT,579,37.38,1.685393258426973,$20-50,09:35-10:00,<$5M/d,99,0.5799999999999983
2025-05-08,VEON,599,46.53,1.3109821620459907,$20-50,09:35-10:00,<$5M/d,31,0.4399999999999977
2025-04-09,NFXL,581,32.8131,2.599876268929171,$20-50,09:35-10:00,<$5M/d,385,0.18999999999999773
2025-04-09,PEBO,584,27.23,2.203452074917376,$20-50,09:35-10:00,<$5M/d,9,0.4299999999999997
2025-04-07,HIPO,580,21.23,1.0833725859632617,$20-50,09:35-10:00,<$5M/d,5,0.4299999999999997
2025-02-20,SION,588,20.195,1.4236197078484845,$20-50,09:35-10:00,<$5M/d,1,0.8699999999999974
2025-04-17,LLYX,587,20.245,7.137564830822426,$20-50,09:35-10:00,<$5M/d,204,0.08999999999999986
2025-06-04,OILU,580,21.09,1.177335229966811,$20-50,09:35-10:00,<$5M/d,600,0.030000000000001137
2025-04-09,KORU,582,28.9,2.629757785467121,$20-50,09:35-10:00,<$5M/d,600,0.05999999999999872
2025-07-03,FC,587,22.185,4.124408384043269,$20-50,09:35-10:00,<$5M/d,15,0.35999999999999943
2025-02-04,OILU,580,29.11,2.542081758845752,$20-50,09:35-10:00,<$5M/d,600,0.04999999999999716
2025-04-09,IIIV,580,23.09,2.078822000866177,$20-50,09:35-10:00,<$5M/d,22,0.1349999999999998
2025-04-07,PLOW,589,21.59,1.3432144511347806,$20-50,09:35-10:00,<$5M/d,4,0.129999999999999
2025-06-18,ALNT,589,34.24,3.183411214953281,$20-50,09:35-10:00,<$5M/d,14,0.4899999999999949
2025-05-29,CTGO,588,20.75,1.5662650602409605,$20-50,09:35-10:00,<$5M/d,7,0.3200000000000003
2025-02-12,SPTN,581,20.53,1.2177301509985388,$20-50,09:35-10:00,<$5M/d,1,0.1700000000000017
2025-04-07,CNOB,588,21.135,1.4431038561627787,$20-50,09:35-10:00,<$5M/d,4,0.2900000000000027
2025-06-26,CYD,584,22.3,1.928251121076232,$20-50,09:35-10:00,<$5M/d,4,0.21999999999999886
2025-01-13,PDX,580,26.59,2.03046257991726,$20-50,09:35-10:00,<$5M/d,321,0.05000000000000071
2025-03-10,NFXL,587,34.32,1.8210955710955712,$20-50,09:35-10:00,<$5M/d,555,0.09999999999999432
2025-04-22,UBRL,582,21.89,1.1420740063956143,$20-50,09:35-10:00,<$5M/d,409,0.05000000000000071
2025-04-11,MSFU,580,30.72,1.269531250000002,$20-50,09:35-10:00,$5-50M/d,600,0.05999999999999872
2025-05-06,ATRC,585,29.286,1.3180359216007744,$20-50,09:35-10:00,$5-50M/d,167,0.3200000000000003
2025-02-13,IRDM,581,32.42,5.459284392350411,$20-50,09:35-10:00,$5-50M/d,124,0.16999999999999815
2025-02-28,SYM,581,22.825,2.375903614457836,$20-50,09:35-10:00,$5-50M/d,121,0.16000000000000014
2025-07-16,DUST,588,24.96,1.3068910256410258,$20-50,09:35-10:00,$5-50M/d,600,0.010000000000001563
2025-07-14,PTIR,577,21.78,1.4692378328741975,$20-50,09:35-10:00,$5-50M/d,600,0.030000000000001137
2025-08-04,UXRP,577,37.55,1.1717709720372778,$20-50,09:35-10:00,$5-50M/d,600,0.13000000000000256
2025-02-07,DGNX,591,46.01,3.6731145403173175,$20-50,09:35-10:00,$5-50M/d,7,0.990000000000002
2025-04-10,QQQU,576,29.7,1.1111111111111054,$20-50,09:35-10:00,$5-50M/d,600,0.08000000000000185
2025-04-08,NWS,600,28.36,1.4104372355430137,$20-50,09:35-10:00,$5-50M/d,269,0.05999999999999872
2025-06-27,CLDX,585,21.38,1.870907390084184,$20-50,09:35-10:00,$5-50M/d,42,0.21999999999999886
2025-04-24,ACLS,581,47.47,1.4114177375184362,$20-50,09:35-10:00,$5-50M/d,7,0.509999999999998
2025-07-16,GDEN,582,31.04,1.5947164948453527,$20-50,09:35-10:00,$5-50M/d,39,0.379999999999999
2025-02-13,CENX,576,20.51,1.610921501706489,$20-50,09:35-10:00,$5-50M/d,133,0.13000000000000256
2025-04-29,KNSA,584,24.795,1.9782214156079887,$20-50,09:35-10:00,$5-50M/d,21,0.23000000000000043
2025-07-30,NBTB,578,43.885,1.0481941437848945,$20-50,09:35-10:00,$5-50M/d,36,0.14999999999999858
2025-04-07,BFH,588,39.45,1.6603295310519672,$20-50,09:35-10:00,$5-50M/d,17,0.28999999999999915
2025-04-07,WLY,596,40.72,2.5049115913555893,$20-50,09:35-10:00,$5-50M/d,22,0.25
2025-07-08,PCVX,593,32.97,2.6994237185320005,$20-50,09:35-10:00,$5-50M/d,42,0.22999999999999687
2025-02-14,ALGS,594,21.59,3.890690134321445,$20-50,09:35-10:00,$5-50M/d,9,0.3299999999999983
2025-07-09,KYMR,581,44.67,1.4775016789791888,$20-50,09:35-10:00,$5-50M/d,4,0.480000000000004
2025-01-24,COLB,586,27.99,1.6791711325473344,$20-50,09:35-10:00,$5-50M/d,211,0.03999999999999915
2025-03-13,RNA,577,34.97,1.915927938232776,$20-50,09:35-10:00,$5-50M/d,43,0.10000000000000142
2025-02-19,TX,595,28.9,1.6608996539792282,$20-50,09:35-10:00,$5-50M/d,54,0.10499999999999865
2025-03-13,KYMR,582,35.465,1.6918088256027106,$20-50,09:35-10:00,$5-50M/d,4,0.3500000000000014
2025-04-09,CGMM,580,21.06,1.1870845204178535,$20-50,09:35-10:00,$5-50M/d,464,0.04999999999999716
2025-07-31,EIG,585,43.205,1.1109825251706906,$20-50,09:35-10:00,$5-50M/d,12,0.3299999999999983
2025-07-11,LPG,576,28.22,1.4883061658398236,$20-50,09:35-10:00,$5-50M/d,5,0.34999999999999787
2025-04-10,FCPT,586,27.29,1.7955294979846042,$20-50,09:35-10:00,$5-50M/d,23,0.1700000000000017
2025-07-11,RDTL,597,25.91,1.2350443844075658,$20-50,09:35-10:00,$5-50M/d,192,0.10000000000000142
2025-06-18,TIL,597,29.0,6.862068965517236,$20-50,09:35-10:00,$5-50M/d,31,0.46000000000000085
2025-03-10,SOC,580,23.76,1.8514309764309824,$20-50,09:35-10:00,$5-50M/d,6,0.09999999999999787
2025-02-06,RAMP,597,35.165,2.2323332859377127,$20-50,09:35-10:00,$5-50M/d,38,0.28000000000000114
2025-02-21,UPBD,583,28.05,1.2477718360071353,$20-50,09:35-10:00,$5-50M/d,37,0.16000000000000014
2025-05-08,DIN,589,21.13,1.5125414103170738,$20-50,09:35-10:00,$5-50M/d,45,0.20000000000000284
2025-05-22,DFDV,580,35.5,1.4366197183098537,$20-50,09:35-10:00,$5-50M/d,29,0.7899999999999991
2025-04-03,PSIX,576,24.175,8.376421923474672,$20-50,09:35-10:00,$5-50M/d,8,1.3500000000000014
2025-02-14,FFIN,590,37.78,4.552673372154576,$20-50,09:35-10:00,$5-50M/d,4,0.3550000000000004
2025-01-27,ELVN,583,22.185,1.8931710615280517,$20-50,09:35-10:00,$5-50M/d,9,0.3999999999999986
2025-04-09,BIP,598,27.32,1.3177159590043903,$20-50,09:35-10:00,$5-50M/d,217,0.060000000000002274
2025-04-02,OWL,578,20.46,2.981427174975559,$20-50,09:35-10:00,>$50M/d,163,0.030000000000001137
2025-01-14,TSLQ,599,24.72,2.5485436893203843,$20-50,09:35-10:00,>$50M/d,600,0.029999999999997584
2025-02-03,IONQ,597,38.77,1.8055197317513612,$20-50,09:35-10:00,>$50M/d,534,0.07000000000000028
2025-04-24,HOOD,580,46.28,1.728608470181513,$20-50,09:35-10:00,>$50M/d,600,0.020000000000003126
2025-02-20,SOXL,577,32.4339,1.2761339216067082,$20-50,09:35-10:00,>$50M/d,600,0.00999999999999801
2025-05-22,LMND,594,29.39,1.4971078598162684,$20-50,09:35-10:00,>$50M/d,40,0.13999999999999702
2025-05-12,ADMA,581,20.34,2.40855457227138,$20-50,09:35-10:00,>$50M/d,194,0.05999999999999872
2025-04-07,SDVY,593,29.36,1.771117166212533,$20-50,09:35-10:00,>$50M/d,600,0.07000000000000028
2025-03-04,SPXU,584,23.72,1.073777403035412,$20-50,09:35-10:00,>$50M/d,600,0.00999999999999801
2025-03-24,ASO,577,48.35,1.806618407445708,$20-50,09:35-10:00,>$50M/d,4,0.0849999999999973
2025-04-07,MTDR,589,36.68,2.9171210468920403,$20-50,09:35-10:00,>$50M/d,110,0.23999999999999488
2025-07-29,CELC,576,36.45,2.0224965706447224,$20-50,09:35-10:00,>$50M/d,166,0.245000000000001
2025-07-23,SMMT,600,27.38,1.935719503287062,$20-50,09:35-10:00,>$50M/d,78,0.05000000000000071
2025-05-02,CRWV,580,46.93,2.407841466013217,$20-50,09:35-10:00,>$50M/d,314,0.10000000000000142
2025-03-19,MRP,584,24.825,2.839879154078543,$20-50,09:35-10:00,>$50M/d,23,0.09999999999999787
2025-03-28,FLEX,580,34.54,1.505500868558182,$20-50,09:35-10:00,>$50M/d,131,0.10000000000000142
2025-05-23,SMST,584,27.78,1.1519078473722113,$20-50,09:35-10:00,>$50M/d,600,0.05000000000000071
2025-06-06,TNXP,579,38.8141,1.4533378334162157,$20-50,09:35-10:00,>$50M/d,15,0.29999999999999716
2025-07-30,TSSI,578,24.1245,2.5865821053286173,$20-50,09:35-10:00,>$50M/d,34,0.07000000000000028
2025-02-25,GME,576,25.23,1.7439556084027004,$20-50,09:35-10:00,>$50M/d,176,0.03999999999999915
2025-08-05,SMMT,581,29.675,1.8365627632687505,$20-50,09:35-10:00,>$50M/d,79,0.08999999999999986
2025-03-19,CZR,580,28.29,1.590668080593847,$20-50,09:35-10:00,>$50M/d,407,0.030000000000001137
2025-02-18,SOXL,577,29.9,1.7729096989966466,$20-50,09:35-10:00,>$50M/d,600,0.010000000000001563
2025-01-27,ARWR,586,21.0493,1.0033587815271674,$20-50,09:35-10:00,>$50M/d,36,0.07000000000000028
2025-04-24,FLS,578,42.73,1.5445822607067556,$20-50,09:35-10:00,>$50M/d,18,0.3200000000000003
2025-05-23,INOD,576,35.4575,1.2620743143199749,$20-50,09:35-10:00,>$50M/d,51,0.28000000000000114
2025-04-08,KBE,599,48.33,1.1380095178977805,$20-50,09:35-10:00,>$50M/d,600,0.01999999999999602
2025-01-13,BITO,584,22.2,2.2747747747747704,$20-50,09:35-10:00,>$50M/d,600,0.010000000000001563
2025-05-30,LMND,587,32.75,1.9847328244274764,$20-50,09:35-10:00,>$50M/d,23,0.11999999999999744
2025-04-15,RNA,586,27.27,1.4301430143014322,$20-50,09:35-10:00,>$50M/d,39,0.259999999999998
2025-04-01,SOXS,578,30.2199,3.4080192191238154,$20-50,09:35-10:00,>$50M/d,600,0.00999999999999801
2025-07-02,GLXY,585,21.6,2.7314814814814805,$20-50,09:35-10:00,>$50M/d,316,0.08999999999999986
2025-03-11,DOCN,589,37.12,2.209051724137932,$20-50,09:35-10:00,>$50M/d,8,0.12000000000000455
2025-06-03,MRNA,582,27.12,3.097345132743362,$20-50,09:35-10:00,>$50M/d,600,0.019999999999999574
2025-03-19,MSTX,589,27.6701,2.3856075691811736,$20-50,09:35-10:00,>$50M/d,600,0.07000000000000028
2025-06-06,INOD,580,47.81,4.287805898347634,$20-50,09:35-10:00,>$50M/d,60,0.28999999999999915
2025-05-19,ZIM,589,20.4,1.3235294117647038,$20-50,09:35-10:00,>$50M/d,600,0.029999999999997584
2025-02-13,PZZA,580,44.47,1.4616595457611845,$20-50,09:35-10:00,>$50M/d,47,0.10999999999999943
2025-05-28,RKLB,576,30.6,4.182679738562096,$20-50,09:35-10:00,>$50M/d,600,0.029999999999997584
2025-02-10,SMR,583,26.25,1.3843809523809472,$20-50,09:35-10:00,>$50M/d,594,0.05000000000000071
2025-02-21,CBLL,655,23.85,2.348008385744244,$20-50,10:00-11:00,<$5M/d,19,0.1999999999999993
2025-06-12,NGNE,622,21.465,2.865129280223613,$20-50,10:00-11:00,<$5M/d,5,0.25
2025-02-27,VTOL,628,36.865,3.1330530313305336,$20-50,10:00-11:00,<$5M/d,22,0.4299999999999997
2025-08-06,QNTM,606,25.016,2.462424048608889,$20-50,10:00-11:00,<$5M/d,1,0.759999999999998
2025-05-01,CDTX,628,21.82,4.68560953253896,$20-50,10:00-11:00,<$5M/d,7,0.9199999999999982
2025-05-20,TECX,602,23.29,1.6960068699012434,$20-50,10:00-11:00,<$5M/d,15,0.35999999999999943
2025-04-01,TARK,656,28.8196,3.988951963247233,$20-50,10:00-11:00,<$5M/d,159,0.10000000000000142
2025-07-14,ASIC,655,20.255,2.172303135028377,$20-50,10:00-11:00,<$5M/d,9,0.9100000000000001
2025-07-22,LCDL,627,33.08,1.6611245465537932,$20-50,10:00-11:00,<$5M/d,92,0.35999999999999943
2025-03-31,REPX,619,28.9812,1.936427753164118,$20-50,10:00-11:00,<$5M/d,5,0.5
2025-03-04,INGM,616,20.7,2.898550724637671,$20-50,10:00-11:00,<$5M/d,31,0.14000000000000057
2025-04-07,IQDG,603,32.2,1.738819875776405,$20-50,10:00-11:00,<$5M/d,285,0.07000000000000028
2025-01-24,RYI,618,20.975,1.5971394517282518,$20-50,10:00-11:00,<$5M/d,5,0.129999999999999
2025-04-09,STRV,603,32.36,1.3365265760197804,$20-50,10:00-11:00,<$5M/d,600,0.030000000000001137
2025-04-22,EDN,621,33.59,3.810657933908904,$20-50,10:00-11:00,<$5M/d,45,0.4200000000000017
2025-04-09,RGTX,635,20.6827,7.886301111557,$20-50,10:00-11:00,<$5M/d,449,0.14999999999999858
2025-05-07,APEI,612,25.9,11.196911196911191,$20-50,10:00-11:00,<$5M/d,7,0.129999999999999
2025-03-06,ATS,622,27.97,2.0915266356810776,$20-50,10:00-11:00,<$5M/d,39,0.16999999999999815
2025-02-03,NGS,637,26.07,1.0740314537782936,$20-50,10:00-11:00,<$5M/d,26,0.5599999999999987
2025-06-27,TSAT,636,24.465,1.655426118945437,$20-50,10:00-11:00,<$5M/d,1,0.16000000000000014
2025-07-07,YB,605,22.23,1.034637876743142,$20-50,10:00-11:00,<$5M/d,7,0.05999999999999872
2025-07-09,SDHC,628,20.2,1.3861386138613745,$20-50,10:00-11:00,<$5M/d,8,0.23000000000000043
2025-01-14,IPI,648,26.08,3.7576687116564296,$20-50,10:00-11:00,<$5M/d,6,0.120000000000001
2025-01-27,LENZ,633,25.2964,1.3100678357394673,$20-50,10:00-11:00,<$5M/d,0,
2025-05-12,MRAL,604,23.9543,2.1887510801818477,$20-50,10:00-11:00,<$5M/d,182,0.120000000000001
2025-04-07,TRST,601,27.74,1.4239365537130482,$20-50,10:00-11:00,<$5M/d,30,0.14999999999999858
2025-04-08,EXOD,612,44.095,1.712212268964725,$20-50,10:00-11:00,<$5M/d,11,1.5700000000000003
2025-01-21,ATS,626,27.19,1.0665685913939047,$20-50,10:00-11:00,<$5M/d,18,0.3100000000000005
2025-03-13,LEGH,603,27.785,1.3496490912362786,$20-50,10:00-11:00,<$5M/d,35,0.3200000000000003
2025-01-14,OBK,609,33.41,1.1074528584256136,$20-50,10:00-11:00,<$5M/d,11,0.18999999999999773
2025-04-25,TATT,612,25.63,1.4046039797112737,$20-50,10:00-11:00,<$5M/d,0,
2025-05-15,CSV,617,42.49,1.3414921157919515,$20-50,10:00-11:00,<$5M/d,15,0.3400000000000034
2025-02-25,IMCR,605,29.8355,1.6272561210638274,$20-50,10:00-11:00,<$5M/d,1,0.3200000000000003
2025-04-17,SSG,606,31.51,1.5550618851158426,$20-50,10:00-11:00,<$5M/d,600,0.060000000000002274
2025-01-21,ATS,626,27.19,2.096358955498346,$20-50,10:00-11:00,<$5M/d,18,0.3100000000000005
2025-01-24,CVLG,623,27.65,3.761301989150088,$20-50,10:00-11:00,<$5M/d,4,0.28999999999999915
2025-06-06,LENZ,611,31.12,2.5006426735218565,$20-50,10:00-11:00,<$5M/d,16,0.29499999999999815
2025-03-21,HIBL,639,29.75,1.3445378151260456,$20-50,10:00-11:00,<$5M/d,454,0.07000000000000028
2025-02-12,DMRC,604,33.86,1.7720023626698211,$20-50,10:00-11:00,<$5M/d,24,0.6650000000000027
2025-04-07,FMAR,603,38.7,1.4728682170542642,$20-50,10:00-11:00,<$5M/d,135,0.10000000000000142
2025-04-25,QQQU,608,30.26,1.9824851288830196,$20-50,10:00-11:00,$5-50M/d,543,0.060000000000002274
2025-04-07,FORM,602,23.71,2.0666385491353942,$20-50,10:00-11:00,$5-50M/d,106,0.15000000000000213
2025-06-12,PARR,627,23.775,4.016824395373284,$20-50,10:00-11:00,$5-50M/d,137,0.05000000000000071
2025-03-25,NBR,618,44.26,2.2367826479891435,$20-50,10:00-11:00,$5-50M/d,15,0.509999999999998
2025-06-26,AMZZ,638,29.45,1.5959252971137483,$20-50,10:00-11:00,$5-50M/d,516,0.019999999999999574
2025-04-09,ASTH,610,31.53,1.0149064383127189,$20-50,10:00-11:00,$5-50M/d,22,0.3200000000000003
2025-07-01,ORCX,602,29.1196,3.8104919023612855,$20-50,10:00-11:00,$5-50M/d,55,0.14999999999999858
2025-07-22,EVER,607,25.8407,2.363326070888164,$20-50,10:00-11:00,$5-50M/d,4,0.14000000000000057
2025-03-07,FLOC,603,23.79,1.8074821353509865,$20-50,10:00-11:00,$5-50M/d,10,0.21999999999999886
2025-02-10,MAGN,644,20.2,1.7821782178217795,$20-50,10:00-11:00,$5-50M/d,13,0.10999999999999943
2025-03-04,BEAM,617,24.475,1.51174668028601,$20-50,10:00-11:00,$5-50M/d,119,0.18999999999999773
2025-04-07,APGE,617,32.65,5.130168453292487,$20-50,10:00-11:00,$5-50M/d,24,0.21499999999999986
2025-03-19,SMLR,604,37.7,1.9522546419098252,$20-50,10:00-11:00,$5-50M/d,10,0.41499999999999915
2025-06-10,DUST,602,24.95,1.0420841683366653,$20-50,10:00-11:00,$5-50M/d,600,0.010000000000001563
2025-04-02,CMPR,646,46.27,3.155392262805275,$20-50,10:00-11:00,$5-50M/d,0,
2025-07-10,CIGL,659,29.1873,2.320529819476276,$20-50,10:00-11:00,$5-50M/d,21,0.6899999999999977
2025-07-18,MARO,601,24.28,2.4711696869851787,$20-50,10:00-11:00,$5-50M/d,124,0.10999999999999943
2025-03-19,TRUP,605,36.51,1.698164886332505,$20-50,10:00-11:00,$5-50M/d,55,0.2700000000000031
2025-01-31,AVGX,612,27.7,1.5815884476534243,$20-50,10:00-11:00,$5-50M/d,465,0.04999999999999716
2025-04-30,BYRN,609,21.6655,1.9870300708499784,$20-50,10:00-11:00,$5-50M/d,60,0.22000000000000064
2025-03-06,BYRN,606,24.005,7.183503436784,$20-50,10:00-11:00,$5-50M/d,15,0.34999999999999787
2025-07-09,RPD,605,24.905,2.1682393093756382,$20-50,10:00-11:00,$5-50M/d,12,0.10999999999999943
2025-05-01,BBAR,622,20.55,2.415085158150859,$20-50,10:00-11:00,$5-50M/d,43,0.08000000000000185
2025-02-27,CLDX,612,21.36,4.541198501872654,$20-50,10:00-11:00,$5-50M/d,11,0.16000000000000014
2025-02-05,BABX,601,22.53,3.595206391478039,$20-50,10:00-11:00,$5-50M/d,600,0.029999999999997584
2025-03-20,CRTO,609,35.545,2.8434378956252635,$20-50,10:00-11:00,$5-50M/d,0,
2025-02-07,BITI,603,22.4899,1.2445586685578764,$20-50,10:00-11:00,$5-50M/d,600,0.010000000000001563
2025-06-13,UNFI,605,21.27,1.5514809590973122,$20-50,10:00-11:00,$5-50M/d,88,0.05999999999999872
2025-04-10,ZLAB,630,27.5,1.6727272727272755,$20-50,10:00-11:00,$5-50M/d,6,0.23000000000000043
2025-06-27,RDVT,616,48.24,1.5339966832504186,$20-50,10:00-11:00,$5-50M/d,0,
2025-01-21,JKS,640,21.4,4.158878504672884,$20-50,10:00-11:00,$5-50M/d,9,0.07000000000000028
2025-01-17,ASTH,604,34.375,1.381818181818186,$20-50,10:00-11:00,$5-50M/d,32,0.1599999999999966
2025-03-28,ECG,618,34.775,1.6247304097771322,$20-50,10:00-11:00,$5-50M/d,3,0.3299999999999983
2025-04-09,IYZ,601,24.57,1.4245014245014302,$20-50,10:00-11:00,$5-50M/d,340,0.019999999999999574
2025-07-16,TECX,636,22.17,2.571041948579162,$20-50,10:00-11:00,$5-50M/d,12,0.19000000000000128
2025-02-03,BEAM,625,25.175,1.370407149950357,$20-50,10:00-11:00,$5-50M/d,53,0.14000000000000057
2025-01-28,DOCN,624,40.775,1.0423053341508206,$20-50,10:00-11:00,$5-50M/d,100,0.13999999999999346
2025-03-14,CGON,603,26.53,1.4700339238597837,$20-50,10:00-11:00,$5-50M/d,45,0.34999999999999787
2025-05-08,HLIO,601,30.145,1.658649859014762,$20-50,10:00-11:00,$5-50M/d,7,0.3100000000000023
2025-01-10,IVT,626,29.23,4.960656859391034,$20-50,10:00-11:00,$5-50M/d,46,0.05000000000000071
2025-07-02,AAOI,617,25.37,4.020496649586123,$20-50,10:00-11:00,>$50M/d,237,0.05000000000000071
2025-01-24,KOLD,601,33.838,1.2944027424788769,$20-50,10:00-11:00,>$50M/d,597,0.03999999999999915
2025-06-09,SMMT,633,21.09,1.9018492176386887,$20-50,10:00-11:00,>$50M/d,79,0.05999999999999872
2025-06-06,TSDD,602,27.9762,1.273225098476554,$20-50,10:00-11:00,>$50M/d,600,0.019999999999999574
2025-02-04,MRNA,610,37.59,1.1173184357541943,$20-50,10:00-11:00,>$50M/d,549,0.060000000000002274
2025-03-04,CYTK,609,42.9393,1.104582515318134,$20-50,10:00-11:00,>$50M/d,50,0.21499999999999986
2025-04-08,PLTU,606,27.7101,4.366999758210907,$20-50,10:00-11:00,>$50M/d,600,0.05000000000000071
2025-07-10,CZR,601,29.89,1.2044161927065888,$20-50,10:00-11:00,>$50M/d,244,0.029999999999997584
2025-07-17,SOC,610,22.64,1.0821554770318065,$20-50,10:00-11:00,>$50M/d,245,0.019999999999999574
2025-03-07,INTC,603,21.015,3.6402569593147778,$20-50,10:00-11:00,>$50M/d,600,0.010000000000001563
2025-07-16,SBET,652,35.06,3.308613804905886,$20-50,10:00-11:00,>$50M/d,600,0.03999999999999915
2025-07-31,SBET,601,20.085,6.248444112521795,$20-50,10:00-11:00,>$50M/d,600,0.030000000000001137
2025-02-03,MSTX,633,41.97,2.0729092208720457,$20-50,10:00-11:00,>$50M/d,600,0.14000000000000057
2025-01-30,UVIX,653,28.46,2.9163738580463874,$20-50,10:00-11:00,>$50M/d,388,0.0400000000000027
2025-05-27,WRBY,601,20.22,1.6320474777447989,$20-50,10:00-11:00,>$50M/d,91,0.030000000000001137
2025-04-07,BN,601,45.465,3.9700868800176106,$20-50,10:00-11:00,>$50M/d,600,0.05000000000000071
2025-02-28,GRAL,624,40.165,1.5062865679073745,$20-50,10:00-11:00,>$50M/d,42,0.3149999999999977
2025-03-10,SMCX,625,46.5779,8.003581097473262,$20-50,10:00-11:00,>$50M/d,600,0.17999999999999972
2025-06-10,VKTX,621,29.22,5.201916495550991,$20-50,10:00-11:00,>$50M/d,516,0.04999999999999716
2025-06-23,AAP,610,50.0,2.280000000000001,$20-50,10:00-11:00,>$50M/d,63,0.0899999999999963
2025-04-02,SVIX,604,20.22,3.956478733926792,$20-50,10:00-11:00,>$50M/d,600,0.019999999999999574
2025-06-18,GH,624,49.8799,1.072375846783976,$20-50,10:00-11:00,>$50M/d,33,0.12999999999999545
2025-07-16,SMR,609,43.135,1.0814883505274056,$20-50,10:00-11:00,>$50M/d,243,0.06999999999999318
2025-04-07,T,612,26.69,5.957287373548144,$20-50,10:00-11:00,>$50M/d,600,0.00999999999999801
2025-04-07,BAC,611,35.075,1.753385602280832,$20-50,10:00-11:00,>$50M/d,600,0.00999999999999801
2025-04-29,CRWV,617,42.3393,1.226520041663422,$20-50,10:00-11:00,>$50M/d,343,0.10999999999999943
2025-01-30,SIRI,609,23.15,2.678185745140378,$20-50,10:00-11:00,>$50M/d,458,0.019999999999999574
2025-03-10,SOXS,601,25.8251,2.5947624597774954,$20-50,10:00-11:00,>$50M/d,600,0.010000000000001563
2025-04-09,NYT,601,45.97,2.479878181422668,$20-50,10:00-11:00,>$50M/d,25,0.13000000000000256
2025-04-07,EWG,613,34.41,3.923278116826488,$20-50,10:00-11:00,>$50M/d,600,0.020000000000003126
2025-05-22,AI,603,22.25,1.88764044943821,$20-50,10:00-11:00,>$50M/d,525,0.019999999999999574
2025-03-06,CCL,604,21.71,1.5200368493781753,$20-50,10:00-11:00,>$50M/d,600,0.010000000000001563
2025-03-12,NVDS,618,27.8,1.834532374100725,$20-50,10:00-11:00,>$50M/d,600,0.019999999999999574
2025-05-08,FBIN,626,48.905,2.0141089868111632,$20-50,10:00-11:00,>$50M/d,57,0.10000000000000142
