symbol,bar_date,open,high,close,volume,prev_close,nbars,covered
BULL,2025-04-14,27.64,79.56,62.9,36885308,,0,False
BULLZ,2025-04-14,3.04,4.9999,4.0,957867,,0,False
BULLZ,2025-05-21,2.21,3.47,2.55,2784092,2.2,0,False
BULLZ,2025-05-22,2.68,3.69,3.36,2751152,2.55,0,False
BUYB,2026-05-11,19.25,23.7,20.97,1725097,,0,False
BYON,2025-01-02,5.02,5.85,5.62,4652906,,0,False
BYON,2025-01-06,5.87,6.72,6.26,4592017,5.7,0,False
BYON,2025-01-22,5.99,7.4499,6.93,5248454,6.0,0,False
BYON,2025-01-24,7.03,8.06,7.71,5269016,7.0,0,False
BYON,2025-01-30,7.39,8.54,8.32,3261404,7.28,0,False
BYON,2025-02-04,7.31,9.775,9.68,9688260,7.26,0,False
BYON,2025-02-11,8.5,9.9,9.26,4063082,8.68,0,False
BYON,2025-03-07,5.55,6.425,6.14,3350376,5.54,0,False
BYON,2025-03-26,4.83,5.5,5.36,5248193,4.83,0,False
BYON,2025-03-27,5.25,5.82,5.59,4171999,5.36,0,False
BYON,2025-03-31,5.15,5.91,5.8,5043260,5.31,0,False
BYON,2025-04-07,3.72,4.23,3.79,3556324,3.94,0,False
BYON,2025-04-09,3.63,4.48,4.45,3581243,3.68,0,False
BYON,2025-04-17,3.68,4.1481,4.09,3691108,3.69,0,False
BYON,2025-05-08,3.9,4.41,4.39,2861438,3.82,0,False
BYON,2025-05-14,5.17,5.64,5.59,3934666,5.16,0,False
BYON,2025-05-15,5.57,6.195,6.14,4301447,5.59,0,False
BYON,2025-05-27,5.8,6.61,6.6,3418099,5.65,0,False
BYON,2025-06-05,6.39,7.34,6.68,5713491,6.41,0,False
BYON,2025-06-26,6.37,7.37,7.26,4523538,6.32,0,False
BYON,2025-07-01,6.78,7.67,7.17,4467462,6.88,0,False
BYON,2025-07-08,7.44,8.34,8.22,4633348,7.45,0,False
BYON,2025-07-18,8.24,9.1343,8.85,4935865,8.16,0,False
BYON,2025-07-21,9.2,10.9,10.84,9464056,8.85,0,False
BYON,2025-08-05,8.0,8.75,8.66,3133396,7.97,0,False
BYON,2025-08-21,8.85,9.76,9.65,3439269,8.9,0,False
CADE,2025-04-09,26.0,29.09,28.87,2688865,26.42,0,False
CAES,2026-06-17,14.12,17.34,16.65,166959,15.0655,0,False
CANG,2025-01-02,4.85,5.4,5.02,905370,,0,False
CARV,2025-09-03,2.42,3.85,2.84,3026762,2.325,0,False
CASI,2025-08-15,1.95,3.09,2.38,6070773,1.94,0,False
CBRG,2026-05-19,13.09,16.7,13.97,4326411,13.39,0,False
CBRG,2026-05-27,8.84,10.66,10.49,4774741,8.6901,0,False
CBRG,2026-06-05,6.06,6.95,5.64,4999870,6.55,0,False
CBRG,2026-06-10,6.91,8.63,7.64,9156087,6.98,0,False
CBRG,2026-06-17,6.13,7.1,6.13,4221089,6.04,0,False
CBRG,2026-06-23,6.05,7.4,6.82,7432583,6.67,0,False
CBRG,2026-06-26,3.23,4.1399,4.05,12189693,3.52,0,False
CBRG,2026-06-29,4.2,5.77,5.575,15012675,4.05,0,False
CBRG,2026-06-30,5.0,5.8671,5.82,8930942,5.575,0,False
CBRG,2026-07-01,5.52,6.2,5.81,7270157,5.82,0,False
CBRG,2026-07-08,3.61,4.1199,3.84,5692643,3.64,0,False
CBRG,2026-07-10,4.38,5.3498,5.29,14025097,4.53,0,False
CBRG,2026-07-22,4.51,6.37,4.79,20944432,4.74,0,False
CBRG,2026-07-23,4.59,6.0,5.25,16735534,4.79,0,False
CBRG,2026-07-28,3.5,3.9999,3.95,9440192,3.78,0,False
CBRG,2026-08-03,3.74,4.98,4.89,8647582,4.025,0,False
CBRG,2026-08-06,4.28,4.8,4.465,4566478,4.59,0,False
CBRG,2026-08-13,4.5,5.61,5.16,22431718,6.76,0,False
CBRS,2026-05-19,292.17,333.99,303.63,10379536,296.65,0,False
CBRS,2026-05-27,243.86,269.39,266.9,6522988,241.71,0,False
CBRS,2026-06-02,220.05,241.69,236.52,5236620,213.28,0,False
CBRS,2026-06-10,226.65,253.52,237.33,5373544,226.815,0,False
CBRS,2026-06-18,220.0,245.24,234.71,7196608,213.67,0,False
CBRS,2026-06-23,213.75,237.0,226.72,8337404,224.43,0,False
CBRS,2026-06-26,162.66,184.03,181.59,10659011,168.52,0,False
CBRS,2026-06-29,184.0,220.57,216.16,13285404,181.59,0,False
CBRS,2026-07-10,194.2,216.46,215.08,5289091,198.53,0,False
CBRS,2026-07-21,180.79,210.635,208.57,6244191,176.88,0,False
CBRS,2026-07-22,204.51,244.0,209.8,10774673,208.57,0,False
CBRS,2026-07-23,205.53,236.3799,220.0,8227249,209.8,0,False
CBRS,2026-08-03,190.49,222.5,219.97,4894801,198.71,0,False
CBRS,2026-08-13,220.0,239.9885,231.01,16564767,262.06,0,False
CBRX,2026-06-02,20.0,24.065,23.3728,132915,19.02,0,False
CBRX,2026-06-10,20.56,25.0,22.2471,111240,20.54,0,False
CBRX,2026-06-23,17.63,21.5334,19.95,206091,19.595,0,False
CBRX,2026-06-29,12.29,16.95,16.365,508373,11.93,0,False
CBRX,2026-06-30,14.66,17.2,17.03,249041,16.365,0,False
CBRX,2026-07-01,16.305,18.1,17.02,180490,17.03,0,False
CBRX,2026-07-20,9.92,10.86,10.2801,256549,9.94,0,False
CBRX,2026-07-21,10.76,14.1801,13.98,244626,10.2801,0,False
CBRX,2026-07-22,13.56,18.71,14.12,533745,13.98,0,False
CBRX,2026-07-23,13.66,17.7171,15.56,273841,14.12,0,False
CBRX,2026-07-28,10.28,11.74,11.74,312394,11.215,0,False
CBRX,2026-08-03,10.935,14.61,14.35,233206,11.89,0,False
CBRX,2026-08-06,12.72,14.1761,13.185,160735,13.52,0,False
CBRX,2026-08-07,13.74,15.41,15.15,184235,13.185,0,False
CBRX,2026-08-13,13.28,16.44,15.29,678510,20.05,0,False
CBRZ,2026-06-09,19.49,24.7,22.4246,181001,20.3,0,False
CBRZ,2026-06-25,28.79,36.39,34.39,161685,29.87,0,False
CBRZ,2026-07-02,17.06,19.79,19.57,690228,17.06,0,False
CBRZ,2026-07-06,19.89,22.19,22.08,205908,19.57,0,False
CBRZ,2026-07-14,17.87,21.0,18.27,244071,18.07,0,False
CBRZ,2026-07-15,18.49,21.91,21.73,179581,18.27,0,False
CBRZ,2026-07-20,23.56,26.6982,23.42,105684,24.36,0,False
CBRZ,2026-07-24,14.08,16.555,15.9,656045,13.4,0,False
CBRZ,2026-07-27,15.23,18.6,17.55,358204,15.9,0,False
CBRZ,2026-07-29,17.085,20.86,20.7,152750,16.93,0,False
CBRZ,2026-07-31,11.72,13.34,13.09,576552,12.47,0,False
CBRZ,2026-08-07,10.26,11.69,9.42,412277,11.09,0,False
CBRZ,2026-08-11,8.9,9.8003,8.77,480670,9.13,0,False
CCCS,2025-04-09,8.26,9.05,9.02,9775985,8.28,0,False
CCCX,2025-10-17,19.7,21.68,21.1,7610950,19.74,0,False
CCCX,2025-10-28,21.44,24.22,20.33,15361146,21.34,0,False
CCCX,2025-11-07,16.63,18.75,18.68,3055998,17.72,0,False
CCCX,2025-11-11,16.75,18.58,17.67,2344266,17.33,0,False
CCCX,2025-12-04,14.65,16.07,15.28,3417191,14.65,0,False
CCCX,2025-12-19,13.35,14.58,13.85,2393458,13.34,0,False
CCCX,2025-12-22,14.32,16.0,15.72,3751603,13.85,0,False
CCCX,2025-12-23,15.97,17.85,17.27,4090367,15.72,0,False
CCCX,2026-01-08,17.88,19.54,19.38,3536278,17.95,0,False
CCCXW,2025-09-19,2.5,3.27,3.2,905368,2.45,0,False
CCCXW,2025-09-29,4.0,4.42,3.51,478081,3.95,0,False
CCCXW,2025-10-09,8.51,10.49,10.44,1045306,8.24,0,False
CCCXW,2025-10-14,15.0,16.42,13.65,835376,14.59,0,False
CCCXW,2025-10-17,9.66,11.1,10.14,775506,9.16,0,False
CCCXW,2025-10-28,10.5,12.0,9.14,789312,10.45,0,False
CCCXW,2025-11-04,6.75,7.4784,6.3999,505595,6.9,0,False
CCCXW,2025-11-07,7.26,8.15,8.05,332663,7.77,0,False
CCCXW,2025-11-11,6.64,8.8399,7.91,343671,7.35,0,False
CCCXW,2025-11-12,7.98,9.35,8.2,843070,7.91,0,False
CCCXW,2025-11-14,6.98,7.9,7.32,269087,7.25,0,False
CCCXW,2025-11-18,6.25,6.89,6.7,428304,6.25,0,False
CCCXW,2025-12-23,6.67,8.84,8.23,371790,6.66,0,False
CCCXW,2026-01-02,7.76,9.17,8.5,250633,7.7,0,False
CCCXW,2026-01-08,8.69,9.9,9.57,339173,8.75,0,False
CCIR,2025-01-24,10.33,11.48,10.32,678221,10.31,0,False
CDTX,2025-02-12,21.74,24.81,23.465,125686,21.99,0,False
CDTX,2025-04-22,20.75,22.66,21.98,131553,20.685,0,False
CDTX,2025-05-01,20.8,22.8,21.75,138646,20.885,0,False
CDTX,2025-05-15,19.33,21.185,21.04,277111,19.305,0,False
CDTX,2025-05-16,21.52,25.58,25.5,278845,21.04,0,False
CDTX,2025-05-19,24.99,27.64,26.49,382437,25.5,0,False
CDTX,2025-06-25,43.68,50.0,49.33,3651364,46.84,0,False
CDTX,2025-07-08,46.01,50.655,50.45,1168611,48.3,0,False
CDTX,2025-07-14,50.45,55.75,55.32,1336741,50.535,0,False
CDTX,2025-07-18,56.47,61.6,59.96,1113634,56.15,0,False
CDTX,2025-07-22,56.91,62.16,61.53,694479,57.05,0,False
CDTX,2025-09-24,77.4,90.6382,88.58,3338956,73.49,0,False
CDTX,2025-10-09,102.0,111.35,110.76,1617406,98.51,0,False
CDTX,2025-10-27,95.0,105.035,99.98,1580366,93.12,0,False
CEP,2025-04-30,31.49,46.66,42.13,15149835,32.74,0,False
CEP,2025-05-08,32.3851,38.55,34.14,5303796,31.91,0,False
CEP,2025-05-13,29.31,32.0,29.84,1831066,28.06,0,False
CEP,2025-05-15,30.756,35.3799,34.1,1708364,30.78,0,False
CEP,2025-05-19,32.4,37.68,36.34,2665494,32.88,0,False
CEP,2025-05-20,37.99,47.8426,47.58,4411466,36.34,0,False
CEP,2025-05-23,45.74,52.0,46.5,2006216,49.95,0,False
CEP,2025-05-29,40.31,44.5,42.11,1608559,40.12,0,False
CEP,2025-06-02,38.5,43.5,43.22,887505,40.33,0,False
CEP,2025-06-13,34.11,38.455,36.56,603809,35.1,0,False
CEP,2025-06-27,28.43,31.34,28.75,544171,28.16,0,False
CEP,2025-07-02,27.3,31.94,31.58,711508,27.115,0,False
CEP,2025-07-10,31.5,34.5,34.27,894329,31.45,0,False
CEP,2025-08-11,28.04,31.2,29.75,863042,26.83,0,False
CEP,2025-09-16,20.06,22.1,21.25,193438,20.2,0,False
CEP,2025-10-10,21.92,23.9099,21.63,251299,22.75,0,False
CEP,2025-10-14,19.61,21.98,21.18,248196,20.68,0,False
CEP,2025-10-24,19.14,20.9,19.58,213317,19.39,0,False
CEP,2025-11-05,15.61,17.94,17.51,297699,15.75,0,False
CEP,2025-11-18,12.81,14.7695,14.39,299495,13.76,0,False
CEP,2025-11-24,13.3,14.635,14.05,356164,13.42,0,False
CERO,2025-01-24,2.3,2.72,2.48,2829772,2.35,0,False
CERO,2025-06-18,14.38,16.0,11.5,3025743,19.83,0,False
CERO,2025-06-25,9.6,11.2,11.19,469034,9.56,0,False
CETH,2025-04-09,7.27,8.35,8.195,2463025,7.31,0,False
CETH,2025-08-22,21.27,24.27,24.16,4370916,21.09,0,False
CFB,2025-01-29,14.69,16.22,16.09,330612,15.59,0,False
CFLT,2025-01-27,28.09,30.745,28.93,6055703,28.74,0,False
CFLT,2025-01-28,29.3,32.1,31.16,8743823,28.93,0,False
CFLT,2025-03-05,29.83,32.63,32.2,10021822,29.82,0,False
CFLT,2025-04-07,18.79,21.31,20.39,10801371,20.17,0,False
CFLT,2025-04-09,19.61,23.48,22.86,10386555,19.68,0,False
CGCFU,2026-06-26,43.74,49.35,47.15,3369070,,0,False
CHEB,2025-06-05,8.665,13.5,9.7999,156716,8.2937,0,False
CHEK,2025-09-18,2.06,2.63,2.51,1759053,2.32,0,False
CHEK,2025-09-22,2.23,2.64,2.45,962426,2.28,0,False
CHRO,2025-01-22,2.48,2.8,2.7,939076,2.66,0,False
CHX,2025-04-09,21.98,25.67,25.35,8747094,22.52,0,False
CIEG,2026-06-22,7.58,8.5515,8.51,1244454,7.43,0,False
CIEG,2026-06-23,7.575,8.7589,8.46,721762,8.51,0,False
CIEG,2026-06-24,8.17,9.23,8.62,876685,8.46,0,False
CIEG,2026-06-26,8.64,9.7,9.19,301177,9.44,0,False
CIEG,2026-07-08,6.69,7.6173,7.605,339852,6.88,0,False
CIEG,2026-08-06,5.65,6.41,5.93,401743,6.11,0,False
CIEG,2026-08-13,6.54,7.63,7.03,338766,6.73,0,False
CIFRW,2025-09-10,2.8,3.49,3.32,688940,2.8,0,False
CIFRW,2025-09-15,3.52,3.85,3.7,619856,3.64,0,False
CIFRW,2025-09-22,4.9,5.98,5.865,404545,4.68,0,False
CIFRW,2025-10-08,6.49,8.42,8.05,456962,6.525,0,False
CIFRW,2025-10-10,8.9,9.98,7.16,488409,8.5,0,False
CIFRW,2025-10-22,8.03,9.44,7.45,449001,9.1,0,False
CIFRW,2025-10-28,10.31,11.74,10.15,274913,10.91,0,False
CIFRW,2025-10-30,9.17,10.38,9.8264,213845,9.79,0,False
CIFRW,2025-11-04,11.0,13.2,11.53,199204,12.04,0,False
CIFRW,2025-11-14,3.48,5.28,4.15,592313,4.08,0,False
CIFRW,2025-11-18,4.27,5.62,5.12,621305,4.36,0,False
CIFRW,2025-11-21,4.94,5.57,5.33,837585,5.05,0,False
CIFU,2025-11-24,26.2,32.48,31.98,139746,,0,False
CIVI,2025-04-07,23.93,26.66,24.96,6299257,24.28,0,False
CIVI,2025-04-09,23.83,30.8586,30.3,5228709,24.31,0,False
CIVI,2025-07-08,29.15,32.1608,31.83,2870645,29.16,0,False
CIVI,2025-09-30,31.31,34.43,32.5,5977200,31.89,0,False
CIVI,2025-10-01,32.12,35.56,35.44,5307626,32.5,0,False
CJET,2025-11-13,2.25,3.38,2.9,2080979,2.27,0,False
CJMB,2025-02-06,5.94,7.7599,6.32,7650085,,0,False
CKPT,2025-01-03,3.32,3.66,3.65,1063217,3.29,0,False
CKPT,2025-02-03,2.78,3.2,3.17,1509685,2.84,0,False
CKPT,2025-02-04,3.18,3.56,3.39,1732804,3.17,0,False
CKPT,2025-02-05,3.36,3.745,3.73,828715,3.39,0,False
CKPT,2025-02-12,3.1,3.415,3.35,792049,3.13,0,False
CLEU,2025-01-06,3.78,4.33,3.58,1002862,3.88,0,False
CLEU,2025-01-10,3.31,3.95,3.89,1178813,3.5,0,False
CLEU,2025-01-13,3.54,4.05,3.54,1117988,3.89,0,False
CLEU,2025-01-14,3.31,3.75,3.5,1102474,3.54,0,False
CLEU,2025-01-15,3.5,5.5299,5.05,1824722,3.5,0,False
CLEU,2025-01-22,5.45,6.15,6.02,126416791,5.32,0,False
CLEU,2025-01-23,6.17,7.0,6.8,71644458,6.02,0,False
CLEU,2025-03-04,2.64,3.89,3.59,924737,2.78,0,False
CMA,2025-04-07,49.69,54.2288,51.28,3383485,51.62,0,False
CMA,2025-04-09,49.42,55.815,55.1,4718457,50.42,0,False
CMBM,2025-10-31,3.02,3.57,2.99,20251052,3.75,0,False
CMBM,2025-11-06,2.61,3.29,2.76,9779900,2.73,0,False
CMBM,2025-11-12,2.2,3.5,3.06,18626954,2.25,0,False
CMBM,2025-11-13,2.73,3.2095,2.79,3649762,3.06,0,False
CMBM,2025-11-14,2.91,3.73,2.8,12978236,2.79,0,False
CMBM,2025-11-19,2.61,2.97,2.64,2452142,2.61,0,False
CMBM,2025-11-26,1.98,2.2,2.1,986145,1.97,0,False
CMPO,2025-04-07,9.52,10.56,10.02,1372305,9.93,0,False
CMPO,2025-04-09,9.51,10.59,10.51,998149,9.65,0,False
CMPO,2025-08-20,17.47,19.05,19.02,1579210,18.2,0,False
CMPO,2026-01-08,19.61,21.45,21.41,1874679,19.66,0,False
CMPO,2026-01-14,21.19,23.71,23.41,4067087,21.43,0,False
CMRX,2025-01-21,3.52,4.07,3.84,2133005,3.55,0,False
CMRX,2025-02-11,4.0,4.37,4.36,2104085,4.06,0,False
CMRX,2025-02-19,5.01,5.5263,5.08,4451982,4.83,0,False
CMRX,2025-02-28,4.81,5.25,5.25,1925415,4.74,0,False
COHH,2026-05-21,13.53,14.9,14.62,189872,13.21,0,False
COHH,2026-06-04,15.69,18.41,17.51,290860,17.18,0,False
COHH,2026-06-10,11.84,13.18,11.93,233882,12.11,0,False
COHH,2026-06-22,14.6,17.79,16.75,478956,14.2,0,False
COHH,2026-07-01,12.32,13.46,12.28,191449,14.09,0,False
COHH,2026-07-06,10.01,10.96,10.02,249783,9.9,0,False
COHH,2026-07-17,5.91,7.039,6.7,831097,6.68,0,False
COHH,2026-08-03,5.4,6.87,6.69,482414,5.61,0,False
COHH,2026-08-05,8.07,9.52,8.57,752968,8.34,0,False
COHH,2026-08-06,7.83,9.9,8.86,522758,8.57,0,False
COHH,2026-08-13,8.87,9.8362,8.05,1805837,9.56,0,False
COHH,2026-08-14,8.09,8.905,7.92,1624490,8.05,0,False
COMM,2025-01-06,5.002,5.605,5.34,6524784,5.27,0,False
COMM,2025-04-07,3.35,3.91,3.64,8796300,3.62,0,False
COMM,2025-04-09,3.34,4.08,3.86,8280670,3.41,0,False
COMM,2025-05-23,5.27,5.9499,5.7,17547700,5.49,0,False
COMM,2025-07-23,7.72,8.44,8.22,4927221,7.59,0,False
COMM,2025-10-30,15.422,17.12,16.84,8724880,15.75,0,False
COOP,2025-08-01,163.72,180.5745,174.26,2062312,155.72,0,False
COOP,2025-08-22,183.01,202.235,198.98,1040222,183.435,0,False
CRCL,2025-06-06,96.39,123.515,107.7,60706262,,0,False
CREV,2025-06-24,2.24,3.55,3.02,5300925,2.25,0,False
CREV,2025-06-25,3.1,4.09,3.159,3021750,3.02,0,False
CREV,2025-07-09,3.66,4.79,4.62,1273977,3.76,0,False
CREV,2025-07-25,3.45,5.5,4.91,2940015,3.45,0,False
CREV,2025-07-28,4.7,9.2,5.42,3870513,4.91,0,False
CREV,2025-10-28,5.3,7.23,6.73,332213,5.5,0,False
CREV,2025-12-26,2.05,2.8994,2.53,1462649,1.985,0,False
CRGX,2025-01-15,11.36,12.39,12.04,275861,11.18,0,False
CRGX,2025-01-23,12.62,13.89,13.84,213241,12.72,0,False
CRGX,2025-01-30,3.13,3.49,3.39,21385362,13.19,0,False
CRGX,2025-02-03,3.5,3.88,3.65,1742484,3.6,0,False
CRGX,2025-04-09,3.76,4.16,4.05,842686,3.86,0,False
CRIS,2025-01-02,3.9,4.5,4.24,2440071,,0,False
CRKN,2025-02-03,5.82,7.5,6.96,791363,6.11,0,False
CRKN,2025-02-04,6.37,7.3799,6.51,452742,6.96,0,False
CRKN,2025-02-06,6.65,7.3399,6.55,503495,6.63,0,False
CRWX,2026-08-13,32.74,39.84,31.46,68981,32.98,0,False
CSCI,2025-03-13,2.22,3.19,3.11,676412,2.69,0,False
CSWI,2025-04-09,253.74,290.08,288.11,212970,254.34,0,False
CVAC,2025-01-10,4.08,4.5208,4.21,1805590,4.23,0,False
CVAC,2025-03-11,2.92,3.195,3.16,943942,2.92,0,False
CVAC,2025-04-07,2.5,2.75,2.65,1030451,2.59,0,False
CVAC,2025-04-09,2.695,3.02,2.98,834557,2.72,0,False
CVAC,2025-04-11,2.91,3.19,3.19,724804,2.86,0,False
CVAC,2025-04-28,3.28,3.59,3.47,687882,3.23,0,False
CVAC,2025-05-20,3.9,4.305,4.28,1606368,3.87,0,False
CYBN,2025-01-03,9.41,10.3,10.1,228292,9.41,0,False
CYBN,2025-02-14,9.71,10.59,9.53,806777,9.47,0,False
CYBN,2025-04-10,5.34,5.83,5.74,447513,5.42,0,False
CYBN,2025-04-11,5.82,6.85,6.8,560776,5.74,0,False
CYBN,2025-04-14,7.15,7.96,7.7,657314,6.8,0,False
CYBN,2025-05-19,6.68,7.53,7.5,791298,6.72,0,False
CYBN,2025-05-27,7.61,8.34,8.34,564922,7.47,0,False
CYBN,2025-07-17,7.5,8.49,8.46,979204,7.52,0,False
CYBN,2025-09-05,6.05,6.73,6.73,754673,5.98,0,False
CYBN,2025-12-23,7.11,7.9175,7.85,1705825,7.17,0,False
CYBR,2025-04-07,292.46,324.78,305.98,832816,306.46,0,False
CYBR,2025-04-09,315.0,351.99,350.19,1316111,315.29,0,False
CYBR,2025-07-29,385.4,452.0,434.48,5126625,382.91,0,False
CYCC,2025-07-17,8.24,9.48,8.23,1326706,8.2,0,False
CYCC,2025-07-18,8.0,18.0,13.07,22369215,8.23,0,False
CYCC,2025-07-21,12.86,14.37,11.66,980851,13.07,0,False
CYCC,2025-07-22,12.19,13.39,10.76,346766,11.66,0,False
CYCC,2025-07-23,10.97,15.48,14.0,1725845,10.76,0,False
CYCC,2025-07-25,15.96,17.9999,16.04,463437,17.15,0,False
CYCC,2025-07-30,12.71,14.15,12.39,153305,13.25,0,False
CYCC,2025-08-07,7.7,9.7699,8.97,463402,7.41,0,False
CYCC,2025-08-08,8.91,10.08,8.78,231036,8.97,0,False
CYPH,2025-11-14,2.06,3.55,2.75,263218687,,0,False
DATS,2025-01-14,4.99,5.55,4.88,3667234,5.42,0,False
DATS,2025-01-15,4.73,5.25,4.26,2645491,4.88,0,False
DATS,2025-01-16,4.16,7.1799,5.85,80937907,4.26,0,False
DATS,2025-01-22,4.55,6.02,4.96,7645839,4.48,0,False
DATS,2025-01-30,3.21,3.66,3.19,764005,3.2,0,False
DATS,2025-02-10,3.0,3.4181,3.2,1115120,3.0,0,False
DATS,2025-02-18,2.57,4.13,3.07,11621300,2.56,0,False
DATS,2025-02-19,3.08,3.63,2.98,1531935,3.07,0,False
DATS,2025-03-28,3.41,3.93,3.45,1374178,3.51,0,False
DATS,2025-03-31,3.25,3.89,3.86,935070,3.45,0,False
DATS,2025-05-09,2.69,2.95,2.67,705653,2.66,0,False
DAY,2025-04-09,49.17,56.345,56.22,2171706,49.33,0,False
DBGI,2025-08-20,10.43,12.1,11.0639,270074,,0,False
DENN,2025-04-04,3.16,3.455,3.43,1291595,3.45,0,False
DENN,2025-04-09,2.91,3.225,3.16,3034201,2.91,0,False
DENN,2025-04-21,3.04,3.315,3.27,2842540,3.11,0,False
DENN,2025-05-07,3.97,4.565,4.47,2195019,3.91,0,False
DENN,2025-07-01,4.1,4.56,4.52,978521,4.1,0,False
DENN,2025-07-23,4.19,4.65,4.64,1063922,4.13,0,False
DENN,2025-09-15,5.18,5.69,5.52,1415761,5.13,0,False
DFS,2025-04-07,140.44,156.3,150.88,2951241,147.04,0,False
DFS,2025-04-09,145.11,173.365,170.85,2728531,148.21,0,False
DGHI,2025-01-21,2.29,2.64,2.52,1483625,2.22,0,False
DGHI,2025-01-28,2.53,3.1699,2.71,1143690,2.47,0,False
DGHI,2025-01-30,2.76,3.77,3.66,3241014,2.76,0,False
DGHI,2025-01-31,3.39,3.77,3.41,2710462,3.66,0,False
DGHI,2025-02-03,3.0,3.5794,3.34,796580,3.41,0,False
DGHI,2025-02-07,3.0,3.35,2.9,854501,2.96,0,False
DGLY,2025-05-28,4.12,5.2688,3.29,3851826,4.15,0,False
DGLY,2025-06-10,3.04,3.55,3.23,1292404,3.01,0,False
DIST,2025-06-11,11.51,33.94,19.7,209712,12.0,0,False
DIST,2025-06-12,15.94,32.66,28.0,144352,19.7,0,False
DMYY,2025-04-25,12.08,13.87,13.1,802251,12.04,0,False
DMYY,2025-05-22,13.06,15.28,14.17,408499,13.15,0,False
DMYY,2025-09-11,12.76,13.98,13.87,350647,12.95,0,False
DMYY,2025-09-12,13.98,15.49,14.96,658569,13.87,0,False
DMYY,2025-09-19,13.41,14.8,13.79,163634,13.35,0,False
DOOO,2025-04-09,32.66,37.47,37.3,410039,33.18,0,False
DRAL,2026-07-08,13.185,14.86,14.86,219636,14.19,0,False
DRAL,2026-07-17,9.24,11.38,10.33,964513,10.23,0,False
DRAL,2026-08-03,8.38,9.215,9.11,448551,8.84,0,False
DRAL,2026-08-06,8.4,9.69,9.09,472849,9.92,0,False
DRAL,2026-08-13,10.16,11.47,11.02,447729,10.25,0,False
DTIL,2025-01-02,4.04,5.0,4.69,504222,,0,False
DVS,2025-06-09,3.57,4.0,3.67,1202334,3.49,0,False
DVS,2025-09-11,4.1,4.47,4.43,647721,4.08,0,False
DVS,2025-09-19,4.09,4.58,4.39,713979,4.08,0,False
DVS,2025-11-28,4.02,4.52,4.46,1910173,3.9,0,False
DXF,2025-01-24,11.0,36.0,29.0,776955,,0,False
DXF,2025-01-29,17.43,22.97,22.97,292724,20.79,0,False
DXF,2025-02-05,30.58,35.0,28.92,74025,30.51,0,False
DXF,2025-04-08,6.14,8.1198,6.42,274264,6.0,0,False
DXF,2025-04-16,5.66,11.1,9.25,7678588,5.69,0,False
DXF,2025-04-29,6.71,7.8676,6.89,391137,6.53,0,False
DXF,2025-05-06,6.5,8.8199,7.65,628570,6.75,0,False
DXF,2025-05-07,7.86,8.9,7.75,454453,7.65,0,False
DXF,2025-05-09,6.78,8.35,7.32,441750,6.9,0,False
DXF,2025-09-25,5.41,6.49,6.15,511726,5.415,0,False
DXST,2025-01-23,5.25,5.74,2.5,11609807,,0,False
DYNX,2025-08-11,11.27,12.78,11.69,2992406,11.18,0,False
EB,2025-01-27,3.33,3.69,3.68,1673185,3.36,0,False
EB,2025-03-04,2.45,2.705,2.6,1880938,2.44,0,False
EB,2025-08-08,2.29,2.71,2.54,2795850,2.21,0,False
EB,2025-08-18,2.61,2.87,2.79,1071778,2.62,0,False
EBTC,2025-04-07,32.86,35.87,34.55,63943,34.8,0,False
ECDA,2025-10-08,3.7,5.0,3.78,3278896,3.63,0,False
ECHX,2026-08-04,7.86,8.62,8.582,361618,7.5597,0,False
ELAB,2025-01-02,2.42,2.68,2.48,959612,,0,False
ELWS,2025-05-13,2.0491,3.67,2.49,3085636,2.16,0,False
ELWS,2025-07-03,2.8,3.39,3.2,846282,3.17,0,False
ELWS,2025-07-31,3.75,6.14,5.6,3135627,3.69,0,False
ELWS,2025-08-04,5.44,8.77,8.33,821914,5.46,0,False
ELWS,2025-08-05,8.3,10.5,9.84,749263,8.33,0,False
ELWS,2025-10-17,3.87,4.68,4.62,543900,5.1,0,False
ELWS,2026-01-15,5.64,6.49,6.485,556709,6.06,0,False
ENTO,2025-09-12,2.31,3.2898,3.15,616303,2.3,0,False
ENTO,2025-10-01,4.65,5.18,4.29,3747439,5.0,0,False
ENTO,2025-10-02,4.14,4.66,4.34,479668,4.29,0,False
ENTO,2025-10-10,4.71,5.2975,5.24,384965,4.66,0,False
ENVXW,2025-07-24,5.1,6.2,5.61,4656562,5.8,0,False
ENVXW,2025-07-28,6.08,6.65,6.36,1347142,5.88,0,False
ENVXW,2025-08-01,2.94,3.4,2.77,1186969,4.67,0,False
ENVXW,2025-08-13,1.95,2.43,2.25,1283242,2.05,0,False
EOSEW,2025-10-02,2.26,2.76,2.17,911461,2.2,0,False
EOSEW,2025-10-14,5.91,6.5,5.7,476486,5.88,0,False
EOSEW,2025-11-07,3.31,6.8,6.73,1271413,3.94,0,False
EOSEW,2025-11-10,6.64,8.31,7.73,675379,6.73,0,False
EOSEW,2025-11-12,7.32,8.1655,5.71,492211,7.0,0,False
EOSEW,2025-11-13,5.1,5.65,3.83,389851,5.71,0,False
EPSM,2025-03-27,5.18,6.15,5.38,455471,,0,False
EPWK,2025-03-21,4.8129,5.34,5.24,1448629,4.74,0,False
EPWK,2025-04-09,4.77,5.76,4.9,4869464,4.81,0,False
