symbol,bar_date,open,high,close,volume,prev_close,nbars,covered
EPWK,2025-04-17,4.802,5.3,5.16,443660,5.01,0,False
EPWK,2025-04-23,5.22,9.9899,8.12,13218798,5.39,0,False
EPWK,2025-04-24,8.08,11.11,10.9,741160,8.12,0,False
EPWK,2025-04-25,10.53,14.2,12.71,739217,10.9,0,False
EPWK,2025-04-29,14.44,16.78,16.78,336959,13.71,0,False
EPWK,2025-04-30,16.59,19.47,19.0,245019,16.78,0,False
EPWK,2025-05-02,23.6,26.0,22.42,301169,23.48,0,False
EPWK,2025-05-06,5.33,7.45,6.78,1198943,5.61,0,False
EPWK,2025-05-07,6.4,7.7046,7.23,298301,6.78,0,False
EPWK,2025-05-08,7.1,8.13,8.0,261442,7.23,0,False
EPWK,2025-05-19,7.92,8.65,8.45,515468,8.08,0,False
EPWK,2025-05-22,8.6,9.829,8.955,1674364,8.7,0,False
EPWK,2025-05-23,8.62,10.4999,10.26,1347500,8.955,0,False
EPWK,2025-05-28,8.96,10.03,9.28,295513,9.02,0,False
EPWK,2025-06-05,9.06,12.76,1.67,9881729,9.05,0,False
ERJ,2025-02-27,43.5,48.4,47.5,6887685,42.89,0,False
ERJ,2025-04-09,39.69,43.7,43.1,2606300,40.42,0,False
ERJ,2025-07-30,49.4,56.43,54.83,9410027,49.6,0,False
ETHZ,2025-08-22,3.04,3.475,3.3,72024367,4.81,0,False
ETHZ,2025-09-02,2.71,2.96,2.67,10421783,2.81,0,False
ETHZ,2025-09-10,2.45,2.7,2.47,9757209,2.44,0,False
ETHZ,2025-10-02,2.4,2.63,2.58,10272536,2.38,0,False
ETHZ,2025-10-24,16.1,18.375,18.03,3159205,15.36,0,False
ETHZ,2025-11-07,15.4,17.98,17.94,806251,15.97,0,False
ETHZ,2025-12-09,10.44,11.67,11.24,811766,10.7,0,False
ETHZ,2026-02-25,3.47,3.93,3.91,683013,3.45,0,False
ETNB,2025-01-28,9.0,10.14,9.01,7340172,9.0,0,False
ETNB,2025-02-04,9.61,10.9092,10.75,5747557,9.29,0,False
ETNB,2025-02-05,10.7,11.84,11.66,3879929,10.75,0,False
ETNB,2025-03-12,7.785,8.69,8.35,2470827,7.54,0,False
ETNB,2025-03-27,8.05,9.318,8.96,3859532,8.02,0,False
ETNB,2025-04-09,4.71,5.83,5.54,4287225,4.83,0,False
ETNB,2025-04-11,4.98,5.535,5.53,1825386,4.995,0,False
ETNB,2025-04-21,5.91,6.535,6.27,1613518,6.06,0,False
ETNB,2025-05-20,7.65,9.36,9.03,7317302,7.7,0,False
ETNB,2025-05-21,8.9,9.75,9.61,3694047,9.03,0,False
ETNB,2025-06-13,9.33,10.58,10.41,3933749,9.62,0,False
ETNG,2026-05-13,13.5,15.0,13.98,11388027,,0,False
ETQ,2025-11-04,40.75,48.65,46.9,78394,38.74,0,False
ETQ,2025-11-12,36.48,40.6293,39.86,83731,39.36,0,False
ETQ,2025-11-13,39.61,46.04,45.78,84270,39.86,0,False
ETQ,2025-11-17,45.14,51.91,50.48,54898,46.56,0,False
ETQ,2025-11-20,49.47,57.27,55.97,143759,52.0,0,False
ETQ,2025-12-17,45.435,50.25,49.51,56266,45.1,0,False
ETQ,2025-12-18,43.81,50.68,50.68,39653,49.51,0,False
ETQ,2026-02-03,63.1801,72.68,62.66,33199,61.92,0,False
EUVX,2026-06-30,25.68,28.19,27.85,140162,25.2802,0,False
EVOK,2025-08-04,4.65,5.65,5.38,382079,4.6901,0,False
EWAVU,2026-07-14,12.575,14.4196,13.76,1608144,,0,False
EXAS,2025-04-07,40.742,46.48,43.83,5777962,42.55,0,False
EXAS,2025-04-09,40.18,46.15,45.5,5153143,40.31,0,False
EXAS,2025-06-27,51.25,57.4,53.65,9084306,51.81,0,False
EXAS,2025-08-07,39.0,43.5093,43.16,17863093,46.91,0,False
EXAS,2025-11-19,69.5,89.67,86.18,20012256,69.68,0,False
EYEN,2025-02-04,2.55,2.9201,2.73,802748,2.68,0,False
EYEN,2025-06-04,2.035,2.29,2.08,1315250,2.11,0,False
EYEN,2025-06-05,2.18,3.3,3.14,14808658,2.08,0,False
EYEN,2025-06-09,4.2,5.45,4.32,5638690,4.88,0,False
EYEN,2025-06-13,2.65,3.18,2.44,1393873,2.67,0,False
EYEN,2025-06-16,2.4,3.17,2.97,1208109,2.44,0,False
EYEN,2025-06-17,3.06,8.21,6.97,29938045,2.97,0,False
EYEN,2025-06-18,5.255,6.73,4.83,7282125,6.97,0,False
EYEN,2025-06-25,8.955,11.4,9.55,9388849,9.02,0,False
EYEN,2025-06-30,11.47,14.33,10.38,3948264,10.88,0,False
EYEN,2025-07-02,10.7,17.18,15.82,4643575,10.56,0,False
FAC,2026-06-09,20.0,25.33,16.0,4880482,,0,False
FARO,2025-01-14,25.4,28.74,28.65,651258,24.56,0,False
FARO,2025-04-07,22.74,25.16,24.15,247285,23.89,0,False
FARO,2025-04-09,22.79,26.19,25.83,418529,23.15,0,False
FAT,2025-06-09,2.47,3.45,2.81,641162,2.46,0,False
FDXF,2026-06-04,150.66,166.27,157.71,2928418,152.0,0,False
FDXF,2026-06-05,157.48,175.0,167.84,2924861,157.71,0,False
FDXF,2026-06-08,167.02,183.0,178.77,1759896,167.84,0,False
FDXF,2026-06-09,178.12,194.27,188.46,2448854,178.77,0,False
FFIE,2025-01-02,2.8,3.82,3.69,93166985,,0,False
FFIE,2025-01-03,3.08,3.47,3.18,37577136,3.69,0,False
FFIE,2025-01-07,2.42,2.7,2.15,24817579,2.41,0,False
FGEN,2025-08-18,9.93,11.71,11.3,224379,9.495,0,False
FGEN,2025-12-15,8.66,10.4499,10.04,339027,8.38,0,False
FGF,2025-01-02,21.785,25.44,25.1,139989,,0,False
FGF,2025-01-21,21.79,24.6,22.05,99894,22.58,0,False
FGF,2025-07-31,17.0,20.79,20.79,375334,18.56,0,False
FGF,2025-08-01,20.12,39.75,38.3,1503718,20.79,0,False
FGF,2025-08-04,32.05,39.99,37.82,274424,38.3,0,False
FGF,2025-08-08,20.75,23.5,18.78,695110,36.17,0,False
FGNX,2025-08-12,23.01,25.5,24.5,350975,,0,False
FI,2025-04-09,192.17,211.63,210.38,5111881,195.59,0,False
FJET,2025-12-19,9.0,10.33,6.69,2328811,,0,False
FL,2025-04-04,11.76,13.35,12.64,10971117,12.45,0,False
FL,2025-04-07,11.9,13.21,12.41,6729133,12.64,0,False
FL,2025-04-09,11.22,14.02,13.64,8820344,11.46,0,False
FL,2025-04-28,11.85,12.99,12.94,5934390,11.73,0,False
FLGC,2025-12-04,9.96,13.6966,10.45,157980,9.9,0,False
FLGC,2026-01-28,8.5,9.84,8.95,303002,10.97,0,False
FLYY,2025-05-27,5.52,6.35,6.21,480416,5.4,0,False
FLYY,2025-06-20,5.24,5.8,5.42,976260,5.32,0,False
FLYY,2025-08-13,2.0,2.37,1.99,1575578,2.1,0,False
FMTO,2025-02-26,4.88,6.57,6.02,897327,5.28,0,False
FMTO,2025-04-23,6.965,7.97,6.75,333065,7.33,0,False
FMTO,2025-04-24,6.55,8.44,7.03,454787,6.75,0,False
FNGA,2025-03-04,461.0,504.82,478.31,1207770,,0,False
FNGA,2025-03-11,370.0,407.21,386.0,886522,371.67,0,False
FNGA,2025-04-02,355.35,395.49,383.08,885187,376.0,0,False
FNGA,2025-04-07,224.72,302.68,262.36,2078687,257.6,0,False
FNGA,2025-04-09,257.92,365.0,360.26,2428421,258.58,0,False
FNGA,2025-04-11,305.0,332.68,330.0,899745,312.87,0,False
FNGA,2025-04-24,341.99,378.38,376.78,1143898,326.0,0,False
FNGB,2025-03-11,13.78,15.105,14.42,1148713,13.7,0,False
FNGB,2025-04-02,13.14,14.555,14.15,2352947,13.83,0,False
FNGB,2025-04-07,8.24,11.03,9.8,4204948,9.5,0,False
FNGB,2025-04-09,9.44,13.4129,13.19,5276190,9.49,0,False
FNGB,2025-04-24,12.47,13.92,13.89,3239343,11.98,0,False
FORD,2025-04-04,5.17,7.75,6.8,546577,4.92,0,False
FORD,2025-09-05,14.67,16.72,16.355,179657,14.96,0,False
FORD,2025-09-09,27.0,30.43,28.97,686686,25.96,0,False
FORD,2025-09-15,34.26,39.6,39.0,614215,36.1,0,False
FORD,2025-09-16,38.9,43.5,37.35,720019,39.0,0,False
FORD,2025-09-23,28.22,32.5,31.64,560034,27.89,0,False
FORD,2025-10-06,22.75,25.45,25.43,494124,22.53,0,False
FORD,2025-10-08,23.42,26.6516,24.6,728457,23.65,0,False
FORD,2025-11-07,9.5,10.53,10.37,967972,9.67,0,False
FORD,2025-11-14,8.75,9.54,9.12,701549,8.93,0,False
FREY,2025-01-07,2.75,3.06,2.76,3296152,2.82,0,False
FRGE,2025-04-16,11.51,13.01,8.64,371830,11.83,0,False
FRGE,2025-04-21,8.8,12.96,12.3,1028538,8.69,0,False
FRGE,2025-04-23,11.77,13.1,12.55,204338,11.81,0,False
FRGE,2025-04-29,13.28,15.12,14.99,218568,13.27,0,False
FRGE,2025-05-07,12.56,14.53,13.41,182218,12.08,0,False
FRGE,2025-05-13,15.87,17.98,17.79,196919,15.57,0,False
FRGE,2025-07-31,16.91,21.94,21.92,417449,16.82,0,False
FRGE,2025-08-04,20.66,24.0,23.0,212840,20.6,0,False
FRGE,2025-09-18,16.31,18.5,17.88,129034,16.03,0,False
FRGE,2025-10-27,16.85,18.86,18.55,454071,16.63,0,False
FRGE,2025-10-30,19.75,21.63,21.51,168087,19.75,0,False
FRGE,2025-11-03,21.73,23.98,23.32,234597,21.94,0,False
FRGE,2025-11-04,22.65,26.6201,26.09,379712,23.32,0,False
FTEL,2025-01-08,8.89,11.73,10.69,326764,8.91,0,False
FTEL,2025-01-15,8.15,9.69,9.2,356098,7.93,0,False
FTEL,2025-01-16,8.75,9.68,9.56,358419,9.2,0,False
FTEL,2025-01-17,9.73,11.15,10.0,515639,9.56,0,False
FTEL,2025-01-24,9.18,11.15,10.43,506080,9.45,0,False
FTEL,2025-01-29,9.6,10.66,10.29,311062,9.285,0,False
FXHO,2026-07-06,13.065,25.0,19.55,8139412,,0,False
GATE,2025-03-27,16.5,57.96,50.0,77145,16.26,0,False
GCDT,2026-01-14,4.75,5.85,5.56,495514,,0,False
GCI,2025-03-19,3.02,3.32,3.2,1440982,3.02,0,False
GCI,2025-04-02,2.95,3.285,3.25,1605390,3.02,0,False
GCI,2025-04-07,2.66,2.945,2.72,4300830,2.84,0,False
GCI,2025-04-09,2.55,3.01,2.94,1936634,2.64,0,False
GCI,2025-04-17,2.98,3.79,3.54,5955047,2.96,0,False
GCI,2025-07-30,3.65,4.1399,3.65,5002252,3.62,0,False
GCI,2025-10-28,3.65,4.3844,4.07,5886100,3.68,0,False
GCI,2025-10-30,3.97,5.31,5.25,15073818,4.11,0,False
GCL,2025-02-18,4.33,9.89,7.5,58161835,,0,False
GES,2025-04-04,10.005,11.3106,11.02,3807350,10.04,0,False
GES,2025-04-09,8.48,11.01,10.94,2905196,8.66,0,False
GES,2025-04-24,9.96,12.48,11.65,5017398,9.94,0,False
GES,2025-06-06,11.0,12.365,12.03,1951755,10.99,0,False
GHLD,2025-08-08,19.9,23.57,20.02,122996,19.9,0,False
GLIBR,2025-12-08,3.94,5.335,4.18,379111,3.75,0,False
GLIBR,2025-12-12,4.8,5.998,5.84,348496,5.28,0,False
GLIBR,2025-12-15,5.26,6.37,6.2,353087,5.84,0,False
GLIBR,2025-12-16,5.26,9.9199,6.58,293409,6.2,0,False
GLTO,2025-03-21,4.145,7.3,6.1,10710860,4.14,0,False
GLTO,2025-05-16,2.9,3.3,2.88,1123137,2.915,0,False
GLTO,2025-09-10,2.61,3.99,2.98,1939844,2.58,0,False
GLTO,2025-09-25,3.91,4.51,4.45,2480146,4.26,0,False
GLTO,2025-10-08,10.5,11.6599,10.65,1977646,17.92,0,False
GLTO,2025-10-15,10.83,12.31,11.675,163455,11.35,0,False
GLTO,2025-10-16,11.86,12.97,10.99,215702,11.675,0,False
GLTO,2025-11-12,21.0,28.2,23.6,4506581,23.58,0,False
GLTO,2025-11-13,23.48,29.03,27.84,2001756,23.6,0,False
GLTO,2025-12-02,16.75,19.41,19.34,143569,17.77,0,False
GLTO,2025-12-03,18.29,22.19,22.14,120649,19.34,0,False
GLTO,2025-12-04,21.4,23.7379,22.89,261966,22.14,0,False
GLTO,2025-12-05,22.17,27.85,27.46,132612,22.89,0,False
GLTO,2025-12-09,25.73,28.39,27.79,169457,25.73,0,False
GLTO,2025-12-10,26.54,29.97,29.45,270001,27.79,0,False
GLTO,2025-12-12,27.46,32.2,32.0,105106,29.01,0,False
GLTO,2025-12-17,28.56,33.31,26.33,114563,30.0,0,False
GLTO,2025-12-26,29.97,38.3251,34.14,232089,29.49,0,False
GLTO,2026-02-11,20.2,22.25,21.8,2174938,21.52,0,False
GLTO,2026-02-12,21.89,30.03,30.03,1495531,21.8,0,False
GLTO,2026-02-13,28.9,32.56,29.12,707934,30.03,0,False
GLTO,2026-02-24,29.89,33.99,31.75,863058,29.78,0,False
GLTO,2026-02-27,28.98,31.86,29.58,171498,29.78,0,False
GLXU,2025-08-11,26.37,29.7,25.7371,202704,,0,False
GMS,2025-04-09,66.25,74.72,73.72,551849,66.73,0,False
GODN,2025-01-24,8.14,9.0,2.91,902789,8.535,0,False
GOGL,2025-04-07,6.62,7.4,7.25,6676491,6.48,0,False
GOGL,2025-04-09,6.41,7.16,7.05,7608426,6.51,0,False
GOOGN,2026-06-09,50.85,55.97,50.69,9725019,,0,False
GORV,2025-09-16,2.5,6.74,3.06,27152672,2.45,0,False
GORV,2025-10-06,2.75,3.1,2.93,764855,2.68,0,False
GOVM,2026-05-14,35.875,40.95,40.63,11370355,,0,False
GRRR,2025-01-02,19.89,25.3999,24.33,7436509,,0,False
GSRT,2025-10-03,8.88,10.3,10.27,4300269,10.28,0,False
GSRT,2025-10-06,10.35,14.64,12.32,6865443,10.27,0,False
GSRT,2025-10-08,12.42,14.91,14.52,3411912,12.0,0,False
GSRTR,2025-06-11,5.7,7.45,6.21,448210,5.648,0,False
GSRTR,2025-10-03,8.35,9.3604,9.15,287514,8.9,0,False
GSRTR,2025-10-06,9.25,14.0,11.82,344115,9.15,0,False
GTI,2025-10-13,3.97,6.45,6.03,2187079,3.87,0,False
HBI,2025-04-07,4.51,4.93,4.51,13380858,4.68,0,False
HBI,2025-04-09,4.25,4.97,4.86,18785304,4.35,0,False
HES,2025-04-09,124.63,139.61,137.97,2863942,127.51,0,False
HI,2025-04-07,19.01,20.93,20.6,950721,19.99,0,False
HI,2025-04-09,19.07,23.59,23.38,701809,19.44,0,False
HI,2025-08-12,20.19,23.49,23.43,1461592,19.78,0,False
HI,2025-08-13,23.66,27.075,26.39,2566032,23.43,0,False
HI,2025-09-26,23.53,26.44,26.0,2059343,23.33,0,False
HIMY,2025-10-07,22.43,24.6,24.3826,84790,22.202,0,False
HIMY,2025-10-15,21.88,28.0918,26.9214,72456,21.8698,0,False
HIMY,2025-11-04,14.61,16.06,13.2,171235,14.03,0,False
HMST,2025-01-28,9.62,10.5,10.07,257548,10.43,0,False
HOND,2025-08-12,10.89,12.0,11.65,6136767,10.85,0,False
HOND,2025-09-30,15.24,16.75,16.41,3515899,15.28,0,False
HOND,2025-10-10,18.49,20.55,18.86,3535623,18.07,0,False
HOND,2025-10-14,21.54,26.0,24.98,4629402,21.0,0,False
HOND,2025-10-17,23.28,26.52,25.92,5009974,23.26,0,False
HOND,2025-10-23,17.1,19.5,19.05,2430514,17.42,0,False
HONDW,2025-09-25,5.5,6.17,5.26,528263,6.5,0,False
HONDW,2025-09-26,5.3,6.07,5.9,386325,5.26,0,False
HONDW,2025-10-07,6.9,7.95,7.13,464791,7.0,0,False
HONDW,2025-10-10,7.59,9.0,8.15,693358,7.3,0,False
HONDW,2025-10-17,10.5,12.48,11.98,897147,10.05,0,False
HONDW,2025-10-23,6.01,7.525,7.5,402808,6.0,0,False
HONE,2025-02-04,10.54,11.72,11.69,614482,10.52,0,False
HONIV,2026-06-26,240.24,267.99,256.01,7067827,238.05,0,False
HOUS,2025-01-14,2.81,3.1,3.01,2200872,2.78,0,False
HOUS,2025-02-13,3.6,3.94,3.65,1874423,3.67,0,False
HOUS,2025-03-04,3.28,3.67,3.51,1801051,3.36,0,False
HOUS,2025-03-20,3.73,4.11,3.89,1134942,3.76,0,False
HOUS,2025-04-07,3.07,3.44,3.19,924075,3.26,0,False
HOUS,2025-04-09,3.0,3.365,3.3,2934351,2.98,0,False
HOUS,2025-04-29,2.9,3.2781,3.21,1070516,3.11,0,False
HOUS,2025-04-30,3.14,3.495,3.46,1562203,3.21,0,False
HOUS,2025-05-01,3.51,3.86,3.73,1811078,3.46,0,False
HOUS,2025-07-22,4.21,4.625,4.54,4439709,4.16,0,False
HOUS,2025-07-29,4.46,5.24,5.2,4365265,4.69,0,False
HOUS,2025-08-26,6.07,6.63,6.43,4676711,6.07,0,False
HOUS,2025-09-11,6.26,6.91,6.81,1588478,6.24,0,False
HOUS,2025-11-04,10.29,11.41,10.98,3494821,10.19,0,False
HPEL,2026-08-03,13.8301,15.32,15.23,284371,13.88,0,False
HPEL,2026-08-05,15.96,17.86,16.97,272243,16.52,0,False
HPH,2025-04-29,8.25,13.9952,12.31,350852,8.18,0,False
HSII,2025-04-09,39.02,42.56,41.28,211131,39.16,0,False
HUSA,2025-06-11,4.45,5.74,5.46,791909,4.39,0,False
HUSA,2025-06-18,17.2,18.88,17.5,5547222,20.0,0,False
HUSA,2025-06-25,12.4,13.98,12.37,1341354,12.83,0,False
HUSA,2025-06-26,12.57,14.25,13.05,569560,12.37,0,False
HUSA,2025-07-01,10.41,12.18,11.14,484825,10.59,0,False
HUSA,2025-07-08,9.31,10.2,9.81,262098,9.41,0,False
HUSA,2025-07-09,9.73,10.65,9.99,675565,9.81,0,False
HUSA,2025-07-10,10.31,11.53,11.0,600430,9.99,0,False
HUSA,2025-07-11,11.21,12.6999,12.17,489108,11.0,0,False
HUSA,2025-07-29,10.51,11.85,11.8,434190,10.61,0,False
HUSA,2025-08-01,9.43,10.35,9.64,208532,9.51,0,False
HUSA,2025-08-05,10.1,11.35,11.01,285879,10.04,0,False
HUSA,2025-09-09,6.51,7.7,6.75,351814,6.55,0,False
HUSA,2025-09-10,6.8,7.76,7.56,339190,6.75,0,False
HUSA,2025-10-31,5.1,5.8001,5.79,381340,5.0,0,False
HYNX,2026-07-17,22.98,27.47,23.52,2235723,23.05,0,False
HYNX,2026-07-22,25.63,28.105,26.51,836929,28.81,0,False
HYNX,2026-07-29,15.87,17.69,15.16,3451502,15.9,0,False
HYNX,2026-08-06,17.49,19.71,18.74,1386383,20.7,0,False
HYNX,2026-08-13,21.14,25.2,24.38,1121967,21.32,0,False
IACQ,2026-06-22,13.61,15.5,12.42,1609217,,0,False
IAS,2025-04-09,6.51,7.58,7.49,6800624,6.59,0,False
IAS,2025-08-08,8.25,9.03,8.98,2434953,7.96,0,False
ICAD,2025-01-22,2.21,2.57,2.41,863610,2.13,0,False
ICAD,2025-01-27,2.5,3.07,2.85,2690591,2.42,0,False
ICAD,2025-01-29,3.33,3.75,3.7,1615809,3.4,0,False
ICAD,2025-02-04,3.05,3.41,3.3,593309,3.06,0,False
ICAD,2025-02-05,3.37,3.765,3.69,645689,3.3,0,False
ICCT,2025-01-23,2.35,4.3,2.75,5496221,2.3622,0,False
ICCT,2025-01-27,2.46,2.7,2.6,5277610,2.48,0,False
ICCT,2025-04-08,4.45,5.19,3.26,6130912,5.11,0,False
ICCT,2025-04-16,3.14,3.46,2.84,1996452,3.21,0,False
ICCT,2025-04-22,1.95,3.5699,2.82,31619466,1.91,0,False
ICCT,2025-05-19,2.31,2.71,2.38,1788743,2.29,0,False
ICG,2025-01-02,3.8,7.95,4.49,5901153,,0,False
IGMS,2025-01-03,6.28,7.02,6.56,337952,6.21,0,False
IGMS,2025-01-10,2.008,2.19,2.09,5805703,6.2,0,False
IGT,2025-04-07,14.04,15.46,14.72,2750048,14.53,0,False
IGT,2025-04-09,14.36,16.138,15.95,2009822,14.44,0,False
IGT,2025-05-13,15.285,16.735,16.19,8512521,17.89,0,False
IMAB,2025-06-09,2.55,3.075,2.8,2110584,2.45,0,False
IMAB,2025-06-25,2.4,2.86,2.78,1188174,2.37,0,False
IMAB,2025-06-27,2.12,2.85,2.57,2591441,2.02,0,False
IMAB,2025-08-05,3.05,3.4,3.37,3552174,2.93,0,False
IMAB,2025-08-06,3.37,4.1,3.74,4927626,3.37,0,False
IMAB,2025-08-07,3.74,4.18,3.51,3869314,3.74,0,False
IMAB,2025-08-11,3.49,3.94,3.89,2857915,3.41,0,False
IMAB,2025-08-13,3.9,4.37,4.24,2227160,3.85,0,False
IMAB,2025-08-14,4.4,5.35,5.16,5578491,4.24,0,False
IMAB,2025-08-15,5.215,5.9,4.87,4917258,5.16,0,False
IMAB,2025-08-20,4.15,4.6883,4.52,1499006,4.21,0,False
IMAB,2025-08-21,4.38,4.9,4.71,1219388,4.52,0,False
IMAB,2025-08-22,4.75,5.64,5.09,3480945,4.71,0,False
IMAB,2025-09-30,3.6,3.93,3.78,2881386,3.42,0,False
IMAB,2025-10-01,3.69,4.0699,3.86,2492690,3.78,0,False
IMAB,2025-10-08,4.43,5.55,5.07,5679284,4.37,0,False
IMAB,2025-10-13,4.87,6.16,5.79,4606259,4.77,0,False
IMAB,2025-10-14,5.57,6.1,6.06,2230518,5.79,0,False
IMAB,2025-10-16,6.15,6.79,6.56,2608881,6.13,0,False
IMCB,2025-04-09,64.76,71.1048,70.76,28225,65.41,0,False
INFA,2025-02-14,16.67,19.9,19.75,27949931,25.17,0,False
INFA,2025-04-09,16.09,17.99,17.9,6891771,15.86,0,False
INFA,2025-05-23,19.02,24.62,22.55,20198079,19.2,0,False
INFH,2026-06-22,11.45,14.21,12.94,307296,11.75,0,False
INFH,2026-06-23,13.65,17.258,16.1986,1069700,12.94,0,False
INFH,2026-06-26,9.9,12.0,11.23,413026,10.0,0,False
INFH,2026-07-08,7.74,8.4899,7.87,244776,8.13,0,False
INFH,2026-07-22,5.82,6.52,6.07,580769,5.58,0,False
INFH,2026-08-07,6.67,7.52,7.45,406305,6.53,0,False
INFH,2026-08-13,7.86,9.0,7.75,651981,7.91,0,False
INFH,2026-08-14,7.83,8.87,8.56,289870,7.75,0,False
INTZ,2025-01-02,4.03,4.45,3.78,19538409,,0,False
INZY,2025-01-03,2.85,3.18,3.07,699676,2.85,0,False
IOND,2026-07-29,54.7,68.0,68.0,1382521,,0,False
IOND,2026-07-30,63.38,71.9,69.95,1551359,68.0,0,False
IOND,2026-08-06,53.34,60.7637,58.65,942886,59.2,0,False
IOND,2026-08-07,57.11,64.0,63.12,768471,58.65,0,False
IOND,2026-08-12,59.0,65.25,64.91,1129914,59.1,0,False
IPA,2025-07-15,2.025,2.3173,1.82,3984627,1.98,0,False
IPA,2025-08-18,2.02,2.72,2.7,9731590,2.0,0,False
IPA,2025-08-20,2.6,2.9,2.89,1652763,2.57,0,False
IPA,2025-08-22,2.65,3.21,3.2,3000900,2.63,0,False
IPA,2025-09-03,2.0,2.2351,2.07,2050468,1.93,0,False
IPG,2025-04-09,22.57,25.09,24.97,7596131,22.92,0,False
IRBT,2025-01-03,8.12,9.97,9.91,2971508,7.95,0,False
IRBT,2025-02-10,7.86,9.33,9.15,5560491,7.67,0,False
IRBT,2025-02-11,8.854,9.7899,9.63,4369545,9.15,0,False
IRBT,2025-02-18,9.59,10.56,10.44,3273108,9.49,0,False
IRBT,2025-03-12,4.01,4.48,4.06,17314195,6.31,0,False
IRBT,2025-03-14,3.07,3.84,3.7,8035017,3.055,0,False
IRBT,2025-04-07,2.06,2.27,2.14,2859886,2.18,0,False
IRBT,2025-04-09,1.99,2.355,2.25,3493189,2.03,0,False
IRBT,2025-04-24,2.12,2.5,2.44,1734545,2.1,0,False
IRBT,2025-04-30,2.29,2.53,2.45,1819024,2.37,0,False
IRBT,2025-05-01,2.49,2.76,2.58,1556872,2.45,0,False
IRBT,2025-05-08,2.36,2.68,2.67,2235871,2.31,0,False
IRBT,2025-05-14,2.81,3.14,2.94,1684630,2.79,0,False
IRBT,2025-05-27,2.67,4.2999,3.98,26497461,2.58,0,False
IRBT,2025-05-29,3.62,4.22,3.25,5383681,3.51,0,False
IRBT,2025-06-05,3.38,3.765,3.35,4120014,3.335,0,False
IRBT,2025-06-06,3.46,4.09,3.96,5066769,3.35,0,False
IRBT,2025-06-16,3.26,3.6,3.4,2215588,3.21,0,False
IRBT,2025-07-07,3.29,3.89,3.74,4149412,3.34,0,False
IRBT,2025-07-08,3.74,4.1,3.88,3517037,3.74,0,False
IRBT,2025-07-10,3.73,4.28,4.18,2772100,3.73,0,False
IRBT,2025-07-14,3.92,4.98,4.83,5977161,3.95,0,False
IRBT,2025-07-15,4.68,5.135,4.51,4372519,4.83,0,False
IRBT,2025-07-21,4.52,5.17,4.76,3316053,4.48,0,False
IRBT,2025-07-23,4.64,5.52,5.23,5809623,4.51,0,False
IRBT,2025-08-13,3.45,3.78,3.69,1566457,3.42,0,False
IRBT,2025-09-11,3.4,3.71,3.63,1542125,3.41,0,False
IRBT,2025-09-15,3.49,4.0,3.95,2732424,3.42,0,False
IRBT,2025-10-03,4.06,4.62,4.22,4249450,3.99,0,False
IRBT,2025-10-15,4.14,6.1,5.37,25762331,3.93,0,False
IRBT,2025-10-22,4.51,5.31,4.5,8862582,4.34,0,False
IRBT,2025-10-23,4.42,4.92,4.69,3360193,4.5,0,False
IRBT,2025-10-24,4.86,5.839,5.58,9586283,4.69,0,False
IRBT,2025-10-29,3.07,3.4799,3.27,6758420,3.045,0,False
IRBT,2025-11-07,2.01,2.23,2.2,4418333,2.32,0,False
IRBT,2025-12-09,3.19,3.92,3.53,36799814,3.17,0,False
IRBT,2025-12-12,4.99,5.68,4.32,35507277,5.0,0,False
IROH,2025-07-09,9.0,10.6,9.5,255103,10.07,0,False
ISPO,2025-09-05,2.97,3.2409,3.16,1455132,2.93,0,False
ISPO,2025-09-15,2.8,3.5,3.01,598766,2.89,0,False
ITCI,2025-01-10,86.53,98.395,94.87,4132139,82.56,0,False
ITOS,2025-04-15,5.53,6.19,5.935,769281,5.53,0,False
ITOS,2025-04-22,6.71,7.5,7.45,1277610,6.62,0,False
IVDA,2025-01-02,5.85,7.14,5.78,847285,,0,False
JAMF,2025-04-09,10.26,11.7,11.59,1167267,10.34,0,False
JAMF,2025-09-12,10.52,11.58,10.6,8335253,10.55,0,False
JNVR,2025-04-09,31.28,35.2899,27.38,506240,32.82,0,False
JNVR,2025-04-10,28.8,61.36,44.97,3901181,27.38,0,False
JNVR,2025-04-14,51.49,68.21,65.94,910563,51.21,0,False
JNVR,2025-04-15,67.3,79.5,74.45,627981,65.94,0,False
JNVR,2025-04-22,36.0,48.78,44.86,334338,39.35,0,False
JNVR,2025-04-23,44.6,58.44,55.06,385557,44.86,0,False
JNVR,2025-04-25,52.1,62.93,51.91,293151,49.635,0,False
JNVR,2025-04-28,53.7,66.55,65.17,439019,51.91,0,False
JNVR,2025-04-29,66.66,77.83,73.79,427557,65.17,0,False
JNVR,2025-04-30,68.0,76.14,74.49,341863,73.79,0,False
JNVR,2025-05-01,69.99,84.0,82.28,316371,74.49,0,False
JOBC,2026-07-13,12.8,14.85,11.0,6211991,,0,False
JPI,2025-04-15,17.95,20.4,19.33,885245,18.21,0,False
JUNE,2025-04-03,10.78,12.5,11.05,197024,10.81,0,False
JUNE,2025-05-02,10.24,11.5,11.5,175748,10.28,0,False
JVSA,2025-06-30,3.99,4.4,3.64,1334306,10.7,0,False
KAR,2025-04-09,17.4,19.28,18.93,1013380,17.57,0,False
KDLY,2025-02-14,2.5,4.1,2.89,31204970,2.5,0,False
