day,symbol,trig_m,level,o_t,preopen,rekeyed,k100_cls,k100_off,k100_fill,k100_pos,k100_small,k100_rr0,k100_pnl0,k100_pnl10,k100_pnl25,k100_fx0,k200_cls,k200_off,k200_fill,k200_pos,k200_small,k200_rr0,k200_pnl0,k200_pnl10,k200_pnl25,k200_fx0,k300_cls,k300_off,k300_fill,k300_pos,k300_small,k300_rr0,k300_pnl0,k300_pnl10,k300_pnl25,k300_fx0,k500_cls,k500_off,k500_fill,k500_pos,k500_small,k500_rr0,k500_pnl0,k500_pnl10,k500_pnl25,k500_fx0,rank5,nuniv5,rank10,nuniv10
2026-08-25,SMTK,580,4.103000000000001,3.9,0,0,clean,0,4.1153,9312.75,0,0.4893,437.65,441.84,448.11,274.38,clean,0,4.1153,9312.75,0,0.4893,437.65,441.84,448.11,274.38,clean,0,4.1153,9312.75,0,0.4893,437.65,441.84,448.11,274.38,clean,0,4.1153,9312.75,0,0.4893,437.65,441.84,448.11,274.38,61,107,81.0,105.0
2026-08-25,STDN,627,13.255000000000004,13.14,0,1,gap_into,1,13.305,5825.1,0,0.4824,157.54,157.54,157.54,183.73,gap_into,1,13.305,5825.1,0,0.4824,157.54,157.54,157.54,183.73,gap_into,1,13.305,5825.1,0,0.4824,157.54,157.54,157.54,183.73,gap_into,1,13.305,5825.1,0,0.4824,157.54,157.54,157.54,183.73,33,111,38.0,109.0
2026-08-25,USDE,578,6.017,5.91,0,0,clean,0,6.0351,25000.0,0,-0.1328,-325.51,-350.18,-387.08,-325.42,clean,0,6.0351,25000.0,0,-0.1328,-325.51,-350.18,-387.08,-325.42,clean,0,6.0351,25000.0,0,-0.1328,-325.51,-350.18,-387.08,-325.42,clean,0,6.0351,25000.0,0,-0.1328,-325.51,-350.18,-387.08,-325.42,9,107,,
2026-08-25,VIR,617,11.033,10.9601,0,0,clean,0,11.0661,25000.0,0,-0.5242,-735.37,-759.62,-795.9,-735.39,clean,0,11.0661,25000.0,0,-0.5242,-735.37,-759.62,-795.9,-735.39,clean,0,11.0661,25000.0,0,-0.5242,-735.37,-759.62,-795.9,-735.39,clean,0,11.0661,25000.0,0,-0.5242,-735.37,-759.62,-795.9,-735.39,23,109,31.0,109.0
2026-08-25,WETO,576,30.723000000000003,29.36,0,0,clean,0,30.8152,16905.75,0,-0.8267,-1328.83,-1344.41,-1367.73,-1328.88,clean,0,30.8152,16905.75,0,-0.8267,-1328.83,-1344.41,-1367.73,-1328.88,clean,0,30.8152,16905.75,0,-0.8267,-1328.83,-1344.41,-1367.73,-1328.88,clean,0,30.8152,16905.75,0,-0.8267,-1328.83,-1344.41,-1367.73,-1328.88,44,106,,
2026-08-26,BEX,575,25.652,25.66,1,0,clean,0,25.729,25000.0,0,-1.0097,-2368.39,-2391.0,-2424.84,-2368.49,clean,0,25.729,25000.0,0,-1.0097,-2368.39,-2391.0,-2424.84,-2368.49,clean,0,25.729,25000.0,0,-1.0097,-2368.39,-2391.0,-2424.84,-2368.49,clean,0,25.729,25000.0,0,-1.0097,-2368.39,-2391.0,-2424.84,-2368.49,4,51,,
2026-08-26,BZ,575,18.447000000000003,18.29,0,1,clean,1,18.5023,25000.0,0,0.2245,569.0,543.45,505.23,569.01,clean,1,18.5023,25000.0,0,0.2245,569.0,543.45,505.23,569.01,clean,1,18.5023,25000.0,0,0.2245,569.0,543.45,505.23,569.01,clean,1,18.5023,25000.0,0,0.2245,569.0,543.45,505.23,569.01,2,51,,
2026-08-26,CAPR,592,9.119,8.95,0,0,clean,0,9.1464,25000.0,0,0.0394,116.06,90.42,52.55,116.13,clean,0,9.1464,25000.0,0,0.0394,116.06,90.42,52.55,116.13,clean,0,9.1464,25000.0,0,0.0394,116.06,90.42,52.55,116.13,clean,0,9.1464,25000.0,0,0.0394,116.06,90.42,52.55,116.13,9,55,5.0,55.0
2026-08-26,CRMU,588,3.2010000000000005,3.163,0,0,clean,0,3.2106,2887.35,0,-1.0079,-330.32,-332.88,-336.71,-330.33,clean,0,3.2106,2887.35,0,-1.0079,-330.32,-332.88,-336.71,-330.33,clean,0,3.2106,2887.35,0,-1.0079,-330.32,-332.88,-336.71,-330.33,clean,0,3.2106,2887.35,0,-1.0079,-330.32,-332.88,-336.71,-330.33,14,55,16.0,55.0
2026-08-26,CRMX,583,7.227000000000001,7.1,0,0,clean,0,7.2487,7137.9,0,-1.0097,-683.34,-689.8,-699.46,-683.37,clean,0,7.2487,7137.9,0,-1.0097,-683.34,-689.8,-699.46,-683.37,clean,0,7.2487,7137.9,0,-1.0097,-683.34,-689.8,-699.46,-683.37,clean,0,7.2487,7137.9,0,-1.0097,-683.34,-689.8,-699.46,-683.37,5,55,5.0,54.0
2026-08-26,NCNO,587,21.263,21.135,0,1,clean,32,21.3268,25000.0,0,0.0563,135.57,110.46,72.87,135.56,clean,32,21.3268,25000.0,0,0.0563,135.57,110.46,72.87,135.56,clean,32,21.3268,25000.0,0,0.0563,135.57,110.46,72.87,135.56,clean,32,21.3268,25000.0,0,0.0563,135.57,110.46,72.87,135.56,3,55,7.0,55.0
2026-08-26,OPTX,596,8.536,8.51,0,0,clean,0,8.5616,3722.85,0,-0.0519,-22.56,-26.26,-31.8,-22.57,clean,0,8.5616,3722.85,0,-0.0519,-22.56,-26.26,-31.8,-22.57,clean,0,8.5616,3722.85,0,-0.0519,-22.56,-26.26,-31.8,-22.57,clean,0,8.5616,3722.85,0,-0.0519,-22.56,-26.26,-31.8,-22.57,13,57,8.0,55.0
2026-08-26,QMLS,608,7.117,7.06,0,0,clean,0,7.1384,4195.8,0,-1.0066,-560.23,-563.86,-569.3,-560.22,clean,0,7.1384,4195.8,0,-1.0066,-560.23,-563.86,-569.3,-560.22,clean,0,7.1384,4195.8,0,-1.0066,-560.23,-563.86,-569.3,-560.22,clean,0,7.1384,4195.8,0,-1.0066,-560.23,-563.86,-569.3,-560.22,14,58,14.0,58.0
2026-08-26,SMTC,588,143.51700000000002,141.645,0,1,clean,1,143.9476,25000.0,0,-0.2724,-750.45,-774.68,-810.93,-750.44,clean,1,143.9476,25000.0,0,-0.2724,-750.45,-774.68,-810.93,-750.44,clean,1,143.9476,25000.0,0,-0.2724,-750.45,-774.68,-810.93,-750.44,clean,1,143.9476,25000.0,0,-0.2724,-750.45,-774.68,-810.93,-750.44,12,55,12.0,55.0
2026-08-26,WBTN,604,10.395,10.37,0,0,clean,0,10.4262,25000.0,0,0.0361,74.99,49.92,12.42,74.91,clean,0,10.4262,25000.0,0,0.0361,74.99,49.92,12.42,74.91,clean,0,10.4262,25000.0,0,0.0361,74.99,49.92,12.42,74.91,clean,0,10.4262,25000.0,0,0.0361,74.99,49.92,12.42,74.91,10,58,11.0,58.0
2026-08-26,XOS,591,3.839,3.77,0,1,gap_into,1,3.87,8507.7,0,-0.5238,-537.82,-537.82,-537.82,-537.86,gap_into,1,3.87,8507.7,0,-0.5238,-537.82,-537.82,-537.82,-537.86,gap_into,1,3.87,8507.7,0,-0.5238,-537.82,-537.82,-537.82,-537.86,gap_into,1,3.87,8507.7,0,-0.5238,-537.82,-537.82,-537.82,-537.86,9,55,23.0,55.0
2026-08-26,ZYME,602,30.261000000000003,30.157,0,1,gap_into,1,30.37,21918.3,0,-0.6466,-1108.87,-1108.87,-1108.87,-1108.85,gap_into,1,30.37,21918.3,0,-0.6466,-1108.87,-1108.87,-1108.87,-1108.85,gap_into,1,30.37,21918.3,0,-0.6466,-1108.87,-1108.87,-1108.87,-1108.85,gap_into,1,30.37,21918.3,0,-0.6466,-1108.87,-1108.87,-1108.87,-1108.85,9,58,14.0,57.0
2026-08-27,BETR,613,14.938,14.8686,0,1,clean,1,14.9828,11845.2,0,-1.0145,-789.17,-800.23,-816.78,-789.2,clean,1,14.9828,11845.2,0,-1.0145,-789.17,-800.23,-816.78,-789.2,clean,1,14.9828,11845.2,0,-1.0145,-789.17,-800.23,-816.78,-789.2,clean,1,14.9828,11845.2,0,-1.0145,-789.17,-800.23,-816.78,-789.2,25,68,22,68
2026-08-27,BEZ,596,10.175,10.06,0,0,clean,0,10.2055,4698.75,0,-0.1166,-58.83,-63.47,-70.41,-58.84,clean,0,10.2055,4698.75,0,-0.1166,-58.83,-63.47,-70.41,-58.84,clean,0,10.2055,4698.75,0,-0.1166,-58.83,-63.47,-70.41,-58.84,clean,0,10.2055,4698.75,0,-0.1166,-58.83,-63.47,-70.41,-58.84,13,66,17,65
2026-08-27,DFNS,613,12.881000000000002,12.8199,0,1,clean,1,12.9196,25000.0,0,0.0427,84.81,59.74,22.22,84.84,clean,1,12.9196,25000.0,0,0.0427,84.81,59.74,22.22,84.84,clean,1,12.9196,25000.0,0,0.0427,84.81,59.74,22.22,84.84,clean,1,12.9196,25000.0,0,0.0427,84.81,59.74,22.22,84.84,13,68,31,68
2026-08-27,DLTR,596,130.28400000000002,129.48,0,1,clean,1,130.6749,25000.0,0,-0.2436,-584.2,-608.6,-645.12,-584.18,clean,1,130.6749,25000.0,0,-0.2436,-584.2,-608.6,-645.12,-584.18,clean,1,130.6749,25000.0,0,-0.2436,-584.2,-608.6,-645.12,-584.18,clean,1,130.6749,25000.0,0,-0.2436,-584.2,-608.6,-645.12,-584.18,2,66,2,65
2026-08-27,HSDT,620,2.299,2.275,0,1,clean,1,2.3059,5122.35,0,0.9845,247.32,241.95,233.92,247.32,clean,1,2.3059,5122.35,0,0.9845,247.32,241.95,233.92,247.32,clean,1,2.3059,5122.35,0,0.9845,247.32,241.95,233.92,247.32,clean,1,2.3059,5122.35,0,0.9845,247.32,241.95,233.92,247.32,15,68,20,68
2026-08-27,HYPD,594,3.729000000000001,3.72,0,1,clean,55,3.7402,3053.25,0,-0.2575,-77.29,-80.26,-84.72,-77.28,clean,55,3.7402,3053.25,0,-0.2575,-77.29,-80.26,-84.72,-77.28,clean,55,3.7402,3053.25,0,-0.2575,-77.29,-80.26,-84.72,-77.28,clean,55,3.7402,3053.25,0,-0.2575,-77.29,-80.26,-84.72,-77.28,9,66,3,65
2026-08-28,APMD,625,31.911000000000005,31.817,0,1,clean,22,32.0067,25000.0,0,-1.0149,-1603.38,-1626.76,-1661.75,-1603.4,clean,22,32.0067,25000.0,0,-1.0149,-1603.38,-1626.76,-1661.75,-1603.4,clean,22,32.0067,25000.0,0,-1.0149,-1603.38,-1626.76,-1661.75,-1603.4,clean,22,32.0067,25000.0,0,-1.0149,-1603.38,-1626.76,-1661.75,-1603.4,5,46,29.0,46.0
2026-08-28,FTCI,600,2.706,2.6038,0,1,gap_into,1,2.728,5083.95,0,-0.1862,-99.1,-99.1,-99.1,-99.09,gap_into,1,2.728,5083.95,0,-0.1862,-99.1,-99.1,-99.1,-99.09,gap_into,1,2.728,5083.95,0,-0.1862,-99.1,-99.1,-99.1,-99.09,gap_into,1,2.728,5083.95,0,-0.1862,-99.1,-99.1,-99.1,-99.09,6,45,3.0,45.0
2026-08-28,GDXD,614,16.126,16.1,0,1,clean,13,16.1744,25000.0,0,0.2321,608.53,582.94,544.66,608.56,clean,13,16.1744,25000.0,0,0.2321,608.53,582.94,544.66,608.56,clean,13,16.1744,25000.0,0,0.2321,608.53,582.94,544.66,608.56,clean,13,16.1744,25000.0,0,0.2321,608.53,582.94,544.66,608.56,7,46,15.0,45.0
2026-08-28,SCTX,620,31.658000000000005,31.1791,0,0,clean,0,31.753,4685.7,0,-1.0144,-315.17,-319.54,-326.08,-315.17,clean,0,31.753,4685.7,0,-1.0144,-315.17,-319.54,-326.08,-315.17,clean,0,31.753,4685.7,0,-1.0144,-315.17,-319.54,-326.08,-315.17,clean,0,31.753,4685.7,0,-1.0144,-315.17,-319.54,-326.08,-315.17,11,46,12.0,46.0
2026-08-28,TII,599,3.2010000000000005,3.2,0,0,clean,0,3.2106,12473.1,0,-0.2982,-386.38,-398.47,-416.56,-386.39,clean,0,3.2106,12473.1,0,-0.2982,-386.38,-398.47,-416.56,-386.39,clean,0,3.2106,12473.1,0,-0.2982,-386.38,-398.47,-416.56,-386.39,clean,0,3.2106,12473.1,0,-0.2982,-386.38,-398.47,-416.56,-386.39,8,45,6.0,45.0
2026-08-28,TJGC,578,8.569,8.5,0,0,clean,0,8.5947,6650.85,0,1.1424,1079.48,1071.75,1060.18,1079.45,clean,0,8.5947,6650.85,0,1.1424,1079.48,1071.75,1060.18,1079.45,clean,0,8.5947,6650.85,0,1.1424,1079.48,1071.75,1060.18,1079.45,clean,0,8.5947,6650.85,0,1.1424,1079.48,1071.75,1060.18,1079.45,2,45,,
2026-08-28,USDE,596,8.008000000000001,7.87,0,0,clean,0,8.032,25000.0,0,-1.0091,-2498.67,-2521.16,-2554.81,-2498.59,clean,0,8.032,25000.0,0,-1.0091,-2498.67,-2521.16,-2554.81,-2498.59,clean,0,8.032,25000.0,0,-1.0091,-2498.67,-2521.16,-2554.81,-2498.59,clean,0,8.032,25000.0,0,-1.0091,-2498.67,-2521.16,-2554.81,-2498.59,14,45,22.0,45.0
2026-08-31,PSQL,575,19.767,18.83,0,0,clean,0,19.8263,25000.0,0,-1.0091,-2517.28,-2539.76,-2573.39,-2517.28,clean,0,19.8263,25000.0,0,-1.0091,-2517.28,-2539.76,-2573.39,-2517.28,clean,0,19.8263,25000.0,0,-1.0091,-2517.28,-2539.76,-2573.39,-2517.28,clean,0,19.8263,25000.0,0,-1.0091,-2517.28,-2539.76,-2573.39,-2517.28,10,38,,
2026-09-01,AIFU,616,23.1,22.99,0,0,clean,0,23.1693,3225.0,0,-0.4487,-144.36,-147.44,-152.05,-144.36,clean,0,23.1693,3225.0,0,-0.4487,-144.36,-147.44,-152.05,-144.36,clean,0,23.1693,3225.0,0,-0.4487,-144.36,-147.44,-152.05,-144.36,clean,0,23.1693,3225.0,0,-0.4487,-144.36,-147.44,-152.05,-144.36,19,41,19.0,41.0
2026-09-01,ALMS,575,10.912,10.38,0,0,clean,0,10.9447,12307.35,0,-1.0071,-1548.95,-1559.72,-1575.82,-1548.97,clean,0,10.9447,12307.35,0,-1.0071,-1548.95,-1559.72,-1575.82,-1548.97,clean,0,10.9447,12307.35,0,-1.0071,-1548.95,-1559.72,-1575.82,-1548.97,clean,0,10.9447,12307.35,0,-1.0071,-1548.95,-1559.72,-1575.82,-1548.97,3,37,,
2026-09-01,ARCT,609,16.357,16.23,0,0,clean,0,16.4061,25000.0,0,-0.1457,-304.92,-329.59,-366.52,-304.84,clean,0,16.4061,25000.0,0,-0.1457,-304.92,-329.59,-366.52,-304.84,clean,0,16.4061,25000.0,0,-0.1457,-304.92,-329.59,-366.52,-304.84,clean,0,16.4061,25000.0,0,-0.1457,-304.92,-329.59,-366.52,-304.84,7,41,5.0,41.0
2026-09-01,BRNX,602,3.762,3.68,0,0,clean,0,3.7733,4322.25,0,-1.0073,-528.22,-532.02,-537.7,-528.21,clean,0,3.7733,4322.25,0,-1.0073,-528.22,-532.02,-537.7,-528.21,clean,0,3.7733,4322.25,0,-1.0073,-528.22,-532.02,-537.7,-528.21,clean,0,3.7733,4322.25,0,-1.0073,-528.22,-532.02,-537.7,-528.21,6,41,10.0,41.0
2026-09-01,DAIC,575,3.5640000000000005,3.65,1,0,adverse,360,3.5996,15137.55,0,0.0455,50.63,50.63,50.63,1550.92,adverse,0,3.6353,15137.55,0,0.3566,568.72,568.72,568.72,1387.13,gap_into,0,3.65,15137.55,0,0.3079,505.3,505.3,505.3,1320.42,gap_into,0,3.65,15137.55,0,0.3079,505.3,505.3,505.3,1320.42,14,37,,
2026-09-01,EMPD,576,3.575,3.575,0,0,clean,0,3.5857,8092.65,0,-0.1809,-146.76,-154.71,-166.6,-146.78,clean,0,3.5857,8092.65,0,-0.1809,-146.76,-154.71,-166.6,-146.78,clean,0,3.5857,8092.65,0,-0.1809,-146.76,-154.71,-166.6,-146.78,clean,0,3.5857,8092.65,0,-0.1809,-146.76,-154.71,-166.6,-146.78,1,38,,
2026-09-01,GDXU,622,158.95000000000002,159.0,0,1,gap_into,1,159.625,9606.3,0,-1.0335,-750.09,-750.09,-750.09,-750.11,gap_into,1,159.625,9606.3,0,-1.0335,-750.09,-750.09,-750.09,-750.11,gap_into,1,159.625,9606.3,0,-1.0335,-750.09,-750.09,-750.09,-750.11,gap_into,1,159.625,9606.3,0,-1.0335,-750.09,-750.09,-750.09,-750.11,8,41,9.0,41.0
2026-09-01,INBS,605,2.64,2.4401,0,0,clean,0,2.6479,13285.66,0,-0.2474,-750.68,-760.57,-775.26,-750.58,clean,0,2.6479,13285.66,0,-0.2474,-750.68,-760.57,-775.26,-750.58,clean,0,2.6479,13285.66,0,-0.2474,-750.68,-760.57,-775.26,-750.58,clean,0,2.6479,13285.66,0,-0.2474,-750.68,-760.57,-775.26,-750.58,33,41,40.0,41.0
2026-09-01,MOVE,582,11.099,10.9,0,1,clean,2,11.1323,9546.9,0,1.2061,1170.04,1159.32,1143.29,1170.0,clean,2,11.1323,9546.9,0,1.2061,1170.04,1159.32,1143.29,1170.0,clean,2,11.1323,9546.9,0,1.2061,1170.04,1159.32,1143.29,1170.0,clean,2,11.1323,9546.9,0,1.2061,1170.04,1159.32,1143.29,1170.0,6,40,1.0,39.0
2026-09-01,SWVL,584,3.102,3.08,0,0,clean,0,3.1113,5385.0,0,1.7713,917.25,910.94,901.51,917.23,clean,0,3.1113,5385.0,0,1.7713,917.25,910.94,901.51,917.23,clean,0,3.1113,5385.0,0,1.7713,917.25,910.94,901.51,917.23,clean,0,3.1113,5385.0,0,1.7713,917.25,910.94,901.51,917.23,7,40,15.0,39.0
2026-09-02,CABO,589,26.565,26.66,0,0,gap_into,0,26.66,8147.4,0,0.9464,719.09,719.09,719.09,719.12,gap_into,0,26.66,8147.4,0,0.9464,719.09,719.09,719.09,719.12,gap_into,0,26.66,8147.4,0,0.9464,719.09,719.09,719.09,719.12,gap_into,0,26.66,8147.4,0,0.9464,719.09,719.09,719.09,719.12,17,91,28.0,90.0
2026-09-02,DAIC,575,3.685000000000001,3.69,1,0,clean,0,3.6961,20867.25,0,-1.0097,-1997.72,-2016.59,-2044.84,-1997.65,clean,0,3.6961,20867.25,0,-1.0097,-1997.72,-2016.59,-2044.84,-1997.65,clean,0,3.6961,20867.25,0,-1.0097,-1997.72,-2016.59,-2044.84,-1997.65,clean,0,3.6961,20867.25,0,-1.0097,-1997.72,-2016.59,-2044.84,-1997.65,9,75,,
2026-09-02,JFB,609,5.346000000000001,5.268,0,1,clean,1,5.362,4948.65,0,-1.0093,-492.2,-496.65,-503.32,-492.21,clean,1,5.362,4948.65,0,-1.0093,-492.2,-496.65,-503.32,-492.21,clean,1,5.362,4948.65,0,-1.0093,-492.2,-496.65,-503.32,-492.21,clean,1,5.362,4948.65,0,-1.0093,-492.2,-496.65,-503.32,-492.21,40,93,33.0,93.0
2026-09-02,MOVE,575,13.519,13.2,0,0,clean,0,13.5596,9279.15,0,0.7741,666.65,656.7,641.82,666.62,clean,0,13.5596,9279.15,0,0.7741,666.65,656.7,641.82,666.62,clean,0,13.5596,9279.15,0,0.7741,666.65,656.7,641.82,666.62,clean,0,13.5596,9279.15,0,0.7741,666.65,656.7,641.82,666.62,36,75,,
2026-09-02,NCT,584,5.764000000000001,5.3601,0,0,clean,0,5.7813,25000.0,0,-1.0095,-2412.42,-2434.99,-2468.76,-2412.41,clean,0,5.7813,25000.0,0,-1.0095,-2412.42,-2434.99,-2468.76,-2412.41,clean,0,5.7813,25000.0,0,-1.0095,-2412.42,-2434.99,-2468.76,-2412.41,clean,0,5.7813,25000.0,0,-1.0095,-2412.42,-2434.99,-2468.76,-2412.41,55,90,52.0,89.0
2026-09-02,RDTL,597,13.343000000000002,13.3817,0,1,clean,3,13.383,5054.85,0,0.5635,313.84,308.47,300.44,313.82,clean,3,13.383,5054.85,0,0.5635,313.84,308.47,300.44,313.82,clean,3,13.383,5054.85,0,0.5635,313.84,308.47,300.44,313.82,clean,3,13.383,5054.85,0,0.5635,313.84,308.47,300.44,313.82,11,91,10.0,91.0
2026-09-02,RNXT,581,2.3540000000000005,2.335,0,1,clean,3,2.3611,6012.0,0,0.7642,422.95,416.52,406.89,422.95,clean,3,2.3611,6012.0,0,0.7642,422.95,416.52,406.89,422.95,clean,3,2.3611,6012.0,0,0.7642,422.95,416.52,406.89,422.95,clean,3,2.3611,6012.0,0,0.7642,422.95,416.52,406.89,422.95,3,90,7.0,80.0
2026-09-02,TEMT,582,26.96100000000001,26.66,0,1,gap_into,1,27.11,11452.95,0,-1.0133,-1126.72,-1126.72,-1126.72,-1126.76,gap_into,1,27.11,11452.95,0,-1.0133,-1126.72,-1126.72,-1126.72,-1126.76,gap_into,1,27.11,11452.95,0,-1.0133,-1126.72,-1126.72,-1126.72,-1126.76,gap_into,1,27.11,11452.95,0,-1.0133,-1126.72,-1126.72,-1126.72,-1126.76,5,90,12.0,87.0
2026-09-02,TITN,598,22.693,22.37,0,0,clean,0,22.7611,25000.0,0,0.348,815.58,789.77,751.15,815.51,clean,0,22.7611,25000.0,0,0.348,815.58,789.77,751.15,815.51,clean,0,22.7611,25000.0,0,0.348,815.58,789.77,751.15,815.51,clean,0,22.7611,25000.0,0,0.348,815.58,789.77,751.15,815.51,14,92,18.0,91.0
2026-09-03,CBIO,597,20.603,20.38,0,0,clean,0,20.6648,25000.0,0,-0.2221,-545.04,-569.49,-606.08,-545.01,clean,0,20.6648,25000.0,0,-0.2221,-545.04,-569.49,-606.08,-545.01,clean,0,20.6648,25000.0,0,-0.2221,-545.04,-569.49,-606.08,-545.01,clean,0,20.6648,25000.0,0,-0.2221,-545.04,-569.49,-606.08,-545.01,30,87,28.0,87.0
2026-09-03,CIFG,614,3.927,3.91,0,0,clean,0,3.9388,4861.05,0,3.2508,871.92,866.19,857.61,871.91,clean,0,3.9388,4861.05,0,3.2508,871.92,866.19,857.61,871.91,clean,0,3.9388,4861.05,0,3.2508,871.92,866.19,857.61,871.91,clean,0,3.9388,4861.05,0,3.2508,871.92,866.19,857.61,871.91,13,89,18.0,89.0
2026-09-03,CLSX,619,11.264,11.265,0,0,clean,0,11.2978,5430.15,0,1.5139,544.88,538.9,529.96,544.87,clean,0,11.2978,5430.15,0,1.5139,544.88,538.9,529.96,544.87,clean,0,11.2978,5430.15,0,1.5139,544.88,538.9,529.96,544.87,clean,0,11.2978,5430.15,0,1.5139,544.88,538.9,529.96,544.87,16,89,19.0,89.0
2026-09-03,CSEX,595,10.659,10.64,0,0,clean,0,10.691,7971.75,0,1.0743,832.29,823.49,810.31,832.33,clean,0,10.691,7971.75,0,1.0743,832.29,823.49,810.31,832.33,clean,0,10.691,7971.75,0,1.0743,832.29,823.49,810.31,832.33,clean,0,10.691,7971.75,0,1.0743,832.29,823.49,810.31,832.33,9,87,19.0,87.0
2026-09-03,CURR,581,4.455,4.37,0,0,clean,0,4.4684,14759.01,0,-1.07,-3219.0,-3217.9,-3216.27,-3219.05,clean,0,4.4684,14759.01,0,-1.07,-3219.0,-3217.9,-3216.27,-3219.05,clean,0,4.4684,14759.01,0,-1.07,-3219.0,-3217.9,-3216.27,-3219.05,clean,0,4.4684,14759.01,0,-1.07,-3219.0,-3217.9,-3216.27,-3219.05,17,87,10.0,81.0
2026-09-03,DFNS,577,10.164,10.005,0,0,clean,0,10.1945,15572.55,0,-0.0047,-25.55,-41.1,-64.37,-25.51,clean,0,10.1945,15572.55,0,-0.0047,-25.55,-41.1,-64.37,-25.51,clean,0,10.1945,15572.55,0,-0.0047,-25.55,-41.1,-64.37,-25.51,clean,0,10.1945,15572.55,0,-0.0047,-25.55,-41.1,-64.37,-25.51,1,85,,
2026-09-03,MEI,624,16.599,16.55,0,0,clean,0,16.6488,22341.9,0,-0.8332,-1635.54,-1656.25,-1687.24,-1635.61,clean,0,16.6488,22341.9,0,-0.8332,-1635.54,-1656.25,-1687.24,-1635.61,clean,0,16.6488,22341.9,0,-0.8332,-1635.54,-1656.25,-1687.24,-1635.61,clean,0,16.6488,22341.9,0,-0.8332,-1635.54,-1656.25,-1687.24,-1635.61,16,89,19.0,89.0
2026-09-03,NTAP,582,177.11100000000002,177.21,0,0,clean,0,177.6423,25000.0,0,0.366,841.92,816.09,777.44,841.81,clean,0,177.6423,25000.0,0,0.366,841.92,816.09,777.44,841.81,clean,0,177.6423,25000.0,0,0.366,841.92,816.09,777.44,841.81,clean,0,177.6423,25000.0,0,0.366,841.92,816.09,777.44,841.81,5,87,3.0,85.0
2026-09-03,PLTG,593,19.107000000000003,19.17,0,0,gap_into,0,19.17,11913.75,0,0.1556,159.72,159.72,159.72,159.68,gap_into,0,19.17,11913.75,0,0.1556,159.72,159.72,159.72,159.68,gap_into,0,19.17,11913.75,0,0.1556,159.72,159.72,159.72,159.68,gap_into,0,19.17,11913.75,0,0.1556,159.72,159.72,159.72,159.68,5,87,6.0,87.0
2026-09-03,PTIR,581,20.042,20.0,0,1,clean,1,20.1021,25000.0,0,0.1488,366.96,341.62,303.7,367.04,clean,1,20.1021,25000.0,0,0.1488,366.96,341.62,303.7,367.04,clean,1,20.1021,25000.0,0,0.1488,366.96,341.62,303.7,367.04,clean,1,20.1021,25000.0,0,0.1488,366.96,341.62,303.7,367.04,3,87,8.0,81.0
2026-09-03,RIOX,615,23.265,22.85,0,1,clean,1,23.3348,7675.05,0,1.9737,1084.48,1075.72,1062.62,1084.48,clean,1,23.3348,7675.05,0,1.9737,1084.48,1075.72,1062.62,1084.48,clean,1,23.3348,7675.05,0,1.9737,1084.48,1075.72,1062.62,1084.48,clean,1,23.3348,7675.05,0,1.9737,1084.48,1075.72,1062.62,1084.48,29,89,39.0,89.0
2026-09-04,ALAB,586,315.535,311.605,0,1,clean,1.0,316.4816,25000.0,0.0,-0.1212,-288.23,-312.92,-349.87,-288.11,clean,1.0,316.4816,25000.0,0.0,-0.1212,-288.23,-312.92,-349.87,-288.11,clean,1.0,316.4816,25000.0,0.0,-0.1212,-288.23,-312.92,-349.87,-288.11,clean,1.0,316.4816,25000.0,0.0,-0.1212,-288.23,-312.92,-349.87,-288.11,7,80,9.0,78.0
2026-09-04,ATTO,628,26.884000000000004,26.15,0,0,clean,0.0,26.9647,25000.0,0.0,-0.4172,-770.96,-795.18,-831.41,-770.96,clean,0.0,26.9647,25000.0,0.0,-0.4172,-770.96,-795.18,-831.41,-770.96,clean,0.0,26.9647,25000.0,0.0,-0.4172,-770.96,-795.18,-831.41,-770.96,clean,0.0,26.9647,25000.0,0.0,-0.4172,-770.96,-795.18,-831.41,-770.96,33,84,34.0,84.0
2026-09-04,CHPT,604,10.208,10.15,0,1,clean,1.0,10.2386,25000.0,0.0,-1.0101,-2269.2,-2291.91,-2325.89,-2269.12,clean,1.0,10.2386,25000.0,0.0,-1.0101,-2269.2,-2291.91,-2325.89,-2269.12,clean,1.0,10.2386,25000.0,0.0,-1.0101,-2269.2,-2291.91,-2325.89,-2269.12,clean,1.0,10.2386,25000.0,0.0,-1.0101,-2269.2,-2291.91,-2325.89,-2269.12,18,83,53.0,83.0
2026-09-04,CRDU,594,7.26,7.23,0,1,clean,2.0,7.2818,25000.0,0.0,-0.0387,-117.49,-142.36,-179.56,-117.56,clean,2.0,7.2818,25000.0,0.0,-0.0387,-117.49,-142.36,-179.56,-117.56,clean,2.0,7.2818,25000.0,0.0,-0.0387,-117.49,-142.36,-179.56,-117.56,clean,2.0,7.2818,25000.0,0.0,-0.0387,-117.49,-142.36,-179.56,-117.56,5,82,7.0,80.0
2026-09-04,LABX,576,11.539,11.4499,0,1,clean,1.0,11.5736,25000.0,0.0,0.78,1878.6,1851.73,1811.53,1878.64,clean,1.0,11.5736,25000.0,0.0,0.78,1878.6,1851.73,1811.53,1878.64,clean,1.0,11.5736,25000.0,0.0,0.78,1878.6,1851.73,1811.53,1878.64,clean,1.0,11.5736,25000.0,0.0,0.78,1878.6,1851.73,1811.53,1878.64,3,72,,
