day,symbol,trig_m,level,o_t,preopen,rekeyed,k100_cls,k100_off,k100_fill,k100_pos,k100_small,k100_rr0,k100_pnl0,k100_pnl10,k100_pnl25,k100_fx0,k200_cls,k200_off,k200_fill,k200_pos,k200_small,k200_rr0,k200_pnl0,k200_pnl10,k200_pnl25,k200_fx0,k300_cls,k300_off,k300_fill,k300_pos,k300_small,k300_rr0,k300_pnl0,k300_pnl10,k300_pnl25,k300_fx0,k500_cls,k500_off,k500_fill,k500_pos,k500_small,k500_rr0,k500_pnl0,k500_pnl10,k500_pnl25,k500_fx0,rank5,nuniv5,rank10,nuniv10
2026-08-20,BRR,577,2.2880000000000003,2.26,0,1,clean,2,2.2949,4856.85,0,-0.1855,-90.2,-94.96,-102.1,-90.21,clean,2,2.2949,4856.85,0,-0.1855,-90.2,-94.96,-102.1,-90.21,clean,2,2.2949,4856.85,0,-0.1855,-90.2,-94.96,-102.1,-90.21,clean,2,2.2949,4856.85,0,-0.1855,-90.2,-94.96,-102.1,-90.21,25,64,,
2026-08-20,CJMB,575,2.849,2.9396,1,0,adverse,0,2.8775,24870.98,0,-1.0073,-3036.97,-3036.97,-3036.97,-3036.98,adverse,0,2.906,23211.94,0,-1.0067,-3033.36,-3033.36,-3033.36,-3033.37,adverse,0,2.9345,21786.84,0,-1.0063,-3030.37,-3030.37,-3030.37,-3030.38,gap_into,0,2.9396,21551.32,0,-1.0062,-3029.89,-3029.89,-3029.89,-3029.9,5,62,,
2026-08-20,COTY,590,2.805,2.725,0,1,clean,2,2.8134,25000.0,0,-0.1925,-531.98,-556.43,-593.03,-531.91,clean,2,2.8134,25000.0,0,-0.1925,-531.98,-556.43,-593.03,-531.91,clean,2,2.8134,25000.0,0,-0.1925,-531.98,-556.43,-593.03,-531.91,clean,2,2.8134,25000.0,0,-0.1925,-531.98,-556.43,-593.03,-531.91,26,69,45.0,68.0
2026-08-20,ENRD,583,6.6000000000000005,6.45,0,0,clean,0,6.6198,9381.9,0,-1.0087,-983.12,-991.52,-1004.09,-983.14,clean,0,6.6198,9381.9,0,-1.0087,-983.12,-991.52,-1004.09,-983.14,clean,0,6.6198,9381.9,0,-1.0087,-983.12,-991.52,-1004.09,-983.14,clean,0,6.6198,9381.9,0,-1.0087,-983.12,-991.52,-1004.09,-983.14,24,68,14.0,64.0
2026-08-20,GDC,581,2.475,2.395,0,0,clean,0,2.4824,3316.65,0,-1.0097,-317.52,-320.52,-325.01,-317.51,clean,0,2.4824,3316.65,0,-1.0097,-317.52,-320.52,-325.01,-317.51,clean,0,2.4824,3316.65,0,-1.0097,-317.52,-320.52,-325.01,-317.51,clean,0,2.4824,3316.65,0,-1.0097,-317.52,-320.52,-325.01,-317.51,4,67,11.0,63.0
2026-08-20,MRVI,578,8.118,8.02,0,0,clean,0,8.1424,25000.0,0,0.1609,371.69,346.34,308.41,371.77,clean,0,8.1424,25000.0,0,0.1609,371.69,346.34,308.41,371.77,clean,0,8.1424,25000.0,0,0.1609,371.69,346.34,308.41,371.77,clean,0,8.1424,25000.0,0,0.1609,371.69,346.34,308.41,371.77,13,64,,
2026-08-20,NXTT,613,7.194000000000001,7.29,0,0,adverse,0,7.2659,7598.55,0,0.4854,252.79,252.79,252.79,379.79,gap_into,0,7.29,7598.55,0,0.486,264.43,264.43,264.43,353.42,gap_into,0,7.29,7598.55,0,0.486,264.43,264.43,264.43,353.42,gap_into,0,7.29,7598.55,0,0.486,264.43,264.43,264.43,353.42,13,70,15.0,70.0
2026-08-20,PCLA,610,6.985,6.8,0,0,clean,0,7.006,8038.35,0,0.2901,239.12,230.84,218.45,239.16,clean,0,7.006,8038.35,0,0.2901,239.12,230.84,218.45,239.16,clean,0,7.006,8038.35,0,0.2901,239.12,230.84,218.45,239.16,clean,0,7.006,8038.35,0,0.2901,239.12,230.84,218.45,239.16,47,70,47.0,70.0
2026-08-20,SLE,581,4.477,4.49,0,1,clean,1,4.4904,3455.25,0,-0.3643,-127.59,-130.92,-135.9,-127.61,clean,1,4.4904,3455.25,0,-0.3643,-127.59,-130.92,-135.9,-127.61,clean,1,4.4904,3455.25,0,-0.3643,-127.59,-130.92,-135.9,-127.61,clean,1,4.4904,3455.25,0,-0.3643,-127.59,-130.92,-135.9,-127.61,5,67,27.0,63.0
2026-08-20,TEMT,575,27.291,27.5,1,0,gap_into,0,27.5,25000.0,0,0.384,1016.42,1016.42,1016.42,1016.54,gap_into,0,27.5,25000.0,0,0.384,1016.42,1016.42,1016.42,1016.54,gap_into,0,27.5,25000.0,0,0.384,1016.42,1016.42,1016.42,1016.54,gap_into,0,27.5,25000.0,0,0.384,1016.42,1016.42,1016.42,1016.54,2,62,,
2026-08-20,USDE,629,3.5530000000000004,3.51,0,0,clean,0,3.5637,8830.35,0,1.9204,1244.06,1233.99,1218.91,1244.07,clean,0,3.5637,8830.35,0,1.9204,1244.06,1233.99,1218.91,1244.07,clean,0,3.5637,8830.35,0,1.9204,1244.06,1233.99,1218.91,1244.07,clean,0,3.5637,8830.35,0,1.9204,1244.06,1233.99,1218.91,1244.07,12,70,13.0,70.0
2026-08-20,XOS,595,3.245000000000001,3.2401,0,0,clean,0,3.2547,25000.0,0,1.3332,3723.42,3694.71,3651.76,1652.55,clean,0,3.2547,25000.0,0,1.3332,3723.42,3694.71,3651.76,1652.55,clean,0,3.2547,25000.0,0,1.3332,3723.42,3694.71,3651.76,1652.55,clean,0,3.2547,25000.0,0,1.3332,3723.42,3694.71,3651.76,1652.55,14,69,58.0,69.0
2026-08-20,YJ,628,4.235,4.0897,0,1,clean,1,4.2477,25000.0,0,-1.0094,-2442.82,-2465.38,-2499.13,-2442.87,clean,1,4.2477,25000.0,0,-1.0094,-2442.82,-2465.38,-2499.13,-2442.87,clean,1,4.2477,25000.0,0,-1.0094,-2442.82,-2465.38,-2499.13,-2442.87,clean,1,4.2477,25000.0,0,-1.0094,-2442.82,-2465.38,-2499.13,-2442.87,37,70,43.0,70.0
2026-08-21,ALOY,578,12.463,12.35,0,1,miss_noelect,,,,,,,,,,miss_noelect,,,,,,,,,,miss_noelect,,,,,,,,,,miss_noelect,,,,,,,,,,21,95,,
2026-08-21,ANY,626,2.2,2.2,0,0,clean,0.0,2.2066,2434.8,0.0,4.0188,469.78,466.88,462.53,469.79,clean,0.0,2.2066,2434.8,0.0,4.0188,469.78,466.88,462.53,469.79,clean,0.0,2.2066,2434.8,0.0,4.0188,469.78,466.88,462.53,469.79,clean,0.0,2.2066,2434.8,0.0,4.0188,469.78,466.88,462.53,469.79,29,107,49.0,107.0
2026-08-21,ARCT,598,12.21,12.155,0,1,clean,5.0,12.2466,25000.0,0.0,0.8227,1915.72,1888.83,1848.58,1915.81,clean,5.0,12.2466,25000.0,0.0,0.8227,1915.72,1888.83,1848.58,1915.81,clean,5.0,12.2466,25000.0,0.0,0.8227,1915.72,1888.83,1848.58,1915.81,clean,5.0,12.2466,25000.0,0.0,0.8227,1915.72,1888.83,1848.58,1915.81,17,107,50.0,105.0
2026-08-21,BKKT,583,8.646,8.61,0,1,clean,17.0,8.6719,25000.0,0.0,-0.1757,-452.01,-476.54,-513.26,-452.08,clean,17.0,8.6719,25000.0,0.0,-0.1757,-452.01,-476.54,-513.26,-452.08,clean,17.0,8.6719,25000.0,0.0,-0.1757,-452.01,-476.54,-513.26,-452.08,clean,17.0,8.6719,25000.0,0.0,-0.1757,-452.01,-476.54,-513.26,-452.08,20,101,18.0,95.0
2026-08-21,CEPL,629,6.644000000000001,6.59,0,1,clean,12.0,6.6639,4625.25,0.0,-1.0714,-255.58,-259.96,-266.5,-255.6,clean,12.0,6.6639,4625.25,0.0,-1.0714,-255.58,-259.96,-266.5,-255.6,clean,12.0,6.6639,4625.25,0.0,-1.0714,-255.58,-259.96,-266.5,-255.6,clean,12.0,6.6639,4625.25,0.0,-1.0714,-255.58,-259.96,-266.5,-255.6,27,107,19.0,107.0
2026-08-21,DFNS,580,22.110000000000003,21.98,0,0,clean,0.0,22.1763,13044.3,0.0,-0.3305,-419.36,-431.99,-450.88,-419.38,clean,0.0,22.1763,13044.3,0.0,-0.3305,-419.36,-431.99,-450.88,-419.38,clean,0.0,22.1763,13044.3,0.0,-0.3305,-419.36,-431.99,-450.88,-419.38,clean,0.0,22.1763,13044.3,0.0,-0.3305,-419.36,-431.99,-450.88,-419.38,21,97,12.0,90.0
2026-08-21,EMAT,575,3.751,3.815,1,0,adverse,0.0,3.7885,10054.35,0.0,0.4895,479.64,479.64,479.64,615.55,gap_into,0.0,3.815,10054.35,0.0,0.5185,541.39,541.39,541.39,541.38,gap_into,0.0,3.815,10054.35,0.0,0.5185,541.39,541.39,541.39,541.38,gap_into,0.0,3.815,10054.35,0.0,0.5185,541.39,541.39,541.39,541.38,7,90,,
2026-08-21,FUTG,600,4.994000000000001,4.97,0,1,clean,2.0,5.009,25000.0,0.0,0.4288,987.62,961.64,922.77,987.53,clean,2.0,5.009,25000.0,0.0,0.4288,987.62,961.64,922.77,987.53,clean,2.0,5.009,25000.0,0.0,0.4288,987.62,961.64,922.77,987.53,clean,2.0,5.009,25000.0,0.0,0.4288,987.62,961.64,922.77,987.53,31,107,45.0,105.0
2026-08-21,GEMI,601,4.708000000000001,4.625,0,0,clean,0.0,4.7221,25000.0,0.0,-0.8497,-2402.22,-2424.8,-2458.59,-2402.1,clean,0.0,4.7221,25000.0,0.0,-0.8497,-2402.22,-2424.8,-2458.59,-2402.1,clean,0.0,4.7221,25000.0,0.0,-0.8497,-2402.22,-2424.8,-2458.59,-2402.1,clean,0.0,4.7221,25000.0,0.0,-0.8497,-2402.22,-2424.8,-2458.59,-2402.1,29,107,15.0,106.0
2026-08-21,MRNA,577,146.47050000000002,145.8,0,1,clean,12.0,146.9099,25000.0,0.0,-0.1058,-259.64,-284.35,-321.34,-259.55,clean,12.0,146.9099,25000.0,0.0,-0.1058,-259.64,-284.35,-321.34,-259.55,clean,12.0,146.9099,25000.0,0.0,-0.1058,-259.64,-284.35,-321.34,-259.55,clean,12.0,146.9099,25000.0,0.0,-0.1058,-259.64,-284.35,-321.34,-259.55,7,93,,
2026-08-21,NINE,580,11.55,11.3394,0,1,clean,2.0,11.5846,12507.45,0.0,-0.0583,-84.81,-97.23,-115.83,-84.83,clean,2.0,11.5846,12507.45,0.0,-0.0583,-84.81,-97.23,-115.83,-84.83,clean,2.0,11.5846,12507.45,0.0,-0.0583,-84.81,-97.23,-115.83,-84.83,clean,2.0,11.5846,12507.45,0.0,-0.0583,-84.81,-97.23,-115.83,-84.83,8,97,73.0,90.0
2026-08-21,NXTT,583,8.8,8.23,0,0,clean,0.0,8.8264,18761.7,0.0,-1.0097,-1796.14,-1813.11,-1838.51,-1796.15,clean,0.0,8.8264,18761.7,0.0,-1.0097,-1796.14,-1813.11,-1838.51,-1796.15,clean,0.0,8.8264,18761.7,0.0,-1.0097,-1796.14,-1813.11,-1838.51,-1796.15,clean,0.0,8.8264,18761.7,0.0,-1.0097,-1796.14,-1813.11,-1838.51,-1796.15,48,101,19.0,95.0
2026-08-21,ONDG,606,3.256,3.22,0,0,clean,0.0,3.2658,25000.0,0.0,-1.0135,-1778.95,-1802.18,-1836.93,-1778.9,clean,0.0,3.2658,25000.0,0.0,-1.0135,-1778.95,-1802.18,-1836.93,-1778.9,clean,0.0,3.2658,25000.0,0.0,-1.0135,-1778.95,-1802.18,-1836.93,-1778.9,clean,0.0,3.2658,25000.0,0.0,-1.0135,-1778.95,-1802.18,-1836.93,-1778.9,19,107,10.0,107.0
2026-08-21,ONDL,606,8.261000000000001,8.19,0,1,gap_into,302.0,8.29,11470.65,0.0,-0.2414,-207.48,-207.48,-207.48,-827.0,gap_into,302.0,8.29,11470.65,0.0,-0.2414,-207.48,-207.48,-207.48,-827.0,gap_into,302.0,8.29,11470.65,0.0,-0.2414,-207.48,-207.48,-207.48,-827.0,gap_into,302.0,8.29,11470.65,0.0,-0.2414,-207.48,-207.48,-207.48,-827.0,22,107,11.0,107.0
2026-08-21,PFSA,604,7.315000000000001,7.0292,0,0,clean,0.0,7.3369,6627.75,0.0,-1.0056,-1022.46,-1028.07,-1036.46,-1022.45,clean,0.0,7.3369,6627.75,0.0,-1.0056,-1022.46,-1028.07,-1036.46,-1022.45,clean,0.0,7.3369,6627.75,0.0,-1.0056,-1022.46,-1028.07,-1036.46,-1022.45,clean,0.0,7.3369,6627.75,0.0,-1.0056,-1022.46,-1028.07,-1036.46,-1022.45,74,107,47.0,107.0
2026-08-21,PSIG,596,2.387,2.36,0,0,clean,0.0,2.3942,2824.65,0.0,0.4897,137.67,138.94,140.83,196.18,clean,0.0,2.3942,2824.65,0.0,0.4897,137.67,138.94,140.83,196.18,clean,0.0,2.3942,2824.65,0.0,0.4897,137.67,138.94,140.83,196.18,clean,0.0,2.3942,2824.65,0.0,0.4897,137.67,138.94,140.83,196.18,11,106,12.0,103.0
2026-08-21,RGTX,627,12.254,12.25,0,0,clean,0.0,12.2908,10776.15,0.0,1.2913,797.41,785.84,768.52,797.41,clean,0.0,12.2908,10776.15,0.0,1.2913,797.41,785.84,768.52,797.41,clean,0.0,12.2908,10776.15,0.0,1.2913,797.41,785.84,768.52,797.41,clean,0.0,12.2908,10776.15,0.0,1.2913,797.41,785.84,768.52,797.41,26,107,18.0,107.0
2026-08-21,RZLT,601,5.159000000000001,5.13,0,0,clean,0.0,5.1745,9804.3,0.0,-0.0747,-86.56,-96.28,-110.83,-86.55,clean,0.0,5.1745,9804.3,0.0,-0.0747,-86.56,-96.28,-110.83,-86.55,clean,0.0,5.1745,9804.3,0.0,-0.0747,-86.56,-96.28,-110.83,-86.55,clean,0.0,5.1745,9804.3,0.0,-0.0747,-86.56,-96.28,-110.83,-86.55,21,107,32.0,106.0
2026-08-21,SOFX,598,10.703,10.62,0,1,clean,1.0,10.7351,19296.0,0.0,-0.2377,-499.68,-518.48,-546.61,-499.65,clean,1.0,10.7351,19296.0,0.0,-0.2377,-499.68,-518.48,-546.61,-499.65,clean,1.0,10.7351,19296.0,0.0,-0.2377,-499.68,-518.48,-546.61,-499.65,clean,1.0,10.7351,19296.0,0.0,-0.2377,-499.68,-518.48,-546.61,-499.65,20,107,28.0,105.0
2026-08-21,SSMR,583,19.283,19.365,0,0,gap_into,0.0,19.365,2936.25,0.0,-0.5818,-168.04,-168.04,-168.04,-168.03,gap_into,0.0,19.365,2936.25,0.0,-0.5818,-168.04,-168.04,-168.04,-168.03,gap_into,0.0,19.365,2936.25,0.0,-0.5818,-168.04,-168.04,-168.04,-168.03,gap_into,0.0,19.365,2936.25,0.0,-0.5818,-168.04,-168.04,-168.04,-168.03,15,101,29.0,95.0
2026-08-21,TGTX,590,55.440000000000005,55.14,0,0,clean,0.0,55.6063,25000.0,0.0,-0.158,-412.23,-436.81,-473.59,-412.26,clean,0.0,55.6063,25000.0,0.0,-0.158,-412.23,-436.81,-473.59,-412.26,clean,0.0,55.6063,25000.0,0.0,-0.158,-412.23,-436.81,-473.59,-412.26,clean,0.0,55.6063,25000.0,0.0,-0.158,-412.23,-436.81,-473.59,-412.26,11,103,37.0,102.0
2026-08-24,AIFU,613,18.678,19.05,0,0,adverse,0,18.8648,5256.9,0,1.6814,867.36,867.36,867.36,867.36,gap_into,0,19.05,5256.9,0,1.4391,807.75,807.75,807.75,807.75,gap_into,0,19.05,5256.9,0,1.4391,807.75,807.75,807.75,807.75,gap_into,0,19.05,5256.9,0,1.4391,807.75,807.75,807.75,807.75,12,58,14.0,58.0
2026-08-24,CANG,575,2.4640000000000004,2.43,0,0,clean,0,2.4714,6573.6,0,-1.0075,-788.75,-794.54,-803.2,-788.76,clean,0,2.4714,6573.6,0,-1.0075,-788.75,-794.54,-803.2,-788.76,clean,0,2.4714,6573.6,0,-1.0075,-788.75,-794.54,-803.2,-788.76,clean,0,2.4714,6573.6,0,-1.0075,-788.75,-794.54,-803.2,-788.76,24,51,,
2026-08-24,CVRX,577,3.278,3.25,0,0,clean,0,3.2878,11125.8,0,-1.0395,-1166.54,-1176.5,-1191.41,-1166.54,clean,0,3.2878,11125.8,0,-1.0395,-1166.54,-1176.5,-1191.41,-1166.54,clean,0,3.2878,11125.8,0,-1.0395,-1166.54,-1176.5,-1191.41,-1166.54,clean,0,3.2878,11125.8,0,-1.0395,-1166.54,-1176.5,-1191.41,-1166.54,9,54,,
2026-08-24,DTCX,600,2.882000000000001,2.7801,0,0,clean,0,2.8906,4687.8,0,-1.0083,-513.59,-517.76,-524.01,-513.59,clean,0,2.8906,4687.8,0,-1.0083,-513.59,-517.76,-524.01,-513.59,clean,0,2.8906,4687.8,0,-1.0083,-513.59,-517.76,-524.01,-513.59,clean,0,2.8906,4687.8,0,-1.0083,-513.59,-517.76,-524.01,-513.59,17,57,12.0,57.0
2026-08-24,EMAT,575,4.521000000000001,4.57,1,0,adverse,0,4.5662,25000.0,0,-1.0075,-2980.6,-2980.6,-2980.6,-2980.65,gap_into,0,4.57,25000.0,0,-1.0075,-2998.88,-2998.88,-2998.88,-2998.93,gap_into,0,4.57,25000.0,0,-1.0075,-2998.88,-2998.88,-2998.88,-2998.93,gap_into,0,4.57,25000.0,0,-1.0075,-2998.88,-2998.88,-2998.88,-2998.93,2,51,,
2026-08-24,GGR,586,2.3540000000000005,2.3652,0,0,gap_into,0,2.3652,2127.15,0,0.4926,150.39,150.39,150.39,274.59,gap_into,0,2.3652,2127.15,0,0.4926,150.39,150.39,150.39,274.59,gap_into,0,2.3652,2127.15,0,0.4926,150.39,150.39,150.39,274.59,gap_into,0,2.3652,2127.15,0,0.4926,150.39,150.39,150.39,274.59,39,56,35.0,54.0
2026-08-24,IPST,578,9.878000000000002,9.55,0,1,clean,1,9.9076,2475.75,0,-1.0068,-321.89,-324.04,-327.27,-321.89,clean,1,9.9076,2475.75,0,-1.0068,-321.89,-324.04,-327.27,-321.89,clean,1,9.9076,2475.75,0,-1.0068,-321.89,-324.04,-327.27,-321.89,clean,1,9.9076,2475.75,0,-1.0068,-321.89,-324.04,-327.27,-321.89,46,54,,
2026-08-24,SGLY,605,2.8380000000000005,2.73,0,0,clean,0,2.8465,13631.4,0,-0.8252,-1436.31,-1448.5,-1466.76,-1436.34,clean,0,2.8465,13631.4,0,-0.8252,-1436.31,-1448.5,-1466.76,-1436.34,clean,0,2.8465,13631.4,0,-0.8252,-1436.31,-1448.5,-1466.76,-1436.34,clean,0,2.8465,13631.4,0,-0.8252,-1436.31,-1448.5,-1466.76,-1436.34,19,57,25.0,57.0
2026-08-24,SMCZ,590,3.806,3.81,0,0,clean,0,3.8174,14085.15,0,-0.2865,-394.79,-408.49,-428.98,-394.85,clean,0,3.8174,14085.15,0,-0.2865,-394.79,-408.49,-428.98,-394.85,clean,0,3.8174,14085.15,0,-0.2865,-394.79,-408.49,-428.98,-394.85,clean,0,3.8174,14085.15,0,-0.2865,-394.79,-408.49,-428.98,-394.85,5,57,12.0,56.0
2026-08-24,WBTN,596,9.647,9.6,0,1,clean,3,9.6759,8248.5,0,-0.2384,-193.98,-202.04,-214.09,-194.02,clean,3,9.6759,8248.5,0,-0.2384,-193.98,-202.04,-214.09,-194.02,clean,3,9.6759,8248.5,0,-0.2384,-193.98,-202.04,-214.09,-194.02,clean,3,9.6759,8248.5,0,-0.2384,-193.98,-202.04,-214.09,-194.02,12,57,14.0,57.0
2026-08-24,WETO,576,24.750000000000004,24.55,0,1,clean,1,24.8242,4738.8,0,1.3621,598.64,593.3,585.31,598.65,clean,1,24.8242,4738.8,0,1.3621,598.64,593.3,585.31,598.65,clean,1,24.8242,4738.8,0,1.3621,598.64,593.3,585.31,598.65,clean,1,24.8242,4738.8,0,1.3621,598.64,593.3,585.31,598.65,9,54,,
2026-08-25,ABCL,605,12.078,12.01,0,1,clean,20,12.1142,25000.0,0,0.3023,412.06,386.68,348.69,412.09,clean,20,12.1142,25000.0,0,0.3023,412.06,386.68,348.69,412.09,clean,20,12.1142,25000.0,0,0.3023,412.06,386.68,348.69,412.09,clean,20,12.1142,25000.0,0,0.3023,412.06,386.68,348.69,412.09,8,109,11.0,109.0
2026-08-25,ADVB,590,8.712,8.74,0,0,gap_into,0,8.74,5334.45,0,0.3248,213.32,213.32,213.32,213.34,gap_into,0,8.74,5334.45,0,0.3248,213.32,213.32,213.32,213.34,gap_into,0,8.74,5334.45,0,0.3248,213.32,213.32,213.32,213.34,gap_into,0,8.74,5334.45,0,0.3248,213.32,213.32,213.32,213.34,13,109,28.0,108.0
2026-08-25,ARCT,584,15.532,15.41,0,1,gap_into,43,15.58,15328.05,0,-0.0548,-97.1,-97.1,-97.1,-97.1,gap_into,43,15.58,15328.05,0,-0.0548,-97.1,-97.1,-97.1,-97.1,gap_into,43,15.58,15328.05,0,-0.0548,-97.1,-97.1,-97.1,-97.1,gap_into,43,15.58,15328.05,0,-0.0548,-97.1,-97.1,-97.1,-97.1,14,108,20.0,107.0
2026-08-25,ASST,624,20.944,20.86,0,0,clean,0,21.0068,25000.0,0,0.4296,490.3,464.83,426.73,490.28,clean,0,21.0068,25000.0,0,0.4296,490.3,464.83,426.73,490.28,clean,0,21.0068,25000.0,0,0.4296,490.3,464.83,426.73,490.28,clean,0,21.0068,25000.0,0,0.4296,490.3,464.83,426.73,490.28,25,109,18.0,109.0
2026-08-25,BMNG,622,27.797,27.6,0,0,clean,0,27.8804,3762.75,0,-0.5064,-112.54,-116.19,-121.65,-112.54,clean,0,27.8804,3762.75,0,-0.5064,-112.54,-116.19,-121.65,-112.54,clean,0,27.8804,3762.75,0,-0.5064,-112.54,-116.19,-121.65,-112.54,clean,0,27.8804,3762.75,0,-0.5064,-112.54,-116.19,-121.65,-112.54,24,109,17.0,109.0
2026-08-25,BMNU,622,20.372,20.09,0,0,clean,0,20.4331,25000.0,0,-0.4562,-706.27,-730.54,-766.87,-706.29,clean,0,20.4331,25000.0,0,-0.4562,-706.27,-730.54,-766.87,-706.29,clean,0,20.4331,25000.0,0,-0.4562,-706.27,-730.54,-766.87,-706.29,clean,0,20.4331,25000.0,0,-0.4562,-706.27,-730.54,-766.87,-706.29,26,109,21.0,109.0
2026-08-25,CDZI,609,4.213,4.1753,0,1,clean,276,4.2256,9715.5,0,-0.1446,-116.59,-126.19,-140.56,-116.61,clean,276,4.2256,9715.5,0,-0.1446,-116.59,-126.19,-140.56,-116.61,clean,276,4.2256,9715.5,0,-0.1446,-116.59,-126.19,-140.56,-116.61,clean,276,4.2256,9715.5,0,-0.1446,-116.59,-126.19,-140.56,-116.61,8,109,19.0,109.0
2026-08-25,CONL,625,6.116,6.0893,0,1,clean,2,6.1343,25000.0,0,0.1866,405.19,379.81,341.82,405.27,clean,2,6.1343,25000.0,0,0.1866,405.19,379.81,341.82,405.27,clean,2,6.1343,25000.0,0,0.1866,405.19,379.81,341.82,405.27,clean,2,6.1343,25000.0,0,0.1866,405.19,379.81,341.82,405.27,23,111,26.0,109.0
2026-08-25,CRCA,575,22.836,23.055,1,0,gap_into,0,23.055,25000.0,0,0.5189,1389.15,1389.15,1389.15,1389.24,gap_into,0,23.055,25000.0,0,0.5189,1389.15,1389.15,1389.15,1389.24,gap_into,0,23.055,25000.0,0,0.5189,1389.15,1389.15,1389.15,1389.24,gap_into,0,23.055,25000.0,0,0.5189,1389.15,1389.15,1389.15,1389.24,3,105,,
2026-08-25,CRCG,575,15.466,15.6,1,0,gap_into,0,15.6,25000.0,0,0.4795,1334.88,1334.88,1334.88,1334.76,gap_into,0,15.6,25000.0,0,0.4795,1334.88,1334.88,1334.88,1334.76,gap_into,0,15.6,25000.0,0,0.4795,1334.88,1334.88,1334.88,1334.76,gap_into,0,15.6,25000.0,0,0.4795,1334.88,1334.88,1334.88,1334.76,4,105,,
2026-08-25,CRML,584,7.381,7.325,0,0,clean,0,7.4031,25000.0,0,0.6591,1540.73,1514.21,1474.54,1540.68,clean,0,7.4031,25000.0,0,0.6591,1540.73,1514.21,1474.54,1540.68,clean,0,7.4031,25000.0,0,0.6591,1540.73,1514.21,1474.54,1540.68,clean,0,7.4031,25000.0,0,0.6591,1540.73,1514.21,1474.54,1540.68,23,108,57.0,107.0
2026-08-25,CRMX,580,5.5,5.48,0,0,clean,0,5.5165,2811.45,0,2.0203,528.44,525.1,520.1,528.44,clean,0,5.5165,2811.45,0,2.0203,528.44,525.1,520.1,528.44,clean,0,5.5165,2811.45,0,2.0203,528.44,525.1,520.1,528.44,clean,0,5.5165,2811.45,0,2.0203,528.44,525.1,520.1,528.44,48,107,6.0,105.0
2026-08-25,EXOD,613,8.459000000000001,8.34,0,1,clean,1,8.4844,3289.35,0,1.808,409.19,405.49,399.96,409.19,clean,1,8.4844,3289.35,0,1.808,409.19,405.49,399.96,409.19,clean,1,8.4844,3289.35,0,1.808,409.19,405.49,399.96,409.19,clean,1,8.4844,3289.35,0,1.808,409.19,405.49,399.96,409.19,23,109,20.0,109.0
2026-08-25,EXYN,589,2.5850000000000004,2.53,0,0,clean,0,2.5928,3259.2,0,1.4925,583.44,579.59,573.84,583.43,clean,0,2.5928,3259.2,0,1.4925,583.44,579.59,573.84,583.43,clean,0,2.5928,3259.2,0,1.4925,583.44,579.59,573.84,583.43,clean,0,2.5928,3259.2,0,1.4925,583.44,579.59,573.84,583.43,67,109,57.0,108.0
2026-08-25,GEMI,579,4.609000000000001,4.58,0,0,clean,0,4.6228,25000.0,0,-0.1193,-306.99,-331.68,-368.63,-307.07,clean,0,4.6228,25000.0,0,-0.1193,-306.99,-331.68,-368.63,-307.07,clean,0,4.6228,25000.0,0,-0.1193,-306.99,-331.68,-368.63,-307.07,clean,0,4.6228,25000.0,0,-0.1193,-306.99,-331.68,-368.63,-307.07,4,107,,
2026-08-25,GENB,619,19.525,19.4099,0,1,clean,1,19.5836,25000.0,0,0.4842,780.97,792.63,810.07,780.9,clean,1,19.5836,25000.0,0,0.4842,780.97,792.63,810.07,780.9,clean,1,19.5836,25000.0,0,0.4842,780.97,792.63,810.07,780.9,clean,1,19.5836,25000.0,0,0.4842,780.97,792.63,810.07,780.9,23,109,36.0,109.0
2026-08-25,MSTU,625,29.568,29.99,0,0,adverse,0,29.8637,20167.35,0,0.209,250.19,250.19,250.19,250.13,gap_into,0,29.99,20167.35,0,0.1353,164.09,164.09,164.09,164.03,gap_into,0,29.99,20167.35,0,0.1353,164.09,164.09,164.09,164.03,gap_into,0,29.99,20167.35,0,0.1353,164.09,164.09,164.09,164.03,19,111,14.0,109.0
2026-08-25,MSTX,624,13.629,13.62,0,0,clean,0,13.6699,25000.0,0,0.4014,584.31,558.74,520.48,584.4,clean,0,13.6699,25000.0,0,0.4014,584.31,558.74,520.48,584.4,clean,0,13.6699,25000.0,0,0.4014,584.31,558.74,520.48,584.4,clean,0,13.6699,25000.0,0,0.4014,584.31,558.74,520.48,584.4,24,109,14.0,109.0
2026-08-25,OESX,580,23.507,23.525,0,1,clean,1,23.5775,5077.05,0,0.581,270.07,264.72,256.72,270.07,clean,1,23.5775,5077.05,0,0.581,270.07,264.72,256.72,270.07,clean,1,23.5775,5077.05,0,0.581,270.07,264.72,256.72,270.07,clean,1,23.5775,5077.05,0,0.581,270.07,264.72,256.72,270.07,26,107,14.0,105.0
2026-08-25,PURR,625,11.561,11.545,0,0,clean,0,11.5957,25000.0,0,0.3498,568.3,542.76,504.53,568.22,clean,0,11.5957,25000.0,0,0.3498,568.3,542.76,504.53,568.22,clean,0,11.5957,25000.0,0,0.3498,568.3,542.76,504.53,568.22,clean,0,11.5957,25000.0,0,0.3498,568.3,542.76,504.53,568.22,29,111,33.0,109.0
