day,symbol,trig_m,day_open,level,entry,stop,r_pct,rr,reason,pos,pnl,bar_dollar,c50_off,c50_entry,c50_rr,c50_pnl,c100_off,c100_entry,c100_rr,c100_pnl,c200_off,c200_entry,c200_rr,c200_pnl,c500_off,c500_entry,c500_rr,c500_pnl
2026-08-17,AGPU,575,7.78,8.558000000000002,8.435229999999999,7.39,12.391,2.1428,eod,24210.64,6407.0,217595.0,1,8.435229999999999,2.1428,6407.0,1,8.435229999999999,2.1428,6407.0,1,8.435229999999999,2.1428,6407.0,1,8.435229999999999,2.1428,6407.0
2026-08-17,ASTX,589,14.96,16.456000000000003,16.59965,14.96,9.878,-0.8353,eod,25000.0,-2068.53,867382.0,1,16.5383,-0.8289,-1983.42,1,16.59965,-0.8353,-2068.53,1,16.59965,-0.8353,-2068.53,1,16.59965,-0.8353,-2068.53
2026-08-17,CDTG,580,2.17,2.387,2.3570499999999996,2.02,14.3,0.4925,lock,15378.69,1064.62,102525.0,1,2.3570499999999996,0.4925,1064.62,1,2.3570499999999996,0.4925,1064.62,1,2.3570499999999996,0.4925,1064.62,1,2.3570499999999996,0.4925,1064.62
2026-08-17,CIFG,590,5.25,5.775,5.777279999999999,5.25,9.127,-0.1276,eod,2792.16,-35.87,18614.0,1,5.777279999999999,-0.1276,-35.87,1,5.777279999999999,-0.1276,-35.87,1,5.777279999999999,-0.1276,-35.87,1,5.777279999999999,-0.1276,-35.87
2026-08-17,CORD,577,2.32,2.552,2.5676799999999997,2.27,11.593,-1.0076,stop,25000.0,-2932.68,408456.0,1,2.5648,-1.0077,-2907.54,1,2.5676799999999997,-1.0076,-2932.68,1,2.5676799999999997,-1.0076,-2932.68,1,2.5676799999999997,-1.0076,-2932.68
2026-08-17,CRCA,580,14.96,16.456000000000003,16.539469999999998,14.8001,10.516,0.0434,eod,3364.13,11.33,22428.0,1,16.5383,0.0441,11.57,1,16.539469999999998,0.0434,11.33,1,16.539469999999998,0.0434,11.33,1,16.539469999999998,0.0434,11.33
2026-08-17,CRCG,580,10.135,11.1485,11.183449999999999,9.98,10.761,0.0387,eod,25000.0,91.78,407044.0,1,11.183449999999999,0.0387,91.78,1,11.183449999999999,0.0387,91.78,1,11.183449999999999,0.0387,91.78,1,11.183449999999999,0.0387,91.78
2026-08-17,DFSC,579,2.68,2.9480000000000004,2.9099035999999994,2.61,10.306,-1.0087,stop,25000.0,-2614.62,320116.0,1,2.9099035999999994,-1.0087,-2614.62,1,2.9099035999999994,-1.0087,-2614.62,1,2.9099035999999994,-1.0087,-2614.62,1,2.9099035999999994,-1.0087,-2614.62
2026-08-17,EYPT,575,4.06,4.466,4.626437799999999,3.95,14.621,0.1161,eod,20518.24,346.68,1927203.0,1,4.4883,0.4025,988.75,1,4.5107,0.3466,882.27,1,4.5553,0.2473,672.45,1,4.626437799999999,0.1161,346.68
2026-08-17,FDMT,596,12.2,13.42,13.390049999999999,12.1,9.634,0.6162,eod,25000.0,1454.99,171085.0,1,13.390049999999999,0.6162,1454.99,1,13.390049999999999,0.6162,1454.99,1,13.390049999999999,0.6162,1454.99,1,13.390049999999999,0.6162,1454.99
2026-08-17,HAO,593,3.99,4.389,4.102269999999999,3.71,9.562,-0.5001,lock,9838.68,-482.31,65591.0,1,4.102269999999999,-0.5001,-482.31,1,4.102269999999999,-0.5001,-482.31,1,4.102269999999999,-0.5001,-482.31,1,4.102269999999999,-0.5001,-482.31
2026-08-17,INDI,630,4.65,5.115000000000001,5.140375,4.695,8.664,-0.8316,eod,25000.0,-1804.62,1508510.0,1,5.140375,-0.8316,-1804.62,1,5.140375,-0.8316,-1804.62,1,5.140375,-0.8316,-1804.62,1,5.140375,-0.8316,-1804.62
2026-08-17,JDZG,615,3.92,4.312,4.312899999999999,4.05,6.096,-1.0154,stop,21238.23,-1340.04,141588.0,1,4.312899999999999,-1.0154,-1340.04,1,4.312899999999999,-1.0154,-1340.04,1,4.312899999999999,-1.0154,-1340.04,1,4.312899999999999,-1.0154,-1340.04
2026-08-17,RDWU,611,10.38,11.418000000000001,11.384049999999998,10.62,6.712,-1.0204,stop,9738.49,-678.65,64923.0,1,11.384049999999998,-1.0204,-678.65,1,11.384049999999998,-1.0204,-678.65,1,11.384049999999998,-1.0204,-678.65,1,11.384049999999998,-1.0204,-678.65
2026-08-17,RKLX,591,24.92,27.412000000000003,27.298450399999997,24.5,10.251,-0.7784,eod,25000.0,-2001.43,781009.0,1,27.298450399999997,-0.7784,-2001.43,1,27.298450399999997,-0.7784,-2001.43,1,27.298450399999997,-0.7784,-2001.43,1,27.298450399999997,-0.7784,-2001.43
2026-08-17,XHLD,577,5.99,6.589,6.632638399999999,5.905,10.971,0.1544,eod,17031.62,268.09,113544.0,1,6.6219,0.1716,296.06,1,6.632638399999999,0.1544,268.09,1,6.632638399999999,0.1544,268.09,1,6.632638399999999,0.1544,268.09
2026-08-17,YSS,575,10.36,11.396,11.649845,10.36,11.072,-0.8294,eod,25000.0,-2315.06,260059.0,1,11.453,-0.7987,-1924.8,1,11.51,-0.8087,-2039.13,1,11.6239,-0.8259,-2264.42,1,11.649845,-0.8294,-2315.06
2026-08-18,AIAI,605,5.01,5.511,5.34599,4.87,8.904,0.3866,eod,10652.42,353.88,71016.0,1,5.34599,0.3866,353.88,1,5.34599,0.3866,353.88,1,5.34599,0.3866,353.88,1,5.34599,0.3866,353.88
2026-08-18,ANGX,608,4.79,5.269,5.29584,4.92,7.097,-1.0131,stop,25000.0,-1801.67,1183620.0,1,5.2953,-1.0131,-1799.5,1,5.29584,-1.0131,-1801.67,1,5.29584,-1.0131,-1801.67,1,5.29584,-1.0131,-1801.67
2026-08-18,BOXL,579,7.02,7.722,7.8033399999999995,7.0015,10.276,-0.0915,eod,14798.64,-156.84,98658.0,1,7.7606,-0.0403,-76.13,1,7.7992,-0.0868,-149.1,1,7.8033399999999995,-0.0915,-156.84,1,7.8033399999999995,-0.0915,-156.84
2026-08-18,DLLL,575,26.26,28.886000000000003,28.63565,26.17,8.61,-1.0106,stop,25000.0,-2183.96,587518.0,1,28.63565,-1.0106,-2183.96,1,28.63565,-1.0106,-2183.96,1,28.63565,-1.0106,-2183.96,1,28.63565,-1.0106,-2183.96
2026-08-18,EYPT,575,4.73,5.203000000000001,5.4162,4.7032,13.164,0.1105,eod,22789.06,328.45,1335635.0,9,5.229,0.5059,1156.1,2,5.255,0.4349,1037.55,1,5.3071,0.3112,803.92,1,5.4162,0.1105,328.45
2026-08-18,FCEL,575,21.16,23.276000000000003,23.841309999999996,20.71,13.134,-0.5305,eod,22841.54,-1592.36,5806623.0,4,23.3924,-0.452,-1184.55,4,23.5088,-0.4748,-1291.77,1,23.7415,-0.5151,-1503.05,1,23.841309999999996,-0.5305,-1592.36
2026-08-18,FCUV,579,6.54,7.194000000000001,7.020999999999999,6.54,6.851,2.7033,eod,25000.0,4612.83,290627.0,1,7.020999999999999,2.7033,4612.83,1,7.020999999999999,2.7033,4612.83,1,7.020999999999999,2.7033,4612.83,1,7.020999999999999,2.7033,4612.83
2026-08-18,FGI,586,8.88,9.768000000000002,9.939729999999999,8.88,10.662,-0.5187,eod,15862.32,-896.32,105749.0,4,9.8168,-0.4556,-708.73,4,9.8657,-0.4826,-783.85,1,9.939729999999999,-0.5187,-896.32,1,9.939729999999999,-0.5187,-896.32
2026-08-18,GNPX,615,4.24,4.664000000000001,4.66395,4.03,13.593,-1.0064,stop,5833.2,-804.92,38888.0,1,4.66395,-1.0064,-804.92,1,4.66395,-1.0064,-804.92,1,4.66395,-1.0064,-804.92,1,4.66395,-1.0064,-804.92
