cell,split,n,per_wk,gross,net,green,total,t,mde,null_green_p95,ex_top5
B2 (reference),TRAIN,1622,30.60377358490566,-0.03895918684147366,-0.10693921533680749,32.075471698113205,-17345.540727630174,-2.9931691681122707,0.10984661720228879,76.92307692307692,-0.21674825266320452
B2 (reference),VAL,706,30.695652173913043,0.08272033029467893,0.012650779374544391,43.47826086956522,893.1450238428342,0.26162959495333094,0.16689588005290418,60.869565217391305,-0.08995534338525675
A1 rv_profile <= 3.349,TRAIN,1384,26.11320754716981,-0.02763156828394273,-0.08874062155527071,41.509433962264154,-12281.702023249469,-2.125464261931176,0.121339336235987,84.61538461538461,-0.1975628792293886
A1 rv_profile <= 3.349,VAL,707,30.73913043478261,0.008637088814348694,-0.05800366778979163,39.130434782608695,-4100.859312738268,-1.054252270102715,0.17792495339089065,47.82608695652174,-0.16436515170740357
A2 spread_over_r <= 0.088,TRAIN,1307,24.660377358490567,-0.07370161145961193,-0.11816553028044188,32.075471698113205,-15444.234807653755,-2.8245069023515135,0.1166989742041347,76.92307692307692,-0.22833425442867328
A2 spread_over_r <= 0.088,VAL,626,27.217391304347824,0.061280234929301146,0.015941865883367618,56.52173913043478,997.960804298813,0.2786017434573105,0.17178446388965504,60.869565217391305,-0.08672974447303254
