cell,field,net_TRAIN_diff,net_TRAIN_t,net_VAL_diff,net_VAL_t,gross_TRAIN_diff,gross_TRAIN_t,gross_VAL_diff,gross_VAL_t,separates_on_gross
C1,rv_profile,-2.564084650261749,-2.39278179920893,-4.700081524300276,-3.967881643407633,-1.6495351709422605,-1.3409324999879848,-3.1431571386298476,-2.0097778172001717,False
C2,dollar_frac,3.5639294968870274,0.4522460666986279,-17.30459496506385,-0.9557783939675574,-6.771465925625723,-1.0096232176604447,-14.266142702809852,-0.6421066811892819,False
C3,spread_over_r,-0.05370308086760416,-10.384135984885885,-0.053540369790112466,-7.4971298148994965,-0.0016482445152779107,-0.10667315175555878,0.008394558677288999,0.38612474123183416,False
C4,dist_open_pct,-0.17529087469199744,-0.17995550531796614,-0.6043055054716255,-0.5834840346640446,-0.4812568184827297,-0.4548070681495801,-0.9754891098312726,-0.7930944582488297,False
C5,gap_pct,4.7648966193663895,0.9023599823019718,0.7810236610940291,0.4949876818348849,-3.490151813379825,-2.236969199503805,-1.638619413402809,-0.7135079850871798,False
C6,is_wrapper,0.16877768965158102,1.5707029831221029,0.03959974451777726,0.375941748680699,0.16877768965158102,1.2198243978036876,0.00953800298062596,0.07113003069882498,False
C7,log_price,-0.09928590486756406,-0.4843103801281079,-0.014599087871399963,-0.05449591843419934,0.038812431997343744,0.12620793501768826,0.06540541334346872,0.17237230827920463,False
C8,entry_m,30.59715112040442,0.35191105119076677,20.598041302959246,0.210596079902341,10.039680822938408,0.08641848668046574,7.701554183521466,0.058368192115584326,False
C9,spy_r5_pct,-0.027800441594218104,-1.4250349295981872,-0.011816402391239376,-0.671123306746963,-0.01124807216514458,-0.31641116414198245,-0.02621065156488893,-1.0554373965050687,False
C10,r_pct,-0.8517780590726671,-1.7472649463327552,-1.1272836613617718,-1.2855847297935425,-0.6714634756808566,-1.1970396094902604,-1.0617806867293589,-1.4743971903442965,False
C11,log_advd,0.4678565011198961,0.42270219440869083,0.6347476421334326,0.4801596909961045,0.016277813871123925,0.011148261703790779,0.2993814579690941,0.1716379179337434,False
