day,symbol,entry_m,ctrl_entry_m,rr,why
2025-08-01,TSSI,617,602,2.0,target
2025-08-04,ROBN,673,658,2.0,target
2025-08-04,VSAT,743,728,2.0,target
2025-08-05,CSTL,593,578,2.0,target
2025-08-05,FLGT,639,624,2.0,target
2025-08-08,HOOG,602,587,2.0,target
2025-08-08,ALAB,723,708,2.0,target
2025-08-12,FIG,594,579,0.7709835409910483,eod
2025-08-12,ALAB,655,640,2.0,target
2025-08-12,BE,691,676,2.0,target
2025-08-13,GLXY,592,577,-1.041345025053686,stop
2025-08-13,CE,596,581,2.0,target
2025-08-13,SBET,596,581,2.0,target
2025-08-13,NEGG,626,611,2.0,target
2025-08-13,SMST,649,634,2.0,target
2025-08-13,LABU,682,667,2.0,target
2025-08-13,IDR,813,798,2.0,target
2025-08-14,MGNI,774,759,2.0,target
2025-08-15,HSAI,591,576,-1.0233484162895912,stop
2025-08-15,CRWV,593,578,1.0728932797395312,eod
2025-08-15,TEM,631,616,0.2800572241889011,eod
2025-08-15,TATT,639,624,-0.49306428536244523,eod
2025-08-15,CRCL,755,740,1.0021838915115973,eod
2025-08-15,DQ,757,742,2.0,target
2025-08-15,TAN,760,745,2.0,target
2025-08-15,FSLR,761,746,2.0,target
2025-08-18,TEMT,589,574,2.0,target
2025-08-18,HSAI,591,576,2.0,target
2025-08-18,SBET,657,642,2.0,target
2025-08-18,CONL,684,669,0.6873798842257622,eod
2025-08-18,HUT,793,778,0.3035127633366347,eod
2025-08-20,SMST,588,573,-1.031166419019318,stop
2025-08-20,NEGG,594,579,2.0,target
2025-08-20,TECS,610,595,-1.0839423393739724,stop
2025-08-20,ETHU,682,667,2.0,target
2025-08-20,FIG,693,678,2.0,target
2025-08-20,DK,698,683,2.0,target
2025-08-21,BZ,608,593,0.09697043932712146,eod
2025-08-21,TEM,614,599,2.0,target
2025-08-21,ROBN,655,640,-1.0753148605718326,stop
2025-08-22,LYTS,601,586,2.0,target
2025-08-22,BE,602,587,2.0,target
2025-08-22,ETHT,602,587,2.0,target
2025-08-22,ALAB,617,602,-0.11382815358407557,eod
2025-08-22,JNUG,633,618,2.0,target
2025-08-25,EPSM,592,577,2.0,target
2025-08-25,RKLB,605,590,2.0,target
2025-08-25,IDR,615,600,-0.5125144397381559,eod
2025-08-25,MP,628,613,2.0,target
2025-08-26,GSAT,586,571,2.0,target
2025-08-26,RKLX,593,578,2.0,target
2025-08-26,OKLL,595,580,2.0,target
2025-08-27,SATS,608,593,2.0,target
2025-08-28,AIRO,611,596,2.0,target
2025-08-28,BE,623,608,-1.0757464788732443,stop
2025-08-28,OKLO,662,647,0.1968741339200925,eod
2025-08-29,OS,670,655,0.8120506132807026,eod
2025-08-29,AGQ,723,708,2.0,target
2025-09-02,CONL,623,608,2.0,target
2025-09-02,TSEM,777,762,1.9857459901326824,eod
2025-09-03,SMR,586,571,2.0,target
2025-09-03,HIMS,626,611,-1.0767499570077432,stop
2025-09-03,BMNR,644,629,0.10980095065085846,eod
2025-09-04,AFRM,586,571,-1.0587333333333289,stop
2025-09-04,HIMS,588,573,2.0,target
2025-09-04,SMST,611,596,2.0,target
2025-09-04,ROBN,613,598,-1.0807688022284123,stop
2025-09-04,SNDK,664,649,2.0,target
2025-09-04,RDTL,679,664,1.01225909663211,eod
2025-09-04,VSCO,679,664,2.0,target
2025-09-05,ENPH,595,580,-1.070727272727274,stop
2025-09-05,SMST,607,592,2.0,target
2025-09-05,TECS,659,644,-1.0899347405847708,stop
2025-09-05,ABVX,699,684,2.0,target
2025-09-08,HOOG,587,572,2.0,target
2025-09-08,RKLB,587,572,0.7458220753398316,eod
2025-09-08,TEMT,635,620,2.0,target
2025-09-08,BMNR,648,633,0.518044522475848,eod
2025-09-09,CRCL,587,572,2.0,target
2025-09-09,GDS,593,578,0.5432522658389052,eod
2025-09-09,PBF,601,586,2.0,target
2025-09-09,YPF,641,626,-1.0652380952380986,stop
2025-09-09,SMCX,682,667,2.0,target
2025-09-09,IONX,691,676,2.0,target
2025-09-09,HUT,716,701,2.0,target
2025-09-10,CRWV,586,571,2.0,target
2025-09-10,AAOI,588,573,2.0,target
2025-09-11,RVMD,589,574,2.0,target
2025-09-11,BEAM,598,583,2.0,target
2025-09-12,ARQQ,590,575,2.000000000000004,target
2025-09-12,TSLT,590,575,2.0,target
2025-09-12,RKLB,652,637,2.0,target
2025-09-12,INOD,686,671,2.0,target
2025-09-12,HIMS,770,755,2.0,target
2025-09-12,PTIR,785,770,2.0,target
2025-09-15,HIMZ,594,579,-1.0360806451612905,stop
2025-09-15,INTW,594,579,2.0,target
2025-09-15,UBRL,596,581,1.7149575513164816,eod
2025-09-15,IONL,597,582,2.0,target
2025-09-15,OKLL,658,643,2.0,target
2025-09-15,OKLO,658,643,2.0,target
2025-09-16,MRAL,669,654,2.0,target
2025-09-16,WBTN,734,719,2.0,target
2025-09-16,RIOX,739,724,2.0,target
2025-09-16,VERX,768,753,2.0,target
2025-09-17,SCLX,585,570,2.0,target
2025-09-17,FIG,597,582,0.023534885580225186,eod
2025-09-17,RGTI,599,584,2.0,target
2025-09-17,WBTN,613,598,0.5572046034473769,eod
2025-09-17,GSAT,649,634,2.0,target
2025-09-18,MSTX,602,587,2.0,target
2025-09-18,MULL,602,587,2.0,target
2025-09-18,CRCL,839,824,2.0,target
2025-09-19,PLTU,593,578,2.0,target
2025-09-19,ES,644,629,0.6234500137409416,eod
2025-09-19,MGNI,752,737,2.0,target
2025-09-22,RKLX,587,572,2.0,target
2025-09-22,SMCX,591,576,2.0,target
2025-09-22,CHYM,592,577,2.0,target
2025-09-22,DUOL,592,577,2.0,target
2025-09-22,TSLL,603,588,-1.059657142857141,stop
2025-09-22,MRNA,636,621,2.0,target
2025-09-22,CRWV,743,728,2.0,target
2025-09-23,PONY,588,573,2.0,target
2025-09-23,SRRK,590,575,1.5306814868767884,eod
2025-09-23,ASMB,652,637,1.2415012118479352,eod
2025-09-23,INOD,659,644,-1.0713359456141995,stop
2025-09-23,RKLB,728,713,2.0,target
2025-09-23,BKSY,766,751,2.0,target
2025-09-24,QURE,585,570,2.0,target
2025-09-24,MAZE,587,572,0.42254452477517124,eod
2025-09-24,GDS,629,614,2.0,target
2025-09-24,PONY,691,676,-0.5961113304382147,eod
2025-09-24,RGTIW,791,776,-1.0283208182288948,stop
2025-09-24,MRVL,819,804,0.61972590597074,eod
2025-09-24,PPIH,822,807,2.0,target
2025-09-25,CRWU,587,572,2.0,target
2025-09-25,CRWV,591,576,-0.22584384316536407,eod
2025-09-25,NEBX,592,577,2.0000000000000018,target
2025-09-26,ALB,589,574,2.0,target
2025-09-29,ASTX,585,570,2.0,target
2025-09-29,MULL,586,571,2.0,target
2025-09-29,CRWU,587,572,-0.02148468856210871,eod
2025-09-29,MUU,587,572,0.5277802007149224,eod
2025-09-29,QURE,739,724,2.0,target
2025-09-29,ETSY,802,787,2.0,target
2025-09-30,NEBX,586,571,-0.632323193478504,eod
2025-09-30,MULL,615,600,-1.2701807174794721,stop
2025-09-30,NVDL,650,635,0.7353466212081555,eod
2025-09-30,BE,831,816,2.0,target
2025-10-01,LABU,587,572,2.0,target
2025-10-01,AAOI,588,573,2.0,target
2025-10-01,MSTX,589,574,2.0,target
2025-10-01,PTIR,662,647,-1.0877368421052713,stop
2025-10-01,ASTS,784,769,1.294876375262232,eod
2025-10-02,QUBT,631,616,-1.0842976939203368,stop
2025-10-02,HIMZ,669,654,0.062476665498422505,eod
2025-10-03,MUU,594,579,-1.1563780025796355,stop
2025-10-03,PLSE,616,601,-1.0835807610314512,stop
2025-10-03,GEMI,621,606,2.0,target
2025-10-03,SOLT,758,743,-1.0854353701527637,stop
2025-10-06,SMR,595,580,0.1129125495182015,eod
2025-10-06,BMNU,606,591,2.0,target
2025-10-06,QBTX,610,595,2.0,target
2025-10-06,FIG,800,785,2.0,target
2025-10-07,METC,586,571,0.9033743624087514,eod
2025-10-07,DGNX,625,610,-1.0213243243243257,stop
2025-10-07,CONI,653,638,2.0,target
2025-10-07,ARCX,655,640,-1.019470588235295,stop
2025-10-07,RKLB,805,790,0.28548464002989277,eod
2025-10-07,BKSY,820,805,0.5053138756223083,eod
2025-10-08,CWVX,585,570,2.0,target
2025-10-08,SNDK,585,570,1.9999999999999962,target
2025-10-08,FLY,601,586,2.0,target
2025-10-08,GEMI,629,614,2.0,target
2025-10-08,HIMZ,673,658,2.0,target
2025-10-08,BEAM,680,665,2.0,target
2025-10-08,INTW,714,699,2.0,target
2025-10-08,CRWV,788,773,2.0,target
2025-10-08,HUT,789,774,2.0,target
2025-10-10,EPSM,593,578,-1.0206391141609492,stop
2025-10-10,SMR,608,593,2.0,target
2025-10-10,LTBR,634,619,-1.028358208955224,stop
2025-10-10,CONI,661,646,2.000000000000002,target
2025-10-10,SMST,665,650,2.0,target
2025-10-10,YANG,667,652,2.0,target
2025-10-10,VIXY,683,668,2.0,target
2025-10-13,RGTX,587,572,2.0,target
2025-10-13,IREN,713,698,2.0,target
2025-10-13,SARO,734,719,2.0,target
2025-10-13,SOLZ,784,769,2.0,target
2025-10-13,ETHT,839,824,2.0,target
2025-10-13,ETHU,839,824,2.0,target
2025-10-14,MRAL,589,574,2.0,target
2025-10-14,CLSK,590,575,2.0,target
2025-10-14,RKLB,628,613,2.0,target
2025-10-14,BABX,697,682,2.0,target
2025-10-14,ETHU,711,696,2.0,target
2025-10-14,BMNU,714,699,2.0,target
2025-10-14,PII,736,721,2.0,target
2025-10-14,SOLZ,742,727,-0.27713935779328247,eod
2025-10-14,ALB,823,808,-0.2852082453077375,eod
2025-10-15,HUT,632,617,-1.062499999999998,stop
2025-10-15,SNDK,688,673,-1.0689655172413812,stop
2025-10-15,STOK,710,695,-1.0357303921568624,stop
2025-10-15,HIMS,723,708,2.0,target
2025-10-15,VXX,792,777,0.7267756895289298,eod
2025-10-16,SMCX,585,570,2.0,target
2025-10-16,ASTS,592,577,2.0,target
2025-10-16,LQDA,614,599,2.0,target
2025-10-16,MUX,619,604,2.0,target
2025-10-16,MUU,669,654,-1.080389674493059,stop
2025-10-16,DXYZ,676,661,0.008953033966975825,eod
2025-10-16,SMST,710,695,2.0,target
2025-10-16,VIXY,741,726,2.0,target
2025-10-17,BABX,631,616,2.0,target
2025-10-20,ROBN,635,620,2.0,target
2025-10-20,AMDG,641,626,2.0,target
2025-10-20,AAOI,648,633,-1.030168141592919,stop
2025-10-20,APLS,688,673,2.0,target
2025-10-21,SUPX,594,579,-1.0224624408631109,stop
2025-10-21,U,610,595,2.0,target
2025-10-21,BITX,655,640,2.0,target
2025-10-21,ETHT,657,642,2.0,target
2025-10-21,KVYO,668,653,2.0,target
2025-10-21,SOLZ,703,688,0.10642301149542936,eod
2025-10-22,VXX,754,739,2.0,target
2025-10-23,LRCX,627,612,2.0,target
2025-10-24,SNDK,636,621,2.0,target
2025-10-28,APLD,610,595,2.0,target
2025-10-29,MENS,585,570,2.0,target
2025-10-29,EAT,608,593,2.0,target
2025-10-29,RUN,615,600,2.0,target
2025-10-31,CONL,585,570,2.0,target
2025-10-31,APLD,589,574,-1.0286209677419338,stop
2025-11-03,BE,587,572,2.0,target
2025-11-03,TSLL,589,574,2.0,target
2025-11-03,TSLR,589,574,2.0,target
2025-11-03,LABX,599,584,-1.0318276719138366,stop
2025-11-03,SOFX,609,594,-1.0961852678176904,stop
2025-11-03,CONI,628,613,2.0,target
2025-11-04,AVGX,623,608,-1.0779196303224272,stop
2025-11-04,CPRI,695,680,-0.4618267520145074,eod
2025-11-05,APLD,651,636,2.0,target
2025-11-07,MULL,599,584,-1.0264979327786068,stop
2025-11-07,ETHT,615,600,2.0,target
2025-11-07,PRKS,633,618,2.0,target
2025-11-07,NEBX,808,793,2.0,target
2025-11-07,GLXY,821,806,2.0,target
2025-11-11,MLYS,589,574,2.0,target
2025-11-11,CSIQ,590,575,-1.0279035087719293,stop
2025-11-11,BOIL,661,646,0.49913041064969293,eod
2025-11-11,COGT,744,729,2.0000000000000036,target
2025-11-12,OKLL,585,570,2.0,target
2025-11-12,SBIT,654,639,2.0,target
2025-11-12,COGT,703,688,2.0,target
2025-11-12,CENX,808,793,2.0,target
2025-11-13,GRAL,592,577,-1.0134691761703478,stop
2025-11-13,RGTZ,605,590,-1.0403430160692222,stop
2025-11-13,TSLQ,606,591,2.0,target
2025-11-13,OPEX,613,598,-1.0189227053140084,stop
2025-11-13,AMDG,614,599,2.0,target
2025-11-13,ATEX,623,608,2.0,target
2025-11-13,TDW,663,648,-1.1501721653480528,stop
2025-11-13,APA,674,659,0.2682975332054277,eod
2025-11-14,CIEN,587,572,2.0,target
2025-11-14,AMKR,629,614,2.0,target
2025-11-14,CRSP,828,813,2.0,target
2025-11-17,CONI,635,620,-1.0705264253539817,stop
2025-11-17,PARR,725,710,0.5788010173240119,eod
2025-11-18,TSLQ,603,588,-1.0390289855072452,stop
2025-11-18,BE,621,606,2.0,target
2025-11-18,IREN,628,613,2.0,target
2025-11-18,NEBX,670,655,2.0,target
2025-11-18,NBIS,675,660,2.0,target
2025-11-18,MP,778,763,2.0,target
2025-11-18,ORCX,778,763,2.0,target
2025-11-19,OLMA,591,576,2.0,target
2025-11-19,CONI,650,635,2.0,target
2025-11-19,AMTM,713,698,2.0,target
2025-11-19,GH,821,806,-0.12889497298430874,eod
2025-11-20,SMST,585,570,2.0,target
2025-11-20,VIXY,693,678,2.0,target
2025-11-20,QID,717,702,2.0,target
2025-11-20,SPXS,717,702,2.0,target
2025-11-20,QBTZ,718,703,2.0,target
2025-11-21,NAIL,588,573,2.0,target
2025-11-21,CORD,600,585,2.0,target
2025-11-21,SSG,619,604,2.0,target
2025-11-21,NVDS,635,620,2.0,target
2025-11-21,VIXY,636,621,-1.068265486725662,stop
2025-11-21,DPST,647,632,2.0,target
2025-11-21,GCT,711,696,2.0,target
2025-11-25,BMNZ,585,570,0.593455284686564,eod
2025-11-25,ANF,611,596,2.0,target
2025-11-25,GLXY,754,739,2.0,target
2025-11-26,KSS,588,573,2.0,target
2025-11-26,RGTZ,595,580,0.4209844559585494,eod
2025-11-26,AAOI,766,751,2.0,target
2025-11-26,CONL,769,754,2.0,target
2025-12-01,CRDU,591,576,-0.16758856303020003,eod
2025-12-01,ALAB,592,577,2.0,target
2025-12-03,ON,591,576,2.0,target
2025-12-03,CONL,605,590,1.6002586857327674,eod
2025-12-03,M,608,593,2.0,target
2025-12-03,CRWL,680,665,2.0,target
2025-12-04,ASTS,606,591,2.0,target
2025-12-04,OKLO,634,619,2.0,target
2025-12-04,BMNR,679,664,-1.0753478260869624,stop
2025-12-04,ROBN,710,695,-1.074973333333331,stop
2025-12-08,NVTX,591,576,-1.034968291598758,stop
2025-12-08,QBTX,591,576,-1.01680110456823,stop
2025-12-08,ALAB,594,579,2.0,target
2025-12-08,WRBY,601,586,2.0,target
2025-12-08,GTLB,608,593,2.0,target
2025-12-08,HTFL,626,611,-0.001540715645948234,eod
2025-12-08,NVDL,791,776,2.0,target
2025-12-09,SEDG,597,582,2.0,target
2025-12-09,COHR,600,585,1.4893162751840372,eod
2025-12-09,APPX,602,587,2.0,target
2025-12-09,APLD,612,597,2.0,target
2025-12-09,PAAS,625,610,2.0,target
2025-12-09,MSTR,671,656,2.0,target
2025-12-10,AAOI,586,571,2.0,target
2025-12-10,OLMA,586,571,2.0,target
2025-12-10,SRZN,634,619,2.0,target
2025-12-10,RKLB,693,678,2.0,target
2025-12-10,ASTS,706,691,-1.0918787878787883,stop
2025-12-11,AIG,587,572,2.0,target
2025-12-11,RGTZ,588,573,-1.029924242424243,stop
2025-12-11,CHWY,589,574,-1.0651650747882535,stop
2025-12-11,ROIV,604,589,2.0,target
2025-12-11,RKLB,624,609,2.0,target
2025-12-11,ENR,630,615,2.0,target
2025-12-11,FLNC,658,643,2.0,target
2025-12-11,NXT,710,695,2.0,target
2025-12-12,TSLL,592,577,-1.065860039241338,stop
2025-12-12,CORD,631,616,2.0,target
2025-12-12,UVXY,660,645,2.0,target
2025-12-15,CPRX,587,572,2.0,target
2025-12-15,SBIT,618,603,-1.092852631578944,stop
2025-12-16,SOFX,592,577,-1.0500849298834698,stop
2025-12-16,VERX,657,642,2.0,target
2025-12-16,SRPT,682,667,0.6375865488654007,eod
2025-12-16,QBTS,830,815,2.0,target
2025-12-17,BMNZ,589,574,-1.0260088402163867,stop
2025-12-17,BITU,606,591,2.0,target
2025-12-17,NVDQ,659,644,2.0,target
2025-12-18,RGTZ,592,577,2.0,target
2025-12-19,NBIS,597,582,2.0,target
2025-12-19,PLTU,608,593,2.0,target
2025-12-19,OKLO,632,617,2.0,target
2025-12-19,QBTX,673,658,2.0,target
2025-12-19,ASTS,684,669,2.0,target
2025-12-22,HUT,591,576,2.0,target
2025-12-22,NEBX,596,581,2.0,target
2025-12-22,ASTS,661,646,2.0,target
2025-12-23,RGTU,589,574,-1.030084507042253,stop
2025-12-23,BMNZ,597,582,0.706152211705619,eod
2025-12-23,CORD,604,589,2.0,target
2025-12-23,PL,620,605,1.7710705534804838,eod
2025-12-23,HYMC,657,642,2.0,target
2025-12-23,BOIL,802,787,2.0,target
2025-12-26,CORD,591,576,2.0,target
2025-12-26,ETHD,602,587,2.0,target
2025-12-26,ASPC,673,658,2.0,target
2025-12-30,QBTX,593,578,-0.5563474159146815,eod
2025-12-30,GLSI,598,583,2.0,target
2025-12-30,MVLL,599,584,2.0,target
2025-12-30,SKYT,653,638,-1.0486287128712903,stop
2025-12-30,INTW,669,654,2.0,target
2025-12-31,APLD,737,722,-1.05786518144235,stop
2026-01-02,ALAB,587,572,0.687344971912772,eod
2026-01-02,HUT,635,620,2.0,target
2026-01-02,BMNR,640,625,2.0,target
2026-01-02,ETHU,677,662,2.0,target
2026-01-05,IONL,620,605,2.0,target
2026-01-06,HL,589,574,2.0,target
2026-01-07,SMX,593,578,2.0,target
2026-01-07,APOG,597,582,-0.33283791902994825,eod
2026-01-07,AMKR,610,595,1.063200662728601,eod
2026-01-07,GOOX,814,799,2.0,target
2026-01-08,STZ,604,589,-1.081338775510202,stop
2026-01-08,IREN,630,615,2.0,target
2026-01-08,IONX,692,677,2.0,target
2026-01-08,AXTI,706,691,0.874819496102238,eod
2026-01-09,MULL,670,655,2.0,target
2026-01-13,CIFU,586,571,-1.0201728395061733,stop
2026-01-13,MRNA,587,572,2.0,target
2026-01-13,INTW,607,592,2.0,target
2026-01-13,THH,615,600,1.9999999999999996,target
2026-01-13,CSIQ,632,617,2.0,target
2026-01-13,BE,755,740,-1.056245544554459,stop
2026-01-14,BIOA,585,570,2.0,target
2026-01-14,AEVA,590,575,0.8475468875776363,eod
2026-01-14,MRNA,617,602,-1.0454272696966342,stop
2026-01-14,MP,695,680,2.0,target
2026-01-14,AVAV,789,774,2.0,target
2026-01-15,ASTX,596,581,2.0,target
2026-01-15,UUUU,658,643,2.0,target
2026-01-15,CRWV,664,649,-1.086192982456139,stop
2026-01-15,PLAB,778,763,1.429417704955334,eod
2026-01-16,CWVX,685,670,2.0,target
2026-01-20,BRZE,638,623,0.6261252192919353,eod
2026-01-20,ETOR,639,624,-1.0875000000000004,stop
2026-01-20,IONX,644,629,2.0,target
2026-01-20,RGTI,676,661,2.0,target
2026-01-20,VPG,752,737,-0.20065253450388768,eod
2026-01-21,MRNA,593,578,2.0,target
2026-01-21,DAN,613,598,2.0,target
2026-01-21,HUT,617,602,-1.0691011235955092,stop
2026-01-21,AAP,634,619,1.8916947447078531,eod
2026-01-21,SOXL,637,622,2.0,target
2026-01-21,PLTZ,706,691,2.0,target
2026-01-21,SBIT,736,721,-1.0946666666666693,stop
2026-01-22,GDXU,595,580,2.0,target
2026-01-22,CRVS,702,687,2.0,target
2026-01-22,SMU,706,691,-1.038546633606713,stop
2026-01-22,KOLD,744,729,2.0,target
2026-01-22,DBVT,825,810,0.5938086303939946,eod
2026-01-23,WIX,594,579,0.7499408190641517,eod
2026-01-23,MUU,607,592,2.0,target
2026-01-26,WDC,592,577,-1.0698293029871968,stop
2026-01-26,RGC,620,605,0.7675928062645188,eod
2026-01-26,SNDX,637,622,2.0,target
2026-01-26,AXGN,659,644,2.0,target
2026-01-26,AGQ,667,652,2.0,target
2026-01-26,GME,722,707,-0.10873063811997785,eod
2026-01-27,FLY,592,577,2.0,target
2026-01-27,PLU,598,583,2.0,target
2026-01-27,PL,605,590,2.0,target
2026-01-27,IONZ,634,619,2.0,target
2026-01-27,MP,688,673,2.0,target
2026-01-27,WGMI,703,688,-1.2010238532110002,stop
2026-01-27,BOIL,756,741,2.0,target
2026-01-28,SUPX,586,571,-1.0107853050219076,stop
2026-01-28,LUNL,588,573,2.0,target
2026-01-28,CRCL,601,586,2.0,target
2026-01-28,SWKS,631,616,-1.0770405405405443,stop
2026-01-28,BOIL,638,623,2.0,target
2026-01-28,AAOI,676,661,2.0,target
2026-01-28,OKLO,689,674,-1.0876699029126176,stop
2026-01-29,UVXY,587,572,2.0,target
2026-01-29,HOOZ,603,588,2.0,target
2026-01-30,LBRDK,637,622,-1.0790645161290384,stop
2026-01-30,TSLT,646,631,2.0,target
2026-01-30,BOIL,686,671,2.0,target
2026-01-30,MSTR,837,822,2.0,target
2026-01-30,MSTY,839,824,2.0,target
2026-02-03,WULX,589,574,-1.064348870092564,stop
2026-02-03,TECX,590,575,2.0,target
2026-02-03,LYB,621,606,2.0,target
2026-02-03,BKSY,651,636,1.4101959812700393,eod
2026-02-03,UVXY,735,720,2.0,target
2026-02-04,RMBS,610,595,-1.0418340425531896,stop
2026-02-04,BAX,618,603,2.0,target
2026-02-04,TSLQ,664,649,2.0,target
2026-02-04,VIXY,751,736,0.021011496571198773,eod
2026-02-06,MULL,590,575,-1.0338598831791626,stop
2026-02-06,AGQ,607,592,-1.0582042228530875,stop
2026-02-06,ETHU,671,656,2.0,target
2026-02-06,AAOI,700,685,2.0,target
2026-02-06,ASTS,741,726,2.0,target
2026-02-09,ROBN,643,628,2.0,target
2026-02-10,NAIL,590,575,2.0,target
2026-02-10,FIG,598,583,2.0,target
2026-02-10,CRCL,641,626,2.0,target
2026-02-10,EVMN,828,813,2.0,target
2026-02-11,MRNA,747,732,2.0,target
2026-02-12,ICLR,615,600,-0.18215879731150433,eod
2026-02-12,TSLQ,691,676,2.0,target
2026-02-13,TWLO,585,570,2.0,target
2026-02-17,BMNZ,586,571,2.0,target
2026-02-17,IREZ,595,580,2.0,target
2026-02-17,CPS,622,607,-1.0361937984496108,stop
2026-02-17,TSLQ,625,610,-1.0548348294434438,stop
2026-02-17,PLTU,667,652,2.0,target
2026-02-17,MULL,669,654,2.0,target
2026-02-17,CEG,670,655,-1.0853059490084938,stop
2026-02-17,SNXX,670,655,-1.0313406980467508,stop
2026-02-17,VMC,699,684,-1.0890550724637624,stop
2026-02-18,WDCX,607,592,2.0,target
2026-02-18,CWVX,617,602,2.0,target
2026-02-18,KNTK,757,742,2.0,target
2026-02-19,SNXX,609,594,-1.0520833333333346,stop
2026-02-19,SNDK,619,604,0.9140664565964497,eod
2026-02-20,ACMR,603,588,-0.015270047519849932,eod
2026-02-20,LULU,603,588,0.6338477697230644,eod
2026-02-20,RGTZ,739,724,2.0,target
2026-02-20,ETSY,826,811,2.0,target
2026-02-23,UVXY,664,649,2.0,target
2026-02-23,ASTS,679,664,2.0,target
2026-02-26,PLTU,598,583,-1.032165174938974,stop
2026-02-26,CNXC,616,601,-1.0396785714285688,stop
2026-02-26,HL,644,629,2.0,target
2026-02-26,PRCT,675,660,2.0,target
2026-02-27,INTW,601,586,2.0,target
2026-02-27,IRDM,698,683,1.2010524213913991,eod
2026-03-02,DPST,588,573,2.0,target
2026-03-02,TSEM,603,588,2.0,target
2026-03-03,BNAI,593,578,2.0,target
2026-03-03,AVAV,598,583,2.0,target
2026-03-03,UVXY,606,591,2.0,target
2026-03-03,MDB,635,620,2.0,target
2026-03-03,CRCL,660,645,2.0,target
2026-03-03,KORU,679,664,2.0,target
2026-03-03,ETHU,686,671,-1.0466844670950584,stop
2026-03-03,SE,738,723,2.0,target
2026-03-04,ROBN,592,577,0.8819173504064887,eod
2026-03-04,IREN,594,579,2.0,target
2026-03-04,DDOG,597,582,2.0,target
2026-03-04,PLTU,601,586,2.0,target
2026-03-04,FIGR,608,593,2.0,target
2026-03-05,BMNZ,632,617,2.0,target
2026-03-05,UVXY,680,665,2.0,target
2026-03-05,VXX,767,752,2.0,target
2026-03-06,FSLY,592,577,2.0,target
2026-03-06,PLTU,615,600,2.0,target
2026-03-06,APLD,621,606,-1.0686172839506187,stop
2026-03-06,BA,805,790,1.0967773973814408,eod
2026-03-09,BE,588,573,2.0,target
2026-03-09,RARE,623,608,0.6480401334476692,eod
2026-03-10,COHX,589,574,-0.5374743473063673,eod
2026-03-10,ONDL,589,574,2.0,target
2026-03-11,NBIS,586,571,2.0,target
2026-03-11,IREN,599,584,1.370819904745846,eod
2026-03-11,DOCN,602,587,2.0,target
2026-03-11,ALM,629,614,-1.0897551020408223,stop
2026-03-11,AXTI,658,643,2.0,target
2026-03-12,RGTZ,596,581,2.0,target
2026-03-12,BATL,635,620,2.0,target
2026-03-12,CF,664,649,2.0,target
2026-03-12,BEX,703,688,-1.077173002914511,stop
2026-03-12,AXTI,713,698,2.0,target
2026-03-13,PLTZ,660,645,0.14254618911192843,eod
2026-03-13,UVXY,705,690,1.458336059317419,eod
2026-03-13,SBIT,740,725,-1.1192742017968587,stop
2026-03-16,NEBX,586,571,0.8393768356112696,eod
2026-03-16,AKTS,592,577,0.6461222393425787,eod
2026-03-16,GPCR,674,659,2.0,target
2026-03-17,RCAX,585,570,2.0,target
2026-03-17,DUOL,588,573,0.13918775690154664,eod
2026-03-18,AFRM,596,581,-1.0585361445783137,stop
2026-03-18,AXTI,596,581,-1.0466442307692296,stop
2026-03-18,COHR,599,584,0.21952837175208886,eod
2026-03-18,UVXY,628,613,2.0,target
2026-03-18,SNXX,816,801,2.0,target
2026-03-19,KORU,593,578,2.0,target
2026-03-19,ASTS,652,637,2.0,target
2026-03-19,PSLV,807,792,2.0,target
2026-03-20,CWVX,589,574,2.0,target
2026-03-20,YSS,633,618,2.0,target
2026-03-20,GLL,686,671,-1.1163329013656347,stop
2026-03-23,HUT,600,585,2.0,target
2026-03-23,PAAS,602,587,2.0,target
2026-03-23,FLY,692,677,-1.0634324324324271,stop
2026-03-23,UVXY,719,704,2.0,target
2026-03-24,TSLR,588,573,2.0,target
2026-03-24,AEHR,599,584,2.0,target
2026-03-24,OILU,606,591,2.0,target
2026-03-24,GLW,611,596,2.0,target
2026-03-25,AAOI,615,600,2.0,target
2026-03-26,NUGT,586,571,2.0,target
2026-03-26,JNUG,587,572,-1.0343866396761103,stop
2026-03-26,PLTZ,647,632,2.0,target
2026-03-27,SNDK,587,572,2.0,target
2026-03-27,LITX,588,573,-1.0248613733559258,stop
2026-03-27,IREZ,595,580,2.0,target
2026-03-27,PLTZ,598,583,1.0161218054393166,eod
2026-03-27,BMNZ,624,609,1.3317670543974758,eod
2026-03-31,CENX,590,575,2.0,target
2026-03-31,BKSY,762,747,1.6069616017924666,eod
2026-04-01,WDC,586,571,2.0,target
2026-04-01,DXYZ,680,665,1.0050356486205716,eod
2026-04-01,AEHR,808,793,-1.0749716874292126,stop
2026-04-02,AG,592,577,2.0,target
2026-04-02,ABVX,595,580,2.0,target
2026-04-02,IREN,623,608,2.0,target
2026-04-02,GGLL,640,625,0.43662953671671423,eod
2026-04-07,IREZ,602,587,-1.0359418220438983,stop
2026-04-07,GDXD,606,591,-1.0302076923076933,stop
2026-04-07,AAOI,631,616,2.0,target
2026-04-07,FLY,746,731,1.2895044823000128,eod
2026-04-08,CF,629,614,2.0,target
2026-04-08,UVXY,657,642,-0.2511377639707617,eod
2026-04-08,MGRT,661,646,2.0,target
