day,symbol,entry_m,ctrl_entry_m,rr,why
2026-04-08,METU,747,732,2.0,target
2026-04-08,FBL,752,737,2.0,target
2026-04-09,BE,585,570,2.0,target
2026-04-09,NBIS,696,681,2.0,target
2026-04-09,AMZU,698,683,2.0,target
2026-04-10,AVL,586,571,0.8780169602087399,eod
2026-04-10,AVGG,587,572,0.8279090773643228,eod
2026-04-10,INTW,589,574,0.9735687429345469,eod
2026-04-10,APLD,590,575,2.0,target
2026-04-10,AAOI,623,608,2.0,target
2026-04-13,ORCX,589,574,2.0,target
2026-04-13,NTNX,627,612,2.0,target
2026-04-14,CWVX,586,571,0.7619206131098679,eod
2026-04-14,IONX,586,571,2.0,target
2026-04-14,OKLS,597,582,2.0,target
2026-04-14,IRE,614,599,2.0,target
2026-04-15,RGTX,592,577,2.0,target
2026-04-15,SOXS,776,761,-1.0646470588235288,stop
2026-04-16,PLTZ,596,581,2.0,target
2026-04-16,DOCN,696,681,2.0,target
2026-04-17,MSTX,585,570,2.0,target
2026-04-17,BMI,586,571,2.0,target
2026-04-17,ALK,603,588,2.0,target
2026-04-17,OKLO,626,611,2.0,target
2026-04-17,WSC,627,612,2.0,target
2026-04-17,MXL,724,709,2.0,target
2026-04-20,MSTX,627,612,-1.0489739776951663,stop
2026-04-20,IONL,637,622,2.0,target
2026-04-20,VECO,664,649,2.0,target
2026-04-20,CZR,675,660,0.28235252245489806,eod
2026-04-21,HPQ,598,583,2.0,target
2026-04-21,LABX,616,601,0.564400238461296,eod
2026-04-22,RCUS,592,577,2.0,target
2026-04-22,OKLO,615,600,2.0,target
2026-04-22,MULL,628,613,2.0,target
2026-04-22,MUU,628,613,2.0,target
2026-04-24,AMDL,589,574,-1.037780818819271,stop
2026-04-24,MXL,599,584,0.8754061790352875,eod
2026-04-24,HIMZ,636,621,2.0,target
2026-04-24,SMCI,641,626,2.0,target
2026-04-24,NVDL,642,627,2.0,target
2026-04-24,CRMX,697,682,2.0,target
2026-04-24,XNDU,745,730,-1.0201502430402118,stop
2026-04-27,USAR,596,581,1.4395965988507586,eod
2026-04-27,MP,598,583,1.7124183492241873,eod
2026-04-28,PII,644,629,2.0,target
2026-04-29,INTC,623,608,2.0,target
2026-04-29,ABBV,660,645,1.6125661568261143,eod
2026-04-29,AMDL,840,825,2.0,target
2026-05-01,AMDL,824,809,-1.098540416328738,stop
2026-05-05,SNDK,600,585,2.0,target
2026-05-05,ALMU,630,615,2.0,target
2026-05-05,STRL,676,661,2.0,target
2026-05-05,PENG,740,725,2.0,target
2026-05-05,GME,763,748,0.41697799916978084,eod
2026-05-06,TDC,599,584,2.0,target
2026-05-07,APPX,586,571,-1.011491289198606,stop
2026-05-07,CELH,697,682,2.0,target
2026-05-07,GDXD,793,778,2.0,target
2026-05-07,BNO,809,794,0.7886007827788679,eod
2026-05-08,SMCI,620,605,2.0,target
2026-05-08,VCX,639,624,2.0,target
2026-05-08,QCOM,689,674,2.0,target
2026-05-08,FROG,733,718,2.0,target
2026-05-08,AMN,764,749,2.0,target
2026-05-11,AXTI,646,631,2.0,target
2026-05-11,TTMI,658,643,2.0,target
2026-05-11,TSLR,682,667,2.0,target
2026-05-11,ENPH,710,695,2.0,target
2026-05-11,ADEA,731,716,2.0,target
2026-05-12,WOLF,615,600,2.0,target
2026-05-12,RVI,632,617,-1.021814159292035,stop
2026-05-12,CONI,676,661,2.0,target
2026-05-12,GDXD,680,665,1.9999999999999953,target
2026-05-12,QURE,769,754,1.048299869852544,eod
2026-05-12,HALO,805,790,-1.0922784810126673,stop
2026-05-12,ONON,836,821,2.0,target
2026-05-13,MRVL,585,570,0.9655217527395579,eod
2026-05-13,BIDU,595,580,2.0,target
2026-05-13,AOSL,741,726,2.0,target
2026-05-14,IONX,587,572,1.999999999999997,target
2026-05-14,TSMX,606,591,2.0,target
2026-05-14,RGTX,641,626,2.0,target
2026-05-14,ASTS,683,668,2.0,target
2026-05-14,CRCL,759,744,-1.0465364963503676,stop
2026-05-14,BITX,781,766,0.03273189683132777,eod
2026-05-15,APPX,590,575,1.1595509045050207,eod
2026-05-15,DXYZ,608,593,2.0,target
2026-05-15,HIMS,621,606,2.0,target
2026-05-15,DXCM,639,624,-1.0955384615384618,stop
2026-05-15,BOT,683,668,2.0,target
2026-05-18,OSCR,590,575,2.0,target
2026-05-18,WGS,590,575,0.166874901780151,eod
2026-05-19,SNDK,749,734,2.0,target
2026-05-20,ASTX,587,572,-1.0243450704225352,stop
2026-05-20,ROIV,590,575,1.6340630336904265,eod
2026-05-20,BOT,603,588,2.0,target
2026-05-20,INTW,603,588,-1.020881254169448,stop
2026-05-20,ENPH,652,637,2.0,target
2026-05-20,BE,661,646,2.0,target
2026-05-20,COGT,765,750,0.5129750699371071,eod
2026-05-20,OILD,834,819,0.9677861405954287,eod
2026-05-21,AXTI,598,583,2.0,target
2026-05-21,FSLR,752,737,2.0,target
2026-05-21,QCOM,829,814,1.129342943255186,eod
2026-05-27,VICR,597,582,0.5516486880977035,eod
2026-05-27,CBIO,599,584,-1.037157894736841,stop
2026-05-27,CELH,602,587,2.0000000000000058,target
2026-05-27,IRE,602,587,2.0,target
2026-05-27,CRSP,615,600,-0.2858851417644821,eod
2026-05-27,TTD,622,607,-1.075508196721317,stop
2026-05-27,HIMS,640,625,-1.0860386309725456,stop
2026-05-27,COHU,653,638,-1.080074626865668,stop
2026-05-27,SQM,668,653,2.0,target
2026-05-27,LUNR,725,710,2.0,target
2026-05-27,IREN,745,730,2.0,target
2026-05-28,BAIG,602,587,2.0,target
2026-05-29,PANW,589,574,2.0,target
