cell,split,n,break_gross,ctrl_mean,ctrl_p5,ctrl_p95,pctile,paired,t_iid,t_clust,coverage
F20-a,TRAIN,1622,-0.03895918684147366,0.21674461363293251,0.17797130901994584,0.25686227996886574,0.0,-0.2563016348871724,-9.00229041061195,-7.500994431562542,1.0
F20-a,VAL,706,0.08272033029467893,0.2379371276491247,0.18838054367705714,0.29752033621550045,0.0,-0.15427841023685357,-3.5757815448794132,-3.59338235928444,1.0
F20-b,TRAIN,1605,-0.039112494961677784,-0.1592025549366951,-0.19818948083198873,-0.11975561989216728,100.0,0.12282434254740796,3.7968668798279634,2.963096677658218,0.9895191122071517
F20-b,VAL,705,0.08205903123096535,-0.15506678161051837,-0.21324550969803932,-0.09861585036221075,100.0,0.24004800839083854,5.05792502343202,4.738532279380159,0.9985835694050992
F20-c,TRAIN,945,-0.06681763733974756,1.1950140824555955,1.1237279619146847,1.262437937949302,0.0,-1.2632334471531514,-28.53811936270403,-26.843791870617224,0.5826140567200987
F20-c,VAL,332,0.03886566017361691,1.2450507910392872,1.1472092900624036,1.3288542054859764,0.0,-1.2043772160555484,-16.734245402645914,-19.42506278352138,0.4702549575070821
F20-a-half,H1-2025,789,-0.07672468367398727,0.21620241727171938,,,0.0,-0.29450509599896707,,-5.815380124278761,
F20-a-half,H2-2025,833,-0.0031885061681804477,0.2170321598475931,,,0.0,-0.2201161237020512,,-4.812598939537745,
F20-a-half,VAL,706,0.08272033029467893,0.23768025383585736,,,0.0,-0.15427841023685357,,-3.59338235928444,
