day,symbol,entry_m,rr_booked,rr_walk
2025-01-27,SNOW,626,-1.081040054619935,-1.081040054619935
2025-01-27,SOXS,689,2.0,2.0
2025-01-28,AESI,577,-1.0219913043478246,-1.0219913043478246
2025-01-28,SOXS,578,-1.0237228144989357,-1.0237228144989357
2025-01-28,CRWD,603,2.0,2.0
2025-01-28,ETSY,603,-1.0788661971831026,-1.0788661971831026
2025-01-28,NCLH,610,-1.0722631578947406,-1.0722631578947406
2025-01-28,MDB,625,0.1003787878787832,0.10037878787878322
2025-01-28,U,628,-1.078862068965521,-1.078862068965521
2025-01-28,SNOW,661,-1.0743119999999975,-1.0743119999999977
2025-01-29,NNE,577,-0.3546798029556677,-0.35467980295566776
2025-01-29,TEM,577,-1.0221241912444343,-1.0221241912444345
2025-01-29,MANH,578,-1.0164341372912804,-1.0164341372912804
2025-01-29,OKLO,586,2.0,2.0
2025-01-29,CAVA,603,0.3112033195020751,0.31120331950207514
2025-01-29,NVD,643,-0.3174603174603148,-0.31746031746031483
2025-01-29,NVDS,782,-1.0549375,-1.0549374999999999
2025-01-30,CHRW,577,-1.0274141689373306,-1.0274141689373306
2025-01-30,DPZ,577,-0.7222616512893302,-0.7222616512893302
2025-01-30,SIRI,577,-0.0181905794482596,-0.01819057944825969
2025-01-30,TER,577,1.294434470377017,1.294434470377017
2025-01-31,RDW,578,2.0,2.0
2025-01-31,SKYW,578,-1.0253051546391765,-1.0253051546391763
2025-01-31,CLS,582,-0.3216583273766973,-0.3216583273766973
2025-01-31,ASTS,584,-0.3351063829787243,-0.3351063829787243
2025-01-31,LUNR,650,-1.0755483870967797,-1.0755483870967795
2025-01-31,SMCI,655,-1.04597888409371,-1.04597888409371
2025-01-31,OKLO,673,-1.0747796610169478,-1.0747796610169478
2025-01-31,BEN,725,2.0,2.0
2025-01-31,YANG,811,0.6360946745562108,0.6360946745562108
2025-02-03,BABX,577,0.0,0.0
2025-02-03,GDS,577,1.3219178082191805,1.3219178082191803
2025-02-03,TLN,577,0.6509383378016067,0.6509383378016067
2025-02-03,BYRN,578,-1.0290904478270468,-1.0290904478270468
2025-02-03,PLTU,672,2.0,2.0
2025-02-04,ATKR,577,-1.017538035961273,-1.017538035961273
2025-02-04,DAVE,577,-0.3495297805642642,-0.3495297805642642
2025-02-04,IONQ,578,-1.0450442017680688,-1.0450442017680688
2025-02-04,UBRL,578,0.5483071841453317,0.5483071841453317
2025-02-04,OILU,587,1.197468354430383,1.197468354430383
2025-02-05,DUOL,577,-1.0243597253206045,-1.0243597253206043
2025-02-05,TEM,577,0.1753079897216659,0.1753079897216659
2025-02-05,MWA,586,2.0,2.0
2025-02-05,WGS,592,-1.0090664875755535,-1.0090664875755535
2025-02-05,HIMS,617,-1.0529756097560936,-1.0529756097560936
2025-02-05,NUGT,618,-1.0672736758684445,-1.0672736758684445
2025-02-05,SMCX,619,-1.027262755286139,-1.027262755286139
2025-02-05,LABU,623,-0.0542635658914783,-0.054263565891478335
2025-02-05,AMTM,778,-0.1081081081081055,-0.10810810810810552
2025-02-06,AMSC,577,1.0187827684989983,1.0187827684989985
2025-02-06,LLYX,577,0.4392592592592579,0.43925925925925796
2025-02-06,ENTG,579,0.6666666666666693,0.6666666666666693
2025-02-06,CPRI,588,-1.060306666666662,-1.060306666666662
2025-02-06,PLTR,610,2.0,2.0
2025-02-07,AMSC,577,-0.5909090909090916,-0.5909090909090916
2025-02-07,ARWR,579,-1.4390954621338654,-1.4390954621338654
2025-02-07,DGNX,579,-1.0084793966531165,-1.0084793966531163
2025-02-07,LEU,583,2.0,2.0
2025-02-07,SOXS,615,-1.0803725490196097,-1.0803725490196097
2025-02-07,BYRN,625,-1.0303030303030316,-1.0303030303030316
2025-02-07,NBIS,766,2.0,2.0
2025-02-10,BYRN,577,0.3195020746887979,0.31950207468879793
2025-02-10,CLS,577,-1.0272340092935617,-1.0272340092935617
2025-02-10,GRRR,580,-0.0327138354526691,-0.03271383545266912
2025-02-10,CENX,589,-1.0336612903225786,-1.0336612903225786
2025-02-10,AAOI,634,-1.035113636363635,-1.035113636363635
2025-02-10,SMCI,695,-1.0637584423978013,-1.0637584423978013
2025-02-10,PAHC,700,1.5970149253731307,1.5970149253731307
2025-02-10,RKLB,709,2.0,2.0
2025-02-11,CENX,577,-0.4960767218831749,-0.4960767218831749
2025-02-11,TEM,577,-0.2879529872673845,-0.2879529872673845
2025-02-11,ALAB,578,-1.027412587412587,-1.027412587412587
2025-02-11,GDS,578,0.2417794970986463,0.2417794970986463
2025-02-12,EH,577,2.0,2.0
2025-02-12,TDC,577,0.148148148148147,0.14814814814814709
2025-02-12,ST,579,0.2325581395348851,0.2325581395348851
2025-02-12,ATEX,582,-1.0243502334889931,-1.0243502334889933
2025-02-12,GDS,645,-1.0488611111111068,-1.0488611111111068
2025-02-12,CONL,716,2.0,2.0
2025-02-13,ROBN,577,-1.027782608695654,-1.0277826086956539
2025-02-13,ROOT,577,-1.0264223669923986,-1.0264223669923986
2025-02-13,TYL,577,-0.006849315068496,-0.006849315068496068
2025-02-13,INOD,583,2.0,2.0
2025-02-13,TECX,583,-1.0216237288135586,-1.0216237288135586
2025-02-13,BABX,594,0.9444444444444408,0.9444444444444409
2025-02-13,SMMT,820,2.0,2.0
2025-02-13,ARM,828,-1.040952500000003,-1.040952500000003
2025-02-14,CAE,578,0.233644859813084,0.23364485981308405
2025-02-14,WST,578,0.098846787479406,0.09884678747940609
2025-02-14,MRNA,582,0.2162162162162181,0.21621621621621812
2025-02-14,HIMS,599,-1.0222380952380954,-1.0222380952380954
2025-02-14,APP,622,-1.058154937906562,-1.058154937906562
2025-02-14,DELL,791,-0.2748660171566529,-0.27486601715665293
2025-02-18,CSAI,577,-1.005890410958904,-1.005890410958904
2025-02-18,LUNR,580,-1.028089887640449,-1.028089887640449
2025-02-18,ZETA,580,-1.0263684210526318,-1.0263684210526318
2025-02-18,LMND,587,-1.0345782701929938,-1.0345782701929938
2025-02-18,NBIS,605,-1.0453068424473122,-1.0453068424473122
2025-02-18,MUU,666,2.0,2.0
2025-02-18,NE,770,-1.0894029850746252,-1.0894029850746252
2025-02-18,UNG,792,1.0851063829787368,1.0851063829787368
2025-02-19,PSN,577,-0.3874680306905368,-0.38746803069053687
2025-02-19,ASTS,579,-1.0270362765229304,-1.0270362765229304
2025-02-19,NGVT,581,-1.0183794466403169,-1.0183794466403169
2025-02-19,CVI,590,-1.0204271604938266,-1.0204271604938266
2025-02-19,CRSP,621,-1.0339905063291144,-1.0339905063291144
2025-02-19,GIL,635,-1.0897647058823512,-1.0897647058823512
2025-02-19,IONQ,666,-0.4756890911142029,-0.4756890911142029
2025-02-19,SMCI,738,1.999999999999993,1.9999999999999933
2025-02-20,NBIS,577,-1.016185671039355,-1.016185671039355
2025-02-20,TPC,578,-1.0216605504587168,-1.0216605504587168
2025-02-20,HAS,579,0.4414815757652895,0.4414815757652895
2025-02-20,SMCL,581,-1.0133717189912506,-1.0133717189912506
2025-02-20,DINO,595,0.8129032258064398,0.8129032258064398
2025-02-20,U,631,1.4795918367346923,1.4795918367346925
2025-02-20,SMCI,721,-1.0534463465177049,-1.0534463465177049
2025-02-21,SEI,581,-1.0181237113402049,-1.0181237113402049
2025-02-21,U,594,-1.0350883350883369,-1.0350883350883369
2025-02-21,BILI,608,-1.0447436849925726,-1.0447436849925726
2025-02-21,TSLQ,698,2.0,2.0
2025-02-21,TSDD,699,2.0,2.0
2025-02-21,VKTX,746,0.3643284393692236,0.3643284393692236
2025-02-21,VIXY,793,-1.0945333333333382,-1.0945333333333382
2025-02-24,PLTU,577,-1.011987673343605,-1.011987673343605
2025-02-24,PTIR,577,-1.0117930591259643,-1.0117930591259645
2025-02-24,RIGL,583,-1.0534898410359006,-1.0534898410359006
2025-02-24,SMCL,586,-1.023295597484275,-1.023295597484275
2025-02-24,SMCX,586,-1.0189619771863112,-1.0189619771863112
2025-02-24,MSTZ,588,2.0,2.0
2025-02-24,TSDD,599,-1.0364710743801675,-1.0364710743801675
2025-02-24,TSLQ,599,-1.035636511651575,-1.0356365116515753
2025-02-24,UVIX,599,2.0,2.0
2025-02-24,SRTY,608,-1.0714999999999957,-1.0714999999999955
2025-02-24,NVDS,637,-1.078322033898309,-1.078322033898309
2025-02-24,HIMS,761,2.0,2.0
2025-02-25,AS,577,0.7402597402597411,0.7402597402597411
2025-02-25,IART,577,1.0249110320284671,1.0249110320284673
2025-02-25,TEM,577,-1.0080140350877191,-1.0080140350877191
2025-02-25,PLOW,579,-1.0226186440677951,-1.0226186440677953
2025-02-26,HIMS,577,-1.0235389580451832,-1.0235389580451832
2025-02-26,HURN,577,-0.0453272896947078,-0.0453272896947078
2025-02-26,LNTH,577,0.8750000000000019,0.8750000000000019
2025-02-26,MGPI,577,-0.4262820512820501,-0.4262820512820501
2025-02-27,CPRX,577,-1.019561403508773,-1.019561403508773
2025-02-27,DQ,577,-1.018636599274236,-1.0186365992742359
2025-02-27,GLNG,577,-0.5068493150684927,-0.5068493150684927
2025-02-27,EE,578,-1.0223938223938225,-1.0223938223938223
2025-02-27,SG,622,-1.0304533333333314,-1.0304533333333314
2025-02-27,AAOI,685,-1.0480388349514589,-1.0480388349514589
2025-02-27,XPEV,808,-1.07454424925423,-1.07454424925423
2025-02-28,HIMS,577,0.8403755868544587,0.8403755868544587
2025-02-28,GRRR,578,2.0,2.0
2025-02-28,SMCX,578,0.0820244328097728,0.08202443280977287
2025-02-28,PAR,580,1.1365079365079365,1.1365079365079365
2025-03-03,APGE,577,-1.022904347826088,-1.022904347826088
2025-03-03,SOXS,580,-1.0289740259740272,-1.0289740259740272
2025-03-03,NVD,582,2.0,2.0
2025-03-03,ETHD,596,2.0,2.0
2025-03-03,NVDS,598,2.0,2.0
2025-03-03,BOIL,680,2.0,2.0
2025-03-03,UNG,702,-1.059749999999998,-1.059749999999998
2025-03-03,TSDD,775,2.0,2.0
2025-03-03,HIBS,779,2.0,2.0
2025-03-03,ERY,796,2.0,2.0
2025-03-03,SRTY,809,-1.0919565217391245,-1.0919565217391245
2025-03-03,UVXY,813,-1.0676129032258028,-1.0676129032258028
2025-03-04,GRRR,577,1.9999999999999984,1.9999999999999984
2025-03-04,SMCI,577,0.7560302412096475,0.7560302412096475
2025-03-04,SMCX,577,0.7396768402154393,0.7396768402154393
2025-03-04,GTLB,578,1.5401234567901232,1.5401234567901232
2025-03-04,GDS,733,2.0,2.0
2025-03-04,COIN,792,-1.0757163636363678,-1.0757163636363678
2025-03-04,CELH,820,-1.086710535061482,-1.0867105350614819
2025-03-05,CE,577,1.92936778156086,1.9293677815608596
2025-03-05,GDXU,582,1.927252329996549,1.927252329996549
2025-03-05,RIGL,583,-1.023139534883721,-1.0231395348837207
2025-03-05,GRRR,589,-1.025086683811076,-1.0250866838110761
2025-03-05,CYD,590,-1.0267749999999989,-1.0267749999999989
2025-03-05,NUGT,608,1.4062935115566606,1.4062935115566606
2025-03-05,SOXS,695,-1.0706619718309878,-1.0706619718309878
2025-03-05,MSTR,722,2.0,2.0
2025-03-06,BJ,577,0.6358148893360156,0.6358148893360156
2025-03-06,TSLQ,585,-1.0471727272727274,-1.0471727272727274
2025-03-06,ASTS,590,-1.0244962450739816,-1.0244962450739816
2025-03-06,SG,590,-1.0300389610389589,-1.0300389610389589
2025-03-06,TPB,601,-1.087852572463767,-1.0878525724637673
2025-03-06,ETHD,767,-1.0616986462625049,-1.0616986462625047
2025-03-07,GRRR,580,-1.0187058823529416,-1.0187058823529416
2025-03-07,SMCX,581,-1.0229087018544956,-1.0229087018544956
2025-03-07,PTIR,582,-1.0192306525037929,-1.0192306525037929
2025-03-07,ENPH,583,0.3877988076633687,0.38779880766336877
2025-03-07,CPB,644,2.0,2.0
2025-03-07,CART,646,-1.0807708333333328,-1.0807708333333328
2025-03-07,WEBS,683,2.0,2.0
2025-03-07,TSDD,711,-1.0621810344827591,-1.0621810344827591
2025-03-07,TSLQ,711,-1.0623195382269666,-1.0623195382269666
2025-03-10,ELF,579,0.0014224751066843,0.001422475106684339
2025-03-10,HIMS,585,-1.0256916116591286,-1.0256916116591286
2025-03-10,TSLQ,592,2.0,2.0
2025-03-10,TSDD,593,2.0,2.0
2025-03-11,SMCX,577,2.0,2.0
2025-03-11,APP,579,0.7322297955209323,0.7322297955209323
2025-03-11,NVDL,581,-1.020366120218579,-1.020366120218579
2025-03-11,NVDU,581,-1.0215132141548235,-1.0215132141548235
2025-03-11,CRDO,590,-1.0319841269841283,-1.0319841269841283
2025-03-11,SOXS,626,-1.0318275862068964,-1.0318275862068964
2025-03-11,UVXY,628,-1.0467967479674816,-1.0467967479674816
2025-03-11,VIXY,643,-1.053564814814817,-1.0535648148148167
2025-03-11,SEI,670,-1.035387096774195,-1.035387096774195
2025-03-11,AVGX,703,-1.0477804878048802,-1.0477804878048802
2025-03-12,NBIS,577,-1.0290860215053754,-1.0290860215053754
2025-03-12,VKTX,577,0.1447963800904978,0.1447963800904978
2025-03-12,CDRE,584,1.0290909090909084,1.0290909090909084
2025-03-12,MSTZ,596,-1.024352011848925,-1.024352011848925
2025-03-12,UVIX,598,-1.028614690721649,-1.028614690721649
2025-03-13,INTW,577,-0.4302325581395363,-0.4302325581395363
2025-03-13,MRNA,577,-1.0243605442176855,-1.0243605442176857
2025-03-13,TSDD,578,2.0,2.0
2025-03-13,TSLQ,578,2.0,2.0
2025-03-13,BABX,611,0.2103947368421063,0.2103947368421063
2025-03-13,FCX,685,-1.0933170731707336,-1.0933170731707336
2025-03-13,AGQ,700,-1.0593289473684235,-1.0593289473684235
2025-03-13,SQQQ,769,-1.0671034482758577,-1.0671034482758577
2025-03-13,UVXY,792,2.0,2.0
2025-03-14,DOCU,577,-0.0280160091480847,-0.028016009148084754
2025-03-14,MSTX,577,-1.0180510948905122,-1.0180510948905122
2025-03-14,MUU,577,-1.020497354497353,-1.020497354497353
2025-03-14,SNDK,578,0.3955476048499289,0.39554760484992896
2025-03-14,PSIX,586,0.7894736842105279,0.7894736842105279
2025-03-14,TSDD,630,-1.0648952166064936,-1.0648952166064936
2025-03-14,SMMT,664,-1.1258749999999853,-1.1258749999999853
2025-03-17,AVGX,577,0.2768361581920921,0.2768361581920921
2025-03-17,AVL,577,0.2631578947368423,0.2631578947368423
2025-03-17,INTW,577,0.0904522613065324,0.09045226130653243
2025-03-17,SOXL,577,0.4753565173880406,0.47535651738804063
2025-03-18,NVD,599,-1.065382978723401,-1.065382978723401
2025-03-18,ARQQ,602,2.0,2.0
2025-03-18,INTW,622,-1.0549642857142858,-1.0549642857142858
2025-03-18,MSTX,699,-1.0575002130379234,-1.0575002130379234
2025-03-19,FWRD,581,0.7974683544303809,0.7974683544303809
2025-03-19,IBEX,595,-0.2720588235294126,-0.27205882352941263
2025-03-19,SMCX,597,-1.0233422459893045,-1.0233422459893045
2025-03-19,AFRM,605,2.0,2.0
2025-03-19,W,684,-1.0824561726770208,-1.0824561726770208
2025-03-20,DNTH,578,-1.0381250000000002,-1.0381250000000002
2025-03-20,IMCR,582,-1.0196953642384108,-1.0196953642384108
2025-03-20,HROW,583,-1.0267598185853537,-1.0267598185853535
2025-03-20,UBRL,588,-0.0831150273874737,-0.08311502738747371
2025-03-20,RGC,623,2.0,2.0
2025-03-20,BE,674,-1.097185185185189,-1.097185185185189
2025-03-21,GRRR,577,2.0,2.0
2025-03-21,SCHL,577,-0.2338983050847447,-0.23389830508474477
2025-03-21,TNXP,577,0.9094922737306836,0.9094922737306835
2025-03-21,IONX,578,2.0,2.0
2025-03-21,PLTU,648,2.000000000000004,2.000000000000004
2025-03-24,IONQ,579,-1.0278971428571424,-1.0278971428571424
2025-03-24,PLTU,595,-1.0528461538461564,-1.0528461538461564
2025-03-24,PTIR,596,-1.0515393939393982,-1.0515393939393982
2025-03-24,MSTX,604,1.8991817355288256,1.8991817355288256
2025-03-24,SMCX,652,-1.0417662337662337,-1.0417662337662337
2025-03-24,TSAT,662,-1.4858596309708625,-1.4858596309708625
2025-03-24,NBIS,670,-0.1864406779661007,-0.18644067796610078
2025-03-25,MSTX,645,-1.0457217413122546,-1.0457217413122546
2025-03-26,TIPT,588,-1.0338196977592513,-1.0338196977592513
2025-03-26,TNXP,612,-1.015214285714286,-1.015214285714286
2025-03-26,NVD,617,2.0,2.0
2025-03-26,TSLQ,620,-1.046358607974189,-1.0463586079741887
2025-03-26,TSDD,621,-1.04299152542373,-1.04299152542373
2025-03-26,UVXY,621,-1.0625624999999963,-1.0625624999999963
2025-03-27,CNXC,577,2.0,2.0
2025-03-27,TEM,605,-1.0416976744186042,-1.0416976744186042
2025-03-27,DLTR,636,2.0,2.0
2025-03-27,TSLA,640,-1.0754739652870466,-1.0754739652870466
2025-03-28,AGX,577,-1.010473235065942,-1.010473235065942
2025-03-28,SMCX,577,-1.0146096491228072,-1.0146096491228072
2025-03-28,OXM,579,0.3966244725738379,0.3966244725738379
2025-03-28,TSDD,610,2.0,2.0
2025-03-28,TSLQ,610,2.0,2.0
2025-03-28,SOXS,658,2.0,2.0
2025-03-28,LXEH,697,-1.527585090190743,-1.527585090190743
2025-03-31,CORT,577,0.847921809089551,0.847921809089551
2025-03-31,TNXP,577,-1.0061186473617725,-1.0061186473617725
2025-03-31,GRRR,579,2.0,2.0
2025-03-31,PLTU,607,2.0,2.0
2025-03-31,PTIR,607,2.0000000000000058,2.0000000000000058
2025-03-31,PCVX,729,2.0,2.0
2025-03-31,PLTR,749,-1.08959071865936,-1.0895907186593599
2025-04-01,UVIX,612,-1.0447386363636342,-1.0447386363636342
2025-04-01,SMCX,646,-1.0404096385542194,-1.0404096385542194
2025-04-01,MSTX,678,-1.028224004138646,-1.028224004138646
2025-04-02,FIVE,577,0.4957020057306608,0.49570200573066087
2025-04-02,NCNO,577,2.0,2.0
2025-04-02,RDDT,577,-0.1239130434782595,-0.12391304347825954
2025-04-02,MSTX,578,0.3854166666666655,0.3854166666666655
2025-04-03,GDXU,577,2.0,2.0
2025-04-03,NUGT,577,2.0,2.0
2025-04-03,NBIS,578,-1.032387262832768,-1.032387262832768
2025-04-03,FSLR,580,0.3453389830508526,0.3453389830508526
2025-04-03,SOXS,649,2.0,2.0
2025-04-03,UVXY,659,-1.0710370370370406,-1.0710370370370406
2025-04-03,CELH,718,-1.0881604938271603,-1.0881604938271605
2025-04-03,VKTX,742,-1.083262295081966,-1.083262295081966
2025-04-03,COF,748,-1.013584339858393,-1.013584339858393
2025-04-03,LULU,817,-1.0894088148043546,-1.0894088148043546
2025-04-04,SLP,577,-1.014742857142856,-1.014742857142856
2025-04-04,AAPU,589,-1.027961038961037,-1.027961038961037
2025-04-04,NVD,611,0.429307236672676,0.429307236672676
2025-04-04,TSDD,611,2.0,2.0
2025-04-04,NVDS,625,2.0,2.0
2025-04-04,SPXU,647,-1.0612692307692335,-1.0612692307692337
2025-04-04,FNGD,648,-1.045115384615385,-1.0451153846153847
2025-04-04,TWM,649,-1.0952318840579631,-1.0952318840579631
2025-04-04,PVH,664,0.9063745019920348,0.9063745019920348
2025-04-04,YETI,664,0.3555555555555564,0.35555555555555646
2025-04-04,LEN,665,-1.062264044943824,-1.062264044943824
2025-04-07,CLS,577,2.0,2.0
2025-04-07,VRT,577,2.0,2.0
2025-04-07,SITM,581,2.0,2.0
2025-04-07,CVNA,589,2.0,2.0
2025-04-07,AR,601,2.0,2.0
2025-04-07,MCHP,610,2.0,2.0
2025-04-07,DINO,611,2.0,2.0
2025-04-07,ACLX,614,-1.1240760330578508,-1.1240760330578508
2025-04-07,ASTE,614,-1.0215087108013927,-1.0215087108013927
2025-04-07,ASTH,614,-0.6306818181818173,-0.6306818181818173
2025-04-07,ACA,618,-1.0345786802030494,-1.0345786802030494
2025-04-07,SMC,664,-1.0169512195121946,-1.0169512195121946
2025-04-08,YANG,589,-1.0459894222945514,-1.0459894222945514
2025-04-08,ALHC,591,-1.0310678018100958,-1.0310678018100958
2025-04-08,UVIX,592,2.000000000000002,2.000000000000002
2025-04-08,CVNA,606,-1.0404012738853512,-1.0404012738853512
2025-04-08,PLTU,618,-1.042832550860722,-1.042832550860722
2025-04-08,PTIR,618,-1.043993220338987,-1.043993220338987
2025-04-08,UVXY,649,2.0,2.0
2025-04-08,SRTY,657,2.0,2.0
2025-04-08,TZA,659,2.0,2.0
2025-04-08,FNGD,674,2.0,2.0
2025-04-08,SPXU,679,-1.0950454545454569,-1.0950454545454569
2025-04-08,NVD,714,2.0,2.0
2025-04-09,DRV,577,-1.0374446521696348,-1.0374446521696348
2025-04-09,DPST,581,-1.0167480386545005,-1.0167480386545003
2025-04-09,VRT,581,-1.0280038888152363,-1.0280038888152365
2025-04-09,DOCN,582,-1.0230803571428555,-1.0230803571428557
2025-04-09,IONX,582,-1.012326203208557,-1.012326203208557
2025-04-09,TARK,593,-1.0319230769230765,-1.0319230769230763
2025-04-09,CELH,619,-1.064806092124817,-1.064806092124817
2025-04-09,YANG,661,-1.0751822447215722,-1.0751822447215722
2025-04-09,MUR,692,-1.096756097560979,-1.096756097560979
2025-04-09,VKTX,771,2.0,2.0
2025-04-09,VERA,773,2.0,2.0
2025-04-09,DDM,785,-1.1763636363636396,-1.1763636363636396
2025-04-10,AAPU,587,-1.0456818181818168,-1.0456818181818168
2025-04-10,SOXS,601,-1.0403500000000003,-1.0403500000000003
2025-04-10,UVXY,611,2.0,2.0
2025-04-10,NUGT,616,1.999999999999993,1.9999999999999927
2025-04-10,GDS,624,-1.0523170731707354,-1.0523170731707354
2025-04-10,IONX,626,-1.017086206896552,-1.017086206896552
2025-04-10,SRTY,683,2.0,2.0
2025-04-10,TECS,708,2.0,2.0
2025-04-10,QID,722,-1.077725490196076,-1.077725490196076
2025-04-10,DXD,725,-1.0724352941176507,-1.0724352941176507
2025-04-11,MSTX,581,-1.0272829196723303,-1.0272829196723303
2025-04-11,BOIL,585,-1.04721875,-1.0472187499999999
2025-04-11,FAST,587,-1.0830957446808462,-1.0830957446808462
2025-04-11,MS,587,-1.0447653276955586,-1.0447653276955586
2025-04-11,TSDD,623,-1.0268352272727266,-1.0268352272727266
2025-04-11,TSLQ,623,-1.0266099290780146,-1.0266099290780146
2025-04-11,UVIX,624,-1.0146249999999986,-1.0146249999999986
2025-04-11,UVXY,666,-1.0182375000000008,-1.0182375000000008
2025-04-11,SPYU,754,2.0,2.0
2025-04-11,TQQQ,759,-1.0556588235294158,-1.0556588235294158
2025-04-11,MRNA,824,0.0106382978723458,0.010638297872345893
2025-04-11,BULZ,825,0.622454915648626,0.622454915648626
2025-04-14,UVXY,582,-1.0328165137614675,-1.0328165137614675
2025-04-14,NVD,584,0.0975609756097539,0.09756097560975398
2025-04-14,TECS,585,-1.056947368421051,-1.056947368421051
2025-04-14,ATAT,589,-1.0434166666666649,-1.0434166666666647
2025-04-14,SMMT,606,-1.0301219512195112,-1.0301219512195112
2025-04-14,SDGR,624,-1.038877675840978,-1.038877675840978
2025-04-14,ROOT,633,-1.0231963302752287,-1.0231963302752287
2025-04-14,VIXY,709,-1.0474014336917576,-1.0474014336917576
2025-04-15,PLTU,590,-1.037651685393258,-1.037651685393258
2025-04-15,PTIR,590,-1.0356943820224715,-1.0356943820224715
2025-04-15,DJT,614,-1.0393094423193106,-1.0393094423193106
2025-04-16,MP,577,-1.019500000000001,-1.019500000000001
2025-04-16,NMAX,577,2.0,2.0
2025-04-16,SMCI,623,-1.066505050505045,-1.066505050505045
2025-04-16,KMTS,625,-1.4387004166666677,-1.4387004166666677
2025-04-16,MSTX,626,-1.0428709055876713,-1.0428709055876713
2025-04-17,CAR,579,1.172259507829977,1.1722595078299767
2025-04-17,ASTS,592,-1.0486874999999998,-1.0486874999999998
2025-04-17,HIMS,596,-1.0873,-1.0873
2025-04-17,VKTX,604,-1.0597105263157915,-1.0597105263157915
2025-04-17,SOXS,626,-1.0904827586206935,-1.0904827586206935
2025-04-17,TTD,638,-1.0395967741935506,-1.0395967741935506
2025-04-17,DJT,676,2.0,2.0
2025-04-21,TGTX,596,-1.033310344827587,-1.033310344827587
2025-04-21,NVD,617,-1.087710487804871,-1.087710487804871
2025-04-21,LABU,628,-1.0612467532467504,-1.0612467532467504
2025-04-21,UVIX,709,-1.0547894736842118,-1.0547894736842118
2025-04-22,ZION,577,0.2182254196642711,0.2182254196642711
2025-04-22,MEDP,586,0.5546858028899077,0.5546858028899077
2025-04-22,MSTR,640,-1.0764927309326744,-1.0764927309326744
2025-04-22,UPST,677,-1.0872916666666623,-1.0872916666666623
2025-04-22,SPYU,722,-1.0418824864676066,-1.0418824864676066
2025-04-22,PLTU,734,-1.0637466307277643,-1.0637466307277643
2025-04-23,EDU,577,-1.018239085239084,-1.018239085239084
2025-04-23,TSDD,577,-1.0197224669603524,-1.0197224669603524
2025-04-23,TSLQ,577,-1.018905539017648,-1.018905539017648
2025-04-23,DPST,579,-1.0222038834951477,-1.0222038834951477
2025-04-23,BNTX,626,-1.0449797492767576,-1.0449797492767576
2025-04-23,ASTS,627,-1.054488372093026,-1.054488372093026
2025-04-23,NUGT,649,-1.0832883435582854,-1.0832883435582854
2025-04-23,AGQ,650,-1.0704661654135377,-1.0704661654135375
2025-04-23,DJT,782,-1.0702432432432436,-1.0702432432432436
2025-04-24,LUV,577,-1.0256487844907172,-1.0256487844907172
2025-04-24,DAR,579,0.30716723549488,0.30716723549488006
2025-04-24,IONQ,582,0.0,0.0
2025-04-24,ASTS,586,-1.08361403508772,-1.0836140350877201
2025-04-24,PINS,598,-1.0952222222222228,-1.0952222222222228
2025-04-24,HOOD,603,1.1805555555555594,1.1805555555555594
2025-04-25,FIX,587,-1.0433234649122791,-1.0433234649122793
2025-04-25,MSTX,605,2.0,2.0
2025-04-25,CRWV,609,-1.040450704225355,-1.040450704225355
2025-04-25,BOIL,640,-1.0787258064516183,-1.0787258064516183
2025-04-28,SMCX,613,-1.0260621481995522,-1.0260621481995522
2025-04-28,TSDD,658,2.0,2.0
2025-04-28,TSLQ,658,2.0,2.0
2025-04-29,CHA,577,-1.017714285714286,-1.017714285714286
2025-04-29,VPG,582,2.0,2.0
2025-04-29,NSP,595,-1.038914414414412,-1.038914414414412
2025-04-29,MSTX,660,-1.0720754716981202,-1.0720754716981202
2025-04-29,BHF,823,-0.2993064200604644,-0.29930642006046443
2025-04-30,COCO,577,-0.3409009009009003,-0.34090090090090036
2025-04-30,UVIX,580,-1.026649425287358,-1.0266494252873581
2025-04-30,UVXY,583,-1.0358295454545456,-1.0358295454545456
2025-04-30,NUTX,595,-1.0895484848484829,-1.0895484848484829
2025-04-30,PLTU,645,2.0,2.0
2025-04-30,SMCI,693,-1.0703488372092995,-1.0703488372092995
2025-04-30,MSTX,761,-1.0652166666666674,-1.0652166666666674
2025-05-01,EG,578,-0.6969348659003802,-0.6969348659003802
2025-05-01,MGPI,580,-1.0162803234501352,-1.0162803234501352
2025-05-01,NTGR,581,-1.0148204168893644,-1.0148204168893644
2025-05-01,NMAX,591,-1.0151233766233765,-1.0151233766233763
2025-05-01,SMG,672,-1.0895593220339046,-1.0895593220339046
2025-05-02,IRTC,577,0.8176000000000022,0.8176000000000022
2025-05-02,TEM,577,0.8621061252640211,0.8621061252640211
2025-05-02,DXCM,586,2.0,2.0
2025-05-02,CNK,587,-0.1834862385321094,-0.18348623853210946
2025-05-05,CABO,596,2.0,2.0
2025-05-05,UPST,598,-1.0408639999999991,-1.0408639999999991
2025-05-05,TTD,602,-1.0706545132295244,-1.0706545132295244
2025-05-05,UAL,604,-1.078680741503599,-1.078680741503599
2025-05-05,TSLQ,626,-1.052558240513496,-1.052558240513496
2025-05-05,TSDD,627,-1.0662207987942758,-1.0662207987942758
2025-05-05,KOLD,766,-1.079892857142853,-1.079892857142853
2025-05-06,HIMS,577,1.6749379652605454,1.6749379652605454
