,0
2016-01-31,0.0
2016-02-29,-0.008967614172659344
2016-03-31,-0.046312737295884254
2016-04-30,0.0024466260245028515
2016-05-31,-0.015983170273495162
2016-06-30,0.04018333450120881
2016-07-31,0.04241728175036141
2016-08-31,0.041782967771675006
2016-09-30,-0.008542357372685272
2016-10-31,0.011219235933991323
2016-11-30,-0.010939476637427337
2016-12-31,-0.006437391671559656
2017-01-31,0.028400262122860065
2017-02-28,0.011719071263708969
2017-03-31,0.011122832252836945
2017-04-30,-0.02628708091642029
2017-05-31,0.031887649999058465
2017-06-30,-0.027809311180127416
2017-07-31,0.08061615809980671
2017-08-31,0.002984651120679249
2017-09-30,-0.033843324033604016
2017-10-31,-0.002575094764008301
2017-11-30,-0.0227987140620467
2017-12-31,0.004018411597188409
2018-01-31,0.001999539984086862
2018-02-28,-0.026190419259213837
2018-03-31,0.014406285866762292
2018-04-30,-0.052979573695094095
2018-05-31,0.03610735694282652
2018-06-30,0.04650003420671445
2018-07-31,-0.01266310153793837
2018-08-31,-0.009652925112962452
2018-09-30,0.08767939521303236
2018-10-31,-0.08437113248712347
2018-11-30,-0.04119568964801679
2018-12-31,-0.006209698223970217
2019-01-31,0.013478167162297217
2019-02-28,0.009407516376602976
2019-03-31,-0.009575915966998805
2019-04-30,0.0030078953051186907
2019-05-31,0.0252097631249667
2019-06-30,0.04639720983370088
2019-07-31,0.009887662864680458
2019-08-31,0.039725650469400464
2019-09-30,-0.016307878471260695
2019-10-31,0.0012487892865975514
2019-11-30,-0.03166686182468914
2019-12-31,-0.09026465888864899
2020-01-31,0.060055699125458606
2020-02-29,-0.016281104607214547
2020-03-31,-0.03338317090589815
2020-04-30,0.011084928015947959
2020-05-31,0.05046969996903661
2020-06-30,0.008110135369966187
2020-07-31,0.0964531377209582
2020-08-31,0.05044956290373381
2020-09-30,-0.04536875128732498
2020-10-31,-0.06403514761194518
2020-11-30,-0.07610823530346544
2020-12-31,0.013905189225298598
2021-01-31,0.029785859785915525
2021-02-28,0.0025842156007549466
2021-03-31,0.0047829578236044945
2021-04-30,-0.006149187877254048
2021-05-31,0.015747932428310074
2021-06-30,0.015692371004252248
2021-07-31,-0.012954791388431919
2021-08-31,0.03567380818853905
2021-09-30,0.009578822396131281
2021-10-31,-0.028633533133186395
2021-11-30,0.007331769446058178
2021-12-31,-0.014909881077053821
2022-01-31,0.010233537287443695
2022-02-28,0.040673195403196916
2022-03-31,0.0034734051913418718
2022-04-30,-0.03178993777479655
2022-05-31,0.028964268403596893
2022-06-30,0.052318642385295266
2022-07-31,0.10244417593563782
2022-08-31,0.016214719911686326
2022-09-30,0.031113977561350148
2022-10-31,0.18309193084228226
2022-11-30,0.04358350851755244
2022-12-31,0.016726793940906703
2023-01-31,-0.05662657039853358
2023-02-28,-0.06237786288353819
2023-03-31,0.07827084459405309
2023-04-30,0.026482541813760196
2023-05-31,0.03569599320029926
2023-06-30,0.008398918411673284
2023-07-31,-0.07782237242604007
2023-08-31,-0.028710751257689848
2023-09-30,0.030823710952873618
2023-10-31,0.06691121387981946
2023-11-30,-0.0003123576928720784
2023-12-31,-0.012282081883125517
2024-01-31,0.09494552422453206
2024-02-29,0.08017385515305153
2024-03-31,0.011622025237036038
2024-04-30,0.01750592547586305
2024-05-31,0.051275332483556646
2024-06-30,0.020181542288345455
2024-07-31,-0.012657903044815066
2024-08-31,-0.002940006231746728
2024-09-30,0.0324989668370691
2024-10-31,-0.00784333201750309
2024-11-30,0.048970598163857515
2024-12-31,0.00644031787415833
2025-01-31,0.005364917834162264
2025-02-28,-0.01637041474093781
2025-03-31,-0.0467964469712393
2025-04-30,0.025274479277569428
2025-05-31,0.0029691642143108155
2025-06-30,-0.0485668166155222
2025-07-31,-0.10826672129547177
2025-08-31,0.020967222371788052
2025-09-30,-0.006390164209969962
2025-10-31,-0.10098286056896755
2025-11-30,0.05630099991991844
2025-12-31,-0.08269645207907894
2026-01-31,0.019482071244143917
2026-02-28,-0.0058767043968165344
2026-03-31,0.014012943184661397
2026-04-30,0.045324052631563916
2026-05-31,0.010665772770227067
2026-06-30,-0.013335774736439765
2026-07-31,-0.12466079949558462
2026-08-31,-0.01389081290567451
2026-09-30,-0.0007479079428170943
