n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split,tc,note,cost,mde,h1,h2,vgross,half_ok
1622,30.60377358490566,-0.10693921533680749,-0.1398709772362517,-0.03895918684147366,-3.4158001457905303,32.075471698113205,1.8867924528301887,5,-2231.432721493132,1814.8908985813755,-17345.540727630174,-18928.988592607817,-327.27435335151273,25.0,-0.21816972125039877,49.136868064118374,"F15-base (B2, every name)",TRAIN,-2.9931691681122707,,0.06798002849533383,0.087660223128705,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False
706,30.695652173913043,0.012650779374544391,-0.025912798924550794,0.08272033029467893,0.2678074312316802,43.47826086956522,4.3478260869565215,4,-957.3728770391668,1410.7525100988917,893.1450238428342,-2940.0336675961444,38.83239234099279,40.0,-0.09302888820971136,57.082152974504254,"F15-base (B2, every name)",VAL,0.26162959495333094,,0.07006955092013453,0.13226736123718896,-0.07672468367398727,-0.0031885061681804477,0.08272033029467893,False
1085,20.471698113207548,-0.12590569053051798,-0.16189741242763153,-0.05359083089278215,-3.423818857394579,30.18867924528302,1.8867924528301887,6,-1898.826866981269,1531.879098978635,-13660.767422561203,-15200.015216530015,-257.75032872756987,41.66666666666667,-0.23826132824152305,49.30875576036866,F15-a1 daysToCover >= 1.49 [med],TRAIN,-3.0211757996091406,,0.07231485963773586,0.10296570822491448,-0.09534554185562664,-0.017903043745051833,-0.031447439905462136,False
585,25.434782608695652,-0.1048644004167492,-0.14395502338053143,-0.031447439905462136,-2.1154865716743494,26.08695652173913,4.3478260869565215,12,-1368.5715378998166,1388.167934855585,-6134.567424379829,-7513.556527765919,-266.72032279912304,20.0,-0.21740593074487913,51.7948717948718,F15-a1 daysToCover >= 1.49 [med],VAL,-1.9223635725914199,,0.07341696051128706,0.13879564403687297,-0.09534554185562664,-0.017903043745051833,-0.031447439905462136,False
733,13.830188679245284,-0.06853321604327793,-0.1077020285807243,0.0062934049830226275,-1.544110047692064,45.28301886792453,1.8867924528301887,5,-1203.739179639993,851.1466288369879,-5023.4847359722735,-6410.891143344363,-94.78273086740138,33.33333333333333,-0.17715035148408612,55.38881309686221,F15-a2 daysToCover >= 3.27 [p75],TRAIN,-1.4930073715667618,,0.07482662102630057,0.12427417670650809,-0.08359148241032979,0.07789288636253129,0.0072489440721425595,False
449,19.52173913043478,-0.06738825480235533,-0.10690216082310806,0.0072489440721425595,-1.1906985449701089,43.47826086956522,4.3478260869565215,8,-826.5204294170438,626.8759879426826,-3025.732640625753,-3878.9864439177845,-131.5535930706849,40.0,-0.1775614027768572,55.90200445434298,F15-a2 daysToCover >= 3.27 [p75],VAL,-1.1475783340088497,,0.07463719887449789,0.15846757707370146,-0.08359148241032979,0.07789288636253129,0.0072489440721425595,False
682,12.867924528301886,-0.09090995881953504,-0.12943827362958554,-0.01499062562278881,-2.0188466409145764,43.39622641509434,1.8867924528301887,4,-1037.1711134921227,842.8237813731877,-6200.059191492289,-6603.4935383255315,-116.98224889608092,16.666666666666664,-0.20250204084636927,54.54545454545454,F15-a3 si/adv20 >= 2.991 [p75],TRAIN,-1.9891378160347124,,0.0759193331967462,0.1260857954913222,-0.0742036722541343,0.03435357990333241,-0.001539494753550728,False
429,18.652173913043477,-0.07691373830960725,-0.11763083753189424,-0.001539494753550728,-1.3278608022410878,34.78260869565217,4.3478260869565215,10,-999.6417778167329,535.7232802797696,-3299.5993734821523,-3835.7923268142995,-143.46084232531098,40.0,-0.18776615005553463,54.312354312354316,F15-a3 si/adv20 >= 2.991 [p75],VAL,-1.241478332487219,,0.07537424355605654,0.16218452032278574,-0.0742036722541343,0.03435357990333241,-0.001539494753550728,False
1276,24.07547169811321,-0.12247275781106329,-0.1598552382379853,-0.05279926058362062,-3.61010342000598,28.30188679245283,1.8867924528301887,7,-1717.8140123547023,2203.911843290694,-15627.523896691679,-17227.397779729243,-294.8589414470128,33.33333333333333,-0.2334734990827215,53.29153605015674,F15-c1 common stock only,TRAIN,-3.116277344206013,,0.0696734972274427,0.09498999944727599,-0.060465136003081,-0.04603791323725288,-0.05512231755406005,False
650,28.26086956521739,-0.1266795590015056,-0.1656839734214436,-0.05512231755406005,-2.681198181595017,30.434782608695656,4.3478260869565215,11,-1814.3398230509101,636.899817399292,-8234.171335097863,-9133.913606929618,-358.007449352081,0.0,-0.23918911000492354,53.53846153846153,F15-c1 common stock only,VAL,-2.6377612539691464,,0.07155724144744552,0.13229263231605157,-0.060465136003081,-0.04603791323725288,-0.05512231755406005,False
1083,20.433962264150942,-0.06864471860439368,-0.08890497400541265,-0.004765133738677102,-1.6595986963524454,41.509433962264154,1.8867924528301887,5,-1696.7596788424908,1893.3320609458815,-7434.223024855836,-9845.893341666244,-140.2683589595441,25.0,-0.17853264754080356,32.2253000923361,F15-c2 leveraged wrapper only,TRAIN,-1.311366819022222,,0.06387958486571657,0.11581427035026068,-0.11713529633667928,0.09053857071730768,0.13450676486846186,False
594,25.82608695652174,0.0666324145755427,0.035554224753010386,0.13450676486846186,1.2231500663133925,43.47826086956522,4.3478260869565215,6,-976.6967146596229,1896.8897006445611,3957.965425787237,-4082.3691274854714,172.08545329509727,40.0,-0.03524046718938417,49.66329966329967,F15-c2 leveraged wrapper only,VAL,0.9786414708946077,,0.06787435029291916,0.15253300960351404,-0.11713529633667928,0.09053857071730768,0.13450676486846186,False
463,8.735849056603774,0.06839618954144876,0.04750367767296118,0.12551962786486914,1.0430890539583326,52.83018867924528,7.547169811320755,2,-2291.965533431559,2047.9794727662133,3166.743575769077,-3305.932786814427,59.74987878809579,75.0,-0.03653408600624329,32.39740820734342,F15-c3 anchor cohort >= 2,TRAIN,0.7318950193145555,,0.057123438323420386,0.1835982555749325,0.013646669872078573,0.2268037873645149,0.3799360283276742,True
295,12.826086956521738,0.3182563463587185,0.2905683047528432,0.3799360283276742,4.074969826357347,60.86956521739131,8.695652173913043,3,-801.0318963801503,1798.9790941305705,9388.562217582195,-941.715866816012,408.1983572861824,80.0,0.22894214635301233,42.71186440677966,F15-c3 anchor cohort >= 2,VAL,3.3019678575988416,,0.061679681968955666,0.218680826552522,0.013646669872078573,0.2268037873645149,0.3799360283276742,True
1346,25.39622641509434,-0.1007842020835556,-0.13368505786269694,-0.03217390418525079,-2.9221721952942117,35.84905660377358,1.8867924528301887,6,-1597.8625155547402,1914.308136039067,-13565.553600446581,-13710.83834386979,-255.95384151786,25.0,-0.21155675047227523,49.03417533432392,F15-d1 venue NASDAQ,TRAIN,-2.44425624473774,,0.0686102978983048,0.0965705464888059,-0.0684969877314159,0.0013471129159244276,0.008545028298579322,False
614,26.695652173913043,-0.06437044243761202,-0.10465297802286314,0.008545028298579322,-1.313318361793144,39.130434782608695,4.3478260869565215,5,-1578.3356843388506,1161.7410911625905,-3952.3451656693774,-5897.222371947011,-171.84109415953816,40.0,-0.1727737350835791,55.86319218241043,F15-d1 venue NASDAQ,VAL,-1.2000005101860831,,0.07291547073619133,0.1372380407285451,-0.0684969877314159,0.0013471129159244276,0.008545028298579322,False
1062,20.037735849056602,-0.09032178324080395,-0.1173619450213717,-0.024438060440450483,-2.274076330253166,35.84905660377358,1.8867924528301887,6,-1348.9066810227814,1662.021945481287,-9592.17338017338,-9797.573139959672,-180.98440339949775,16.666666666666664,-0.20146178928322417,37.94726930320151,F15-d2 venue NYSE/ARCA/AMEX,TRAIN,-2.0306086282611977,,0.06588372280035346,0.1112104240784637,-0.06899740206216143,0.013733403536190006,0.07265651315960318,False
600,26.08695652173913,0.006237809465315536,-0.027090229922476266,0.07265651315960318,0.11999797903102681,47.82608695652174,4.3478260869565215,3,-1608.3770387972322,2349.794755488863,374.2685679189318,-3793.6920960393613,16.272546431257904,20.0,-0.09774653843733314,51.5,F15-d2 venue NYSE/ARCA/AMEX,VAL,0.11026452084424886,,0.06641870369428765,0.14555133881352705,-0.06899740206216143,0.013733403536190006,0.07265651315960318,False
69,1.3018867924528301,-0.08522181729268727,-0.15282289203112884,-0.016302872255130454,-0.6051234325701871,30.18867924528302,32.075471698113205,3,-424.48487816060174,396.01650731808917,-588.0305393195426,-1275.222203562711,-11.094915836217785,41.66666666666667,-0.2120092738841568,84.05797101449275,F15-e1 premarket news present,TRAIN,-0.5758593988135702,,0.06891894503755681,0.39433456973565,0.1809440237725986,-0.12837497227088562,0.03374714069940165,False
36,1.565217391304348,-0.028419812049616626,-0.08565929236435094,0.03374714069940165,-0.1349785284392886,39.130434782608695,30.434782608695656,3,-552.4460642926645,308.31907870429023,-102.31132337861987,-982.7366598495071,-4.448318407766082,40.0,-0.1454676312437269,80.55555555555556,F15-e1 premarket news present,VAL,-0.11486464823404616,,0.062166952749018276,0.5895417194055309,0.1809440237725986,-0.12837497227088562,0.03374714069940165,False
58,1.0943396226415094,-0.14441359824031091,-0.2126248565005161,-0.0744779423605463,-0.9499224443593091,26.41509433962264,35.84905660377358,3,-317.7931625552477,396.01650731808917,-837.5988697938033,-1512.5074895400585,-15.803752260260438,36.36363636363637,-0.2601289685239704,82.75862068965517,F15-e2 news same morning,TRAIN,-0.9673980882259141,,0.06993565587976461,0.4256748300600441,0.1733956318281003,-0.18602105074543726,0.13714389992289572,False
