cell,split,obs,mu,p5,p95,outside
"F13-C0 first-come, symbol tie [=B2]",TRAIN,32.075471698113205,30.756603773584906,24.528301886792452,37.735849056603776,inside
"F13-C0 first-come, symbol tie [=B2]",VAL,43.47826086956522,49.47391304347826,39.130434782608695,60.86956521739131,inside
F13-O1 oracle top-4/day,TRAIN,90.56603773584906,98.01226415094342,96.22641509433963,98.11320754716981,below
F13-O1 oracle top-4/day,VAL,95.65217391304348,95.64347826086957,95.65217391304348,95.65217391304348,inside
F13-O2 oracle top-8/day,TRAIN,79.24528301886792,96.85094339622643,94.33962264150944,98.11320754716981,below
F13-O2 oracle top-8/day,VAL,95.65217391304348,95.61739130434782,95.65217391304348,95.65217391304348,inside
F13-O3 oracle top-12/day,TRAIN,64.15094339622641,87.44905660377358,81.13207547169812,92.45283018867924,below
F13-O3 oracle top-12/day,VAL,95.65217391304348,95.54347826086956,95.65217391304348,95.65217391304348,inside
"F13-O4 oracle top-12/day, 4 conc",TRAIN,77.35849056603774,89.74056603773585,84.90566037735849,94.33962264150944,below
"F13-O4 oracle top-12/day, 4 conc",VAL,95.65217391304348,94.16521739130437,91.30434782608695,95.65217391304348,inside
F13-r1 rank rv_profile desc,TRAIN,30.18867924528302,31.105660377358493,24.528301886792452,37.735849056603776,inside
F13-r1 rank rv_profile desc,VAL,43.47826086956522,48.536956521739135,39.130434782608695,56.52173913043478,inside
F13-r2 rank dollar_frac desc,TRAIN,30.18867924528302,29.585849056603774,22.641509433962266,35.84905660377358,inside
F13-r2 rank dollar_frac desc,VAL,43.47826086956522,52.37608695652174,43.47826086956522,60.86956521739131,inside
F13-r3 rank dist_open/med_rng desc,TRAIN,35.84905660377358,30.791509433962265,24.528301886792452,37.735849056603776,inside
F13-r3 rank dist_open/med_rng desc,VAL,47.82608695652174,50.64565217391305,39.130434782608695,60.86956521739131,inside
F13-r4 rank spread/R asc [cheapest],TRAIN,35.84905660377358,32.04150943396227,26.41509433962264,39.62264150943396,inside
F13-r4 rank spread/R asc [cheapest],VAL,47.82608695652174,49.471739130434784,39.130434782608695,60.86956521739131,inside
F13-r5 rank composite z desc,TRAIN,35.84905660377358,31.767924528301887,24.528301886792452,37.735849056603776,inside
F13-r5 rank composite z desc,VAL,47.82608695652174,51.73695652173914,39.130434782608695,60.86956521739131,inside
F13-n8  F13-r5 rank composite z desc @ 8 conc,TRAIN,30.18867924528302,27.27358490566038,20.754716981132077,33.9622641509434,inside
F13-n8  F13-r5 rank composite z desc @ 8 conc,VAL,30.434782608695656,39.971739130434784,30.434782608695656,47.82608695652174,inside
F13-n12 F13-r5 rank composite z desc @ 12 conc,TRAIN,28.30188679245283,25.830188679245285,18.867924528301888,32.075471698113205,inside
F13-n12 F13-r5 rank composite z desc @ 12 conc,VAL,39.130434782608695,45.517391304347825,34.78260869565217,56.52173913043478,inside
F13-rs1 reserve 1 of 4 until 10:30,TRAIN,35.84905660377358,31.83207547169812,24.528301886792452,37.8301886792452,inside
F13-rs1 reserve 1 of 4 until 10:30,VAL,39.130434782608695,41.0304347826087,30.434782608695656,52.17391304347826,inside
F13-rs2 reserve 2 of 4 until 10:30,TRAIN,41.509433962264154,35.98207547169812,30.18867924528302,43.39622641509434,inside
F13-rs2 reserve 2 of 4 until 10:30,VAL,43.47826086956522,37.46086956521739,26.08695652173913,47.82608695652174,inside
