year,n_symbols,overnight_bps_per_day,intraday_bps_per_day,overnight_ann_pct,intraday_ann_pct
2016,1371,1.718871831893921,8.008423805236816,4.331557273864746,20.181228637695312
2017,1485,6.759878158569336,2.1905806064605713,17.034893035888672,5.520263195037842
2018,1611,5.894759178161621,-7.307906150817871,14.854793548583984,-18.415924072265625
2019,1639,6.166874885559082,5.621925354003906,15.540523529052734,14.167252540588379
2020,1916,18.178586959838867,0.37440603971481323,45.81003952026367,0.9435032606124878
2021,2315,13.842398643493652,-4.105612277984619,34.882843017578125,-10.346142768859863
2022,2083,-4.756209373474121,-1.0423667430877686,-11.985647201538086,-2.6267640590667725
2023,1988,5.384382247924805,4.519886493682861,13.568642616271973,11.39011287689209
