bar_date,close,ret,vol20,hmm_state
2024-07-02,549.01,0.006707202921154121,0.06744849399684051,0
2024-07-03,551.46,0.004452650318184759,0.06792663608752512,0
2024-07-05,554.64,0.005749948036162245,0.05933313394023091,0
2024-07-08,555.28,0.0011532363970925275,0.05899277085211625,0
2024-07-09,555.82,0.0009720097966274821,0.057965820106077974,0
2024-07-10,561.32,0.009846652054979366,0.06426853988871409,0
2024-07-11,556.48,-0.008659921717016239,0.07519232817963922,0
2024-07-12,559.99,0.006287695260978943,0.0733358837282914,0
2024-07-15,561.53,0.002746274641366675,0.07342470860769036,0
2024-07-16,564.86,0.0059127117631350146,0.07475354167225745,0
2024-07-17,556.94,-0.014120398634509534,0.09078924603203191,0
2024-07-18,552.66,-0.007714529968690265,0.09549512650120281,0
2024-07-19,548.99,-0.00666275782081005,0.09817970493616571,0
2024-07-22,554.65,0.010257057777279144,0.10267192749161891,0
2024-07-23,553.78,-0.0015697882205589764,0.1019335899955019,0
2024-07-24,541.23,-0.022923168831288088,0.13192313659575275,0
2024-07-25,538.41,-0.0052239754235268165,0.13289227733083175,0
2024-07-26,544.44,0.01113739175457873,0.13920539268622212,0
2024-07-29,544.76,0.0005875872368834578,0.13850698581750262,0
2024-07-30,542.0,-0.00507932926111021,0.13944867881359796,0
2024-07-31,550.81,0.01612392066035806,0.149383266512301,0
2024-08-01,543.01,-0.014262186129383458,0.15684145658181828,0
2024-08-02,532.9,-0.018793946667884143,0.16716247369595477,0
2024-08-05,517.38,-0.029556175110449168,0.19302303148009706,1
2024-08-06,522.15,0.009177288733269506,0.19770464595468776,1
2024-08-07,518.66,-0.006706340408373812,0.1919480491734572,1
2024-08-08,530.65,0.022854107690648107,0.21312451421093492,1
2024-08-09,532.99,0.004399992055931001,0.2122100657754544,1
2024-08-12,533.27,0.0005252002446605175,0.21163150811062226,1
2024-08-13,542.04,0.016311936946089567,0.2202129975696199,1
2024-08-14,543.75,0.003149782948381308,0.2161658204162764,1
2024-08-15,553.07,0.016994993387061008,0.22394130499753576,1
2024-08-16,554.31,0.0022395212452162028,0.2226345310934991,1
2024-08-19,559.61,0.009516015503566955,0.22221815396680386,1
2024-08-20,558.7,-0.001627456073634903,0.22222518337083944,1
2024-08-21,560.62,0.0034306576905720476,0.20445285399207536,1
2024-08-22,556.22,-0.007879414713909405,0.2058683012005406,1
2024-08-23,562.13,0.010569240428314863,0.20552979490415488,1
2024-08-26,560.79,-0.002386635977730478,0.20599449914147006,1
2024-08-27,561.56,0.001372121211399957,0.2045501548083199,1
2024-08-28,558.3,-0.0058221727874352425,0.19888370411496464,1
2024-08-29,558.35,8.955357548590115e-05,0.1909536267820436,1
2024-08-30,563.68,0.009500708701126293,0.17719870948977878,1
2024-09-03,552.08,-0.020793751280580253,0.1576208504507721,1
2024-09-04,550.95,-0.002048902378560591,0.1570539162841472,0
2024-09-05,549.61,-0.002435125140228145,0.15437559459778027,0
2024-09-06,540.36,-0.016973351692077365,0.1507818091015144,0
2024-09-09,546.41,0.011134025598169117,0.15469499698122283,0
2024-09-10,548.79,0.004346244971666913,0.15505391573956095,0
2024-09-11,554.42,0.010206667589763185,0.14866725080800305,0
2024-09-12,559.09,0.008387939723530913,0.1507595460538262,0
2024-09-13,562.01,0.005209181345081859,0.1400011447362934,0
2024-09-16,562.84,0.001475752590362589,0.13992334155509267,0
2024-09-17,563.07,0.0004085584162130118,0.13604843815329287,0
2024-09-18,561.4,-0.002970290408486065,0.1363849205337918,0
2024-09-19,570.98,0.01692051884509116,0.14844226468215835,0
2024-09-20,568.25,-0.004792720040220466,0.1464070885282061,0
2024-09-23,569.67,0.0024957830727823094,0.14220386030968965,0
2024-09-24,571.3,0.002857219924981891,0.1419287223749911,0
2024-09-25,570.04,-0.002207931925405582,0.14234856946119762,0
2024-09-26,572.3,0.0039567956100450274,0.14058223932807004,0
2024-09-27,571.47,-0.0014513409963399226,0.14085538274807302,0
2024-09-30,573.76,0.003999201998051483,0.1378571305297429,0
2024-10-01,568.62,-0.00899881770661004,0.11821319491244961,0
2024-10-02,568.86,0.00042198544776450575,0.11755957375191602,0
2024-10-03,567.82,-0.0018298910690841552,0.11730342796470489,0
2024-10-04,572.98,0.009046345002779788,0.09721420047262713,0
2024-10-07,567.8,-0.00908156805274718,0.10099942775008017,0
2024-10-08,573.17,0.009413112792511669,0.10416558365121938,0
