symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl,ofi_range,tai_range,ofi_break60,tai_break60,spread_at_break_bps,n_trades_range,n_trades_break60,_composite,_quintile,_q_rank,_sized_pnl,month,_anchor
AMPG,2025-01-06,4.854419699999999,-2652.2108387999933,-5.304881240490998,stop,0,1,5.115879828326189,293574.0,2.624984933569765,34.33036913946653,3.0,0.6648489932885899,2.145922746781108,0.0,0.5160083372058792,9.133489461358328,19.20374707259954,0.1707317073170727,22733374.35,25.991971706270096,-27.52721617418351,26.85357205587988,0.2609959660476008,0.2196991295889545,0.0955942777600835,0.7297913675141374,1.307267393148991,0.0,6.0,3333.333333333333,-176.81405591999956,6.550693703308432,0.6957466993710952,-0.2458609271523179,0.2837843076638631,164.6090534979425,21,11,0.417663437060364,Q5,1,-176.81405591999956,2025-01,AMPG
MSTZ,2025-01-07,16.07809,-2062.8836800000004,-4.126858351955986,stop,0,1,3.821656050955424,724838.0,2.023656391167438,27.85015029458969,2.0,0.5834999999999977,0.5101910828025468,1.0,0.5583956257571597,6.73011556764105,36.16519374575119,0.0732908513317921,250048374.0,17.742965727385336,-45.69503438161517,423.61183517065416,0.095972813644451,0.1389284100229384,-0.0753226319401322,0.3460091373286659,1.2950402815366315,1.0,7.0,3333.333333333333,-137.52557866666666,-12.654686187447496,0.2892797431642291,-3.717746269273697,0.695214061338932,24.95321272613796,121,28,0.39286809953583257,Q5,1,-137.52557866666666,2025-01,MSTR
AMPX,2025-01-10,3.35002,5043.700053599998,10.087592074077165,scale_eod,1,1,4.338509316770184,307181.0,1.9660449738727968,81.31286791055618,4.0,0.6256263421617766,2.1024844720496856,1.0,0.6662893177460977,6.270627062706284,23.43234323432344,0.2253521126760559,4680764.5,14.559644873187915,-23.424494649227107,10.653273095800936,0.980000809696792,0.3174711545026308,-0.1194783914794916,-0.6123937641011745,1.2672413975357937,4.0,10.0,3333.333333333333,336.24667023999984,11.558050932424305,0.5133220440894221,0.5435195743063475,0.6164185990531975,59.523809523809575,55,15,0.40730514647738014,Q5,1,336.24667023999984,2025-01,AMPX
ARQQ,2025-01-16,23.86137,9002.197091939994,18.00815063007697,scale_eod,1,1,7.428825622775792,109456.0,2.367766447603143,58.52490520314221,4.0,0.8862275449101809,4.982206405693955,1.0,3.333897672508748,9.179213210296265,25.88635259834872,0.0956848030018764,1294414.1,24.12943322500364,-57.416177306308015,18.30061229943164,1.0320507170000697,0.1582012184859707,-0.0858325759870731,0.2353318263099264,1.0145048394102745,3.0,16.0,3333.333333333333,600.1464727959994,0.4255036234292932,0.5343858310067241,11.140842148931757,0.9899175022123406,122.182431009058,20,15,0.4680819679614401,Q5,1,600.1464727959994,2025-01,ARQQ
NTRB,2025-01-23,8.49541,-918.38276702858,-1.836931304248849,stop,1,1,6.500000000000005,123163.0,2.366486125007297,55.66966199688503,5.0,1.0,5.875000000000008,1.0,3.891165454198969,8.99182561307902,26.839237057220704,0.5736040609137056,319032.93333333335,9.903021011227516,-2.200488997555009,13.364142806332044,13.617625473984504,0.0660283922086459,0.0165070980521661,-0.1055339357562331,0.5870477597970133,3.0,23.0,3333.333333333333,-61.22551780190533,6.036387477462712,1.0,3.472538597823336,0.0366366828858225,1818.1818181818185,22,14,0.4364863109415563,Q5,1,-61.22551780190533,2025-01,NTRB
PDYN,2025-01-23,10.320869999999998,-2468.1723955799957,-4.936908163472921,stop,0,1,6.599999999999984,614192.0,2.958620841944104,43.00096187001729,3.0,0.8610606060606065,1.982999999999997,1.0,2.5504180506301166,5.152471083070455,25.657202944269187,0.0368852459016392,15734920.2,23.77533164655521,-33.11036789297658,20.947669532721765,1.958326614201704,0.0660283922086459,0.0165070980521661,-0.1055339357562331,0.5870477597970133,3.0,23.0,3333.333333333333,-164.5448263719997,22.244716117902943,-0.1742809675699686,,,,116,0,0.22685397863109683,Q3,2,-164.5448263719997,2025-01,PDYN
LAES,2025-01-24,4.45,0.0,0.0,no_fill,0,0,3.409090909090917,1043018.0,1.9157996418985888,45.74568340393124,3.0,0.9319999999999988,0.9045454545454458,1.0,1.6308521322759066,8.10810810810811,15.970515970515956,0.1846153846153849,77679745.0,27.95571267071567,-60.0,23.04294784712256,0.325923997304574,0.080352896803924,0.0065594201472716,0.009840098400975,0.6091130582638482,4.0,24.0,3333.333333333333,0.0,10.423051864721328,0.0802264495595458,,,,107,0,0.4374096742708412,Q5,1,0.0,2025-01,LAES
VNCE,2025-01-24,4.2299,0.0,0.0,no_fill,0,0,6.728365384615374,184706.0,2.325417786720075,76.00265244469598,2.0,0.1068238656663096,-4.329326923076922,0.0,-3.1232913922896444,6.666666666666672,44.86923076923077,0.0457168981084633,8961314.5625,21.321695599842705,-30.550918196994992,18.911837638115625,15.062485426506866,0.080352896803924,0.0065594201472716,0.009840098400975,0.6091130582638482,4.0,24.0,3333.333333333333,0.0,0.643519555575467,0.395360557565939,,,,42,0,0.15591625588364982,Q2,3,0.0,2025-01,VNCE
GHRS,2025-02-04,19.19,0.0,0.0,no_fill,0,0,4.9504950495049656,25545.0,2.169796012932918,110.219081927965,1.0,0.4578947368421063,-2.683689421573739,0.0,0.4346890587194769,6.670372429127309,16.620344635908832,0.1605351170568552,606164.3,8.777687800781067,-6.390243902439018,15.70580170597001,17.003248129261323,0.1505352960856477,0.0301104048176754,0.0100373053181088,1.364199540683512,1.0,4.0,3333.333333333333,0.0,1.8485523385300668,0.8325841101594662,,,,5,0,0.424505512331416,Q5,1,0.0,2025-02,GHRS
NVNI,2025-02-05,6.24869,-2420.639342100001,-4.841688417892393,stop,0,1,4.461032185568676,68621.0,2.6527950692949136,71.13235535606722,0.0,0.4580784454839858,-2.4095031703989105,0.0,-0.5124552662642915,8.527874564459923,35.36585365853659,0.0935960591133006,22983062.2,28.355560538944147,-17.81662269129288,45.7084576036692,0.074886539705749,0.0882392115077205,-0.0366275972296262,-0.189438000598223,1.3180425183298543,2.0,5.0,3333.333333333333,-161.37595614000006,3.1941117430578787,0.8170438494616905,,,,18,0,0.42781743535127714,Q5,1,-161.37595614000006,2025-02,NVNI
