symbol,bar_date,ratio
CETX,2019-06-13,9.655172413793103
CHDN,2019-01-28,0.3382022471910112
CLDX,2019-02-11,12.702702702702704
CLPS,2019-01-08,2.10410094637224
CODX,2019-01-30,1.8508771929824561
CRMD,2019-03-26,4.761904761904762
CTRM,2019-03-26,3.6458333333333335
CTRM,2019-03-27,0.49371428571428577
DARE,2019-03-18,2.3666666666666667
DGLY,2019-06-17,0.5415162454873647
EVOK,2019-03-04,0.44078947368421056
FAST,2019-05-23,0.4879377431906615
FBIO,2019-04-17,1.9930069930069931
FCEL,2019-05-09,8.047619047619047
FCEL,2019-07-02,2.362055933484505
FFIN,2019-06-04,0.5232375979112271
FRAF,2019-07-01,3.3200419727177337
FRAF,2019-07-02,0.30222819216182045
FTFT,2019-04-11,2.869565217391304
GHSI,2019-07-17,1.9791666666666667
GLBS,2019-03-08,2.2031746031746033
HSDT,2019-04-10,0.3252818035426731
HSON,2019-06-11,10.238095238095239
ICON,2019-03-14,8.187702265372168
IFRX,2019-06-05,0.08769106999195495
IPWR,2019-04-17,1.8753658536585367
JAGX,2019-03-18,3.1875
JAGX,2019-06-07,54.57957957957957
KIRK,2019-06-06,0.49881796690307323
LIFE,2019-07-01,15.439093484419265
LIQT,2019-04-09,3.8425
MARA,2019-04-08,5.140350877192983
MBIO,2019-04-17,4.202846975088968
MBIO,2019-04-18,0.4555461473327688
MBOT,2019-01-14,4.254166666666667
MBRX,2019-04-22,2.080357142857143
MGNX,2019-02-06,2.3033303330333035
MRNS,2019-07-23,0.3015075376884422
NSPR,2019-04-01,46.2962962962963
NTIC,2019-07-01,0.4862985685071575
NVAX,2019-02-28,0.3802816901408451
NVAX,2019-05-10,18.443804034582136
OCX,2019-01-29,3.096774193548387
ORGO,2019-01-09,7.069999999999999
ORGO,2019-01-17,0.43846153846153846
ORGO,2019-01-18,0.5350877192982456
OTLK,2019-03-18,7.298969072164949
OTLK,2019-05-16,1.8563268892794376
PHUN,2019-01-04,1.9538461538461538
PHUN,2019-01-09,2.303157894736842
PHUN,2019-03-27,0.5154727793696274
PHUN,2019-04-03,0.39658848614072495
PHUN,2019-04-11,1.8485436893203882
PRPO,2019-04-29,16.61341853035144
PULM,2019-02-06,10.763636363636362
SCYX,2019-01-30,1.8513513513513515
SEEL,2019-03-07,3.0254777070063694
SHIP,2019-03-20,11.22369446609509
SHIP,2019-05-09,0.5492537313432836
SLDB,2019-02-07,0.3196060877350045
SLS,2019-06-14,0.5147058823529411
SNOA,2019-06-20,9.433962264150942
SVRA,2019-06-12,0.2857142857142857
TBLT,2019-01-16,2.632
TRVN,2019-01-28,2.1811460258780033
TTNP,2019-01-25,6.428571428571428
VBIV,2019-06-17,0.3438624338624339
VISL,2019-05-13,11.458333333333334
VISL,2019-06-03,1.878787878787879
VISL,2019-07-10,2.2228915662650603
VISL,2019-07-11,0.5013550135501356
VTGN,2019-05-02,0.5387619047619048
WKHS,2019-05-08,4.035608308605341
WORX,2019-02-05,1.9324324324324325
XBIO,2019-06-25,14.44776119402985
ABEO,2019-09-03,1.9025974025974026
ACRS,2019-09-16,1.8181818181818183
ADVM,2019-09-12,0.5291666666666667
AEMD,2019-10-15,13.03448275862069
AEMD,2019-12-13,0.4928229665071771
AIHS,2019-11-14,2.8461538461538463
ALIM,2019-11-15,14.0625
ALLK,2019-08-05,2.0999999999999996
ANAB,2019-11-08,0.2826327433628319
APDN,2019-11-01,43.701492537313435
APDN,2019-11-12,3.454545454545454
APDN,2019-11-13,0.33223684210526316
AUPH,2019-12-04,2.28875
BIMI,2019-10-14,6.664383561643836
BNGO,2019-10-16,3.759535052669815
BNGO,2019-10-18,1.8031496062992125
BNGO,2019-10-21,0.47598253275109176
BNTC,2019-11-18,9.601536245799327
BOLD,2019-12-02,2.018601446779194
CYCN,2019-10-30,0.2129560685033507
DRIO,2019-11-18,21.897810218978105
DTIL,2019-12-09,0.49695431472081214
DTSS,2019-10-15,4.0755703422053235
FTFT,2019-10-16,1.8732394366197185
GHSI,2019-08-13,0.42813918305597576
GLYC,2019-08-05,0.5090252707581228
HDSN,2019-08-26,1.9559585492227978
HONE,2019-08-15,0.5254326166754064
IPWR,2019-08-20,10.333333333333334
ITCI,2019-12-23,3.1118587047939443
LPCN,2019-11-11,0.27622377622377625
LTBR,2019-10-21,8.483333333333334
LXRX,2019-07-26,0.5026737967914437
MBCN,2019-11-12,0.5092091007583965
MBOT,2019-12-23,2.221052631578947
MIRM,2019-12-16,2.1367521367521367
MTC,2019-08-12,0.5128205128205129
MTC,2019-08-13,2.8185185185185184
MYSZ,2019-11-19,11.847582452769773
NTRP,2019-09-09,0.22624434389140272
NURO,2019-11-19,11.9
NVFY,2019-12-23,4.0476190476190474
