n,per_wk,net,netb,gross,t,green,flat,redstreak,worst,best,total,mdd,wk_mean,green_mo,ex5,imp,cell,split
829,15.641509433962264,-0.03689948108055894,-0.07193908308195537,0.032191540601933265,-0.8298124184538577,43.39622641509434,3.7735849056603774,4,-1189.0108143596967,1656.465305096684,-3058.9669815783336,-7999.323372605825,-57.716358142987424,58.333333333333336,-0.14462679355840174,51.99034981905911,A3 spy_r5>0 (0935) [B2],TRAIN
365,15.869565217391305,0.09422589264474344,0.055512380449034913,0.16513250738438082,1.4110105010060183,65.21739130434783,8.695652173913043,3,-1380.519578931924,1208.9820450519803,3439.245081533136,-1885.3251067831484,149.53239484926678,60.0,-0.009198685402232917,56.16438356164384,A3 spy_r5>0 (0935) [B2],VAL
527,9.943396226415095,-0.06982725506737074,-0.10540001085504457,0.0005924599975676686,-1.258920942286573,28.30188679245283,20.754716981132077,8,-1178.4051986801821,1379.2314599152567,-3679.896342050438,-7513.167548082149,-69.43200645378185,41.66666666666667,-0.18048984356000397,53.70018975332068,A4 spy_r5 TOP terc [B2],TRAIN
299,13.0,0.09943908582671185,0.06255354506161756,0.17026993312732797,1.3531859356804956,60.86956521739131,13.043478260869565,3,-1679.3167251363348,1208.9820450519803,2973.2286662186852,-1722.099264291218,129.27081157472546,60.0,0.00022091264090469818,55.18394648829431,A4 spy_r5 TOP terc [B2],VAL
966,18.22641509433962,-0.07638914190939738,-0.1107708894759013,-0.008662843129212278,-1.882902685583145,35.84905660377358,5.660377358490567,5,-1616.869106963357,1855.1580479729714,-7379.191108447786,-9348.981485270951,-139.23002091410916,25.0,-0.18646510287971052,49.896480331262936,A5 qqq_gap>0 [B2],TRAIN
400,17.391304347826086,0.1134465369513225,0.07442853475326967,0.18162913987931723,1.7649617397599755,65.21739130434783,4.3478260869565215,2,-702.3680389349922,1410.7525100988917,4537.8614780529,-1199.0480649405113,197.29832513273476,80.0,0.015125394540415596,59.5,A5 qqq_gap>0 [B2],VAL
757,14.283018867924529,-0.15412745173821432,-0.18644736224613573,-0.08526440245384595,-3.428887797942695,32.075471698113205,9.433962264150944,8,-1842.6661587340736,897.1659286083583,-11667.448096582826,-12776.940482630276,-220.14053012420428,25.0,-0.2669041300828861,48.61294583883752,A6 qqq_r5>0 (0935) [B2],TRAIN
360,15.652173913043478,0.061265380658424164,0.023315310117191127,0.1320407554188001,0.9171748434177152,52.17391304347826,13.043478260869565,3,-1380.519578931924,1283.482651879546,2205.5537037032705,-2522.123528295092,95.89363929144655,60.0,-0.03964673157466117,55.55555555555556,A6 qqq_r5>0 (0935) [B2],VAL
1331,25.11320754716981,-0.12003787145512682,-0.15308972992878508,-0.051554358688539574,-3.4894667119973297,24.528301886792452,1.8867924528301887,7,-2231.432721493132,1814.8908985813755,-15977.040690677386,-17092.702061393662,-301.45359793730915,16.666666666666664,-0.23147609942179778,49.135987978963186,A7 qqq_imb not sell-side [B2],TRAIN
501,21.782608695652176,-0.040423196740410026,-0.07945194209930655,0.029791767670051858,-0.7285477246964925,34.78260869565217,8.695652173913043,7,-842.9583603576032,913.550032913369,-2025.2021566945423,-3176.1860050791747,-88.05226768237141,20.0,-0.14657305974841983,57.08582834331337,A7 qqq_imb not sell-side [B2],VAL
251,4.735849056603773,-0.14616745389270766,-0.17844394652561857,-0.07885776023462118,-1.8451906539707186,16.9811320754717,49.056603773584904,3,-1022.5419001456511,587.2456570357349,-3668.8030927069626,-4487.3602553192595,-69.22269986239552,25.0,-0.2625209690998723,47.410358565737056,A8 qqq_imb BUY [B2],TRAIN
95,4.130434782608695,-0.08861181637601653,-0.12152222156372418,-0.01679333097479436,-0.7230139282413809,13.043478260869565,56.52173913043478,3,-540.1339468976307,913.550032913369,-841.8122555721573,-1978.7728433716916,-36.60053285096336,60.0,-0.20306265060953885,56.84210526315789,A8 qqq_imb BUY [B2],VAL
941,17.754716981132077,-0.08361740190790211,-0.11860572149982578,-0.01583300066575948,-2.0586181007592983,35.84905660377358,7.547169811320755,5,-1772.732405497888,1814.8908985813755,-7868.397519533588,-9838.187896356752,-148.4603305572375,25.0,-0.19223290722908296,50.690754516471834,A9 spy_pm_ret>0 [B2],TRAIN
396,17.217391304347824,0.06087892262696992,0.021211824287548756,0.12993037351601572,0.9440468195348761,56.52173913043478,4.3478260869565215,3,-702.3680389349922,1157.7739686691311,2410.805336028009,-1183.7432040669803,104.81762330556562,60.0,-0.04125525270397346,58.58585858585859,A9 spy_pm_ret>0 [B2],VAL
531,10.018867924528301,-0.12710528667503826,-0.16241176740790697,-0.05715871656601713,-2.3831195807193555,13.20754716981132,64.15094339622641,4,-2135.883654663359,1814.8908985813755,-6749.290722444532,-7507.381841817474,-127.34510797065154,28.57142857142857,-0.23999873248937706,51.78907721280602,A10 spy_vol20 BOT terc [B2],TRAIN
293,12.73913043478261,0.00796374001951924,-0.030437948556959162,0.07579144947037743,0.11013344924771944,13.043478260869565,56.52173913043478,5,-764.5510477706638,1371.2578112641454,233.33758257191474,-1090.127529149786,10.145112285735424,33.33333333333333,-0.09846568111719664,58.02047781569966,A10 spy_vol20 BOT terc [B2],VAL
604,11.39622641509434,-0.13561602243097798,-0.16859154132528034,-0.06677704801192098,-2.6840107335662235,13.20754716981132,56.60377358490566,4,-2135.883654663359,1814.8908985813755,-8191.207754831069,-8803.822367128849,-154.55108971379374,14.285714285714285,-0.2500814269360303,47.682119205298015,A11 qqq_vol20 BOT terc [B2],TRAIN
151,6.565217391304348,-0.10434546912989104,-0.14365446707014434,-0.03388410219158181,-1.038944583109142,4.3478260869565215,73.91304347826086,5,-764.5510477706638,46.014875433197446,-1575.6165838613547,-1621.631459294552,-68.50506886353716,0.0,-0.22095115938402624,54.3046357615894,A11 qqq_vol20 BOT terc [B2],VAL
1309,24.69811320754717,-0.1225742724449696,-0.1563598586828561,-0.053983199304944884,-3.5582051186424057,28.30188679245283,1.8867924528301887,7,-2116.461912350345,1657.9380470322442,-16044.972263046522,-17867.96946668595,-302.7353257178589,25.0,-0.2342927657660369,50.114591291061885,A12 skip weekday 0 [B2],TRAIN
597,25.956521739130434,-0.00966673105366054,-0.047192468144666315,0.05981978083205558,-0.1884982061744397,43.47826086956522,4.3478260869565215,4,-1036.8139729031498,1283.482651879546,-577.1038439035342,-3339.363719044852,-25.091471474066704,60.0,-0.11492342403059652,56.11390284757118,A12 skip weekday 0 [B2],VAL
617,11.641509433962264,-0.10200599363757763,-0.1361307113544809,-0.03238473314637246,-2.0188299887675365,33.9622641509434,13.20754716981132,8,-1238.782944099052,897.1659286083583,-6293.76980743854,-9396.009296939868,-118.75037372525547,33.33333333333333,-0.2120213892540929,51.53970826580226,A13 spy_r5>0 AND qqq_r5>0 [B2],TRAIN
279,12.130434782608695,0.09152527079922389,0.05432102509204659,0.16288474579923407,1.2010163730903487,60.86956521739131,13.043478260869565,3,-1380.519578931924,1208.9820450519803,2553.555055298346,-1885.3251067831484,111.02413283905852,60.0,-0.008133484691643229,54.121863799283155,A13 spy_r5>0 AND qqq_r5>0 [B2],VAL
482,9.09433962264151,0.0069068004990485736,-0.02898468787041399,0.07508281078756789,0.11903834216860244,37.735849056603776,24.528301886792452,4,-1178.4051986801821,1792.386260098386,332.90778405414136,-4599.226412508104,6.281278944417761,41.66666666666667,-0.10116964470812809,52.4896265560166,A14 gap>0 AND r5>0 [B2],TRAIN
214,9.304347826086957,0.19122396676710857,0.15080055004249207,0.2609211983829402,2.1513038516199052,65.21739130434783,21.73913043478261,2,-702.3680389349922,1208.9820450519803,4092.192888816122,-971.8060300827042,177.92142994852705,80.0,0.09441258392934092,60.747663551401864,A14 gap>0 AND r5>0 [B2],VAL
1007,19.0,-0.054374124084243386,-0.055056069577605754,0.0056489963870398,-1.255158086216787,43.39622641509434,7.547169811320755,5,-2259.4625273929946,1837.2709417409778,-5475.474295283308,-9741.528758382374,-103.3108357600624,33.33333333333333,-0.16324166075809973,0.6951340615690168,A1 spy_gap>0 [B0],TRAIN
445,19.347826086956523,0.06125617867300019,0.060220673049754925,0.12506447416322428,0.9255637715698282,56.52173913043478,4.3478260869565215,3,-1127.5359327976837,1477.9290991802686,2725.8999509485084,-2182.5234748460052,118.51738917167428,60.0,-0.04368902364880987,0.8988764044943821,A1 spy_gap>0 [B0],VAL
796,15.018867924528301,-0.02690143137326685,-0.02767874077423533,0.034072049076615395,-0.5493123073853262,45.28301886792453,7.547169811320755,4,-1805.2315855323748,1587.8529059278649,-2141.3539373120416,-5877.015471796181,-40.40290447758569,33.33333333333333,-0.13339386567061307,0.7537688442211055,A2 |spy_gap|<=med [B0],TRAIN
372,16.17391304347826,-0.04737121684323673,-0.048131857057006684,0.017883141143731303,-0.6802569653441735,34.78260869565217,21.73913043478261,3,-2237.737030085216,1843.0101792570183,-1762.2092665684063,-3397.0287907800903,-76.61779419862636,40.0,-0.1568388977614985,0.5376344086021506,A2 |spy_gap|<=med [B0],VAL
877,16.547169811320753,-0.026204644790196668,-0.02717659773356107,0.03543522972445645,-0.5599930362874258,52.83018867924528,3.7735849056603774,4,-1714.666648470475,1738.2682415107206,-2298.1473481002477,-7684.404967445556,-43.361270718872596,58.333333333333336,-0.1324498997187613,0.9122006841505131,A3 spy_r5>0 (0935) [B0],TRAIN
419,18.217391304347824,0.0301744485872795,0.029441517872367116,0.09624274585685637,0.45523061843471163,52.17391304347826,8.695652173913043,3,-2205.3195227763867,1763.9186988728638,1264.3093958070115,-4086.4894804877886,54.96997373073963,60.0,-0.07304958286292519,0.7159904534606205,A3 spy_r5>0 (0935) [B0],VAL
572,10.79245283018868,-0.09459129485819216,-0.09555098696957721,-0.03126628669465368,-1.6577217350816327,33.9622641509434,20.754716981132077,5,-1523.695661192364,1115.208112823573,-5410.62206588859,-8401.128552066077,-102.08720879035076,41.66666666666667,-0.20559431013977142,0.8741258741258742,A4 spy_r5 TOP terc [B0],TRAIN
351,15.26086956521739,-0.036275585732876814,-0.036534055482923024,0.03133699106962333,-0.509052709597266,43.47826086956522,13.043478260869565,3,-2565.9278609005337,1202.394112000971,-1273.273059223976,-5120.377658700803,-55.359698227129385,60.0,-0.14560889713514294,0.2849002849002849,A4 spy_r5 TOP terc [B0],VAL
1017,19.18867924528302,-0.04465951669582163,-0.0454920363765876,0.01523409150456545,-1.0304655865376817,43.39622641509434,5.660377358490567,5,-2221.9375129908367,1837.2709417409778,-4541.87284796506,-8354.237189028308,-85.6957141125483,50.0,-0.15191048768258497,0.7866273352999017,A5 qqq_gap>0 [B0],TRAIN
458,19.91304347826087,0.10154067021025939,0.10087015062609284,0.16514820610734113,1.5527853925613198,52.17391304347826,4.3478260869565215,3,-696.5149991366949,1477.9290991802686,4650.56269562988,-918.5412450235605,202.19837807086435,60.0,0.0017844453571663344,0.6550218340611353,A5 qqq_gap>0 [B0],VAL
802,15.132075471698114,-0.10366659098553764,-0.10435075264125976,-0.04116054603454363,-2.1581220334729663,39.62264150943396,9.433962264150944,5,-2035.9084371197882,1738.2682415107206,-8314.060597040118,-11252.40868879773,-156.86906786868147,25.0,-0.2161390838809595,0.7481296758104738,A6 qqq_r5>0 (0935) [B0],TRAIN
429,18.652173913043477,-0.052421563591034094,-0.05329088508185526,0.015301376741161919,-0.8077008413842661,34.78260869565217,13.043478260869565,6,-2205.3195227763867,1280.2397201153456,-2248.885078055363,-5291.425202948232,-97.77761208936361,40.0,-0.16255837984694496,0.6993006993006993,A6 qqq_r5>0 (0935) [B0],VAL
1387,26.169811320754718,-0.10248648553369244,-0.10331008923894168,-0.0412752489733811,-2.8013596189499688,37.735849056603776,1.8867924528301887,7,-2718.162843388239,1281.0510993463395,-14214.87554352314,-14750.35755309988,-268.2051989343989,8.333333333333332,-0.21349909649841423,0.7930785868781542,A7 qqq_imb not sell-side [B0],TRAIN
586,25.47826086956522,-0.08357226851158207,-0.0840551322650333,-0.01727166768760511,-1.5082407324460811,30.434782608695656,8.695652173913043,5,-2076.2967819695546,1992.744048879139,-4897.33493477871,-6044.927507841637,-212.9276058599439,40.0,-0.19525172741087407,0.3412969283276451,A7 qqq_imb not sell-side [B0],VAL
254,4.7924528301886795,-0.0807704532233729,-0.08178222778328503,-0.020880939748818713,-0.9572195866253256,18.867924528301888,49.056603773584904,3,-998.1309532637406,621.1171794684883,-2051.5695118736717,-3002.4026327662496,-38.70885871459758,33.33333333333333,-0.19221230573184356,0.7874015748031495,A8 qqq_imb BUY [B0],TRAIN
118,5.130434782608695,-0.2866272440834094,-0.2879298036833743,-0.2172365730261405,-2.4153246910939488,13.043478260869565,56.52173913043478,1,-1585.7317081284987,458.3940939756524,-3382.20148018423,-4116.439305791906,-147.05223826887956,20.0,-0.4085017552368983,0.847457627118644,A8 qqq_imb BUY [B0],VAL
1007,19.0,-0.054374124084243386,-0.055056069577605754,0.0056489963870398,-1.255158086216787,43.39622641509434,7.547169811320755,5,-2259.4625273929946,1837.2709417409778,-5475.474295283308,-9741.528758382374,-103.3108357600624,33.33333333333333,-0.16324166075809973,0.6951340615690168,A9 spy_pm_ret>0 [B0],TRAIN
445,19.347826086956523,0.06125617867300019,0.060220673049754925,0.12506447416322428,0.9255637715698282,56.52173913043478,4.3478260869565215,3,-1127.5359327976837,1477.9290991802686,2725.8999509485084,-2182.5234748460052,118.51738917167428,60.0,-0.04368902364880987,0.8988764044943821,A9 spy_pm_ret>0 [B0],VAL
562,10.60377358490566,-0.1414086682254333,-0.14238403741216468,-0.08105954998438031,-2.4956127032498703,9.433962264150944,64.15094339622641,7,-1757.1027752941213,1234.341723083452,-7947.167154269351,-8886.523024105185,-149.9465500805538,14.285714285714285,-0.25722195796860203,0.8896797153024912,A10 spy_vol20 BOT terc [B0],TRAIN
350,15.217391304347826,-0.015049384631333552,-0.01673313893660312,0.04945712893208976,-0.2054636829889934,26.08695652173913,56.52173913043478,2,-1081.5870679824095,570.1734277159873,-526.7284620966742,-2326.633123040507,-22.901237482464097,33.33333333333333,-0.12363227751459484,1.4285714285714286,A10 spy_vol20 BOT terc [B0],VAL
641,12.09433962264151,-0.1876130971344338,-0.18846825701422013,-0.12596410130666916,-3.570785188674708,11.320754716981133,56.60377358490566,7,-1757.1027752941213,1172.6360349590598,-12025.999526317208,-12025.999526317208,-226.90565143994732,0.0,-0.3017887610845619,0.7800312012480499,A11 qqq_vol20 BOT terc [B0],TRAIN
166,7.217391304347826,-0.10077126842099643,-0.10300064866242971,-0.03467093720376374,-0.9592185366125191,13.043478260869565,73.91304347826086,2,-1081.5870679824095,228.9728383048718,-1672.8030557885413,-1935.6813515502126,-72.73056764298006,50.0,-0.22045614953155082,1.8072289156626504,A11 qqq_vol20 BOT terc [B0],VAL
1361,25.67924528301887,-0.07827544781205513,-0.07865498235176668,-0.017192450883260466,-2.1046091113047987,47.16981132075472,1.8867924528301887,6,-2259.4625273929946,1771.7898148214279,-10653.288447220704,-14243.156300928344,-201.00544240039065,25.0,-0.18682126427466833,0.36737692872887584,A12 skip weekday 0 [B0],TRAIN
697,30.304347826086957,-0.07311905059185299,-0.07396455131903282,-0.007252971054391811,-1.420505511426125,34.78260869565217,4.3478260869565215,6,-2044.4875172138225,1477.9290991802686,-5096.397826252153,-8110.458197600361,-221.58251418487623,40.0,-0.18199439460617134,0.7173601147776184,A12 skip weekday 0 [B0],VAL
659,12.433962264150944,-0.09598167484599121,-0.09681429646646031,-0.032616057412336086,-1.8142020394058773,37.735849056603776,13.20754716981132,5,-1523.695661192364,1738.2682415107206,-6325.19237235082,-8381.77883225217,-119.34325230850604,41.66666666666667,-0.2055478441850975,0.9104704097116844,A13 spy_r5>0 AND qqq_r5>0 [B0],TRAIN
327,14.217391304347826,-0.00022258275609023006,-0.0005000227630205788,0.0671850019620795,-0.00300227603919075,39.130434782608695,13.043478260869565,6,-2205.3195227763867,1280.2397201153456,-7.278456124151489,-4178.299848905988,-0.31645461409354303,60.0,-0.10907482630755254,0.3058103975535168,A13 spy_r5>0 AND qqq_r5>0 [B0],VAL
533,10.056603773584905,0.007333116664923791,0.006406623534228955,0.06785187875317246,0.12149997037045585,37.735849056603776,24.528301886792452,4,-1523.695661192364,1837.2709417409778,390.85511824043857,-4972.997352009123,7.374624872461105,41.66666666666667,-0.09824734671505124,0.9380863039399625,A14 gap>0 AND r5>0 [B0],TRAIN
249,10.826086956521738,0.11362437556013635,0.11239105038122756,0.17799871507505674,1.2777558942962188,52.17391304347826,21.73913043478261,3,-566.4026697738084,866.3913639657558,2829.2469514473955,-1619.579250188388,123.01073701945198,60.0,0.010429061179385087,1.2048192771084338,A14 gap>0 AND r5>0 [B0],VAL
787,14.849056603773585,-0.10844145064297425,-0.14063099699367718,-0.040383795284005396,-2.3778257550595323,35.84905660377358,7.547169811320755,4,-1904.31318114982,1009.3008564182549,-8534.342165602071,-10848.102987155438,-161.02532387928437,16.666666666666664,-0.22034285732626796,47.01397712833545,F5M-1 b1 ret>0 [B2],TRAIN
377,16.391304347826086,0.06551573862032675,0.026669843824766296,0.13592686934450515,1.0049899091904277,47.82608695652174,8.695652173913043,3,-753.6235740152731,960.6600273496981,2469.9433459863176,-1171.7380412570512,107.38884112983989,80.0,-0.03607144476205705,55.172413793103445,F5M-1 b1 ret>0 [B2],VAL
588,11.09433962264151,-0.08577482008283371,-0.11680722441359952,-0.0191541497373781,-1.6086366567578483,26.41509433962264,26.41509433962264,4,-1813.515128347362,1676.5503284015215,-5043.559420870622,-6354.883832339587,-95.16149850699286,33.33333333333333,-0.19694560301389102,47.44897959183674,F5M-2 b1rng/ATR TOP [B2],TRAIN
368,16.0,-0.02586776778359597,-0.06464825631719039,0.04520388637136653,-0.4000675170623586,39.130434782608695,17.391304347826086,3,-1256.1700232435776,925.2041790601955,-951.9338544363318,-2290.7757252974684,-41.388428453753555,40.0,-0.13500987120964317,55.434782608695656,F5M-2 b1rng/ATR TOP [B2],VAL
503,9.49056603773585,-0.1013965115011641,-0.13612073170603897,-0.03260741652411981,-1.8106690000832504,30.18867924528302,22.641509433962266,3,-2231.432721493132,1424.4412619509976,-5100.244528508555,-6335.768201377846,-96.23102883978406,25.0,-0.21503477301171164,52.087475149105366,F5M-3 b1rng/ATR BOT [B2],TRAIN
95,4.130434782608695,0.2056365994466812,0.16513667328325213,0.273229313175129,1.5319998071259022,26.08695652173913,65.21739130434783,1,-63.9402075056833,535.9733917980362,1953.5476947434713,-63.940207505683304,84.93685629319441,100.0,0.10713119206557864,62.10526315789474,F5M-3 b1rng/ATR BOT [B2],VAL
576,10.867924528301886,-0.03729687715584628,-0.06847893402214783,0.02809424346883132,-0.6847322385208967,28.30188679245283,24.528301886792452,4,-1493.9975978669888,1676.5503284015215,-2148.3001241767456,-4904.406159764687,-40.53396460710841,41.66666666666667,-0.14453495287338586,48.09027777777778,F5M-4 b1vol/20d TOP [B2],TRAIN
198,8.608695652173912,-0.03770867148234163,-0.07609490547180386,0.03259055224280966,-0.4229577142934914,34.78260869565217,30.434782608695656,2,-606.0010215182509,723.9298079047902,-746.6316953503642,-1334.9485744654637,-32.46224762392888,60.0,-0.14503571532236698,55.05050505050505,F5M-4 b1vol/20d TOP [B2],VAL
514,9.69811320754717,-0.19484114083068715,-0.228193664884932,-0.12577107508142857,-3.5759320016613985,15.09433962264151,30.18867924528302,9,-1208.8908213474808,610.8196426321068,-10014.834638697317,-10348.631538520769,-188.95914412636446,16.666666666666664,-0.31077116999801885,49.221789883268485,F5M-5 b1vol/20d BOT [B2],TRAIN
230,10.0,0.11818418151532326,0.08026712045611674,0.18395993710057737,1.4191960010577445,43.47826086956522,26.08695652173913,1,-487.56999927873795,1007.181847536548,2718.2361748524354,-618.9894169526289,118.18418151532327,60.0,0.015645373275369523,61.73913043478261,F5M-5 b1vol/20d BOT [B2],VAL
745,14.056603773584905,-0.12566236138527037,-0.1577494653143729,-0.056921346826329516,-2.688326511205549,37.735849056603776,7.547169811320755,5,-1966.1877200168158,1009.3008564182549,-9361.845923202643,-10456.084428965432,-176.6386023245782,25.0,-0.23892498111741178,47.24832214765101,F5M-6 b1 closepos>=.5 [B2],TRAIN
333,14.478260869565217,-0.045391377340056355,-0.08632358309666051,0.02577356561883997,-0.6766327532358499,34.78260869565217,8.695652173913043,6,-753.6235740152731,675.817572142166,-1511.5328654238765,-2814.9228752223253,-65.71882023582071,20.0,-0.15431196030945785,56.75675675675676,F5M-6 b1 closepos>=.5 [B2],VAL
816,15.39622641509434,-0.07049461591188687,-0.10240990242402243,-0.003186158076198299,-1.5773853016520887,37.735849056603776,1.8867924528301887,5,-1966.1877200168158,1792.386260098386,-5752.360658409968,-9652.84777051464,-108.53510676245223,50.0,-0.17913014506321084,48.40686274509804,F5M-7 gap-and-GO [B2],TRAIN
373,16.217391304347824,0.08652762423361758,0.047148252267256587,0.15643172382922388,1.3199836332064883,60.86956521739131,13.043478260869565,3,-917.9839380586623,1461.960586481741,3227.4803839139354,-1894.54180996713,140.32523408321458,60.0,-0.01496718699318341,60.58981233243968,F5M-7 gap-and-GO [B2],VAL
806,15.20754716981132,-0.14383598100769487,-0.17779682965161037,-0.07517604971053655,-3.2814690337503074,32.075471698113205,7.547169811320755,5,-1544.6717042894377,1579.0600702427691,-11593.180069220207,-11593.18006922021,-218.7392465890605,16.666666666666664,-0.25771012585623915,49.87593052109181,F5M-8 gap-FADE [B2],TRAIN
333,14.478260869565217,-0.07010016096309614,-0.10774995236162031,0.00015471531454297788,-1.032001853405422,39.130434782608695,8.695652173913043,4,-957.3728770391667,496.3744937565526,-2334.3353600711007,-2380.3502355042983,-101.49284174222177,0.0,-0.18047775602822685,53.153153153153156,F5M-8 gap-FADE [B2],VAL
817,15.415094339622641,-0.0946851101446575,-0.0951984379459194,-0.03225240272405785,-1.972558279525517,43.39622641509434,7.547169811320755,3,-1372.5832295868568,918.7339409379271,-7735.773498818518,-9703.652958670342,-145.95799054374564,16.666666666666664,-0.20455391182580865,0.4895960832313341,F5M-1 b1 ret>0 [B0],TRAIN
451,19.608695652173914,-0.021856136364780475,-0.02214273531539371,0.04425160148750768,-0.34283095814751774,39.130434782608695,8.695652173913043,6,-1585.7317081284987,1763.9186988728638,-985.7117500515998,-4325.809166726633,-42.85703261093912,40.0,-0.1297586111975514,0.22172949002217296,F5M-1 b1 ret>0 [B0],VAL
870,16.41509433962264,-0.07217658334141262,-0.07285573066710797,-0.011734582044265529,-1.549825156229803,35.84905660377358,1.8867924528301887,4,-1523.695661192364,1837.2709417409778,-6279.362750702899,-9558.481135359329,-118.47854246609242,25.0,-0.18181444432868707,0.6896551724137931,F5M-7 gap-and-GO [B0],TRAIN
454,19.73913043478261,-0.05417612086635197,-0.055135618606546886,0.01223886477993892,-0.8429449787956338,34.78260869565217,13.043478260869565,5,-1030.9570330410688,866.3913639657558,-2459.595887332379,-4743.486181344319,-106.9389516231469,40.0,-0.1630839425190703,0.881057268722467,F5M-7 gap-and-GO [B0],VAL
829,15.641509433962264,-0.03689948108055894,-0.07193908308195537,0.032191540601933265,-0.8298124184538577,43.39622641509434,3.7735849056603774,4,-1189.0108143596967,1656.465305096684,-3058.9669815783336,-7999.323372605825,-57.716358142987424,58.333333333333336,-0.14462679355840174,51.99034981905911,T SPY 0935 sgn [B2],TRAIN
365,15.869565217391305,0.09422589264474344,0.055512380449034913,0.16513250738438082,1.4110105010060183,65.21739130434783,8.695652173913043,3,-1380.519578931924,1208.9820450519803,3439.245081533136,-1885.3251067831484,149.53239484926678,60.0,-0.009198685402232917,56.16438356164384,T SPY 0935 sgn [B2],VAL
103,1.9433962264150944,0.007262150106565275,-0.024411538492366932,0.07699687584137194,0.05410135846034026,13.20754716981132,73.58490566037736,2,-763.1858777243916,677.3851680953227,74.80014609762213,-1444.9173284998221,1.4113235112758893,50.0,-0.11424015597643822,49.51456310679612,T SPY 0935 p20 [B2],TRAIN
67,2.9130434782608696,-0.1822434475083168,-0.2197669947005301,-0.10602276118477202,-1.2196570526816932,13.043478260869565,69.56521739130434,2,-1052.420720219684,402.682303340355,-1221.0310983057225,-1512.5831486164063,-53.088308621987935,50.0,-0.31939463140079294,52.23880597014925,T SPY 0935 p20 [B2],VAL
18,0.33962264150943394,0.12664922041688836,0.09459665863378619,0.19182793473126777,0.35899431290240363,1.8867924528301887,96.22641509433963,1,-68.72366274620866,296.69225949660756,227.9685967503989,-68.72366274620867,4.301294278309413,50.0,,44.44444444444444,T SPY 0935 p40 [B2],TRAIN
0,0.0,,,,,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0,,,,T SPY 0935 p40 [B2],VAL
0,0.0,,,,,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0,,,,T SPY 0935 p60 [B2],TRAIN
0,0.0,,,,,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0,,,,T SPY 0935 p60 [B2],VAL
