cell,split,obs,mu,p5,p95,outside
T SPY 0935 sgn [B0],TRAIN,52.83018867924528,44.386792452830186,37.735849056603776,50.943396226415096,ABOVE
T SPY 0935 sgn [B0],VAL,52.17391304347826,48.80434782608696,39.130434782608695,60.86956521739131,inside
T SPY 0940 sgn [B0],TRAIN,39.62264150943396,35.6688679245283,28.30188679245283,43.39622641509434,inside
T SPY 0940 sgn [B0],VAL,43.47826086956522,38.623913043478254,30.434782608695656,47.82608695652174,inside
T SPY 0945 sgn [B0],TRAIN,43.39622641509434,33.53679245283019,26.41509433962264,39.62264150943396,ABOVE
T SPY 0945 sgn [B0],VAL,47.82608695652174,40.15869565217391,30.434782608695656,52.17391304347826,inside
T SPY 0950 sgn [B0],TRAIN,43.39622641509434,40.949056603773585,33.9622641509434,47.16981132075472,inside
T SPY 0950 sgn [B0],VAL,60.86956521739131,48.49782608695652,39.130434782608695,60.86956521739131,inside
T SPY 1000 sgn [B0],TRAIN,41.509433962264154,35.52169811320754,28.30188679245283,41.509433962264154,inside
T SPY 1000 sgn [B0],VAL,56.52173913043478,51.35217391304348,43.260869565217405,60.86956521739131,inside
T SPY 1015 sgn [B0],TRAIN,41.509433962264154,34.51792452830189,28.30188679245283,41.509433962264154,inside
T SPY 1015 sgn [B0],VAL,43.47826086956522,50.37173913043478,39.130434782608695,60.86956521739131,inside
T SPY 1030 sgn [B0],TRAIN,37.735849056603776,33.09905660377358,26.41509433962264,39.62264150943396,inside
T SPY 1030 sgn [B0],VAL,47.82608695652174,47.02173913043478,34.78260869565217,56.52173913043478,inside
T QQQ 0935 sgn [B0],TRAIN,39.62264150943396,33.33679245283019,26.41509433962264,39.62264150943396,inside
T QQQ 0935 sgn [B0],VAL,34.78260869565217,36.547826086956526,26.08695652173913,47.82608695652174,inside
T QQQ 0940 sgn [B0],TRAIN,39.62264150943396,33.75,26.41509433962264,39.62264150943396,inside
T QQQ 0940 sgn [B0],VAL,47.82608695652174,37.49565217391305,26.08695652173913,47.82608695652174,inside
T QQQ 0945 sgn [B0],TRAIN,39.62264150943396,36.859433962264156,30.18867924528302,43.39622641509434,inside
T QQQ 0945 sgn [B0],VAL,47.82608695652174,42.53260869565218,30.434782608695656,52.17391304347826,inside
T QQQ 0950 sgn [B0],TRAIN,39.62264150943396,37.41603773584905,30.18867924528302,43.39622641509434,inside
T QQQ 0950 sgn [B0],VAL,52.17391304347826,51.97826086956522,43.47826086956522,60.86956521739131,inside
T QQQ 1000 sgn [B0],TRAIN,45.28301886792453,36.41415094339623,30.18867924528302,43.39622641509434,ABOVE
T QQQ 1000 sgn [B0],VAL,47.82608695652174,51.95,43.47826086956522,60.86956521739131,inside
T QQQ 1015 sgn [B0],TRAIN,35.84905660377358,32.737735849056605,26.41509433962264,39.62264150943396,inside
T QQQ 1015 sgn [B0],VAL,39.130434782608695,50.52173913043478,39.130434782608695,60.86956521739131,inside
T QQQ 1030 sgn [B0],TRAIN,37.735849056603776,32.175471698113206,26.41509433962264,39.62264150943396,inside
T QQQ 1030 sgn [B0],VAL,47.82608695652174,47.9608695652174,39.130434782608695,56.52173913043478,inside
ROLL-SPY ret0930_sig sgn [B2],TRAIN,41.509433962264154,39.16509433962264,32.075471698113205,45.28301886792453,inside
ROLL-SPY ret0930_sig sgn [B2],VAL,56.52173913043478,57.141304347826086,47.82608695652174,65.21739130434783,inside
ROLL-SPY ret0930_sig p20 [B2],TRAIN,35.84905660377358,34.16981132075471,26.41509433962264,41.509433962264154,inside
ROLL-SPY ret0930_sig p20 [B2],VAL,39.130434782608695,38.52391304347827,30.434782608695656,47.82608695652174,inside
ROLL-SPY ret0930_sig p40 [B2],TRAIN,26.41509433962264,25.895283018867925,20.754716981132077,32.075471698113205,inside
ROLL-SPY ret0930_sig p40 [B2],VAL,34.78260869565217,31.419565217391305,21.73913043478261,39.130434782608695,inside
ROLL-SPY ret0930_sig p60 [B2],TRAIN,20.754716981132077,21.74245283018868,16.9811320754717,26.41509433962264,inside
ROLL-SPY ret0930_sig p60 [B2],VAL,30.434782608695656,27.434782608695656,17.391304347826086,34.78260869565217,inside
HOD-SPY TRAIN top terc [B2],TRAIN,32.075471698113205,36.636792452830186,30.18867924528302,43.39622641509434,inside
HOD-SPY TRAIN top terc [B2],VAL,43.47826086956522,57.04347826086957,47.82608695652174,65.21739130434783,below
HOD-SPY within 0.10% [B2],TRAIN,39.62264150943396,42.02264150943396,35.84905660377358,49.056603773584904,inside
HOD-SPY within 0.10% [B2],VAL,39.130434782608695,53.302173913043475,43.47826086956522,65.21739130434783,below
HOD-SPY within 0.20% [B2],TRAIN,37.735849056603776,36.50471698113207,30.18867924528302,43.39622641509434,inside
HOD-SPY within 0.20% [B2],VAL,47.82608695652174,56.46304347826087,47.82608695652174,65.21739130434783,inside
HOD-SPY within 0.30% [B2],TRAIN,32.075471698113205,34.45283018867924,28.30188679245283,41.509433962264154,inside
HOD-SPY within 0.30% [B2],VAL,34.78260869565217,48.73478260869565,39.130434782608695,56.52173913043478,below
