base,idx,gate,thr,TRAIN_green,TRAIN_total,TRAIN_perwk,TRAIN_sepg,TRAIN_sept,TRAIN_septc,TRAIN_late_gated,TRAIN_late_ungated,VAL_green,VAL_total,VAL_perwk,VAL_sepg,VAL_sept,VAL_septc,VAL_late_gated,VAL_late_ungated
B2,spy,1000,p60,32.075471698113205,-9293.91346170735,17.41509433962264,0.028444505015198136,0.5970483154197879,0.047301228283431446,-737.4560499432541,-9398.943685286567,56.52173913043478,3433.1117820584013,19.695652173913043,0.44127521319489604,2.3131234853431915,8.974843639621708,247.31624423103813,-7547.061181145002
B2,spy,1015,sgn,28.30188679245283,-13531.061886687847,24.943396226415093,0.2447008327599706,3.9797279440511106,0.8124771096201311,-7700.151339739431,-11624.603011964413,47.82608695652174,2298.43109553579,25.869565217391305,-0.015983701893026836,-0.16688084014523563,-0.12548810891324322,-6366.32849837412,-9924.73649659532
B2,spy,1015,p20,28.30188679245283,-14138.507379486313,22.49056603773585,0.23377081199470592,4.258032673923326,0.6216595019915891,-7085.933096585718,-11624.603011964413,52.17391304347826,3787.7675627074955,24.0,0.15602056354457453,1.8358309487888471,1.5214358471190468,-1425.7973271546857,-9924.73649659532
B2,spy,1015,p40,32.075471698113205,-13506.21720395434,20.81132075471698,0.25854667675599036,4.869420570438442,0.5577145206914973,-5445.186495599245,-11624.603011964413,39.130434782608695,2830.410400155332,22.0,-0.004490941012867636,-0.01629608832181198,-0.015508107853967036,-781.7402777820064,-9924.73649659532
B2,spy,1015,p60,32.075471698113205,-11416.38355218001,20.150943396226417,0.3405829748152436,6.528418974127842,0.7061993039388934,-1992.9821459348077,-11624.603011964413,39.130434782608695,3005.0310781848916,21.52173913043478,,,,-162.3498760894936,-9924.73649659532
B2,spy,1030,sgn,32.075471698113205,-16008.213809728266,26.20754716981132,0.5165723581522443,7.4360591596777565,2.5272702159176714,-83.28263054812362,-2526.0722946801734,47.82608695652174,1389.950863001916,26.17391304347826,0.03667213379619533,0.3584200935577284,0.2838191778280642,-364.36617899564294,-2403.673880565195
B2,spy,1030,p20,24.528301886792452,-19268.776864533622,23.943396226415093,0.5281790136435096,8.550943884244118,2.6025724455705586,-1268.5175746239615,-2526.0722946801734,52.17391304347826,2486.0592880902777,25.304347826086957,0.16325790376728846,1.6818140053643729,1.4003662199021412,1994.6628806055671,-2403.673880565195
B2,spy,1030,p40,26.41509433962264,-19502.18791469837,22.528301886792452,0.6055519289764533,10.679820831736174,3.5421866277938503,-2790.4578002390876,-2526.0722946801734,43.47826086956522,1848.7510912771984,23.652173913043477,0.02619985540159739,0.24884943895876288,0.22163068596245322,871.0261231335919,-2403.673880565195
B2,spy,1030,p60,26.41509433962264,-17222.657930612517,21.962264150943398,0.7307435193845201,13.434146302920857,6.996182435391529,-25.432189133667833,-2526.0722946801734,43.47826086956522,1804.0889880924126,23.17391304347826,0.02865397018717909,0.18916097863727224,0.15445631317744118,638.5700408470461,-2403.673880565195
B2,qqq,0935,sgn,32.075471698113205,-11667.448096582826,14.283018867924529,0.29958992517029165,8.227430404236557,1.4271326284672414,-11667.448096582826,-17345.540727630174,52.17391304347826,2205.5537037032705,15.652173913043478,0.11050915281261878,2.129814692387499,1.3233703953193903,2205.5537037032705,893.1450238428342
B2,qqq,0935,p20,15.09433962264151,-4425.144446287573,4.377358490566038,0.5131671944648483,12.762920091846278,2.112982508380107,-4425.144446287573,-17345.540727630174,47.82608695652174,1406.3760184351809,7.130434782608695,0.06633939477485597,1.1563809840926311,0.7117322495730172,1406.3760184351809,893.1450238428342
B2,qqq,0935,p40,5.660377358490567,-110.18023098838478,0.9433962264150944,0.7978438093759967,19.44442886276105,5.805129415513445,-110.18023098838478,-17345.540727630174,13.043478260869565,478.71008516654376,1.7391304347826086,0.12842815861233217,1.415520872731133,0.7353482075904737,478.71008516654376,893.1450238428342
B2,qqq,0935,p60,1.8867924528301887,608.661505349114,0.2641509433962264,0.2727066687915961,1.340770320577617,1.334826686839892,608.661505349114,-17345.540727630174,4.3478260869565215,471.5294494658366,0.2608695652173913,0.3165945012398881,2.017114918902044,7.258870270064219,471.5294494658366,893.1450238428342
B2,qqq,0940,sgn,37.735849056603776,-12594.920616753692,19.433962264150942,0.3490838545515035,8.708233030739711,1.5100662070139899,-11413.654804333604,-17290.55090378178,52.17391304347826,826.1055053187605,21.17391304347826,-0.07122838833322215,-1.2583246082570005,-0.8125926525673757,-4012.7051400597434,-5017.040393780348
B2,qqq,0940,p20,39.62264150943396,-7685.886913204178,14.245283018867925,0.4519259301220473,10.979278004915669,1.7683884948715818,-5871.795476784007,-17290.55090378178,65.21739130434783,2064.920283746342,17.434782608695652,-0.013881442535025485,-0.22030311137203282,-0.14220463645722073,-932.6488090101949,-5017.040393780348
B2,qqq,0940,p40,39.62264150943396,-4460.015456625378,11.20754716981132,0.6365404358727459,14.723475135706435,2.6206453953463282,-1610.9517822235575,-17290.55090378178,52.17391304347826,412.7982601034513,14.434782608695652,-0.12215366214874424,-1.3711547520590848,-0.8829612117987891,-1566.9286644542278,-5017.040393780348
B2,qqq,0940,p60,41.509433962264154,-3517.1810707425843,10.69811320754717,0.7588530786542288,17.838507844426445,4.0057727592708705,202.6854659632071,-17290.55090378178,52.17391304347826,1708.3181428914522,13.521739130434783,0.2628561711240345,1.723955208565465,1.7100305609047748,917.7193265358017,-5017.040393780348
B2,qqq,0945,sgn,32.075471698113205,-12382.975416391782,20.90566037735849,0.40686199974794723,9.85128978649282,1.7449072096444933,-9005.65121174408,-17214.445785759668,56.52173913043478,2963.8814700316643,23.869565217391305,-0.011922547601387315,-0.20024083096748843,-0.12953101592327274,-3536.920495819009,-6481.753204835787
B2,qqq,0945,p20,41.509433962264154,-9299.68392032891,15.679245283018869,0.49270858501206616,11.778255450319875,1.9721260163694048,-5468.369580725901,-17214.445785759668,56.52173913043478,3201.670937413223,19.043478260869566,0.13120296607818793,1.928391543973775,1.341847956360189,256.55707939203165,-6481.753204835787
B2,qqq,0945,p40,39.62264150943396,-6238.175323614448,13.641509433962264,0.5820017384751909,13.384775822373348,2.2097957611416597,-3196.8595811853165,-17214.445785759668,65.21739130434783,2548.0193477057396,16.73913043478261,-0.021631207342214964,-0.24802057831600322,-0.19710742552896895,-781.9961543764127,-6481.753204835787
B2,qqq,0945,p60,37.735849056603776,-5059.232632578077,12.81132075471698,0.8311589897654004,19.52788937818381,5.456980750576904,386.96992137713085,-17214.445785759668,65.21739130434783,2539.374247247489,16.0,0.05539602383741823,0.3787459623961273,0.22810611688526944,513.9160070068314,-6481.753204835787
B2,qqq,0950,sgn,30.18867924528302,-10115.08919390274,22.37735849056604,0.467491248438366,10.870365306360563,1.9163845467034226,-6191.6759574102025,-14839.868979549967,56.52173913043478,2035.2028404514663,24.0,0.06810690611640784,1.0239753681203576,0.7570065456618984,-976.2404726186338,-4509.5816268238605
B2,qqq,0950,p20,33.9622641509434,-8795.991951296492,17.77358490566038,0.570967021126904,13.184010537621086,2.3362142621848343,-2792.495484770399,-14839.868979549967,60.86956521739131,3074.735903148137,21.304347826086957,0.14486444886595,2.1213223885387245,1.5392318031208365,582.8314760751372,-4509.5816268238605
B2,qqq,0950,p40,30.18867924528302,-8528.499780168711,16.245283018867923,0.6270695033493578,14.063210911149476,2.426569272981374,-4280.081014815042,-14839.868979549967,52.17391304347826,1858.4520656619893,19.043478260869566,-0.04157103280798198,-0.4975849288060975,-0.40288168797708324,146.88459060461867,-4509.5816268238605
B2,qqq,0950,p60,32.075471698113205,-7096.403918196148,15.471698113207546,0.7294730317079049,16.40871755386297,3.3204234197364246,-1363.6870662878448,-14839.868979549967,52.17391304347826,2223.2559640633503,18.52173913043478,0.02881004430566662,0.28991620637383086,0.2286491118666288,588.6929039380069,-4509.5816268238605
B2,qqq,1000,sgn,30.18867924528302,-10416.714473689775,23.81132075471698,0.09496697533003012,1.6979318887436843,0.3157604993017912,-1384.038608909719,-9398.943685286567,60.86956521739131,3869.351690583754,25.130434782608695,-0.010454125539999276,-0.1434712337769257,-0.10793455708509404,-3384.5001249596485,-7547.061181145002
B2,qqq,1000,p20,20.754716981132077,-13472.469131776676,20.9811320754717,-0.018010350514467387,-0.39515352198433656,-0.049197480839245515,-2461.3077772334223,-9398.943685286567,56.52173913043478,2745.4849261620543,23.347826086956523,-0.02366963202596141,-0.33828916222613026,-0.2552086399345577,-3043.651192499496,-7547.061181145002
B2,qqq,1000,p40,20.754716981132077,-12918.1621876422,19.245283018867923,0.021046903222189887,0.4233241514364386,0.04349258724151548,-939.7424426256827,-9398.943685286567,60.86956521739131,3138.9029565575097,21.043478260869566,0.01144183643438837,0.16078067589352063,0.10870623208100544,-2222.027853315317,-7547.061181145002
B2,qqq,1000,p60,33.9622641509434,-9832.673886451095,17.88679245283019,0.03003943283988837,0.6147952939290101,0.05354857058769076,-180.061737088379,-9398.943685286567,56.52173913043478,3244.3151640688757,20.391304347826086,-0.12237935808212308,-1.189655653600742,-0.8351604706987998,-2744.184962130314,-7547.061181145002
B2,qqq,1015,sgn,28.30188679245283,-15094.03251677759,24.81132075471698,0.17119131160213094,2.8228855698166635,0.5338718158015537,-10776.84232274561,-11624.603011964413,52.17391304347826,2923.679625546574,26.47826086956522,-0.006636335866808701,-0.04690931205853554,-0.03617395959111873,-6937.025995506613,-9924.73649659532
B2,qqq,1015,p20,26.41509433962264,-15161.390373075319,23.20754716981132,0.14894746816763602,2.6207583949637545,0.41177942133817846,-10537.942609915614,-11624.603011964413,43.47826086956522,2704.2119692586857,24.82608695652174,-0.004141367435102766,0.0017505512319876924,0.0013396648529821159,-5135.434135918717,-9924.73649659532
B2,qqq,1015,p40,26.41509433962264,-14857.077321386361,22.07547169811321,0.2048225269124301,3.7660559032799203,0.5106229738303111,-7303.035607277638,-11624.603011964413,43.47826086956522,2601.0556844792677,22.869565217391305,-0.1221631577209742,-1.299299505685965,-1.0958850566676508,-2958.1014868041325,-9924.73649659532
B2,qqq,1015,p60,30.18867924528302,-12231.331060929497,20.81132075471698,0.34530485123903876,6.556915890828629,0.7820765849450729,-2996.9501373178255,-11624.603011964413,39.130434782608695,2976.3345095615673,22.347826086956523,-0.04840020702612112,-0.4060880805246342,-0.42332087289155496,-1252.6678925402541,-9924.73649659532
B2,qqq,1030,sgn,28.30188679245283,-17799.842745419846,25.92452830188679,0.4904264440106617,7.2177963104787235,2.355820464872198,-1256.8072541067027,-2526.0722946801734,47.82608695652174,1641.1519860989,26.217391304347824,0.023238855312887594,0.24960715541225872,0.19115236118159493,-137.84796171380844,-2403.673880565195
B2,qqq,1030,p20,24.528301886792452,-19427.025550906234,24.37735849056604,0.5001707272968849,8.014549742388791,2.3796890199541636,-2112.6935534182126,-2526.0722946801734,47.82608695652174,1839.65405645435,25.652173913043477,-0.007432267947790741,-0.05085840758529671,-0.04137500189049157,96.03481889419425,-2403.673880565195
B2,qqq,1030,p40,26.41509433962264,-18564.34020320438,23.471698113207548,0.5934834695409078,9.965831302475731,3.261574794706715,-252.14838984459027,-2526.0722946801734,47.82608695652174,1964.790796000378,25.08695652173913,0.016708768037574033,0.18575879627730046,0.16084374815808333,845.946523555482,-2403.673880565195
B2,qqq,1030,p60,26.41509433962264,-17290.502501072635,22.50943396226415,0.7218989999501302,12.843977725714797,5.913428102076319,1425.7793066272015,-2526.0722946801734,43.47826086956522,2032.4680014573526,23.695652173913043,-0.0941960823164739,-0.808807963788008,-0.9069112140710116,591.3695243376644,-2403.673880565195
B0,spy,0935,sgn,52.83018867924528,-2298.1473481002477,16.547169811320753,0.2346986763473654,4.9607578981215585,1.7697469124989507,-2298.1473481002477,-14834.69463056733,52.17391304347826,1264.3093958070115,18.217391304347824,0.1653870532205204,2.6044401241833133,1.8257316029705373,1264.3093958070115,-4127.88044347165
B0,spy,0940,sgn,39.62264150943396,-9072.790217775575,17.07547169811321,0.13819690276537275,2.8583649611044386,0.9834147729843561,-7592.389084094738,-13254.547425472656,43.47826086956522,-2341.576818777265,19.956521739130434,0.03418745072073315,0.525001814847712,0.3493151640571289,-936.702068166845,-2100.7632590426697
B0,spy,0945,sgn,43.39622641509434,-10353.082135156836,16.90566037735849,0.1307207434905746,2.651993149204865,0.904606830592116,-8970.826838053563,-13503.307531741762,47.82608695652174,-1723.480514998244,19.73913043478261,0.08207168601448146,1.2461993270002656,0.8474481134843241,-3206.7479920442743,-4843.209024660369
B0,spy,0950,sgn,43.39622641509434,-5628.650972819178,19.30188679245283,0.24311983530052939,4.693098207622349,1.6862537724046283,-2534.0931585628023,-10983.24278996018,60.86956521739131,573.0757554035158,22.043478260869566,0.21404645741595776,3.1264858715948813,2.46670263806377,-658.0335037027822,-4585.235678408818
B0,spy,1000,sgn,41.509433962264154,-10396.655631062331,21.28301886792453,0.069930595160106,1.167618174427987,0.39213775843915083,-3094.932865967845,-6742.240058605353,56.52173913043478,1732.890587807507,25.52173913043478,0.14648259542054493,1.9430058573450328,1.5420807182242753,-3866.8120640717425,-7438.250336566439
B0,spy,1015,sgn,41.509433962264154,-12894.586178942816,23.660377358490567,0.11533385442591572,1.7459758214358196,0.5559279811713088,-7775.206207990044,-10393.875715199843,43.47826086956522,1309.281231546995,27.565217391304348,0.04116541198771276,0.49529356048571893,0.3704223815685267,-4463.321792528854,-9895.057566834847
B0,spy,1030,sgn,37.735849056603776,-14347.60741273535,25.28301886792453,0.3128791350613334,4.277775311352476,1.8230752163455533,-954.4240300412093,-3270.5079464899227,47.82608695652174,-104.19519305664636,28.608695652173914,0.14779031064318182,1.5235459737383361,1.217510435183594,-1126.8032395945575,-6996.270764617577
B0,qqq,0935,sgn,39.62264150943396,-8314.060597040118,15.132075471698114,0.15329630134493377,3.2427709180397803,1.0800736383816905,-8314.060597040118,-14834.69463056733,34.78260869565217,-2248.885078055363,18.652173913043477,0.07930870142133986,1.2160266435426559,0.8193452274849151,-2248.885078055363,-4127.88044347165
B0,qqq,0940,sgn,39.62264150943396,-9902.41580279182,16.037735849056602,0.1290408313864037,2.6606447221920893,0.9042251197607452,-8354.22045195387,-13254.547425472656,47.82608695652174,-2522.694698921829,19.17391304347826,-0.001169388766929894,-0.031868207247503916,-0.02144500983662991,-1189.0640197742919,-2100.7632590426697
B0,qqq,0945,sgn,39.62264150943396,-7807.474165350861,16.90566037735849,0.16879116073096742,3.459662865420025,1.201439717828935,-5691.182807713682,-13503.307531741762,47.82608695652174,-1779.5110457743053,22.043478260869566,0.017212403255482702,0.2444906806915902,0.16325613040326362,-3692.102751812496,-4843.209024660369
B0,qqq,0950,sgn,39.62264150943396,-8064.254755388494,18.943396226415093,0.1560889688534356,3.00896395247818,0.997153635392793,-6376.851431543466,-10983.24278996018,52.17391304347826,1853.2105100684216,22.869565217391305,0.17928904512856242,2.593833326269514,2.0311224212467547,622.1782272283449,-4585.235678408818
B0,qqq,1000,sgn,45.28301886792453,-9634.380821850253,21.37735849056604,0.07652023783970077,1.2768573158972285,0.44288226771771494,-2389.247429730032,-6742.240058605353,47.82608695652174,1840.9060991220053,25.47826086956522,0.09188350775348432,1.210259376997438,0.9307567655032074,-3158.3305568134933,-7438.250336566439
B0,qqq,1015,sgn,35.84905660377358,-14354.239247727788,23.18867924528302,0.026665997154440825,0.38482172939121123,0.11237884981282067,-10519.6690768752,-10393.875715199843,39.130434782608695,1349.6864259429767,28.695652173913043,0.019394454388018553,0.24410827398077536,0.19398093511665773,-5549.202653637773,-9895.057566834847
B0,qqq,1030,sgn,37.735849056603776,-15148.129385671366,24.943396226415093,0.31585211539415325,4.4022088715049845,1.8176445120852271,-870.5623394562504,-3270.5079464899227,47.82608695652174,368.2588225642395,29.043478260869566,0.08737043941715568,0.9234896164775246,0.7024615582275082,-2051.1081873251005,-6996.270764617577
