base,idx,gate,thr,TRAIN_green,TRAIN_total,TRAIN_perwk,TRAIN_sepg,TRAIN_sept,TRAIN_septc,TRAIN_late_gated,TRAIN_late_ungated,VAL_green,VAL_total,VAL_perwk,VAL_sepg,VAL_sept,VAL_septc,VAL_late_gated,VAL_late_ungated
B2,spy,0935,sgn,43.39622641509434,-3058.9669815783336,15.641509433962264,0.38803451756328133,10.673999334630025,2.0019052913751727,-3058.9669815783336,-17345.540727630174,65.21739130434783,3439.245081533136,15.869565217391305,0.18889535502694355,3.692328639729358,2.3710559965444236,3439.245081533136,893.1450238428342
B2,spy,0935,p20,13.20754716981132,74.80014609762213,1.9433962264150944,0.7258854658006164,17.576732346007418,4.222148886944566,74.80014609762213,-17345.540727630174,13.043478260869565,-1221.0310983057225,2.9130434782608696,0.06516760611036213,0.7629370162750573,0.39059196805132446,-1221.0310983057225,893.1450238428342
B2,spy,0935,p40,1.8867924528301887,227.9685967503989,0.33962264150943394,-0.15467490787741098,-0.8066027054070102,-1.0178415238451919,227.9685967503989,-17345.540727630174,0.0,0.0,0.0,,,,0.0,893.1450238428342
B2,spy,0935,p60,0.0,0.0,0.0,,,,0.0,-17345.540727630174,0.0,0.0,0.0,,,,0.0,893.1450238428342
B2,spy,0940,sgn,39.62264150943396,-8860.664035587806,19.9811320754717,0.3699113466010414,9.21386882497429,1.6338257670752807,-9975.010136260227,-17290.55090378178,69.56521739130434,3137.2814287338338,21.608695652173914,0.012377619863096165,0.2113442221756352,0.1353483844005015,-2644.2811367183795,-5017.040393780348
B2,spy,0940,p20,35.84905660377358,-4626.56088702991,12.226415094339623,0.581789403908694,13.611004145616548,2.303855535612974,-1708.2177540480754,-17290.55090378178,56.52173913043478,1014.4461472912874,15.08695652173913,-0.08531324429883279,-1.1173708787395518,-0.7662727568655882,-2201.944421124796,-5017.040393780348
B2,spy,0940,p40,43.39622641509434,-2586.527412998013,10.49056603773585,0.8264596858516907,19.852542404314132,5.74539116663622,687.4474927864854,-17290.55090378178,47.82608695652174,1500.3939141612839,13.391304347826088,0.18594132129097554,0.637879259438461,3.750484915814169,270.3549280014141,-5017.040393780348
B2,spy,0940,p60,43.39622641509434,-2754.05877830479,10.20754716981132,0.928435960199187,23.26832484374519,10.252789942120886,-31.00754249840179,-17290.55090378178,47.82608695652174,1460.6581455246453,13.173913043478262,,,,0.0,-5017.040393780348
B2,spy,0945,sgn,37.735849056603776,-10412.934931471267,20.943396226415093,0.3812783201563511,9.185475146515893,1.6016915272394219,-11254.672870288085,-17214.445785759668,56.52173913043478,3293.079448408261,22.217391304347824,0.09418450173568242,1.4982951112830833,0.9790773299062788,-1467.5417767672825,-6481.753204835787
B2,spy,0945,p20,41.509433962264154,-7092.575023564336,14.88679245283019,0.5673847391344901,13.226011010907927,2.277139759685411,-3965.382127844465,-17214.445785759668,60.86956521739131,3138.8753973837383,17.347826086956523,0.18617733766627356,2.2980808692876615,1.6235974964081707,1437.9756401365662,-6481.753204835787
B2,spy,0945,p40,37.735849056603776,-5566.008188818478,12.88679245283019,0.7927171875416861,18.565606089559935,4.55967957491201,-630.2013943580724,-17214.445785759668,65.21739130434783,2897.272620785056,15.826086956521738,0.25662695820252307,1.6277362080262685,1.4923176504421702,548.0371660733435,-6481.753204835787
B2,spy,0945,p60,37.735849056603776,-5262.368462727415,12.283018867924529,0.9393516436854246,23.468011046855807,9.75850424893192,-51.18468434864678,-17214.445785759668,60.86956521739131,2576.0469923498736,15.73913043478261,0.1988331447949244,0.6769073983747198,3.8106987180008605,270.3549280014141,-6481.753204835787
B2,spy,0950,sgn,30.18867924528302,-9290.070959736933,22.264150943396228,0.5217964186028291,12.166435568690185,2.264600125549918,-2533.8469062139648,-14839.868979549967,65.21739130434783,2770.2660870367868,23.782608695652176,0.1929477514431708,2.9049679089264573,2.2026919549513626,727.6485015763611,-4509.5816268238605
B2,spy,0950,p20,32.075471698113205,-7299.515769525576,16.79245283018868,0.6250265240982765,14.256566147971123,2.577878535442876,-3728.2807119743497,-14839.868979549967,52.17391304347826,2303.514010359489,19.52173913043478,0.17035105674529888,2.212050405774161,1.549649766890833,1614.858476184849,-4509.5816268238605
B2,spy,0950,p40,32.075471698113205,-6753.852964293729,15.264150943396226,0.7745019012691292,17.599003669461503,3.9206407081762475,-2195.4840125691876,-14839.868979549967,52.17391304347826,2054.1915183109154,17.869565217391305,0.13055234698429244,1.0770841007249936,0.9747290930263769,-152.3162085511242,-4509.5816268238605
B2,spy,0950,p60,30.18867924528302,-7311.873381870317,14.943396226415095,0.8859072457116872,21.094039709449447,6.63135568995262,-1677.0731746819845,-14839.868979549967,52.17391304347826,1859.2746484093045,17.652173913043477,0.3901810938911022,2.0557109881095523,8.280988180240087,247.31624423103813,-4509.5816268238605
B2,spy,1000,sgn,35.84905660377358,-9295.42617933272,23.566037735849058,0.11883186544271854,2.1974408759491464,0.38796083857164515,-212.70773823916863,-9398.943685286567,65.21739130434783,3665.2808565669648,25.347826086956523,0.06768727719766471,0.8898293368332886,0.6954626299205253,-3581.575671236296,-7547.061181145002
B2,spy,1000,p20,22.641509433962266,-12018.873782953007,19.735849056603772,-0.01463742682485665,-0.37507157689162274,-0.040187643109120985,-3554.3494992769633,-9398.943685286567,65.21739130434783,3994.1245267520353,22.130434782608695,0.16281266781827813,2.108123983216197,1.5746774202890306,-617.3579604387007,-7547.061181145002
B2,spy,1000,p40,32.075471698113205,-9876.446098275988,17.962264150943398,0.019184531129416264,0.38820404640561956,0.03345878281301608,-1031.1017617942903,-9398.943685286567,60.86956521739131,3422.3628140690957,20.52173913043478,0.14228839154093514,1.4332620018588547,1.3012796321309303,-560.3786965713654,-7547.061181145002
