symbol,date,entry_price,pnl,pnl_pct,exit_reason,win,entered,range_size_pct,range_total_volume,range_avg_bar_range_pct,range_volume_stddev_pct,bars_green_in_range,range_close_position,range_return_pct,last_bar_green,range_vwap_distance_pct,gap_pct,prev_day_range_pct,prev_day_close_position,avg_daily_volume_20d,avg_daily_range_pct_20d,price_vs_20d_high_pct,return_volatility_20d,prev_day_volume_vs_20d,spy_range_pct_5min,spy_return_5min_pct,spy_gap_pct,spy_3d_range_pct,day_of_week,days_since_month_start,_rp_position,_rp_pnl,meta_score,_composite,_quintile,_q_rank,_meta_key,_sized_pnl,month,_anchor
BZAI,2025-02-12,3.74,0.0,0.0,no_fill,0,0,6.12299465240642,42322.0,2.168971458614428,129.3385841783524,1.0,0.4755458515283831,-3.2112299465240723,0.0,-0.9869858322050556,16.510903426791284,21.49532710280374,0.0,479970.9,24.48353831236813,-80.57142857142857,14.069277503393316,1.601405418536832,0.1985881881748334,0.0684211404635896,-1.0094001420759446,0.789295802300032,2.0,12.0,3333.333333333333,0.0,,0.31744826528930403,Q4,0,,0.0,2025-02,BZAI
BKSY,2025-02-19,21.01285,-1049.842512782147,-2.100123104943616,stop,0,1,4.197169350902877,304616.0,2.0755089421233186,72.64108826185517,3.0,0.988372093023258,2.1961932650073344,1.0,2.1511668272739866,8.700265251989373,17.931034482758616,0.5118343195266275,2098334.6,10.66184776103057,-0.0487804878048856,8.75515310675867,1.961672366266085,0.0735477314450614,0.012686860739577,-0.2305843104547855,0.6429700152781618,2.0,19.0,3333.333333333333,-69.98950085214312,,0.31085233590583755,Q4,0,,-69.98950085214312,2025-02,BKSY
TUYA,2025-02-20,3.4152149999999994,6573.402660959997,13.147134631348242,scale_eod,1,1,4.447852760736197,691582.0,1.3149331728839582,39.32914924780964,4.0,0.5862068965517269,2.607361963190197,0.0,0.1513868513931112,6.535947712418292,14.37908496732026,0.0454545454545455,4935103.6,9.14296283773402,-11.891891891891902,8.16668513319633,2.1983726947495086,0.0873191071866555,-0.0474204889215867,-0.2267795669978605,0.4740886838609913,3.0,20.0,3333.333333333333,438.22684406399975,,0.3930790181868943,Q4,0,,438.22684406399975,2025-02,TUYA
REBN,2025-02-20,6.449289999999999,2040.5924239199965,4.0816014911896525,scale_lock,1,1,2.8799999999999955,112151.0,1.6201190540634482,54.0576485114433,3.0,0.388888888888891,1.1200000000000043,0.0,-0.6833037573324313,11.806797853309485,21.28801431127012,0.4033613445378149,7575453.55,25.850874303170794,-7.4074074074074066,21.618277614096662,0.2216466629908911,0.0873191071866555,-0.0474204889215867,-0.2267795669978605,0.4740886838609913,3.0,20.0,3333.333333333333,136.03949492799975,,0.20514652546959586,Q3,2,,136.03949492799975,2025-02,REBN
CYD,2025-02-21,23.0,0.0,0.0,no_fill,0,0,4.444444444444445,249949.0,1.8171288886436272,161.9142435893605,3.0,0.4200000000000017,-0.3555555555555479,0.0,-0.3599820412542559,18.54583772391992,29.08324552160168,0.2318840579710147,131074.6,6.732199786247728,-3.100775193798445,7.229567276409632,11.711849587944574,0.12558795089893,-0.0877624268646371,-0.0360431206789258,0.6238237461169069,4.0,21.0,3333.333333333333,0.0,,0.20946339349179435,Q3,2,,0.0,2025-02,CYD
CADL,2025-02-26,9.127199699999998,-1610.8891150458862,-3.221855557421722,stop,0,1,3.1473565804274446,114559.0,1.3868792581338214,70.54072367876813,4.0,0.2855611150822028,0.1124859392575904,1.0,-0.4751873013767708,6.0226595110316135,43.17233154442458,0.0980662983425415,1365644.45,9.610980450608285,-35.01461988304093,8.1497782191911,2.5867721279869005,0.1711667869309093,-0.1115940326559318,0.2843968766828118,1.4340210730100995,2.0,26.0,3333.333333333333,-107.39260766972573,,0.3334527166585316,Q4,0,,-107.39260766972573,2025-02,CADL
PLTU,2025-03-14,28.5855,2578.393639800003,5.157195781077825,eod,1,1,4.174163368118029,167892.0,1.3657927733699549,16.50939373598632,4.0,1.0,2.5548758546239685,1.0,1.7090853018004584,8.343079922027293,14.191033138401565,0.2417582417582414,3899107.15,16.897190479244298,-59.95677233429395,11.524326479559337,1.2098682643281553,0.0,0.0,0.8505313554096795,1.85111715752684,4.0,14.0,3333.333333333333,171.8929093200002,,0.5597783134151817,Q5,1,,171.8929093200002,2025-03,PLTR
BTDR,2025-03-19,10.15,0.0,0.0,no_fill,0,0,2.967967967967968,163098.0,1.0229792471575931,94.47453201901482,1.0,0.0,-1.3663663663663648,0.0,-1.8289158874589,5.324196099103857,11.017395888244597,0.0574162679425825,7121421.15,10.964605936536902,-35.21400778210116,9.449043788578884,0.7141858194975591,0.0,0.0,0.322626644326416,1.5174449148083622,2.0,19.0,3333.333333333333,0.0,,0.26372965059440273,Q3,2,,0.0,2025-03,BTDR
TRVI,2025-03-19,6.98,0.0,0.0,no_fill,0,0,4.011461318051579,58389.0,1.6400482116279214,139.4529427582546,0.0,0.1607142857142853,-3.3667621776504344,0.0,-1.120183271310566,6.402439024390256,11.28048780487804,0.2162162162162154,4370762.9,9.451464212581376,-5.548037889039232,9.82441111180378,0.5697284563296718,0.0,0.0,0.322626644326416,1.5174449148083622,2.0,19.0,3333.333333333333,0.0,,0.1520950085109912,Q2,3,,0.0,2025-03,TRVI
TSLG,2025-03-24,4.939373799999999,4708.9183764000045,9.418525886823964,eod,1,1,4.508403361344536,70003.0,1.0150755793755153,66.25167294175166,2.0,0.9319664492078298,3.151260504201688,1.0,2.2653707810962773,7.207207207207193,11.26126126126126,0.9800000000000004,929835.85,12.963450702649244,-47.64167546638508,11.07831380842848,0.7740441498356941,0.1401541695865372,0.0140154169586616,1.2092627398134572,1.4229674455438284,0.0,24.0,3333.333333333333,313.9278917600003,,0.20683110900244478,Q3,2,,313.9278917600003,2025-03,TSLA
HMR,2025-03-27,3.4459067999999995,1222.6196480388032,2.445402562831944,lock,1,1,5.149560117302059,47035.0,1.8659276268440617,49.94324124519087,1.0,0.5546697038724389,-1.5425219941348969,1.0,-0.4635742719602191,7.911392405063291,13.924050632911388,0.2272727272727275,8798889.55,22.90620603222046,-28.95833333333333,24.27739003573155,0.0841376625758417,0.2803244005641805,-0.1622002820874599,-0.24798184983909,0.9807998975028132,3.0,27.0,3333.333333333333,81.5079765359202,,0.27533127842579713,Q3,2,,81.5079765359202,2025-03,HMR
SMST,2025-04-02,3.805,0.0,0.0,no_fill,0,0,4.074074074074084,517563.0,1.4458098950461815,21.186552935363643,1.0,0.0,-3.412698412698413,0.0,-2.156625166787471,5.292479108635096,21.169916434540383,0.0526315789473684,28040913.35,17.15011204020616,-50.58823529411766,13.722867204171912,1.0748853157452518,0.0,0.0,-1.0553149009751095,2.0467404751423888,2.0,2.0,3333.333333333333,0.0,0.0171825177967548,0.17260414279743755,Q2,3,0.0171825177967548,0.0,2025-04,MSTR
MSTX,2025-04-11,22.38696,5615.812044719999,11.233852508320204,scale_eod,1,1,3.6117381489842018,305881.0,1.841402034921454,19.50519998854165,2.0,0.9750000000000004,0.6772009029345469,1.0,1.6887051985060315,5.980861244019139,19.90430622009569,0.3749999999999996,12535778.35,18.0851573041891,-40.85842066617717,16.66398852332761,1.1351986771527434,0.0,0.0,-0.2992870486865778,7.317430624645891,4.0,11.0,3333.333333333333,374.3874696479999,-0.0468391105532646,0.440430411172595,Q5,1,-0.0468391105532646,374.3874696479999,2025-04,MSTR
MSTX,2025-04-22,30.5449608,2687.652211199997,5.378364080270806,eod,1,1,3.3398319327731114,624066.0,1.346286194584538,44.64501269382488,2.0,0.7697262479871144,1.595966386554616,0.0,0.9034693883348656,6.745604592752059,13.740222461428056,0.4098292160651804,12642439.6,17.7829981706825,-20.56605033041853,16.289786216357594,0.9132124309298658,0.0,0.0,1.2181832334397118,2.4339923439526068,1.0,22.0,3333.333333333333,179.1768140799998,-0.3280180692672729,0.35303497413441975,Q4,0,-0.3280180692672729,179.1768140799998,2025-04,MSTR
BULL,2025-04-28,18.2199,0.0,0.0,no_fill,0,0,3.4041735310268955,231697.0,2.1493675755639376,46.77525413162187,1.0,0.0,-3.3498077979132312,0.0,-1.7279964882950043,5.442964678633476,15.659525188187606,0.1368140807572848,4757782.85,24.267933921889355,-77.11161387631977,85.62701464990566,1.1290801134398138,0.0,0.0,0.1362051431062036,1.895036065864952,0.0,28.0,3333.333333333333,0.0,0.3395903408527374,0.13104741519946786,Q2,3,0.3395903408527374,0.0,2025-04,BULL
PONY,2025-05-06,10.78225,-1899.302779464282,-3.7988112075732863,stop,0,1,6.460674157303366,1226245.0,3.525984117987804,55.42065644654032,3.0,0.7484057971014485,-0.970037453183522,1.0,1.513602331132632,10.10309278350516,19.27835051546393,0.0481283422459892,12401653.9,17.66756811143047,-8.561643835616438,17.55500301969671,1.431604134671102,0.3011130428548498,0.2330041403043515,-0.9902220013841886,1.0163402079536614,1.0,6.0,3333.333333333333,-126.62018529761879,-1.050519347190857,0.14429689920400898,Q2,3,-1.050519347190857,-126.62018529761879,2025-05,PONY
OMER,2025-05-13,4.232659999999999,2072.1496300000063,4.144615915287328,eod,1,1,5.213270142180089,209452.0,2.3135398961453912,118.04281113156622,3.0,0.3409090909090921,-3.436018957345962,1.0,0.1463279405487474,11.198945981554672,55.59947299077734,0.0023696682464454,833396.3,8.471887087675546,-44.98044328552803,9.019965204699012,8.908669260950642,0.1285435162650396,0.0034278271003979,0.0720424020995144,1.1284371830928306,1.0,13.0,3333.333333333333,138.14330866666705,-0.1934894919395446,0.24068476629023022,Q3,2,-0.1934894919395446,138.14330866666705,2025-05,OMER
SMCX,2025-05-13,28.914383699999995,8502.492403563301,17.007376242430254,scale_eod,1,1,4.6710714285714285,292741.0,1.5933889386435125,52.53464831398311,4.0,0.8356908020490863,2.1892857142857127,0.0,0.7854364428267542,5.660377358490567,11.962264150943389,0.261829652996845,3806626.15,11.921110992501529,-20.49971607041453,9.530007889128033,1.2593493059464218,0.1285435162650396,0.0034278271003979,0.0720424020995144,1.1284371830928306,1.0,13.0,3333.333333333333,566.83282690422,-0.4805518090724945,0.4029578367016648,Q4,0,-0.4805518090724945,566.83282690422,2025-05,SMCI
SMCL,2025-05-13,10.66189,7899.240746250008,15.800503258534864,scale_eod,1,1,3.5818005808325366,112291.0,1.275153105821135,111.79426957641512,3.0,0.756756756756753,2.032913843175209,0.0,0.7954068726718456,5.515832482124627,11.95097037793667,0.2564102564102555,1403729.05,11.778327667336564,-20.416024653312792,9.457106739250245,0.989673185149228,0.1285435162650396,0.0034278271003979,0.0720424020995144,1.1284371830928306,1.0,13.0,3333.333333333333,526.6160497500005,-0.6251146197319031,0.4522964519879875,Q5,1,-0.6251146197319031,526.6160497500005,2025-05,SMCI
TSLR,2025-05-14,23.73098,-1047.4298323264254,-2.09580512929271,stop,0,1,3.224437844717868,224022.0,1.360795477369978,59.50685778307032,2.0,0.7894736842105265,-0.2969876962240148,1.0,0.8349914248418885,5.035650623885914,11.80882352941176,0.8226725536812712,4092466.1,9.528950389040464,2.8812871291450417,7.998846863998539,1.93915350942064,0.1684160386506318,0.1633125223278707,0.1652920727966589,0.9749672521582806,2.0,14.0,3333.333333333333,-69.82865548842835,-0.2617036998271942,0.1852006736531244,Q2,3,-0.2617036998271942,-69.82865548842835,2025-05,TSLA
SHLS,2025-05-16,4.9424831,-1287.0124993038853,-2.574119775659208,stop,0,1,4.221544715447155,673569.0,1.928627209691313,91.5971090331418,2.0,0.5536831969186337,-1.7276422764227637,1.0,0.5030127686388157,7.423580786026197,13.75545851528384,0.3174603174603178,8746450.6,7.632764892186786,-23.78001549186677,8.160876385849903,2.826621006697277,0.1894291754756878,-0.1353234672304512,0.1337939911255569,0.8814268467209063,4.0,16.0,3333.333333333333,-85.80083328692568,-0.5805491209030151,0.21330089793635998,Q3,2,-0.5805491209030151,-85.80083328692568,2025-05,SHLS
MRAL,2025-05-22,25.3,0.0,0.0,no_fill,0,0,7.553503986571552,44229.0,2.398529825634232,45.67526094902978,3.0,0.4444444444444446,1.9723038187159148,0.0,-0.9528825967130352,10.120147874306827,20.00924214417746,0.1339491916859126,201277.25,11.550809075193786,-6.144151240645932,8.812679009724405,3.4795238905539496,0.3175093536539359,-0.1578965434387051,-0.0343135572864916,1.2824721048985013,3.0,22.0,3333.333333333333,0.0,-0.639149010181427,0.11733571734184522,Q2,3,-0.639149010181427,0.0,2025-05,MARA
PONY,2025-05-27,18.84637,5578.3569800000005,11.156843466407592,eod,1,1,4.043126684636119,677143.0,1.819330278382376,49.1951888348371,2.0,0.3800000000000001,-1.2129380053908432,1.0,-0.4873555020743634,6.547960941987367,20.390580126364164,0.1098591549295776,20327563.55,17.86592948471426,-13.277232351566152,14.648692493019915,0.7437207101979518,0.2678860886924855,-0.1689047383418421,1.2018442092175987,1.270931622060122,1.0,27.0,3333.333333333333,371.89046533333334,0.0741899311542511,0.24210836209341818,Q3,2,0.0741899311542511,371.89046533333334,2025-05,PONY
EDBL,2025-05-28,3.5204297,4924.447529903989,9.84945793674834,scale_eod,1,1,4.139999999999994,31462.0,1.9465788551144905,88.97937635757057,2.0,0.8329882677708762,-0.408571428571428,1.0,0.8185779981326194,5.421686746987957,25.602409638554207,0.1411764705882349,10413362.3,14.203168174041492,-44.35612082670906,21.20352218081344,0.0926152353308594,0.1250063390638505,0.0743614449684679,0.0693563393385719,1.381843170072817,2.0,28.0,3333.333333333333,328.2965019935992,-0.1159431561827659,0.47914770658060224,Q5,1,-0.1159431561827659,328.2965019935992,2025-05,EDBL
MDCX,2025-05-29,4.964849999999999,-3151.9035983571407,-6.304306560836967,stop,0,1,7.590021691973966,56970.0,3.258528638347668,116.86519326615245,2.0,0.8416690482995125,6.173535791757034,0.0,3.5301578369219446,11.89320388349515,51.5388349514563,0.0635772817179995,252053.6,17.2118646804236,-48.434004474272925,11.293265766273098,2.878121955012744,0.3136276262098293,-0.1770478535055398,0.9068790090687776,1.411749254444083,3.0,29.0,3333.333333333333,-210.1269065571427,0.1125562787055969,0.2720726231602892,Q3,2,0.1125562787055969,-210.1269065571427,2025-05,MDCX
BLRX,2025-06-09,6.32,0.0,0.0,no_fill,0,0,4.746835443037986,26595.0,1.3806240325218706,152.00023694065771,1.0,0.3833333333333331,-2.9272151898734253,1.0,-1.4128555985248048,10.104529616724738,23.86585365853659,0.4817869917512227,1977394.8,13.258843222168156,-18.66047182074415,10.976973480676053,0.4902976380842105,0.2317670990762641,-0.18444659352387,0.0968054211035886,0.8053147860255522,0.0,9.0,3333.333333333333,0.0,0.0447749495506286,0.1354617838432434,Q2,3,0.0447749495506286,0.0,2025-06,BLRX
ZENA,2025-06-10,5.4,0.0,0.0,no_fill,0,0,4.180608365019011,1007190.0,2.714450745599737,29.942556158619126,3.0,0.3178717598908578,-0.1901140684410606,0.0,-0.5483731468147888,15.8590308370044,32.37885462555066,0.0884353741496598,9487961.95,13.575246862231932,-23.988439306358384,9.584367300440782,1.2493299469861388,0.1266202392456084,0.0258238645829816,0.0900480256136735,0.8211298870771674,1.0,10.0,3333.333333333333,0.0,-0.3746983110904693,0.11905157949170683,Q2,3,-0.3746983110904693,0.0,2025-06,ZENA
ALAR,2025-06-10,12.36699,-894.4663126146453,-1.788941907333271,stop,0,1,4.09356725146199,115112.0,1.4813447025501116,46.4920003680348,3.0,0.836734693877551,2.339181286549702,1.0,2.2245726588022383,5.648720211827013,18.270079435127982,0.8454106280193235,206121.55,8.571894115367998,2.7467811158798305,9.983070976130646,7.534297117404755,0.1266202392456084,0.0258238645829816,0.0900480256136735,0.8211298870771674,1.0,10.0,3333.333333333333,-59.63108750764301,-0.7323068976402283,0.1604878235210147,Q2,3,-0.7323068976402283,-59.63108750764301,2025-06,ALAR
ARAI,2025-06-12,9.07715,-639.5889599999927,-1.279256154189351,tag_bb,1,1,4.501657458563545,41364.0,1.3718193676597867,103.09979492828325,0.0,0.1408934707903763,-3.867403314917142,0.0,-2.0132137633686287,6.470588235294127,18.11764705882354,0.2142857142857142,2609381.210526316,35.626081857052625,-77.375,19.265378915603875,0.8942989972436094,0.1716609446351742,-0.0449985000499953,-0.2244911533856629,0.7164449607976284,3.0,12.0,3333.333333333333,-42.63926399999951,0.0424001291394233,0.2032593317580146,Q3,2,0.0424001291394233,-42.63926399999951,2025-06,ARAI
ZENA,2025-06-12,5.1153,-1913.046135235715,-3.826326273280999,stop,0,1,4.901960784313726,153206.0,1.7127959988948345,50.9375620771913,1.0,0.120000000000001,-4.313725490196074,0.0,-2.0623617083882286,5.371900826446277,15.289256198347111,0.1756756756756755,10062771.3,14.489597890347367,-26.300578034682086,9.594513912184526,0.2904475231390779,0.1716609446351742,-0.0449985000499953,-0.2244911533856629,0.7164449607976284,3.0,12.0,3333.333333333333,-127.53640901571433,-0.1616710573434829,0.12215583305231673,Q2,3,-0.1616710573434829,-127.53640901571433,2025-06,ZENA
UMAC,2025-06-13,9.11727,-495.238104,-0.990493864939834,tag_bb,0,1,6.704545454545452,468270.0,2.341643126094407,42.1195912342598,4.0,0.966101694915255,3.068181818181813,1.0,3.2740396756739973,6.796116504854374,11.650485436893192,0.1041666666666664,4022651.7,11.331646666960712,-12.870424459648108,9.207104307575092,1.5103537301029566,0.3692564745196385,0.2172096908938938,-0.8695652173913043,0.7965701787192377,4.0,13.0,3333.333333333333,-33.0158736,-0.4818203151226043,0.37243629755435526,Q4,0,-0.4818203151226043,-33.0158736,2025-06,UMAC
ZENA,2025-06-16,5.28,0.0,0.0,no_fill,0,0,5.117513267626999,237219.0,2.4585896823348565,46.21365818026983,2.0,0.5555555555555559,-2.198635329795293,1.0,0.199359002787312,6.156941649899398,28.77263581488933,0.0699300699300697,10810435.85,15.919917750909162,-23.757225433526013,9.372245579742104,1.1792753018371596,0.22151898734176,0.1882078614257154,0.5695142378559426,0.9101468021546336,0.0,16.0,3333.333333333333,0.0,-0.3929680585861206,0.27793900494976354,Q3,2,-0.3929680585861206,0.0,2025-06,ZENA
INDO,2025-06-17,4.4584353,-1467.8895065291954,-2.935961427031193,stop,1,1,7.00950118764845,208861.0,2.6622143512329064,29.265767527365693,3.0,0.5421890884445931,2.3752969121140057,0.0,0.5649216071515352,5.513784461152875,32.581453634085214,0.2307692307692309,3298678.3,10.338154554529218,-27.162629757785474,12.958562380160032,3.5006205364130234,0.154943187497909,0.0349871713704846,-0.4098360655737562,0.8231625986803217,1.0,17.0,3333.333333333333,-97.85930043527968,-0.3000704348087311,0.11476325914212081,Q2,3,-0.3000704348087311,-97.85930043527968,2025-06,INDO
XTIA,2025-06-17,3.39014,-632.5505688000032,-1.2651571911484547,tag_bb,1,1,6.441717791411042,577171.0,3.0130278326131403,54.24927164952873,3.0,0.7380952380952394,1.9938650306748589,1.0,1.5218561637004655,17.68953068592057,40.7942238267148,0.2212389380530973,5787361.3,20.96589264099533,-56.12382234185733,20.43673751800552,1.2638258820993258,0.154943187497909,0.0349871713704846,-0.4098360655737562,0.8231625986803217,1.0,17.0,3333.333333333333,-42.17003792000021,-0.5339139699935913,0.18558463095395344,Q2,3,-0.5339139699935913,-42.17003792000021,2025-06,XTIA
RBNE,2025-06-17,7.271749999999999,5616.209843750007,11.233929246742546,scale_lock,1,1,7.8909612625538,443510.0,3.607128741332312,42.65721956363424,3.0,0.8636363636363633,2.9411764705882364,1.0,1.5932434297873137,26.26811594202899,38.68478260869567,0.1196028847054415,5407783.4,11.782299864298333,-66.11553775176351,72.82244202034121,1.0751641790978537,0.154943187497909,0.0349871713704846,-0.4098360655737562,0.8231625986803217,1.0,17.0,3333.333333333333,374.41398958333383,-0.8565273284912109,0.19511670856221203,Q2,3,-0.8565273284912109,374.41398958333383,2025-06,RBNE
GCTK,2025-06-27,6.8452,0.0,0.0,no_fill,0,0,5.040601503759404,142484.0,3.407853138879709,48.654767343199474,3.0,0.4474940334128883,0.1503759398496208,1.0,0.1670553987715662,27.394636015325684,35.82375478927203,0.0,4533313.55,18.50155343707576,-58.17610062893082,1461.692999643234,0.1834744036180775,0.1027933690118776,0.0326328155593338,0.1650677431480528,0.627102893900149,4.0,27.0,3333.333333333333,0.0,-0.7839817404747009,0.20408286638252876,Q3,2,-0.7839817404747009,0.0,2025-06,GCTK
SY,2025-07-03,3.5806097,1414.0566443492005,2.828133999078426,lock,1,1,5.963068181818187,222174.0,2.2195736806159667,85.34933644247666,2.0,0.9290138161029068,0.9943181818181858,1.0,2.0744679774347268,5.705705705705704,22.072072072072068,0.6326530612244897,1996005.8,14.816939064566933,-2.222222222222224,12.238876753366858,1.9127063658833048,0.1686882480520633,0.1429994377058336,0.3223466838584897,0.6125981299498948,3.0,3.0,3333.333333333333,94.27044295661335,-0.4528851807117462,0.15942542575741384,Q2,3,-0.4528851807117462,94.27044295661335,2025-07,SY
LZMH,2025-07-08,12.3939,0.0,0.0,no_fill,0,0,5.247758761206197,15720.0,1.4685636914285076,112.88414305323582,0.0,0.5808355334679304,-1.1898940505297395,0.0,0.6422421897522996,5.775862068965517,36.37931034482757,0.3246445497630331,714889.6,25.773243236475142,-54.83374622234165,16.617614129466073,1.036280287193995,0.138408304498272,-0.1190955178240941,0.1079461236063789,0.7444925091974052,1.0,8.0,3333.333333333333,0.0,-0.2259295582771301,0.2959930344489584,Q3,2,-0.2259295582771301,0.0,2025-07,LZMH
DFDV,2025-07-09,21.63,0.0,0.0,no_fill,0,0,3.839703497799386,77601.0,1.7440082983884282,46.90646394020203,1.0,0.619932432432434,-1.2508686587908249,1.0,1.0199864159297656,6.750741839762621,23.54104846686448,0.0210084033613441,1932912.2,20.878071983968663,-36.04425494594057,13.624071005745892,1.1505199253230436,0.1525442779838536,0.1204296931451418,0.3917206693103701,0.6752126458871446,2.0,9.0,3333.333333333333,0.0,-0.2400737553834915,0.4613404399259003,Q5,1,-0.2400737553834915,0.0,2025-07,DFDV
